Time (s),Resistance (Ω),Stage
1,19418.1,Calibration
2,19291.84,Calibration
3,19673.91,Calibration
4,19375.9,Calibration
5,19695.43,Calibration
6,19145.91,Calibration
7,19354.84,Calibration
8,19846.94,Calibration
9,20066.08,Calibration
10,20110.29,Calibration
11,20132.45,Calibration
12,20221.4,Calibration
13,20766.34,Calibration
14,20835.84,Calibration
15,20789.47,Calibration
16,20605.38,Calibration
17,21164.38,Calibration
18,20605.38,Calibration
19,21355.28,Calibration
20,20905.66,Normal
21,21355.28,Normal
22,21331.29,Normal
25,21670.54,Normal
27,21548.54,Normal
28,21500,Normal
23,21524.25,Normal
29,21842.92,Normal
30,21355.28,Normal
31,21793.48,Normal
32,21646.06,Normal
33,22218.73,Normal
34,22244.09,Normal
35,22042.25,Normal
36,22067.34,Normal
37,22017.2,Normal
38,22320.44,Normal
39,22474.23,Normal
40,22655.5,Normal
41,22397.15,Normal
42,22218.73,Normal
43,22838.81,Normal
44,22397.15,Normal
45,22551.67,Normal
46,22218.73,Normal
47,22294.95,Normal
48,22168.11,Normal
50,22448.49,Normal
50,22865.17,Normal
51,23157.89,Normal
52,22944.49,Normal
53,23077.54,Normal
54,23510.64,Normal
55,23374.08,Normal
56,23238.64,Normal
57,22551.67,Normal
58,23238.64,Normal
59,22838.81,Normal
60,23050.85,Normal
61,22760,Normal
62,23675.99,Normal
63,24125,Normal
64,23675.99,Normal
65,24096.59,Normal
71,24615.38,Normal
71,24762.31,Normal
71,25029.94,Normal
71,24354.03,Normal
71,24940.27,Normal
71,25059.93,Normal
72,24586.15,Normal
73,24703.39,Normal
74,24880.75,Normal
75,24096.59,Normal
76,24125,Normal
77,24125,Normal
78,23648.31,Normal
79,23703.7,Normal
80,23787.13,Normal
81,24498.74,Normal
83,24556.96,Normal
83,24498.74,Normal
84,23815.03,Normal
85,24440.71,Normal
86,24267.78,Normal
87,25089.97,Normal
88,25764.19,Normal
89,25485.27,Normal
90,25240.96,Normal
91,25546.88,Normal
92,24851.06,Normal
93,25059.93,Normal
94,25059.93,Normal
95,25029.94,Normal
96,24970.11,Normal
97,24851.06,Normal
98,24851.06,Normal
99,24296.48,Normal
100,25000,Normal
101,24644.67,Normal
102,25059.93,Normal
