df_hash,22ZHK4.FHJ395
14.735,1.010
14.765,1.007
14.795,1.007
14.825,1.003
14.855,1.006
14.885,1.012
14.915,1.009
14.945,1.009
14.975,1.013
15.005,1.010
15.035,1.010
15.065,1.007
15.095,1.007
15.125,1.006
15.155,1.008
15.185,1.008
15.215,1.010
15.245,1.009
15.275,1.009
15.305,1.013
15.335,1.009
15.365,1.007
15.395,1.008
15.425,1.009
15.455,1.007
15.485,1.008
15.515,1.006
15.545,1.007
15.575,1.012
15.605,1.014
15.635,1.005
15.665,1.005
15.695,1.009
15.725,1.012
15.755,1.006
15.785,1.008
15.815,1.009
15.845,1.009
15.875,1.011
15.905,1.008
15.935,1.007
15.965,1.007
15.995,1.010
16.025,1.013
16.055,1.010
16.085,1.006
16.115,1.007
16.145,1.012
16.175,1.007
16.205,1.005
16.235,0.999
16.265,1.011
16.295,1.009
16.325,1.005
16.355,1.001
16.385,1.006
16.415,1.007
16.445,1.015
16.475,1.013
16.505,1.004
16.535,1.010
16.565,1.009
16.595,1.008
16.625,1.006
16.655,1.004
16.685,1.004
16.715,1.012
16.745,1.007
16.775,1.006
16.805,1.005
16.835,1.006
16.865,1.007
16.895,1.008
16.925,1.006
16.955,1.008
16.985,1.007
17.015,1.009
17.045,1.011
17.075,1.006
17.105,1.009
17.135,1.007
17.165,1.006
17.195,1.009
17.225,1.011
17.255,1.013
17.285,1.008
17.315,1.010
17.345,1.001
17.375,1.007
17.405,1.010
17.435,1.010
17.465,1.007
17.495,1.011
17.525,1.007
17.555,1.007
17.585,1.008
17.615,1.006
17.645,1.007
17.675,1.006
17.705,1.008
17.735,1.005
17.765,1.009
17.795,1.009
17.825,1.009
17.855,1.013
17.885,1.009
17.915,1.003
17.945,1.011
17.975,1.008
18.005,1.001
18.035,1.008
18.065,1.008
18.095,1.014
18.125,1.010
18.155,1.009
18.185,1.007
18.215,1.007
18.245,1.013
18.275,1.007
18.305,1.006
18.335,1.008
18.365,1.009
18.395,1.011
18.425,1.011
18.455,1.007
18.485,1.007
18.515,1.010
18.545,1.007
18.575,1.009
18.605,1.007
18.635,1.007
18.665,1.011
18.695,1.007
18.725,1.008
18.755,1.006
18.785,1.009
18.815,1.010
18.845,1.008
18.875,1.004
18.905,1.007
18.935,1.008
18.965,1.008
18.995,1.008
19.025,1.007
19.055,1.010
19.085,1.012
19.115,1.010
19.145,1.008
19.175,1.006
19.205,1.008
19.235,1.008
19.265,1.005
19.295,1.008
19.325,1.008
19.355,1.011
19.385,1.011
19.415,1.010
19.445,1.010
19.475,1.013
19.505,1.008
19.535,1.002
19.565,1.006
19.595,1.011
19.625,1.009
19.655,1.015
19.685,1.005
19.715,1.004
19.745,1.004
19.775,1.009
19.805,1.015
19.835,1.012
19.865,1.007
19.895,1.000
19.925,1.007
19.955,1.010
19.985,1.008
20.015,1.008
20.045,1.008
20.075,1.009
20.105,1.010
20.135,1.009
20.165,1.006
20.195,1.008
20.225,1.006
20.255,1.009
20.285,1.012
20.315,1.007
20.345,1.005
20.375,1.012
20.405,1.010
20.435,1.005
20.465,1.007
20.495,1.009
20.525,1.006
20.555,1.007
20.585,1.009
20.615,1.011
20.645,1.009
20.675,1.015
20.705,1.006
20.735,1.008
20.765,1.011
20.795,1.008
20.825,1.008
20.855,1.003
20.885,1.003
20.915,1.010
20.945,1.011
20.975,1.008
21.005,1.004
21.035,1.007
21.065,1.008
21.095,1.007
21.125,1.007
21.155,1.007
21.185,1.010
21.215,1.009
21.245,1.011
21.275,1.008
21.305,1.008
21.335,1.011
21.365,1.014
21.395,1.009
21.425,1.007
21.455,1.009
21.485,1.009
21.515,1.011
21.545,1.011
21.575,1.008
21.605,1.007
21.635,1.009
21.665,1.013
21.695,1.007
21.725,1.003
21.755,1.005
21.785,1.009
21.815,1.009
21.845,1.009
21.875,1.010
21.905,1.007
21.935,1.008
21.965,1.010
21.995,1.010
22.025,1.007
22.055,1.009
22.085,1.010
22.115,1.004
22.145,1.009
22.175,1.009
22.205,1.007
22.235,1.013
22.265,1.011
22.295,1.009
22.325,1.007
22.355,1.010
22.385,1.013
22.415,1.009
22.445,1.006
22.475,1.007
22.505,1.002
22.535,1.008
22.565,1.013
22.595,1.009
22.625,1.007
22.655,1.006
22.685,1.008
22.715,1.010
22.745,1.010
22.775,1.005
22.805,1.009
22.835,1.008
22.865,1.009
22.895,1.007
22.925,1.008
22.955,1.008
22.985,1.008
23.015,1.012
23.045,1.011
23.075,1.009
23.105,1.006
23.135,1.006
23.165,1.009
23.195,1.012
23.225,1.007
23.255,1.006
23.285,1.006
23.315,1.012
23.345,1.007
23.375,1.007
23.405,1.009
23.435,1.003
23.465,1.012
23.495,1.013
23.525,1.009
23.555,1.007
23.585,1.007
23.615,1.006
23.645,1.010
23.675,1.007
23.705,1.006
23.735,1.008
23.765,1.007
23.795,1.005
23.825,1.008
23.855,1.009
23.885,1.011
23.915,1.009
23.945,1.013
23.975,1.008
24.005,1.009
24.035,1.011
24.065,1.011
24.095,1.011
24.125,1.005
24.155,1.008
24.185,1.009
24.215,1.009
24.245,1.007
24.275,1.005
24.305,1.007
24.335,1.008
24.365,1.010
24.395,1.004
24.425,1.008
24.455,1.011
24.485,1.010
24.515,1.012
24.545,1.010
24.575,1.008
24.605,1.010
24.635,1.008
24.665,1.011
24.695,1.011
24.725,1.009
24.755,1.011
24.785,1.012
24.815,1.011
24.845,1.009
24.875,1.007
24.905,1.010
24.935,1.008
24.965,1.006
24.995,1.009
25.025,1.009
25.055,1.013
25.085,1.012
25.115,1.010
25.145,1.000
25.175,1.006
25.205,1.011
25.235,1.014
25.265,1.010
25.295,1.004
25.325,1.008
25.355,1.012
25.385,1.009
25.415,1.011
25.445,1.009
25.475,1.008
25.505,1.011
25.535,1.006
25.565,1.006
25.595,1.007
25.625,1.012
25.655,1.011
25.685,1.011
25.715,1.011
25.745,1.009
25.775,1.012
25.805,1.010
25.835,1.004
25.865,1.007
25.895,1.010
25.925,1.011
25.955,1.011
25.985,1.011
26.015,1.004
26.045,1.010
26.075,1.012
26.105,1.010
26.135,1.008
26.165,1.006
26.195,1.007
26.225,1.010
26.255,1.009
26.285,1.004
26.315,1.006
26.345,1.006
26.375,1.009
26.405,1.011
26.435,1.012
26.465,1.013
26.495,1.011
26.525,1.010
26.555,1.009
26.585,1.010
26.615,1.015
26.645,1.009
26.675,1.000
26.705,1.000
26.735,1.007
26.765,1.008
26.795,1.017
26.825,1.016
26.855,1.008
26.885,1.012
26.915,1.016
26.945,1.011
26.975,1.009
27.005,1.007
27.035,1.009
27.065,1.012
27.095,1.006
27.125,1.005
27.155,1.004
27.185,1.010
27.215,1.011
27.245,1.009
27.275,1.011
27.305,1.012
27.335,1.008
27.365,1.008
27.395,1.016
27.425,1.010
27.455,1.010
27.485,1.009
27.515,1.008
27.545,1.007
27.575,1.008
27.605,1.012
27.635,1.010
27.665,1.006
27.695,1.011
27.725,1.003
27.755,1.010
27.785,1.011
27.815,1.012
27.845,1.011
27.875,1.009
27.905,1.006
27.935,1.006
27.965,1.011
27.995,1.012
28.025,1.012
28.055,1.007
28.085,1.011
28.115,1.010
28.145,1.012
28.175,1.014
28.205,1.007
28.235,1.013
28.265,1.008
28.295,1.010
28.325,1.008
28.355,1.011
28.385,1.006
28.415,1.008
28.445,1.013
28.475,1.011
28.505,1.010
28.535,1.010
28.565,1.004
28.595,1.005
28.625,1.012
28.655,1.009
28.685,1.010
28.715,1.007
28.745,1.007
28.775,1.007
28.805,1.008
28.835,1.011
28.865,1.011
28.895,1.011
28.925,1.008
28.955,1.008
28.985,1.007
29.015,1.009
29.045,1.010
29.075,1.010
29.105,1.010
29.135,1.010
29.165,1.012
29.195,1.012
29.225,1.011
29.255,1.007
29.285,1.008
29.315,1.010
29.345,1.013
29.375,1.013
29.405,1.004
29.435,1.005
29.465,1.009
29.495,1.009
29.525,1.010
29.555,1.009
29.585,1.009
29.615,1.010
29.645,1.008
29.675,1.004
29.705,1.007
29.735,1.008
29.765,1.006
29.795,1.007
29.825,1.012
29.855,1.010
29.885,1.009
29.915,1.008
29.945,1.004
29.975,1.008
30.005,1.007
30.035,1.011
30.065,1.010
30.095,1.007
30.125,1.005
30.155,1.009
30.185,1.009
30.215,1.009
30.245,1.009
30.275,1.005
30.305,1.006
30.335,1.008
30.365,1.013
30.395,1.011
30.425,1.009
30.455,1.007
30.485,1.010
30.515,1.010
30.545,1.010
30.575,1.011
30.605,1.010
30.635,1.008
30.665,1.009
30.695,1.007
30.725,1.009
30.755,1.012
30.785,1.006
30.815,1.008
30.845,1.013
30.875,1.010
30.905,1.017
30.935,1.007
30.965,1.002
30.995,1.007
31.025,1.011
31.055,1.013
31.085,1.008
31.115,1.003
31.145,1.003
31.175,1.010
31.205,1.013
31.235,1.010
31.265,1.012
31.295,1.012
31.325,1.008
31.355,1.009
31.385,1.011
31.415,1.009
31.445,1.009
31.475,1.009
31.505,1.006
31.535,1.006
31.565,1.007
31.595,1.010
31.625,1.007
31.655,1.005
31.685,1.010
31.715,1.010
31.745,1.008
31.775,1.014
31.805,1.003
31.835,1.007
31.865,1.008
31.895,1.010
31.925,1.011
31.955,1.011
31.985,1.005
32.015,1.002
32.045,1.008
32.075,1.011
32.105,1.009
32.135,1.007
32.165,1.009
32.195,1.008
32.225,1.011
32.255,1.006
32.285,1.010
32.315,1.011
32.345,1.011
32.375,1.007
32.405,1.009
32.435,1.002
32.465,1.011
32.495,1.011
32.525,1.007
32.555,1.009
32.585,1.007
32.615,1.006
32.645,1.008
32.675,1.010
32.705,1.014
32.735,1.011
32.765,1.012
32.795,1.006
32.825,1.007
32.855,1.010
32.885,1.014
32.915,1.008
32.945,1.004
32.975,1.009
33.005,1.011
33.035,1.010
33.065,1.007
33.095,1.006
33.125,1.005
33.155,1.009
33.185,1.010
33.215,1.011
33.245,1.009
33.275,1.008
33.305,1.010
33.335,1.011
33.365,1.009
33.395,1.012
33.425,1.013
33.455,1.010
33.485,1.006
33.515,1.009
33.545,1.011
33.575,1.012
33.605,1.009
33.635,1.005
33.665,1.005
33.695,1.011
33.725,1.010
33.755,1.009
33.785,1.009
33.815,1.009
33.845,1.009
33.875,1.013
33.905,1.011
33.935,1.008
33.965,1.010
33.995,1.009
34.025,1.005
34.055,1.009
34.085,1.009
34.115,1.009
34.145,1.007
34.175,1.008
34.205,1.008
34.235,1.011
34.265,1.012
34.295,1.011
34.325,1.007
34.355,1.008
34.385,1.006
34.415,1.012
34.445,1.008
34.475,1.011
34.505,1.008
34.535,1.009
34.565,1.012
34.595,1.010
34.625,1.005
34.655,1.006
34.685,1.006
34.715,1.011
34.745,1.011
34.775,1.006
34.805,1.010
34.835,1.010
34.865,1.013
34.895,1.010
34.925,1.006
34.955,1.009
34.985,1.007
35.015,1.011
35.045,1.010
35.075,1.009
35.105,1.009
35.135,1.012
35.165,1.013
35.195,1.008
35.225,1.010
35.255,1.013
35.285,1.011
35.315,1.012
35.345,1.009
35.375,1.002
35.405,1.010
35.435,1.014
35.465,1.013
35.495,1.012
35.525,1.009
35.555,1.011
35.585,1.013
35.615,1.011
35.645,1.006
35.675,1.006
35.705,1.007
35.735,1.007
35.765,1.005
35.795,1.010
35.825,1.010
35.855,1.006
35.885,1.010
35.915,1.011
35.945,1.013
35.975,1.014
36.005,1.009
36.035,1.003
36.065,1.007
36.095,1.008
36.125,1.012
36.155,1.010
36.185,1.008
36.215,1.005
36.245,1.010
36.275,1.017
36.305,1.012
36.335,1.012
36.365,1.010
36.395,1.010
36.425,1.011
36.455,1.012
36.485,1.013
36.515,1.007
36.545,1.006
36.575,1.010
36.605,1.009
36.635,1.011
36.665,1.010
36.695,1.011
36.725,1.009
36.755,1.014
36.785,1.012
36.815,1.012
36.845,1.015
36.875,1.009
36.905,1.006
36.935,1.012
36.965,1.013
36.995,1.010
37.025,1.009
37.055,1.012
37.085,1.006
37.115,1.012
37.145,1.011
37.175,1.009
37.205,1.010
37.235,1.010
37.265,1.005
37.295,1.008
37.325,1.009
37.355,1.006
37.385,1.009
37.415,1.010
37.445,1.009
37.475,1.013
37.505,1.014
37.535,1.010
37.565,1.013
37.595,1.010
37.625,1.008
37.655,1.009
37.685,1.005
37.715,1.009
37.745,1.005
37.775,1.011
37.805,1.015
37.835,1.013
37.865,1.014
37.895,1.010
37.925,1.009
37.955,1.015
37.985,1.015
38.015,1.009
38.045,1.004
38.075,1.011
38.105,1.013
38.135,1.014
38.165,1.009
38.195,1.001
38.225,1.006
38.255,1.017
38.285,1.013
38.315,1.013
38.345,1.013
38.375,1.010
38.405,1.013
38.435,1.007
38.465,1.013
38.495,1.011
38.525,1.008
38.555,1.011
38.585,1.010
38.615,1.010
38.645,1.012
38.675,1.012
38.705,1.010
38.735,1.011
38.765,1.007
38.795,1.004
38.825,1.010
38.855,1.011
38.885,1.011
38.915,1.008
38.945,1.007
38.975,1.010
39.005,1.012
39.035,1.009
39.065,1.008
39.095,1.006
39.125,1.008
39.155,1.010
39.185,1.009
39.215,1.007
39.245,1.009
39.275,1.008
39.305,1.013
39.335,1.010
39.365,1.004
39.395,1.009
39.425,1.013
39.455,1.013
39.485,1.006
39.515,1.010
39.545,1.010
39.575,1.014
39.605,1.010
39.635,1.008
39.665,1.007
39.695,1.009
39.725,1.014
39.755,1.013
39.785,1.010
39.815,1.009
39.845,1.011
39.875,1.012
39.905,1.008
39.935,1.006
39.965,1.008
39.995,1.010
40.025,1.011
40.055,1.011
40.085,1.010
40.115,1.010
40.145,1.010
40.175,1.008
40.205,1.011
40.235,1.012
40.265,1.004
40.295,1.017
40.325,1.014
40.355,1.009
40.385,1.006
40.415,1.008
40.445,1.011
40.475,1.011
40.505,1.010
40.535,1.009
40.565,1.007
40.595,1.012
40.625,1.010
40.655,1.008
40.685,1.007
40.715,1.011
40.745,1.012
40.775,1.012
40.805,1.010
40.835,1.011
40.865,1.007
40.895,1.011
40.925,1.013
40.955,1.010
40.985,1.010
41.015,1.009
41.045,1.011
41.075,1.010
41.105,1.007
41.135,1.007
41.165,1.007
41.195,1.010
41.225,1.015
41.255,1.008
41.285,1.004
41.315,1.011
41.345,1.014
41.375,1.014
41.405,1.011
41.435,1.007
41.465,1.003
41.495,1.007
41.525,1.013
41.555,1.013
41.585,1.007
41.615,1.006
41.645,1.012
41.675,1.013
41.705,1.014
41.735,1.009
41.765,1.013
41.795,1.011
41.825,1.011
41.855,1.009
41.885,1.010
41.915,1.008
41.945,1.010
41.975,1.008
42.005,1.011
42.035,1.013
42.065,1.014
42.095,1.009
42.125,1.004
42.155,1.009
42.185,1.011
42.215,1.013
42.245,1.009
42.275,1.010
42.305,1.007
42.335,1.011
42.365,1.011
42.395,1.010
42.425,1.009
42.455,1.009
42.485,1.009
42.515,1.011
42.545,1.009
42.575,1.013
42.605,1.010
42.635,1.007
42.665,1.008
42.695,1.009
42.725,1.014
42.755,1.011
42.785,1.007
42.815,1.013
42.845,1.011
42.875,1.013
42.905,1.010
42.935,1.008
42.965,1.004
42.995,1.007
43.025,1.012
43.055,1.008
43.085,1.013
43.115,1.011
43.145,1.005
43.175,1.009
43.205,1.014
43.235,1.008
43.265,1.006
43.295,1.010
43.325,1.008
43.355,1.006
43.385,1.010
43.415,1.008
43.445,1.011
43.475,1.009
43.505,1.011
43.535,1.010
43.565,1.013
43.595,1.013
43.625,1.014
43.655,1.011
43.685,1.013
43.715,1.012
43.745,1.004
43.775,1.014
43.805,1.009
43.835,1.004
43.865,1.010
43.895,1.013
43.925,1.009
43.955,1.009
43.985,1.012
44.015,1.006
44.045,1.007
44.075,1.011
44.105,1.010
44.135,1.004
44.165,1.009
44.195,1.007
44.225,1.011
44.255,1.008
44.285,1.008
44.315,1.008
44.345,1.008
44.375,1.008
44.405,1.010
44.435,1.012
44.465,1.013
44.495,1.012
44.525,1.010
44.555,1.013
44.585,1.010
44.615,1.007
44.645,1.008
44.675,1.008
44.705,1.008
44.735,1.009
44.765,1.012
44.795,1.007
44.825,1.006
44.855,1.011
44.885,1.008
44.915,1.006
44.945,1.010
44.975,1.012
45.005,1.009
45.035,1.008
45.065,1.010
45.095,1.008
45.125,1.015
45.155,1.011
45.185,1.011
45.215,1.010
45.245,1.011
45.275,1.013
45.305,1.010
45.335,1.011
45.365,1.008
45.395,1.013
45.425,1.013
45.455,1.010
45.485,1.012
45.515,1.009
45.545,1.014
45.575,1.014
45.605,1.011
45.635,1.005
45.665,1.007
45.695,1.006
45.725,1.013
45.755,1.011
45.785,1.012
45.815,1.007
45.845,1.009
45.875,1.013
45.905,1.007
45.935,1.009
45.965,1.010
45.995,1.009
46.025,1.010
46.055,1.014
46.085,1.008
46.115,1.008
46.145,1.010
46.175,1.013
46.205,1.011
46.235,1.009
46.265,1.011
46.295,1.009
46.325,1.010
46.355,1.008
46.385,1.013
46.415,1.011
46.445,1.007
46.475,1.013
46.505,1.007
46.535,1.009
46.565,1.010
46.595,1.013
46.625,1.011
46.655,1.012
46.685,1.011
46.715,1.002
46.745,1.003
46.775,1.013
46.805,1.013
46.835,1.010
46.865,1.009
46.895,1.007
46.925,1.013
46.955,1.012
46.985,1.010
47.015,1.008
47.045,1.011
47.075,1.015
47.105,1.009
47.135,1.010
47.165,1.005
47.195,1.013
47.225,1.013
47.255,1.012
47.285,1.010
47.315,1.009
47.345,1.011
47.375,1.013
47.405,1.010
47.435,1.004
47.465,1.009
47.495,1.013
47.525,1.009
47.555,1.015
47.585,1.012
47.615,1.005
47.645,1.007
47.675,1.015
47.705,1.013
47.735,1.010
47.765,1.012
47.795,1.005
47.825,1.014
47.855,1.011
47.885,1.009
47.915,1.013
47.945,1.013
47.975,1.009
48.005,1.013
48.035,1.010
48.065,1.003
48.095,1.006
48.125,1.010
48.155,1.007
48.185,1.007
48.215,1.008
48.245,1.009
48.275,1.009
48.305,1.012
48.335,1.007
48.365,1.004
48.395,1.009
48.425,1.010
48.455,1.008
48.485,1.011
48.515,1.012
48.545,1.001
48.575,1.011
48.605,1.013
48.635,1.010
48.665,1.006
48.695,1.009
48.725,1.007
48.755,1.010
48.785,1.010
48.815,1.009
48.845,1.011
48.875,1.006
48.905,1.006
48.935,1.009
48.965,1.015
48.995,1.009
49.025,1.006
49.055,1.006
49.085,1.009
49.115,1.006
49.145,1.012
49.175,1.006
49.205,1.006
49.235,1.006
49.265,1.010
49.295,1.007
49.325,1.010
49.355,1.007
49.385,1.007
49.415,1.007
49.445,1.009
49.475,1.014
49.505,1.010
49.535,1.009
49.565,1.010
49.595,1.006
49.625,1.005
49.655,1.007
49.685,1.009
49.715,1.009
49.745,1.008
49.775,1.009
49.805,1.009
49.835,1.010
49.865,1.010
49.895,1.011
49.925,1.010
49.955,1.007
49.985,1.007
50.015,1.006
50.045,1.008
50.075,1.009
50.105,1.005
50.135,1.004
50.165,1.010
50.195,1.010
50.225,1.010
50.255,1.009
50.285,1.009
50.315,1.006
50.345,1.010
50.375,1.010
50.405,1.010
50.435,1.008
50.465,1.008
50.495,1.009
50.525,1.009
50.555,1.009
50.585,1.007
50.615,1.011
50.645,1.007
50.675,1.009
50.705,1.010
50.735,1.009
50.765,1.007
50.795,1.010
50.825,1.010
50.855,1.012
50.885,1.009
50.915,1.010
50.945,1.008
50.975,1.011
51.005,1.014
51.035,1.009
51.065,1.005
51.095,1.012
51.125,1.009
51.155,1.012
51.185,1.011
51.215,1.006
51.245,1.002
51.275,1.010
51.305,1.014
51.335,1.007
51.365,1.009
51.395,1.008
51.425,1.012
51.455,1.011
51.485,1.009
51.515,1.006
51.545,1.007
51.575,1.008
51.605,1.007
51.635,1.006
51.665,1.003
51.695,1.009
51.725,1.011
51.755,1.012
51.785,1.008
51.815,1.007
51.845,1.007
51.875,1.010
51.905,1.011
51.935,1.008
51.965,1.007
51.995,1.006
52.025,1.010
52.055,1.011
52.085,1.008
52.115,1.006
52.145,1.005
52.175,1.008
52.205,1.016
52.235,1.010
52.265,1.008
52.295,1.007
52.325,1.009
52.355,1.008
52.385,1.007
52.415,1.004
52.445,1.007
52.475,1.012
52.505,1.011
52.535,1.008
52.565,1.007
52.595,1.010
52.625,1.008
52.655,1.009
52.685,1.008
52.715,1.010
52.745,1.011
52.775,1.008
52.805,1.005
52.835,1.010
52.865,1.009
52.895,1.014
52.925,1.009
52.955,1.013
52.985,1.007
53.015,1.007
53.045,1.012
53.075,1.008
53.105,1.006
53.135,1.010
53.165,1.009
53.195,1.009
53.225,1.008
53.255,1.007
53.285,1.010
53.315,1.009
53.345,1.009
53.375,1.006
53.405,1.009
53.435,1.009
53.465,1.011
53.495,1.012
53.525,1.009
53.555,1.010
53.585,1.007
53.615,1.009
53.645,1.010
53.675,1.005
53.705,1.005
53.735,1.006
53.765,1.009
53.795,1.013
53.825,1.010
53.855,1.008
53.885,1.008
53.915,1.008
53.945,1.009
53.975,1.007
54.005,1.008
54.035,1.008
54.065,1.008
54.095,1.014
54.125,1.011
54.155,1.006
54.185,1.009
54.215,1.009
54.245,1.011
54.275,1.010
54.305,1.007
54.335,1.012
54.365,1.011
54.395,1.008
54.425,1.011
54.455,1.007
54.485,1.008
54.515,1.011
54.545,1.011
54.575,1.011
54.605,1.005
54.635,1.007
54.665,1.011
54.695,1.011
54.725,1.012
54.755,1.008
54.785,1.008
54.815,1.006
54.845,1.012
54.875,1.011
54.905,1.006
54.935,1.008
54.965,1.006
54.995,1.010
55.025,1.011
55.055,1.011
55.085,1.007
55.115,1.011
55.145,1.009
55.175,1.007
55.205,1.008
55.235,1.008
55.265,1.011
55.295,1.009
55.325,1.006
55.355,1.004
55.385,1.010
55.415,1.008
55.445,1.009
55.475,1.006
55.505,1.009
55.535,1.012
55.565,1.012
55.595,1.010
55.625,1.008
55.655,1.008
55.685,1.005
55.715,1.006
55.745,1.011
55.775,1.006
55.805,1.007
55.835,1.009
55.865,1.013
55.895,1.015
55.925,1.011
55.955,1.010
55.985,1.011
56.015,1.005
56.045,1.006
56.075,1.010
56.105,1.009
56.135,1.011
56.165,1.009
56.195,1.008
56.225,1.006
56.255,1.015
56.285,1.014
56.315,1.010
56.345,1.007
56.375,1.007
56.405,1.011
56.435,1.009
56.465,1.004
56.495,1.004
56.525,1.009
56.555,1.011
56.585,1.016
56.615,1.009
56.645,1.006
56.675,1.010
56.705,1.011
56.735,1.010
56.765,1.008
56.795,1.006
56.825,1.004
56.855,1.004
56.885,1.010
56.915,1.008
56.945,1.009
56.975,1.012
57.005,1.009
57.035,1.005
57.065,1.006
57.095,1.008
57.125,1.011
