df_hash,22ZHK4.FHJ395
310.180,0.440
310.863,0.440
311.743,0.440
312.767,0.440
313.356,0.440
314.181,0.440
315.009,0.440
315.984,0.440
316.867,0.440
317.547,0.440
318.373,0.440
319.247,0.440
320.077,0.440
320.811,0.440
321.546,0.440
322.517,0.440
323.398,0.440
323.934,0.440
324.857,0.430
325.494,0.440
326.421,0.440
327.148,0.440
328.065,0.440
328.904,0.440
329.634,0.440
330.463,0.440
331.438,0.440
332.118,0.440
332.951,0.440
334.709,0.450
336.655,0.450
337.340,0.450
338.081,0.450
338.897,0.460
339.632,0.460
340.701,0.460
341.298,0.460
342.115,0.460
342.943,0.460
344.013,0.460
344.698,0.460
345.481,0.460
346.315,0.460
347.138,0.470
348.066,0.470
348.842,0.470
349.866,0.470
350.597,0.470
351.284,0.470
352.008,0.470
352.843,0.470
353.767,0.460
354.509,0.460
355.277,0.460
356.006,0.460
357.245,0.470
357.712,0.470
358.641,0.470
359.473,0.470
360.052,0.470
360.883,0.470
361.819,0.470
362.638,0.480
363.519,0.480
364.299,0.490
365.122,0.490
366.002,0.490
366.739,0.490
367.537,0.490
368.493,0.500
369.120,0.500
370.049,0.500
370.738,0.500
371.608,0.500
372.535,0.500
373.364,0.500
374.160,0.500
374.924,0.500
375.606,0.500
376.679,0.500
377.422,0.500
378.153,0.500
379.657,0.500
380.581,0.500
381.310,0.490
382.187,0.490
382.968,0.490
383.696,0.480
384.773,0.480
385.313,0.480
386.039,0.470
386.864,0.470
387.745,0.470
388.631,0.460
389.259,0.450
390.083,0.450
391.015,0.450
391.745,0.450
392.528,0.450
393.400,0.450
394.332,0.450
395.054,0.450
395.789,0.460
396.663,0.460
397.545,0.460
398.276,0.470
399.107,0.480
399.932,0.490
400.616,0.490
401.492,0.490
402.282,0.490
403.150,0.490
404.084,0.500
404.911,0.500
405.639,0.500
406.416,0.510
407.117,0.510
408.071,0.510
408.912,0.510
409.784,0.510
410.512,0.510
411.535,0.510
412.069,0.510
413.046,0.510
413.726,0.510
414.509,0.510
415.091,0.510
415.970,0.510
416.751,0.510
417.780,0.510
418.406,0.510
419.285,0.500
420.097,0.500
421.088,0.490
421.675,0.490
422.484,0.490
423.478,0.480
423.922,0.480
426.404,0.480
427.281,0.470
428.110,0.470
429.091,0.470
429.914,0.470
430.746,0.470
431.520,0.480
432.401,0.480
433.133,0.480
433.957,0.490
434.693,0.490
435.524,0.500
436.592,0.500
439.521,0.500
440.302,0.500
441.127,0.500
442.699,0.500
443.415,0.500
444.301,0.500
445.035,0.500
445.809,0.500
446.928,0.500
450.877,0.480
451.475,0.480
452.290,0.480
453.069,0.480
453.850,0.480
454.538,0.480
455.372,0.480
456.218,0.480
457.065,0.480
457.900,0.480
458.586,0.480
459.554,0.480
460.091,0.490
460.978,0.490
461.894,0.490
462.477,0.490
464.868,0.490
466.425,0.490
467.254,0.490
468.083,0.490
468.720,0.490
469.594,0.490
470.425,0.490
471.210,0.490
471.937,0.490
472.866,0.490
473.546,0.490
474.374,0.490
475.154,0.490
475.923,0.490
476.765,0.500
477.492,0.500
478.424,0.500
479.200,0.500
480.026,0.510
480.908,0.510
481.599,0.520
482.467,0.540
483.295,0.550
484.222,0.550
485.002,0.550
485.684,0.550
486.515,0.550
487.585,0.550
488.300,0.550
489.002,0.550
489.828,0.550
490.669,0.550
493.728,0.550
495.288,0.550
496.166,0.550
496.803,0.540
497.627,0.530
498.603,0.530
499.237,0.530
513.079,0.520
513.826,0.520
518.302,0.520
