df_hash,22ZHK4.FHJ395
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JXQ5
person_label,V16
date_time_start,2025-05-23_09-42-38.064000_+03
date_time_start_unix,1747982558.064
date_time_end,2025-05-23_09-51-23.087000_+03
length_difference_noticed,no

time,perfusion_ir
28.111,0.480
28.847,0.480
29.577,0.480
30.360,0.470
31.262,0.470
32.157,0.470
32.940,0.470
33.771,0.470
34.648,0.470
35.423,0.470
36.349,0.470
37.129,0.470
37.889,0.470
38.933,0.470
39.961,0.470
40.566,0.470
41.765,0.470
42.361,0.470
43.178,0.470
44.052,0.470
45.033,0.470
45.863,0.470
46.931,0.470
47.711,0.480
48.540,0.480
49.517,0.490
50.292,0.490
51.122,0.490
52.099,0.490
53.025,0.490
53.854,0.490
54.975,0.490
55.661,0.490
56.438,0.500
57.269,0.500
58.095,0.490
59.025,0.490
59.850,0.490
60.633,0.490
61.408,0.490
62.382,0.490
63.167,0.490
63.898,0.500
64.777,0.500
65.700,0.500
66.626,0.500
67.485,0.500
68.235,0.500
69.064,0.500
70.086,0.500
70.819,0.500
71.551,0.500
72.232,0.500
73.205,0.500
74.768,0.490
75.596,0.490
76.669,0.490
79.059,0.500
79.984,0.490
80.715,0.490
81.544,0.490
82.470,0.490
83.250,0.480
84.177,0.480
85.786,0.480
86.708,0.480
87.586,0.480
88.373,0.480
89.200,0.480
90.174,0.480
91.001,0.480
92.022,0.490
92.644,0.490
95.198,0.490
96.021,0.490
96.849,0.490
97.778,0.490
98.476,0.490
99.484,0.490
100.316,0.490
102.853,0.490
103.725,0.490
104.505,0.500
105.435,0.500
106.215,0.500
106.845,0.500
107.821,0.500
108.649,0.490
109.382,0.490
110.453,0.490
111.184,0.490
112.111,0.490
112.887,0.490
113.771,0.490
114.499,0.490
115.718,0.500
116.251,0.500
117.037,0.500
117.865,0.510
118.651,0.510
119.618,0.510
120.395,0.510
121.179,0.510
122.007,0.510
122.933,0.510
123.671,0.520
124.737,0.520
125.468,0.520
126.343,0.520
127.172,0.520
128.103,0.530
128.682,0.520
129.612,0.520
130.440,0.520
131.077,0.520
131.951,0.510
132.729,0.510
133.561,0.510
134.440,0.510
135.559,0.510
136.093,0.500
136.778,0.500
137.607,0.490
138.435,0.500
139.365,0.500
140.139,0.490
141.166,0.490
141.702,0.480
142.482,0.480
143.262,0.470
144.091,0.470
144.804,0.470
145.649,0.470
146.479,0.460
147.403,0.460
148.134,0.460
148.966,0.460
149.795,0.460
150.525,0.460
151.354,0.460
152.180,0.460
153.112,0.470
153.659,0.470
154.523,0.470
155.350,0.480
156.192,0.480
157.109,0.480
157.887,0.480
158.764,0.480
159.545,0.490
160.373,0.490
161.394,0.490
162.213,0.490
163.103,0.490
164.126,0.490
164.712,0.490
165.497,0.490
166.321,0.480
167.392,0.480
168.129,0.480
169.100,0.480
169.931,0.480
170.659,0.480
171.537,0.480
172.412,0.480
173.146,0.480
173.929,0.490
174.759,0.490
175.730,0.500
176.466,0.490
177.390,0.490
178.167,0.500
178.996,0.500
180.115,0.500
180.900,0.500
181.775,0.500
182.506,0.500
183.432,0.510
184.112,0.510
184.943,0.520
185.824,0.520
186.647,0.520
187.332,0.520
188.207,0.520
189.087,0.530
189.867,0.530
190.890,0.540
191.577,0.540
192.360,0.530
193.232,0.540
194.009,0.540
194.840,0.530
195.670,0.530
196.745,0.530
197.327,0.530
198.103,0.520
198.935,0.520
200.795,0.520
201.335,0.520
202.198,0.520
203.035,0.520
204.002,0.520
204.690,0.520
205.517,0.520
206.346,0.510
207.284,0.510
208.055,0.500
208.980,0.500
209.757,0.490
210.635,0.490
211.367,0.480
212.048,0.470
212.877,0.470
213.706,0.470
214.587,0.460
215.466,0.460
216.095,0.470
216.878,0.460
217.996,0.460
218.825,0.460
219.556,0.460
220.677,0.470
221.217,0.470
222.046,0.470
222.972,0.470
223.760,0.480
224.575,0.480
225.455,0.480
226.482,0.480
227.110,0.480
227.990,0.480
228.770,0.480
229.554,0.480
230.376,0.490
231.289,0.490
232.085,0.490
232.916,0.490
233.788,0.490
234.568,0.490
235.446,0.490
236.326,0.500
237.073,0.490
237.935,0.500
238.858,0.500
239.638,0.500
240.519,0.500
241.445,0.500
242.085,0.500
243.200,0.500
243.736,0.500
244.516,0.510
245.303,0.510
246.126,0.510
246.955,0.510
247.788,0.510
248.663,0.510
249.538,0.510
250.415,0.510
250.965,0.510
251.829,0.510
252.658,0.510
253.584,0.510
254.461,0.510
255.154,0.510
262.502,0.510
263.575,0.510
264.174,0.510
268.109,0.510
269.574,0.510
270.406,0.510
273.523,0.500
274.303,0.500
275.133,0.500
276.007,0.490
276.842,0.480
277.864,0.480
278.642,0.480
279.614,0.470
280.346,0.470
281.129,0.460
281.908,0.450
282.640,0.450
283.465,0.450
284.199,0.440
285.123,0.440
285.970,0.440
287.511,0.440
288.354,0.440
289.224,0.440
289.997,0.440
291.073,0.440
291.856,0.450
292.675,0.450
293.608,0.450
294.437,0.450
295.177,0.450
295.997,0.450
296.923,0.450
297.800,0.450
298.486,0.450
299.322,0.450
300.141,0.450
301.021,0.450
301.893,0.450
302.822,0.450
303.501,0.450
304.330,0.450
305.311,0.450
306.137,0.440
306.917,0.450
307.648,0.440
308.526,0.440
309.325,0.440
