df_hash,22ZHK4.FHJ395
310.867,0.510
311.747,0.510
312.771,0.510
313.450,0.508
314.185,0.504
315.013,0.504
315.987,0.502
316.876,0.501
317.551,0.501
318.376,0.501
319.254,0.499
320.081,0.498
320.814,0.498
321.550,0.498
322.522,0.498
323.402,0.498
323.979,0.498
324.860,0.500
325.509,0.498
326.425,0.498
327.151,0.497
328.072,0.497
328.908,0.497
329.638,0.497
330.467,0.497
331.442,0.496
332.122,0.496
332.956,0.496
334.714,0.496
336.658,0.498
337.346,0.496
338.088,0.496
338.903,0.496
339.635,0.496
340.704,0.495
341.304,0.494
342.120,0.493
342.949,0.492
344.019,0.492
344.704,0.493
345.528,0.492
346.321,0.492
347.144,0.491
348.070,0.490
348.846,0.490
349.871,0.490
350.603,0.489
351.290,0.489
352.015,0.489
352.846,0.489
353.777,0.488
354.606,0.488
355.284,0.488
356.010,0.485
357.249,0.481
357.761,0.480
358.646,0.480
359.504,0.480
360.056,0.480
360.887,0.480
361.834,0.481
362.642,0.482
363.523,0.484
364.303,0.487
365.126,0.488
366.008,0.488
366.745,0.488
367.562,0.487
368.500,0.486
369.128,0.483
370.053,0.483
370.780,0.483
371.611,0.483
372.538,0.483
373.367,0.486
374.485,0.487
374.928,0.486
375.610,0.487
376.684,0.489
377.427,0.490
378.157,0.488
379.661,0.487
380.588,0.484
381.407,0.482
382.198,0.482
382.975,0.481
383.700,0.481
384.780,0.481
385.318,0.481
386.043,0.480
386.868,0.480
387.751,0.480
388.656,0.480
389.263,0.481
390.087,0.480
391.018,0.478
391.749,0.476
392.812,0.476
393.404,0.476
394.364,0.476
395.059,0.476
395.793,0.474
396.667,0.474
397.579,0.474
398.372,0.474
399.110,0.476
399.936,0.474
400.620,0.476
401.496,0.478
402.321,0.480
403.153,0.480
404.088,0.481
404.917,0.482
405.645,0.485
406.422,0.488
407.145,0.491
408.078,0.494
408.921,0.495
409.788,0.497
410.517,0.499
411.539,0.499
412.072,0.499
413.050,0.499
413.731,0.500
414.516,0.499
415.097,0.499
415.976,0.499
416.757,0.499
417.817,0.499
418.409,0.500
419.289,0.500
420.127,0.501
421.091,0.500
421.679,0.500
422.489,0.499
423.483,0.499
423.932,0.500
426.408,0.499
427.285,0.498
428.118,0.498
429.138,0.497
429.920,0.497
430.749,0.497
431.524,0.497
432.408,0.498
433.136,0.498
433.961,0.498
434.702,0.498
435.527,0.497
436.596,0.495
439.528,0.494
440.317,0.493
441.133,0.493
442.730,0.491
443.421,0.491
444.345,0.489
445.122,0.488
445.816,0.485
446.932,0.481
450.880,0.480
451.482,0.480
452.305,0.480
453.076,0.480
453.854,0.480
454.544,0.480
455.605,0.480
456.222,0.480
457.069,0.480
457.903,0.480
458.614,0.483
459.558,0.484
460.094,0.485
461.006,0.485
461.901,0.485
462.490,0.486
464.872,0.486
466.431,0.485
467.257,0.486
468.087,0.488
468.725,0.488
469.599,0.489
470.429,0.489
471.400,0.489
471.983,0.488
472.875,0.488
473.549,0.488
474.378,0.488
475.158,0.488
475.932,0.489
476.809,0.488
477.506,0.489
478.429,0.489
479.214,0.490
480.030,0.490
480.913,0.491
481.735,0.493
482.470,0.494
483.299,0.494
484.226,0.495
485.006,0.495
485.688,0.496
486.519,0.497
487.589,0.497
488.334,0.498
489.016,0.498
489.831,0.498
490.692,0.498
493.734,0.499
495.292,0.499
496.170,0.499
496.806,0.499
497.635,0.500
498.607,0.500
499.243,0.500
513.084,0.500
513.830,0.500
518.306,0.502
