df_hash,22ZHK4.FHJ395
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JXQ5
person_label,V16
date_time_start,2025-05-23_09-42-38.064000_+03
date_time_start_unix,1747982558.064
date_time_end,2025-05-23_09-51-23.087000_+03
length_difference_noticed,no

time,omega
28.114,0.486
28.851,0.481
29.674,0.486
30.454,0.481
31.290,0.480
32.160,0.479
32.950,0.480
33.776,0.481
34.653,0.486
35.426,0.490
36.353,0.491
37.133,0.492
37.910,0.491
38.939,0.492
39.972,0.494
40.589,0.494
41.768,0.494
42.446,0.494
43.180,0.494
44.056,0.494
45.037,0.494
45.866,0.494
46.934,0.492
47.714,0.492
48.733,0.492
49.520,0.494
50.295,0.492
51.129,0.492
52.102,0.492
53.028,0.489
53.857,0.489
54.984,0.489
55.664,0.492
56.441,0.492
57.273,0.492
58.099,0.492
59.032,0.492
59.854,0.489
60.636,0.492
61.411,0.493
62.385,0.493
63.171,0.496
64.040,0.497
64.782,0.498
65.703,0.500
66.631,0.502
67.501,0.503
68.238,0.504
69.112,0.505
70.089,0.505
70.822,0.505
71.554,0.505
72.235,0.504
73.210,0.503
74.771,0.502
75.599,0.502
76.673,0.500
79.155,0.502
79.988,0.502
80.719,0.502
81.788,0.503
82.474,0.503
83.254,0.504
84.182,0.504
85.789,0.504
86.712,0.502
87.590,0.500
88.391,0.500
89.207,0.500
90.177,0.500
91.005,0.500
92.026,0.503
92.657,0.503
95.201,0.503
96.024,0.505
96.852,0.505
97.782,0.505
98.479,0.505
99.491,0.510
100.321,0.514
102.885,0.516
103.731,0.516
104.510,0.514
105.438,0.508
106.407,0.503
106.851,0.503
107.829,0.504
108.652,0.503
109.389,0.500
110.456,0.498
111.187,0.497
112.206,0.496
112.890,0.496
113.774,0.496
114.503,0.496
115.722,0.496
116.255,0.496
117.041,0.496
117.870,0.496
118.835,0.495
119.624,0.495
120.401,0.495
121.182,0.495
122.247,0.495
122.937,0.495
123.710,0.495
124.742,0.495
125.472,0.495
126.347,0.495
127.175,0.495
128.106,0.496
128.687,0.496
129.615,0.496
130.446,0.496
131.080,0.495
131.955,0.494
132.733,0.494
133.565,0.491
134.445,0.487
135.565,0.491
136.098,0.491
136.782,0.491
137.611,0.490
138.439,0.493
139.368,0.493
140.146,0.495
141.169,0.494
141.716,0.494
142.494,0.492
143.266,0.489
144.137,0.489
144.820,0.492
145.658,0.492
146.483,0.492
147.410,0.493
148.138,0.494
148.969,0.496
149.799,0.496
150.528,0.498
151.357,0.498
152.184,0.499
153.119,0.499
153.663,0.499
154.527,0.498
155.356,0.498
156.195,0.495
157.112,0.495
157.890,0.492
158.769,0.492
159.642,0.495
160.378,0.492
161.397,0.489
162.248,0.489
163.106,0.486
164.132,0.484
164.719,0.484
165.502,0.484
166.338,0.482
167.401,0.482
168.134,0.482
169.103,0.482
169.936,0.482
170.663,0.482
171.541,0.483
172.419,0.485
173.192,0.485
173.932,0.485
174.763,0.486
175.733,0.486
176.607,0.486
177.394,0.488
178.170,0.490
178.999,0.492
180.118,0.495
180.924,0.498
181.780,0.499
182.509,0.504
183.436,0.508
184.115,0.508
184.947,0.509
185.827,0.511
186.651,0.513
187.338,0.513
188.210,0.513
189.091,0.513
189.870,0.515
190.894,0.515
191.580,0.514
192.367,0.514
193.235,0.516
194.012,0.516
194.937,0.516
195.680,0.516
196.749,0.517
197.423,0.517
198.107,0.517
198.946,0.516
200.809,0.516
201.372,0.516
202.202,0.516
203.039,0.517
204.006,0.516
204.785,0.517
205.568,0.517
206.393,0.517
207.319,0.516
208.146,0.516
208.985,0.516
209.761,0.516
210.639,0.516
211.371,0.512
212.052,0.509
212.883,0.508
213.710,0.507
214.730,0.505
215.473,0.503
216.141,0.503
216.882,0.502
217.999,0.502
218.831,0.500
219.560,0.498
220.681,0.500
221.221,0.498
222.049,0.497
222.977,0.495
223.991,0.494
224.578,0.493
225.458,0.493
226.485,0.493
227.115,0.492
227.995,0.492
228.774,0.492
229.599,0.492
230.382,0.492
231.598,0.492
232.090,0.492
232.922,0.493
233.794,0.493
234.574,0.492
235.452,0.493
236.330,0.493
237.076,0.493
237.939,0.493
238.862,0.493
239.642,0.493
240.523,0.495
241.448,0.498
242.102,0.498
243.204,0.498
243.740,0.498
244.522,0.496
245.310,0.497
246.323,0.497
247.100,0.497
247.794,0.497
248.685,0.497
249.542,0.496
250.419,0.495
251.049,0.495
251.836,0.495
252.664,0.495
253.588,0.495
254.466,0.495
255.163,0.495
262.506,0.495
263.579,0.495
264.178,0.494
268.115,0.492
269.818,0.490
270.409,0.487
273.526,0.486
274.306,0.485
275.232,0.483
276.011,0.483
276.846,0.483
277.878,0.483
278.648,0.483
279.617,0.483
280.445,0.484
281.134,0.484
281.915,0.486
282.647,0.486
283.470,0.486
284.204,0.485
285.127,0.485
285.984,0.485
287.515,0.485
288.440,0.487
289.227,0.487
290.001,0.488
291.079,0.489
291.860,0.491
292.689,0.492
293.612,0.493
294.441,0.494
295.217,0.496
296.093,0.498
296.927,0.499
297.807,0.501
298.489,0.503
299.334,0.505
300.145,0.508
301.024,0.510
301.897,0.511
302.919,0.512
303.505,0.512
304.334,0.512
305.406,0.512
306.159,0.512
306.920,0.515
307.652,0.512
308.529,0.512
309.328,0.511
310.183,0.511
