df_hash,22ZHK4.FHJ395
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JXQ5
person_label,V16
date_time_start,2025-05-23_09-42-38.064000_+03
date_time_start_unix,1747982558.064
date_time_end,2025-05-23_09-51-23.087000_+03
length_difference_noticed,no

time,ppg_quality
58.440,99
59.450,98
60.460,100
61.470,104
63.490,102
65.510,101
67.530,103
69.540,101
70.550,99
72.570,100
74.590,99
76.610,97
78.630,95
80.650,95
81.660,96
83.680,97
85.700,95
87.720,98
89.740,101
91.760,97
92.770,99
93.780,102
94.790,104
96.810,98
98.830,98
100.850,98
101.860,96
102.870,95
104.890,97
105.900,98
107.920,98
108.930,99
109.940,99
110.950,101
111.960,101
112.970,101
113.980,100
117.010,101
119.030,100
121.050,103
123.070,102
124.080,103
126.100,104
128.120,104
129.130,105
130.140,105
132.160,106
134.180,107
136.200,104
138.220,107
139.230,104
140.240,102
141.250,102
142.260,104
143.270,103
145.290,100
147.310,103
149.330,100
150.340,104
152.360,102
153.370,102
154.380,105
155.390,107
156.400,104
157.410,103
158.420,105
160.440,106
161.450,104
163.470,104
165.490,104
167.510,102
169.530,100
170.540,101
172.560,103
173.570,101
174.580,99
176.600,102
178.620,102
180.640,102
182.660,104
183.670,105
184.680,103
185.690,103
187.710,106
189.730,106
190.740,106
191.750,105
193.770,105
194.780,107
196.800,105
198.820,105
199.830,106
200.840,104
202.860,101
203.870,102
204.880,102
205.890,100
207.910,97
208.920,98
209.930,99
211.950,97
213.970,99
215.990,97
217.000,98
218.010,100
219.020,101
220.030,99
221.040,97
223.060,100
225.080,102
226.090,101
227.100,101
228.110,101
230.130,103
232.150,103
233.160,103
234.170,103
235.180,103
237.200,103
238.210,104
240.230,103
241.240,103
243.260,105
245.280,104
247.300,105
249.320,104
250.330,103
252.350,107
253.360,106
254.370,103
256.390,85
257.400,84
259.420,77
260.430,73
261.440,73
263.460,67
265.480,67
267.500,89
269.520,94
271.540,102
273.560,106
274.570,106
276.590,103
277.600,105
278.610,106
280.630,101
282.650,103
285.680,100
286.690,102
287.700,100
289.720,98
290.730,101
291.740,102
292.750,100
294.770,98
296.790,99
298.810,101
300.830,99
302.850,100
303.860,100
305.880,100
306.890,100
307.900,101
308.910,102
309.920,102
311.940,101
313.960,99
315.980,101
318.000,97
319.010,96
321.030,101
323.050,98
324.060,99
325.070,101
326.080,100
327.090,98
329.110,102
332.140,99
334.160,105
336.180,102
337.190,102
339.210,105
340.220,104
341.230,104
343.250,103
345.270,103
346.280,103
347.290,103
348.300,104
349.310,103
351.330,101
352.340,103
354.360,103
356.380,104
358.400,106
360.420,103
361.430,105
362.440,106
363.450,102
365.470,103
366.480,107
367.490,106
369.510,104
371.530,107
372.540,104
373.550,105
374.560,107
376.580,105
378.600,104
380.620,107
381.630,105
383.650,110
384.660,109
385.670,106
386.680,106
387.680,108
389.700,105
391.720,107
393.740,104
394.750,102
395.760,105
396.770,108
398.790,104
400.810,108
401.820,105
402.830,103
404.850,108
406.870,106
407.880,106
408.890,109
409.900,109
411.920,106
412.930,109
413.940,111
415.960,104
416.970,105
418.990,103
421.010,104
423.030,103
425.050,102
426.060,104
428.080,104
429.090,106
430.100,108
431.110,105
432.120,104
433.130,108
434.140,111
436.160,110
438.180,110
439.190,111
440.200,110
442.220,112
443.230,112
445.250,107
446.260,109
447.270,110
449.290,106
450.300,106
451.310,106
453.330,100
454.340,101
456.360,99
458.380,103
460.400,102
461.410,103
462.420,109
463.430,109
465.450,109
467.470,108
469.490,105
471.510,103
473.530,103
474.540,102
476.560,103
477.570,104
478.580,106
480.600,109
482.620,111
484.640,113
486.660,115
487.670,114
488.680,115
489.690,118
491.710,114
492.720,113
494.740,112
495.750,107
496.760,104
498.780,97
500.800,91
502.820,92
504.840,91
505.850,94
506.860,97
509.890,98
511.910,79
512.920,72
513.930,67
514.940,61
515.950,54
517.970,51
521.000,42
