df_hash,22ZHK4.FHJ395
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JXQ5
person_label,V16
date_time_start,2025-05-23_09-42-38.064000_+03
date_time_start_unix,1747982558.064
date_time_end,2025-05-23_09-51-23.087000_+03
length_difference_noticed,no

time,temperature
6.126,35.406
7.246,35.375
8.124,35.375
9.293,35.438
10.128,35.438
11.147,35.406
12.121,35.438
13.388,35.469
14.122,35.469
15.146,35.469
16.167,35.469
17.142,35.500
18.214,35.438
19.336,35.438
20.265,35.469
21.167,35.500
22.115,35.531
23.187,35.531
24.406,35.500
25.186,35.531
26.112,35.531
27.136,35.531
28.115,35.594
29.135,35.594
30.159,35.562
31.249,35.625
32.161,35.625
33.132,35.625
34.156,35.625
35.131,35.625
36.155,35.656
37.276,35.719
38.397,35.750
39.323,35.781
40.152,35.781
41.375,35.781
42.156,35.781
43.126,35.781
44.159,35.750
45.271,35.781
46.149,35.750
47.172,35.750
48.150,35.719
49.144,35.719
50.146,35.688
51.132,35.688
52.153,35.719
53.120,35.719
54.144,35.719
55.171,35.750
56.191,35.719
57.166,35.750
58.196,35.719
59.134,35.750
60.581,35.781
61.115,35.812
62.139,35.781
63.409,35.812
64.186,35.812
65.231,35.812
66.136,35.812
67.112,35.812
68.135,35.812
69.332,35.812
70.142,35.781
71.133,35.781
72.138,35.812
73.256,35.844
74.228,35.844
75.353,35.844
76.130,35.844
77.105,35.844
78.129,35.875
79.157,35.844
80.374,35.875
81.300,35.875
82.175,35.844
83.152,35.781
84.223,35.812
85.173,35.812
86.129,35.812
87.149,35.875
88.122,35.875
89.146,35.906
90.121,35.938
91.215,35.938
92.120,35.938
93.144,35.969
94.314,35.969
95.156,36.031
96.137,36.031
97.241,35.969
98.170,35.969
99.141,35.938
100.212,35.906
101.139,35.969
102.114,35.969
103.213,35.969
104.113,36.000
105.282,35.969
106.408,35.938
107.282,35.938
108.214,35.969
109.134,36.000
110.109,35.969
111.574,35.906
112.267,35.906
113.132,35.938
114.128,35.938
115.130,35.938
116.115,35.969
117.129,35.969
118.104,36.000
119.129,35.969
120.173,36.031
121.127,36.094
122.249,36.062
123.174,36.031
124.101,36.062
125.185,36.094
126.100,36.062
127.177,36.062
128.148,36.062
129.122,36.062
130.146,36.062
131.125,36.062
132.215,35.969
133.119,35.969
134.241,35.969
135.118,35.969
136.141,36.000
137.117,36.000
138.141,36.000
139.213,36.000
140.148,36.000
141.230,35.969
142.138,36.062
143.211,36.062
144.138,36.062
145.112,36.031
146.136,36.062
147.130,36.094
148.138,36.094
149.109,36.094
150.182,36.094
151.108,36.125
152.185,36.156
153.353,36.156
154.131,36.188
155.106,36.188
156.133,36.188
157.253,36.125
158.177,36.188
159.103,36.219
160.128,36.250
161.153,36.219
162.125,36.219
163.201,36.219
164.432,36.219
165.100,36.250
166.123,36.219
167.098,36.281
168.317,36.281
169.137,36.250
170.321,36.250
171.122,36.250
172.119,36.281
173.193,36.281
174.118,36.281
175.434,36.250
176.157,36.219
177.151,36.188
178.172,36.156
179.140,36.094
180.119,36.094
181.145,36.000
182.114,36.000
183.165,35.969
184.212,36.000
185.164,36.000
186.111,36.031
187.185,36.031
188.211,36.094
189.192,36.250
190.142,36.219
191.159,36.344
192.308,36.344
193.179,36.375
194.106,36.312
195.130,36.312
196.105,36.281
197.129,36.281
198.256,36.250
199.127,36.125
200.102,36.125
201.126,36.125
202.106,36.125
203.515,36.062
204.297,36.125
205.137,36.125
206.293,36.125
207.124,36.156
208.147,36.188
209.121,36.188
210.096,36.219
211.120,36.219
212.149,36.219
213.167,36.250
214.094,36.219
215.118,36.250
216.143,36.250
217.314,36.250
218.163,36.281
219.166,36.250
220.144,36.281
221.170,36.312
222.101,36.312
223.112,36.281
224.136,36.312
225.160,36.281
226.183,36.281
227.116,36.312
228.282,36.219
229.432,36.219
230.181,36.250
231.108,36.219
232.131,36.188
233.118,36.219
234.272,36.188
235.105,36.219
236.128,36.312
237.128,36.312
238.132,36.375
239.103,36.312
240.127,36.344
241.101,36.312
242.134,36.344
243.551,36.375
244.221,36.406
245.245,36.406
246.324,36.344
247.539,36.375
248.132,36.375
249.097,36.438
250.120,36.406
251.117,36.406
252.119,36.438
253.143,36.438
254.193,36.469
255.631,36.469
256.117,36.438
257.092,36.406
258.136,36.406
259.094,36.375
260.114,36.375
261.138,36.406
262.359,36.375
263.088,36.375
264.136,36.375
265.138,36.344
266.112,36.375
267.085,36.375
268.119,36.375
269.084,36.344
270.254,36.344
271.088,36.312
272.111,36.312
273.086,36.281
274.105,36.281
275.232,36.281
276.350,36.312
277.133,36.312
278.151,36.281
279.127,36.312
280.199,36.344
281.135,36.312
282.101,36.312
283.124,36.312
284.099,36.344
285.129,36.344
286.099,36.344
287.122,36.375
288.097,36.375
289.171,36.375
290.203,36.375
291.119,36.406
292.094,36.438
293.118,36.406
294.093,36.406
295.116,36.406
296.097,36.375
297.164,36.344
298.383,36.375
299.114,36.375
300.089,36.375
301.113,36.406
302.088,36.406
303.112,36.438
304.098,36.438
305.129,36.438
306.206,36.406
307.110,36.406
308.233,36.375
309.108,36.375
310.084,36.375
311.107,36.344
312.328,36.375
313.106,36.344
314.081,36.375
315.105,36.375
316.277,36.375
317.152,36.406
318.078,36.438
319.107,36.438
