df_hash,22ZHK4.S1D4X7
320.594,34.562
321.575,34.500
322.543,34.469
323.564,34.469
324.600,34.469
325.564,34.531
326.559,34.562
327.562,34.562
328.585,34.562
329.560,34.625
330.603,34.625
331.610,34.688
332.534,34.719
333.558,34.719
334.533,34.719
335.556,34.719
336.531,34.688
337.561,34.688
338.598,34.688
339.554,34.625
340.825,34.594
341.660,34.594
342.528,34.562
343.551,34.594
344.526,34.562
345.610,34.500
346.586,34.531
347.548,34.531
348.523,34.531
349.546,34.562
350.545,34.562
351.547,34.594
352.530,34.594
353.554,34.594
354.718,34.594
355.546,34.625
356.647,34.594
357.541,34.594
358.516,34.562
359.545,34.531
360.515,34.562
361.551,34.562
362.647,34.562
363.542,34.562
364.561,34.562
365.535,34.594
366.757,34.594
367.534,34.625
368.570,34.594
369.549,34.594
370.560,34.594
371.729,34.594
372.555,34.562
373.537,34.562
374.559,34.625
375.557,34.625
376.796,34.594
377.585,34.562
378.551,34.594
379.543,34.594
380.549,34.594
381.693,34.562
382.548,34.625
383.553,34.625
384.569,34.562
385.564,34.531
386.545,34.594
387.572,34.562
388.544,34.625
389.519,34.625
390.616,34.625
391.534,34.688
392.542,34.656
393.516,34.656
394.562,34.656
395.520,34.656
396.538,34.625
397.808,34.625
398.539,34.625
399.616,34.625
400.536,34.625
401.511,34.594
402.662,34.594
403.510,34.625
404.539,34.625
405.537,34.656
406.533,34.688
407.508,34.719
408.531,34.688
409.534,34.688
410.546,34.656
411.528,34.656
412.677,34.656
413.653,34.625
414.528,34.656
415.552,34.656
416.527,34.625
417.551,34.625
418.636,34.625
419.574,34.500
420.525,34.531
421.572,34.562
422.523,34.562
423.571,34.531
424.532,34.500
425.547,34.500
426.522,34.531
427.545,34.531
428.542,34.531
429.544,34.656
430.786,34.656
431.543,34.656
432.604,34.656
433.542,34.625
434.566,34.625
435.544,34.625
436.586,34.625
437.588,34.594
438.514,34.594
439.642,34.594
440.514,34.594
441.538,34.562
442.575,34.594
443.536,34.625
444.685,34.625
445.535,34.625
446.510,34.656
447.608,34.656
448.515,34.656
449.533,34.656
450.611,34.625
451.638,34.625
452.507,34.594
453.530,34.594
454.506,34.594
455.627,34.562
456.650,34.562
457.528,34.594
458.552,34.562
459.673,34.562
460.544,34.562
461.654,34.562
462.574,34.562
463.525,34.531
464.549,34.531
465.528,34.562
466.547,34.531
467.577,34.531
468.546,34.531
469.576,34.531
470.545,34.500
471.520,34.500
472.544,34.562
473.519,34.562
474.542,34.625
475.610,34.625
476.542,34.750
477.523,34.750
478.541,34.719
479.516,34.750
480.539,34.781
481.631,34.781
482.572,34.719
483.711,34.750
484.537,34.688
485.620,34.688
486.546,34.594
487.511,34.625
488.534,34.625
489.523,34.594
490.539,34.656
491.639,34.656
492.549,34.656
493.507,34.656
494.633,34.656
495.721,34.656
496.553,34.625
497.619,34.625
498.586,34.625
499.504,34.625
500.527,34.562
501.651,34.562
502.526,34.531
503.501,34.562
504.535,34.594
505.549,34.531
506.524,34.562
507.648,34.594
508.769,34.562
509.556,34.562
510.642,34.594
511.645,34.594
512.520,34.625
513.548,34.594
514.519,34.562
515.543,34.625
516.579,34.625
517.541,34.625
518.517,34.656
519.541,34.656
520.521,34.688
521.544,34.688
522.614,34.656
523.569,34.656
524.537,34.688
525.585,34.750
526.517,34.688
527.586,34.688
528.512,34.688
529.534,34.688
530.514,34.688
531.633,34.625
532.575,34.656
533.531,34.656
534.507,34.594
535.530,34.469
536.652,34.375
537.529,34.312
538.504,34.188
539.528,34.062
540.521,33.938
541.578,33.812
542.502,33.625
543.565,33.469
544.500,33.344
545.545,33.250
546.499,33.156
547.523,33.062
548.498,32.969
