df_hash,22ZHK4.S1D4X7
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9PZP
person_label,v23
date_time_start,2025-08-05_11-22-20.353000_+03
date_time_start_unix,1754374940.353
date_time_end,2025-08-05_11-31-34.378000_+03
length_difference_noticed,no

time,temperature
5.611,31.438
6.635,31.484
7.610,31.500
8.634,31.562
9.609,31.578
10.632,31.625
11.635,31.609
12.631,31.641
13.606,31.688
14.630,31.688
15.605,31.734
16.630,31.766
17.604,31.797
18.628,31.828
19.654,31.891
20.626,31.938
21.601,32.000
22.625,32.031
23.600,32.062
24.624,32.062
25.648,32.062
26.674,32.125
27.646,32.125
28.621,32.125
29.645,32.125
30.620,32.156
31.644,32.156
32.618,32.156
33.642,32.188
34.618,32.281
35.643,32.469
36.633,32.500
37.727,32.594
38.621,32.625
39.641,32.688
40.614,32.688
41.637,32.719
42.612,32.750
43.831,32.781
44.623,32.812
45.646,32.719
46.650,32.719
47.918,32.750
48.609,32.750
49.652,32.812
50.608,32.812
51.651,32.844
52.769,32.812
53.632,32.812
54.626,32.844
55.629,32.844
56.627,32.844
57.682,32.781
58.778,32.781
59.626,32.812
60.601,32.812
61.673,32.844
62.649,32.844
63.728,32.844
64.793,32.875
65.674,32.844
66.646,32.906
67.621,32.969
68.596,33.000
69.620,33.000
70.595,33.031
71.619,33.062
72.616,33.125
73.621,33.188
74.652,33.188
75.633,33.250
76.640,33.219
77.675,33.219
78.639,33.219
79.616,33.250
80.638,33.250
81.613,33.250
82.636,33.281
83.761,33.312
84.640,33.312
85.610,33.312
86.634,33.344
87.609,33.375
88.649,33.375
89.608,33.375
90.631,33.375
91.658,33.344
92.783,33.312
93.605,33.344
94.775,33.375
95.605,33.406
96.628,33.406
97.603,33.406
98.651,33.438
99.602,33.438
100.631,33.438
101.749,33.500
102.624,33.562
103.599,33.562
104.623,33.531
105.617,33.531
106.627,33.562
107.597,33.562
108.655,33.594
109.606,33.625
110.619,33.625
111.685,33.625
112.821,33.625
113.598,33.656
114.728,33.625
115.591,33.625
116.641,33.625
117.588,33.656
118.614,33.688
119.881,33.688
120.609,33.688
121.584,33.688
122.684,33.656
123.660,33.656
124.605,33.719
125.632,33.719
126.602,33.719
127.626,33.750
128.600,33.719
129.625,33.750
130.598,33.781
131.621,33.781
132.703,33.812
133.620,33.812
134.643,33.781
135.714,33.844
136.692,33.875
137.615,33.875
138.590,33.906
139.767,33.906
140.612,33.906
141.611,33.938
142.592,33.938
143.609,33.969
144.607,34.000
145.614,33.969
146.588,33.938
147.709,33.906
148.600,33.906
149.603,33.969
150.607,33.969
151.635,33.906
152.576,33.969
153.599,33.938
154.586,33.969
155.597,34.031
156.572,34.031
157.595,34.031
158.876,34.031
159.594,33.969
160.723,34.000
161.625,34.000
162.566,33.969
163.652,34.000
164.586,33.969
165.685,33.969
166.693,33.969
167.610,34.031
168.609,34.031
169.591,34.031
170.802,34.062
171.701,34.062
172.606,34.031
173.587,34.031
174.637,34.031
175.579,34.031
176.651,33.969
177.577,33.969
178.601,33.969
179.576,34.000
180.710,34.062
181.817,34.125
182.598,34.188
183.572,34.219
184.595,34.219
185.573,34.219
186.594,34.219
187.574,34.219
188.593,34.219
189.806,34.250
190.639,34.188
191.617,34.156
192.627,34.125
193.571,34.125
194.587,34.125
195.711,34.094
196.586,34.125
197.561,34.156
198.594,34.125
199.559,34.125
200.728,34.125
201.705,34.125
202.635,34.094
203.677,34.125
204.582,34.156
205.554,34.250
206.683,34.250
207.576,34.219
208.576,34.219
209.610,34.250
210.574,34.219
211.549,34.250
212.573,34.250
213.572,34.250
214.622,34.250
215.555,34.188
216.570,34.188
217.695,34.188
218.612,34.156
219.543,34.188
220.582,34.219
221.590,34.219
222.623,34.250
223.589,34.219
224.588,34.281
225.590,34.344
226.708,34.375
227.640,34.375
228.676,34.375
229.584,34.375
230.559,34.406
231.850,34.375
232.655,34.375
233.589,34.438
234.612,34.406
235.579,34.375
236.563,34.438
237.578,34.406
238.553,34.438
239.576,34.438
240.551,34.406
241.575,34.438
242.699,34.469
243.575,34.469
244.549,34.469
245.572,34.500
246.546,34.469
247.573,34.469
248.545,34.469
249.577,34.469
250.552,34.500
251.567,34.500
252.543,34.469
253.666,34.500
254.541,34.500
255.565,34.500
256.561,34.500
258.542,34.500
259.562,34.469
260.589,34.438
261.560,34.406
262.681,34.406
263.581,34.406
264.534,34.375
265.557,34.375
266.532,34.375
267.702,34.375
268.826,34.406
269.570,34.406
270.581,34.375
271.553,34.406
272.820,34.438
273.571,34.438
274.575,34.375
275.553,34.375
276.573,34.375
277.549,34.438
278.572,34.531
279.547,34.531
280.571,34.562
281.546,34.562
282.574,34.562
283.544,34.562
284.568,34.625
285.543,34.688
286.567,34.656
287.541,34.625
288.565,34.531
289.543,34.562
290.564,34.562
291.542,34.625
292.563,34.625
293.783,34.625
294.574,34.625
295.542,34.625
296.559,34.625
297.534,34.656
298.558,34.656
299.682,34.656
300.610,34.688
301.532,34.625
302.555,34.625
303.530,34.625
304.679,34.594
305.637,34.594
306.564,34.594
307.527,34.594
308.554,34.562
309.577,34.531
310.653,34.531
311.525,34.531
312.599,34.531
313.526,34.562
314.598,34.562
315.905,34.531
316.563,34.531
317.632,34.500
318.561,34.562
319.713,34.562
