df_hash,22ZHK4.S1D4X7
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9PZP
person_label,v23
date_time_start,2025-08-05_11-22-20.353000_+03
date_time_start_unix,1754374940.353
date_time_end,2025-08-05_11-31-34.378000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.925,-0.773,-0.682,-0.102
4.935,-0.777,-0.682,-0.100
4.945,-0.773,-0.684,-0.105
4.955,-0.773,-0.684,-0.109
4.965,-0.770,-0.676,-0.105
4.975,-0.766,-0.672,-0.109
4.985,-0.764,-0.674,-0.104
4.994,-0.762,-0.680,-0.105
5.004,-0.754,-0.680,-0.105
5.014,-0.750,-0.682,-0.109
5.024,-0.756,-0.684,-0.111
5.034,-0.756,-0.682,-0.113
5.044,-0.760,-0.686,-0.113
5.054,-0.764,-0.686,-0.117
5.064,-0.764,-0.684,-0.117
5.074,-0.758,-0.686,-0.119
5.084,-0.756,-0.686,-0.117
5.094,-0.760,-0.691,-0.113
5.104,-0.754,-0.691,-0.111
5.114,-0.752,-0.691,-0.109
5.124,-0.752,-0.691,-0.109
5.133,-0.752,-0.695,-0.111
5.143,-0.760,-0.701,-0.107
5.153,-0.762,-0.703,-0.109
5.163,-0.764,-0.705,-0.107
5.173,-0.762,-0.707,-0.107
5.183,-0.762,-0.703,-0.109
5.193,-0.758,-0.707,-0.104
5.203,-0.760,-0.709,-0.105
5.213,-0.760,-0.709,-0.105
5.223,-0.766,-0.717,-0.107
5.233,-0.771,-0.717,-0.107
5.243,-0.773,-0.717,-0.107
5.253,-0.777,-0.711,-0.109
5.262,-0.771,-0.709,-0.107
5.272,-0.766,-0.707,-0.105
5.282,-0.768,-0.707,-0.107
5.292,-0.762,-0.709,-0.105
5.302,-0.760,-0.705,-0.107
5.312,-0.756,-0.699,-0.107
5.322,-0.758,-0.697,-0.107
5.332,-0.762,-0.697,-0.107
5.342,-0.760,-0.693,-0.105
5.352,-0.764,-0.693,-0.105
5.362,-0.762,-0.699,-0.105
5.372,-0.760,-0.699,-0.107
5.382,-0.766,-0.699,-0.109
5.392,-0.764,-0.701,-0.109
5.401,-0.768,-0.705,-0.107
5.411,-0.770,-0.701,-0.111
5.421,-0.768,-0.701,-0.115
5.431,-0.768,-0.695,-0.117
5.441,-0.770,-0.699,-0.119
5.451,-0.768,-0.699,-0.119
5.461,-0.770,-0.695,-0.121
5.471,-0.768,-0.693,-0.121
5.481,-0.771,-0.691,-0.121
5.491,-0.771,-0.695,-0.131
5.501,-0.768,-0.689,-0.133
5.511,-0.770,-0.689,-0.131
5.521,-0.764,-0.691,-0.137
5.530,-0.766,-0.686,-0.139
5.540,-0.768,-0.678,-0.135
5.550,-0.766,-0.678,-0.139
5.560,-0.768,-0.676,-0.141
5.570,-0.766,-0.668,-0.137
5.580,-0.760,-0.664,-0.139
5.590,-0.768,-0.664,-0.139
5.600,-0.771,-0.662,-0.135
5.610,-0.766,-0.658,-0.135
5.620,-0.768,-0.658,-0.131
5.630,-0.773,-0.660,-0.137
5.640,-0.775,-0.662,-0.137
5.650,-0.781,-0.664,-0.135
5.660,-0.783,-0.666,-0.133
5.669,-0.791,-0.668,-0.135
5.679,-0.793,-0.670,-0.135
5.689,-0.789,-0.664,-0.129
5.699,-0.781,-0.656,-0.121
5.709,-0.777,-0.658,-0.121
5.719,-0.783,-0.666,-0.127
5.729,-0.779,-0.664,-0.129
5.739,-0.775,-0.662,-0.123
5.749,-0.777,-0.664,-0.123
5.759,-0.775,-0.654,-0.121
5.769,-0.773,-0.658,-0.113
5.779,-0.779,-0.664,-0.117
5.789,-0.777,-0.670,-0.117
5.798,-0.777,-0.668,-0.117
5.808,-0.771,-0.660,-0.105
5.818,-0.766,-0.662,-0.104
5.828,-0.758,-0.658,-0.094
5.838,-0.758,-0.660,-0.092
5.848,-0.762,-0.666,-0.088
5.858,-0.762,-0.668,-0.080
5.868,-0.758,-0.670,-0.074
5.878,-0.752,-0.676,-0.074
5.888,-0.746,-0.676,-0.072
5.898,-0.746,-0.686,-0.074
5.908,-0.748,-0.697,-0.076
5.918,-0.748,-0.705,-0.076
5.928,-0.742,-0.711,-0.076
5.937,-0.742,-0.715,-0.070
5.947,-0.740,-0.721,-0.066
5.957,-0.744,-0.730,-0.066
5.967,-0.744,-0.738,-0.064
5.977,-0.742,-0.748,-0.070
5.987,-0.734,-0.750,-0.070
5.997,-0.725,-0.752,-0.066
6.007,-0.727,-0.756,-0.062
6.017,-0.727,-0.750,-0.059
6.027,-0.725,-0.752,-0.055
6.037,-0.723,-0.754,-0.062
6.047,-0.727,-0.754,-0.059
6.057,-0.732,-0.754,-0.059
6.066,-0.730,-0.758,-0.059
6.076,-0.727,-0.758,-0.061
6.086,-0.732,-0.762,-0.061
6.096,-0.730,-0.764,-0.061
6.106,-0.725,-0.760,-0.062
6.116,-0.729,-0.768,-0.062
6.126,-0.729,-0.777,-0.064
6.136,-0.725,-0.777,-0.070
6.146,-0.705,-0.764,-0.066
6.156,-0.707,-0.771,-0.074
6.166,-0.711,-0.779,-0.080
6.176,-0.709,-0.773,-0.080
6.186,-0.711,-0.770,-0.074
6.196,-0.713,-0.773,-0.078
6.205,-0.717,-0.770,-0.082
6.215,-0.719,-0.770,-0.086
6.225,-0.717,-0.768,-0.092
6.235,-0.711,-0.762,-0.092
6.245,-0.707,-0.762,-0.096
6.255,-0.705,-0.762,-0.098
6.265,-0.701,-0.758,-0.102
6.275,-0.693,-0.756,-0.102
6.285,-0.684,-0.748,-0.104
6.295,-0.680,-0.742,-0.100
6.305,-0.686,-0.744,-0.105
6.315,-0.684,-0.746,-0.107
6.325,-0.693,-0.748,-0.107
6.334,-0.699,-0.746,-0.109
6.344,-0.701,-0.744,-0.109
6.354,-0.693,-0.740,-0.111
6.364,-0.693,-0.748,-0.109
6.374,-0.686,-0.748,-0.113
6.384,-0.682,-0.752,-0.113
6.394,-0.688,-0.758,-0.119
6.404,-0.688,-0.762,-0.117
6.414,-0.686,-0.766,-0.125
6.424,-0.682,-0.773,-0.125
6.434,-0.684,-0.779,-0.127
6.444,-0.680,-0.777,-0.121
6.454,-0.676,-0.779,-0.121
6.464,-0.672,-0.779,-0.123
6.473,-0.660,-0.785,-0.125
6.483,-0.648,-0.795,-0.131
6.493,-0.646,-0.801,-0.129
6.503,-0.645,-0.805,-0.129
6.513,-0.641,-0.809,-0.125
6.523,-0.641,-0.811,-0.127
6.533,-0.637,-0.812,-0.129
6.543,-0.639,-0.820,-0.131
6.553,-0.633,-0.816,-0.131
6.563,-0.629,-0.811,-0.133
6.573,-0.631,-0.803,-0.123
6.583,-0.641,-0.791,-0.117
6.593,-0.650,-0.785,-0.117
6.603,-0.658,-0.775,-0.113
6.612,-0.668,-0.766,-0.109
6.622,-0.674,-0.758,-0.115
6.632,-0.684,-0.758,-0.111
6.642,-0.695,-0.746,-0.111
6.652,-0.703,-0.736,-0.107
6.662,-0.715,-0.725,-0.104
6.672,-0.721,-0.723,-0.102
6.682,-0.730,-0.719,-0.104
6.692,-0.744,-0.715,-0.104
6.702,-0.750,-0.715,-0.105
6.712,-0.756,-0.715,-0.107
6.722,-0.762,-0.713,-0.111
6.732,-0.760,-0.711,-0.113
6.741,-0.762,-0.713,-0.115
6.751,-0.756,-0.717,-0.121
6.761,-0.750,-0.723,-0.119
6.771,-0.744,-0.727,-0.123
6.781,-0.744,-0.730,-0.123
6.791,-0.740,-0.730,-0.129
6.801,-0.734,-0.730,-0.129
6.811,-0.730,-0.729,-0.131
6.821,-0.729,-0.727,-0.133
6.831,-0.725,-0.725,-0.135
6.841,-0.727,-0.717,-0.135
6.851,-0.730,-0.717,-0.131
6.861,-0.732,-0.713,-0.131
6.871,-0.734,-0.709,-0.133
6.880,-0.738,-0.709,-0.133
6.890,-0.738,-0.711,-0.137
6.900,-0.742,-0.709,-0.139
6.910,-0.746,-0.709,-0.141
6.920,-0.750,-0.705,-0.145
6.930,-0.756,-0.705,-0.145
6.940,-0.762,-0.699,-0.146
6.950,-0.770,-0.689,-0.145
6.960,-0.773,-0.682,-0.143
6.970,-0.771,-0.678,-0.145
6.980,-0.768,-0.682,-0.145
6.990,-0.764,-0.682,-0.154
7.000,-0.760,-0.678,-0.158
7.009,-0.752,-0.676,-0.162
7.019,-0.750,-0.672,-0.164
7.029,-0.752,-0.668,-0.158
7.039,-0.750,-0.662,-0.162
7.049,-0.756,-0.666,-0.168
7.059,-0.760,-0.662,-0.166
7.069,-0.760,-0.664,-0.168
7.079,-0.766,-0.666,-0.170
7.089,-0.766,-0.670,-0.172
7.099,-0.771,-0.664,-0.166
7.109,-0.775,-0.658,-0.168
7.119,-0.781,-0.658,-0.164
7.129,-0.781,-0.658,-0.164
7.139,-0.781,-0.656,-0.166
7.148,-0.787,-0.652,-0.166
7.158,-0.785,-0.654,-0.168
7.168,-0.791,-0.658,-0.162
7.178,-0.797,-0.650,-0.162
7.188,-0.797,-0.652,-0.160
7.198,-0.795,-0.652,-0.164
7.208,-0.799,-0.652,-0.164
7.218,-0.799,-0.650,-0.166
7.228,-0.797,-0.650,-0.162
7.238,-0.797,-0.652,-0.166
7.248,-0.795,-0.648,-0.162
7.258,-0.791,-0.650,-0.168
7.268,-0.789,-0.645,-0.164
7.277,-0.789,-0.646,-0.166
7.287,-0.793,-0.646,-0.170
7.297,-0.799,-0.645,-0.168
7.307,-0.799,-0.643,-0.168
7.317,-0.805,-0.633,-0.168
7.327,-0.805,-0.629,-0.166
7.337,-0.809,-0.633,-0.172
7.347,-0.809,-0.635,-0.172
7.357,-0.805,-0.637,-0.184
7.367,-0.811,-0.633,-0.176
7.377,-0.811,-0.633,-0.180
7.387,-0.811,-0.629,-0.178
7.397,-0.811,-0.631,-0.176
7.407,-0.809,-0.631,-0.184
7.416,-0.812,-0.629,-0.182
7.426,-0.812,-0.629,-0.186
7.436,-0.809,-0.625,-0.182
7.446,-0.807,-0.617,-0.184
7.456,-0.809,-0.617,-0.182
7.466,-0.807,-0.613,-0.182
7.476,-0.809,-0.611,-0.184
7.486,-0.809,-0.609,-0.180
7.496,-0.812,-0.605,-0.178
7.506,-0.812,-0.607,-0.182
7.516,-0.814,-0.607,-0.182
7.526,-0.812,-0.609,-0.184
7.536,-0.811,-0.611,-0.184
7.545,-0.814,-0.605,-0.184
7.555,-0.812,-0.615,-0.186
7.565,-0.811,-0.625,-0.188
7.575,-0.809,-0.609,-0.186
7.585,-0.805,-0.613,-0.188
7.595,-0.807,-0.609,-0.188
7.605,-0.811,-0.615,-0.191
7.615,-0.807,-0.615,-0.195
7.625,-0.807,-0.615,-0.195
7.635,-0.809,-0.621,-0.199
7.645,-0.801,-0.621,-0.203
7.655,-0.801,-0.623,-0.205
7.665,-0.799,-0.625,-0.209
7.675,-0.801,-0.621,-0.207
7.684,-0.807,-0.617,-0.207
7.694,-0.801,-0.619,-0.211
7.704,-0.803,-0.615,-0.213
7.714,-0.799,-0.611,-0.211
7.724,-0.801,-0.607,-0.217
7.734,-0.801,-0.607,-0.217
7.744,-0.795,-0.602,-0.215
7.754,-0.791,-0.604,-0.215
7.764,-0.793,-0.605,-0.217
7.774,-0.799,-0.600,-0.219
7.784,-0.807,-0.592,-0.217
7.794,-0.807,-0.594,-0.223
7.804,-0.805,-0.594,-0.225
7.813,-0.799,-0.592,-0.217
7.823,-0.797,-0.588,-0.225
7.833,-0.801,-0.598,-0.225
7.843,-0.805,-0.605,-0.225
7.853,-0.809,-0.607,-0.229
7.863,-0.814,-0.615,-0.238
7.873,-0.818,-0.625,-0.242
7.883,-0.820,-0.623,-0.246
7.893,-0.818,-0.615,-0.240
7.903,-0.811,-0.615,-0.238
7.913,-0.809,-0.617,-0.242
7.923,-0.811,-0.621,-0.244
7.933,-0.812,-0.611,-0.240
7.943,-0.803,-0.607,-0.229
