df_hash,22ZHK4.GW7WJ2
139.248,339
139.273,375
139.298,414
139.323,446
139.348,462
139.373,467
139.398,474
139.423,485
139.448,488
139.473,473
139.498,439
139.523,399
139.548,367
139.573,342
139.598,319
139.623,291
139.648,264
139.673,242
139.698,224
139.723,204
139.748,180
139.773,157
139.798,138
139.823,120
139.848,91
139.873,50
139.898,10
139.923,-4
139.948,18
139.973,73
139.998,135
140.023,188
140.048,229
140.073,268
140.098,312
140.123,355
140.148,387
140.173,403
140.198,408
140.223,413
140.248,421
140.273,429
140.298,431
140.323,426
140.348,418
140.373,409
140.398,399
140.423,382
140.448,361
140.473,337
140.498,315
140.523,294
140.548,268
140.573,237
140.598,207
140.623,181
140.648,158
140.673,129
140.698,91
140.723,53
140.748,37
140.773,58
140.798,110
140.823,173
140.848,224
140.873,259
140.898,290
140.923,327
140.948,368
140.973,403
140.998,423
141.023,432
141.048,439
141.073,449
141.098,458
141.123,459
141.148,451
141.173,436
141.198,419
141.223,402
141.248,383
141.273,362
141.298,341
141.323,321
141.348,300
141.373,272
141.398,240
141.423,209
141.448,184
141.473,161
141.498,129
141.523,84
141.548,35
141.573,3
141.598,8
141.623,51
141.648,113
141.673,173
141.698,220
141.723,257
141.748,295
141.773,335
141.798,369
141.823,389
141.848,398
141.873,404
141.898,415
141.923,428
141.948,436
141.973,432
141.998,422
142.023,412
142.048,403
142.073,391
142.098,371
142.123,345
142.148,321
142.173,303
142.198,286
142.223,262
142.248,230
142.273,197
142.298,168
142.323,141
142.348,105
142.373,61
142.398,24
142.423,19
142.448,53
142.473,112
142.498,171
142.523,213
142.548,247
142.573,284
142.598,327
142.623,363
142.648,382
142.673,389
142.698,404
142.723,435
142.748,471
142.773,489
142.798,477
142.823,446
142.848,416
142.873,395
142.898,376
142.923,352
142.948,324
142.973,299
142.998,280
143.023,260
143.048,232
143.073,198
143.098,167
143.123,142
143.148,115
143.173,76
143.198,34
143.223,7
143.248,16
143.273,59
143.298,118
143.323,172
143.348,216
143.373,257
143.398,303
143.423,350
143.448,391
143.473,418
143.498,435
143.523,447
143.548,459
143.573,469
143.598,472
143.623,468
143.648,459
143.673,448
143.698,434
143.723,415
143.748,390
143.773,365
143.798,342
143.823,321
143.848,298
143.873,270
143.898,237
143.923,206
143.948,179
143.973,150
143.998,110
144.023,60
144.048,17
144.073,4
144.098,30
144.123,83
144.148,138
144.173,180
144.198,215
144.223,257
144.248,308
144.273,355
144.298,384
144.323,394
144.348,401
144.373,418
144.398,442
144.423,457
144.448,453
144.473,434
144.498,415
144.523,402
144.548,392
144.573,376
144.598,353
144.623,327
144.648,302
144.673,276
144.698,245
144.723,211
144.748,180
144.773,151
144.798,121
144.823,82
144.848,43
144.873,18
144.898,23
144.923,60
144.948,112
144.973,163
144.998,203
145.023,239
145.048,277
145.073,318
145.098,354
145.123,379
145.148,391
145.173,399
145.198,410
145.223,425
145.248,437
145.273,439
145.298,430
145.323,415
145.348,398
145.373,381
145.398,364
145.423,344
145.448,322
145.473,301
145.498,279
145.523,255
145.548,228
145.573,200
145.598,173
145.623,144
145.648,107
145.673,66
145.698,34
145.723,29
145.748,56
145.773,108
145.798,163
145.823,206
145.848,240
145.873,276
145.898,321
145.923,369
145.948,408
145.973,430
145.998,440
146.023,448
146.048,458
146.073,467
146.098,466
146.123,455
146.148,438
146.173,421
146.198,406
146.223,391
146.248,370
146.273,344
146.298,316
146.323,289
146.348,264
146.373,240
146.398,218
146.423,195
146.448,170
146.473,135
146.498,89
146.523,40
146.548,7
146.573,6
146.598,41
146.623,100
146.648,162
146.673,212
146.698,251
146.723,287
146.748,328
146.773,368
146.798,401
146.823,421
146.848,433
146.873,443
146.898,455
146.923,463
146.948,458
146.973,444
146.998,426
147.023,411
147.048,399
147.073,384
147.098,362
147.123,335
147.148,311
147.173,288
147.198,262
147.223,229
147.248,192
147.273,160
147.298,132
147.323,99
147.348,54
147.373,6
147.398,-17
147.423,1
147.448,56
147.473,120
147.498,166
147.523,193
147.548,217
147.573,252
147.598,291
147.623,319
147.648,327
147.673,326
147.698,329
147.723,340
147.748,351
147.773,352
147.798,342
147.823,327
147.848,311
147.873,295
147.898,279
147.923,267
147.948,257
147.973,244
147.998,222
148.023,192
148.048,166
148.073,147
148.098,130
148.123,103
148.148,67
148.173,41
148.198,47
148.223,92
148.248,161
148.273,230
148.298,289
148.323,341
148.348,396
148.373,454
148.398,509
148.423,553
148.448,587
148.473,615
148.498,643
148.523,673
148.548,702
148.573,723
148.598,731
148.623,723
148.648,700
148.673,668
148.698,632
148.723,592
148.748,547
148.773,494
148.798,433
148.823,362
148.848,288
148.873,220
148.898,168
148.923,134
148.948,104
148.973,66
148.998,23
149.023,2
149.048,27
149.073,93
149.098,155
149.123,165
149.148,109
149.173,21
149.198,-48
149.223,-76
149.248,-69
149.273,-50
149.298,-26
149.323,5
149.348,51
149.373,101
149.398,144
149.423,177
149.448,206
149.473,237
149.498,267
149.523,287
149.548,296
149.573,294
149.598,288
149.623,277
149.648,263
149.673,247
149.698,227
149.723,202
149.748,169
149.773,138
149.798,129
149.823,155
149.848,210
149.873,272
149.898,321
149.923,355
149.948,387
149.973,425
149.998,462
150.023,489
150.048,501
150.073,505
150.098,509
150.123,516
150.148,518
150.173,512
150.198,495
150.223,470
150.248,440
150.273,408
150.298,377
150.323,348
150.348,314
150.373,274
150.398,231
150.423,192
150.448,158
150.473,123
150.498,78
150.523,31
150.548,6
150.573,22
150.598,76
150.623,143
150.648,196
150.673,233
150.698,270
150.723,317
150.748,368
150.773,406
150.798,425
150.823,431
150.848,437
150.873,447
150.898,456
150.923,456
150.948,445
150.973,427
150.998,404
151.023,379
151.048,352
151.073,325
151.098,298
151.123,269
151.148,237
151.173,205
151.198,170
151.223,131
151.248,86
151.273,43
151.298,22
151.323,35
151.348,81
151.373,142
151.398,197
151.423,242
151.448,283
151.473,327
151.498,367
151.523,393
151.548,403
151.573,406
151.598,411
151.623,421
151.648,428
151.673,423
151.698,407
151.723,385
151.748,361
151.773,338
151.798,316
151.823,296
151.848,274
151.873,250
151.898,223
151.923,197
151.948,172
151.973,144
151.998,103
152.023,56
152.048,22
152.073,27
152.098,74
152.123,145
152.148,210
152.173,257
152.198,298
152.223,347
152.248,400
152.273,443
152.298,462
152.323,465
152.348,468
152.373,478
152.398,490
152.423,492
152.448,482
152.473,466
152.498,448
152.523,425
152.548,397
152.573,369
152.598,346
152.623,329
152.648,308
152.673,277
152.698,243
152.723,213
152.748,183
152.773,140
152.798,79
152.823,16
152.848,-15
152.873,3
152.898,60
152.923,126
152.948,177
152.973,213
152.998,249
153.023,289
153.048,326
153.073,350
153.098,360
153.123,364
153.148,370
153.173,374
153.198,373
153.223,366
153.248,358
153.273,348
153.298,332
153.323,310
153.348,285
153.373,264
153.398,247
153.423,229
153.448,205
153.473,176
153.498,143
153.523,107
153.548,65
153.573,25
153.598,9
153.623,35
153.648,99
153.673,177
153.698,242
153.723,286
153.748,322
153.773,363
153.798,405
153.823,433
153.848,443
153.873,442
153.898,446
153.923,458
153.948,469
153.973,469
153.998,459
154.023,446
154.048,432
154.073,414
154.098,386
154.123,354
154.148,325
154.173,298
154.198,267
154.223,230
154.248,194
154.273,166
154.298,144
154.323,113
154.348,65
154.373,17
154.398,0
154.423,30
154.448,101
154.473,178
154.498,236
154.523,275
154.548,313
154.573,361
154.598,412
154.623,448
154.648,461
154.673,461
154.698,462
154.723,471
154.748,480
154.773,481
154.798,468
154.823,447
154.848,425
154.873,403
154.898,381
154.923,358
154.948,337
154.973,318
154.998,298
155.023,272
155.048,239
155.073,204
155.098,172
155.123,143
155.148,111
155.173,69
155.198,20
155.223,-12
155.248,-9
155.273,33
155.298,95
155.323,146
155.348,174
155.373,191
155.398,217
155.423,259
155.448,304
155.473,332
155.498,339
155.523,342
155.548,356
155.573,381
155.598,402
155.623,408
155.648,399
155.673,388
155.698,379
155.723,368
155.748,353
155.773,334
155.798,319
155.823,307
155.848,291
155.873,265
155.898,237
155.923,214
155.948,196
155.973,171
155.998,132
156.023,90
156.048,72
156.073,95
156.098,151
156.123,213
156.148,261
156.173,294
156.198,323
156.223,355
156.248,383
156.273,399
156.298,404
156.323,406
156.348,412
156.373,420
156.398,424
156.423,420
156.448,412
156.473,402
156.498,388
156.523,370
156.548,351
156.573,335
156.598,320
156.623,299
156.648,270
156.673,237
156.698,207
156.723,180
156.748,144
156.773,97
156.798,52
156.823,38
156.848,67
156.873,126
156.898,186
156.923,226
156.948,251
156.973,280
156.998,318
157.023,353
157.048,372
157.073,374
157.098,376
157.123,387
157.148,404
157.173,413
157.198,404
157.223,383
157.248,360
157.273,342
157.298,326
157.323,310
157.348,296
157.373,282
157.398,267
157.423,247
157.448,225
157.473,205
157.498,187
157.523,161
157.548,125
157.573,88
157.598,76
157.623,106
157.648,170
157.673,240
157.698,292
157.723,322
157.748,347
157.773,375
157.798,404
157.823,422
157.848,422
157.873,411
157.898,399
157.923,390
157.948,382
157.973,374
157.998,366
158.023,359
158.048,346
158.073,324
158.098,295
158.123,269
158.148,249
158.173,231
158.198,206
158.223,174
158.248,145
158.273,121
158.298,94
158.323,58
158.348,18
158.373,1
158.398,28
158.423,97
158.448,176
158.473,234
158.498,266
158.523,291
158.548,327
158.573,372
158.598,406
158.623,417
158.648,411
158.673,407
158.698,413
158.723,424
158.748,427
158.773,418
158.798,401
158.823,382
158.848,365
158.873,349
158.898,331
158.923,312
158.948,292
158.973,273
158.998,255
159.023,237
159.048,215
159.073,185
159.098,150
159.123,126
159.148,133
159.173,179
159.198,249
159.223,313
159.248,347
159.273,350
159.298,339
159.323,331
159.348,331
159.373,335
159.398,338
159.423,346
159.448,360
159.473,377
159.498,386
159.523,381
159.548,365
159.573,346
159.598,329
159.623,312
159.648,289
159.673,266
159.698,249
159.723,240
159.748,230
159.773,202
159.798,153
159.823,99
159.848,67
159.873,75
159.898,121
159.923,181
159.948,229
159.973,255
159.998,270
160.023,289
160.048,317
160.073,348
160.098,368
160.123,376
160.148,379
160.173,388
160.198,400
160.223,404
160.248,392
160.273,367
160.298,340
160.323,318
160.348,299
160.373,275
160.398,243
160.423,213
160.448,190
160.473,168
160.498,137
160.523,93
160.548,51
160.573,37
160.598,65
160.623,126
160.648,193
160.673,247
160.698,285
160.723,317
160.748,350
160.773,380
160.798,396
160.823,397
160.848,392
160.873,390
160.898,395
160.923,399
160.948,392
160.973,373
160.998,352
161.023,334
161.048,320
161.073,305
161.098,284
161.123,262
161.148,245
161.173,233
161.198,219
161.223,191
161.248,151
161.273,116
161.298,108
161.323,140
161.348,198
161.373,259
161.398,303
161.423,332
161.448,355
161.473,380
161.498,405
161.523,421
161.548,425
161.573,423
161.598,424
161.623,429
161.648,429
161.673,418
161.698,394
161.723,366
161.748,342
161.773,321
161.798,299
161.823,270
161.848,238
161.873,207
161.898,179
161.923,147
161.948,108
161.973,70
161.998,51
162.023,68
162.048,119
162.073,185
162.098,241
162.123,277
162.148,299
162.173,320
162.198,340
162.223,354
162.248,355
162.273,351
162.298,354
162.323,367
162.348,377
162.373,368
162.398,340
162.423,309
162.448,291
162.473,288
162.498,287
162.523,273
162.548,248
162.573,220
162.598,192
162.623,158
162.648,113
162.673,70
162.698,52
162.723,78
162.748,139
162.773,209
162.798,263
162.823,297
162.848,325
162.873,354
162.898,381
162.923,393
162.948,387
162.973,376
162.998,375
163.023,385
163.048,393
163.073,384
163.098,360
163.123,334
163.148,319
163.173,309
163.198,295
163.223,270
163.248,243
163.273,222
163.298,206
163.323,184
163.348,148
163.373,110
163.398,95
163.423,119
163.448,175
163.473,240
163.498,293
163.523,331
163.548,364
163.573,397
163.598,422
163.623,432
163.648,427
163.673,420
163.698,423
163.723,435
163.748,444
163.773,438
163.798,418
163.823,393
163.848,369
163.873,341
163.898,306
163.923,264
163.948,226
163.973,199
163.998,179
164.023,155
164.048,123
164.073,95
164.098,91
164.123,124
164.148,182
164.173,239
164.198,276
164.223,292
164.248,304
164.273,320
164.298,336
164.323,342
164.348,335
164.373,326
164.398,328
164.423,337
164.448,342
164.473,334
164.498,315
164.523,296
164.548,280
164.573,264
164.598,245
164.623,228
164.648,216
164.673,203
164.698,181
164.723,148
164.748,122
164.773,128
164.798,171
164.823,232
164.848,286
164.873,321
164.898,345
164.923,369
164.948,391
164.973,401
164.998,396
165.023,385
165.048,383
165.073,390
165.098,395
165.123,386
165.148,366
165.173,342
165.198,319
165.223,294
165.248,266
165.273,238
165.298,213
165.323,184
165.348,143
165.373,97
165.398,69
165.423,84
165.448,139
165.473,206
165.498,257
165.523,284
165.548,302
165.573,325
165.598,350
165.623,364
165.648,363
165.673,357
165.698,355
165.723,359
165.748,357
165.773,343
165.798,320
165.823,296
165.848,270
165.873,241
165.898,210
165.923,183
165.948,163
165.973,139
165.998,105
166.023,69
166.048,55
166.073,84
166.098,148
166.123,215
166.148,260
166.173,285
166.198,310
166.223,347
166.248,383
166.273,402
166.298,402
166.323,405
166.348,427
166.373,460
166.398,478
166.423,464
166.448,426
166.473,387
166.498,357
166.523,333
166.548,306
166.573,276
166.598,248
166.623,222
166.648,189
166.673,152
166.698,126
166.723,132
166.748,175
166.773,235
166.798,287
166.823,320
166.848,345
166.873,373
166.898,400
166.923,416
166.948,418
166.973,416
166.998,421
167.023,431
167.048,434
167.073,419
167.098,391
167.123,355
167.148,316
167.173,270
167.198,220
167.223,177
167.248,145
167.273,119
167.298,87
167.323,48
167.348,20
167.373,24
167.398,67
167.423,129
167.448,186
167.473,225
167.498,251
167.523,273
167.548,292
167.573,306
167.598,314
167.623,320
167.648,328
167.673,337
167.698,345
167.723,351
167.748,354
167.773,351
167.798,340
167.823,323
167.848,307
167.873,298
167.898,292
167.923,278
167.948,256
167.973,236
167.998,238
168.023,268
168.048,313
168.073,352
168.098,375
168.123,389
168.148,401
168.173,411
168.198,410
168.223,397
168.248,381
168.273,373
168.298,377
168.323,382
168.348,375
168.373,351
168.398,320
168.423,291
168.448,268
168.473,246
168.498,217
168.523,180
168.548,141
168.573,111
168.598,102
168.623,115
168.648,145
168.673,183
168.698,220
168.723,255
168.748,288
168.773,315
168.798,330
168.823,330
168.848,318
168.873,305
168.898,296
168.923,288
168.948,274
168.973,254
168.998,235
169.023,224
169.048,222
169.073,221
169.098,211
169.123,193
169.148,179
169.173,185
169.198,217
169.223,268
169.248,322
169.273,361
169.298,379
169.323,384
169.348,386
169.373,390
169.398,392
169.423,387
169.448,375
169.473,364
169.498,358
169.523,350
169.548,329
169.573,290
169.598,245
169.623,209
169.648,189
169.673,172
169.698,143
169.723,100
169.748,63
169.773,56
169.798,87
169.823,142
169.848,198
169.873,241
169.898,274
169.923,307
169.948,342
169.973,372
169.998,387
170.023,388
170.048,384
170.073,384
170.098,388
170.123,389
170.148,379
170.173,355
170.198,327
170.223,300
170.248,275
170.273,243
170.298,199
170.323,152
170.348,122
170.373,128
170.398,168
170.423,223
170.448,271
170.473,307
170.498,338
170.523,371
170.548,404
170.573,426
170.598,431
170.623,425
170.648,420
170.673,418
170.698,414
170.723,401
170.748,380
170.773,357
170.798,336
170.823,317
170.848,295
170.873,269
170.898,235
170.923,191
170.948,140
170.973,94
170.998,73
171.023,90
171.048,135
171.073,187
171.098,227
171.123,256
171.148,289
171.173,331
171.198,371
171.223,391
171.248,390
171.273,382
171.298,381
171.323,387
171.348,389
171.373,378
171.398,360
171.423,343
171.448,329
171.473,309
171.498,277
171.523,242
171.548,214
171.573,194
171.598,169
171.623,130
171.648,83
171.673,54
171.698,62
171.723,106
171.748,164
171.773,213
171.798,247
171.823,276
171.848,308
171.873,341
171.898,366
171.923,376
171.948,374
171.973,370
171.998,371
172.023,376
172.048,376
172.073,367
172.098,350
172.123,332
172.148,319
172.173,309
172.198,295
172.223,273
172.248,249
172.273,228
172.298,209
172.323,182
172.348,143
172.373,104
172.398,87
172.423,109
172.448,163
172.473,224
172.498,273
172.523,307
172.548,342
172.573,384
172.598,426
172.623,452
172.648,455
172.673,446
172.698,438
172.723,438
172.748,440
172.773,437
172.798,425
172.823,406
172.848,383
172.873,356
172.898,328
172.923,298
172.948,271
172.973,245
172.998,220
173.023,196
173.048,171
173.073,142
173.098,106
173.123,69
173.148,48
173.173,60
173.198,105
173.223,164
173.248,214
173.273,245
173.298,266
173.323,290
173.348,318
173.373,338
173.398,344
173.423,342
173.448,343
173.473,351
173.498,357
173.523,353
173.548,338
173.573,321
173.598,309
173.623,298
173.648,280
173.673,257
173.698,236
173.723,225
173.748,218
173.773,204
173.798,175
173.823,143
173.848,128
173.873,144
173.898,188
173.923,244
173.948,293
173.973,326
173.998,346
174.023,361
174.048,374
174.073,387
174.098,394
174.123,397
174.148,400
174.173,406
174.198,416
174.223,423
174.248,421
174.273,405
174.298,376
174.323,341
174.348,305
174.373,274
174.398,252
174.423,237
174.448,219
174.473,189
174.498,147
174.523,108
174.548,91
174.573,109
174.598,155
174.623,209
174.648,254
174.673,288
174.698,319
174.723,349
174.748,373
174.773,383
174.798,377
174.823,362
174.848,349
174.873,341
174.898,332
174.923,320
174.948,305
174.973,292
174.998,285
175.023,278
175.048,267
175.073,249
175.098,231
175.123,215
175.148,202
175.173,183
175.198,152
175.223,116
175.248,91
175.273,94
175.298,128
175.323,182
175.348,237
175.373,281
175.398,314
175.423,341
175.448,367
175.473,389
175.498,402
175.523,407
175.548,408
175.573,412
175.598,416
175.623,414
175.648,400
175.673,378
175.698,356
175.723,341
175.748,334
175.773,327
175.798,316
175.823,300
175.848,280
175.873,256
175.898,222
175.923,175
175.948,125
175.973,92
175.998,95
176.023,132
176.048,187
176.073,235
176.098,268
176.123,289
176.148,310
176.173,332
176.198,347
176.223,351
176.248,349
176.273,352
176.298,362
176.323,371
176.348,370
176.373,356
176.398,340
176.423,327
176.448,317
176.473,302
176.498,281
176.523,257
176.548,236
176.573,215
176.598,185
176.623,147
176.648,116
176.673,110
176.698,137
176.723,188
176.748,240
176.773,281
176.798,310
176.823,334
176.848,356
176.873,372
176.898,377
176.923,374
176.948,373
176.973,378
176.998,387
177.023,389
177.048,380
177.073,361
177.098,341
177.123,323
177.148,306
177.173,283
177.198,253
177.223,225
177.248,202
177.273,182
177.298,153
177.323,112
177.348,72
177.373,58
177.398,84
177.423,139
177.448,200
177.473,246
177.498,278
177.523,307
177.548,340
177.573,370
177.598,389
177.623,395
177.648,397
177.673,404
177.698,411
177.723,413
177.748,406
177.773,395
177.798,386
177.823,375
177.848,360
177.873,337
177.898,311
177.923,286
177.948,262
177.973,237
177.998,212
178.023,189
178.048,167
178.073,138
178.098,102
178.123,70
178.148,65
178.173,100
178.198,163
178.223,227
178.248,273
178.273,301
178.298,324
178.323,353
178.348,380
178.373,395
178.398,397
178.423,398
178.448,406
178.473,416
178.498,419
178.523,409
178.548,393
178.573,379
178.598,365
178.623,347
178.648,324
178.673,303
178.698,288
178.723,278
178.748,261
178.773,235
178.798,206
178.823,183
178.848,162
178.873,132
178.898,92
178.923,57
178.948,51
178.973,84
178.998,143
179.023,201
179.048,242
179.073,270
179.098,296
179.123,325
179.148,351
179.173,367
179.198,373
179.223,375
179.248,381
179.273,387
179.298,390
179.323,384
179.348,373
179.373,361
179.398,350
179.423,340
179.448,329
179.473,315
179.498,296
179.523,276
179.548,257
179.573,238
179.598,215
179.623,184
179.648,154
179.673,140
179.698,154
179.723,195
179.748,245
179.773,285
179.798,309
179.823,324
179.848,340
179.873,356
179.898,367
179.923,371
179.948,371
179.973,375
179.998,384
180.023,392
180.048,392
180.073,383
180.098,367
180.123,349
180.148,330
180.173,311
180.198,288
180.223,261
180.248,232
180.273,205
180.298,180
180.323,156
180.348,128
180.373,94
180.398,68
180.423,65
180.448,96
180.473,150
180.498,204
180.523,242
180.548,267
180.573,291
180.598,322
180.623,354
180.648,375
180.673,381
180.698,382
180.723,388
180.748,396
180.773,401
180.798,396
180.823,385
180.848,372
180.873,359
180.898,343
180.923,323
180.948,305
180.973,289
180.998,274
181.023,253
181.048,228
181.073,204
181.098,182
181.123,154
181.148,118
181.173,85
181.198,78
181.223,112
181.248,175
181.273,238
181.298,278
181.323,297
181.348,314
181.373,340
181.398,370
181.423,389
181.448,392
181.473,392
181.498,398
181.523,410
181.548,416
181.573,409
181.598,396
181.623,383
181.648,373
181.673,360
181.698,341
181.723,318
181.748,298
181.773,279
181.798,260
181.823,238
181.848,216
181.873,195
181.898,171
181.923,137
181.948,101
181.973,80
181.998,91
182.023,134
182.048,189
182.073,236
182.098,269
182.123,295
182.148,321
182.173,347
182.198,366
182.223,377
182.248,382
182.273,388
182.298,396
182.323,402
182.348,401
182.373,392
182.398,378
182.423,362
182.448,347
182.473,333
182.498,319
182.523,301
182.548,281
182.573,262
182.598,248
182.623,234
182.648,211
182.673,175
182.698,140
182.723,130
182.748,159
182.773,212
182.798,259
182.823,276
182.848,267
182.873,254
182.898,258
182.923,277
182.948,298
182.973,311
182.998,320
183.023,333
183.048,350
183.073,362
183.098,364
183.123,360
183.148,355
183.173,352
183.198,346
183.223,335
183.248,320
183.273,306
183.298,290
183.323,268
183.348,240
183.373,213
183.398,190
183.423,166
183.448,131
183.473,88
183.498,54
183.523,51
183.548,84
183.573,138
183.598,188
183.623,227
183.648,261
183.673,304
183.698,350
183.723,386
183.748,401
183.773,400
183.798,400
183.823,409
183.848,422
183.873,427
183.898,419
183.923,402
183.948,384
183.973,368
183.998,351
184.023,331
184.048,310
184.073,289
184.098,267
184.123,242
184.148,218
184.173,195
184.198,173
184.223,142
184.248,103
184.273,65
184.298,50
184.323,71
184.348,120
184.373,176
184.398,223
184.423,261
184.448,302
184.473,353
184.498,407
184.523,447
184.548,467
184.573,471
184.598,474
184.623,479
184.648,483
184.673,480
184.698,468
184.723,451
184.748,432
184.773,412
184.798,391
184.823,372
184.848,355
184.873,336
184.898,310
184.923,273
184.948,228
184.973,176
184.998,120
185.023,59
185.048,4
185.073,-26
185.098,-19
185.123,21
185.148,80
185.173,135
185.198,178
185.223,215
185.248,256
185.273,300
185.298,342
185.323,375
185.348,396
185.373,409
185.398,414
185.423,413
185.448,407
185.473,401
185.498,395
185.523,384
185.548,367
185.573,346
185.598,326
185.623,307
185.648,286
185.673,261
185.698,231
185.723,205
185.748,181
185.773,152
185.798,112
185.823,69
185.848,44
185.873,57
185.898,106
185.923,168
185.948,221
185.973,259
185.998,292
186.023,328
186.048,364
186.073,390
186.098,401
186.123,407
186.148,417
186.173,429
186.198,436
186.223,431
186.248,418
186.273,403
186.298,389
186.323,373
186.348,353
186.373,331
186.398,309
186.423,286
186.448,259
186.473,229
186.498,201
186.523,178
186.548,152
186.573,115
186.598,72
186.623,43
186.648,48
186.673,89
186.698,146
186.723,197
186.748,232
186.773,263
186.798,299
186.823,339
186.848,369
186.873,383
186.898,385
186.923,387
186.948,392
186.973,398
186.998,399
187.023,395
187.048,388
187.073,379
187.098,365
187.123,346
187.148,328
187.173,317
187.198,313
187.223,306
187.248,291
187.273,268
187.298,242
187.323,213
187.348,176
187.373,131
187.398,91
187.423,78
187.448,103
187.473,155
187.498,212
187.523,256
187.548,286
187.573,314
187.598,344
187.623,372
187.648,388
187.673,391
187.698,388
187.723,388
187.748,392
187.773,394
187.798,389
187.823,378
187.848,364
187.873,349
187.898,335
187.923,322
187.948,309
187.973,295
187.998,276
188.023,253
188.048,230
188.073,212
188.098,199
188.123,181
188.148,148
188.173,108
188.198,81
188.223,85
188.248,123
188.273,175
188.298,221
188.323,253
188.348,279
188.373,307
188.398,338
188.423,361
188.448,370
188.473,372
188.498,376
188.523,388
188.548,400
188.573,404
188.598,397
188.623,385
188.648,372
188.673,358
188.698,342
188.723,323
188.748,302
188.773,280
188.798,257
188.823,235
188.848,215
188.873,197
188.898,175
188.923,144
188.948,108
188.973,84
188.998,90
189.023,127
189.048,180
189.073,225
189.098,255
189.123,277
189.148,304
189.173,336
189.198,364
189.223,378
189.248,381
189.273,384
189.298,392
189.323,403
189.348,408
189.373,403
189.398,392
189.423,376
189.448,358
189.473,341
189.498,325
189.523,308
189.548,286
189.573,258
189.598,228
189.623,203
189.648,183
189.673,159
189.698,123
189.723,80
189.748,54
189.773,68
189.798,121
189.823,188
189.848,238
189.873,265
189.898,282
189.923,306
189.948,340
189.973,371
189.998,387
190.023,391
190.048,393
190.073,397
190.098,401
190.123,401
190.148,397
190.173,390
190.198,380
190.223,362
190.248,338
190.273,315
190.298,299
190.323,286
190.348,269
190.373,244
190.398,218
190.423,196
190.448,176
190.473,148
190.498,112
190.523,84
190.548,88
190.573,127
190.598,184
190.623,234
190.648,267
190.673,292
190.698,319
190.723,352
190.748,378
190.773,392
190.798,398
190.823,406
190.848,418
190.873,429
190.898,430
190.923,422
190.948,406
190.973,389
190.998,372
191.023,354
191.048,336
191.073,315
191.098,289
191.123,260
191.148,232
191.173,211
191.198,192
191.223,166
191.248,126
191.273,81
191.298,56
191.323,66
191.348,106
191.373,157
191.398,203
191.423,245
191.448,292
191.473,346
191.498,393
191.523,417
191.548,415
191.573,402
191.598,393
191.623,394
191.648,398
191.673,396
191.698,384
191.723,363
191.748,339
191.773,318
191.798,301
191.823,286
191.848,268
191.873,244
191.898,218
191.923,194
191.948,169
191.973,139
191.998,99
192.023,62
192.048,48
192.073,73
192.098,128
192.123,187
192.148,232
192.173,262
192.198,293
192.223,333
192.248,373
192.273,400
192.298,408
192.323,409
192.348,414
192.373,423
192.398,429
192.423,424
192.448,412
192.473,398
192.498,384
192.523,367
192.548,343
192.573,318
192.598,293
192.623,270
192.648,245
192.673,219
192.698,193
192.723,165
192.748,131
192.773,91
192.798,58
192.823,54
192.848,87
192.873,145
192.898,201
192.923,242
192.948,273
192.973,307
192.998,346
193.023,380
193.048,397
193.073,402
193.098,408
193.123,421
193.148,435
193.173,438
193.198,429
193.223,415
193.248,402
193.273,388
193.298,368
193.323,342
193.348,318
193.373,300
193.398,283
193.423,259
193.448,231
193.473,203
193.498,179
193.523,150
193.548,110
193.573,68
193.598,50
193.623,71
193.648,126
193.673,187
193.698,232
193.723,258
193.748,282
193.773,313
193.798,347
193.823,371
193.848,381
193.873,385
193.898,390
193.923,397
193.948,399
193.973,392
193.998,381
194.023,368
194.048,354
194.073,337
194.098,317
194.123,297
194.148,280
194.173,263
194.198,244
194.223,222
194.248,201
194.273,178
194.298,150
194.323,118
194.348,95
194.373,100
194.398,136
194.423,190
194.448,239
194.473,274
194.498,301
194.523,328
194.548,356
194.573,376
194.598,383
194.623,387
194.648,399
194.673,422
194.698,443
194.723,447
194.748,432
194.773,406
194.798,380
194.823,360
194.848,342
194.873,326
194.898,309
194.923,291
194.948,267
194.973,237
194.998,208
195.023,184
195.048,163
195.073,132
195.098,89
195.123,49
195.148,40
195.173,72
195.198,131
195.223,189
195.248,227
195.273,250
195.298,276
195.323,309
195.348,342
195.373,361
195.398,366
195.423,370
195.448,378
195.473,387
195.498,389
195.523,381
195.548,370
195.573,363
195.598,355
195.623,341
195.648,319
195.673,297
195.698,279
195.723,263
195.748,243
195.773,219
195.798,197
195.823,177
195.848,153
195.873,122
195.898,92
195.923,83
195.948,107
195.973,159
195.998,215
196.023,260
196.048,293
196.073,326
196.098,362
196.123,392
196.148,410
196.173,418
196.198,424
196.223,433
196.248,443
196.273,447
196.298,443
196.323,436
196.348,426
196.373,412
196.398,391
196.423,368
196.448,347
196.473,330
196.498,310
196.523,283
196.548,251
196.573,220
196.598,187
196.623,147
196.648,103
196.673,70
196.698,67
196.723,99
196.748,152
196.773,202
196.798,237
196.823,262
196.848,289
196.873,319
196.898,345
196.923,358
196.948,360
196.973,363
196.998,372
197.023,385
197.048,392
197.073,388
197.098,376
197.123,362
197.148,351
197.173,341
197.198,324
197.223,297
197.248,261
197.273,223
197.298,187
197.323,152
197.348,115
197.373,81
197.398,61
197.423,68
