df_hash,22ZHK4.GW7WJ2
319.201,35.250
320.223,35.219
321.304,35.219
322.221,35.219
323.244,35.188
324.219,35.188
325.437,35.219
326.219,35.219
327.204,35.219
328.220,35.188
329.296,35.219
330.240,35.219
331.190,35.219
332.214,35.188
333.240,35.219
334.213,35.250
335.237,35.219
336.242,35.219
337.186,35.250
338.214,35.250
339.185,35.281
340.217,35.312
341.184,35.312
342.208,35.344
343.235,35.344
344.232,35.344
345.388,35.375
346.205,35.375
347.472,35.312
348.207,35.312
349.231,35.281
350.446,35.281
351.226,35.219
352.201,35.219
353.247,35.219
354.200,35.219
355.247,35.156
356.199,35.188
357.223,35.250
358.249,35.219
359.221,35.281
360.196,35.219
361.466,35.312
362.244,35.312
363.250,35.250
364.199,35.312
365.217,35.312
366.247,35.312
367.220,35.312
368.352,35.312
369.216,35.312
370.190,35.344
371.236,35.312
372.483,35.281
373.212,35.281
374.190,35.219
375.212,35.250
376.332,35.219
377.215,35.219
378.202,35.219
379.273,35.219
380.183,35.219
381.221,35.219
382.182,35.250
383.254,35.281
384.204,35.281
385.205,35.281
386.472,35.281
387.224,35.281
388.178,35.312
389.204,35.312
390.265,35.344
391.236,35.344
392.327,35.312
393.199,35.375
394.223,35.375
395.204,35.375
396.222,35.375
397.197,35.375
398.223,35.250
399.196,35.250
400.236,35.219
401.199,35.219
402.218,35.250
403.333,35.250
404.223,35.250
405.197,35.219
406.230,35.281
407.193,35.281
408.263,35.375
409.587,35.375
410.213,35.375
411.188,35.375
412.212,35.375
413.189,35.375
414.259,35.375
415.189,35.406
416.220,35.375
417.577,35.375
418.212,35.375
419.232,35.375
420.249,35.375
421.230,35.375
422.205,35.375
423.180,35.375
424.204,35.344
425.180,35.344
426.203,35.312
427.324,35.312
428.202,35.344
429.226,35.344
430.201,35.375
431.179,35.375
432.199,35.375
433.174,35.375
434.200,35.375
435.173,35.375
436.245,35.375
437.175,35.375
438.243,35.375
439.224,35.375
440.194,35.344
441.178,35.344
442.520,35.312
443.239,35.312
444.240,35.281
445.264,35.281
446.211,35.281
447.314,35.281
448.189,35.281
449.223,35.344
450.188,35.312
451.212,35.312
452.187,35.344
453.311,35.469
454.185,35.438
455.211,35.438
456.187,35.438
457.207,35.469
458.183,35.469
459.206,35.438
460.346,35.469
461.210,35.500
462.180,35.469
463.204,35.406
464.200,35.406
465.203,35.438
466.185,35.406
467.266,35.406
468.376,35.375
469.201,35.375
470.224,35.375
471.220,35.344
472.179,35.375
473.202,35.344
474.318,35.375
475.200,35.406
476.188,35.406
477.195,35.406
478.174,35.438
479.194,35.469
480.169,35.438
481.254,35.500
482.180,35.469
483.206,35.469
484.465,35.438
485.219,35.438
486.165,35.438
487.191,35.469
488.218,35.438
489.236,35.438
490.260,35.406
491.193,35.406
492.210,35.406
493.207,35.438
494.209,35.438
495.188,35.438
496.208,35.469
497.231,35.438
498.206,35.438
499.181,35.500
500.207,35.625
501.185,35.594
502.204,35.562
503.178,35.562
504.403,35.562
505.179,35.562
506.204,35.562
507.185,35.594
508.200,35.594
509.324,35.562
510.199,35.500
511.175,35.531
512.201,35.562
513.221,35.562
514.196,35.562
515.423,35.562
516.201,35.562
517.172,35.500
518.202,35.500
519.198,35.438
520.192,35.438
521.168,35.406
522.192,35.375
523.219,35.406
524.245,35.406
525.170,35.406
526.189,35.406
527.164,35.406
528.188,35.438
529.216,35.406
530.186,35.438
531.161,35.438
532.231,35.438
533.185,35.438
534.183,35.438
535.208,35.438
536.182,35.438
537.256,35.469
538.183,35.469
539.159,35.469
540.426,35.469
541.208,35.406
542.242,35.406
543.203,35.375
544.183,35.406
545.206,35.375
546.193,35.375
547.200,35.406
548.272,35.406
549.199,35.469
550.184,35.500
551.200,35.562
552.176,35.531
553.196,35.531
554.171,35.531
555.244,35.562
556.170,35.531
557.268,35.500
558.172,35.531
559.202,35.500
560.173,35.469
561.201,35.469
562.166,35.500
563.190,35.500
564.165,35.500
565.432,35.500
566.556,35.469
567.188,35.375
568.174,35.312
569.190,35.188
570.161,35.094
571.205,34.938
572.160,34.812
573.184,34.656
574.159,34.531
575.183,34.375
576.172,34.219
577.256,33.938
