df_hash,22ZHK4.MC7JBY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.0QNP
person_label,V38
date_time_start,2025-10-27_13-06-31.896000_+03
date_time_start_unix,1761555991.896
date_time_end,2025-10-27_13-14-49.110000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
5.682,191266,169,217441
5.687,191269,174,217426
5.692,191278,172,217413
5.697,191287,171,217412
5.702,191285,170,217418
5.707,191307,169,217414
5.712,191287,169,217414
5.717,191302,170,217421
5.722,191303,171,217433
5.727,191274,170,217417
5.732,191283,169,217437
5.737,191282,168,217436
5.742,191266,173,217458
5.747,191245,171,217467
5.752,191231,171,217466
5.757,191245,170,217450
5.762,191232,169,217452
5.766,191226,170,217444
5.771,191226,169,217450
5.776,191213,169,217451
5.781,191208,173,217449
5.786,191200,172,217474
5.791,191206,171,217446
5.796,191192,169,217448
5.801,191198,168,217454
5.806,191188,173,217446
5.811,191197,171,217445
5.816,191180,173,217484
5.821,191183,171,217472
5.826,191189,170,217463
5.831,191197,168,217500
5.836,191186,173,217481
5.841,191163,171,217489
5.846,191182,169,217491
5.851,191180,169,217506
5.856,191189,173,217503
5.861,191189,172,217487
5.866,191177,168,217497
5.871,191186,172,217499
5.876,191184,171,217500
5.881,191196,170,217495
5.886,191166,169,217510
5.891,191178,169,217519
5.895,191194,173,217516
5.900,191183,171,217536
5.905,191172,170,217530
5.910,191191,170,217538
5.915,191185,174,217530
5.920,191179,172,217549
5.925,191165,170,217539
5.930,191194,169,217558
5.935,191177,168,217565
5.940,191172,173,217558
5.945,191187,171,217561
5.950,191193,170,217559
5.955,191186,169,217574
5.960,191215,169,217577
5.965,191182,169,217573
5.970,191177,168,217580
5.975,191170,173,217588
5.980,191196,172,217580
5.985,191188,171,217582
5.990,191182,170,217599
5.995,191196,169,217588
6.000,191204,168,217624
6.005,191205,173,217628
6.010,191204,169,217634
6.015,191204,169,217621
6.020,191209,168,217640
6.024,191192,172,217641
6.029,191199,171,217638
6.034,191203,170,217665
6.039,191197,169,217643
6.044,191214,168,217654
6.049,191226,172,217663
6.054,191211,170,217673
6.059,191211,172,217676
6.064,191211,171,217686
6.069,191208,170,217673
6.074,191218,169,217670
6.079,191212,173,217671
6.084,191236,171,217689
6.089,191209,170,217705
6.094,191224,169,217690
6.099,191233,174,217704
6.104,191222,172,217697
6.109,191243,174,217706
6.114,191245,172,217723
6.119,191236,170,217707
6.124,191243,169,217735
6.129,191231,169,217706
6.134,191259,168,217745
6.139,191244,172,217722
6.144,191240,171,217724
6.149,191236,170,217738
6.153,191227,169,217734
6.158,191242,169,217728
6.163,191238,168,217735
6.168,191246,174,217727
6.173,191243,172,217747
6.178,191234,171,217744
6.183,191249,170,217730
6.188,191254,170,217733
6.193,191260,169,217733
6.198,191238,168,217730
6.203,191243,168,217744
6.208,191255,169,217740
6.213,191248,168,217735
6.218,191263,173,217751
6.223,191257,172,217741
6.228,191260,171,217755
6.233,191276,170,217753
6.238,191276,170,217785
6.243,191287,170,217768
6.248,191281,169,217787
6.253,191271,170,217798
6.258,191290,169,217797
6.263,191291,169,217793
6.268,191289,169,217805
6.273,191303,174,217790
