df_hash,22ZHK4.MC7JBY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.0QNP
person_label,V38
date_time_start,2025-10-27_13-06-31.896000_+03
date_time_start_unix,1761555991.896
date_time_end,2025-10-27_13-14-49.110000_+03
length_difference_noticed,no

time,temperature
5.114,35.781
6.079,35.812
7.054,35.812
8.078,35.812
9.109,35.844
10.076,35.844
11.398,35.875
12.093,35.844
13.050,35.844
14.074,35.844
15.344,35.844
16.316,35.812
17.293,35.844
18.071,35.844
19.095,35.812
20.216,35.844
21.094,35.844
22.118,35.875
23.141,35.875
24.089,35.906
25.091,35.938
26.313,35.938
27.162,36.000
28.114,36.000
29.190,36.000
30.064,36.031
31.202,36.094
32.067,36.094
33.087,36.094
34.110,36.125
35.085,36.125
36.092,36.156
37.084,36.125
38.060,36.156
39.083,36.188
40.066,36.188
41.082,36.156
42.057,36.156
43.129,36.188
44.153,36.188
45.081,36.188
46.054,36.219
47.078,36.188
48.321,36.188
49.077,36.156
50.052,36.188
51.124,36.188
52.199,36.219
53.125,36.219
54.049,36.219
55.072,36.219
56.082,36.219
57.072,36.250
58.083,36.250
59.070,36.281
60.295,36.281
61.072,36.312
62.142,36.312
63.070,36.312
64.092,36.312
65.094,36.375
66.166,36.375
67.071,36.375
68.089,36.375
69.090,36.375
70.088,36.281
71.160,36.250
72.087,36.156
73.063,36.156
74.085,36.188
75.061,36.156
76.084,36.156
77.303,36.125
78.134,36.219
79.058,36.250
80.082,36.344
81.349,36.375
82.090,36.438
83.078,36.438
84.128,36.438
85.054,36.469
86.078,36.500
87.053,36.531
88.179,36.438
89.057,36.406
90.076,36.375
91.051,36.438
92.371,36.406
93.049,36.438
94.073,36.469
95.048,36.438
96.120,36.469
97.196,36.469
98.071,36.469
99.046,36.500
100.070,36.500
101.239,36.500
102.159,36.500
103.192,36.500
104.067,36.500
105.046,36.500
106.065,36.531
107.041,36.500
108.065,36.500
109.040,36.500
110.063,36.469
111.078,36.500
112.062,36.469
113.061,36.500
114.158,36.500
115.036,36.469
116.060,36.469
117.083,36.500
118.058,36.500
119.082,36.500
120.057,36.531
121.081,36.531
122.055,36.562
123.080,36.594
124.066,36.625
125.078,36.625
126.150,36.656
127.174,36.656
128.320,36.656
129.173,36.688
130.051,36.688
131.272,36.688
132.198,36.719
133.075,36.656
134.294,36.656
135.072,36.656
136.047,36.656
137.119,36.656
138.166,36.688
139.196,36.625
140.083,36.625
141.068,36.625
142.233,36.625
143.167,36.625
144.065,36.656
145.407,36.688
146.041,36.688
147.113,36.656
148.332,36.625
149.112,36.688
150.038,36.719
151.260,36.719
152.040,36.719
153.356,36.688
154.076,36.688
155.122,36.688
156.084,36.688
157.058,36.688
158.082,36.656
159.080,36.688
160.086,36.688
161.060,36.719
162.037,36.688
163.055,36.688
164.446,36.688
165.054,36.625
166.099,36.656
167.134,36.656
168.225,36.750
169.051,36.750
170.075,36.750
171.050,36.750
172.074,36.781
173.061,36.812
174.081,36.969
175.052,36.969
176.074,36.938
177.195,36.938
178.070,36.906
179.050,36.875
180.069,36.875
181.141,36.844
182.067,36.812
183.042,36.812
184.066,36.656
185.139,36.688
186.065,36.750
187.069,36.750
188.113,36.719
189.112,36.750
190.062,36.750
191.037,36.781
192.061,36.844
193.036,36.844
194.063,36.875
195.327,36.875
196.059,36.875
197.034,36.875
198.208,36.875
199.033,36.875
200.056,36.875
201.177,36.875
202.276,36.844
203.030,36.844
204.446,36.781
205.029,36.812
206.150,36.781
207.121,36.781
208.053,36.750
209.175,36.719
210.196,36.719
211.029,36.750
212.318,36.750
213.073,36.750
214.194,36.781
215.072,36.750
216.047,36.781
217.070,36.750
218.093,36.750
219.069,36.750
220.093,36.750
221.069,36.750
222.043,36.750
223.066,36.781
224.044,36.750
225.065,36.781
226.058,36.812
227.113,36.844
228.088,36.875
229.257,36.875
230.038,36.844
231.061,36.812
232.073,36.812
233.061,36.812
234.035,36.812
235.059,36.812
236.083,36.781
237.058,36.812
238.033,36.781
239.106,36.781
240.275,36.812
241.064,36.812
242.079,36.844
243.104,36.812
244.175,36.844
245.053,36.844
246.028,36.844
247.052,36.875
248.027,36.875
249.198,36.906
250.122,36.938
251.056,36.938
252.028,36.938
253.053,36.969
254.026,36.969
255.047,37.000
256.022,36.969
257.116,37.000
258.069,36.969
259.144,37.000
260.096,37.031
261.043,37.062
262.142,37.094
263.042,37.094
264.065,37.062
265.201,37.094
266.064,37.031
267.123,37.000
268.212,37.031
269.092,37.031
270.061,37.062
271.117,37.062
272.060,37.062
273.108,37.062
274.108,37.062
275.132,37.031
276.059,37.125
277.327,37.125
278.057,37.125
279.031,37.125
280.056,37.062
281.277,37.094
282.054,37.094
283.029,37.094
284.102,37.125
285.052,37.125
286.052,37.188
287.076,37.250
288.051,37.250
289.073,37.250
290.049,37.250
291.028,37.250
292.071,37.250
293.029,37.219
294.047,37.250
295.022,37.219
296.047,37.156
297.045,37.125
298.047,37.156
299.020,37.188
300.141,37.188
301.065,37.188
302.042,37.156
303.027,37.188
304.040,37.125
305.016,37.156
306.046,37.156
307.015,37.156
308.038,37.125
309.038,37.094
310.086,37.062
311.064,37.062
312.036,37.062
313.061,37.094
314.035,37.094
315.059,37.062
316.182,37.062
317.057,37.125
318.080,37.125
