df_hash,22ZHK4.MC7JBY
319.153,37.125
320.030,37.188
321.055,37.188
322.030,37.219
323.053,37.250
324.028,37.281
325.094,37.281
326.319,37.281
327.100,37.250
328.026,37.219
329.195,37.219
330.025,37.219
331.048,37.219
332.042,37.188
333.047,37.188
334.022,37.156
335.192,37.188
336.073,37.219
337.055,37.219
338.020,37.250
339.043,37.250
340.018,37.219
341.042,37.219
342.018,37.188
343.051,37.188
344.016,37.156
345.532,37.125
346.066,37.125
347.087,37.125
348.013,37.125
349.037,37.125
350.061,37.125
351.036,37.125
352.182,37.125
353.036,37.125
354.026,37.125
355.086,37.156
356.349,37.156
357.032,37.188
358.007,37.188
359.031,37.188
360.055,37.281
361.030,37.312
362.054,37.312
363.029,37.281
364.052,37.281
365.029,37.312
366.052,37.281
367.026,37.250
368.050,37.219
369.025,37.188
370.194,37.125
371.026,37.125
372.096,37.125
373.024,37.156
374.046,37.156
375.024,37.188
376.052,37.219
377.069,37.250
378.044,37.281
379.019,37.312
380.042,37.312
381.068,37.312
382.041,37.312
383.016,37.312
384.088,37.312
385.064,37.219
386.039,37.188
387.260,37.156
388.158,37.156
389.013,37.125
390.069,37.125
391.255,37.125
392.035,37.125
393.010,37.125
394.039,37.094
395.009,37.156
396.081,37.156
397.008,37.188
398.041,37.156
399.055,37.250
400.030,37.219
401.151,37.219
402.078,37.219
403.006,37.219
404.061,37.250
405.009,37.250
406.026,37.250
407.251,37.250
408.025,37.281
409.049,37.188
410.023,37.188
411.050,37.188
412.071,37.188
413.046,37.188
414.028,37.188
415.045,37.250
416.264,37.281
417.045,37.312
418.030,37.312
419.043,37.312
420.018,37.312
421.041,37.344
422.017,37.375
423.095,37.375
424.213,37.344
425.039,37.281
426.014,37.312
427.039,37.250
428.041,37.281
429.047,37.344
430.012,37.344
431.330,37.312
432.010,37.312
433.034,37.312
434.009,37.312
435.055,37.344
436.114,37.312
437.080,37.312
438.011,37.312
439.030,37.281
440.010,37.281
441.079,37.281
442.104,37.281
443.079,37.281
444.052,37.281
445.027,37.250
446.465,37.250
447.027,37.250
448.007,37.250
449.024,37.250
449.999,37.250
451.215,37.219
451.998,37.250
453.022,37.219
454.124,37.250
455.020,37.281
456.044,37.281
457.036,37.250
458.043,37.219
459.018,37.188
460.052,37.219
461.409,37.219
462.043,37.188
463.015,37.219
464.039,37.250
465.093,37.250
466.043,37.281
467.308,37.281
468.138,37.312
469.017,37.281
470.035,37.281
471.010,37.312
472.034,37.312
473.009,37.281
474.082,37.250
475.015,37.219
476.081,37.250
477.300,37.250
478.225,37.281
479.056,37.281
480.130,37.312
481.004,37.312
482.128,37.281
483.005,37.281
484.027,37.281
485.002,37.312
486.026,37.281
487.003,37.281
488.025,37.281
489.000,37.312
490.023,37.281
490.998,37.281
