df_hash,22ZHK4.MC7JBY
124.197,1.024
124.227,1.021
124.257,1.028
124.287,1.028
124.317,1.023
124.347,1.024
124.377,1.025
124.407,1.021
124.437,1.022
124.467,1.022
124.497,1.021
124.527,1.028
124.557,1.023
124.587,1.023
124.617,1.025
124.647,1.027
124.677,1.021
124.707,1.021
124.737,1.024
124.767,1.028
124.797,1.025
124.827,1.020
124.857,1.028
124.887,1.016
124.917,1.022
124.947,1.025
124.977,1.024
125.007,1.018
125.037,1.029
125.067,1.016
125.097,1.025
125.127,1.025
125.157,1.022
125.187,1.025
125.217,1.025
125.247,1.023
125.277,1.024
125.307,1.023
125.337,1.024
125.367,1.025
125.397,1.023
125.427,1.024
125.457,1.021
125.487,1.027
125.517,1.025
125.547,1.023
125.577,1.022
125.607,1.021
125.637,1.027
125.667,1.019
125.697,1.023
125.727,1.026
125.757,1.025
125.787,1.021
125.817,1.025
125.847,1.021
125.877,1.024
125.907,1.020
125.937,1.025
125.967,1.022
125.997,1.022
126.027,1.025
126.057,1.023
126.087,1.022
126.117,1.024
126.147,1.024
126.177,1.021
126.207,1.020
126.237,1.024
126.267,1.021
126.297,1.023
126.327,1.023
126.357,1.018
126.387,1.036
126.417,1.024
126.447,1.015
126.477,1.021
126.507,1.024
126.537,1.018
126.567,1.026
126.597,1.020
126.627,1.029
126.657,1.021
126.687,1.020
126.717,1.022
126.747,1.028
126.777,1.027
126.807,1.025
126.837,1.023
126.867,1.022
126.897,1.021
126.927,1.025
126.957,1.015
126.987,1.029
127.017,1.020
127.047,1.026
127.077,1.026
127.107,1.017
127.137,1.026
127.167,1.025
127.197,1.024
127.227,1.026
127.257,1.021
127.287,1.025
127.317,1.021
127.347,1.017
127.377,1.025
127.407,1.025
127.437,1.023
127.467,1.022
127.497,1.025
127.527,1.020
127.557,1.022
127.587,1.026
127.617,1.020
127.647,1.026
127.677,1.014
127.707,1.018
127.737,1.026
127.767,1.030
127.797,1.027
127.827,1.019
127.857,1.022
127.887,1.023
127.917,1.020
127.947,1.024
127.977,1.025
128.007,1.027
128.037,1.021
128.067,1.028
128.097,1.021
128.127,1.027
128.157,1.018
128.187,1.032
128.217,1.024
128.247,1.014
128.277,1.024
128.307,1.024
128.337,1.025
128.367,1.031
128.397,1.021
128.427,1.025
128.457,1.024
128.487,1.019
128.517,1.019
128.547,1.023
128.577,1.024
128.607,1.021
128.637,1.021
128.667,1.029
128.697,1.023
128.727,1.028
128.757,1.030
128.787,1.018
128.817,1.018
128.847,1.024
128.877,1.026
128.907,1.021
128.937,1.021
128.967,1.020
128.997,1.031
129.027,1.021
129.057,1.023
129.087,1.022
129.117,1.021
129.147,1.022
129.177,1.021
129.207,1.021
129.237,1.030
129.267,1.020
129.297,1.023
129.327,1.028
129.357,1.019
129.387,1.017
129.417,1.022
129.447,1.025
129.477,1.024
129.507,1.028
129.537,1.020
129.567,1.025
129.597,1.021
129.627,1.022
129.657,1.018
129.687,1.021
129.717,1.024
129.747,1.024
129.777,1.020
129.807,1.023
129.837,1.022
129.867,1.028
129.897,1.021
129.927,1.023
129.957,1.024
129.987,1.021
130.017,1.023
130.047,1.024
130.077,1.026
130.107,1.032
130.137,1.021
130.167,1.021
130.197,1.028
130.227,1.021
130.257,1.027
130.287,1.022
130.317,1.021
130.347,1.030
130.377,1.025
130.407,1.023
130.437,1.024
130.467,1.023
130.497,1.020
130.527,1.020
130.557,1.021
130.587,1.027
130.617,1.019
130.647,1.024
130.677,1.027
130.707,1.020
130.737,1.023
130.767,1.021
130.797,1.023
130.827,1.027
130.857,1.026
130.887,1.019
130.917,1.024
130.947,1.024
130.977,1.021
131.007,1.025
131.037,1.025
131.067,1.022
131.097,1.024
131.127,1.021
131.157,1.024
131.187,1.021
131.217,1.023
131.247,1.023
131.277,1.021
131.307,1.022
131.337,1.022
131.367,1.022
131.397,1.029
131.427,1.016
131.457,1.021
131.487,1.028
131.517,1.028
131.547,1.029
131.577,1.021
131.607,1.024
131.637,1.026
131.667,1.018
131.697,1.018
131.727,1.027
131.757,1.021
131.787,1.024
131.817,1.021
131.847,1.027
131.877,1.021
131.907,1.023
131.937,1.022
131.967,1.026
131.997,1.027
132.027,1.015
132.057,1.030
132.087,1.023
132.117,1.017
132.147,1.022
132.177,1.026
132.207,1.020
132.237,1.027
132.267,1.023
132.297,1.027
132.327,1.021
132.357,1.018
132.387,1.023
132.417,1.024
132.447,1.021
132.477,1.021
132.507,1.024
132.537,1.021
132.567,1.026
132.597,1.027
132.627,1.019
132.657,1.028
132.687,1.019
132.717,1.019
132.747,1.021
132.777,1.024
132.807,1.028
132.837,1.023
132.867,1.022
132.897,1.025
132.927,1.020
132.957,1.021
132.987,1.020
133.017,1.023
133.047,1.022
133.077,1.022
133.107,1.022
133.137,1.030
133.167,1.021
133.197,1.025
133.227,1.031
133.257,1.017
133.287,1.017
133.317,1.027
133.347,1.025
133.377,1.026
133.407,1.022
133.437,1.020
133.467,1.032
133.497,1.022
133.527,1.022
133.557,1.021
133.587,1.021
133.617,1.024
133.647,1.024
133.677,1.021
133.707,1.031
133.737,1.019
133.767,1.024
133.797,1.024
133.827,1.016
133.857,1.022
133.887,1.024
133.917,1.027
133.947,1.026
133.977,1.020
134.007,1.023
134.037,1.023
134.067,1.022
134.097,1.023
134.127,1.020
134.157,1.020
134.187,1.024
134.217,1.024
134.247,1.023
134.277,1.024
134.307,1.021
134.337,1.021
134.367,1.025
134.397,1.017
134.427,1.021
134.457,1.021
134.487,1.024
134.517,1.033
134.547,1.026
134.577,1.022
134.607,1.025
134.637,1.021
134.667,1.021
134.697,1.024
134.727,1.021
134.757,1.024
134.787,1.023
134.817,1.021
134.847,1.023
134.877,1.024
134.907,1.028
134.937,1.021
134.967,1.020
134.997,1.025
135.027,1.020
135.057,1.019
135.087,1.025
135.117,1.024
135.147,1.026
135.177,1.019
135.207,1.023
135.237,1.025
135.267,1.017
135.297,1.025
135.327,1.023
135.357,1.022
135.387,1.024
135.417,1.025
135.447,1.022
135.477,1.022
135.507,1.023
135.537,1.021
135.567,1.029
135.597,1.017
135.627,1.023
135.657,1.026
135.687,1.020
135.717,1.025
135.747,1.027
135.777,1.022
135.807,1.024
135.837,1.021
135.867,1.027
135.897,1.019
135.927,1.024
135.957,1.022
135.987,1.021
136.017,1.022
136.047,1.023
136.077,1.025
136.107,1.024
136.137,1.028
136.167,1.022
136.197,1.028
136.227,1.018
136.257,1.024
136.287,1.028
136.317,1.016
136.347,1.022
136.377,1.030
136.407,1.021
136.437,1.027
136.467,1.021
136.497,1.026
136.527,1.022
136.557,1.021
136.587,1.027
136.617,1.022
136.647,1.023
136.677,1.023
136.707,1.025
136.737,1.022
136.767,1.021
136.797,1.023
136.827,1.028
136.857,1.016
136.887,1.025
136.917,1.021
136.947,1.019
136.977,1.025
137.007,1.027
137.037,1.030
137.067,1.027
137.097,1.020
137.127,1.024
137.157,1.021
137.187,1.021
137.217,1.023
137.247,1.024
137.277,1.024
137.307,1.023
137.337,1.021
137.367,1.025
137.397,1.023
137.427,1.026
137.457,1.019
137.487,1.028
137.517,1.021
137.547,1.019
137.577,1.022
137.607,1.026
137.637,1.030
137.667,1.027
137.697,1.021
137.727,1.026
137.757,1.021
137.787,1.022
137.817,1.024
137.847,1.025
137.877,1.023
137.907,1.021
137.937,1.024
137.967,1.028
137.997,1.023
138.027,1.023
138.057,1.021
138.087,1.025
138.117,1.019
138.147,1.020
138.177,1.021
138.207,1.021
138.237,1.027
138.267,1.022
138.297,1.022
138.327,1.024
138.357,1.021
138.387,1.021
138.417,1.023
138.447,1.022
138.477,1.024
138.507,1.022
138.537,1.024
138.567,1.023
138.597,1.027
138.627,1.021
138.657,1.026
138.687,1.021
138.717,1.020
138.747,1.022
138.777,1.025
138.807,1.027
138.837,1.029
138.867,1.021
138.897,1.027
138.927,1.021
138.957,1.023
138.987,1.023
139.017,1.021
139.047,1.024
139.077,1.023
139.107,1.026
139.137,1.024
139.167,1.029
139.197,1.024
139.227,1.028
139.257,1.024
139.287,1.017
139.317,1.018
139.347,1.026
139.377,1.021
139.407,1.026
139.437,1.019
139.467,1.027
139.497,1.022
139.527,1.023
139.557,1.023
139.587,1.022
139.617,1.025
139.647,1.021
139.677,1.022
139.707,1.022
139.737,1.027
139.767,1.021
139.797,1.027
139.827,1.023
139.857,1.017
139.887,1.021
139.917,1.021
139.947,1.024
139.977,1.030
140.007,1.018
140.037,1.027
140.067,1.021
140.097,1.022
140.127,1.021
140.157,1.022
140.187,1.021
140.217,1.021
140.247,1.021
140.277,1.025
140.307,1.030
140.337,1.014
140.367,1.029
140.397,1.024
140.427,1.017
140.457,1.023
140.487,1.026
140.517,1.028
140.547,1.022
140.577,1.021
140.607,1.027
140.637,1.021
140.667,1.021
140.697,1.024
140.727,1.023
140.757,1.023
140.787,1.022
140.817,1.022
140.847,1.027
140.877,1.019
140.907,1.027
140.937,1.028
140.967,1.015
140.997,1.020
141.027,1.028
141.057,1.023
141.087,1.023
141.117,1.024
141.147,1.027
141.177,1.021
141.207,1.021
141.237,1.025
141.267,1.021
141.297,1.023
141.327,1.024
141.357,1.021
141.387,1.028
141.417,1.017
141.447,1.031
141.477,1.024
141.507,1.020
141.537,1.026
141.567,1.028
141.597,1.024
141.627,1.027
141.657,1.021
141.687,1.029
141.717,1.021
141.747,1.024
141.777,1.024
141.807,1.023
141.837,1.023
141.867,1.026
141.897,1.021
141.927,1.030
141.957,1.015
141.987,1.030
142.017,1.023
142.047,1.021
142.077,1.022
142.107,1.021
142.137,1.023
142.167,1.030
142.197,1.019
142.227,1.025
142.257,1.025
142.287,1.021
142.317,1.021
142.347,1.020
142.377,1.023
142.407,1.023
142.437,1.026
142.467,1.022
142.497,1.030
142.527,1.020
142.557,1.021
142.587,1.025
142.617,1.021
142.647,1.023
142.677,1.024
142.707,1.025
142.737,1.027
142.767,1.022
142.797,1.023
142.827,1.027
142.857,1.022
142.887,1.024
142.917,1.023
142.947,1.023
142.977,1.021
143.007,1.023
143.037,1.022
143.067,1.021
143.097,1.021
143.127,1.022
143.157,1.023
143.187,1.023
143.217,1.024
143.247,1.021
143.277,1.029
143.307,1.017
143.337,1.023
143.367,1.022
143.397,1.025
143.427,1.021
143.457,1.024
143.487,1.018
143.517,1.025
143.547,1.022
143.577,1.023
143.607,1.021
143.637,1.021
143.667,1.025
143.697,1.026
143.727,1.022
143.757,1.022
143.787,1.022
143.817,1.023
143.847,1.023
143.877,1.020
143.907,1.027
143.937,1.020
143.967,1.030
143.997,1.021
144.027,1.029
144.057,1.026
144.087,1.020
144.117,1.022
144.147,1.026
144.177,1.023
144.207,1.029
144.237,1.021
144.267,1.024
144.297,1.025
144.327,1.022
144.357,1.021
144.387,1.021
144.417,1.024
144.447,1.025
144.477,1.021
144.507,1.023
144.537,1.021
144.567,1.023
144.597,1.024
144.627,1.025
144.657,1.024
144.687,1.023
144.717,1.014
144.747,1.030
144.777,1.019
144.807,1.021
144.837,1.027
144.867,1.031
144.897,1.021
144.927,1.023
144.957,1.024
144.987,1.025
145.017,1.021
145.047,1.021
145.077,1.025
145.107,1.024
145.137,1.023
145.167,1.022
145.197,1.021
145.227,1.024
145.257,1.029
145.287,1.030
145.317,1.014
145.347,1.030
145.377,1.024
145.407,1.014
145.437,1.024
145.467,1.029
145.497,1.021
145.527,1.025
145.557,1.024
145.587,1.031
145.617,1.025
145.647,1.017
145.677,1.027
145.707,1.026
145.737,1.024
145.767,1.021
145.797,1.023
145.827,1.021
145.857,1.031
145.887,1.021
145.917,1.027
145.947,1.028
145.977,1.019
146.007,1.019
146.037,1.020
146.067,1.026
146.097,1.028
146.127,1.024
146.157,1.028
146.187,1.026
146.217,1.021
146.247,1.024
146.277,1.023
146.307,1.021
146.337,1.022
146.367,1.025
146.397,1.021
146.427,1.028
146.457,1.021
146.487,1.025
146.517,1.023
146.547,1.020
146.577,1.023
146.607,1.025
146.637,1.020
146.667,1.023
146.697,1.022
146.727,1.025
146.757,1.024
146.787,1.024
146.817,1.024
146.847,1.023
146.877,1.029
146.907,1.022
146.937,1.023
146.967,1.021
146.997,1.028
147.027,1.021
147.057,1.028
147.087,1.024
147.117,1.018
147.147,1.019
147.177,1.021
147.207,1.022
147.237,1.028
147.267,1.020
147.297,1.028
147.327,1.021
147.357,1.021
147.387,1.023
147.417,1.021
147.447,1.022
147.477,1.023
147.507,1.021
147.537,1.023
147.567,1.024
147.597,1.026
147.627,1.021
147.657,1.027
147.687,1.018
147.717,1.020
147.747,1.021
147.777,1.028
147.807,1.030
147.837,1.027
147.867,1.022
147.897,1.025
147.927,1.023
147.957,1.023
147.987,1.021
148.017,1.025
148.047,1.022
148.077,1.025
148.107,1.021
148.137,1.024
148.167,1.026
148.197,1.027
148.227,1.020
148.257,1.028
148.287,1.020
148.317,1.021
148.347,1.026
148.377,1.026
148.407,1.029
148.437,1.022
148.467,1.022
148.497,1.027
148.527,1.018
148.557,1.024
148.587,1.021
148.617,1.024
148.647,1.024
148.677,1.026
148.707,1.023
148.737,1.021
148.767,1.022
148.797,1.030
148.827,1.019
148.857,1.029
148.887,1.022
148.917,1.021
148.947,1.020
148.977,1.029
149.007,1.029
149.037,1.022
149.067,1.023
149.097,1.029
149.127,1.018
149.157,1.021
149.187,1.025
149.217,1.023
149.247,1.025
149.277,1.025
149.307,1.024
149.337,1.023
149.367,1.027
149.397,1.015
149.427,1.028
149.457,1.021
149.487,1.019
149.517,1.021
149.547,1.028
149.577,1.032
149.607,1.020
149.637,1.025
149.667,1.023
149.697,1.019
149.727,1.023
149.757,1.024
149.787,1.023
149.817,1.020
149.847,1.028
149.877,1.025
149.907,1.025
149.937,1.013
149.967,1.028
149.997,1.022
150.027,1.014
150.057,1.021
150.087,1.024
150.117,1.032
150.147,1.024
150.177,1.022
150.207,1.027
150.237,1.014
150.267,1.021
150.297,1.024
150.327,1.023
150.357,1.021
150.387,1.024
150.417,1.023
150.447,1.026
150.477,1.020
150.507,1.026
150.537,1.022
150.567,1.019
150.597,1.020
150.627,1.025
150.657,1.025
150.687,1.027
150.717,1.024
150.747,1.027
150.777,1.021
150.807,1.021
150.837,1.022
150.867,1.021
150.897,1.025
150.927,1.022
150.957,1.022
150.987,1.024
151.017,1.021
151.047,1.029
151.077,1.023
151.107,1.020
151.137,1.025
151.167,1.023
151.197,1.028
151.227,1.023
151.257,1.024
151.287,1.025
151.317,1.022
151.347,1.027
151.377,1.025
151.407,1.022
151.437,1.021
151.467,1.026
151.497,1.023
151.527,1.030
151.557,1.021
151.587,1.027
151.617,1.023
151.647,1.021
151.677,1.020
151.707,1.023
151.737,1.024
151.767,1.026
151.797,1.021
151.827,1.030
151.857,1.023
151.887,1.024
151.917,1.020
151.947,1.021
151.977,1.025
152.007,1.023
152.037,1.019
152.067,1.024
152.097,1.025
152.127,1.027
152.157,1.020
152.187,1.025
152.217,1.024
152.247,1.021
152.277,1.021
152.307,1.026
152.337,1.024
152.367,1.028
152.397,1.021
152.427,1.029
152.457,1.021
152.487,1.019
152.517,1.023
152.547,1.021
152.577,1.022
152.607,1.025
152.637,1.022
152.667,1.021
152.697,1.021
152.727,1.029
152.757,1.021
152.787,1.030
152.817,1.021
152.847,1.023
152.877,1.032
152.907,1.015
152.937,1.019
152.967,1.030
152.997,1.019
153.027,1.030
153.057,1.024
153.087,1.028
153.117,1.021
153.147,1.019
153.177,1.026
153.207,1.024
153.237,1.025
153.267,1.024
153.297,1.024
153.327,1.024
153.357,1.021
153.387,1.035
153.417,1.027
153.447,1.018
153.477,1.031
153.507,1.019
153.537,1.018
153.567,1.021
153.597,1.030
153.627,1.030
153.657,1.022
153.687,1.024
153.717,1.028
153.747,1.021
153.777,1.021
153.807,1.023
153.837,1.025
153.867,1.024
153.897,1.022
153.927,1.026
153.957,1.021
153.987,1.026
154.017,1.021
154.047,1.025
154.077,1.030
154.107,1.019
154.137,1.023
154.167,1.027
154.197,1.025
154.227,1.026
154.257,1.023
154.287,1.021
154.317,1.028
154.347,1.025
154.377,1.024
154.407,1.021
154.437,1.026
154.467,1.023
154.497,1.021
154.527,1.023
154.557,1.023
154.587,1.022
154.617,1.030
154.647,1.021
154.677,1.027
154.707,1.022
154.737,1.022
154.767,1.027
154.797,1.024
154.827,1.024
154.857,1.029
154.887,1.019
154.917,1.025
154.947,1.025
154.977,1.023
155.007,1.022
155.037,1.025
155.067,1.024
155.097,1.023
155.127,1.025
155.157,1.023
155.187,1.025
155.217,1.024
155.247,1.026
155.277,1.027
155.307,1.022
155.337,1.026
155.367,1.022
155.397,1.025
155.427,1.024
155.457,1.024
155.487,1.018
155.517,1.029
155.547,1.021
155.577,1.027
155.607,1.022
155.637,1.022
155.667,1.021
155.697,1.024
155.727,1.023
155.757,1.025
155.787,1.024
155.817,1.025
155.847,1.024
155.877,1.025
155.907,1.025
155.937,1.021
155.967,1.023
155.997,1.029
156.027,1.023
156.057,1.026
156.087,1.027
156.117,1.018
156.147,1.024
156.177,1.022
156.207,1.027
156.237,1.025
156.267,1.027
156.297,1.022
156.327,1.031
156.357,1.021
156.387,1.024
156.417,1.026
156.447,1.022
156.477,1.024
156.507,1.024
156.537,1.025
156.567,1.028
156.597,1.024
156.627,1.021
156.657,1.021
156.687,1.021
156.717,1.031
156.747,1.024
156.777,1.021
156.807,1.030
156.837,1.023
156.867,1.021
156.897,1.026
156.927,1.031
156.957,1.026
156.987,1.023
157.017,1.022
157.047,1.023
157.077,1.023
157.107,1.025
157.137,1.026
157.167,1.027
157.197,1.023
157.227,1.021
157.257,1.021
157.287,1.023
157.317,1.026
157.347,1.021
157.377,1.031
157.407,1.026
157.437,1.022
157.467,1.031
157.497,1.017
157.527,1.021
157.557,1.025
157.587,1.028
157.617,1.025
157.647,1.021
157.677,1.025
157.707,1.025
157.737,1.021
157.767,1.023
157.797,1.024
157.827,1.023
157.857,1.023
157.887,1.023
157.917,1.026
157.947,1.021
157.977,1.035
158.007,1.032
158.037,1.027
158.067,1.031
158.097,1.022
158.127,1.023
158.157,1.020
158.187,1.023
158.217,1.023
158.247,1.026
158.277,1.019
158.307,1.016
158.337,1.024
158.367,1.025
158.397,1.023
158.427,1.027
158.457,1.021
158.487,1.025
158.517,1.033
158.547,1.031
158.577,1.030
158.607,1.023
158.637,1.026
158.667,1.021
158.697,1.025
158.727,1.021
158.757,1.023
158.787,1.027
158.817,1.029
158.847,1.024
158.877,1.033
158.907,1.021
158.937,1.022
158.967,1.024
158.997,1.021
159.027,1.024
159.057,1.024
159.087,1.025
159.117,1.028
159.147,1.026
159.177,1.022
159.207,1.026
159.237,1.025
159.267,1.023
159.297,1.023
159.327,1.026
159.357,1.028
159.387,1.027
159.417,1.022
159.447,1.028
159.477,1.021
159.507,1.022
159.537,1.025
159.567,1.023
159.597,1.025
159.627,1.022
159.657,1.027
159.687,1.028
159.717,1.024
159.747,1.025
159.777,1.030
159.807,1.019
159.837,1.024
159.867,1.022
159.897,1.027
159.927,1.030
159.957,1.024
159.987,1.025
160.017,1.027
160.047,1.024
160.077,1.024
160.107,1.022
160.137,1.025
160.167,1.023
160.197,1.025
160.227,1.026
160.257,1.023
160.287,1.030
160.317,1.020
160.347,1.028
160.377,1.027
160.407,1.020
160.437,1.023
160.467,1.029
160.497,1.023
160.527,1.028
160.557,1.025
160.587,1.026
160.617,1.022
160.647,1.024
160.677,1.023
160.707,1.023
160.737,1.024
160.767,1.027
160.797,1.021
160.827,1.021
160.857,1.028
160.887,1.026
160.917,1.030
160.947,1.020
160.977,1.026
161.007,1.021
161.037,1.019
161.067,1.024
161.097,1.028
161.127,1.028
161.157,1.023
161.187,1.026
161.217,1.024
161.247,1.022
161.277,1.023
161.307,1.027
161.337,1.027
161.367,1.026
161.397,1.024
161.427,1.027
161.457,1.027
161.487,1.020
161.517,1.033
161.547,1.017
161.577,1.030
161.607,1.025
161.637,1.021
161.667,1.025
161.697,1.025
161.727,1.027
161.757,1.023
161.787,1.026
161.817,1.028
161.847,1.021
161.877,1.024
161.907,1.023
161.937,1.025
161.967,1.024
161.997,1.023
162.027,1.026
162.057,1.023
162.087,1.029
162.117,1.019
162.147,1.029
162.177,1.029
162.207,1.019
162.237,1.021
162.267,1.026
162.297,1.021
162.327,1.027
162.357,1.021
162.387,1.026
162.417,1.022
162.447,1.021
162.477,1.027
162.507,1.025
162.537,1.022
162.567,1.025
162.597,1.023
162.627,1.027
162.657,1.021
162.687,1.032
162.717,1.019
162.747,1.025
162.777,1.025
162.807,1.020
162.837,1.021
162.867,1.023
162.897,1.021
162.927,1.027
162.957,1.021
162.987,1.027
163.017,1.024
163.047,1.023
163.077,1.023
163.107,1.026
163.137,1.024
163.167,1.021
163.197,1.021
163.227,1.023
163.257,1.021
163.287,1.027
163.317,1.025
163.347,1.022
163.377,1.025
163.407,1.021
163.437,1.022
163.467,1.022
163.497,1.027
163.527,1.026
163.557,1.026
163.587,1.020
163.617,1.027
163.647,1.021
163.677,1.022
163.707,1.025
163.737,1.022
163.767,1.024
163.797,1.024
163.827,1.027
163.857,1.023
163.887,1.026
163.917,1.022
163.947,1.028
163.977,1.021
164.007,1.022
164.037,1.028
164.067,1.018
164.097,1.022
164.127,1.028
164.157,1.026
164.187,1.027
164.217,1.022
164.247,1.020
164.277,1.027
164.307,1.021
164.337,1.023
164.367,1.022
164.397,1.023
164.427,1.025
164.457,1.027
164.487,1.027
164.517,1.025
164.547,1.023
164.577,1.027
164.607,1.021
164.637,1.025
164.667,1.021
164.697,1.022
164.727,1.031
164.757,1.020
164.787,1.022
164.817,1.027
164.847,1.027
164.877,1.031
164.907,1.026
164.937,1.022
164.967,1.026
164.997,1.022
165.027,1.028
165.057,1.023
165.087,1.021
165.117,1.026
165.147,1.024
165.177,1.024
165.207,1.027
165.237,1.026
165.267,1.022
165.297,1.025
165.327,1.021
165.357,1.022
165.387,1.030
165.417,1.022
165.447,1.023
165.477,1.023
165.507,1.023
165.537,1.021
165.567,1.024
165.597,1.029
165.627,1.025
165.657,1.021
165.687,1.030
165.717,1.021
165.747,1.019
165.777,1.021
165.807,1.029
165.837,1.027
165.867,1.026
165.897,1.022
165.927,1.024
165.957,1.027
165.987,1.030
166.017,1.021
166.047,1.033
166.077,1.025
166.107,1.021
166.137,1.029
166.167,1.014
166.197,1.016
166.227,1.025
166.257,1.020
166.287,1.027
166.317,1.021
166.347,1.025
166.377,1.022
166.407,1.019
166.437,1.021
166.467,1.022
166.497,1.024
166.527,1.027
166.557,1.019
166.587,1.026
166.617,1.020
166.647,1.031
166.677,1.024
166.707,1.026
166.737,1.025
166.767,1.018
166.797,1.021
166.827,1.021
166.857,1.021
166.887,1.031
166.917,1.021
166.947,1.025
166.977,1.023
167.007,1.021
167.037,1.023
167.067,1.021
167.097,1.024
167.127,1.024
167.157,1.024
167.187,1.026
167.217,1.026
167.247,1.029
167.277,1.022
167.307,1.032
167.337,1.018
167.367,1.020
167.397,1.028
167.427,1.025
167.457,1.021
167.487,1.024
167.517,1.025
167.547,1.030
167.577,1.013
167.607,1.025
167.637,1.025
167.667,1.026
167.697,1.021
167.727,1.021
167.757,1.024
167.787,1.021
167.817,1.031
167.847,1.021
167.877,1.030
167.907,1.016
167.937,1.020
167.967,1.024
167.997,1.024
168.027,1.019
168.057,1.030
168.087,1.024
168.117,1.026
168.147,1.021
168.177,1.022
168.207,1.022
168.237,1.023
168.267,1.026
168.297,1.027
168.327,1.021
168.357,1.020
168.387,1.026
168.417,1.028
168.447,1.021
168.477,1.028
168.507,1.016
168.537,1.020
168.567,1.027
168.597,1.021
168.627,1.020
168.657,1.025
168.687,1.020
168.717,1.024
168.747,1.024
168.777,1.022
168.807,1.025
168.837,1.022
168.867,1.022
168.897,1.026
168.927,1.024
168.957,1.023
168.987,1.021
169.017,1.025
169.047,1.025
169.077,1.023
169.107,1.021
169.137,1.027
169.167,1.020
169.197,1.022
169.227,1.025
169.257,1.024
169.287,1.026
169.317,1.027
169.347,1.021
169.377,1.026
169.407,1.022
169.437,1.022
169.467,1.021
169.497,1.021
169.527,1.024
169.557,1.023
169.587,1.022
169.617,1.026
169.647,1.027
169.677,1.022
169.707,1.023
169.737,1.023
169.767,1.018
169.797,1.028
169.827,1.021
169.857,1.027
169.887,1.026
169.917,1.018
169.947,1.023
169.977,1.024
170.007,1.017
170.037,1.025
170.067,1.022
170.097,1.024
170.127,1.021
170.157,1.024
170.187,1.023
170.217,1.022
170.247,1.023
170.277,1.021
170.307,1.024
170.337,1.024
170.367,1.023
170.397,1.027
170.427,1.021
170.457,1.021
170.487,1.025
170.517,1.018
170.547,1.029
170.577,1.021
170.607,1.025
170.637,1.026
170.667,1.021
170.697,1.021
170.727,1.024
170.757,1.024
170.787,1.024
170.817,1.024
170.847,1.027
170.877,1.022
170.907,1.023
170.937,1.024
170.967,1.024
170.997,1.023
171.027,1.024
171.057,1.024
171.087,1.023
171.117,1.023
171.147,1.025
171.177,1.022
171.207,1.021
171.237,1.023
171.267,1.030
171.297,1.022
171.327,1.028
171.357,1.024
171.387,1.021
171.417,1.020
171.447,1.026
171.477,1.024
171.507,1.025
171.537,1.019
171.567,1.027
171.597,1.021
171.627,1.022
171.657,1.024
171.687,1.022
171.717,1.023
171.747,1.025
171.777,1.022
171.807,1.026
171.837,1.021
171.867,1.025
171.897,1.024
171.927,1.026
171.957,1.018
171.987,1.027
172.017,1.025
172.047,1.019
172.077,1.025
172.107,1.026
172.137,1.027
172.167,1.026
172.197,1.024
172.227,1.026
172.257,1.019
172.287,1.026
172.317,1.025
172.347,1.023
172.377,1.021
172.407,1.024
172.437,1.022
172.467,1.023
172.497,1.025
172.527,1.022
172.557,1.030
172.587,1.018
172.617,1.026
172.647,1.026
172.677,1.018
172.707,1.021
172.737,1.026
172.767,1.022
172.797,1.025
172.827,1.021
172.857,1.027
172.887,1.023
172.917,1.025
172.947,1.022
172.977,1.023
173.007,1.022
173.037,1.024
173.067,1.022
173.097,1.027
173.127,1.024
173.157,1.028
173.187,1.020
173.217,1.025
173.247,1.028
173.277,1.017
173.307,1.022
173.337,1.024
173.367,1.021
173.397,1.026
173.427,1.020
173.457,1.024
173.487,1.025
173.517,1.023
173.547,1.024
173.577,1.023
173.607,1.022
173.637,1.023
173.667,1.023
173.697,1.027
173.727,1.028
173.757,1.024
173.787,1.021
173.817,1.023
173.847,1.030
173.877,1.018
173.907,1.022
173.937,1.028
173.967,1.024
173.997,1.032
174.027,1.021
174.057,1.024
174.087,1.026
174.117,1.021
174.147,1.026
174.177,1.020
174.207,1.024
174.237,1.024
174.267,1.024
174.297,1.022
174.327,1.019
174.357,1.029
174.387,1.026
174.417,1.020
174.447,1.025
174.477,1.021
174.507,1.018
174.537,1.023
174.567,1.027
174.597,1.028
174.627,1.024
174.657,1.021
174.687,1.028
174.717,1.021
174.747,1.024
174.777,1.022
174.807,1.025
174.837,1.024
174.867,1.021
174.897,1.021
174.927,1.026
174.957,1.024
174.987,1.030
175.017,1.016
175.047,1.024
175.077,1.025
175.107,1.020
175.137,1.023
175.167,1.026
175.197,1.027
175.227,1.029
175.257,1.023
175.287,1.031
175.317,1.021
175.347,1.022
175.377,1.022
175.407,1.027
175.437,1.020
175.467,1.024
175.497,1.021
175.527,1.029
175.557,1.033
175.587,1.022
175.617,1.031
175.647,1.012
175.677,1.017
175.707,1.026
175.737,1.029
175.767,1.033
175.797,1.022
175.827,1.027
175.857,1.027
175.887,1.015
175.917,1.021
175.947,1.027
175.977,1.026
176.007,1.024
176.037,1.025
176.067,1.025
176.097,1.033
176.127,1.010
176.157,1.030
176.187,1.029
176.217,1.016
176.247,1.024
176.277,1.026
176.307,1.023
176.337,1.027
176.367,1.020
176.397,1.027
176.427,1.023
176.457,1.027
176.487,1.025
176.517,1.019
176.547,1.014
176.577,1.024
