df_hash,22ZHK4.2TBHGE
14.611,1.020
14.641,1.024
14.671,1.017
14.701,1.025
14.731,1.024
14.761,1.021
14.791,1.021
14.821,1.023
14.851,1.023
14.881,1.021
14.911,1.024
14.941,1.021
14.971,1.021
15.001,1.021
15.031,1.021
15.061,1.021
15.091,1.021
15.121,1.021
15.151,1.024
15.181,1.018
15.211,1.021
15.241,1.023
15.271,1.021
15.301,1.019
15.331,1.021
15.361,1.021
15.391,1.020
15.421,1.021
15.451,1.020
15.481,1.021
15.511,1.020
15.541,1.022
15.571,1.020
15.601,1.020
15.631,1.024
15.661,1.025
15.691,1.021
15.721,1.019
15.751,1.021
15.781,1.021
15.811,1.020
15.841,1.023
15.871,1.019
15.901,1.017
15.931,1.021
15.961,1.026
15.991,1.024
16.021,1.019
16.051,1.018
16.081,1.026
16.111,1.021
16.141,1.017
16.171,1.022
16.201,1.023
16.231,1.022
16.261,1.022
16.291,1.021
16.321,1.019
16.351,1.021
16.381,1.025
16.411,1.018
16.441,1.019
16.471,1.021
16.501,1.024
16.531,1.021
16.561,1.022
16.591,1.021
16.621,1.020
16.651,1.022
16.681,1.022
16.711,1.019
16.741,1.021
16.771,1.018
16.801,1.018
16.831,1.023
16.861,1.022
16.891,1.024
16.921,1.016
16.951,1.020
16.981,1.021
17.011,1.020
17.041,1.021
17.071,1.021
17.101,1.014
17.131,1.024
17.161,1.026
17.191,1.016
17.221,1.021
17.251,1.022
17.281,1.019
17.311,1.021
17.341,1.020
17.371,1.022
17.401,1.023
17.431,1.023
17.461,1.019
17.491,1.019
17.521,1.025
17.551,1.024
17.581,1.018
17.611,1.021
17.641,1.022
17.671,1.019
17.701,1.020
17.731,1.021
17.761,1.024
17.791,1.023
17.821,1.021
17.851,1.020
17.881,1.022
17.911,1.021
17.941,1.022
17.971,1.021
18.001,1.019
18.031,1.019
18.061,1.022
18.091,1.023
18.121,1.018
18.151,1.021
18.181,1.015
18.211,1.021
18.241,1.020
18.271,1.021
18.301,1.021
18.331,1.017
18.361,1.024
18.391,1.021
18.421,1.019
18.451,1.021
18.481,1.025
18.511,1.022
18.541,1.021
18.571,1.020
18.601,1.020
18.631,1.021
18.661,1.023
18.691,1.021
18.721,1.016
18.751,1.023
18.781,1.021
18.811,1.020
18.841,1.020
18.871,1.022
18.901,1.024
18.931,1.024
18.961,1.021
18.991,1.021
19.021,1.020
19.051,1.021
19.081,1.019
19.111,1.021
19.141,1.022
19.171,1.021
19.201,1.019
19.231,1.020
19.261,1.021
19.291,1.021
19.321,1.021
19.351,1.024
19.381,1.021
19.411,1.019
19.441,1.022
19.471,1.020
19.501,1.022
19.531,1.021
19.561,1.022
19.591,1.015
19.621,1.029
19.651,1.022
19.681,1.017
19.711,1.020
19.741,1.025
19.771,1.021
19.801,1.024
19.831,1.023
19.861,1.021
19.891,1.020
19.921,1.024
19.951,1.021
19.981,1.020
20.011,1.021
20.041,1.023
20.071,1.025
20.101,1.022
20.131,1.022
20.161,1.021
20.191,1.017
20.221,1.021
20.251,1.022
20.281,1.022
20.311,1.020
20.341,1.023
20.371,1.015
20.401,1.026
20.431,1.021
20.461,1.021
20.491,1.019
20.521,1.021
20.551,1.023
20.581,1.021
20.611,1.023
20.641,1.020
20.671,1.022
20.701,1.022
20.731,1.020
20.761,1.023
20.791,1.023
20.821,1.020
20.851,1.024
20.881,1.027
20.911,1.021
20.941,1.021
20.971,1.021
21.001,1.021
21.031,1.022
21.061,1.022
21.091,1.018
21.121,1.022
21.151,1.026
21.181,1.020
21.211,1.019
21.241,1.018
21.271,1.023
21.301,1.023
21.331,1.021
21.361,1.020
21.391,1.022
21.421,1.020
21.451,1.022
21.481,1.021
21.511,1.018
21.541,1.021
21.571,1.024
21.601,1.021
21.631,1.018
21.661,1.020
21.691,1.019
21.721,1.022
21.751,1.020
21.781,1.022
21.811,1.021
21.841,1.021
21.871,1.016
21.901,1.021
21.931,1.023
21.961,1.021
21.991,1.026
22.021,1.022
22.051,1.019
22.081,1.019
22.111,1.022
22.141,1.023
22.171,1.021
22.201,1.021
22.231,1.021
22.261,1.021
22.291,1.019
22.321,1.023
22.351,1.021
22.381,1.018
22.411,1.021
22.441,1.021
22.471,1.018
22.501,1.022
22.531,1.019
22.561,1.029
22.591,1.019
22.621,1.022
22.651,1.022
22.681,1.021
22.711,1.021
22.741,1.021
22.771,1.025
22.801,1.018
22.831,1.021
22.861,1.020
22.891,1.014
22.921,1.017
22.951,1.024
22.981,1.023
23.011,1.021
23.041,1.023
23.071,1.024
23.101,1.022
23.131,1.020
23.161,1.017
23.191,1.021
23.221,1.019
23.251,1.019
23.281,1.016
23.311,1.026
23.341,1.026
23.371,1.021
23.401,1.018
23.431,1.021
23.461,1.021
23.491,1.021
23.521,1.021
23.551,1.021
23.581,1.026
23.611,1.019
23.641,1.023
23.671,1.022
23.701,1.019
23.731,1.021
23.761,1.024
23.791,1.026
23.821,1.024
23.851,1.021
23.881,1.021
23.911,1.021
23.941,1.016
23.971,1.020
24.001,1.015
24.031,1.025
24.061,1.022
24.091,1.026
24.121,1.021
24.151,1.019
24.181,1.024
24.211,1.022
24.241,1.021
24.271,1.018
24.301,1.027
24.331,1.019
24.361,1.024
24.391,1.020
24.421,1.018
24.451,1.022
24.481,1.022
24.511,1.023
24.541,1.021
24.571,1.022
24.601,1.019
24.631,1.021
24.661,1.021
24.691,1.021
24.721,1.019
24.751,1.021
24.781,1.021
24.811,1.022
24.841,1.021
24.871,1.025
24.901,1.023
24.931,1.023
24.961,1.024
24.991,1.021
25.021,1.021
25.051,1.021
25.081,1.022
25.111,1.015
25.141,1.025
25.171,1.022
25.201,1.020
25.231,1.017
25.261,1.023
25.291,1.022
25.321,1.023
25.351,1.022
25.381,1.021
25.411,1.022
25.441,1.020
25.471,1.021
25.501,1.022
25.531,1.021
25.561,1.020
25.591,1.023
25.621,1.022
25.651,1.025
25.681,1.018
25.711,1.025
25.741,1.019
25.771,1.021
25.801,1.021
25.831,1.021
25.861,1.021
25.891,1.022
25.921,1.020
25.951,1.017
25.981,1.021
26.011,1.024
26.041,1.018
26.071,1.021
26.101,1.021
26.131,1.023
26.161,1.021
26.191,1.025
26.221,1.023
26.251,1.023
26.281,1.023
26.311,1.021
26.341,1.021
26.371,1.019
26.401,1.021
26.431,1.021
26.461,1.019
26.491,1.026
26.521,1.025
26.551,1.023
26.581,1.018
26.611,1.019
26.641,1.024
26.671,1.023
26.701,1.021
26.731,1.019
26.761,1.026
26.791,1.021
26.821,1.024
26.851,1.017
26.881,1.018
26.911,1.021
26.941,1.020
26.971,1.021
27.001,1.021
27.031,1.019
27.061,1.023
27.091,1.022
27.121,1.020
27.151,1.022
27.181,1.021
27.211,1.022
27.241,1.022
27.271,1.020
27.301,1.025
27.331,1.023
27.361,1.018
27.391,1.023
27.421,1.025
27.451,1.020
27.481,1.022
27.511,1.026
27.541,1.018
27.571,1.024
27.601,1.026
27.631,1.021
27.661,1.019
27.691,1.023
27.721,1.022
27.751,1.021
27.781,1.019
27.811,1.021
27.841,1.022
27.871,1.021
27.901,1.023
27.931,1.021
27.961,1.020
27.991,1.022
28.021,1.026
28.051,1.018
28.081,1.021
28.111,1.026
28.141,1.021
28.171,1.019
28.201,1.021
28.231,1.022
28.261,1.019
28.291,1.021
28.321,1.021
28.351,1.021
28.381,1.020
28.411,1.024
28.441,1.021
28.471,1.020
28.501,1.020
28.531,1.023
28.561,1.025
28.591,1.015
28.621,1.021
28.651,1.020
28.681,1.020
28.711,1.024
28.741,1.020
28.771,1.021
28.801,1.021
28.831,1.021
28.861,1.021
28.891,1.019
28.921,1.021
28.951,1.023
28.981,1.023
29.011,1.021
29.041,1.020
29.071,1.021
29.101,1.022
29.131,1.021
29.161,1.019
29.191,1.026
29.221,1.021
29.251,1.021
29.281,1.020
29.311,1.019
29.341,1.020
29.371,1.021
29.401,1.021
29.431,1.023
29.461,1.023
29.491,1.021
29.521,1.020
29.551,1.021
29.581,1.022
29.611,1.023
29.641,1.021
29.671,1.023
29.701,1.018
29.731,1.021
29.761,1.026
29.791,1.023
29.821,1.020
29.851,1.017
29.881,1.019
29.911,1.020
29.941,1.021
29.971,1.023
30.001,1.024
30.031,1.016
30.061,1.027
30.091,1.021
30.121,1.019
30.151,1.023
30.181,1.021
30.211,1.020
30.241,1.023
30.271,1.023
30.301,1.021
30.331,1.021
30.361,1.021
30.391,1.019
30.421,1.021
30.451,1.015
30.481,1.024
30.511,1.023
30.541,1.022
30.571,1.019
30.601,1.017
30.631,1.022
30.661,1.021
30.691,1.021
30.721,1.018
30.751,1.021
30.781,1.019
30.811,1.021
30.841,1.021
30.871,1.020
30.901,1.024
30.931,1.021
30.961,1.022
30.991,1.021
31.021,1.022
31.051,1.021
31.081,1.021
31.111,1.023
31.141,1.021
31.171,1.017
31.201,1.019
31.231,1.026
31.261,1.022
31.291,1.019
31.321,1.021
31.351,1.023
31.381,1.025
31.411,1.020
31.441,1.018
31.471,1.021
31.501,1.024
31.531,1.022
31.561,1.021
31.591,1.016
31.621,1.021
31.651,1.021
31.681,1.021
31.711,1.021
31.741,1.022
31.771,1.021
31.801,1.021
31.831,1.021
31.861,1.020
31.891,1.019
31.921,1.023
31.951,1.021
31.981,1.022
32.011,1.020
32.041,1.026
32.071,1.020
32.101,1.022
32.131,1.020
32.161,1.020
32.191,1.021
32.221,1.020
32.251,1.022
32.281,1.018
32.311,1.021
32.341,1.023
32.371,1.018
32.401,1.021
32.431,1.023
32.461,1.022
32.491,1.022
32.521,1.021
32.551,1.020
32.581,1.021
32.611,1.021
32.641,1.019
32.671,1.022
32.701,1.021
32.731,1.024
32.761,1.014
32.791,1.025
32.821,1.024
32.851,1.024
32.881,1.016
32.911,1.020
32.941,1.019
32.971,1.020
33.001,1.021
33.031,1.018
33.061,1.021
33.091,1.023
33.121,1.021
33.151,1.019
33.181,1.020
33.211,1.022
33.241,1.023
33.271,1.021
33.301,1.022
33.331,1.021
33.361,1.019
33.391,1.022
33.421,1.021
33.451,1.018
33.481,1.015
33.511,1.019
33.541,1.027
33.571,1.021
33.601,1.023
33.631,1.017
33.661,1.019
33.691,1.024
33.721,1.023
33.751,1.022
33.781,1.020
33.811,1.025
33.841,1.020
33.871,1.024
33.901,1.019
33.931,1.017
33.961,1.025
33.991,1.021
34.021,1.024
34.051,1.021
34.081,1.023
34.111,1.021
34.141,1.021
34.171,1.019
34.201,1.021
34.231,1.023
34.261,1.021
34.291,1.023
34.321,1.017
34.351,1.021
34.381,1.026
34.411,1.022
34.441,1.017
34.471,1.020
34.501,1.021
34.531,1.019
34.561,1.020
34.591,1.017
34.621,1.021
34.651,1.024
34.681,1.023
34.711,1.021
34.741,1.021
34.771,1.018
34.801,1.019
34.831,1.022
34.861,1.024
34.891,1.021
34.921,1.021
34.951,1.021
34.981,1.022
35.011,1.021
35.041,1.021
35.071,1.018
35.101,1.021
35.131,1.021
35.161,1.022
35.191,1.023
35.221,1.018
35.251,1.022
35.281,1.020
35.311,1.018
35.341,1.021
35.371,1.022
35.401,1.017
35.431,1.022
35.461,1.020
35.491,1.017
35.521,1.022
35.551,1.021
35.581,1.020
35.611,1.018
35.641,1.021
35.671,1.025
35.701,1.023
35.731,1.019
35.761,1.020
35.791,1.021
35.821,1.021
35.851,1.021
35.881,1.021
35.911,1.020
35.941,1.020
35.971,1.020
36.001,1.021
36.031,1.025
36.061,1.016
36.091,1.020
36.121,1.024
36.151,1.022
36.181,1.018
36.211,1.022
36.241,1.022
36.271,1.023
36.301,1.019
36.331,1.018
36.361,1.021
36.391,1.021
36.421,1.024
36.451,1.020
36.481,1.012
36.511,1.021
36.541,1.023
36.571,1.022
36.601,1.018
36.631,1.021
36.661,1.017
36.691,1.021
36.721,1.022
36.751,1.021
36.781,1.022
36.811,1.022
36.841,1.020
36.871,1.021
36.901,1.019
36.931,1.025
36.961,1.021
36.991,1.025
37.021,1.018
37.051,1.015
37.081,1.026
37.111,1.027
37.141,1.020
37.171,1.020
37.201,1.027
37.231,1.015
37.261,1.024
37.291,1.024
37.321,1.015
37.351,1.020
37.381,1.023
37.411,1.019
37.441,1.021
37.471,1.021
37.501,1.022
37.531,1.021
37.561,1.018
37.591,1.021
37.621,1.021
37.651,1.020
37.681,1.023
37.711,1.020
37.741,1.014
37.771,1.025
37.801,1.022
37.831,1.022
37.861,1.020
37.891,1.021
37.921,1.021
37.951,1.021
37.981,1.020
38.011,1.018
38.041,1.023
38.071,1.017
38.101,1.027
38.131,1.020
38.161,1.018
38.191,1.022
38.221,1.021
38.251,1.022
38.281,1.021
38.311,1.021
38.341,1.020
38.371,1.022
38.401,1.021
38.431,1.021
38.461,1.020
38.491,1.022
38.521,1.019
38.551,1.021
38.581,1.023
38.611,1.021
38.641,1.020
38.671,1.025
38.701,1.021
38.731,1.023
38.761,1.021
38.791,1.021
38.821,1.021
38.851,1.021
38.881,1.021
38.911,1.012
38.941,1.023
38.971,1.023
39.001,1.018
39.031,1.020
39.061,1.021
39.091,1.018
39.121,1.022
39.151,1.021
39.181,1.018
39.211,1.020
39.241,1.021
39.271,1.021
39.301,1.021
39.331,1.022
39.361,1.021
39.391,1.022
39.421,1.023
39.451,1.021
39.481,1.019
39.511,1.021
39.541,1.024
39.571,1.024
39.601,1.018
39.631,1.024
39.661,1.021
39.691,1.021
39.721,1.018
39.751,1.020
39.781,1.023
39.811,1.016
39.841,1.023
39.871,1.020
39.901,1.021
39.931,1.018
39.961,1.022
39.991,1.021
40.021,1.022
40.051,1.021
40.081,1.023
40.111,1.020
40.141,1.021
40.171,1.021
40.201,1.022
40.231,1.020
40.261,1.023
40.291,1.022
40.321,1.019
40.351,1.025
40.381,1.021
40.411,1.020
40.441,1.021
40.471,1.023
40.501,1.018
40.531,1.017
40.561,1.023
40.591,1.021
40.621,1.021
40.651,1.021
40.681,1.022
40.711,1.013
40.741,1.023
40.771,1.024
40.801,1.017
40.831,1.021
40.861,1.021
40.891,1.023
40.921,1.021
40.951,1.021
40.981,1.021
41.011,1.021
41.041,1.019
41.071,1.020
41.101,1.019
41.131,1.022
41.161,1.021
41.191,1.021
41.221,1.021
41.251,1.025
41.281,1.022
41.311,1.021
41.341,1.021
41.371,1.024
41.401,1.020
41.431,1.017
41.461,1.024
41.491,1.021
41.521,1.017
41.551,1.020
41.581,1.021
41.611,1.014
41.641,1.023
41.671,1.025
41.701,1.018
41.731,1.018
41.761,1.022
41.791,1.021
41.821,1.021
41.851,1.023
41.881,1.021
41.911,1.019
41.941,1.021
41.971,1.022
42.001,1.021
42.031,1.022
42.061,1.023
42.091,1.022
42.121,1.019
42.151,1.017
42.181,1.021
42.211,1.023
42.241,1.023
42.271,1.018
42.301,1.018
42.331,1.025
42.361,1.016
42.391,1.021
42.421,1.022
42.451,1.016
42.481,1.023
42.511,1.022
42.541,1.019
42.571,1.018
42.601,1.025
42.631,1.020
42.661,1.022
42.691,1.019
42.721,1.023
42.751,1.021
42.781,1.020
42.811,1.025
42.841,1.018
42.871,1.019
42.901,1.021
42.931,1.016
42.961,1.021
42.991,1.018
43.021,1.021
43.051,1.023
43.081,1.022
43.111,1.020
43.141,1.022
43.171,1.019
43.201,1.023
43.231,1.020
43.261,1.024
43.291,1.021
43.321,1.013
43.351,1.023
43.381,1.021
43.411,1.019
43.441,1.020
43.471,1.020
43.501,1.021
43.531,1.022
43.561,1.026
43.591,1.020
43.621,1.021
43.651,1.020
43.681,1.020
43.711,1.018
43.741,1.022
43.771,1.021
43.801,1.019
43.831,1.021
43.861,1.022
43.891,1.021
43.921,1.021
43.951,1.018
43.981,1.027
44.011,1.019
44.041,1.017
44.071,1.021
44.101,1.023
44.131,1.019
44.161,1.018
44.191,1.023
44.221,1.018
44.251,1.023
44.281,1.021
44.311,1.021
44.341,1.019
44.371,1.020
44.401,1.022
44.431,1.021
44.461,1.021
44.491,1.022
44.521,1.021
44.551,1.021
44.581,1.022
44.611,1.021
44.641,1.022
44.671,1.019
44.701,1.023
44.731,1.022
44.761,1.023
44.791,1.022
44.821,1.017
44.851,1.020
44.881,1.025
44.911,1.023
44.941,1.015
44.971,1.021
45.001,1.022
45.031,1.021
45.061,1.018
45.091,1.021
45.121,1.023
45.151,1.019
45.181,1.026
45.211,1.019
45.241,1.019
45.271,1.021
45.301,1.023
45.331,1.021
45.361,1.020
45.391,1.022
45.421,1.022
45.451,1.022
45.481,1.021
45.511,1.019
45.541,1.021
45.571,1.021
45.601,1.020
45.631,1.025
45.661,1.025
45.691,1.023
45.721,1.022
45.751,1.023
45.781,1.021
45.811,1.021
45.841,1.022
45.871,1.022
45.901,1.017
45.931,1.022
45.961,1.023
45.991,1.015
46.021,1.021
46.051,1.025
46.081,1.019
46.111,1.022
46.141,1.025
46.171,1.023
46.201,1.022
46.231,1.021
46.261,1.021
46.291,1.021
46.321,1.021
46.351,1.021
46.381,1.016
46.411,1.020
46.441,1.020
46.471,1.021
46.501,1.023
46.531,1.023
46.561,1.017
46.591,1.021
46.621,1.021
46.651,1.027
46.681,1.021
46.711,1.021
46.741,1.022
46.771,1.021
46.801,1.021
46.831,1.020
46.861,1.023
46.891,1.015
46.921,1.023
46.951,1.018
46.981,1.017
47.011,1.020
47.041,1.024
47.071,1.022
47.101,1.022
47.131,1.021
47.161,1.022
47.191,1.023
47.221,1.022
47.251,1.021
47.281,1.022
47.311,1.021
47.341,1.019
47.371,1.020
47.401,1.023
47.431,1.021
47.461,1.020
47.491,1.017
47.521,1.027
47.551,1.022
47.581,1.019
47.611,1.022
47.641,1.021
47.671,1.020
47.701,1.021
47.731,1.020
47.761,1.017
47.791,1.022
47.821,1.021
47.851,1.021
47.881,1.021
47.911,1.021
47.941,1.026
47.971,1.021
48.001,1.022
48.031,1.020
48.061,1.021
48.091,1.021
48.121,1.021
48.151,1.024
48.181,1.021
48.211,1.021
48.241,1.020
48.271,1.020
48.301,1.020
48.331,1.019
48.361,1.022
48.391,1.024
48.421,1.017
48.451,1.019
48.481,1.023
48.511,1.025
48.541,1.023
48.571,1.021
48.601,1.020
48.631,1.018
48.661,1.021
48.691,1.026
48.721,1.014
48.751,1.020
48.781,1.021
48.811,1.022
48.841,1.021
48.871,1.021
48.901,1.019
48.931,1.020
48.961,1.019
48.991,1.018
49.021,1.020
49.051,1.022
49.081,1.024
49.111,1.023
49.141,1.015
49.171,1.021
49.201,1.024
49.231,1.021
49.261,1.019
49.291,1.023
49.321,1.021
49.351,1.018
49.381,1.023
49.411,1.019
49.441,1.025
49.471,1.020
49.501,1.025
49.531,1.022
49.561,1.017
49.591,1.021
49.621,1.021
49.651,1.021
49.681,1.021
49.711,1.021
49.741,1.021
49.771,1.024
49.801,1.022
49.831,1.024
49.861,1.022
49.891,1.018
49.921,1.022
49.951,1.026
49.981,1.017
50.011,1.021
50.041,1.025
50.071,1.024
50.101,1.016
50.131,1.021
50.161,1.024
50.191,1.022
50.221,1.020
50.251,1.021
50.281,1.026
50.311,1.022
50.341,1.022
50.371,1.020
50.401,1.022
50.431,1.020
50.461,1.023
50.491,1.023
50.521,1.021
50.551,1.022
50.581,1.019
50.611,1.021
50.641,1.022
50.671,1.020
50.701,1.021
50.731,1.021
50.761,1.020
50.791,1.022
50.821,1.021
50.851,1.023
50.881,1.017
50.911,1.023
50.941,1.021
50.971,1.019
51.001,1.020
51.031,1.021
51.061,1.021
51.091,1.024
51.121,1.020
51.151,1.013
51.181,1.025
51.211,1.025
51.241,1.020
51.271,1.017
51.301,1.023
51.331,1.021
51.361,1.020
51.391,1.020
51.421,1.021
51.451,1.021
51.481,1.020
51.511,1.021
51.541,1.020
51.571,1.019
51.601,1.019
51.631,1.020
51.661,1.024
51.691,1.023
51.721,1.023
51.751,1.023
51.781,1.020
51.811,1.017
51.841,1.021
51.871,1.024
51.901,1.022
51.931,1.022
51.961,1.025
51.991,1.019
52.021,1.027
52.051,1.018
52.081,1.018
52.111,1.021
52.141,1.021
52.171,1.022
52.201,1.024
52.231,1.021
52.261,1.018
52.291,1.018
52.321,1.021
52.351,1.022
52.381,1.020
52.411,1.021
52.441,1.018
52.471,1.023
52.501,1.024
52.531,1.021
52.561,1.021
52.591,1.021
52.621,1.023
52.651,1.022
52.681,1.020
52.711,1.021
52.741,1.022
52.771,1.017
52.801,1.024
52.831,1.018
52.861,1.023
52.891,1.021
52.921,1.021
52.951,1.021
52.981,1.019
53.011,1.022
53.041,1.021
53.071,1.020
53.101,1.024
53.131,1.021
53.161,1.021
53.191,1.021
53.221,1.021
53.251,1.021
53.281,1.018
53.311,1.022
53.341,1.022
53.371,1.024
53.401,1.020
53.431,1.021
53.461,1.019
53.491,1.021
53.521,1.021
53.551,1.022
53.581,1.024
53.611,1.016
53.641,1.023
53.671,1.020
53.701,1.019
53.731,1.020
53.761,1.020
53.791,1.025
53.821,1.023
53.851,1.020
53.881,1.022
53.911,1.021
53.941,1.021
53.971,1.022
54.001,1.020
54.031,1.018
54.061,1.020
54.091,1.021
54.121,1.025
54.151,1.021
54.181,1.022
54.211,1.017
54.241,1.022
54.271,1.021
54.301,1.019
54.331,1.023
54.361,1.025
54.391,1.020
54.421,1.019
54.451,1.019
54.481,1.019
54.511,1.021
54.541,1.023
54.571,1.019
54.601,1.021
54.631,1.021
54.661,1.021
54.691,1.020
54.721,1.021
54.751,1.020
54.781,1.020
54.811,1.021
54.841,1.019
54.871,1.019
54.901,1.021
54.931,1.021
54.961,1.022
54.991,1.020
55.021,1.020
55.051,1.025
55.081,1.025
55.111,1.021
55.141,1.016
55.171,1.019
55.201,1.021
55.231,1.021
55.261,1.021
55.291,1.015
55.321,1.022
55.351,1.019
55.381,1.027
55.411,1.020
55.441,1.018
55.471,1.021
55.501,1.021
55.531,1.021
55.561,1.024
55.591,1.021
55.621,1.021
55.651,1.022
55.681,1.020
55.711,1.020
55.741,1.020
55.771,1.023
55.801,1.021
55.831,1.023
55.861,1.022
55.891,1.020
55.921,1.021
55.951,1.021
55.981,1.021
56.011,1.020
56.041,1.024
56.071,1.013
56.101,1.025
56.131,1.021
56.161,1.018
56.191,1.021
56.221,1.021
56.251,1.023
56.281,1.021
56.311,1.022
56.341,1.019
56.371,1.022
56.401,1.023
56.431,1.020
56.461,1.021
56.491,1.018
56.521,1.023
56.551,1.021
56.581,1.025
56.611,1.021
56.641,1.020
56.671,1.021
56.701,1.023
56.731,1.021
56.761,1.023
56.791,1.021
56.821,1.016
56.851,1.019
56.881,1.021
56.911,1.019
56.941,1.021
56.971,1.022
57.001,1.023
