df_hash,22ZHK4.6K1ZK0
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.U0TA
person_label,v114
date_time_start,2026-03-10_16-38-29.786000_+03
date_time_start_unix,1773146309.786
date_time_end,2026-03-10_16-44-01.631000_+03
length_difference_noticed,no

time,heart_rate
8.610,48
9.488,48
10.706,48
11.633,48
12.461,48
13.680,48
14.558,78
15.461,80
16.654,82
17.532,83
18.409,82
19.628,81
20.508,82
21.483,82
22.602,81
23.532,81
24.406,81
25.577,81
26.502,81
27.383,81
28.550,80
29.525,79
30.354,79
31.572,79
32.451,79
33.327,79
34.546,79
35.424,79
36.301,79
37.520,79
38.398,79
39.325,79
40.494,79
41.376,79
42.369,79
43.468,79
44.382,79
45.272,79
46.449,79
47.348,79
48.246,79
49.416,53
52.439,40
53.317,40
54.194,40
55.368,45
56.290,43
57.170,42
58.386,42
59.265,44
61.385,37
62.238,36
63.183,48
64.334,41
65.412,48
66.138,49
67.308,50
68.186,48
69.115,60
70.282,55
71.320,54
72.087,54
73.270,54
74.198,54
75.062,54
76.230,54
77.156,54
78.034,54
79.205,55
80.130,58
81.105,61
82.229,59
83.104,58
84.007,58
85.200,58
86.079,58
87.004,58
88.174,58
89.055,58
89.978,58
91.148,58
92.028,54
92.952,52
94.148,53
95.048,52
95.926,52
97.125,52
98.023,52
98.900,52
100.070,52
100.996,53
101.902,52
103.116,52
104.019,52
104.874,52
106.067,49
106.950,50
107.878,50
109.040,50
109.921,49
110.844,49
112.014,49
112.945,49
113.818,49
115.086,49
115.914,49
116.795,56
118.011,59
118.840,56
119.766,55
120.936,55
121.814,55
122.740,55
123.912,55
124.838,55
125.714,55
126.890,55
127.810,55
128.688,55
129.882,55
130.784,55
131.662,55
132.880,54
133.758,53
134.637,53
135.878,53
136.732,53
137.615,53
138.874,53
139.715,53
140.608,62
141.802,58
142.682,57
143.606,57
144.776,57
145.691,57
146.580,57
147.750,59
148.688,58
149.554,57
150.873,56
151.650,56
152.541,56
153.698,56
154.721,56
155.501,56
157.112,56
157.621,56
158.524,56
159.694,56
160.572,54
161.486,54
162.669,54
163.546,54
164.472,54
165.642,56
166.520,55
167.460,54
168.616,54
169.791,54
170.420,54
171.982,54
172.516,54
173.394,54
174.564,54
175.513,54
176.371,54
177.979,54
178.464,54
179.345,54
180.638,54
196.360,77
197.233,77
198.452,76
199.330,76
200.207,76
201.383,76
202.304,76
203.181,76
204.400,76
205.278,76
206.161,76
207.471,76
208.259,79
209.153,81
210.358,81
211.372,80
212.103,80
213.322,80
214.199,80
215.126,80
216.301,80
217.173,80
218.100,80
219.309,80
220.147,80
221.073,80
222.245,80
223.171,73
224.047,71
225.217,80
226.144,84
227.021,84
228.191,82
229.118,82
229.995,82
231.214,82
232.150,82
232.969,82
234.188,82
235.065,82
236.014,82
237.162,82
238.091,82
238.917,78
240.331,80
241.112,79
241.940,79
243.110,79
243.987,79
244.915,79
246.084,79
246.962,79
247.887,79
249.069,79
249.984,79
250.861,79
252.031,79
252.958,79
253.836,79
255.054,79
255.931,79
256.809,79
258.077,79
258.940,53
