df_hash,22ZHK4.6K1ZK0
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.U0TA
person_label,v114
date_time_start,2026-03-10_16-38-29.786000_+03
date_time_start_unix,1773146309.786
date_time_end,2026-03-10_16-44-01.631000_+03
length_difference_noticed,no

time,temperature
4.407,34.156
5.393,34.125
6.368,34.094
7.418,34.125
8.367,34.125
9.390,34.062
10.365,34.062
11.389,34.062
12.413,34.094
13.534,34.125
14.363,34.125
15.387,34.188
16.511,34.219
17.386,34.156
18.361,34.125
19.433,34.125
20.360,34.125
21.383,34.156
22.361,34.125
23.383,34.125
24.358,34.125
25.409,34.125
26.357,34.125
27.380,34.125
28.505,34.156
29.379,34.156
30.452,34.156
31.379,34.156
32.353,34.188
33.377,34.188
34.352,34.156
35.408,34.156
36.399,34.156
37.379,34.188
38.352,34.188
39.428,34.219
40.400,34.250
41.372,34.219
42.416,34.219
43.422,34.250
44.394,34.281
45.370,34.281
46.398,34.281
47.381,34.219
48.545,34.219
49.368,34.219
50.349,34.188
51.367,34.219
52.390,34.250
53.365,34.250
54.389,34.219
55.364,34.219
56.391,34.250
57.367,34.281
58.682,34.281
59.559,34.281
60.389,34.281
61.609,34.281
62.385,34.250
63.360,34.250
64.383,34.250
65.528,34.250
66.382,34.250
67.357,34.250
68.381,34.250
69.368,34.312
70.380,34.312
71.461,34.312
72.389,34.344
73.354,34.344
74.378,34.406
75.435,34.406
76.412,34.375
77.400,34.406
78.375,34.406
79.351,34.406
80.426,34.406
81.352,34.438
82.381,34.469
83.348,34.500
84.372,34.500
85.396,34.500
86.370,34.500
87.346,34.469
88.418,34.500
89.396,34.531
90.370,34.531
91.348,34.531
92.432,34.531
93.342,34.531
94.376,34.562
95.634,34.562
96.388,34.562
97.357,34.594
98.562,34.594
99.399,34.562
100.363,34.562
101.387,34.562
102.362,34.562
103.385,34.562
104.360,34.531
105.384,34.562
106.359,34.531
107.434,34.625
108.358,34.625
109.382,34.625
110.357,34.625
111.381,34.625
112.356,34.625
113.401,34.625
114.355,34.656
115.378,34.656
116.394,34.688
117.426,34.625
118.550,34.625
119.376,34.625
120.351,34.625
121.375,34.656
122.371,34.625
123.376,34.688
124.349,34.688
125.373,34.656
126.348,34.688
127.387,34.688
128.395,34.688
129.432,34.719
130.346,34.719
131.369,34.719
132.393,34.688
133.372,34.625
134.343,34.625
135.367,34.656
136.342,34.625
137.366,34.625
138.538,34.656
139.413,34.656
140.340,34.688
141.364,34.688
142.339,34.719
143.368,34.719
144.340,34.750
145.368,34.719
146.336,34.750
147.360,34.812
148.388,34.906
149.360,34.906
150.401,34.906
151.385,34.906
152.381,34.875
153.358,34.875
154.397,34.844
155.404,34.875
156.384,34.875
157.361,34.875
158.378,34.750
159.357,34.750
160.377,34.812
161.352,34.781
162.375,34.812
163.351,34.844
164.385,34.844
165.451,34.875
166.374,34.875
167.359,34.906
168.403,34.906
169.348,34.875
170.403,34.812
171.358,34.812
172.370,34.844
173.345,34.844
174.418,34.875
175.352,34.844
176.367,34.844
177.343,34.812
178.416,34.812
179.398,34.844
180.414,34.875
181.341,34.875
182.365,34.875
183.485,34.844
184.363,34.875
185.341,34.875
186.411,34.906
187.386,34.875
188.361,34.906
189.336,34.906
190.388,34.906
191.335,34.906
192.359,34.906
193.334,34.906
194.358,34.938
195.383,34.938
196.625,34.906
197.380,34.906
198.355,34.875
199.379,34.875
200.357,34.844
201.378,34.875
202.353,34.875
203.377,34.906
204.362,34.875
205.375,34.906
206.351,34.906
207.374,35.000
208.358,35.031
209.373,35.062
210.505,35.062
211.383,35.094
212.349,35.062
213.371,35.062
214.346,35.094
215.370,35.094
216.640,35.125
217.369,35.031
218.345,35.062
219.368,35.062
220.343,35.062
221.419,35.031
222.342,35.031
223.367,35.062
224.440,35.062
225.364,35.062
226.343,35.062
227.389,35.062
228.338,35.031
229.362,35.031
230.339,35.031
231.360,35.062
232.436,35.062
233.360,35.062
234.581,35.031
235.358,35.031
236.384,35.031
237.750,35.062
238.552,35.062
239.453,35.094
240.343,35.094
241.358,35.094
242.379,35.062
243.403,35.094
244.426,35.125
245.353,35.156
246.376,35.188
247.351,35.188
248.768,35.094
249.450,35.094
250.377,35.125
251.353,35.125
252.373,35.188
253.740,35.156
254.372,35.125
255.347,35.156
256.372,35.250
257.346,35.281
258.616,35.344
259.737,35.344
260.369,35.312
261.344,35.344
262.393,35.312
263.346,35.344
264.366,35.375
265.636,35.375
266.365,35.250
267.340,35.281
268.364,35.312
269.339,35.344
270.363,35.344
271.340,35.344
272.377,35.344
273.340,35.312
274.604,35.250
275.581,35.250
276.361,35.250
277.334,35.219
278.358,35.219
279.336,35.219
280.388,35.219
281.578,35.219
282.356,35.188
283.331,35.219
284.354,35.219
285.330,35.188
286.359,35.188
287.329,35.188
288.352,35.188
289.327,35.188
290.351,35.188
291.329,35.219
292.350,35.219
293.374,35.219
294.349,35.219
295.373,35.219
296.372,35.219
297.380,35.250
298.347,35.250
299.372,35.250
300.419,35.250
301.369,35.250
302.344,35.281
303.416,35.375
304.343,35.438
305.368,35.469
306.404,35.469
307.366,35.469
308.341,35.469
309.365,35.469
310.340,35.438
311.363,35.406
312.339,35.406
313.411,35.312
314.338,35.281
315.370,35.281
316.336,35.312
317.360,35.344
318.335,35.375
319.386,35.344
320.531,35.375
321.357,35.375
322.383,35.438
323.357,35.469
324.332,35.406
325.356,35.406
326.410,35.406
