df_hash,22ZHK4.6K1ZK0
56.214,1.009
56.244,1.013
56.274,1.017
56.304,1.009
56.334,1.012
56.364,1.010
56.394,1.012
56.424,1.005
56.454,1.002
56.484,1.015
56.514,1.016
56.544,1.012
56.574,1.014
56.604,1.010
56.634,1.008
56.664,1.015
56.694,1.007
56.724,1.009
56.754,1.015
56.784,1.012
56.814,1.011
56.844,1.013
56.874,1.013
56.904,1.011
56.934,1.005
56.964,0.993
56.994,1.011
57.024,1.010
57.054,1.020
57.084,1.014
57.114,1.023
57.144,1.032
57.174,1.012
57.204,1.016
57.234,1.001
57.264,1.030
57.294,1.020
57.324,1.004
57.354,1.018
57.384,1.005
57.414,1.002
57.444,1.009
57.474,1.009
57.504,1.012
57.534,1.008
57.564,0.980
57.594,1.041
57.624,1.018
57.654,1.012
57.684,1.013
57.714,1.028
57.744,1.014
57.774,1.013
57.804,1.021
57.834,1.004
57.864,1.020
57.894,1.015
57.924,0.992
57.954,0.974
57.984,1.019
58.014,1.056
58.044,1.043
58.074,1.017
58.104,1.011
58.134,0.989
58.164,0.969
58.194,0.964
58.224,0.987
58.254,1.003
58.284,1.014
58.314,1.018
58.344,1.033
58.374,1.040
58.404,1.028
58.434,0.998
58.464,1.001
58.494,1.006
58.524,1.008
58.554,1.008
58.584,1.021
58.614,1.019
58.644,1.001
58.674,1.011
58.704,1.017
58.734,1.020
58.764,1.020
58.794,1.019
58.824,1.016
58.854,1.027
58.884,1.015
58.914,1.030
58.944,1.021
58.974,1.022
59.004,1.027
59.034,1.028
59.064,1.012
59.094,1.009
59.124,1.023
59.154,1.022
59.184,1.021
59.214,1.012
59.244,1.012
59.274,1.015
59.304,1.009
59.334,1.012
59.364,1.007
59.394,1.010
59.424,1.020
59.454,1.015
59.484,1.014
59.514,1.014
59.544,1.013
59.574,1.011
59.604,1.014
59.634,1.018
59.664,1.005
59.694,1.011
59.724,1.017
59.754,1.012
59.784,1.016
59.814,1.011
59.844,1.021
59.874,1.030
59.904,1.026
59.934,1.021
59.964,1.016
59.994,1.005
60.024,1.012
60.054,1.016
60.084,1.016
60.114,1.012
60.144,1.006
60.174,0.997
60.204,1.004
60.234,1.021
60.264,1.019
60.294,1.009
60.324,1.004
60.354,1.011
60.384,1.016
60.414,1.015
60.444,1.011
60.474,1.009
60.504,1.013
60.534,1.013
60.564,1.008
60.594,1.009
60.624,1.012
60.654,1.012
60.684,1.018
60.714,1.020
60.744,1.020
60.774,1.014
60.804,1.023
60.834,1.016
60.864,1.012
60.894,1.025
60.924,1.018
60.954,1.022
60.984,1.024
61.014,1.035
61.044,1.054
61.074,1.069
61.104,1.076
61.134,1.061
61.164,1.016
61.194,1.010
61.224,1.012
61.254,0.999
61.284,0.991
61.314,0.992
61.344,0.980
61.374,0.982
61.404,0.998
61.434,0.989
61.464,0.997
61.494,0.979
61.524,0.978
61.554,0.984
61.584,0.990
61.614,0.996
61.644,1.017
61.674,1.018
61.704,0.998
61.734,0.996
61.764,0.992
61.794,0.993
61.824,0.981
61.854,0.946
61.884,0.961
61.914,0.986
61.944,0.994
61.974,1.032
62.004,1.025
62.034,1.040
62.064,1.045
62.094,1.032
62.124,1.022
62.154,1.010
62.184,0.995
62.214,1.011
62.244,1.036
62.274,1.026
62.304,1.022
62.334,1.019
62.364,1.016
62.394,1.014
62.424,1.015
62.454,1.018
62.484,1.012
62.514,1.019
62.544,1.035
62.574,1.021
62.604,1.008
62.634,1.011
62.664,1.010
62.694,1.013
62.724,1.007
62.754,1.014
62.784,1.017
62.814,1.019
62.844,1.020
62.874,1.016
62.904,1.016
62.934,1.010
62.964,1.009
62.994,1.007
63.024,1.011
63.054,1.019
63.084,1.022
63.114,1.015
63.144,1.009
63.174,1.009
63.204,1.015
63.234,1.018
63.264,1.008
63.294,1.011
63.324,1.010
63.354,1.010
63.384,1.014
63.414,1.011
63.444,1.013
63.474,1.006
63.504,1.003
63.534,1.012
63.564,1.001
63.594,1.006
63.624,1.015
63.654,1.017
63.684,1.014
63.714,1.018
63.744,1.015
63.774,1.015
63.804,1.004
63.834,1.009
63.864,1.012
63.894,1.012
63.924,1.014
63.954,1.017
63.984,1.021
64.014,1.016
64.044,1.010
64.074,1.018
64.104,1.011
64.134,1.017
64.164,1.013
64.194,1.005
64.224,1.020
64.254,1.015
64.284,1.006
64.314,1.001
64.344,1.014
64.374,1.008
64.404,1.009
64.434,1.005
64.464,1.009
64.494,1.002
64.524,1.002
64.554,1.005
64.584,1.008
64.614,1.011
64.644,1.015
64.674,1.018
64.704,1.015
64.734,1.021
64.764,1.014
64.794,1.019
64.824,1.017
64.854,1.010
64.884,1.014
64.914,1.002
64.944,1.005
64.974,1.009
65.004,1.011
65.034,1.019
65.064,1.014
65.094,1.012
65.124,1.010
65.154,1.013
65.184,1.013
65.214,1.010
65.244,1.013
65.274,1.012
65.304,1.013
65.334,1.006
65.364,1.011
65.394,1.008
65.424,1.008
65.454,1.008
65.484,1.015
65.514,1.020
65.544,1.006
65.574,1.013
65.604,1.022
65.634,1.018
65.664,1.011
65.694,1.014
65.724,1.012
65.754,1.014
65.784,1.015
65.814,1.007
65.844,1.004
65.874,1.017
65.904,1.017
65.934,1.012
65.964,1.008
65.994,1.007
66.024,1.000
66.054,1.001
66.084,1.012
66.114,1.020
66.144,1.017
66.174,1.010
66.204,1.013
66.234,1.021
66.264,1.021
66.294,1.021
66.324,1.005
66.354,1.011
66.384,1.008
66.414,1.017
66.444,1.023
66.474,1.015
66.504,1.010
66.534,1.019
66.564,1.010
66.594,1.026
66.624,1.017
66.654,1.020
66.684,1.010
66.714,1.005
66.744,0.999
66.774,1.006
66.804,1.016
66.834,1.020
66.864,1.017
66.894,1.023
66.924,1.041
66.954,1.051
66.984,1.020
67.014,1.017
67.044,1.020
67.074,1.014
67.104,1.008
67.134,1.011
67.164,1.010
67.194,0.996
67.224,1.005
67.254,1.015
67.284,1.013
67.314,1.016
67.344,1.008
67.374,1.009
67.404,1.004
67.434,0.996
67.464,0.996
67.494,1.002
67.524,1.004
67.554,1.011
67.584,1.019
67.614,0.992
67.644,1.002
67.674,0.981
67.704,0.986
67.734,0.999
67.764,1.008
67.794,1.018
67.824,0.982
67.854,0.984
67.884,1.017
67.914,1.015
67.944,1.017
67.974,1.003
68.004,1.015
68.034,0.994
68.064,0.997
68.094,0.997
68.124,1.008
68.154,1.018
68.184,1.019
68.214,1.037
68.244,1.021
68.274,1.020
68.304,1.011
68.334,1.002
68.364,1.009
68.394,1.017
68.424,1.007
68.454,1.005
68.484,1.007
68.514,1.007
68.544,1.015
68.574,1.009
68.604,1.007
68.634,1.014
68.664,1.011
68.694,1.008
68.724,1.000
68.754,1.006
68.784,1.002
68.814,1.000
68.844,1.006
68.874,1.013
68.904,1.008
68.934,1.001
68.964,1.007
68.994,1.013
69.024,1.009
69.054,1.005
69.084,1.011
69.114,1.010
69.144,1.007
69.174,1.011
69.204,1.006
69.234,1.003
69.264,1.006
69.294,1.004
69.324,1.009
69.354,1.002
69.384,1.002
69.414,1.009
69.444,1.007
69.474,1.006
69.504,1.004
69.534,1.012
69.564,1.012
69.594,1.010
69.624,1.008
69.654,1.009
69.684,1.002
69.714,1.004
69.744,1.005
69.774,1.005
69.804,1.008
69.834,1.004
69.864,1.005
69.894,1.006
69.924,1.010
69.954,1.008
69.984,1.008
70.014,1.014
70.044,1.012
70.074,1.005
70.104,1.006
70.134,1.007
70.164,1.005
70.194,1.005
70.224,1.008
70.254,1.006
70.284,1.006
70.314,1.008
70.344,1.011
70.374,1.012
70.404,1.011
70.434,1.007
70.464,1.006
70.494,1.005
70.524,1.008
70.554,1.006
70.584,1.010
70.614,1.009
70.644,1.009
70.674,1.008
70.704,1.009
70.734,1.007
70.764,1.011
70.794,1.005
70.824,1.006
70.854,1.005
70.884,1.015
70.914,1.011
70.944,1.011
70.974,1.013
71.004,1.002
71.034,1.005
71.064,1.014
71.094,1.008
71.124,1.010
71.154,1.007
71.184,1.010
71.214,1.011
71.244,1.012
71.274,1.010
71.304,1.012
71.334,1.006
71.364,1.005
71.394,1.000
71.424,1.005
71.454,1.007
71.484,1.007
71.514,1.003
71.544,1.009
71.574,1.018
71.604,1.017
71.634,0.999
71.664,1.000
71.694,1.000
71.724,1.003
71.754,0.998
71.784,1.010
71.814,0.993
71.844,1.012
71.874,1.015
71.904,1.012
71.934,1.013
71.964,1.021
71.994,1.021
72.024,1.026
72.054,1.020
72.084,1.017
72.114,1.005
72.144,0.997
72.174,1.008
72.204,1.008
72.234,1.010
72.264,1.012
72.294,1.011
72.324,1.010
72.354,1.008
72.384,1.008
72.414,1.009
72.444,1.008
72.474,1.005
72.504,1.012
72.534,1.007
72.564,1.017
72.594,1.020
72.624,1.014
72.654,1.010
72.684,1.008
72.714,1.014
72.744,1.014
72.774,1.009
72.804,1.011
72.834,1.002
72.864,1.000
72.894,1.011
72.924,1.014
72.954,1.014
72.984,1.002
73.014,1.008
73.044,1.014
73.074,1.012
73.104,1.011
73.134,1.012
73.164,1.009
73.194,1.011
73.224,1.012
73.254,1.014
73.284,1.009
73.314,1.008
73.344,1.004
73.374,1.009
73.404,1.009
73.434,1.010
73.464,1.015
73.494,1.013
73.524,1.010
73.554,1.009
73.584,1.008
73.614,1.010
73.644,1.009
73.674,1.006
73.704,1.008
73.734,1.012
73.764,1.016
73.794,1.020
73.824,1.012
73.854,1.005
73.884,1.006
73.914,1.014
73.944,1.012
73.974,1.004
74.004,1.002
74.034,1.002
74.064,1.008
74.094,1.017
74.124,1.014
74.154,1.011
74.184,1.013
74.214,1.011
74.244,1.005
74.274,1.009
74.304,1.016
74.334,1.013
74.364,1.007
74.394,1.014
74.424,1.013
74.454,1.010
74.484,1.016
74.514,1.014
74.544,1.011
74.574,1.009
74.604,1.011
74.634,1.006
74.664,1.006
74.694,1.005
74.724,1.008
74.754,1.019
74.784,1.016
74.814,1.020
74.844,1.014
74.874,1.016
74.904,1.007
74.934,1.003
74.964,1.005
74.994,1.011
75.024,1.021
75.054,1.009
75.084,1.009
75.114,1.012
75.144,1.011
75.174,1.015
75.204,1.012
75.234,1.006
75.264,1.004
75.294,1.003
75.324,1.011
75.354,1.009
75.384,1.015
75.414,1.014
75.444,1.006
75.474,1.009
75.504,1.011
75.534,1.012
75.564,1.018
75.594,1.008
75.624,1.007
75.654,1.015
75.684,1.011
75.714,1.017
75.744,1.021
75.774,1.031
75.804,1.022
75.834,1.018
75.864,1.023
75.894,1.022
75.924,1.019
75.954,1.023
75.984,1.015
76.014,1.013
76.044,1.002
76.074,1.001
76.104,1.002
76.134,0.988
76.164,0.989
76.194,0.982
76.224,0.984
76.254,0.990
76.284,0.996
76.314,0.997
76.344,0.990
76.374,0.998
76.404,1.007
76.434,1.008
76.464,1.020
76.494,1.011
76.524,1.011
76.554,0.994
76.584,0.976
76.614,0.990
76.644,1.000
76.674,1.021
76.704,1.021
76.734,1.025
76.764,1.022
76.794,1.026
76.824,1.034
76.854,1.029
76.884,1.027
76.914,1.014
76.944,1.005
76.974,1.001
77.004,1.014
77.034,1.018
77.064,1.016
77.094,1.014
77.124,1.002
77.154,1.001
77.184,1.009
77.214,1.015
77.244,1.007
77.274,1.010
77.304,1.005
77.334,0.999
77.364,0.998
77.394,1.000
77.424,0.999
77.454,1.012
77.484,1.014
77.514,1.014
77.544,1.011
77.574,1.001
77.604,1.002
77.634,1.014
77.664,1.012
77.694,1.012
77.724,1.003
77.754,1.004
77.784,1.013
77.814,1.007
77.844,1.007
77.874,1.012
77.904,1.016
77.934,1.018
77.964,1.020
77.994,1.003
78.024,1.004
78.054,1.011
78.084,1.012
78.114,1.015
78.144,1.007
78.174,1.003
78.204,1.006
78.234,1.007
78.264,1.010
78.294,1.007
78.324,1.004
78.354,1.003
78.384,1.007
78.414,1.004
78.444,1.005
78.474,1.007
78.504,1.010
78.534,1.008
78.564,1.008
78.594,1.013
78.624,1.010
78.654,1.012
78.684,1.019
78.714,1.012
78.744,1.005
78.774,1.003
78.804,1.013
78.834,1.018
78.864,1.005
78.894,1.003
78.924,1.012
78.954,1.017
78.984,1.017
79.014,1.012
79.044,1.021
79.074,1.021
79.104,1.024
79.134,1.023
79.164,1.018
79.194,1.016
79.224,1.011
79.254,1.008
79.284,1.003
79.314,1.000
79.344,0.983
79.374,0.981
79.404,0.984
79.434,0.984
79.464,0.990
79.494,1.003
79.524,1.017
79.554,1.019
79.584,1.021
79.614,1.008
79.644,0.986
79.674,0.989
79.704,0.972
79.734,0.999
79.764,1.013
79.794,1.019
79.824,0.992
79.854,1.003
79.884,0.981
79.914,0.995
79.944,0.981
79.974,1.016
80.004,1.006
80.034,1.013
80.064,1.018
80.094,1.016
80.124,1.019
80.154,1.018
80.184,1.013
80.214,1.015
80.244,1.018
80.274,1.012
80.304,1.007
80.334,1.022
80.364,1.012
80.394,1.011
80.424,1.010
80.454,1.010
80.484,1.000
80.514,0.996
80.544,1.012
80.574,1.008
80.604,1.011
80.634,1.006
80.664,1.003
80.694,1.001
80.724,1.000
80.754,1.013
80.784,1.008
80.814,1.004
80.844,1.006
80.874,1.003
80.904,0.996
80.934,1.003
80.964,1.004
80.994,1.009
81.024,1.022
81.054,1.016
81.084,1.026
81.114,1.013
81.144,1.012
81.174,1.013
81.204,1.012
81.234,1.004
81.264,1.003
81.294,1.003
81.324,1.001
81.354,0.991
81.384,1.000
81.414,1.017
81.444,1.002
81.474,1.003
81.504,1.014
81.534,1.006
81.564,1.015
81.594,1.000
81.624,1.013
81.654,1.013
81.684,1.006
81.714,1.008
81.744,1.018
81.774,1.006
81.804,1.003
81.834,1.019
81.864,1.012
81.894,0.994
81.924,1.002
81.954,1.004
81.984,1.011
82.014,1.021
82.044,1.017
82.074,1.004
82.104,1.003
82.134,1.002
82.164,1.002
82.194,0.999
82.224,1.002
82.254,0.997
82.284,0.996
82.314,1.005
82.344,0.995
82.374,1.002
82.404,1.004
82.434,1.004
82.464,1.000
82.494,1.001
82.524,1.001
82.554,0.998
82.584,1.006
82.614,1.001
82.644,0.997
82.674,1.006
82.704,1.008
82.734,1.006
82.764,1.007
82.794,1.012
82.824,1.009
82.854,1.005
82.884,1.008
82.914,1.021
82.944,1.015
82.974,0.999
83.004,1.000
83.034,1.000
83.064,1.004
83.094,1.000
83.124,1.012
83.154,1.012
83.184,1.000
83.214,1.005
83.244,1.002
83.274,1.012
83.304,1.001
83.334,1.008
83.364,1.022
83.394,1.042
83.424,1.020
83.454,1.014
83.484,1.021
83.514,1.014
83.544,1.009
83.574,0.987
83.604,0.992
83.634,1.021
83.664,1.013
83.694,0.998
83.724,1.004
83.754,1.004
83.784,0.988
83.814,0.993
83.844,0.991
83.874,0.990
83.904,1.001
83.934,0.994
83.964,0.999
83.994,1.008
84.024,0.999
84.054,1.003
84.084,1.003
84.114,1.007
84.144,1.008
84.174,1.000
84.204,1.008
84.234,1.001
84.264,1.005
84.294,1.004
84.324,1.000
84.354,1.009
84.384,0.999
84.414,1.006
84.444,1.003
84.474,1.003
84.504,1.013
84.534,1.006
84.564,0.998
84.594,1.010
84.624,1.009
84.654,1.007
84.684,1.004
84.714,1.002
84.744,1.006
84.774,0.998
84.804,1.001
84.834,1.007
84.864,1.005
84.894,1.007
84.924,1.002
84.954,0.994
84.984,1.000
85.014,1.004
85.044,1.016
85.074,1.022
85.104,1.003
85.134,1.009
85.164,0.994
85.194,1.013
85.224,1.010
85.254,0.998
85.284,0.996
85.314,1.001
85.344,1.006
85.374,0.996
85.404,0.997
85.434,1.006
85.464,1.001
85.494,1.003
85.524,1.000
85.554,1.002
85.584,1.001
85.614,0.997
85.644,1.004
85.674,1.002
85.704,1.001
85.734,1.001
85.764,1.001
85.794,0.991
85.824,0.993
85.854,1.005
85.884,0.993
85.914,1.000
85.944,0.999
85.974,1.005
86.004,1.007
86.034,1.004
86.064,0.996
86.094,0.996
86.124,1.006
86.154,1.021
86.184,1.010
86.214,1.007
86.244,1.000
86.274,1.013
86.304,1.003
86.334,1.001
86.364,1.009
86.394,1.012
86.424,0.998
86.454,0.995
86.484,1.014
86.514,0.988
86.544,0.978
86.574,0.976
86.604,1.000
86.634,0.998
86.664,1.007
86.694,1.017
86.724,1.003
86.754,1.013
86.784,1.004
86.814,1.007
86.844,1.008
86.874,1.006
86.904,1.011
86.934,1.018
86.964,1.008
86.994,1.001
87.024,0.990
87.054,1.000
87.084,0.997
87.114,1.025
87.144,1.029
87.174,1.023
87.204,1.017
87.234,1.009
87.264,1.002
87.294,1.006
87.324,1.012
87.354,1.006
87.384,0.999
87.414,1.003
87.444,1.007
87.474,0.972
87.504,0.974
87.534,0.972
87.564,0.989
87.594,1.005
87.624,1.031
87.654,1.024
87.684,1.021
87.714,1.021
87.744,1.049
87.774,1.016
87.804,0.992
87.834,0.984
87.864,0.999
87.894,0.979
87.924,0.986
87.954,0.980
87.984,1.012
88.014,1.030
88.044,0.972
88.074,0.982
88.104,0.967
88.134,1.078
88.164,1.208
88.194,1.249
88.224,1.282
88.254,1.281
88.284,1.178
88.314,1.098
88.344,0.968
88.374,0.851
88.404,0.813
88.434,0.751
88.464,0.728
88.494,0.735
88.524,0.879
88.554,0.960
88.584,0.999
88.614,1.080
88.644,1.084
88.674,1.041
88.704,0.982
88.734,0.971
88.764,0.980
88.794,1.003
88.824,0.978
88.854,1.006
88.884,1.020
88.914,1.037
88.944,0.984
88.974,0.978
89.004,0.965
89.034,0.955
89.064,0.955
89.094,0.970
89.124,0.988
89.154,1.009
89.184,1.005
89.214,0.985
89.244,1.017
89.274,1.028
89.304,1.032
89.334,1.031
89.364,1.041
89.394,1.042
89.424,1.041
89.454,1.039
89.484,1.034
89.514,1.031
89.544,1.010
89.574,1.002
89.604,0.995
89.634,1.002
89.664,0.993
89.694,1.012
89.724,1.010
89.754,0.992
89.784,0.995
89.814,0.995
89.844,0.997
89.874,0.997
89.904,0.995
89.934,0.995
89.964,1.009
89.994,0.999
90.024,1.003
90.054,0.998
90.084,1.004
90.114,0.996
90.144,1.007
90.174,1.009
90.204,0.995
90.234,0.998
90.264,0.995
90.294,1.002
90.324,1.003
90.354,0.994
90.384,1.002
90.414,1.004
90.444,1.006
90.474,1.013
90.504,1.006
90.534,1.001
90.564,1.006
90.594,1.005
90.624,0.993
90.654,1.004
90.684,1.018
90.714,1.020
90.744,1.017
90.774,1.021
90.804,1.006
90.834,1.017
90.864,1.021
90.894,0.998
90.924,1.015
90.954,0.995
90.984,1.002
91.014,0.983
91.044,0.983
91.074,0.992
91.104,0.992
91.134,0.990
91.164,0.999
91.194,0.994
91.224,0.978
91.254,0.969
91.284,0.976
91.314,0.987
91.344,0.998
91.374,1.002
91.404,0.999
91.434,0.978
91.464,0.988
91.494,0.993
91.524,0.999
91.554,1.003
91.584,0.992
91.614,0.999
91.644,0.997
91.674,0.996
91.704,0.994
91.734,0.993
91.764,1.008
91.794,1.005
91.824,1.000
91.854,1.009
91.884,1.006
91.914,1.004
91.944,0.997
91.974,1.001
92.004,0.989
92.034,0.999
92.064,1.005
92.094,0.990
92.124,0.966
92.154,0.987
92.184,1.000
92.214,1.005
92.244,1.014
92.274,1.020
92.304,1.015
92.334,1.005
92.364,0.980
92.394,0.984
92.424,0.993
92.454,0.979
92.484,0.996
92.514,0.995
92.544,0.986
92.574,1.001
92.604,0.998
92.634,0.994
92.664,0.969
92.694,0.991
92.724,0.992
92.754,1.006
92.784,1.007
92.814,1.015
92.844,0.994
92.874,0.987
92.904,0.995
92.934,0.993
92.964,0.997
92.994,1.003
93.024,1.022
93.054,1.010
93.084,0.999
93.114,1.002
93.144,0.991
93.174,0.998
93.204,1.002
93.234,1.005
93.264,1.024
93.294,1.009
93.324,1.016
93.354,0.974
93.384,1.013
93.414,1.027
93.444,1.029
93.474,1.023
93.504,1.049
93.534,1.010
93.564,0.994
93.594,1.007
93.624,1.004
93.654,1.021
93.684,1.022
93.714,1.028
93.744,1.005
93.774,0.992
93.804,0.983
93.834,1.006
93.864,1.021
93.894,1.002
93.924,1.007
93.954,0.999
93.984,1.006
94.014,0.996
94.044,1.008
94.074,1.001
94.104,0.996
94.134,1.000
94.164,1.005
94.194,0.988
94.224,0.995
94.254,0.986
94.284,0.996
94.314,1.000
94.344,1.000
94.374,1.006
94.404,1.006
94.434,1.000
94.464,0.993
94.494,1.000
94.524,1.003
94.554,1.009
94.584,1.007
94.614,0.999
94.644,1.001
94.674,1.000
94.704,1.013
94.734,1.005
94.764,1.006
94.794,1.018
94.824,1.005
94.854,1.005
94.884,0.994
94.914,0.994
94.944,1.007
94.974,1.016
95.004,0.984
95.034,1.002
95.064,1.016
95.094,0.989
95.124,1.003
95.154,0.992
95.184,0.984
95.214,1.001
95.244,1.002
95.274,1.014
95.304,1.024
95.334,1.025
95.364,0.992
95.394,0.997
95.424,1.002
95.454,0.998
95.484,1.029
95.514,0.992
95.544,1.005
95.574,1.019
95.604,1.014
95.634,1.006
95.664,1.011
95.694,1.008
95.724,1.022
95.754,1.005
95.784,1.009
95.814,1.006
95.844,1.007
95.874,1.008
95.904,1.012
95.934,1.014
95.964,1.013
95.994,1.006
96.024,1.007
96.054,1.007
96.084,1.003
96.114,1.013
96.144,1.009
96.174,1.012
96.204,1.006
96.234,1.002
96.264,1.007
96.294,1.008
96.324,1.010
96.354,0.999
96.384,1.008
96.414,1.013
96.444,1.009
96.474,1.009
96.504,1.011
96.534,1.008
96.564,1.011
96.594,1.014
96.624,1.008
96.654,1.009
96.684,1.014
96.714,1.009
96.744,1.004
96.774,1.005
96.804,1.004
96.834,1.005
96.864,1.004
96.894,1.005
96.924,1.010
96.954,1.010
96.984,1.008
97.014,1.011
97.044,1.004
97.074,1.006
97.104,1.007
97.134,1.000
97.164,1.003
97.194,1.009
97.224,1.007
97.254,1.004
97.284,1.017
97.314,1.003
97.344,1.007
97.374,1.014
97.404,1.012
97.434,1.014
97.464,1.011
97.494,1.015
97.524,1.014
97.554,1.016
97.584,1.016
97.614,1.010
97.644,1.010
97.674,1.007
97.704,1.013
97.734,1.009
97.764,1.003
97.794,1.000
97.824,0.989
97.854,0.985
97.884,1.000
97.914,0.993
97.944,0.998
97.974,1.002
98.004,1.001
98.034,1.004
98.064,1.003
98.094,1.006
98.124,1.010
98.154,1.014
98.184,1.019
98.214,1.024
98.244,1.018
98.274,1.020
98.304,1.021
98.334,1.030
98.364,1.020
98.394,1.022
98.424,1.023
98.454,1.019
98.484,1.005
98.514,1.005
98.544,1.001
98.574,0.988
98.604,0.975
98.634,0.982
98.664,0.983
98.694,0.987
98.724,0.994
98.754,0.975
98.784,0.982
98.814,0.985
98.844,0.988
98.874,0.995
98.904,0.995
98.934,0.992
98.964,0.999
98.994,0.994
99.024,0.994
99.054,0.994
99.084,1.008
99.114,1.015
99.144,0.999
99.174,0.991
99.204,0.977
99.234,0.983
99.264,0.983
99.294,0.984
99.324,0.967
99.354,0.965
99.384,0.980
99.414,0.997
99.444,0.984
99.474,0.989
99.504,1.005
99.534,0.989
99.564,1.002
99.594,1.006
99.624,1.014
99.654,1.014
99.684,1.012
99.714,1.036
99.744,1.019
99.774,1.022
99.804,1.033
99.834,1.027
99.864,1.030
99.894,1.019
99.924,1.050
99.954,1.032
99.984,1.036
100.014,1.018
100.044,1.012
100.074,1.001
100.104,1.002
100.134,1.013
100.164,1.012
100.194,0.989
100.224,0.988
100.254,0.998
100.284,0.997
100.314,1.005
100.344,1.004
100.374,0.999
100.404,1.013
100.434,1.005
100.464,1.000
100.494,1.009
100.524,1.007
100.554,1.010
100.584,1.016
100.614,1.010
100.644,1.006
100.674,0.995
100.704,0.984
100.734,0.999
100.764,1.037
100.794,1.018
100.824,1.017
100.854,1.005
100.884,1.028
100.914,1.017
100.944,1.004
100.974,0.997
101.004,1.003
101.034,0.983
101.064,0.982
101.094,1.006
101.124,1.000
101.154,0.999
101.184,0.995
101.214,1.011
101.244,1.017
101.274,1.010
101.304,0.983
101.334,0.969
101.364,0.983
101.394,0.980
101.424,0.990
101.454,1.003
101.484,1.025
101.514,1.019
101.544,1.017
101.574,0.995
101.604,0.994
101.634,1.013
101.664,0.997
101.694,1.008
101.724,0.998
101.754,0.991
101.784,0.984
101.814,0.995
101.844,0.987
101.874,0.999
101.904,0.988
101.934,0.990
101.964,0.995
101.994,0.999
102.024,1.016
102.054,1.026
102.084,1.019
102.114,1.005
102.144,1.000
102.174,1.003
102.204,1.006
102.234,1.009
102.264,1.017
102.294,1.003
102.324,1.010
102.354,1.014
102.384,1.023
102.414,1.017
102.444,1.007
102.474,1.009
102.504,1.002
102.534,1.008
102.564,1.009
102.594,1.005
102.624,1.004
102.654,1.007
102.684,1.012
102.714,1.013
102.744,1.008
102.774,1.008
102.804,1.003
102.834,1.007
102.864,1.002
102.894,1.009
102.924,1.006
102.954,1.008
102.984,1.013
103.014,1.011
103.044,1.006
103.074,1.005
103.104,1.010
103.134,1.006
103.164,1.004
103.194,1.009
103.224,1.013
103.254,1.006
103.284,1.006
103.314,1.006
103.344,1.004
103.374,1.002
103.404,1.008
103.434,1.008
103.464,0.995
103.494,1.002
103.524,1.005
103.554,1.007
103.584,1.005
103.614,1.011
103.644,1.020
103.674,1.018
103.704,1.012
103.734,1.012
103.764,1.013
103.794,1.011
103.824,1.005
103.854,1.000
103.884,0.999
103.914,1.006
103.944,1.009
103.974,1.006
104.004,1.011
104.034,1.000
104.064,0.998
104.094,1.013
104.124,1.004
104.154,1.000
104.184,0.999
104.214,1.002
104.244,0.981
104.274,0.968
104.304,0.961
104.334,0.967
104.364,0.946
104.394,0.952
104.424,0.956
104.454,0.981
104.484,1.044
104.514,1.085
104.544,1.094
104.574,1.108
104.604,1.104
104.634,1.097
104.664,1.099
104.694,1.090
104.724,1.069
104.754,1.028
104.784,1.031
104.814,1.041
104.844,1.043
104.874,1.043
104.904,1.031
104.934,1.028
104.964,1.032
104.994,1.020
105.024,1.032
105.054,1.009
105.084,1.026
105.114,1.030
105.144,1.022
105.174,1.034
105.204,1.026
105.234,1.004
105.264,1.027
105.294,1.028
105.324,1.032
105.354,1.022
105.384,1.013
105.414,1.001
105.444,1.033
105.474,1.037
105.504,1.023
105.534,1.030
105.564,1.021
105.594,1.009
105.624,1.016
105.654,1.015
105.684,1.019
105.714,1.031
105.744,1.014
105.774,1.006
105.804,1.029
105.834,1.021
105.864,1.015
105.894,1.030
105.924,1.026
105.954,1.024
105.984,1.015
106.014,1.013
106.044,1.003
106.074,1.027
106.104,1.022
106.134,1.012
106.164,1.021
106.194,1.034
106.224,1.020
106.254,1.028
106.284,1.031
106.314,1.012
106.344,1.015
106.374,1.017
106.404,1.021
106.434,1.020
106.464,1.020
106.494,1.021
106.524,1.028
106.554,1.024
106.584,1.026
106.614,1.021
106.644,1.029
106.674,1.032
106.704,1.030
106.734,1.031
106.764,1.027
106.794,1.023
106.824,1.029
106.854,1.028
106.884,1.024
106.914,1.028
106.944,1.032
106.974,1.028
107.004,1.032
107.034,1.033
107.064,1.023
107.094,1.022
107.124,1.022
107.154,1.021
107.184,1.014
107.214,1.026
107.244,1.024
107.274,1.021
107.304,1.021
107.334,1.025
107.364,1.023
107.394,1.023
107.424,1.022
107.454,1.029
107.484,1.036
107.514,1.044
107.544,1.048
107.574,1.043
107.604,1.048
107.634,1.049
107.664,1.033
107.694,1.049
107.724,1.039
107.754,1.007
107.784,1.009
107.814,0.991
107.844,1.014
107.874,1.020
107.904,1.012
107.934,0.989
107.964,1.006
107.994,1.002
108.024,1.025
108.054,1.033
108.084,1.009
108.114,1.018
108.144,1.000
108.174,1.000
108.204,0.994
108.234,0.992
108.264,1.005
108.294,1.013
108.324,1.029
108.354,1.020
108.384,1.015
108.414,1.019
108.444,1.017
108.474,1.018
108.504,1.016
108.534,0.990
108.564,0.984
108.594,1.001
