df_hash,22ZHK4.D641S7
141.536,0.997
141.566,1.005
141.596,0.996
141.626,0.996
141.656,0.998
141.686,0.999
141.716,1.000
141.746,1.000
141.776,0.997
141.806,0.997
141.836,0.999
141.866,0.998
141.896,0.998
141.926,0.998
141.956,0.995
141.986,1.000
142.016,0.999
142.046,1.000
142.076,0.995
142.106,1.000
142.136,1.001
142.166,0.997
142.196,1.004
142.226,0.996
142.256,1.000
142.286,1.003
142.316,0.997
142.346,0.998
142.376,0.999
142.406,0.996
142.436,0.999
142.466,1.000
142.496,1.001
142.526,0.992
142.556,1.007
142.586,1.000
142.616,0.994
142.646,0.999
142.676,1.000
142.706,0.997
142.736,0.999
142.766,0.997
142.796,1.002
142.826,1.001
142.856,0.999
142.886,0.998
142.916,1.000
142.946,0.997
142.976,0.999
143.006,1.001
143.036,1.004
143.066,1.000
143.096,0.997
143.126,0.999
143.156,0.992
143.186,1.001
143.216,1.007
143.246,0.999
143.276,0.998
143.306,0.998
143.336,1.000
143.366,0.998
143.396,1.001
143.426,1.003
143.456,0.992
143.486,1.006
143.516,0.997
143.546,0.998
143.576,0.999
143.606,1.000
143.636,1.001
143.666,1.000
143.696,0.998
143.726,1.000
143.756,1.000
143.786,1.002
143.816,1.000
143.846,0.999
143.876,0.998
143.906,0.999
143.936,0.999
143.966,1.000
143.996,0.996
144.026,1.001
144.056,0.994
144.086,0.999
144.116,1.005
144.146,0.999
144.176,0.999
144.206,1.001
144.236,0.996
144.266,0.995
144.296,0.999
144.326,1.005
144.356,1.000
144.386,0.999
144.416,1.002
144.446,1.000
144.476,0.997
144.506,1.000
144.536,0.998
144.566,1.000
144.596,1.001
144.626,0.999
144.656,1.002
144.686,1.001
144.716,0.999
144.746,0.997
144.776,0.996
144.806,1.000
144.836,0.998
144.866,1.000
144.896,0.999
144.926,0.999
144.956,0.998
144.986,1.005
145.016,0.998
145.046,1.000
145.076,1.003
145.106,0.999
145.136,0.999
145.166,0.998
145.196,0.997
145.226,0.998
145.256,0.997
145.286,1.001
145.316,0.999
145.346,1.002
145.376,1.000
145.406,0.998
145.436,0.999
145.466,1.001
145.496,1.000
145.526,1.001
145.556,1.000
145.586,1.000
145.616,0.997
145.646,1.000
145.676,0.999
145.706,0.998
145.736,1.000
145.766,1.000
145.796,1.002
145.826,1.000
145.856,1.002
145.886,1.001
145.916,0.997
145.946,1.005
145.976,0.993
146.006,0.999
146.036,1.004
146.066,1.000
146.096,1.000
146.126,0.999
146.156,1.001
146.186,0.997
146.216,1.000
146.246,1.003
146.276,1.002
146.306,1.005
146.336,1.000
146.366,0.996
146.396,1.002
146.426,1.001
146.456,1.000
146.486,1.001
146.516,0.999
146.546,1.000
146.576,1.000
146.606,0.996
146.636,1.000
146.666,0.997
146.696,0.996
146.726,1.000
146.756,1.001
146.786,0.998
146.816,1.002
146.846,0.996
146.876,0.999
146.906,1.007
146.936,0.998
146.966,0.998
146.996,0.998
147.026,0.999
147.056,0.999
147.086,1.000
147.116,1.001
147.146,0.999
147.176,1.005
147.206,1.001
147.236,0.996
147.266,0.999
147.296,1.001
147.326,1.001
147.356,1.002
147.386,0.999
147.416,1.000
147.446,1.000
147.476,1.001
147.506,1.000
147.536,1.000
147.566,0.999
147.596,1.001
147.626,0.998
147.656,0.997
147.686,1.000
147.716,0.996
147.746,1.004
147.776,0.996
147.806,0.995
147.836,1.007
147.866,0.997
147.896,1.000
147.926,0.998
147.956,1.000
147.986,0.999
148.016,0.999
148.046,1.001
148.076,1.002
148.106,0.998
148.136,1.003
148.166,0.996
148.196,0.998
148.226,1.002
148.256,0.999
148.286,1.004
148.316,1.001
148.346,0.997
148.376,0.999
148.406,1.000
148.436,0.998
148.466,1.000
148.496,0.997
148.526,0.999
148.556,0.998
148.586,1.001
148.616,0.999
148.646,1.002
148.676,1.001
148.706,0.998
148.736,1.001
148.766,0.997
148.796,1.007
148.826,1.000
148.856,1.000
148.886,0.998
148.916,0.999
148.946,0.998
148.976,1.000
149.006,1.001
149.036,1.007
149.066,0.995
149.096,1.004
149.126,1.000
149.156,0.996
149.186,1.000
149.216,1.002
149.246,1.002
149.276,1.003
149.306,0.998
149.336,1.002
149.366,1.001
149.396,0.997
149.426,0.999
149.456,0.999
149.486,1.002
149.516,0.999
149.546,0.998
149.576,1.002
149.606,1.002
149.636,1.002
149.666,1.000
149.696,0.990
149.726,1.000
149.756,1.007
149.786,0.998
149.816,1.002
149.846,0.999
149.876,0.997
149.906,0.999
149.936,1.005
149.966,1.003
149.996,0.998
150.026,1.005
150.056,1.001
150.086,0.997
150.116,1.002
150.146,0.997
150.176,1.001
150.206,1.000
150.236,1.001
150.266,1.001
150.296,1.001
150.326,0.999
150.356,0.999
150.386,1.002
150.416,0.998
150.446,1.001
150.476,0.999
150.506,1.003
150.536,1.003
150.566,0.996
150.596,1.002
150.626,1.005
150.656,1.001
150.686,0.998
150.716,1.003
150.746,0.999
150.776,0.998
150.806,1.005
150.836,1.004
150.866,1.002
150.896,1.002
150.926,0.997
150.956,0.994
150.986,0.999
151.016,1.002
151.046,1.001
151.076,1.001
151.106,0.996
151.136,1.002
151.166,0.999
151.196,1.004
151.226,1.000
151.256,0.997
151.286,1.000
151.316,1.001
151.346,0.998
151.376,0.999
151.406,1.000
151.436,1.000
151.466,1.006
151.496,1.000
151.526,1.005
151.556,1.003
151.586,1.001
151.616,1.004
151.646,1.003
151.676,0.996
151.706,0.996
151.736,1.000
151.766,1.004
151.796,1.002
151.826,1.001
151.856,1.000
151.886,0.996
151.916,1.003
151.946,1.002
151.976,1.002
152.006,1.000
152.036,1.001
152.066,0.999
152.096,1.001
152.126,1.000
152.156,1.000
152.186,1.002
152.216,1.000
152.246,0.999
152.276,1.000
152.306,1.003
152.336,0.999
152.366,1.000
152.396,1.000
152.426,0.996
152.456,1.000
152.486,1.009
152.516,1.002
152.546,1.002
152.576,1.001
152.606,0.998
152.636,1.001
152.666,1.002
152.696,1.001
152.726,1.003
152.756,1.000
152.786,1.000
152.816,1.000
152.846,0.998
152.876,1.001
152.906,1.000
152.936,1.001
152.966,1.001
152.996,1.000
153.026,1.002
153.056,1.000
153.086,1.001
153.116,1.000
153.146,1.000
153.176,1.002
153.206,1.000
153.236,1.002
153.266,1.004
153.296,1.002
153.326,1.003
153.356,0.994
153.386,1.000
153.416,1.005
153.446,1.000
153.476,0.998
153.506,0.999
153.536,0.996
153.566,1.002
153.596,1.004
153.626,1.001
153.656,0.997
153.686,1.003
153.716,0.998
153.746,0.997
153.776,1.000
153.806,1.000
153.836,1.003
153.866,1.000
153.896,1.000
153.926,1.000
153.956,1.000
153.986,1.003
154.016,0.999
154.046,1.000
154.076,0.999
154.106,1.002
154.136,1.005
154.166,1.000
154.196,1.001
154.226,1.000
154.256,0.999
154.286,1.008
154.316,1.000
154.346,1.000
154.376,1.002
154.406,1.001
154.436,0.999
154.466,0.999
154.496,1.000
154.526,1.003
154.556,0.999
154.586,1.002
154.616,0.997
154.646,0.997
154.676,1.000
154.706,1.001
154.736,1.002
154.766,1.000
154.796,0.999
154.826,1.002
154.856,1.000
154.886,1.002
154.916,1.000
154.946,1.002
154.976,1.001
155.006,1.000
155.036,1.000
155.066,1.002
155.096,1.002
155.126,1.006
155.156,0.996
155.186,1.000
155.216,1.006
155.246,0.998
155.276,1.001
155.306,0.999
155.336,0.997
155.366,0.998
155.396,1.003
155.426,1.004
155.456,1.001
155.486,1.000
155.516,1.000
155.546,0.999
155.576,1.001
155.606,1.000
155.636,0.998
155.666,1.002
155.696,1.003
155.726,1.005
155.756,1.000
155.786,1.002
155.816,0.999
155.846,1.003
155.876,0.998
155.906,1.001
155.936,1.003
155.966,1.000
155.996,1.002
156.026,0.996
156.056,0.998
156.086,1.006
156.116,0.998
156.146,1.005
156.176,1.006
156.206,1.005
156.236,1.002
156.266,0.998
156.296,0.999
156.326,1.001
156.356,1.003
156.386,1.001
156.416,0.994
156.446,1.005
156.476,0.997
156.506,0.998
156.536,1.000
156.566,0.998
156.596,1.000
156.626,1.001
156.656,1.001
156.686,1.004
156.716,1.002
156.746,1.001
156.776,1.001
156.806,0.999
156.836,0.997
156.866,1.000
156.896,1.001
156.926,1.000
156.956,1.008
156.986,0.995
157.016,1.004
157.046,1.006
157.076,1.001
157.106,1.000
157.136,0.997
157.166,0.998
157.196,1.001
157.226,1.002
157.256,1.004
157.286,0.994
157.316,1.005
157.346,0.997
157.376,0.997
157.406,0.998
157.436,1.003
157.466,0.999
157.496,1.002
157.526,1.001
157.556,1.003
157.586,1.000
157.616,1.000
157.646,0.998
157.676,0.996
157.706,0.998
157.736,0.999
157.766,1.001
157.796,1.005
157.826,0.998
157.856,1.000
157.886,1.007
157.916,1.002
157.946,1.006
157.976,1.001
158.006,1.002
158.036,1.001
158.066,0.998
158.096,0.995
158.126,0.997
158.156,1.001
158.186,1.009
158.216,1.000
158.246,1.005
158.276,0.997
158.306,0.998
158.336,1.000
158.366,0.999
158.396,0.998
158.426,1.000
158.456,1.001
158.486,1.002
158.516,1.002
158.546,1.000
158.576,1.000
158.606,1.001
158.636,0.998
158.666,0.998
158.696,1.000
158.726,0.999
158.756,1.000
158.786,1.006
158.816,0.998
158.846,0.996
158.876,1.006
158.906,0.998
158.936,0.999
158.966,1.000
158.996,1.001
159.026,0.998
159.056,1.000
159.086,1.006
159.116,1.005
159.146,0.997
159.176,1.001
159.206,1.002
159.236,1.000
159.266,1.002
159.296,0.999
159.326,1.002
159.356,1.005
159.386,1.002
159.416,0.998
159.446,1.001
159.476,1.002
159.506,1.001
159.536,1.000
159.566,0.999
159.596,1.000
159.626,1.000
159.656,0.998
159.686,1.003
159.716,1.002
159.746,0.997
159.776,1.008
159.806,1.001
159.836,0.998
159.866,0.999
159.896,1.001
159.926,0.999
159.956,1.003
159.986,1.003
160.016,1.005
160.046,1.003
160.076,1.002
160.106,1.002
160.136,0.998
160.166,0.999
160.196,1.002
160.226,1.001
160.256,1.002
160.286,0.999
160.316,1.001
160.346,1.001
160.376,1.004
160.406,1.002
160.436,1.000
160.466,1.002
160.496,1.000
160.526,1.005
160.556,0.993
160.586,1.000
160.616,1.007
160.646,1.000
160.676,1.000
160.706,0.998
160.736,0.996
160.766,1.002
160.796,1.000
160.826,1.003
160.856,0.999
160.886,1.007
160.916,1.001
160.946,0.999
160.976,1.000
161.006,1.000
161.036,1.001
161.066,1.000
161.096,1.000
161.126,1.000
161.156,1.001
161.186,1.000
161.216,0.998
161.246,0.998
161.276,1.001
161.306,1.003
161.336,1.000
161.366,1.000
161.396,1.004
161.426,0.999
161.456,0.999
161.486,1.004
161.516,0.996
161.546,0.998
161.576,1.001
161.606,0.999
161.636,1.001
161.666,1.000
161.696,1.003
161.726,1.003
161.756,1.002
161.786,1.000
161.816,0.998
161.846,1.000
161.876,1.000
161.906,1.002
161.936,1.002
161.966,0.999
161.996,1.002
162.026,1.001
162.056,1.001
162.086,1.000
162.116,1.002
162.146,0.998
162.176,1.001
162.206,0.998
162.236,1.004
162.266,1.004
162.296,0.999
162.326,1.000
162.356,0.993
162.386,1.000
162.416,1.010
162.446,0.997
162.476,1.000
162.506,1.002
162.536,1.000
162.566,1.000
162.596,1.000
162.626,1.002
162.656,1.001
162.686,0.998
162.716,1.000
162.746,0.997
162.776,0.999
162.806,1.003
162.836,1.003
162.866,0.999
162.896,0.998
162.926,1.001
162.956,1.003
162.986,0.999
163.016,1.001
163.046,1.001
163.076,0.998
163.106,0.999
163.136,1.001
163.166,1.004
163.196,1.004
163.226,1.002
163.256,0.999
163.286,1.000
163.316,0.994
163.346,1.003
163.376,1.011
163.406,0.999
163.436,1.001
163.466,0.999
163.496,1.000
163.526,0.997
163.556,1.003
163.586,1.004
163.616,1.000
163.646,1.007
163.676,1.002
163.706,0.993
163.736,1.001
163.766,1.003
163.796,0.999
163.826,1.004
163.856,0.999
163.886,1.000
163.916,1.002
163.946,1.002
163.976,1.001
164.006,1.003
164.036,1.001
164.066,1.001
164.096,1.004
164.126,1.000
164.156,1.004
164.186,0.996
164.216,1.001
164.246,1.006
164.276,0.999
164.306,1.000
164.336,0.999
164.366,0.999
164.396,1.001
164.426,1.002
164.456,1.003
164.486,1.002
164.516,1.006
164.546,0.996
164.576,0.996
164.606,0.999
164.636,1.004
164.666,1.002
164.696,1.003
164.726,1.000
164.756,1.003
164.786,1.003
164.816,1.002
164.846,1.002
164.876,1.000
164.906,1.000
164.936,0.999
164.966,1.002
164.996,1.001
165.026,1.006
165.056,0.999
165.086,1.004
165.116,0.994
165.146,1.003
165.176,1.008
165.206,1.002
165.236,1.003
165.266,0.998
165.296,1.000
165.326,0.998
165.356,1.001
165.386,1.003
165.416,1.003
165.446,1.006
165.476,1.000
165.506,1.000
165.536,1.001
165.566,0.999
165.596,1.000
165.626,1.000
165.656,0.998
165.686,0.999
165.716,1.002
165.746,1.006
165.776,0.999
165.806,0.998
165.836,0.999
165.866,0.999
165.896,0.998
165.926,1.002
165.956,1.000
165.986,1.003
166.016,1.002
166.046,1.004
166.076,0.998
166.106,1.000
166.136,1.008
166.166,1.001
166.196,1.002
166.226,1.002
166.256,0.998
166.286,1.000
166.316,1.001
166.346,1.004
166.376,1.004
166.406,1.005
166.436,1.001
166.466,0.999
166.496,0.997
166.526,1.000
166.556,1.001
166.586,1.004
166.616,0.999
166.646,1.001
166.676,1.000
166.706,1.001
166.736,1.003
166.766,1.000
166.796,1.000
166.826,1.000
166.856,1.005
166.886,1.004
166.916,1.007
166.946,1.001
166.976,1.000
167.006,1.006
167.036,1.006
167.066,1.000
167.096,1.002
167.126,0.999
167.156,0.999
167.186,1.002
167.216,1.003
167.246,1.003
167.276,1.002
167.306,1.000
167.336,0.998
167.366,0.997
167.396,0.999
167.426,0.999
167.456,1.000
167.486,1.002
167.516,1.003
167.546,1.000
167.576,0.999
167.606,1.002
167.636,1.002
167.666,1.001
167.696,1.002
167.726,0.998
167.756,1.000
167.786,0.998
167.816,1.000
167.846,1.011
167.876,1.000
167.906,1.003
167.936,1.001
167.966,0.998
167.996,0.998
168.026,1.001
168.056,1.003
168.086,1.000
168.116,1.002
168.146,0.999
168.176,0.998
168.206,1.000
168.236,1.001
168.266,1.002
168.296,1.002
168.326,1.000
168.356,1.001
168.386,1.003
168.416,1.002
168.446,1.002
168.476,1.002
168.506,1.002
168.536,1.004
168.566,0.999
168.596,1.000
168.626,1.002
168.656,1.000
168.686,1.006
168.716,1.003
168.746,1.001
168.776,1.000
168.806,0.998
168.836,0.999
168.866,1.000
168.896,1.002
168.926,1.006
168.956,0.998
168.986,1.009
169.016,1.000
169.046,0.997
169.076,1.004
169.106,1.004
169.136,1.003
169.166,0.999
169.196,0.998
169.226,1.003
169.256,1.002
169.286,1.004
169.316,0.999
169.346,1.000
169.376,1.005
169.406,1.002
169.436,1.001
169.466,1.001
169.496,1.005
169.526,0.996
169.556,1.004
169.586,1.005
169.616,1.001
169.646,1.003
169.676,1.000
169.706,1.001
169.736,1.000
169.766,1.003
169.796,1.005
169.826,1.000
169.856,1.004
169.886,1.001
169.916,1.001
169.946,1.000
169.976,1.001
170.006,1.004
170.036,1.002
170.066,0.999
170.096,1.003
170.126,1.001
170.156,0.998
170.186,1.002
170.216,0.999
170.246,0.996
170.276,1.002
170.306,1.000
170.336,1.000
170.366,0.991
170.396,1.003
170.426,1.008
170.456,0.997
170.486,0.995
170.516,1.001
170.546,1.001
170.576,1.009
170.606,1.008
170.636,1.008
170.666,0.999
170.696,1.004
170.726,1.003
170.756,1.003
170.786,1.005
170.816,1.001
170.846,0.998
170.876,0.999
170.906,1.000
170.936,1.001
170.966,1.008
170.996,1.005
171.026,1.000
171.056,1.001
171.086,1.002
171.116,1.003
171.146,1.005
171.176,1.003
171.206,1.000
171.236,1.001
171.266,1.007
171.296,1.003
171.326,1.004
171.356,1.001
171.386,1.002
171.416,1.000
171.446,1.003
171.476,1.002
171.506,1.002
171.536,1.000
171.566,1.000
171.596,1.001
171.626,1.001
171.656,1.003
171.686,1.000
171.716,1.001
171.746,1.004
171.776,1.005
171.806,1.004
171.836,1.000
171.866,1.001
171.896,1.002
171.926,1.003
171.956,1.003
171.986,1.006
172.016,1.004
172.046,1.004
172.076,1.000
172.106,1.001
172.136,1.009
172.166,1.005
172.196,1.005
172.226,1.001
172.256,1.000
172.286,1.001
172.316,1.002
172.346,1.004
172.376,1.006
172.406,1.002
172.436,1.003
172.466,1.002
172.496,1.002
172.526,1.001
172.556,1.004
172.586,1.003
172.616,1.001
172.646,1.007
172.676,1.002
172.706,1.007
172.736,1.002
172.766,1.003
172.796,1.001
172.826,1.004
172.856,1.006
172.886,1.005
172.916,0.997
172.946,1.004
172.976,1.011
173.006,1.005
173.036,1.005
173.066,0.998
173.096,1.000
173.126,1.005
173.156,1.005
173.186,1.007
173.216,1.001
173.246,1.005
173.276,1.001
173.306,1.001
173.336,1.002
173.366,1.000
173.396,1.001
173.426,1.003
173.456,1.005
173.486,1.004
173.516,1.002
173.546,1.004
173.576,1.002
173.606,0.999
173.636,1.004
173.666,1.008
173.696,0.999
173.726,1.005
173.756,1.009
173.786,1.000
173.816,1.001
173.846,1.001
173.876,0.997
173.906,1.001
173.936,1.001
173.966,1.007
173.996,0.999
174.026,1.002
174.056,0.999
174.086,1.000
174.116,1.001
174.146,1.000
174.176,1.004
174.206,1.002
174.236,1.001
174.266,1.001
174.296,1.002
174.326,1.002
174.356,1.002
174.386,1.001
174.416,1.000
174.446,0.999
174.476,1.000
174.506,1.002
174.536,1.008
174.566,1.000
174.596,1.003
174.626,1.004
174.656,1.005
174.686,1.001
174.716,1.002
174.746,1.003
174.776,1.006
174.806,1.004
174.836,0.999
174.866,0.997
174.896,1.000
174.926,1.004
174.956,1.003
174.986,1.002
175.016,1.003
175.046,0.999
175.076,1.002
175.106,1.003
175.136,1.003
175.166,1.000
175.196,1.004
175.226,1.002
175.256,1.002
175.286,1.004
175.316,0.996
175.346,1.000
175.376,1.011
175.406,1.001
175.436,1.000
175.466,1.000
175.496,0.998
175.526,1.003
175.556,1.006
175.586,1.007
175.616,1.000
175.646,1.005
175.676,1.003
175.706,1.000
175.736,1.001
175.766,1.000
175.796,1.001
175.826,1.000
175.856,1.001
175.886,1.000
175.916,1.002
175.946,1.006
175.976,1.004
176.006,1.005
176.036,1.000
176.066,1.000
176.096,1.002
176.126,1.002
176.156,0.998
176.186,1.005
176.216,1.009
176.246,0.999
176.276,1.003
176.306,1.001
176.336,1.001
176.366,1.003
176.396,1.006
176.426,1.005
176.456,1.006
176.486,1.004
176.516,1.005
176.546,0.997
176.576,1.003
176.606,1.003
176.636,1.003
176.666,1.003
176.696,1.001
176.726,1.002
176.756,1.001
176.786,1.000
176.816,1.003
176.846,1.001
176.876,1.003
176.906,1.007
176.936,0.996
176.966,1.005
176.996,1.008
177.026,1.002
177.056,1.002
177.086,0.998
177.116,0.997
177.146,1.001
177.176,1.003
177.206,1.005
177.236,0.998
177.266,1.008
177.296,1.002
177.326,0.999
177.356,1.002
177.386,1.000
177.416,0.999
177.446,1.002
177.476,1.004
177.506,1.004
177.536,1.002
177.566,1.000
177.596,1.000
177.626,1.004
177.656,1.004
177.686,1.002
177.716,1.001
177.746,1.001
177.776,1.006
177.806,0.998
177.836,1.005
177.866,1.007
177.896,1.001
177.926,1.005
177.956,1.003
177.986,1.002
178.016,1.000
178.046,1.000
178.076,1.006
178.106,1.003
178.136,1.000
178.166,0.997
178.196,1.000
178.226,1.002
178.256,1.003
178.286,1.005
178.316,1.002
178.346,1.004
178.376,1.001
178.406,1.003
178.436,1.000
178.466,1.001
178.496,1.002
178.526,1.002
178.556,1.003
178.586,1.001
178.616,1.002
178.646,1.002
178.676,1.003
178.706,1.003
178.736,1.002
178.766,0.999
178.796,1.011
178.826,1.000
178.856,1.001
178.886,1.002
178.916,0.998
178.946,0.997
178.976,0.999
179.006,1.005
179.036,1.005
179.066,0.996
179.096,1.005
179.126,1.000
179.156,0.999
179.186,1.002
179.216,1.002
179.246,1.003
179.276,1.002
179.306,0.999
179.336,1.001
179.366,1.004
179.396,1.002
179.426,1.000
179.456,1.002
179.486,1.000
179.516,1.003
179.546,1.005
179.576,1.001
179.606,1.004
179.636,1.004
179.666,1.004
179.696,1.003
179.726,0.999
179.756,1.010
179.786,1.007
179.816,0.998
179.846,0.999
179.876,1.000
179.906,0.999
179.936,1.004
179.966,1.002
179.996,1.006
180.026,1.002
180.056,1.005
180.086,1.002
180.116,1.000
180.146,1.002
180.176,1.003
180.206,1.006
180.236,1.005
180.266,1.005
180.296,1.001
180.326,1.005
180.356,1.003
180.386,1.003
180.416,1.001
180.446,1.005
180.476,1.005
180.506,0.999
180.536,1.003
180.566,1.002
180.596,1.004
180.626,1.008
180.656,1.003
180.686,1.001
180.716,1.002
180.746,1.002
180.776,1.000
180.806,1.004
180.836,1.005
180.866,1.006
180.896,1.002
180.926,1.001
180.956,1.000
180.986,0.998
181.016,1.005
181.046,1.004
181.076,1.002
181.106,1.000
181.136,1.003
181.166,1.003
181.196,1.005
181.226,1.003
181.256,1.006
181.286,1.001
181.316,0.999
181.346,1.006
181.376,1.001
181.406,1.003
181.436,1.003
181.466,0.997
181.496,1.007
181.526,1.006
181.556,1.002
181.586,1.002
181.616,1.005
181.646,0.999
181.676,1.000
181.706,1.001
181.736,1.009
181.766,0.999
181.796,1.004
181.826,1.000
181.856,1.001
181.886,1.003
181.916,1.006
181.946,1.002
181.976,1.000
182.006,1.004
182.036,1.003
182.066,1.002
182.096,1.002
182.126,1.002
182.156,1.002
182.186,1.001
182.216,1.000
182.246,1.003
182.276,1.004
182.306,1.004
182.336,1.008
182.366,0.997
182.396,1.005
182.426,1.008
182.456,1.005
182.486,1.005
182.516,1.005
182.546,1.000
182.576,1.002
182.606,1.004
182.636,1.005
182.666,1.000
182.696,1.008
182.726,1.003
182.756,1.002
182.786,1.001
182.816,1.000
182.846,0.999
182.876,1.000
182.906,1.003
182.936,1.004
182.966,1.002
182.996,1.001
183.026,1.004
183.056,1.005
183.086,1.002
183.116,1.000
183.146,1.002
183.176,1.004
183.206,1.004
183.236,1.003
183.266,1.000
183.296,1.001
183.326,1.001
183.356,0.999
183.386,1.005
183.416,1.003
183.446,1.000
183.476,1.010
183.506,1.003
183.536,1.000
183.566,1.000
183.596,1.002
183.626,1.001
183.656,1.001
183.686,1.003
183.716,1.003
183.746,1.005
183.776,1.002
183.806,1.005
183.836,1.004
183.866,1.000
183.896,1.003
183.926,0.992
183.956,1.004
183.986,1.012
184.016,0.999
184.046,1.000
184.076,1.000
184.106,1.000
184.136,1.000
184.166,1.005
184.196,1.005
184.226,1.002
184.256,1.003
184.286,1.002
184.316,0.997
184.346,1.001
184.376,1.001
184.406,1.004
184.436,1.002
184.466,1.001
184.496,1.003
184.526,1.000
184.556,1.004
184.586,1.002
184.616,1.007
184.646,1.002
184.676,0.998
184.706,1.001
184.736,0.998
184.766,1.001
184.796,1.008
184.826,1.001
184.856,1.001
184.886,1.003
184.916,0.998
184.946,1.000
184.976,1.003
185.006,1.005
185.036,1.004
185.066,1.004
185.096,1.002
185.126,1.000
185.156,1.002
185.186,1.000
185.216,1.004
185.246,1.003
185.276,1.001
185.306,1.001
185.336,1.003
185.366,0.999
185.396,1.001
185.426,1.002
185.456,1.002
185.486,1.003
185.516,1.001
185.546,1.000
185.576,1.003
185.606,0.998
185.636,1.002
185.666,1.011
185.696,1.002
185.726,1.001
185.756,1.004
185.786,1.000
185.816,1.000
185.846,1.000
185.876,1.004
185.906,1.004
185.936,1.001
185.966,1.001
185.996,1.000
186.026,1.001
186.056,1.005
186.086,1.002
186.116,1.002
186.146,1.001
186.176,1.002
186.206,1.002
186.236,1.000
186.266,1.002
186.296,1.005
186.326,1.002
186.356,1.002
186.386,1.002
186.416,1.004
186.446,1.002
186.476,1.002
186.506,0.990
186.536,1.003
186.566,1.009
186.596,1.001
186.626,1.001
186.656,1.002
186.686,1.000
186.716,1.002
186.746,1.004
186.776,1.005
186.806,1.003
186.836,1.001
186.866,1.000
186.896,1.000
186.926,1.002
186.956,1.004
186.986,1.001
187.016,1.005
187.046,0.999
187.076,1.002
187.106,1.001
187.136,1.002
187.166,1.005
187.196,1.001
187.226,1.002
187.256,1.000
187.286,1.003
187.316,1.005
187.346,1.000
187.376,1.006
187.406,1.003
187.436,1.000
187.466,1.000
187.496,1.002
187.526,1.000
187.556,1.003
187.586,1.005
187.616,1.004
187.646,0.998
187.676,1.000
187.706,0.996
187.736,1.000
187.766,1.004
187.796,1.000
187.826,1.008
187.856,1.002
187.886,1.001
187.916,1.002
187.946,1.004
187.976,1.004
188.006,1.005
188.036,1.001
188.066,0.999
188.096,1.000
188.126,1.004
188.156,1.004
188.186,1.001
188.216,1.009
188.246,0.999
188.276,1.004
188.306,1.004
188.336,0.996
188.366,1.007
188.396,1.001
188.426,1.001
188.456,1.002
188.486,1.001
188.516,1.004
188.546,1.004
188.576,1.002
188.606,1.002
188.636,1.001
188.666,1.003
188.696,1.000
188.726,1.003
188.756,1.005
188.786,1.004
188.816,1.001
188.846,1.003
188.876,1.005
188.906,1.001
188.936,0.998
188.966,1.002
188.996,1.001
189.026,1.004
189.056,0.999
189.086,1.002
189.116,0.999
189.146,1.001
189.176,1.010
189.206,0.999
189.236,1.005
189.266,1.007
189.296,1.000
189.326,1.005
189.356,1.001
189.386,1.000
189.416,0.998
189.446,1.000
189.476,1.008
189.506,1.000
189.536,1.004
189.566,1.005
189.596,1.003
189.626,1.004
189.656,1.002
189.686,1.002
189.716,1.002
189.746,0.997
189.776,1.005
189.806,1.000
189.836,1.002
189.866,1.002
189.896,1.003
189.926,1.000
189.956,1.003
189.986,1.000
190.016,1.000
190.046,1.004
190.076,1.003
190.106,1.005
190.136,1.002
190.166,1.006
190.196,1.002
190.226,1.001
190.256,1.003
190.286,1.004
190.316,1.002
190.346,1.006
190.376,1.005
190.406,1.002
190.436,1.006
190.466,1.003
190.496,1.001
190.526,1.002
190.556,1.003
190.586,1.004
190.616,1.002
190.646,1.002
190.676,1.001
190.706,1.005
190.736,1.001
190.766,1.002
190.796,1.001
190.826,1.002
190.856,1.000
190.886,1.001
190.916,1.002
190.946,0.999
190.976,1.008
191.006,1.003
191.036,1.002
191.066,1.003
191.096,1.002
191.126,1.002
191.156,1.002
191.186,1.004
191.216,1.006
191.246,1.001
191.276,1.003
191.306,0.999
191.336,1.001
191.366,0.999
191.396,0.999
191.426,1.003
191.456,1.003
191.486,1.002
191.516,1.008
191.546,1.021
191.576,1.026
191.606,1.036
191.636,1.031
191.666,1.023
191.696,1.014
191.726,1.002
191.756,0.997
191.786,0.990
191.816,0.984
191.846,1.003
191.876,0.991
191.906,0.979
191.936,0.993
191.966,0.976
191.996,0.967
192.026,0.985
192.056,0.990
192.086,0.975
192.116,0.990
192.146,0.983
192.176,0.976
192.206,0.992
192.236,0.992
192.266,0.986
192.296,0.993
192.326,0.992
192.356,0.979
192.386,0.982
192.416,0.997
192.446,0.994
192.476,0.991
192.506,0.984
192.536,0.984
192.566,0.992
192.596,0.994
192.626,0.987
192.656,0.986
192.686,0.983
192.716,0.997
192.746,0.993
192.776,0.980
192.806,0.990
192.836,0.992
192.866,0.983
192.896,0.987
192.926,0.990
192.956,0.989
192.986,0.977
193.016,0.991
193.046,0.994
193.076,0.989
193.106,0.990
193.136,0.989
193.166,0.986
193.196,0.989
193.226,0.990
193.256,0.994
193.286,0.992
193.316,0.992
193.346,0.988
193.376,0.983
193.406,0.994
193.436,0.985
193.466,0.984
193.496,0.995
193.526,0.998
193.556,0.987
193.586,0.979
193.616,0.984
193.646,0.983
193.676,0.984
193.706,0.990
193.736,0.986
193.766,0.987
193.796,0.983
193.826,0.988
193.856,0.987
193.886,0.986
193.916,0.985
