df_hash,22ZHK4.D641S7
142.206,336
142.231,340
142.256,339
142.281,342
142.306,351
142.331,364
142.356,373
142.381,378
142.406,379
142.431,376
142.456,370
142.481,358
142.506,343
142.531,326
142.556,308
142.581,290
142.606,270
142.631,250
142.656,228
142.681,204
142.706,177
142.731,147
142.756,120
142.781,95
142.806,67
142.831,34
142.856,-2
142.881,-25
142.906,-19
142.931,22
142.956,85
142.981,147
143.006,191
143.031,219
143.056,243
143.081,271
143.106,300
143.131,323
143.156,333
143.181,335
143.206,339
143.231,350
143.256,369
143.281,389
143.306,402
143.331,404
143.356,397
143.381,383
143.406,369
143.431,358
143.456,346
143.481,331
143.506,311
143.531,291
143.556,273
143.581,257
143.606,238
143.631,212
143.656,181
143.681,151
143.706,124
143.731,99
143.756,69
143.781,30
143.806,-5
143.831,-22
143.856,-8
143.881,35
143.906,93
143.931,149
143.956,193
143.981,225
144.006,250
144.031,275
144.056,298
144.081,317
144.106,330
144.131,338
144.156,347
144.181,361
144.206,378
144.231,395
144.256,406
144.281,410
144.306,406
144.331,398
144.356,389
144.381,379
144.406,367
144.431,352
144.456,335
144.481,317
144.506,299
144.531,280
144.556,262
144.581,242
144.606,220
144.631,195
144.656,168
144.681,144
144.706,122
144.731,97
144.756,64
144.781,24
144.806,-10
144.831,-23
144.856,-2
144.881,47
144.906,106
144.931,157
144.956,192
144.981,217
145.006,242
145.031,269
145.056,295
145.081,311
145.106,318
145.131,320
145.156,326
145.181,337
145.206,352
145.231,366
145.256,376
145.281,380
145.306,379
145.331,374
145.356,364
145.381,351
145.406,337
145.431,321
145.456,303
145.481,284
145.506,266
145.531,248
145.556,231
145.581,212
145.606,192
145.631,172
145.656,153
145.681,132
145.706,104
145.731,73
145.756,50
145.781,50
145.806,79
145.831,129
145.856,183
145.881,227
145.906,256
145.931,277
145.956,294
145.981,308
146.006,317
146.031,321
146.056,324
146.081,327
146.106,331
146.131,337
146.156,344
146.181,352
146.206,356
146.231,355
146.256,346
146.281,332
146.306,319
146.331,305
146.356,290
146.381,270
146.406,249
146.431,230
146.456,211
146.481,190
146.506,164
146.531,136
146.556,110
146.581,85
146.606,56
146.631,23
146.656,-2
146.681,-1
146.706,34
146.731,95
146.756,157
146.781,201
146.806,229
146.831,252
146.856,279
146.881,307
146.906,325
146.931,331
146.956,335
146.981,345
147.006,362
147.031,378
147.056,388
147.081,392
147.106,394
147.131,394
147.156,390
147.181,378
147.206,362
147.231,346
147.256,332
147.281,316
147.306,299
147.331,280
147.356,262
147.381,243
147.406,220
147.431,192
147.456,161
147.481,132
147.506,105
147.531,76
147.556,40
147.581,0
147.606,-29
147.631,-31
147.656,1
147.681,60
147.706,124
147.731,175
147.756,208
147.781,233
147.806,259
147.831,290
147.856,320
147.881,339
147.906,345
147.931,346
147.956,355
147.981,374
148.006,397
148.031,412
148.056,414
148.081,408
148.106,400
148.131,394
148.156,388
148.181,376
148.206,359
148.231,341
148.256,323
148.281,306
148.306,289
148.331,270
148.356,249
148.381,227
148.406,203
148.431,178
148.456,152
148.481,125
148.506,93
148.531,55
148.556,14
148.581,-13
148.606,-14
148.631,17
148.656,73
148.681,133
148.706,182
148.731,215
148.756,240
148.781,263
148.806,285
148.831,301
148.856,306
148.881,304
148.906,304
148.931,315
148.956,334
148.981,354
149.006,366
149.031,365
149.056,356
149.081,347
149.106,339
149.131,329
149.156,314
149.181,294
149.206,274
149.231,254
149.256,234
149.281,213
149.306,191
149.331,168
149.356,145
149.381,118
149.406,88
149.431,57
149.456,40
149.481,47
149.506,82
149.531,134
149.556,188
149.581,231
149.606,260
149.631,282
149.656,302
149.681,322
149.706,338
149.731,345
149.756,347
149.781,350
149.806,357
149.831,369
149.856,381
149.881,387
149.906,387
149.931,380
149.956,371
149.981,359
150.006,342
150.031,321
150.056,298
150.081,276
150.106,258
150.131,241
150.156,224
150.181,203
150.206,177
150.231,150
150.256,124
150.281,99
150.306,70
150.331,34
150.356,-4
150.381,-31
150.406,-31
150.431,2
150.456,60
150.481,122
150.506,171
150.531,204
150.556,230
150.581,260
150.606,293
150.631,321
150.656,338
150.681,345
150.706,352
150.731,366
150.756,383
150.781,399
150.806,407
150.831,408
150.856,406
150.881,403
150.906,398
150.931,390
150.956,376
150.981,357
151.006,333
151.031,308
151.056,282
151.081,261
151.106,242
151.131,223
151.156,199
151.181,170
151.206,140
151.231,111
151.256,83
151.281,48
151.306,8
151.331,-29
151.356,-44
151.381,-26
151.406,22
151.431,84
151.456,139
151.481,180
151.506,210
151.531,239
151.556,271
151.581,299
151.606,318
151.631,328
151.656,335
151.681,347
151.706,364
151.731,382
151.756,397
151.781,407
151.806,413
151.831,413
151.856,407
151.881,395
151.906,380
151.931,363
151.956,345
151.981,326
152.006,306
152.031,288
152.056,273
152.081,259
152.106,241
152.131,217
152.156,190
152.181,166
152.206,145
152.231,122
152.256,90
152.281,52
152.306,24
152.331,25
152.356,58
152.381,113
152.406,168
152.431,210
152.456,240
152.481,261
152.506,279
152.531,292
152.556,298
152.581,299
152.606,299
152.631,304
152.656,314
152.681,326
152.706,336
152.731,341
152.756,341
152.781,338
152.806,332
152.831,324
152.856,310
152.881,292
152.906,271
152.931,249
152.956,229
152.981,209
153.006,188
153.031,165
153.056,143
153.081,120
153.106,93
153.131,63
153.156,37
153.181,30
153.206,54
153.231,103
153.256,161
153.281,209
153.306,240
153.331,261
153.356,284
153.381,308
153.406,328
153.431,336
153.456,337
153.481,339
153.506,349
153.531,364
153.556,376
153.581,380
153.606,377
153.631,372
153.656,367
153.681,360
153.706,350
153.731,336
153.756,317
153.781,297
153.806,276
153.831,256
153.856,235
153.881,213
153.906,186
153.931,159
153.956,133
153.981,110
154.006,85
154.031,53
154.056,14
154.081,-15
154.106,-18
154.131,12
154.156,69
154.181,132
154.206,184
154.231,219
154.256,245
154.281,270
154.306,295
154.331,318
154.356,333
154.381,342
154.406,348
154.431,356
154.456,369
154.481,384
154.506,396
154.531,402
154.556,401
154.581,395
154.606,387
154.631,379
154.656,368
154.681,351
154.706,327
154.731,299
154.756,275
154.781,257
154.806,241
154.831,221
154.856,194
154.881,163
154.906,134
154.931,108
154.956,82
154.981,49
155.006,14
155.031,-8
155.056,-5
155.081,29
155.106,86
155.131,144
155.156,187
155.181,216
155.206,238
155.231,262
155.256,289
155.281,309
155.306,319
155.331,321
155.356,325
155.381,338
155.406,356
155.431,371
155.456,379
155.481,379
155.506,376
155.531,372
155.556,366
155.581,356
155.606,342
155.631,326
155.656,309
155.681,292
155.706,276
155.731,256
155.756,233
155.781,207
155.806,182
155.831,163
155.856,145
155.881,123
155.906,91
155.931,56
155.956,33
155.981,39
156.006,78
156.031,135
156.056,189
156.081,228
156.106,253
156.131,271
156.156,288
156.181,304
156.206,312
156.231,313
156.256,314
156.281,319
156.306,331
156.331,346
156.356,358
156.381,364
156.406,364
156.431,359
156.456,352
156.481,342
156.506,330
156.531,313
156.556,291
156.581,266
156.606,243
156.631,222
156.656,202
156.681,181
156.706,157
156.731,133
156.756,109
156.781,81
156.806,46
156.831,14
156.856,0
156.881,20
156.906,71
156.931,133
156.956,185
156.981,217
157.006,238
157.031,260
157.056,287
157.081,312
157.106,327
157.131,332
157.156,336
157.181,344
157.206,358
157.231,372
157.256,381
157.281,383
157.306,380
157.331,373
157.356,364
157.381,354
157.406,342
157.431,325
157.456,302
157.481,275
157.506,249
157.531,226
157.556,205
157.581,185
157.606,162
157.631,139
157.656,114
157.681,85
157.706,49
157.731,11
157.756,-11
157.781,-4
157.806,36
157.831,97
157.856,156
157.881,200
157.906,231
157.931,258
157.956,288
157.981,316
158.006,335
158.031,343
158.056,347
158.081,356
158.106,372
158.131,389
158.156,400
158.181,403
158.206,403
158.231,402
158.256,399
158.281,391
158.306,376
158.331,357
158.356,337
158.381,319
158.406,303
158.431,285
158.456,266
158.481,243
158.506,217
158.531,189
158.556,161
158.581,136
158.606,113
158.631,86
158.656,52
158.681,13
158.706,-13
158.731,-14
158.756,18
158.781,74
158.806,132
158.831,176
158.856,204
158.881,225
158.906,247
158.931,271
158.956,291
158.981,300
159.006,301
159.031,300
159.056,307
159.081,322
159.106,342
159.131,358
159.156,364
159.181,360
159.206,351
159.231,343
159.256,335
159.281,324
159.306,306
159.331,283
159.356,260
159.381,242
159.406,226
159.431,208
159.456,189
159.481,168
159.506,146
159.531,120
159.556,89
159.581,63
159.606,57
159.631,84
159.656,137
159.681,196
159.706,243
159.731,271
159.756,291
159.781,310
159.806,328
159.831,337
159.856,335
159.881,330
159.906,333
159.931,348
159.956,365
159.981,376
160.006,376
160.031,371
160.056,364
160.081,358
160.106,347
160.131,331
160.156,311
160.181,291
160.206,273
160.231,256
160.256,239
160.281,219
160.306,194
160.331,167
160.356,141
160.381,119
160.406,99
160.431,75
160.456,40
160.481,0
160.506,-24
160.531,-16
160.556,27
160.581,90
160.606,149
160.631,190
160.656,220
160.681,247
160.706,277
160.731,305
160.756,322
160.781,329
160.806,334
160.831,342
160.856,355
160.881,367
160.906,377
160.931,384
160.956,389
160.981,390
161.006,384
161.031,372
161.056,357
161.081,341
161.106,324
161.131,304
161.156,280
161.181,257
161.206,237
161.231,218
161.256,199
161.281,177
161.306,153
161.331,129
161.356,101
161.381,66
161.406,29
161.431,5
161.456,11
161.481,49
161.506,106
161.531,164
161.556,207
161.581,236
161.606,258
161.631,280
161.656,300
161.681,314
161.706,320
161.731,324
161.756,332
161.781,344
161.806,359
161.831,371
161.856,378
161.881,381
161.906,381
161.931,376
161.956,366
161.981,352
162.006,335
162.031,317
162.056,299
162.081,279
162.106,260
162.131,240
162.156,221
162.181,202
162.206,181
162.231,156
162.256,125
162.281,90
162.306,57
162.331,36
162.356,39
162.381,68
162.406,114
162.431,164
162.456,203
162.481,229
162.506,248
162.531,267
162.556,285
162.581,297
162.606,301
162.631,298
162.656,296
162.681,300
162.706,311
162.731,324
162.756,333
162.781,335
162.806,330
162.831,320
162.856,307
162.881,296
162.906,285
162.931,273
162.956,255
162.981,230
163.006,205
163.031,186
163.056,173
163.081,159
163.106,135
163.131,102
163.156,76
163.181,73
163.206,99
163.231,146
163.256,197
163.281,237
163.306,266
163.331,286
163.356,304
163.381,317
163.406,323
163.431,324
163.456,322
163.481,323
163.506,332
163.531,345
163.556,356
163.581,361
163.606,357
163.631,347
163.656,336
163.681,325
163.706,312
163.731,295
163.756,276
163.781,256
163.806,236
163.831,215
163.856,192
163.881,168
163.906,145
163.931,122
163.956,95
163.981,62
164.006,30
164.031,13
164.056,26
164.081,67
164.106,122
164.131,172
164.156,208
164.181,232
164.206,255
164.231,280
164.256,304
164.281,321
164.306,329
164.331,332
164.356,336
164.381,345
164.406,360
164.431,376
164.456,387
164.481,391
164.506,385
164.531,373
164.556,360
164.581,348
164.606,336
164.631,320
164.656,298
164.681,274
164.706,251
164.731,231
164.756,212
164.781,191
164.806,170
164.831,150
164.856,128
164.881,100
164.906,62
164.931,22
164.956,-3
164.981,-1
165.006,31
165.031,82
165.056,135
165.081,176
165.106,207
165.131,232
165.156,259
165.181,285
165.206,306
165.231,318
165.256,325
165.281,333
165.306,347
165.331,366
165.356,382
165.381,392
165.406,393
165.431,389
165.456,384
165.481,380
165.506,373
165.531,362
165.556,348
165.581,332
165.606,315
165.631,296
165.656,277
165.681,259
165.706,243
165.731,225
165.756,204
165.781,179
165.806,153
165.831,129
165.856,105
165.881,76
165.906,47
165.931,28
165.956,34
165.981,70
166.006,126
166.031,179
166.056,218
166.081,242
166.106,260
166.131,277
166.156,292
166.181,298
166.206,297
166.231,296
166.256,302
166.281,317
166.306,334
166.331,345
166.356,349
166.381,347
166.406,341
166.431,333
166.456,322
166.481,307
166.506,291
166.531,275
166.556,257
166.581,239
166.606,219
166.631,199
166.656,178
166.681,155
166.706,128
166.731,95
166.756,61
166.781,37
166.806,35
166.831,60
166.856,109
166.881,165
166.906,212
166.931,245
166.956,268
166.981,289
167.006,310
167.031,327
167.056,336
167.081,338
167.106,340
167.131,348
167.156,361
167.181,374
167.206,382
167.231,384
167.256,380
167.281,371
167.306,357
167.331,341
167.356,325
167.381,307
167.406,285
167.431,261
167.456,236
167.481,214
167.506,196
167.531,176
167.556,154
167.581,129
167.606,103
167.631,76
167.656,43
167.681,6
167.706,-23
167.731,-26
167.756,7
167.781,69
167.806,138
167.831,191
167.856,225
167.881,250
167.906,276
167.931,306
167.956,330
167.981,343
168.006,348
168.031,354
168.056,368
168.081,386
168.106,400
168.131,406
168.156,406
168.181,404
168.206,402
168.231,397
168.256,386
168.281,370
168.306,352
168.331,332
168.356,312
168.381,290
168.406,268
168.431,248
168.456,229
168.481,207
168.506,180
168.531,149
168.556,118
168.581,90
168.606,60
168.631,25
168.656,-9
168.681,-28
168.706,-17
168.731,27
168.756,90
168.781,151
168.806,196
168.831,225
168.856,249
168.881,273
168.906,297
168.931,314
168.956,323
168.981,329
169.006,336
169.031,349
169.056,366
169.081,384
169.106,397
169.131,403
169.156,402
169.181,396
169.206,387
169.231,375
169.256,359
169.281,338
169.306,313
169.331,287
169.356,262
169.381,236
169.406,209
169.431,184
169.456,163
169.481,144
169.506,121
169.531,92
169.556,60
169.581,42
169.606,53
169.631,94
169.656,150
169.681,201
169.706,236
169.731,257
169.756,273
169.781,286
169.806,295
169.831,295
169.856,289
169.881,288
169.906,295
169.931,310
169.956,324
169.981,331
170.006,331
170.031,327
170.056,321
170.081,313
170.106,301
170.131,285
170.156,266
170.181,244
170.206,222
170.231,200
170.256,181
170.281,162
170.306,139
170.331,107
170.356,69
170.381,38
170.406,31
170.431,55
170.456,103
170.481,158
170.506,206
170.531,240
170.556,265
170.581,285
170.606,303
170.631,318
170.656,327
170.681,331
170.706,332
170.731,335
170.756,343
170.781,356
170.806,367
170.831,371
170.856,365
170.881,352
170.906,337
170.931,324
170.956,311
170.981,294
171.006,274
171.031,252
171.056,229
171.081,203
171.106,175
171.131,145
171.156,114
171.181,82
171.206,49
171.231,19
171.256,5
171.281,21
171.306,67
171.331,130
171.356,187
171.381,224
171.406,247
171.431,270
171.456,299
171.481,326
171.506,342
171.531,343
171.556,341
171.581,346
171.606,363
171.631,382
171.656,394
171.681,397
171.706,394
171.731,390
171.756,385
171.781,374
171.806,356
171.831,335
171.856,314
171.881,294
171.906,272
171.931,246
171.956,219
171.981,193
172.006,168
172.031,141
172.056,106
172.081,65
172.106,28
172.131,12
172.156,28
172.181,72
172.206,129
172.231,182
172.256,219
172.281,241
172.306,258
172.331,276
172.356,295
172.381,309
172.406,314
172.431,311
172.456,309
172.481,314
172.506,325
172.531,335
172.556,339
172.581,335
172.606,326
172.631,315
172.656,302
172.681,286
172.706,269
172.731,250
172.756,230
172.781,206
172.806,177
172.831,147
172.856,122
172.881,101
172.906,78
172.931,49
172.956,22
172.981,13
173.006,38
173.031,95
173.056,163
173.081,220
173.106,258
173.131,282
173.156,301
173.181,321
173.206,338
173.231,348
173.256,353
173.281,361
173.306,374
173.331,389
173.356,400
173.381,403
173.406,399
173.431,390
173.456,377
173.481,362
173.506,345
173.531,326
173.556,306
173.581,286
173.606,264
173.631,239
173.656,211
173.681,181
173.706,153
173.731,123
173.756,90
173.781,52
173.806,18
173.831,2
173.856,18
173.881,65
173.906,127
173.931,185
173.956,224
173.981,248
174.006,268
174.031,292
174.056,313
174.081,324
174.106,323
174.131,317
174.156,318
174.181,328
174.206,343
174.231,354
174.256,358
174.281,358
174.306,355
174.331,347
174.356,333
174.381,315
174.406,294
174.431,274
174.456,251
174.481,224
174.506,195
174.531,169
174.556,149
174.581,131
174.606,105
174.631,67
174.656,28
174.681,6
174.706,14
174.731,52
174.756,105
174.781,154
174.806,193
174.831,225
174.856,255
174.881,284
174.906,308
174.931,325
174.956,334
174.981,340
175.006,348
175.031,359
175.056,369
175.081,377
175.106,381
175.131,380
175.156,373
175.181,362
175.206,347
175.231,331
175.256,313
175.281,295
175.306,274
175.331,250
175.356,225
175.381,200
175.406,178
175.431,154
175.456,125
175.481,90
175.506,56
175.531,38
175.556,47
175.581,82
175.606,132
175.631,180
175.656,214
175.681,235
175.706,252
175.731,267
175.756,280
175.781,288
175.806,290
175.831,291
175.856,296
175.881,306
175.906,322
175.931,338
175.956,349
175.981,350
176.006,343
176.031,333
176.056,323
176.081,314
176.106,301
176.131,283
176.156,263
176.181,245
176.206,228
176.231,204
176.256,168
176.281,131
176.306,110
176.331,120
176.356,157
176.381,200
176.406,229
176.431,241
176.456,248
176.481,259
176.506,276
176.531,287
176.556,286
176.581,277
176.606,271
176.631,273
176.656,281
176.681,290
176.706,295
176.731,296
176.756,294
176.781,287
176.806,276
176.831,261
176.856,245
176.881,227
176.906,206
176.931,184
176.956,162
176.981,144
177.006,124
177.031,97
177.056,64
177.081,39
177.106,41
177.131,74
177.156,128
177.181,179
177.206,213
177.231,232
177.256,250
177.281,277
177.306,307
177.331,330
177.356,339
177.381,339
177.406,339
177.431,346
177.456,357
177.481,366
177.506,370
177.531,368
177.556,363
177.581,353
177.606,339
177.631,320
177.656,298
177.681,276
177.706,255
177.731,233
177.756,213
177.781,193
177.806,174
177.831,150
177.856,119
177.881,85
177.906,58
177.931,49
177.956,67
177.981,104
178.006,149
178.031,189
178.056,219
178.081,243
178.106,266
178.131,288
178.156,306
178.181,315
178.206,320
178.231,325
178.256,334
178.281,345
178.306,353
178.331,355
178.356,352
178.381,348
178.406,346
178.431,342
178.456,334
178.481,320
178.506,305
178.531,290
178.556,272
178.581,250
178.606,225
178.631,201
178.656,180
178.681,159
178.706,133
178.731,103
178.756,81
178.781,82
178.806,110
178.831,152
178.856,194
178.881,222
178.906,240
178.931,255
178.956,270
178.981,281
179.006,283
179.031,279
179.056,275
179.081,279
179.106,290
179.131,302
179.156,310
179.181,310
179.206,304
179.231,296
179.256,286
179.281,277
179.306,265
179.331,251
179.356,232
179.381,212
179.406,193
179.431,176
179.456,157
179.481,133
179.506,103
179.531,79
179.556,75
179.581,100
179.606,146
179.631,194
179.656,231
179.681,255
179.706,273
179.731,293
179.756,313
179.781,325
179.806,327
179.831,323
179.856,324
179.881,334
179.906,350
179.931,362
179.956,366
179.981,363
180.006,356
180.031,346
180.056,332
180.081,313
180.106,292
180.131,273
180.156,257
180.181,242
180.206,221
180.231,197
180.256,172
180.281,150
180.306,127
180.331,98
180.356,61
180.381,25
180.406,5
180.431,15
180.456,54
180.481,105
180.506,152
180.531,187
180.556,214
180.581,241
180.606,271
180.631,300
180.656,320
180.681,331
180.706,337
180.731,347
180.756,361
180.781,375
180.806,384
180.831,389
180.856,390
180.881,389
180.906,384
180.931,373
180.956,358
180.981,344
181.006,330
181.031,315
181.056,297
181.081,276
181.106,255
181.131,235
181.156,212
181.181,186
181.206,156
181.231,128
181.256,101
181.281,71
181.306,34
181.331,-1
181.356,-19
181.381,-6
181.406,38
181.431,97
181.456,149
181.481,187
181.506,215
181.531,244
181.556,273
181.581,297
181.606,312
181.631,320
181.656,328
181.681,339
181.706,352
181.731,364
181.756,375
181.781,386
181.806,395
181.831,397
181.856,388
181.881,371
181.906,355
181.931,345
181.956,339
181.981,331
182.006,314
182.031,293
182.056,271
182.081,253
182.106,236
182.131,215
182.156,191
182.181,167
182.206,146
182.231,127
182.256,102
182.281,70
182.306,39
182.331,26
182.356,42
182.381,85
182.406,141
182.431,193
182.456,229
182.481,252
182.506,270
182.531,288
182.556,303
182.581,310
182.606,310
182.631,309
182.656,315
182.681,327
182.706,341
182.731,350
182.756,352
182.781,351
182.806,347
182.831,339
182.856,326
182.881,307
182.906,287
182.931,271
182.956,258
182.981,243
183.006,222
183.031,197
183.056,172
183.081,147
183.106,120
183.131,85
183.156,50
183.181,29
183.206,36
183.231,75
183.256,130
183.281,183
183.306,222
183.331,248
183.356,269
183.381,291
183.406,310
183.431,321
183.456,325
183.481,325
183.506,329
183.531,341
183.556,355
183.581,365
183.606,366
183.631,359
183.656,350
183.681,340
183.706,330
183.731,316
183.756,296
183.781,271
183.806,246
183.831,224
183.856,203
183.881,183
183.906,162
183.931,138
183.956,110
183.981,77
184.006,40
184.031,5
184.056,-12
184.081,-3
184.106,36
184.131,94
184.156,152
184.181,197
184.206,226
184.231,249
184.256,275
184.281,303
184.306,327
184.331,343
184.356,350
184.381,356
184.406,366
184.431,381
184.456,397
184.481,409
184.506,415
184.531,415
184.556,412
184.581,406
184.606,396
184.631,383
184.656,366
184.681,346
184.706,326
184.731,306
184.756,284
184.781,259
184.806,231
184.831,203
184.856,176
184.881,149
184.906,119
184.931,85
184.956,52
184.981,37
185.006,53
185.031,97
185.056,152
185.081,194
185.106,214
185.131,220
185.156,226
185.181,238
185.206,249
185.231,251
185.256,245
185.281,243
185.306,251
185.331,267
185.356,280
185.381,285
185.406,287
185.431,292
185.456,297
185.481,297
185.506,289
185.531,277
185.556,266
185.581,257
185.606,244
185.631,224
185.656,203
185.681,183
185.706,164
185.731,140
185.756,115
185.781,104
185.806,123
185.831,171
185.856,228
185.881,272
185.906,294
185.931,304
185.956,314
185.981,326
186.006,332
186.031,327
186.056,318
186.081,315
186.106,321
186.131,330
186.156,331
186.181,322
186.206,308
186.231,293
186.256,280
186.281,266
186.306,250
186.331,234
186.356,216
186.381,195
186.406,173
186.431,150
186.456,127
186.481,100
186.506,71
186.531,49
186.556,51
186.581,83
186.606,136
186.631,191
186.656,230
186.681,255
186.706,275
186.731,300
186.756,323
186.781,335
186.806,335
186.831,331
186.856,334
186.881,344
186.906,354
186.931,356
186.956,351
186.981,345
187.006,340
187.031,333
187.056,320
187.081,302
187.106,282
187.131,260
187.156,235
187.181,207
187.206,178
187.231,154
187.256,132
187.281,105
187.306,70
187.331,37
187.356,26
187.381,48
187.406,97
187.431,153
187.456,196
187.481,223
187.506,245
187.531,270
187.556,296
187.581,315
187.606,323
187.631,326
187.656,330
187.681,341
187.706,356
187.731,368
187.756,372
187.781,370
187.806,363
187.831,354
187.856,344
187.881,331
187.906,314
187.931,295
187.956,273
187.981,252
188.006,232
188.031,213
188.056,192
188.081,169
188.106,142
188.131,110
188.156,75
188.181,42
188.206,23
188.231,28
188.256,59
188.281,106
188.306,152
188.331,185
188.356,210
188.381,234
188.406,262
188.431,289
188.456,309
188.481,319
188.506,327
188.531,337
188.556,351
188.581,365
188.606,373
188.631,376
188.656,377
188.681,377
188.706,372
188.731,362
188.756,348
188.781,333
188.806,319
188.831,303
188.856,286
188.881,267
188.906,245
188.931,223
188.956,199
188.981,177
189.006,158
189.031,138
189.056,113
189.081,81
189.106,53
189.131,48
189.156,76
189.181,126
189.206,178
189.231,215
189.256,236
189.281,253
189.306,272
189.331,291
189.356,300
189.381,298
189.406,292
189.431,294
189.456,304
189.481,316
189.506,323
189.531,323
189.556,321
189.581,319
189.606,316
189.631,306
189.656,289
189.681,269
189.706,251
189.731,233
189.756,213
189.781,191
189.806,169
189.831,149
189.856,129
189.881,103
189.906,73
189.931,48
189.956,45
189.981,72
190.006,121
190.031,175
190.056,218
190.081,246
190.106,267
190.131,291
190.156,316
190.181,335
190.206,343
190.231,341
190.256,341
190.281,349
190.306,365
190.331,379
190.356,384
190.381,378
190.406,367
190.431,354
190.456,342
190.481,329
190.506,314
190.531,297
190.556,280
190.581,262
190.606,241
190.631,216
190.656,189
190.681,164
190.706,141
190.731,118
190.756,92
190.781,59
190.806,21
190.831,-7
190.856,-13
190.881,12
190.906,63
190.931,122
190.956,171
190.981,204
191.006,227
191.031,254
191.056,285
191.081,315
191.106,332
191.131,338
191.156,339
191.181,347
191.206,365
191.231,386
191.256,401
191.281,406
191.306,403
191.331,398
191.356,392
191.381,386
191.406,376
191.431,360
191.456,339
191.481,316
191.506,293
191.531,274
191.556,258
191.581,241
191.606,219
191.631,191
191.656,161
191.681,134
191.706,108
191.731,78
191.756,39
191.781,0
191.806,-20
191.831,-9
191.856,33
191.881,91
191.906,141
191.931,176
191.956,203
191.981,233
192.006,267
192.031,294
192.056,304
192.081,300
192.106,294
192.131,297
192.156,313
192.181,332
192.206,347
192.231,357
192.256,365
192.281,372
192.306,377
192.331,375
192.356,367
192.381,354
192.406,339
192.431,323
192.456,306
192.481,288
192.506,270
192.531,252
192.556,232
192.581,211
192.606,188
192.631,165
192.656,140
192.681,111
192.706,80
192.731,59
192.756,61
192.781,90
192.806,140
192.831,191
192.856,231
192.881,253
192.906,265
192.931,272
192.956,278
192.981,280
193.006,279
193.031,279
193.056,283
193.081,292
193.106,301
193.131,307
193.156,308
193.181,305
193.206,299
193.231,288
193.256,274
193.281,259
193.306,244
193.331,227
193.356,206
193.381,181
193.406,155
193.431,132
193.456,110
193.481,85
193.506,56
193.531,35
193.556,39
193.581,74
193.606,131
193.631,185
193.656,223
193.681,246
193.706,268
193.731,295
193.756,321
193.781,337
193.806,343
193.831,347
193.856,360
193.881,381
193.906,403
193.931,418
193.956,427
193.981,431
194.006,433
194.031,431
194.056,423
194.081,411
194.106,394
194.131,368
194.156,331
194.181,287
194.206,249
194.231,226
194.256,214
194.281,197
194.306,162
194.331,116
194.356,78
194.381,68
194.406,89
194.431,127
194.456,161
194.481,181
194.506,188
194.531,190
194.556,197
194.581,207
194.606,218
194.631,226
194.656,232
194.681,239
194.706,250
194.731,261
194.756,270
194.781,273
194.806,275
194.831,279
194.856,286
194.881,291
194.906,289
194.931,281
194.956,274
194.981,274
195.006,278
195.031,274
195.056,255
195.081,227
195.106,203
195.131,188
195.156,177
195.181,159
195.206,128
195.231,93
195.256,71
195.281,71
195.306,92
195.331,126
195.356,166
195.381,205
195.406,240
195.431,265
195.456,281
195.481,292
195.506,304
195.531,316
195.556,325
195.581,328
195.606,330
195.631,339
195.656,356
195.681,376
195.706,386
195.731,382
195.756,368
195.781,351
195.806,335
195.831,315
195.856,286
195.881,250
195.906,218
195.931,198
195.956,188
195.981,179
196.006,163
196.031,142
196.056,131
196.081,141
196.106,170
196.131,205
196.156,236
196.181,260
196.206,281
196.231,304
196.256,323
196.281,329
196.306,319
196.331,302
196.356,288
196.381,285
196.406,286
196.431,284
196.456,277
196.481,267
196.506,259
196.531,250
196.556,238
196.581,219
196.606,199
196.631,180
196.656,163
196.681,145
196.706,122
196.731,96
196.756,73
196.781,56
196.806,49
196.831,58
196.856,84
196.881,124
196.906,167
196.931,200
196.956,223
196.981,242
197.006,262
197.031,280
197.056,286
197.081,280
197.106,276
197.131,288
197.156,316
197.181,342
197.206,348
197.231,336
197.256,320
197.281,316
197.306,320
197.331,318
197.356,301
197.381,273
197.406,249
197.431,238
197.456,232
197.481,222
197.506,202
197.531,176
197.556,157
197.581,153
197.606,168
197.631,198
197.656,234
197.681,268
197.706,294
197.731,315
197.756,334
197.781,353
197.806,369
197.831,378
197.856,379
197.881,379
197.906,380
197.931,382
197.956,381
197.981,375
198.006,365
198.031,352
198.056,338
198.081,322
198.106,305
198.131,288
198.156,271
198.181,250
198.206,222
198.231,190
198.256,160
198.281,138
198.306,123
198.331,106
198.356,84
198.381,56
198.406,27
198.431,1
198.456,-17
198.481,-22
198.506,-3
198.531,40
198.556,101
198.581,159
198.606,200
198.631,225
198.656,245
198.681,269
198.706,295
198.731,317
198.756,331
198.781,341
198.806,355
198.831,373
198.856,389
198.881,400
198.906,403
198.931,402
198.956,401
198.981,396
199.006,387
199.031,374
199.056,359
199.081,346
199.106,331
199.131,314
199.156,293
199.181,272
199.206,250
199.231,227
199.256,201
199.281,175
199.306,152
199.331,135
199.356,120
199.381,98
199.406,70
199.431,46
199.456,42
199.481,65
199.506,108
199.531,153
199.556,185
199.581,201
199.606,209
199.631,218
199.656,231
199.681,244
199.706,253
199.731,258
199.756,265
199.781,276
199.806,289
199.831,301
199.856,308
199.881,311
199.906,313
199.931,315
199.956,315
199.981,309
200.006,297
200.031,281
200.056,267
200.081,255
200.106,243
200.131,228
200.156,210
200.181,190
200.206,170
200.231,153
