df_hash,22ZHK4.WCZFFA
133.602,0.995
133.632,0.992
133.662,0.997
133.692,0.990
133.722,0.993
133.752,0.994
133.782,0.999
133.812,0.989
133.842,0.991
133.872,0.999
133.902,0.993
133.932,0.991
133.962,0.996
133.992,0.996
134.022,0.985
134.052,0.999
134.082,0.995
134.112,0.987
134.142,0.993
134.172,0.997
134.202,0.991
134.232,0.996
134.262,0.997
134.292,0.992
134.322,0.991
134.352,0.994
134.382,0.996
134.412,0.988
134.442,1.000
134.472,0.992
134.502,0.993
134.532,0.993
134.562,0.997
134.592,0.988
134.622,0.996
134.652,0.996
134.682,0.991
134.712,0.990
134.742,0.992
134.772,0.987
134.802,0.991
134.832,1.000
134.862,0.993
134.892,0.987
134.922,0.989
134.952,0.995
134.982,0.993
135.012,0.994
135.042,0.993
135.072,0.995
135.102,0.991
135.132,0.990
135.162,0.997
135.192,0.997
135.222,0.994
135.252,0.993
135.282,0.990
135.312,0.997
135.342,0.996
135.372,0.989
135.402,0.994
135.432,0.995
135.462,0.995
135.492,0.993
135.522,0.998
135.552,0.988
135.582,0.994
135.612,0.994
135.642,0.990
135.672,0.992
135.702,0.993
135.732,0.995
135.762,0.994
135.792,0.994
135.822,0.990
135.852,0.993
135.882,0.995
135.912,0.991
135.942,0.989
135.972,0.998
136.002,0.992
136.032,0.991
136.062,1.004
136.092,0.994
136.122,0.993
136.152,0.994
136.182,0.992
136.212,0.993
136.242,0.993
136.272,0.996
136.302,0.993
136.332,0.999
136.362,0.991
136.392,0.990
136.422,0.990
136.452,0.994
136.482,0.994
136.512,0.994
136.542,0.996
136.572,0.992
136.602,0.992
136.632,0.994
136.662,0.996
136.692,0.990
136.722,0.988
136.752,0.994
136.782,1.003
136.812,0.993
136.842,0.989
136.872,0.994
136.902,0.994
136.932,0.988
136.962,1.001
136.992,0.996
137.022,0.987
137.052,0.998
137.082,0.995
137.112,0.992
137.142,0.994
137.172,0.996
137.202,0.989
137.232,0.994
137.262,0.994
137.292,0.990
137.322,0.994
137.352,0.994
137.382,0.997
137.412,0.996
137.442,0.990
137.472,0.992
137.502,1.000
137.532,0.994
137.562,0.994
137.592,0.992
137.622,0.995
137.652,0.995
137.682,0.996
137.712,0.997
137.742,0.983
137.772,0.991
137.802,1.001
137.832,0.998
137.862,0.991
137.892,0.992
137.922,0.992
137.952,0.995
137.982,0.996
138.012,0.996
138.042,0.994
138.072,0.988
138.102,0.989
138.132,0.999
138.162,0.991
138.192,0.990
138.222,0.996
138.252,0.996
138.282,0.990
138.312,0.998
138.342,0.995
138.372,0.990
138.402,0.994
138.432,0.993
138.462,0.991
138.492,0.993
138.522,0.998
138.552,0.995
138.582,0.988
138.612,0.996
138.642,0.996
138.672,0.997
138.702,0.996
138.732,0.998
138.762,0.998
138.792,0.992
138.822,0.994
138.852,0.996
138.882,0.997
138.912,0.986
138.942,0.990
138.972,1.000
139.002,1.000
139.032,0.992
139.062,0.990
139.092,0.995
139.122,0.995
139.152,0.993
139.182,0.991
139.212,0.992
139.242,0.990
139.272,1.000
139.302,0.996
139.332,0.990
139.362,0.994
139.392,0.996
139.422,0.992
139.452,0.994
139.482,0.995
139.512,0.992
139.542,0.994
139.572,0.995
139.602,0.992
139.632,0.993
139.662,0.996
139.692,0.993
139.722,0.997
139.752,0.997
139.782,0.994
139.812,0.992
139.842,0.996
139.872,0.995
139.902,0.994
139.932,0.996
139.962,0.997
139.992,0.988
140.022,0.996
140.052,1.000
140.082,0.990
140.112,0.991
140.142,0.993
140.172,0.994
140.202,0.996
140.232,0.998
140.262,0.994
140.292,0.994
140.322,0.992
140.352,0.990
140.382,0.988
140.412,0.999
140.442,0.991
140.472,0.992
140.502,0.997
140.532,0.998
140.562,0.993
140.592,0.996
140.622,0.995
140.652,0.995
140.682,0.997
140.712,0.996
140.742,0.985
140.772,0.997
140.802,0.996
140.832,0.991
140.862,0.994
140.892,0.994
140.922,0.993
140.952,0.997
140.982,0.994
141.012,0.994
141.042,0.995
141.072,0.994
141.102,0.992
141.132,0.993
141.162,0.992
141.192,0.994
141.222,1.000
141.252,0.996
141.282,0.997
141.312,0.992
141.342,0.997
141.372,0.996
141.402,0.995
141.432,0.990
141.462,0.993
141.492,0.994
141.522,0.996
141.552,0.994
141.582,0.992
141.612,0.995
141.642,0.998
141.672,0.994
141.702,0.996
141.732,0.996
141.762,0.995
141.792,0.993
141.822,0.992
141.852,0.995
141.882,0.994
141.912,0.992
141.942,0.994
141.972,1.002
142.002,0.994
142.032,0.994
142.062,0.996
142.092,0.992
142.122,0.996
142.152,0.995
142.182,0.997
142.212,0.986
142.242,0.999
142.272,0.997
142.302,0.992
142.332,0.996
142.362,0.996
142.392,0.996
142.422,0.994
142.452,0.994
142.482,0.998
142.512,0.994
142.542,0.994
142.572,0.996
142.602,0.998
142.632,0.989
142.662,0.997
142.692,0.996
142.722,0.994
142.752,0.990
142.782,0.994
142.812,0.998
142.842,0.994
142.872,0.995
142.902,0.990
142.932,0.994
142.962,0.996
142.992,1.000
143.022,0.994
143.052,0.989
143.082,0.992
143.112,0.998
143.142,0.992
143.172,0.993
143.202,0.996
143.232,0.996
143.262,0.992
143.292,0.994
143.322,0.994
143.352,1.004
143.382,0.992
143.412,0.991
143.442,0.996
143.472,0.998
143.502,0.990
143.532,0.995
143.562,0.994
143.592,0.993
143.622,0.995
143.652,0.992
143.682,0.992
143.712,0.993
143.742,1.002
143.772,0.990
143.802,0.991
143.832,0.996
143.862,0.994
143.892,0.990
143.922,0.996
143.952,0.993
143.982,0.994
144.012,0.992
144.042,0.996
144.072,0.992
144.102,0.998
144.132,0.992
144.162,0.990
144.192,0.998
144.222,0.998
144.252,0.993
144.282,0.990
144.312,0.994
144.342,0.992
144.372,0.994
144.402,0.999
144.432,0.988
144.462,0.996
144.492,0.995
144.522,0.989
144.552,0.990
144.582,0.994
144.612,0.996
144.642,1.000
144.672,0.994
144.702,0.994
144.732,0.994
144.762,0.994
144.792,0.993
144.822,0.998
144.852,0.990
144.882,0.992
144.912,0.998
144.942,0.996
144.972,0.993
145.002,0.995
145.032,0.996
145.062,0.997
145.092,0.990
145.122,0.991
145.152,0.992
145.182,0.994
145.212,0.998
145.242,0.995
145.272,0.990
145.302,0.995
145.332,0.993
145.362,0.998
145.392,0.994
145.422,0.992
145.452,0.997
145.482,1.003
145.512,0.992
145.542,0.992
145.572,0.992
145.602,0.995
145.632,0.994
145.662,0.997
145.692,0.997
145.722,0.995
145.752,0.997
145.782,0.993
145.812,0.993
145.842,1.002
145.872,0.996
145.902,0.995
145.932,0.998
145.962,0.998
145.992,0.993
146.022,0.997
146.052,0.997
146.082,0.996
146.112,0.997
146.142,0.995
146.172,0.992
146.202,0.991
146.232,0.994
146.262,0.996
146.292,0.997
146.322,0.988
146.352,0.996
146.382,1.000
146.412,0.996
146.442,0.988
146.472,1.001
146.502,0.998
146.532,0.994
146.562,1.000
146.592,0.999
146.622,0.991
146.652,1.001
146.682,1.000
146.712,0.991
146.742,0.992
146.772,0.996
146.802,0.994
146.832,0.990
146.862,0.990
146.892,1.002
146.922,0.986
146.952,0.996
146.982,0.997
147.012,0.989
147.042,0.989
147.072,0.996
147.102,0.997
147.132,1.002
147.162,0.994
147.192,1.001
147.222,0.996
147.252,0.992
147.282,0.994
147.312,0.997
147.342,0.994
147.372,0.994
147.402,0.997
147.432,0.994
147.462,0.988
147.492,0.987
147.522,1.000
147.552,1.001
147.582,0.993
147.612,0.989
147.642,0.992
147.672,0.983
147.702,0.994
147.732,0.984
147.762,1.001
147.792,0.991
147.822,0.999
147.852,0.994
147.882,0.995
147.912,1.004
147.942,1.000
147.972,0.997
148.002,0.995
148.032,0.997
148.062,0.985
148.092,0.990
148.122,1.002
148.152,0.999
148.182,0.991
148.212,0.994
148.242,0.993
148.272,0.999
148.302,0.996
148.332,1.002
148.362,0.992
148.392,0.992
148.422,0.990
148.452,0.999
148.482,0.996
148.512,1.002
148.542,1.000
148.572,0.994
148.602,0.991
148.632,0.993
148.662,0.998
148.692,0.995
148.722,0.993
148.752,0.994
148.782,1.000
148.812,0.996
148.842,0.993
148.872,0.995
148.902,0.999
148.932,0.996
148.962,0.994
148.992,0.997
149.022,0.995
149.052,0.999
149.082,0.996
149.112,0.990
149.142,0.991
149.172,0.999
149.202,0.997
149.232,0.998
149.262,0.994
149.292,0.996
149.322,0.997
149.352,0.994
149.382,0.995
149.412,0.993
149.442,0.996
149.472,0.998
149.502,0.994
149.532,0.999
149.562,0.998
149.592,0.997
149.622,0.999
149.652,0.996
149.682,0.990
149.712,0.998
149.742,0.994
149.772,0.991
149.802,0.993
149.832,1.006
149.862,0.998
149.892,0.994
149.922,0.997
149.952,0.994
149.982,0.996
150.012,0.995
150.042,0.993
150.072,0.994
150.102,1.001
150.132,0.993
150.162,0.996
150.192,0.999
150.222,0.995
150.252,0.996
150.282,0.996
150.312,0.997
150.342,0.993
150.372,0.998
150.402,0.997
150.432,0.997
150.462,0.993
150.492,0.999
150.522,0.995
150.552,0.994
150.582,1.007
150.612,0.996
150.642,0.995
150.672,0.994
150.702,0.991
150.732,0.997
150.762,0.997
150.792,0.995
150.822,0.999
150.852,0.995
150.882,0.993
150.912,1.000
150.942,1.007
150.972,0.997
151.002,0.991
151.032,0.994
151.062,0.998
151.092,0.996
151.122,0.994
151.152,1.000
151.182,1.006
151.212,0.996
151.242,0.995
151.272,0.997
151.302,0.994
151.332,1.001
151.362,0.999
151.392,0.991
151.422,1.006
151.452,1.000
151.482,0.995
151.512,0.994
151.542,0.999
151.572,0.995
151.602,1.000
151.632,0.996
151.662,1.000
151.692,0.999
151.722,0.995
151.752,0.996
151.782,0.997
151.812,0.992
151.842,1.000
151.872,0.995
151.902,0.997
151.932,0.997
151.962,0.995
151.992,0.995
152.022,0.996
152.052,0.998
152.082,0.993
152.112,0.991
152.142,0.992
152.172,0.998
152.202,0.993
152.232,0.994
152.262,0.996
152.292,0.998
152.322,0.996
152.352,1.000
152.382,0.992
152.412,1.000
152.442,0.996
152.472,0.997
152.502,0.991
152.532,0.999
152.562,0.996
152.592,0.990
152.622,1.005
152.652,0.998
152.682,0.992
152.712,0.999
152.742,0.996
152.772,0.993
152.802,0.999
152.832,0.999
152.862,0.993
152.892,0.997
152.922,0.994
152.952,0.992
152.982,0.995
153.012,0.998
153.042,0.995
153.072,1.000
153.102,0.997
153.132,0.997
153.162,0.999
153.192,0.997
153.222,0.995
153.252,0.998
153.282,0.992
153.312,0.996
153.342,1.003
153.372,1.000
153.402,0.996
153.432,0.994
153.462,0.998
153.492,0.997
153.522,0.993
153.552,0.996
153.582,0.998
153.612,0.996
153.642,0.999
153.672,0.995
153.702,0.995
153.732,1.001
153.762,0.995
153.792,0.996
153.822,1.000
153.852,0.994
153.882,0.994
153.912,0.997
153.942,1.001
153.972,0.991
154.002,0.993
154.032,1.000
154.062,0.998
154.092,0.993
154.122,0.997
154.152,0.997
154.182,0.997
154.212,0.997
154.242,0.996
154.272,0.995
154.302,0.997
154.332,0.999
154.362,0.990
154.392,0.998
154.422,0.998
154.452,0.995
154.482,1.000
154.512,0.997
154.542,0.992
154.572,0.997
154.602,0.996
154.632,1.000
154.662,0.995
154.692,0.993
154.722,0.997
154.752,0.999
154.782,0.993
154.812,0.988
154.842,1.001
154.872,0.999
154.902,0.996
154.932,0.991
154.962,0.994
154.992,0.995
155.022,1.002
155.052,1.003
155.082,0.984
155.112,0.983
155.142,0.995
155.172,0.981
155.202,0.996
155.232,1.010
155.262,1.005
155.292,0.997
155.322,1.003
155.352,1.005
155.382,0.996
155.412,0.989
155.442,0.995
155.472,0.996
155.502,0.994
155.532,0.995
155.562,1.004
155.592,0.996
155.622,0.994
155.652,0.994
155.682,0.987
155.712,0.994
155.742,1.000
155.772,0.989
155.802,0.992
155.832,0.993
155.862,0.995
155.892,0.989
155.922,1.001
155.952,0.998
155.982,0.991
156.012,0.990
156.042,0.995
156.072,0.998
156.102,0.992
156.132,0.995
156.162,0.997
156.192,0.999
156.222,0.993
156.252,0.994
156.282,1.000
156.312,0.993
156.342,0.997
156.372,0.993
156.402,0.994
156.432,0.992
156.462,1.000
156.492,0.995
156.522,0.993
156.552,0.997
156.582,0.998
156.612,0.994
156.642,0.995
156.672,0.997
156.702,0.993
156.732,0.995
156.762,0.995
156.792,0.993
156.822,0.995
156.852,0.994
156.882,0.994
156.912,0.999
156.942,0.994
156.972,0.993
157.002,0.996
157.032,0.997
157.062,0.998
157.092,0.997
157.122,0.996
157.152,0.987
157.182,0.997
157.212,0.999
157.242,0.991
157.272,0.993
157.302,0.995
157.332,0.998
157.362,0.997
157.392,0.995
157.422,0.997
157.452,0.990
157.482,1.000
157.512,0.997
157.542,0.996
157.572,0.989
157.602,0.998
157.632,1.000
157.662,0.998
157.692,0.994
157.722,0.998
157.752,0.998
157.782,0.992
157.812,1.000
157.842,0.997
157.872,0.991
157.902,0.996
157.932,1.000
157.962,0.995
157.992,0.990
158.022,0.993
158.052,0.993
158.082,0.997
158.112,0.994
158.142,0.995
158.172,0.993
158.202,0.995
158.232,0.994
158.262,0.997
158.292,0.991
158.322,0.997
158.352,1.002
158.382,0.997
158.412,0.989
158.442,0.998
158.472,0.996
158.502,0.994
158.532,0.996
158.562,0.996
158.592,0.987
158.622,0.994
158.652,0.999
158.682,0.994
158.712,0.993
158.742,0.999
158.772,0.998
158.802,0.992
158.832,0.997
158.862,0.995
158.892,0.993
158.922,0.996
158.952,0.996
158.982,0.998
159.012,0.993
159.042,0.997
159.072,1.000
159.102,1.001
159.132,0.994
159.162,0.994
159.192,0.998
159.222,0.991
159.252,0.994
159.282,0.992
159.312,0.991
159.342,1.000
159.372,1.000
159.402,0.994
159.432,0.993
159.462,0.996
159.492,0.998
159.522,1.000
159.552,0.995
159.582,0.994
159.612,0.994
159.642,0.996
159.672,0.999
159.702,0.993
159.732,1.001
159.762,0.994
159.792,0.996
159.822,0.998
159.852,0.997
159.882,0.991
159.912,0.994
159.942,1.000
159.972,0.994
160.002,0.994
160.032,0.994
160.062,0.995
160.092,0.992
160.122,1.001
160.152,0.998
160.182,0.993
160.212,1.001
160.242,1.003
160.272,0.994
160.302,0.999
160.332,0.995
160.362,0.990
160.392,0.995
160.422,0.997
160.452,0.993
160.482,1.000
160.512,0.991
160.542,0.994
160.572,0.996
160.602,0.999
160.632,0.995
160.662,0.994
160.692,0.999
160.722,0.993
160.752,0.995
160.782,0.989
160.812,0.995
160.842,0.995
160.872,0.999
160.902,0.998
160.932,0.996
160.962,0.994
160.992,0.996
161.022,0.997
161.052,1.001
161.082,0.998
161.112,0.994
161.142,0.996
161.172,0.996
161.202,0.995
161.232,0.997
161.262,0.999
161.292,0.992
161.322,0.997
161.352,1.004
161.382,0.994
161.412,0.995
161.442,1.001
161.472,1.000
161.502,0.997
161.532,0.988
161.562,0.998
161.592,0.996
161.622,1.000
161.652,0.993
161.682,0.995
161.712,0.996
161.742,0.997
161.772,0.997
161.802,0.996
161.832,0.994
161.862,0.994
161.892,0.994
161.922,0.998
161.952,0.993
161.982,0.995
162.012,0.992
162.042,0.993
162.072,1.002
162.102,0.994
162.132,0.994
162.162,0.998
162.192,0.996
162.222,0.996
162.252,0.992
162.282,1.000
162.312,0.994
162.342,1.000
162.372,1.000
162.402,0.994
162.432,0.994
162.462,0.998
162.492,0.993
162.522,0.998
162.552,0.996
162.582,0.995
162.612,0.992
162.642,0.996
162.672,0.995
162.702,0.999
162.732,0.990
162.762,0.995
162.792,1.003
162.822,0.996
162.852,0.991
162.882,0.996
162.912,0.999
162.942,0.995
162.972,1.002
163.002,0.996
163.032,0.989
163.062,1.000
163.092,1.000
163.122,0.994
163.152,0.994
163.182,0.995
163.212,0.999
163.242,0.991
163.272,0.996
163.302,1.000
163.332,0.992
163.362,0.997
163.392,0.997
163.422,0.995
163.452,1.000
163.482,0.996
163.512,0.992
163.542,0.996
163.572,0.996
163.602,0.998
163.632,0.997
163.662,0.993
163.692,0.999
163.722,0.994
163.752,1.003
163.782,0.995
163.812,0.996
163.842,0.995
163.872,0.999
163.902,0.996
163.932,0.992
163.962,0.995
163.992,0.995
164.022,0.997
164.052,0.996
164.082,0.995
164.112,0.993
164.142,0.997
164.172,0.996
164.202,1.000
164.232,0.995
164.262,0.997
164.292,0.999
164.322,0.996
164.352,0.995
164.382,0.999
164.412,0.997
164.442,0.994
164.472,0.997
164.502,1.001
164.532,0.989
164.562,0.997
164.592,1.001
164.622,0.993
164.652,0.994
164.682,0.998
164.712,0.997
164.742,0.994
164.772,0.999
164.802,1.000
164.832,0.994
164.862,0.997
164.892,0.997
164.922,0.994
164.952,0.999
164.982,0.995
165.012,0.995
165.042,0.996
165.072,1.002
165.102,1.000
165.132,0.995
165.162,0.999
165.192,0.995
165.222,0.995
165.252,0.992
165.282,0.995
165.312,0.997
165.342,1.010
165.372,0.994
165.402,0.989
165.432,0.993
165.462,1.000
165.492,0.995
165.522,0.999
165.552,0.997
165.582,0.998
165.612,0.996
165.642,0.995
165.672,0.994
165.702,0.999
165.732,0.990
165.762,0.998
165.792,1.002
165.822,1.000
165.852,0.992
165.882,0.994
165.912,0.996
165.942,0.994
165.972,1.000
166.002,0.998
166.032,0.997
166.062,0.996
166.092,1.000
166.122,0.996
166.152,0.995
166.182,0.994
166.212,0.997
166.242,0.997
166.272,0.994
166.302,0.995
166.332,0.998
166.362,0.996
166.392,0.998
166.422,1.000
166.452,0.991
166.482,0.994
166.512,0.996
166.542,1.000
166.572,0.997
166.602,0.996
166.632,1.000
166.662,0.995
166.692,0.993
166.722,0.992
166.752,1.000
166.782,0.994
166.812,1.000
166.842,0.998
166.872,0.993
166.902,0.997
166.932,0.998
166.962,0.997
166.992,0.998
167.022,0.998
167.052,0.997
167.082,0.997
167.112,0.998
167.142,0.992
167.172,0.998
167.202,0.996
167.232,0.992
167.262,1.003
167.292,0.997
167.322,0.996
167.352,1.002
167.382,0.998
167.412,0.996
167.442,0.998
167.472,0.993
167.502,0.992
167.532,0.999
167.562,1.000
167.592,0.992
167.622,0.997
167.652,0.995
167.682,0.999
167.712,0.996
167.742,0.995
167.772,0.998
167.802,0.998
167.832,0.995
167.862,0.997
167.892,0.995
167.922,0.997
167.952,0.995
167.982,0.990
168.012,1.000
168.042,0.998
168.072,0.993
168.102,0.997
168.132,0.993
168.162,0.995
168.192,0.998
168.222,1.000
168.252,0.991
168.282,1.000
168.312,0.999
168.342,0.990
168.372,0.996
168.402,0.997
168.432,0.999
168.462,0.996
168.492,0.997
168.522,0.992
168.552,0.998
168.582,1.003
168.612,0.994
168.642,0.992
168.672,1.000
168.702,0.996
168.732,0.993
168.762,1.001
168.792,1.000
168.822,0.993
168.852,1.000
168.882,0.997
168.912,0.993
168.942,0.997
168.972,1.002
169.002,0.988
169.032,0.998
169.062,1.000
169.092,0.995
169.122,0.995
169.152,0.995
169.182,0.995
169.212,0.995
169.242,0.998
169.272,0.997
169.302,0.997
169.332,0.991
169.362,0.993
169.392,0.993
169.422,0.998
169.452,0.996
169.482,1.000
169.512,1.001
169.542,0.993
169.572,0.993
169.602,1.001
169.632,0.999
169.662,0.993
169.692,0.994
169.722,0.997
169.752,0.995
169.782,0.999
169.812,0.996
169.842,0.991
169.872,0.995
169.902,0.996
169.932,0.998
169.962,0.998
169.992,0.996
170.022,0.997
170.052,0.995
170.082,0.998
170.112,0.993
170.142,0.999
170.172,0.996
170.202,0.998
170.232,0.998
170.262,0.999
170.292,0.996
170.322,0.994
170.352,0.996
170.382,0.996
170.412,0.994
170.442,0.990
170.472,1.000
170.502,0.995
170.532,1.001
170.562,1.000
170.592,0.994
170.622,0.995
170.652,0.992
170.682,0.994
170.712,0.999
170.742,0.996
170.772,0.994
170.802,1.000
170.832,0.996
170.862,0.995
170.892,0.999
170.922,0.996
170.952,0.996
170.982,0.998
171.012,1.000
171.042,0.997
171.072,0.995
171.102,0.998
171.132,0.994
171.162,0.996
171.192,0.999
171.222,0.998
171.252,0.992
171.282,1.000
171.312,0.998
171.342,0.992
171.372,0.999
171.402,0.992
171.432,0.995
171.462,0.999
171.492,0.998
171.522,0.996
171.552,0.997
171.582,0.993
171.612,0.993
171.642,0.994
171.672,1.000
171.702,0.997
171.732,0.995
171.762,1.000
171.792,1.003
171.822,0.995
171.852,0.997
171.882,0.994
171.912,0.996
171.942,0.999
171.972,0.999
172.002,0.990
172.032,0.998
172.062,1.002
172.092,0.995
172.122,0.997
172.152,0.995
172.182,0.992
172.212,0.996
172.242,0.995
172.272,0.995
172.302,0.998
172.332,0.995
172.362,0.995
172.392,0.994
172.422,0.995
172.452,0.992
172.482,0.996
172.512,1.003
172.542,0.996
172.572,0.994
172.602,0.997
172.632,0.994
172.662,0.994
172.692,0.995
172.722,0.997
172.752,0.991
172.782,1.003
172.812,0.998
172.842,0.993
172.872,0.994
172.902,0.997
172.932,0.997
172.962,0.996
172.992,0.999
173.022,0.995
173.052,0.995
173.082,0.994
173.112,0.998
173.142,0.992
173.172,0.998
173.202,1.000
173.232,1.000
173.262,0.986
173.292,0.998
173.322,1.001
173.352,0.996
173.382,0.998
173.412,1.001
173.442,0.989
173.472,0.997
173.502,1.003
173.532,0.995
173.562,0.993
173.592,0.995
173.622,0.994
173.652,0.997
173.682,0.999
173.712,0.996
173.742,0.998
173.772,0.995
173.802,1.000
173.832,0.994
173.862,0.993
173.892,0.997
173.922,1.004
173.952,0.994
173.982,0.996
174.012,0.996
174.042,1.000
174.072,0.992
174.102,0.988
174.132,0.995
174.162,0.993
174.192,1.004
174.222,0.998
174.252,0.992
174.282,0.990
174.312,0.994
174.342,0.995
174.372,0.997
174.402,0.994
174.432,1.000
174.462,0.998
174.492,0.995
174.522,0.998
174.552,0.992
174.582,0.994
174.612,0.998
174.642,1.000
174.672,0.992
174.702,0.997
174.732,1.001
174.762,0.993
174.792,0.998
174.822,0.998
174.852,0.994
174.882,0.993
174.912,1.003
174.942,0.997
174.972,0.991
175.002,0.997
175.032,0.997
175.062,0.997
175.092,0.997
175.122,0.998
175.152,0.997
175.182,0.999
175.212,0.995
175.242,0.994
175.272,0.992
175.302,1.003
175.332,1.003
175.362,0.980
175.392,0.990
175.422,1.000
175.452,0.999
175.482,0.992
175.512,0.999
175.542,1.002
175.572,0.990
175.602,0.998
175.632,1.021
175.662,1.021
175.692,1.003
175.722,0.977
175.752,0.985
175.782,1.003
175.812,1.000
175.842,1.000
175.872,0.992
175.902,0.995
175.932,1.002
175.962,0.998
175.992,0.991
176.022,1.019
176.052,1.017
176.082,1.005
176.112,0.996
176.142,0.995
176.172,0.995
176.202,0.990
176.232,0.995
176.262,1.004
176.292,1.004
176.322,1.009
176.352,1.002
176.382,1.012
176.412,1.009
176.442,1.003
176.472,0.999
176.502,1.005
176.532,1.003
176.562,1.000
176.592,1.002
176.622,1.004
176.652,1.012
176.682,1.004
176.712,1.002
176.742,1.022
176.772,1.027
176.802,1.005
176.832,0.992
176.862,0.999
176.892,0.991
176.922,1.007
176.952,1.009
176.982,1.003
177.012,1.003
177.042,0.991
177.072,1.000
177.102,1.000
177.132,1.012
177.162,1.015
177.192,1.021
177.222,1.017
177.252,1.006
177.282,1.001
177.312,1.002
177.342,1.007
177.372,1.009
177.402,1.020
177.432,1.009
177.462,0.998
177.492,1.001
177.522,1.020
177.552,1.007
177.582,1.006
177.612,1.009
177.642,1.011
177.672,1.049
177.702,1.044
177.732,1.002
177.762,0.979
177.792,0.990
177.822,0.987
177.852,0.988
177.882,1.022
177.912,1.020
177.942,0.990
177.972,1.009
178.002,1.023
178.032,1.013
178.062,1.001
178.092,1.006
178.122,1.008
178.152,0.999
178.182,0.991
178.212,1.001
178.242,0.997
178.272,0.982
178.302,0.986
178.332,0.995
178.362,0.994
178.392,1.001
178.422,0.998
178.452,1.002
178.482,0.994
178.512,0.998
178.542,0.999
178.572,0.989
178.602,0.998
178.632,0.996
178.662,0.993
178.692,0.988
178.722,1.003
178.752,1.000
178.782,0.995
178.812,0.991
178.842,0.995
178.872,0.994
178.902,0.990
178.932,0.992
178.962,0.997
178.992,0.985
179.022,0.988
179.052,0.999
179.082,0.994
179.112,0.991
179.142,0.998
179.172,0.995
179.202,0.994
179.232,0.999
179.262,0.992
179.292,0.991
179.322,1.002
179.352,1.000
179.382,0.991
179.412,0.987
179.442,0.989
179.472,0.996
179.502,0.994
179.532,0.996
179.562,1.001
179.592,0.996
179.622,0.994
179.652,0.995
179.682,0.997
179.712,0.992
179.742,0.993
179.772,0.997
179.802,0.995
179.832,0.991
179.862,0.992
179.892,0.992
179.922,0.993
179.952,1.003
179.982,1.003
180.012,0.994
180.042,0.997
180.072,1.000
180.102,0.992
180.132,0.990
180.162,0.996
180.192,1.000
180.222,0.998
180.252,0.997
180.282,0.997
180.312,0.996
180.342,0.997
180.372,0.998
180.402,0.996
180.432,0.993
180.462,0.995
180.492,0.997
180.522,0.998
180.552,0.996
180.582,0.997
180.612,0.999
180.642,0.996
180.672,0.995
180.702,0.999
180.732,0.994
180.762,0.990
180.792,1.001
180.822,1.001
180.852,0.994
180.882,0.997
180.912,1.000
180.942,0.997
180.972,0.997
181.002,0.999
181.032,0.995
181.062,0.994
181.092,0.997
181.122,0.997
181.152,0.992
181.182,1.004
181.212,0.995
181.242,0.994
181.272,1.000
181.302,0.999
181.332,0.995
181.362,0.998
181.392,0.995
181.422,0.993
181.452,0.995
181.482,0.991
181.512,0.998
181.542,0.998
181.572,1.003
181.602,0.999
181.632,0.996
181.662,0.996
181.692,0.997
181.722,1.000
181.752,1.000
181.782,0.998
181.812,0.996
181.842,0.997
181.872,0.998
181.902,0.996
181.932,0.994
181.962,1.000
181.992,0.998
182.022,0.994
182.052,0.999
182.082,1.003
182.112,0.997
182.142,0.994
182.172,0.998
182.202,1.000
182.232,0.993
182.262,0.997
182.292,0.995
182.322,0.998
182.352,1.003
182.382,0.999
182.412,0.997
182.442,0.997
182.472,0.995
182.502,0.995
182.532,0.998
182.562,1.000
182.592,0.998
182.622,0.998
182.652,0.996
182.682,0.994
182.712,1.002
182.742,0.996
182.772,0.997
182.802,0.994
182.832,0.999
182.862,0.998
182.892,0.998
182.922,1.000
182.952,0.996
182.982,0.997
183.012,0.999
183.042,0.993
183.072,0.994
183.102,1.000
183.132,0.997
183.162,0.994
183.192,0.996
183.222,1.000
183.252,0.994
183.282,0.997
183.312,0.999
183.342,0.996
183.372,0.994
183.402,0.999
183.432,0.996
183.462,0.999
183.492,0.998
183.522,0.999
183.552,0.998
183.582,0.999
183.612,0.997
183.642,0.994
183.672,1.000
183.702,0.994
183.732,1.000
183.762,0.990
183.792,0.996
183.822,0.996
183.852,0.999
183.882,0.998
183.912,0.996
183.942,0.998
183.972,1.000
184.002,0.998
184.032,0.999
184.062,0.996
184.092,1.000
184.122,0.998
184.152,0.993
184.182,0.996
184.212,0.999
184.242,0.999
184.272,0.991
184.302,0.999
184.332,1.006
184.362,0.998
184.392,0.996
184.422,0.993
184.452,0.999
184.482,0.997
184.512,0.996
184.542,1.003
184.572,0.990
184.602,1.000
184.632,1.002
184.662,0.997
184.692,0.999
184.722,1.000
184.752,0.997
184.782,0.999
184.812,1.000
184.842,0.999
184.872,0.997
184.902,0.999
184.932,0.996
184.962,0.999
184.992,0.996
185.022,0.993
185.052,0.994
185.082,1.000
185.112,0.999
185.142,0.995
185.172,1.003
185.202,0.998
185.232,1.001
185.262,1.001
185.292,0.997
185.322,0.992
185.352,1.001
185.382,1.003
185.412,0.993
185.442,0.998
185.472,0.995
185.502,0.999
185.532,1.006
185.562,1.000
185.592,0.996
185.622,0.999
185.652,0.999
185.682,1.003
185.712,0.995
185.742,1.000
185.772,0.998
185.802,0.993
185.832,0.999
185.862,0.999
185.892,0.997
185.922,1.007
185.952,1.004
185.982,0.995
