df_hash,22ZHK4.QMMKCW
372.707,1.069
372.737,1.082
372.767,1.081
372.797,1.080
372.827,1.082
372.857,1.075
372.887,1.077
372.917,1.075
372.947,1.072
372.977,1.079
373.007,1.062
373.037,1.077
373.067,1.080
373.097,1.079
373.127,1.077
373.157,1.075
373.187,1.073
373.217,1.074
373.247,1.067
373.277,1.073
373.307,1.079
373.337,1.077
373.367,1.073
373.397,1.075
373.427,1.084
373.457,1.070
373.487,1.077
373.517,1.076
373.547,1.072
373.577,1.071
373.607,1.076
373.637,1.086
373.667,1.080
373.697,1.079
373.727,1.078
373.757,1.071
373.787,1.072
373.817,1.071
373.847,1.073
373.877,1.073
373.907,1.075
373.937,1.076
373.967,1.078
373.997,1.075
374.027,1.074
374.057,1.075
374.087,1.072
374.117,1.075
374.147,1.075
374.177,1.086
374.207,1.083
374.237,1.077
374.267,1.075
374.297,1.077
374.327,1.070
374.357,1.076
374.387,1.075
374.417,1.077
374.447,1.077
374.477,1.079
374.507,1.075
374.537,1.078
374.567,1.073
374.597,1.075
374.627,1.078
374.657,1.078
374.687,1.073
374.717,1.074
374.747,1.082
374.777,1.084
374.807,1.079
374.837,1.072
374.867,1.081
374.897,1.074
374.927,1.073
374.957,1.072
374.987,1.071
375.017,1.073
375.047,1.070
375.077,1.078
375.107,1.074
375.137,1.081
375.167,1.080
375.197,1.075
375.227,1.084
375.257,1.070
375.287,1.073
375.317,1.077
375.347,1.080
375.377,1.071
375.407,1.072
375.437,1.069
375.467,1.068
375.497,1.070
375.527,1.071
375.557,1.071
375.587,1.078
375.617,1.079
375.647,1.072
375.677,1.073
375.707,1.083
375.737,1.084
375.767,1.069
375.797,1.065
375.827,1.072
375.857,1.086
375.887,1.084
375.917,1.071
375.947,1.087
375.977,1.076
376.007,1.075
376.037,1.065
376.067,1.081
376.097,1.093
376.127,1.089
376.157,1.083
376.187,1.089
376.217,1.092
376.247,1.085
376.277,1.073
376.307,1.069
376.337,1.060
376.367,1.068
376.397,1.072
376.427,1.067
376.457,1.065
376.487,1.073
376.517,1.084
376.547,1.066
376.577,1.067
376.607,1.067
376.637,1.071
376.667,1.074
376.697,1.070
376.727,1.068
376.757,1.089
376.787,1.083
376.817,1.065
376.847,1.065
376.877,1.081
376.907,1.078
376.937,1.068
376.967,1.062
376.997,1.062
377.027,1.063
377.057,1.072
377.087,1.071
377.117,1.071
377.147,1.078
377.177,1.082
377.207,1.080
377.237,1.073
377.267,1.074
377.297,1.066
377.327,1.072
377.357,1.074
377.387,1.078
377.417,1.075
377.447,1.070
377.477,1.073
377.507,1.074
377.537,1.077
377.567,1.079
377.597,1.071
377.627,1.074
377.657,1.073
377.687,1.072
377.717,1.073
377.747,1.067
377.777,1.067
377.807,1.076
377.837,1.074
377.867,1.062
377.897,1.075
377.927,1.075
377.957,1.076
377.987,1.078
378.017,1.074
378.047,1.070
378.077,1.075
378.107,1.071
378.137,1.072
378.167,1.069
378.197,1.073
378.227,1.075
378.257,1.072
378.287,1.075
378.317,1.070
378.347,1.070
378.377,1.070
378.407,1.073
378.437,1.091
378.467,1.104
378.497,1.090
378.527,1.091
378.557,1.092
378.587,1.093
378.617,1.079
378.647,1.069
378.677,1.074
378.707,1.070
378.737,1.071
378.767,1.062
378.797,1.057
378.827,1.060
378.857,1.059
378.887,1.062
378.917,1.050
378.947,1.050
378.977,1.066
379.007,1.056
379.037,1.046
379.067,1.058
379.097,1.057
379.127,1.067
379.157,1.072
379.187,1.084
379.217,1.086
379.247,1.091
379.277,1.073
379.307,1.067
379.337,1.059
379.367,1.056
379.397,1.059
379.427,1.050
379.457,1.054
379.487,1.066
379.517,1.072
379.547,1.062
379.577,1.065
379.607,1.063
379.637,1.062
379.667,1.076
379.697,1.065
379.727,1.064
379.757,1.069
379.787,1.077
379.817,1.073
379.847,1.078
379.877,1.077
379.907,1.079
379.937,1.077
379.967,1.065
379.997,1.079
380.027,1.082
380.057,1.066
380.087,1.070
380.117,1.072
380.147,1.064
380.177,1.064
380.207,1.066
380.237,1.075
380.267,1.070
380.297,1.068
380.327,1.068
380.357,1.075
380.387,1.068
380.417,1.060
380.447,1.076
380.477,1.075
380.507,1.074
380.537,1.089
380.567,1.091
380.597,1.084
380.627,1.092
380.657,1.088
380.687,1.069
380.717,1.054
380.747,1.052
380.777,1.049
380.807,1.057
380.837,1.056
380.867,1.069
380.897,1.071
380.927,1.084
380.957,1.068
380.987,1.066
381.017,1.067
381.047,1.056
381.077,1.079
381.107,1.083
381.137,1.071
381.167,1.067
381.197,1.082
381.227,1.061
381.257,1.066
381.287,1.088
381.317,1.091
381.347,1.082
381.377,1.068
381.407,1.069
381.437,1.070
381.467,1.049
381.497,1.029
381.527,1.047
381.557,1.043
381.587,1.037
381.617,1.057
381.647,1.039
381.677,1.024
381.707,1.022
381.737,1.029
381.767,1.029
381.797,1.005
381.827,1.030
381.857,1.017
381.887,0.984
381.917,1.005
381.947,1.013
381.977,0.988
382.007,0.978
382.037,0.980
382.067,0.978
382.097,0.959
382.127,0.944
382.157,0.926
382.187,0.898
382.217,0.905
382.247,0.907
382.277,0.983
382.307,1.066
382.337,1.112
382.367,1.155
382.397,1.152
382.427,1.105
382.457,1.086
382.487,1.103
382.517,1.097
382.547,1.095
382.577,1.066
382.607,1.082
382.637,1.049
382.667,1.045
382.697,1.032
382.727,1.009
382.757,0.977
382.787,0.983
382.817,0.993
382.847,1.012
382.877,1.034
382.907,1.033
382.937,1.013
382.967,0.982
382.997,0.979
383.027,0.963
383.057,0.983
383.087,0.978
383.117,0.995
383.147,0.980
383.177,0.974
383.207,0.998
383.237,0.994
383.267,0.982
383.297,0.991
383.327,0.977
383.357,0.969
383.387,0.967
383.417,0.992
383.447,0.998
383.477,1.004
383.507,1.002
383.537,0.985
383.567,0.990
383.597,1.001
383.627,1.001
383.657,0.998
383.687,0.999
383.717,1.004
383.747,1.012
383.777,1.008
383.807,1.005
383.837,1.012
383.867,1.012
383.897,1.031
383.927,1.064
383.957,1.096
383.987,1.060
384.017,1.044
384.047,1.038
384.077,1.026
384.107,1.018
384.137,1.002
384.167,1.009
384.197,0.997
384.227,0.973
384.257,0.961
384.287,0.930
384.317,0.933
384.347,0.956
384.377,0.966
384.407,1.002
384.437,0.997
384.467,0.989
384.497,0.993
384.527,1.004
384.557,0.987
384.587,0.982
384.617,0.988
384.647,0.973
384.677,0.995
384.707,0.995
384.737,0.990
384.767,0.995
384.797,0.991
384.827,1.001
384.857,0.988
384.887,0.994
384.917,1.012
384.947,1.003
384.977,0.985
385.007,0.977
385.037,0.961
385.067,0.995
385.097,1.011
385.127,1.038
385.157,1.029
385.187,1.058
385.217,1.039
385.247,1.019
385.277,1.017
385.307,1.021
385.337,0.994
385.367,0.984
385.397,0.981
385.427,0.972
385.457,0.979
385.487,0.998
385.517,0.995
385.547,0.999
385.577,0.997
385.607,1.016
385.637,0.985
385.667,0.981
385.697,0.995
385.727,1.001
385.757,0.999
385.787,0.989
385.817,0.999
385.847,1.000
385.877,0.998
385.907,1.000
385.937,0.991
385.967,0.990
385.997,0.974
386.027,0.968
386.057,0.972
386.087,0.979
386.117,0.982
386.147,1.002
386.177,0.996
386.207,0.976
386.237,0.989
386.267,0.985
386.297,0.966
386.327,1.001
386.357,1.001
386.387,1.038
386.417,1.056
386.447,1.031
386.477,1.022
386.507,1.003
386.537,0.965
386.567,0.944
386.597,0.978
386.627,1.007
386.657,1.050
386.687,1.051
386.717,1.029
386.747,1.056
386.777,1.063
386.807,1.078
386.837,1.052
386.867,1.027
386.897,1.015
386.927,1.018
386.957,1.013
386.987,1.027
387.017,1.041
387.047,1.039
387.077,1.032
387.107,1.022
387.137,1.008
387.167,0.979
387.197,0.976
387.227,0.959
387.257,0.967
387.287,1.009
387.317,1.019
387.347,1.024
387.377,1.030
387.407,1.015
387.437,1.006
387.467,0.982
387.497,0.974
387.527,0.982
387.557,0.987
387.587,1.011
387.617,1.000
387.647,0.997
387.677,1.014
387.707,1.006
387.737,1.002
387.767,1.011
387.797,1.021
387.827,1.024
387.857,1.015
387.887,1.009
387.917,1.003
387.947,0.997
387.977,1.005
388.007,1.014
388.037,1.006
388.067,1.001
388.097,1.007
388.127,1.013
388.157,1.011
388.187,1.003
388.217,0.996
388.247,1.014
388.277,1.008
388.307,1.006
388.337,1.020
388.367,1.016
388.397,1.000
388.427,1.001
388.457,1.011
388.487,1.008
388.517,1.000
388.547,0.997
388.577,1.000
388.607,1.001
388.637,1.001
388.667,1.002
388.697,1.012
388.727,1.016
388.757,1.010
388.787,1.007
388.817,1.006
388.847,1.004
388.877,0.996
388.907,1.005
388.937,1.009
388.967,1.010
388.997,1.016
389.027,1.015
389.057,1.008
389.087,1.007
389.117,1.002
389.147,0.996
389.177,1.011
389.207,1.006
389.237,1.006
389.267,1.011
389.297,1.009
389.327,1.001
389.357,1.005
389.387,1.015
389.417,1.031
389.447,1.026
389.477,0.995
389.507,0.986
389.537,1.015
389.567,1.041
389.597,1.007
389.627,0.961
389.657,1.001
389.687,1.024
389.717,1.032
389.747,1.024
389.777,1.010
389.807,1.004
389.837,1.006
389.867,1.014
389.897,1.005
389.927,1.007
389.957,1.008
389.987,1.014
390.017,1.012
390.047,1.009
390.077,0.992
390.107,0.992
390.137,1.003
390.167,1.019
390.197,1.012
390.227,1.015
390.257,1.018
390.287,1.013
390.317,1.009
390.347,1.017
390.377,1.013
390.407,1.008
390.437,1.006
390.467,0.999
390.497,0.998
390.527,1.002
390.557,1.005
390.587,1.018
390.617,1.001
390.647,1.008
390.677,1.020
390.707,1.051
390.737,1.064
390.767,1.047
390.797,1.030
390.827,1.012
390.857,1.021
390.887,1.001
390.917,0.997
390.947,0.990
390.977,0.995
391.007,0.999
391.037,1.000
391.067,1.010
391.097,1.000
391.127,1.001
391.157,1.000
391.187,1.010
391.217,1.009
391.247,1.003
391.277,1.011
391.307,1.016
391.337,1.034
391.367,1.033
391.397,1.030
391.427,1.014
391.457,1.003
391.487,1.007
391.517,1.010
391.547,1.007
391.577,1.004
391.607,1.010
391.637,1.010
391.667,1.016
391.697,1.026
391.727,1.025
391.757,1.009
391.787,1.017
391.817,1.016
391.847,0.999
391.877,1.018
391.907,1.019
391.937,1.021
391.967,1.008
391.997,1.010
392.027,1.019
392.057,1.019
392.087,1.009
392.117,1.017
392.147,1.009
392.177,1.020
392.207,1.022
392.237,1.025
392.267,1.025
392.297,1.020
392.327,1.009
392.357,1.007
392.387,1.001
392.417,1.011
392.447,1.016
392.477,1.021
392.507,1.025
392.537,1.016
392.567,1.015
392.597,1.020
392.627,1.028
392.657,1.012
392.687,1.007
392.717,1.017
392.747,1.015
392.777,1.009
392.807,1.018
392.837,1.019
392.867,1.016
392.897,1.022
392.927,1.014
392.957,1.009
392.987,1.015
393.017,1.022
393.047,1.017
393.077,1.023
393.107,1.016
393.137,1.000
393.167,1.001
393.197,1.011
393.227,1.022
393.257,1.022
393.287,1.014
393.317,1.017
393.347,1.010
393.377,1.010
393.407,1.016
393.437,1.008
393.467,1.017
393.497,1.004
393.527,1.009
393.557,1.019
393.587,1.017
393.617,1.021
393.647,1.032
393.677,1.032
393.707,1.018
393.737,1.014
393.767,1.000
393.797,1.001
393.827,1.016
393.857,1.022
393.887,1.018
393.917,1.015
393.947,1.019
393.977,1.019
394.007,1.014
394.037,1.013
394.067,1.011
394.097,1.018
394.127,1.017
394.157,1.013
394.187,1.014
394.217,1.021
394.247,1.025
394.277,1.010
394.307,1.013
394.337,1.016
394.367,1.019
394.397,1.015
394.427,1.015
394.457,1.018
394.487,1.021
394.517,1.017
394.547,1.016
394.577,1.019
394.607,1.015
394.637,1.021
394.667,1.022
394.697,1.015
394.727,1.017
394.757,1.016
394.787,1.010
394.817,1.018
394.847,1.013
394.877,1.010
394.907,1.008
394.937,1.024
394.967,1.021
394.997,1.017
395.027,1.021
395.057,1.021
395.087,1.024
395.117,1.022
395.147,1.028
395.177,1.027
395.207,1.021
395.237,1.025
395.267,1.016
395.297,1.010
395.327,1.023
395.357,1.019
395.387,1.024
395.417,1.018
395.447,1.003
395.477,0.996
395.507,1.003
395.537,1.013
395.567,1.019
395.597,1.016
395.627,1.009
395.657,1.006
395.687,1.008
395.717,1.007
395.747,1.027
395.777,1.022
395.807,1.019
395.837,1.013
395.867,1.012
395.897,1.016
395.927,1.024
395.957,1.020
395.987,1.026
396.017,1.010
396.047,1.010
396.077,1.011
396.107,1.010
396.137,1.019
396.167,1.024
396.197,1.033
396.227,1.029
396.257,1.025
396.287,1.022
396.317,1.023
396.347,1.009
396.377,0.999
396.407,1.011
396.437,1.019
396.467,1.021
396.497,1.010
396.527,1.016
396.557,1.018
396.587,1.014
396.617,1.019
396.647,1.023
396.677,1.018
396.707,1.017
396.737,1.016
396.767,1.010
396.797,1.013
396.827,1.022
396.857,1.021
396.887,1.020
396.917,1.012
396.947,1.024
396.977,1.028
397.007,1.021
397.037,1.026
397.067,1.027
397.097,1.028
397.127,1.016
397.157,1.013
397.187,1.020
397.217,1.009
397.247,1.007
397.277,1.006
397.307,1.003
397.337,1.011
397.367,1.017
397.397,1.022
397.427,1.016
397.457,1.028
397.487,1.030
397.517,1.023
397.547,1.018
397.577,1.018
397.607,1.022
397.637,1.016
397.667,1.024
397.697,1.016
397.727,1.013
397.757,1.017
397.787,1.012
397.817,1.014
397.847,1.022
397.877,1.021
397.907,1.020
397.937,1.021
397.967,1.012
397.997,1.004
398.027,1.011
398.057,1.026
398.087,1.025
398.117,1.022
398.147,1.025
398.177,1.013
398.207,1.015
398.237,1.019
398.267,1.022
398.297,1.017
398.327,1.023
398.357,1.020
398.387,1.026
398.417,1.028
398.447,1.022
398.477,1.021
398.507,1.034
398.537,1.028
398.567,1.028
398.597,1.025
398.627,1.004
398.657,1.011
398.687,1.018
398.717,1.013
398.747,1.009
398.777,1.009
398.807,1.016
398.837,1.019
398.867,1.019
398.897,1.015
398.927,1.021
398.957,1.025
398.987,1.016
399.017,1.016
399.047,1.018
399.077,1.015
399.107,1.021
399.137,1.024
399.167,1.019
399.197,1.023
399.227,1.020
399.257,1.021
399.287,1.017
399.317,1.019
399.347,1.020
399.377,1.020
399.407,1.010
399.437,1.013
399.467,1.014
399.497,1.021
399.527,1.024
399.557,1.025
399.587,1.020
399.617,1.031
399.647,1.039
399.677,1.023
399.707,1.018
399.737,1.021
399.767,1.014
399.797,1.019
399.827,1.016
399.857,1.011
399.887,1.013
399.917,1.023
399.947,1.021
399.977,1.019
400.007,1.022
400.037,1.020
400.067,1.025
400.097,1.023
400.127,1.010
400.157,1.027
400.187,1.020
400.217,1.017
400.247,1.026
400.277,1.039
400.307,1.043
400.337,1.048
400.367,1.040
400.397,1.035
400.427,1.016
400.457,1.011
400.487,1.001
400.517,0.984
400.547,0.980
400.577,0.995
400.607,0.979
400.637,0.965
400.667,0.949
400.697,0.975
400.727,1.000
400.757,1.020
400.787,1.041
400.817,1.043
400.847,1.042
400.877,1.035
400.907,1.041
400.937,1.038
400.967,1.019
400.997,1.012
401.027,1.033
401.057,1.033
401.087,1.030
401.117,1.027
401.147,1.029
401.177,1.024
401.207,1.009
401.237,1.013
401.267,1.023
401.297,1.025
401.327,1.015
401.357,1.013
401.387,1.011
401.417,1.017
401.447,1.020
401.477,1.018
401.507,1.019
401.537,1.014
401.567,1.020
401.597,1.015
401.627,1.022
401.657,1.020
401.687,1.036
401.717,1.046
401.747,1.040
401.777,1.046
401.807,1.046
401.837,1.062
401.867,1.036
401.897,1.013
401.927,1.018
401.957,1.016
401.987,0.990
402.017,1.023
402.047,1.052
402.077,1.055
402.107,1.028
402.137,1.039
402.167,1.016
402.197,0.999
402.227,1.000
402.257,0.984
402.287,1.007
402.317,0.991
402.347,0.982
402.377,0.997
402.407,0.978
402.437,0.971
402.467,0.966
402.497,0.973
402.527,0.991
402.557,0.990
402.587,1.003
402.617,0.992
402.647,0.979
402.677,0.994
402.707,0.983
402.737,0.975
402.767,0.996
402.797,0.991
402.827,0.994
402.857,1.019
402.887,1.011
402.917,1.027
402.947,1.024
402.977,1.019
403.007,1.018
403.037,1.045
403.067,1.038
403.097,1.040
403.127,1.040
403.157,1.040
403.187,1.030
403.217,1.021
403.247,1.031
403.277,1.027
403.307,1.020
403.337,1.027
403.367,1.022
403.397,1.027
403.427,1.017
403.457,1.015
403.487,1.014
403.517,1.004
403.547,1.013
403.577,1.016
403.607,1.017
403.637,1.016
403.667,1.013
403.697,1.016
403.727,1.024
403.757,1.022
403.787,1.025
403.817,1.019
403.847,1.029
403.877,1.033
403.907,1.032
403.937,1.022
403.967,1.023
403.997,1.027
404.027,1.016
404.057,1.003
404.087,0.996
404.117,1.000
404.147,1.005
404.177,1.008
404.207,1.008
404.237,1.019
404.267,1.016
404.297,1.014
404.327,1.014
404.357,1.018
404.387,1.015
404.417,1.016
404.447,1.027
404.477,1.013
404.507,1.023
404.537,1.019
404.567,1.016
404.597,1.018
404.627,1.015
404.657,1.012
404.687,1.019
404.717,1.005
404.747,1.010
404.777,1.007
404.807,0.996
404.837,0.984
404.867,0.976
404.897,0.976
404.927,0.985
404.957,1.000
404.987,1.016
405.017,1.060
405.047,1.057
405.077,1.060
405.107,1.062
405.137,1.067
405.167,1.062
405.197,1.048
405.227,1.046
405.257,1.033
405.287,1.029
405.317,1.020
405.347,1.026
405.377,1.020
405.407,1.020
405.437,1.029
405.467,1.023
405.497,1.012
405.527,1.036
405.557,1.062
405.587,1.054
405.617,1.062
405.647,1.042
405.677,1.036
405.707,1.049
405.737,1.053
405.767,1.050
405.797,1.055
405.827,1.033
405.857,1.027
405.887,1.011
405.917,0.995
405.947,0.995
405.977,0.985
406.007,0.979
406.037,0.973
406.067,0.968
406.097,0.970
406.127,0.970
406.157,0.990
406.187,0.985
406.217,0.985
406.247,0.997
406.277,0.998
406.307,1.002
406.337,1.001
406.367,1.000
406.397,0.995
406.427,1.008
406.457,1.021
406.487,1.023
406.517,1.017
406.547,1.014
406.577,1.022
406.607,1.011
406.637,0.998
406.667,1.009
406.697,1.004
406.727,1.001
406.757,1.014
406.787,1.008
406.817,0.997
406.847,1.006
406.877,1.011
406.907,1.009
406.937,0.983
406.967,1.012
406.997,1.023
407.027,1.019
407.057,1.015
407.087,1.014
407.117,1.013
407.147,1.007
407.177,1.018
407.207,1.016
407.237,1.023
407.267,1.043
407.297,1.069
407.327,1.105
407.357,1.063
407.387,1.060
407.417,1.035
407.447,1.026
407.477,1.087
407.507,1.104
407.537,1.140
407.567,1.084
407.597,1.051
407.627,1.070
407.657,0.987
407.687,0.955
407.717,0.939
407.747,0.945
407.777,0.965
407.807,0.917
407.837,0.984
407.867,0.954
407.897,0.942
407.927,0.972
407.957,1.009
407.987,1.007
408.017,1.003
408.047,0.998
408.077,0.983
408.107,0.992
408.137,0.990
408.167,1.002
408.197,1.002
408.227,1.010
408.257,1.022
408.287,1.020
408.317,0.999
408.347,1.004
408.377,0.984
408.407,0.971
408.437,0.977
408.467,0.966
408.497,0.968
408.527,0.983
408.557,1.005
408.587,0.978
408.617,0.978
408.647,0.979
408.677,1.017
408.707,1.037
408.737,1.064
408.767,1.076
408.797,1.075
408.827,1.139
408.857,1.136
408.887,1.134
408.917,1.099
408.947,1.109
408.977,1.087
409.007,1.065
409.037,1.064
409.067,1.067
409.097,1.037
409.127,1.043
409.157,1.044
409.187,1.044
409.217,1.038
409.247,1.035
409.277,1.025
409.307,1.028
409.337,1.021
409.367,1.030
409.397,1.015
409.427,1.015
409.457,1.011
409.487,1.012
409.517,1.017
409.547,1.019
409.577,1.011
409.607,1.009
409.637,0.996
409.667,0.999
409.697,1.001
409.727,0.999
409.757,1.006
409.787,1.011
409.817,1.015
409.847,1.014
409.877,1.035
409.907,1.043
409.937,1.027
409.967,1.017
409.997,1.020
410.027,1.027
410.057,1.026
410.087,1.027
410.117,1.022
410.147,1.024
410.177,1.009
410.207,1.013
410.237,1.021
410.267,1.025
410.297,1.008
410.327,1.018
410.357,1.017
410.387,1.019
410.417,1.021
410.447,1.016
410.477,1.026
410.507,1.021
410.537,1.023
410.567,1.018
410.597,1.023
410.627,1.020
410.657,1.009
410.687,1.019
410.717,1.013
410.747,1.008
410.777,1.020
410.807,1.021
410.837,1.028
410.867,1.030
410.897,1.016
410.927,1.015
410.957,1.017
410.987,1.013
411.017,1.019
411.047,1.013
411.077,1.026
411.107,1.034
411.137,1.041
411.167,1.030
411.197,1.034
411.227,1.027
411.257,1.029
411.287,1.033
411.317,1.032
411.347,1.033
411.377,1.041
411.407,1.052
411.437,1.032
411.467,1.028
411.497,1.033
411.527,1.032
411.557,1.035
411.587,1.031
411.617,1.030
411.647,1.020
411.677,1.002
411.707,0.997
411.737,0.999
411.767,0.981
411.797,1.008
411.827,1.026
411.857,1.038
411.887,1.056
411.917,1.040
411.947,1.049
411.977,1.043
412.007,1.016
412.037,1.011
412.067,1.008
412.097,1.005
412.127,1.017
412.157,0.999
412.187,0.998
412.217,1.002
412.247,1.009
412.277,1.008
412.307,1.024
412.337,1.024
412.367,1.038
412.397,1.034
412.427,1.039
412.457,1.038
412.487,1.042
412.517,1.039
412.547,1.045
412.577,1.044
412.607,1.049
412.637,1.060
412.667,1.047
412.697,1.045
412.727,1.044
412.757,1.038
412.787,1.051
412.817,1.042
412.847,1.047
412.877,1.056
412.907,1.044
412.937,1.058
412.967,1.063
412.997,1.062
413.027,1.043
413.057,1.041
413.087,1.035
413.117,1.051
413.147,1.044
413.177,1.043
413.207,1.042
413.237,1.029
413.267,1.025
413.297,1.021
413.327,1.022
413.357,1.028
413.387,1.026
413.417,1.029
413.447,1.035
413.477,1.010
413.507,1.024
413.537,1.039
413.567,1.067
413.597,1.075
413.627,1.048
413.657,1.043
413.687,1.021
413.717,1.021
413.747,1.029
413.777,1.048
413.807,1.048
413.837,1.003
413.867,0.983
413.897,1.076
413.927,1.104
413.957,1.128
413.987,1.104
414.017,1.111
414.047,1.043
414.077,0.990
414.107,0.995
414.137,0.991
414.167,1.063
414.197,1.062
414.227,1.077
414.257,1.047
414.287,1.026
414.317,0.997
414.347,0.979
414.377,1.026
414.407,1.020
414.437,1.023
414.467,1.001
414.497,0.991
414.527,0.991
414.557,0.983
414.587,1.040
414.617,1.025
414.647,0.999
414.677,1.029
414.707,1.038
414.737,1.065
414.767,1.062
414.797,1.078
414.827,1.064
414.857,1.053
414.887,1.030
414.917,1.032
414.947,1.080
414.977,1.084
415.007,1.055
415.037,1.024
415.067,1.044
415.097,1.075
415.127,1.065
415.157,1.085
415.187,1.064
415.217,1.088
415.247,1.070
415.277,1.079
415.307,1.057
415.337,1.054
415.367,1.077
415.397,1.075
415.427,1.083
415.457,1.065
415.487,1.063
415.517,1.065
415.547,1.083
415.577,1.092
415.607,1.079
415.637,1.076
415.667,1.075
415.697,1.064
415.727,1.070
415.757,1.061
415.787,1.059
415.817,1.046
415.847,1.061
415.877,1.048
415.907,1.065
415.937,1.063
415.967,1.058
415.997,1.061
416.027,1.083
416.057,1.068
416.087,1.060
416.117,1.055
416.147,1.053
416.177,1.066
416.207,1.062
416.237,1.054
416.267,1.057
416.297,1.065
416.327,1.059
416.357,1.062
416.387,1.067
416.417,1.066
416.447,1.060
416.477,1.062
416.507,1.062
416.537,1.052
416.567,1.053
416.597,1.059
416.627,1.054
416.657,1.054
416.687,1.054
416.717,1.030
416.747,1.022
416.777,1.008
416.807,1.021
416.837,1.004
416.867,0.988
416.897,0.976
416.927,0.945
416.957,0.944
416.987,1.030
417.017,1.078
417.047,1.111
417.077,1.196
417.107,1.277
417.137,1.324
417.167,1.333
417.197,1.295
417.227,1.209
417.257,1.173
417.287,1.157
417.317,1.144
417.347,1.150
417.377,1.167
417.407,1.133
417.437,1.120
417.467,1.187
417.497,1.132
417.527,1.100
417.557,1.047
417.587,0.939
417.617,0.939
417.647,0.881
417.677,0.875
417.707,0.859
417.737,0.893
417.767,0.961
417.797,1.001
417.827,0.942
417.857,0.998
417.887,0.989
417.917,1.002
417.947,0.953
417.977,0.948
418.007,0.917
418.037,0.915
418.067,1.014
418.097,1.080
418.127,1.040
418.157,0.895
418.187,0.867
418.217,0.991
418.247,0.953
418.277,0.966
418.307,0.953
418.337,0.990
418.367,1.025
418.397,1.025
418.427,1.026
418.457,0.998
418.487,1.002
418.517,0.981
418.547,0.932
418.577,0.908
418.607,0.911
418.637,0.887
418.667,0.898
418.697,0.983
418.727,0.876
418.757,0.903
418.787,1.153
418.817,1.127
418.847,1.039
418.877,1.027
418.907,1.057
418.937,1.103
418.967,1.137
418.997,1.187
419.027,1.190
419.057,1.129
419.087,1.127
419.117,1.128
419.147,1.151
419.177,1.047
419.207,0.948
419.237,0.786
419.267,0.813
419.297,0.878
419.327,0.858
419.357,0.904
419.387,1.025
419.417,1.012
419.447,0.913
419.477,1.084
419.507,1.094
419.537,1.081
419.567,1.032
419.597,0.999
419.627,0.988
419.657,0.980
419.687,0.955
419.717,1.014
419.747,1.031
419.777,0.998
419.807,1.028
419.837,1.042
419.867,0.971
419.897,1.002
419.927,1.035
419.957,1.035
419.987,1.050
420.017,1.031
420.047,1.041
420.077,1.075
420.107,1.122
420.137,1.104
420.167,1.170
420.197,1.131
420.227,1.094
420.257,1.042
420.287,0.955
420.317,0.938
420.347,0.937
420.377,0.945
420.407,0.952
420.437,1.015
420.467,1.041
420.497,1.048
420.527,1.060
420.557,1.017
420.587,1.019
420.617,1.025
420.647,1.014
420.677,1.029
420.707,1.030
420.737,1.059
420.767,1.073
420.797,1.081
420.827,1.071
420.857,1.038
420.887,0.994
420.917,0.987
420.947,1.026
420.977,1.027
421.007,1.020
421.037,1.018
421.067,1.002
421.097,0.992
421.127,0.987
421.157,0.984
421.187,0.990
421.217,1.014
421.247,1.050
421.277,1.058
421.307,1.054
421.337,1.043
421.367,1.018
421.397,1.017
421.427,1.000
421.457,1.002
421.487,1.015
421.517,0.984
421.547,0.967
421.577,0.943
421.607,0.959
421.637,0.964
421.667,0.986
421.697,1.021
421.727,0.988
421.757,1.008
421.787,0.999
421.817,0.976
421.847,0.963
421.877,0.966
421.907,0.965
421.937,0.929
421.967,0.916
421.997,0.993
422.027,1.029
422.057,1.033
422.087,1.042
422.117,0.980
422.147,0.983
422.177,0.994
422.207,1.006
422.237,1.011
422.267,0.992
422.297,0.984
422.327,0.996
422.357,0.973
422.387,0.972
422.417,0.970
422.447,1.028
422.477,1.060
422.507,1.006
422.537,0.949
422.567,0.946
422.597,0.935
422.627,0.931
422.657,0.900
422.687,0.938
422.717,1.007
422.747,0.981
422.777,0.954
422.807,0.932
422.837,0.969
422.867,0.963
422.897,0.910
422.927,0.943
422.957,0.964
422.987,1.003
423.017,1.021
423.047,1.030
423.077,1.026
423.107,1.027
423.137,1.030
423.167,1.054
423.197,1.034
423.227,1.008
423.257,1.022
423.287,0.963
423.317,0.978
423.347,1.020
423.377,0.981
423.407,0.967
423.437,0.948
423.467,0.968
423.497,0.971
423.527,0.977
423.557,0.978
423.587,0.959
423.617,0.965
423.647,1.023
423.677,0.999
423.707,0.971
423.737,0.979
423.767,0.973
423.797,0.996
423.827,0.992
423.857,0.959
423.887,0.978
423.917,0.991
423.947,0.989
423.977,1.002
424.007,1.021
424.037,1.010
424.067,0.994
424.097,0.953
424.127,0.917
424.157,0.963
424.187,0.986
424.217,0.988
424.247,0.995
424.277,0.973
424.307,0.993
424.337,0.993
424.367,0.963
424.397,0.938
424.427,0.922
424.457,0.943
424.487,0.962
424.517,0.943
424.547,0.971
424.577,0.991
424.607,0.982
424.637,0.993
424.667,1.006
424.697,1.018
424.727,0.996
424.757,0.973
424.787,0.982
424.817,1.009
424.847,0.977
424.877,0.958
424.907,0.979
424.937,0.977
424.967,0.958
424.997,0.968
425.027,0.961
425.057,0.966
425.087,0.970
