df_hash,22ZHK4.EG2MBW
110.295,874
110.320,822
110.345,753
110.370,677
110.395,597
110.420,511
110.445,417
110.470,325
110.495,247
110.520,180
110.545,105
110.570,7
110.595,-99
110.620,-189
110.645,-263
110.670,-354
110.695,-488
110.720,-628
110.745,-674
110.770,-543
110.795,-244
110.820,107
110.845,383
110.870,524
110.895,573
110.920,604
110.945,656
110.970,710
110.995,733
111.020,720
111.045,705
111.070,719
111.095,761
111.120,803
111.145,816
111.170,795
111.195,753
111.220,703
111.245,646
111.270,574
111.295,487
111.320,393
111.345,302
111.370,213
111.395,119
111.420,20
111.445,-69
111.470,-140
111.495,-204
111.520,-294
111.545,-422
111.570,-543
111.595,-561
111.620,-403
111.645,-88
111.670,268
111.695,539
111.720,668
111.745,700
111.770,719
111.795,762
111.820,805
111.845,810
111.870,777
111.895,748
111.920,759
111.945,802
111.970,837
111.995,834
112.020,798
112.045,746
112.070,685
112.095,603
112.120,495
112.145,373
112.170,261
112.195,161
112.220,59
112.245,-54
112.270,-168
112.295,-262
112.320,-340
112.345,-435
112.370,-568
112.395,-702
112.420,-742
112.445,-608
112.470,-304
112.495,66
112.520,375
112.545,553
112.570,631
112.595,682
112.620,749
112.645,818
112.670,850
112.695,841
112.720,821
112.745,824
112.770,850
112.795,873
112.820,873
112.845,851
112.870,820
112.895,777
112.920,709
112.945,610
112.970,494
112.995,382
113.020,275
113.045,159
113.070,29
113.095,-95
113.120,-193
113.145,-272
113.170,-374
113.195,-523
113.220,-678
113.245,-738
113.270,-617
113.295,-322
113.320,38
113.345,337
113.370,511
113.395,591
113.420,649
113.445,726
113.470,804
113.495,848
113.520,846
113.545,828
113.570,826
113.595,846
113.620,867
113.645,869
113.670,848
113.695,815
113.720,768
113.745,698
113.770,602
113.795,491
113.820,385
113.845,285
113.870,178
113.895,59
113.920,-54
113.945,-146
113.970,-228
113.995,-337
114.020,-489
114.045,-626
114.070,-641
114.095,-464
114.120,-135
114.145,215
114.170,463
114.195,579
114.220,621
114.245,658
114.270,706
114.295,736
114.320,727
114.345,694
114.370,675
114.395,686
114.420,714
114.445,733
114.470,727
114.495,696
114.520,644
114.545,575
114.570,495
114.595,408
114.620,310
114.645,196
114.670,73
114.695,-37
114.720,-124
114.745,-207
114.770,-318
114.795,-452
114.820,-536
114.845,-474
114.870,-232
114.895,112
114.920,421
114.945,604
114.970,671
114.995,693
115.020,726
115.045,764
115.070,776
115.095,753
115.120,724
115.145,717
115.170,732
115.195,748
115.220,744
115.245,714
115.270,659
115.295,582
115.320,489
115.345,388
115.370,284
115.395,172
115.420,49
115.445,-71
115.470,-178
115.495,-278
115.520,-396
115.545,-541
115.570,-657
115.595,-649
115.620,-458
115.645,-133
115.670,197
115.695,421
115.720,528
115.745,587
115.770,665
115.795,760
115.820,824
115.845,829
115.870,800
115.895,780
115.920,785
115.945,797
115.970,797
115.995,779
116.020,746
116.045,692
116.070,609
116.095,502
116.120,393
116.145,291
116.170,188
116.195,71
116.220,-52
116.245,-162
116.270,-258
116.295,-369
116.320,-516
116.345,-662
116.370,-714
116.395,-593
116.420,-313
116.445,20
116.470,292
116.495,456
116.520,553
116.545,646
116.570,759
116.595,864
116.620,924
116.645,932
116.670,918
116.695,915
116.720,929
116.745,946
116.770,944
116.795,915
116.820,865
116.845,801
116.870,726
116.895,636
116.920,529
116.945,415
116.970,302
116.995,192
117.020,81
117.045,-33
117.070,-139
117.095,-229
117.120,-312
117.145,-419
117.170,-561
117.195,-696
117.220,-735
117.245,-606
117.270,-324
117.295,4
117.320,263
117.345,406
117.370,474
117.395,538
117.420,628
117.445,714
117.470,759
117.495,759
117.520,750
117.545,765
117.570,806
117.595,846
117.620,857
117.645,836
117.670,794
117.695,746
117.720,691
117.745,626
117.770,546
117.795,458
117.820,375
117.845,303
117.870,236
117.895,158
117.920,67
117.945,-23
117.970,-98
117.995,-166
118.020,-256
118.045,-382
118.070,-502
118.095,-531
118.120,-400
118.145,-129
118.170,179
118.195,415
118.220,538
118.245,589
118.270,635
118.295,696
118.320,747
118.345,758
118.370,734
118.395,709
118.420,712
118.445,738
118.470,761
118.495,759
118.520,727
118.545,674
118.570,612
118.595,549
118.620,483
118.645,411
118.670,332
118.695,247
118.720,164
118.745,84
118.770,0
118.795,-92
118.820,-186
118.845,-264
118.870,-326
118.895,-398
118.920,-501
118.945,-615
118.970,-659
118.995,-554
119.020,-295
119.045,30
119.070,306
119.095,471
119.120,557
119.145,628
119.170,718
119.195,804
119.220,852
119.245,857
119.270,849
119.295,852
119.320,868
119.345,882
119.370,885
119.395,876
119.420,852
119.445,805
119.470,738
119.495,664
119.520,595
119.545,528
119.570,450
119.595,360
119.620,271
119.645,199
119.670,136
119.695,62
119.720,-26
119.745,-112
119.770,-183
119.795,-254
119.820,-358
119.845,-486
119.870,-567
119.895,-508
119.920,-278
119.945,50
119.970,355
119.995,556
120.020,659
120.045,726
120.070,800
120.095,876
120.120,923
120.145,931
120.170,917
120.195,905
120.220,895
120.245,869
120.270,816
120.295,740
120.320,655
120.345,572
120.370,487
120.395,396
120.420,299
120.445,208
120.470,132
120.495,71
120.520,14
120.545,-46
120.570,-109
120.595,-160
120.620,-193
120.645,-227
120.670,-294
120.695,-404
120.720,-508
120.745,-520
120.770,-374
120.795,-89
120.820,230
120.845,470
120.870,588
120.895,624
120.920,652
120.945,700
120.970,745
120.995,751
121.020,723
121.045,701
121.070,719
121.095,766
121.120,805
121.145,806
121.170,775
121.195,731
121.220,684
121.245,621
121.270,534
121.295,431
121.320,329
121.345,238
121.370,145
121.395,42
121.420,-64
121.445,-154
121.470,-225
121.495,-304
121.520,-420
121.545,-558
121.570,-646
121.595,-594
121.620,-373
121.645,-44
121.670,274
121.695,492
121.720,600
121.745,654
121.770,712
121.795,784
121.820,836
121.845,843
121.870,819
121.895,806
121.920,828
121.945,871
121.970,900
121.995,894
122.020,860
122.045,814
122.070,759
122.095,682
122.120,579
122.145,464
122.170,357
122.195,260
122.220,157
122.245,38
122.270,-84
122.295,-188
122.320,-274
122.345,-374
122.370,-515
122.395,-666
122.420,-742
122.445,-657
122.470,-399
122.495,-50
122.520,268
122.545,481
122.570,592
122.595,660
122.620,730
122.645,804
122.670,854
122.695,863
122.720,844
122.745,829
122.770,839
122.795,865
122.820,885
122.845,878
122.870,845
122.895,792
122.920,724
122.945,640
122.970,541
122.995,436
123.020,336
123.045,241
123.070,141
123.095,30
123.120,-83
123.145,-180
123.170,-262
123.195,-352
123.220,-480
123.245,-625
123.270,-708
123.295,-640
123.320,-393
123.345,-42
123.370,282
123.395,490
123.420,584
123.445,631
123.470,688
123.495,755
123.520,794
123.545,786
123.570,758
123.595,754
123.620,786
123.645,826
123.670,841
123.695,822
123.720,785
123.745,743
123.770,687
123.795,607
123.820,506
123.845,404
123.870,315
123.895,226
123.920,125
123.945,16
123.970,-76
123.995,-144
124.020,-219
124.045,-334
124.070,-474
124.095,-555
124.120,-476
124.145,-218
124.170,127
124.195,420
124.220,578
124.245,623
124.270,636
124.295,667
124.320,703
124.345,706
124.370,673
124.395,642
124.420,647
124.445,687
124.470,725
124.495,732
124.520,708
124.545,667
124.570,613
124.595,542
124.620,455
124.645,362
124.670,272
124.695,179
124.720,77
124.745,-25
124.770,-108
124.795,-177
124.820,-262
124.845,-387
124.870,-516
124.895,-555
124.920,-421
124.945,-129
124.970,209
124.995,466
125.020,591
125.045,628
125.070,654
125.095,696
125.120,731
125.145,731
125.170,703
125.195,685
125.220,697
125.245,726
125.270,744
125.295,738
125.320,713
125.345,674
125.370,614
125.395,532
125.420,435
125.445,340
125.470,248
125.495,146
125.520,29
125.545,-86
125.570,-178
125.595,-252
125.620,-342
125.645,-471
125.670,-602
125.695,-643
125.720,-516
125.745,-230
125.770,111
125.795,387
125.820,541
125.845,611
125.870,665
125.895,740
125.920,813
125.945,847
125.970,836
125.995,816
126.020,820
126.045,851
126.070,880
126.095,884
126.120,859
126.145,818
126.170,767
126.195,699
126.220,610
126.245,510
126.270,414
126.295,326
126.320,231
126.345,124
126.370,17
126.395,-69
126.420,-141
126.445,-228
126.470,-357
126.495,-498
126.520,-566
126.545,-479
126.570,-232
126.595,88
126.620,363
126.645,522
126.670,581
126.695,605
126.720,641
126.745,686
126.770,709
126.795,694
126.820,662
126.845,644
126.870,657
126.895,685
126.920,704
126.945,699
126.970,671
126.995,629
127.020,574
127.045,502
127.070,419
127.095,333
127.120,252
127.145,170
127.170,78
127.195,-21
127.220,-116
127.245,-193
127.270,-267
127.295,-366
127.320,-495
127.345,-604
127.370,-608
127.395,-445
127.420,-144
127.445,187
127.470,437
127.495,565
127.520,614
127.545,656
127.570,718
127.595,774
127.620,791
127.645,773
127.670,759
127.695,778
127.720,819
127.745,846
127.770,837
127.795,799
127.820,752
127.845,700
127.870,633
127.895,548
127.920,455
127.945,365
127.970,276
127.995,176
128.020,69
128.045,-26
128.070,-105
128.095,-189
128.120,-310
128.145,-455
128.170,-548
128.195,-494
128.220,-267
128.245,55
128.270,345
128.295,517
128.320,581
128.345,605
128.370,640
128.395,681
128.420,700
128.445,691
128.470,685
128.495,711
128.520,764
128.545,810
128.570,823
128.595,801
128.620,756
128.645,694
128.670,612
128.695,511
128.720,404
128.745,302
128.770,197
128.795,80
128.820,-43
128.845,-150
128.870,-230
128.895,-306
128.920,-418
128.945,-568
128.970,-687
128.995,-673
129.020,-477
129.045,-151
129.070,183
129.095,425
129.120,556
129.145,631
129.170,707
129.195,791
129.220,852
129.245,866
129.270,847
129.295,831
129.320,836
129.345,853
129.370,856
129.395,835
129.420,799
129.445,756
129.470,702
129.495,625
129.520,528
129.545,424
129.570,326
129.595,227
129.620,114
129.645,-9
129.670,-124
129.695,-210
129.720,-283
129.745,-384
129.770,-529
129.795,-666
129.820,-699
129.845,-555
129.870,-258
129.895,84
129.920,356
129.945,510
129.970,584
129.995,643
130.020,719
130.045,791
130.070,825
130.095,819
130.120,803
130.145,809
130.170,835
130.195,859
130.220,858
130.245,831
130.270,789
130.295,739
130.320,671
130.345,582
130.370,481
130.395,384
130.420,296
130.445,204
130.470,99
130.495,-6
130.520,-94
130.545,-164
130.570,-249
130.595,-376
130.620,-516
130.645,-579
130.670,-478
130.695,-211
130.720,122
130.745,391
130.770,531
130.795,574
130.820,596
130.845,635
130.870,673
130.895,677
130.920,652
130.945,635
130.970,653
130.995,693
131.020,721
131.045,718
131.070,692
131.095,658
131.120,613
131.145,548
131.170,464
131.195,378
131.220,296
131.245,209
131.270,106
131.295,-1
131.320,-91
131.345,-160
131.370,-239
131.395,-353
131.420,-471
131.445,-501
131.470,-367
131.495,-82
131.520,240
131.545,479
131.570,593
131.595,631
131.620,668
131.645,725
131.670,769
131.695,770
131.720,738
131.745,716
131.770,728
131.795,760
131.820,779
131.845,767
131.870,732
131.895,684
131.920,622
131.945,541
131.970,444
131.995,346
132.020,251
132.045,153
132.070,44
132.095,-62
132.120,-150
132.145,-221
132.170,-309
132.195,-438
132.220,-581
132.245,-650
132.270,-564
132.295,-314
132.320,11
132.345,295
132.370,471
132.395,558
132.420,621
132.445,700
132.470,780
132.495,824
132.520,821
132.545,798
132.570,791
132.595,806
132.620,824
132.645,823
132.670,803
132.695,773
132.720,731
132.745,665
132.770,570
132.795,460
132.820,358
132.845,269
132.870,180
132.895,74
132.920,-38
132.945,-137
132.970,-216
132.995,-305
133.020,-432
133.045,-575
133.070,-653
133.095,-580
133.120,-339
133.145,-10
133.170,288
133.195,478
133.220,571
133.245,627
133.270,695
133.295,769
133.320,819
133.345,826
133.370,810
133.395,803
133.420,822
133.445,852
133.470,867
133.495,852
133.520,810
133.545,751
133.570,679
133.595,594
133.620,497
133.645,396
133.670,298
133.695,199
133.720,95
133.745,-9
133.770,-102
133.795,-180
133.820,-259
133.845,-369
133.870,-507
133.895,-616
133.920,-606
133.945,-424
133.970,-111
133.995,218
134.020,455
134.045,569
134.070,612
134.095,653
134.120,708
134.145,746
134.170,743
134.195,713
134.220,701
134.245,727
134.270,767
134.295,786
134.320,772
134.345,742
134.370,709
134.395,664
134.420,592
134.445,496
134.470,402
134.495,322
134.520,242
134.545,143
134.570,35
134.595,-52
134.620,-108
134.645,-170
134.670,-280
134.695,-422
134.720,-501
134.745,-415
134.770,-153
134.795,183
134.820,460
134.845,608
134.870,656
134.895,672
134.920,691
134.945,700
134.970,682
134.995,649
135.020,632
135.045,647
135.070,677
135.095,698
135.120,693
135.145,664
135.170,615
135.195,548
135.220,467
135.245,381
135.270,292
135.295,190
135.320,73
135.345,-44
135.370,-146
135.395,-235
135.420,-337
135.445,-465
135.470,-568
135.495,-554
135.520,-364
135.545,-39
135.570,295
135.595,527
135.620,634
135.645,676
135.670,717
135.695,766
135.720,792
135.745,776
135.770,740
135.795,722
135.820,733
135.845,753
135.870,758
135.895,740
135.920,704
135.945,650
135.970,574
135.995,480
136.020,377
136.045,273
136.070,162
136.095,39
136.120,-82
136.145,-187
136.170,-279
136.195,-385
136.220,-524
136.245,-652
136.270,-674
136.295,-518
136.320,-204
136.345,151
136.370,427
136.395,578
136.420,648
136.445,707
136.470,779
136.495,837
136.520,853
136.545,836
136.570,822
136.595,831
136.620,854
136.645,866
136.670,857
136.695,831
136.720,791
136.745,731
136.770,641
136.795,531
136.820,417
136.845,309
136.870,198
136.895,76
136.920,-46
136.945,-151
136.970,-237
136.995,-334
137.020,-470
137.045,-619
137.070,-695
137.095,-609
137.120,-346
137.145,3
137.170,311
137.195,498
137.220,581
137.245,631
137.270,695
137.295,761
137.320,793
137.345,783
137.370,760
137.395,759
137.420,783
137.445,805
137.470,805
137.495,785
137.520,757
137.545,715
137.570,649
137.595,554
137.620,451
137.645,359
137.670,277
137.695,182
137.720,68
137.745,-41
137.770,-123
137.795,-189
137.820,-280
137.845,-408
137.870,-513
137.895,-490
137.920,-287
137.945,35
137.970,344
137.995,534
138.020,603
138.045,623
138.070,655
138.095,696
138.120,709
138.145,683
138.170,650
138.195,647
138.220,680
138.245,716
138.270,723
138.295,695
138.320,647
138.345,586
138.370,514
138.395,431
138.420,342
138.445,252
138.470,157
138.495,52
138.520,-50
138.545,-139
138.570,-222
138.595,-324
138.620,-452
138.645,-554
138.670,-538
138.695,-351
138.720,-38
138.745,278
138.770,492
138.795,587
138.820,627
138.845,678
138.870,743
138.895,784
138.920,776
138.945,742
138.970,724
138.995,737
139.020,761
139.045,770
139.070,755
139.095,723
139.120,677
139.145,608
139.170,515
139.195,410
139.220,310
139.245,213
139.270,107
139.295,-7
139.320,-113
139.345,-197
139.370,-277
139.395,-388
139.420,-531
139.445,-639
139.470,-617
139.495,-416
139.520,-91
139.545,235
139.570,464
139.595,582
139.620,645
139.645,711
139.670,788
139.695,843
139.720,852
139.745,830
139.770,812
139.795,818
139.820,840
139.845,852
139.870,840
139.895,808
139.920,761
139.945,696
139.970,611
139.995,511
140.020,410
140.045,314
140.070,217
140.095,110
140.120,-4
140.145,-107
140.170,-189
140.195,-268
140.220,-377
140.245,-519
140.270,-636
140.295,-636
140.320,-463
140.345,-157
140.370,169
140.395,408
140.420,531
140.445,587
140.470,639
140.495,705
140.520,756
140.545,767
140.570,747
140.595,735
140.620,754
140.645,789
140.670,810
140.695,801
140.720,772
140.745,734
140.770,682
140.795,608
140.820,512
140.845,414
140.870,326
140.895,242
140.920,146
140.945,44
140.970,-44
140.995,-111
141.020,-183
141.045,-292
141.070,-424
141.095,-497
141.120,-419
141.145,-172
141.170,154
141.195,428
141.220,575
141.245,616
141.270,627
141.295,652
141.320,681
141.345,681
141.370,654
141.395,633
141.420,646
141.445,683
141.470,712
141.495,710
141.520,683
141.545,642
141.570,587
141.595,513
141.620,424
141.645,333
141.670,247
141.695,154
141.720,47
141.745,-60
141.770,-151
141.795,-224
141.820,-313
141.845,-437
141.870,-555
141.895,-574
141.920,-422
141.945,-124
141.970,206
141.995,453
142.020,578
142.045,633
142.070,682
142.095,743
142.120,787
142.145,791
142.170,771
142.195,760
142.220,772
142.245,792
142.270,798
142.295,786
142.320,762
142.345,724
142.370,661
142.395,566
142.420,457
142.445,354
142.470,260
142.495,159
142.520,45
142.545,-66
142.570,-159
142.595,-240
142.620,-343
142.645,-484
142.670,-614
142.695,-638
142.720,-487
142.745,-189
142.770,146
142.795,404
142.820,545
142.845,613
142.870,673
142.895,748
142.920,814
142.945,839
142.970,824
142.995,800
143.020,795
143.045,808
143.070,819
143.095,812
143.120,783
143.145,735
143.170,667
143.195,580
143.220,479
143.245,378
143.270,282
143.295,182
143.320,71
143.345,-41
143.370,-136
143.395,-209
143.420,-286
143.445,-400
143.470,-536
143.495,-617
143.520,-550
143.545,-310
143.570,25
143.595,331
143.620,522
143.645,605
143.670,648
143.695,700
143.720,753
143.745,772
143.770,749
143.795,716
143.820,712
143.845,739
143.870,769
143.895,775
143.920,754
143.945,719
143.970,672
143.995,604
144.020,514
144.045,416
144.070,326
144.095,241
144.120,145
144.145,39
144.170,-54
144.195,-121
144.220,-185
144.245,-281
144.270,-405
144.295,-480
144.320,-409
144.345,-167
144.370,157
144.395,434
144.420,583
144.445,630
144.470,652
144.495,690
144.520,725
144.545,722
144.570,683
144.595,650
144.620,658
144.645,696
144.670,727
144.695,726
144.720,695
144.745,645
144.770,581
144.795,500
144.820,410
144.845,320
144.870,231
144.895,134
144.920,24
144.945,-80
144.970,-162
144.995,-231
145.020,-324
145.045,-453
145.070,-563
145.095,-553
145.120,-362
145.145,-38
145.170,291
145.195,513
145.220,610
145.245,648
145.270,692
145.295,751
145.320,789
145.345,784
145.370,756
145.395,743
145.420,760
145.445,786
145.470,793
145.495,772
145.520,731
145.545,676
145.570,603
145.595,511
145.620,412
145.645,315
145.670,219
145.695,111
145.720,-6
145.745,-114
145.770,-199
145.795,-278
145.820,-384
145.845,-522
145.870,-634
145.895,-626
145.920,-444
145.945,-132
145.970,193
145.995,428
146.020,548
146.045,606
146.070,664
146.095,736
146.120,794
146.145,810
146.170,794
146.195,782
146.220,796
146.245,827
146.270,845
146.295,835
146.320,801
146.345,753
146.370,693
146.395,614
146.420,521
146.445,424
146.470,331
146.495,236
146.520,130
146.545,16
146.570,-82
146.595,-158
146.620,-230
146.645,-336
146.670,-480
146.695,-604
146.720,-614
146.745,-453
146.770,-153
146.795,174
146.820,419
146.845,546
146.870,600
146.895,646
146.920,708
146.945,761
146.970,774
146.995,751
147.020,729
147.045,737
147.070,768
147.095,794
147.120,792
147.145,763
147.170,721
147.195,669
147.220,602
147.245,519
147.270,432
147.295,348
147.320,262
147.345,162
147.370,54
147.395,-39
147.420,-106
147.445,-169
147.470,-264
147.495,-393
147.520,-487
147.545,-452
147.570,-250
147.595,58
147.620,351
147.645,537
147.670,612
147.695,633
147.720,651
147.745,673
147.770,679
147.795,661
147.820,638
147.845,636
147.870,658
147.895,689
147.920,706
147.945,696
147.970,657
147.995,595
148.020,522
148.045,448
148.070,375
148.095,289
148.120,185
148.145,77
148.170,-10
148.195,-73
148.220,-142
148.245,-250
148.270,-380
148.295,-447
148.320,-360
148.345,-108
148.370,213
148.395,468
148.420,585
148.445,597
148.470,587
148.495,603
148.520,627
148.545,615
148.570,565
148.595,519
148.620,517
148.645,557
148.670,593
148.695,587
148.720,540
148.745,480
148.770,426
148.795,366
148.820,282
148.845,175
148.870,73
148.895,-4
148.920,-70
148.945,-158
148.970,-278
148.995,-382
149.020,-380
149.045,-216
149.070,79
149.095,400
149.120,633
149.145,738
149.170,767
149.195,792
149.220,845
149.245,893
149.270,895
149.295,852
149.320,811
149.345,814
149.370,850
149.395,869
149.420,829
149.445,729
149.470,599
149.495,457
149.520,300
149.545,127
149.570,-38
149.595,-168
149.620,-259
149.645,-348
149.670,-469
149.695,-603
149.720,-670
149.745,-589
149.770,-351
149.795,-35
149.820,247
149.845,430
149.870,522
149.895,575
149.920,633
149.945,694
149.970,736
149.995,741
150.020,723
150.045,709
150.070,716
150.095,736
150.120,746
150.145,726
150.170,676
150.195,606
150.220,521
150.245,415
150.270,285
150.295,146
150.320,22
150.345,-79
150.370,-184
150.395,-325
150.420,-488
150.445,-598
150.470,-563
150.495,-353
150.520,-37
150.545,262
150.570,460
150.595,557
150.620,615
150.645,685
150.670,766
150.695,823
150.720,832
150.745,806
150.770,776
150.795,764
150.820,770
150.845,776
150.870,763
150.895,721
150.920,650
150.945,561
150.970,465
150.995,363
151.020,248
151.045,120
151.070,-4
151.095,-112
151.120,-209
151.145,-326
151.170,-474
151.195,-606
151.220,-629
151.245,-476
151.270,-179
151.295,144
151.320,383
151.345,508
151.370,573
151.395,647
151.420,739
151.445,811
151.470,831
151.495,812
151.520,793
151.545,795
151.570,808
151.595,810
151.620,793
151.645,763
151.670,716
151.695,646
151.720,551
151.745,445
151.770,339
151.795,232
151.820,114
151.845,-8
151.870,-118
151.895,-209
151.920,-308
151.945,-440
151.970,-577
151.995,-634
152.020,-527
152.045,-262
152.070,56
152.095,309
152.120,448
152.145,517
152.170,586
152.195,674
152.220,745
152.245,766
152.270,752
152.295,742
152.320,757
152.345,782
152.370,792
152.395,783
152.420,766
152.445,739
152.470,689
152.495,606
152.520,507
152.545,416
152.570,336
152.595,250
152.620,146
152.645,41
152.670,-46
152.695,-127
152.720,-234
152.745,-371
152.770,-471
152.795,-439
152.820,-237
152.845,63
152.870,336
152.895,496
152.920,552
152.945,576
152.970,614
152.995,657
153.020,674
153.045,658
153.070,641
153.095,649
153.120,677
153.145,698
153.170,690
153.195,651
153.220,591
153.245,521
153.270,447
153.295,374
153.320,300
153.345,216
153.370,116
153.395,13
153.420,-73
153.445,-140
153.470,-212
153.495,-310
153.520,-408
153.545,-428
153.570,-303
153.595,-44
153.620,249
153.645,467
153.670,571
153.695,602
153.720,625
153.745,663
153.770,692
153.795,687
153.820,657
153.845,637
153.870,647
153.895,674
153.920,692
153.945,681
153.970,642
153.995,583
154.020,512
154.045,437
154.070,359
154.095,274
154.120,177
154.145,72
154.170,-24
154.195,-107
154.220,-191
154.245,-298
154.270,-420
154.295,-493
154.320,-436
154.345,-226
154.370,71
154.395,343
154.420,511
154.445,585
154.470,628
154.495,683
154.520,741
154.545,768
154.570,754
154.595,727
154.620,718
154.645,731
154.670,745
154.695,744
154.720,723
154.745,688
154.770,636
154.795,564
154.820,476
154.845,382
154.870,289
154.895,190
154.920,82
154.945,-26
154.970,-121
154.995,-206
155.020,-306
155.045,-429
155.070,-536
155.095,-545
155.120,-400
155.145,-123
155.170,181
155.195,411
155.220,532
155.245,587
155.270,638
155.295,706
155.320,763
155.345,779
155.370,762
155.395,745
155.420,751
155.445,773
155.470,786
155.495,779
155.520,755
155.545,721
155.570,671
155.595,596
155.620,504
155.645,412
155.670,331
155.695,251
155.720,157
155.745,49
155.770,-49
155.795,-130
155.820,-213
155.845,-328
155.870,-461
155.895,-538
155.920,-472
155.945,-243
155.970,68
155.995,341
156.020,502
156.045,565
156.070,598
156.095,641
156.120,685
156.145,700
156.170,681
156.195,657
156.220,655
156.245,676
156.270,697
156.295,701
156.320,686
156.345,651
156.370,597
156.395,523
156.420,441
156.445,363
156.470,286
156.495,198
156.520,94
156.545,-4
156.570,-76
156.595,-134
156.620,-217
156.645,-342
156.670,-453
156.695,-450
156.720,-274
156.745,29
156.770,337
156.795,541
156.820,628
156.845,657
156.870,687
156.895,724
156.920,738
156.945,718
156.970,688
156.995,680
157.020,700
157.045,726
157.070,734
157.095,720
157.120,686
157.145,633
157.170,559
157.195,472
157.220,384
157.245,295
157.270,197
157.295,86
157.320,-19
157.345,-100
157.370,-167
157.395,-256
157.420,-382
157.445,-489
157.470,-480
157.495,-295
157.520,22
157.545,346
157.570,567
157.595,660
157.620,676
157.645,677
157.670,679
157.695,671
157.720,645
157.745,616
157.770,605
157.795,614
157.820,631
157.845,646
157.870,652
157.895,643
157.920,612
157.945,557
157.970,488
157.995,415
158.020,331
158.045,227
158.070,111
158.095,6
158.120,-74
158.145,-153
158.170,-269
158.195,-419
158.220,-528
158.245,-498
158.270,-292
158.295,22
158.320,320
158.345,511
158.370,597
158.395,637
158.420,680
158.445,726
158.470,747
158.495,730
158.520,698
158.545,679
158.570,687
158.595,707
158.620,714
158.645,691
158.670,641
158.695,578
158.720,509
158.745,431
158.770,335
158.795,219
158.820,98
158.845,-7
158.870,-100
158.895,-201
158.920,-327
158.945,-444
158.970,-475
158.995,-353
159.020,-91
159.045,210
159.070,436
159.095,540
159.120,564
159.145,582
159.170,622
159.195,655
159.220,644
159.245,595
159.270,554
159.295,555
159.320,586
159.345,601
159.370,572
159.395,514
159.420,458
159.445,414
159.470,366
159.495,295
159.520,205
159.545,115
159.570,30
159.595,-72
159.620,-218
159.645,-386
159.670,-500
159.695,-472
159.720,-263
159.745,73
159.770,427
159.795,703
159.820,871
159.845,963
159.870,1023
159.895,1067
159.920,1080
159.945,1050
159.970,992
159.995,936
160.020,897
160.045,862
160.070,804
160.095,710
160.120,593
160.145,470
160.170,348
160.195,219
160.220,84
160.245,-43
160.270,-149
160.295,-240
160.320,-343
160.345,-476
160.370,-610
160.395,-675
160.420,-603
160.445,-387
160.470,-98
160.495,162
160.520,333
160.545,424
160.570,487
160.595,559
160.620,627
160.645,660
160.670,646
160.695,613
160.720,599
160.745,614
160.770,634
160.795,630
160.820,597
160.845,550
160.870,498
160.895,433
160.920,345
160.945,243
160.970,149
160.995,67
161.020,-25
161.045,-150
161.070,-285
161.095,-360
161.120,-310
161.145,-126
161.170,125
161.195,356
161.220,512
161.245,600
161.270,657
161.295,708
161.320,751
161.345,769
161.370,756
161.395,727
161.420,703
161.445,696
161.470,699
161.495,692
161.520,661
161.545,603
161.570,531
161.595,453
161.620,370
161.645,273
161.670,166
161.695,61
161.720,-29
161.745,-118
161.770,-225
161.795,-348
161.820,-434
161.845,-412
161.870,-250
161.895,2
161.920,248
161.945,413
161.970,495
161.995,545
162.020,602
162.045,660
162.070,690
162.095,684
162.120,665
162.145,662
162.170,678
162.195,693
162.220,691
162.245,669
162.270,635
162.295,588
162.320,521
162.345,441
162.370,360
162.395,286
162.420,211
162.445,128
162.470,44
162.495,-26
162.520,-88
162.545,-165
162.570,-266
162.595,-350
162.620,-340
162.645,-193
162.670,53
162.695,299
162.720,463
162.745,535
162.770,566
162.795,599
162.820,632
162.845,640
162.870,621
162.895,603
162.920,613
162.945,645
162.970,670
162.995,667
163.020,641
163.045,606
163.070,562
163.095,502
163.120,426
163.145,348
163.170,274
163.195,198
163.220,110
163.245,21
163.270,-51
163.295,-103
163.320,-165
163.345,-263
163.370,-378
163.395,-433
163.420,-351
163.445,-127
163.470,155
163.495,388
163.520,516
163.545,568
163.570,604
163.595,655
163.620,705
163.645,723
163.670,708
163.695,690
163.720,700
163.745,733
163.770,761
163.795,761
163.820,732
163.845,691
163.870,645
163.895,588
163.920,512
163.945,422
163.970,334
163.995,256
164.020,179
164.045,91
164.070,-5
164.095,-94
164.120,-166
164.145,-240
164.170,-342
164.195,-467
164.220,-557
164.245,-535
164.270,-365
164.295,-89
164.320,194
164.345,406
164.370,526
164.395,594
164.420,656
164.445,723
164.470,776
164.495,793
164.520,783
164.545,774
164.570,790
164.595,826
164.620,856
164.645,856
164.670,822
164.695,769
164.720,710
164.745,644
164.770,563
164.795,468
164.820,371
164.845,284
164.870,206
164.895,122
164.920,26
164.945,-73
164.970,-160
164.995,-236
165.020,-328
165.045,-457
165.070,-592
165.095,-654
165.120,-567
165.145,-325
165.170,-8
165.195,273
165.220,454
165.245,548
165.270,611
165.295,681
165.320,751
165.345,791
165.370,791
165.395,771
165.420,766
165.445,787
165.470,820
165.495,839
165.520,828
165.545,791
165.570,742
165.595,688
165.620,626
165.645,549
165.670,458
165.695,364
165.720,277
165.745,194
165.770,108
165.795,21
165.820,-57
165.845,-125
165.870,-201
165.895,-308
165.920,-434
165.945,-511
