df_hash,22ZHK4.GBZGPG
126.769,1.013
126.799,0.994
126.829,0.998
126.859,1.008
126.889,1.010
126.919,1.018
126.949,1.021
126.979,1.015
127.009,1.013
127.039,1.004
127.069,1.018
127.099,1.009
127.129,1.007
127.159,1.007
127.189,1.010
127.219,1.011
127.249,1.007
127.279,1.015
127.309,1.016
127.339,1.011
127.369,1.010
127.399,1.019
127.429,1.019
127.459,1.011
127.489,1.014
127.519,1.009
127.549,1.013
127.579,1.019
127.609,1.012
127.639,1.006
127.669,1.015
127.699,1.012
127.729,1.007
127.759,1.021
127.789,1.023
127.819,1.046
127.849,1.042
127.879,1.001
127.909,0.971
127.939,0.973
127.969,1.020
127.999,1.038
128.029,1.013
128.059,1.021
128.089,1.008
128.119,1.010
128.149,1.004
128.179,1.009
128.209,0.996
128.239,0.998
128.269,0.994
128.299,1.025
128.329,1.026
128.359,1.026
128.389,0.998
128.419,0.983
128.449,1.020
128.479,1.043
128.509,1.031
128.539,1.015
128.569,1.012
128.599,1.018
128.629,1.033
128.659,1.024
128.689,1.011
128.719,1.013
128.749,1.004
128.779,1.000
128.809,1.013
128.839,1.010
128.869,1.008
128.899,1.013
128.929,0.987
128.959,1.014
128.989,1.005
129.019,1.015
129.049,1.024
129.079,1.043
129.109,0.981
129.139,1.023
129.169,1.033
129.199,1.038
129.229,0.976
129.259,1.021
129.289,1.005
129.319,1.066
129.349,1.019
129.379,0.991
129.409,1.010
129.439,1.053
129.469,1.051
129.499,1.027
129.529,1.008
129.559,0.970
129.589,0.958
129.619,0.987
129.649,1.017
129.679,1.062
129.709,1.015
129.739,1.019
129.769,0.976
129.799,0.944
129.829,0.973
129.859,1.111
129.889,1.080
129.919,1.085
129.949,1.032
129.979,0.979
130.009,1.024
130.039,1.021
130.069,1.015
130.099,0.985
130.129,0.948
130.159,1.013
130.189,1.010
130.219,1.057
130.249,1.001
130.279,1.003
130.309,0.984
130.339,1.046
130.369,1.065
130.399,1.089
130.429,1.008
130.459,0.980
130.489,0.991
130.519,0.969
130.549,1.039
130.579,0.969
130.609,1.042
130.639,1.077
130.669,1.087
130.699,0.876
130.729,0.906
130.759,1.029
130.789,1.034
130.819,1.123
130.849,1.069
130.879,1.007
130.909,0.971
130.939,0.965
130.969,0.962
130.999,1.053
131.029,1.093
131.059,1.054
131.089,0.994
131.119,1.000
131.149,0.989
131.179,1.020
131.209,1.054
131.239,1.032
131.269,1.009
131.299,1.014
131.329,1.021
131.359,1.002
131.389,1.045
131.419,1.005
131.449,1.003
131.479,1.009
131.509,0.995
131.539,1.008
131.569,1.050
131.599,1.038
131.629,1.032
131.659,1.055
131.689,1.019
131.719,1.021
131.749,0.984
131.779,0.976
131.809,1.071
131.839,1.023
131.869,0.977
131.899,1.034
131.929,1.047
131.959,0.996
131.989,0.982
132.019,0.973
132.049,1.014
132.079,1.040
132.109,1.049
132.139,1.063
132.169,1.068
132.199,0.978
132.229,0.904
132.259,1.012
132.289,1.055
132.319,1.042
132.349,1.027
132.379,1.015
132.409,1.010
132.439,1.025
132.469,1.012
132.499,1.024
132.529,1.048
132.559,1.032
132.589,1.008
132.619,1.003
132.649,1.009
132.679,1.017
132.709,1.019
132.739,1.006
132.769,1.010
132.799,1.024
132.829,1.021
132.859,1.012
132.889,1.011
132.919,1.021
132.949,1.035
132.979,1.026
133.009,1.014
133.039,1.010
133.069,1.006
133.099,1.012
133.129,1.043
133.159,1.038
133.189,1.015
133.219,1.003
133.249,0.997
133.279,1.022
133.309,1.031
133.339,1.020
133.369,1.026
133.399,1.021
133.429,1.013
133.459,1.021
133.489,1.021
133.519,1.026
133.549,1.023
133.579,1.016
133.609,1.012
133.639,1.015
133.669,1.008
133.699,1.014
133.729,1.021
133.759,1.033
133.789,1.043
133.819,1.023
133.849,1.021
133.879,1.023
133.909,1.029
133.939,1.035
133.969,1.013
133.999,1.016
134.029,0.994
134.059,0.999
134.089,1.020
134.119,1.034
134.149,1.017
134.179,1.009
134.209,1.023
134.239,1.036
134.269,1.023
134.299,1.026
134.329,1.033
134.359,1.036
134.389,1.039
134.419,1.009
134.449,1.005
134.479,1.021
134.509,1.018
134.539,1.017
134.569,1.003
134.599,1.035
134.629,1.020
134.659,1.013
134.689,1.027
134.719,1.013
134.749,1.016
134.779,1.035
134.809,1.032
134.839,1.032
134.869,1.020
134.899,1.022
134.929,1.019
134.959,1.025
134.989,1.026
135.019,1.028
135.049,1.029
135.079,1.030
135.109,1.036
135.139,1.025
135.169,1.022
135.199,1.022
135.229,1.021
135.259,1.035
135.289,1.027
135.319,1.021
135.349,1.022
135.379,1.034
135.409,1.029
135.439,1.024
135.469,1.020
135.499,1.021
135.529,1.024
135.559,1.016
135.589,1.020
135.619,1.024
135.649,1.023
135.679,1.023
135.709,1.016
135.739,1.022
135.769,1.021
135.799,1.029
135.829,1.052
135.859,1.025
135.889,1.022
135.919,1.021
135.949,1.021
135.979,1.034
136.009,1.028
136.039,1.019
136.069,1.025
136.099,1.017
136.129,1.013
136.159,1.024
136.189,1.028
136.219,1.032
136.249,1.024
136.279,1.024
136.309,1.038
136.339,1.029
136.369,1.028
136.399,1.012
136.429,1.034
136.459,1.026
136.489,1.008
136.519,1.029
136.549,1.029
136.579,1.021
136.609,1.023
136.639,1.044
136.669,1.032
136.699,1.006
136.729,1.012
136.759,1.003
136.789,1.003
136.819,1.036
136.849,1.044
136.879,1.029
136.909,1.033
136.939,1.028
136.969,1.007
136.999,1.000
137.029,1.011
137.059,1.018
137.089,1.012
137.119,1.013
137.149,1.024
137.179,1.037
137.209,1.035
137.239,1.029
137.269,1.030
137.299,1.021
137.329,1.028
137.359,1.024
137.389,1.018
137.419,1.021
137.449,1.013
137.479,1.010
137.509,1.010
137.539,1.014
137.569,1.012
137.599,1.022
137.629,1.026
137.659,1.030
137.689,1.023
137.719,1.026
137.749,1.027
137.779,1.023
137.809,1.021
137.839,1.021
137.869,1.021
137.899,1.021
137.929,1.018
137.959,1.020
137.989,1.022
138.019,1.026
138.049,1.023
138.079,1.021
138.109,1.024
138.139,1.024
138.169,1.021
138.199,1.022
138.229,1.017
138.259,1.015
138.289,1.016
138.319,1.022
138.349,1.019
138.379,1.019
138.409,1.020
138.439,1.019
138.469,1.017
138.499,1.022
138.529,1.022
138.559,1.017
138.589,1.021
138.619,1.020
138.649,1.025
138.679,1.019
138.709,1.018
138.739,1.021
138.769,1.018
138.799,1.019
138.829,1.021
138.859,1.017
138.889,1.022
138.919,1.019
138.949,1.021
138.979,1.015
139.009,1.020
139.039,1.022
139.069,1.019
139.099,1.020
139.129,1.019
139.159,1.020
139.189,1.028
139.219,1.023
139.249,1.019
139.279,1.019
139.309,1.021
139.339,1.020
139.369,1.019
139.399,1.022
139.429,1.019
139.459,1.016
139.489,1.018
139.519,1.025
139.549,1.021
139.579,1.025
139.609,1.021
139.639,1.020
139.669,1.021
139.699,1.021
139.729,1.018
139.759,1.021
139.789,1.021
139.819,1.021
139.849,1.021
139.879,1.023
139.909,1.021
139.939,1.023
139.969,1.015
139.999,1.021
140.029,1.020
140.059,1.023
140.089,1.024
140.119,1.021
140.149,1.026
140.179,1.021
140.209,1.021
140.239,1.018
140.269,1.026
140.299,1.023
140.329,1.020
140.359,1.020
140.389,1.021
140.419,1.025
140.449,1.020
140.479,1.021
140.509,1.022
140.539,1.021
140.569,1.026
140.599,1.028
140.629,1.020
140.659,1.023
140.689,1.016
140.719,1.019
140.749,1.018
140.779,1.025
140.809,1.027
140.839,1.020
140.869,1.021
140.899,1.022
140.929,1.017
140.959,1.020
140.989,1.021
141.019,1.027
141.049,1.022
141.079,1.023
141.109,1.022
141.139,1.020
141.169,1.023
141.199,1.023
141.229,1.021
141.259,1.018
141.289,1.022
141.319,1.018
141.349,1.021
141.379,1.021
141.409,1.024
141.439,1.019
141.469,1.025
141.499,1.024
141.529,1.015
141.559,1.024
141.589,1.027
141.619,1.073
141.649,1.146
141.679,1.161
141.709,1.132
141.739,1.051
141.769,0.999
141.799,0.933
141.829,0.907
141.859,0.919
141.889,0.963
141.919,0.995
141.949,1.025
141.979,1.044
142.009,1.061
142.039,1.072
142.069,1.062
142.099,1.043
142.129,1.033
142.159,1.020
142.189,1.019
142.219,1.032
142.249,1.037
142.279,1.039
142.309,1.042
142.339,1.048
142.369,1.046
142.399,1.047
142.429,1.046
142.459,1.042
142.489,1.035
142.519,1.028
142.549,1.031
142.579,1.033
142.609,1.034
142.639,1.029
142.669,1.033
142.699,1.041
142.729,1.032
142.759,1.037
142.789,1.031
142.819,1.036
142.849,1.031
142.879,1.033
142.909,1.037
142.939,1.039
142.969,1.038
142.999,1.036
143.029,1.031
143.059,1.032
143.089,1.033
143.119,1.032
143.149,1.031
143.179,1.037
143.209,1.032
143.239,1.037
143.269,1.039
143.299,1.038
143.329,1.041
143.359,1.041
143.389,1.027
143.419,1.022
143.449,1.024
143.479,1.034
143.509,1.038
143.539,1.034
143.569,1.038
143.599,1.033
143.629,1.042
143.659,1.059
143.689,1.040
143.719,1.018
143.749,1.015
143.779,1.028
143.809,1.041
143.839,1.035
143.869,1.040
143.899,1.046
143.929,1.043
143.959,1.026
143.989,1.028
144.019,1.030
144.049,1.035
144.079,1.037
144.109,1.030
144.139,1.036
144.169,1.030
144.199,1.042
144.229,1.036
144.259,1.030
144.289,1.035
144.319,1.038
144.349,1.033
144.379,1.028
144.409,1.035
144.439,1.044
144.469,1.033
144.499,1.019
144.529,1.031
144.559,1.031
144.589,1.037
144.619,1.034
144.649,1.037
144.679,1.032
144.709,1.035
144.739,1.029
144.769,1.025
144.799,1.032
144.829,1.028
144.859,1.027
144.889,1.032
144.919,1.040
144.949,1.038
144.979,1.037
145.009,1.034
145.039,1.033
145.069,1.027
145.099,1.029
145.129,1.026
145.159,1.029
145.189,1.031
145.219,1.031
145.249,1.032
145.279,1.035
145.309,1.037
145.339,1.043
145.369,1.022
145.399,1.033
145.429,1.037
145.459,1.039
145.489,1.032
145.519,1.029
145.549,1.031
145.579,1.030
145.609,1.032
145.639,1.029
145.669,1.029
145.699,1.031
145.729,1.033
145.759,1.037
145.789,1.035
145.819,1.051
145.849,1.050
145.879,1.029
145.909,1.022
145.939,1.021
145.969,1.028
145.999,1.024
146.029,1.037
146.059,1.037
146.089,1.033
146.119,1.028
146.149,1.028
146.179,1.029
146.209,1.029
146.239,1.035
146.269,1.040
146.299,1.031
146.329,1.035
146.359,1.036
146.389,1.031
146.419,1.035
146.449,1.039
146.479,1.030
146.509,1.033
146.539,1.032
146.569,1.032
146.599,1.028
146.629,1.032
146.659,1.037
146.689,1.030
146.719,1.032
146.749,1.028
146.779,1.030
146.809,1.028
146.839,1.032
146.869,1.031
146.899,1.035
146.929,1.033
146.959,1.035
146.989,1.033
147.019,1.030
147.049,1.033
147.079,1.033
147.109,1.030
147.139,1.032
147.169,1.033
147.199,1.034
147.229,1.032
147.259,1.032
147.289,1.033
147.319,1.034
147.349,1.030
147.379,1.030
147.409,1.031
147.439,1.027
147.469,1.030
147.499,1.030
147.529,1.029
147.559,1.029
147.589,1.031
147.619,1.031
147.649,1.033
147.679,1.036
147.709,1.041
147.739,1.030
147.769,1.036
147.799,1.033
147.829,1.029
147.859,1.030
147.889,1.030
147.919,1.036
147.949,1.032
147.979,1.029
148.009,1.032
148.039,1.030
148.069,1.037
148.099,1.039
148.129,1.033
148.159,1.026
148.189,1.030
148.219,1.031
148.249,1.029
148.279,1.029
148.309,1.031
148.339,1.035
148.369,1.030
148.399,1.035
148.429,1.037
148.459,1.033
148.489,1.033
148.519,1.034
148.549,1.033
148.579,1.027
148.609,1.030
148.639,1.037
148.669,1.034
148.699,1.029
148.729,1.034
148.759,1.034
148.789,1.035
148.819,1.029
148.849,1.028
148.879,1.030
148.909,1.029
148.939,1.030
148.969,1.033
148.999,1.032
149.029,1.033
149.059,1.033
149.089,1.034
149.119,1.036
149.149,1.035
149.179,1.030
149.209,1.034
149.239,1.030
149.269,1.032
149.299,1.034
149.329,1.025
149.359,1.031
149.389,1.031
149.419,1.033
149.449,1.032
149.479,1.033
149.509,1.032
149.539,1.035
149.569,1.030
149.599,1.029
149.629,1.036
149.659,1.032
149.689,1.036
149.719,1.029
149.749,1.030
149.779,1.031
149.809,1.032
149.839,1.032
149.869,1.032
149.899,1.040
149.929,1.036
149.959,1.036
149.989,1.034
150.019,1.034
150.049,1.030
150.079,1.034
150.109,1.033
150.139,1.030
150.169,1.030
150.199,1.031
150.229,1.032
150.259,1.033
150.289,1.032
150.319,1.028
150.349,1.027
150.379,1.031
150.409,1.024
150.439,1.031
150.469,1.031
150.499,1.033
150.529,1.029
150.559,1.028
150.589,1.029
150.619,1.034
150.649,1.034
150.679,1.024
150.709,1.037
150.739,1.035
150.769,1.035
150.799,1.036
150.829,1.027
150.859,1.040
150.889,1.036
150.919,1.032
150.949,1.038
150.979,1.027
151.009,1.029
151.039,1.030
151.069,1.026
151.099,1.035
151.129,1.036
151.159,1.037
151.189,1.031
151.219,1.027
151.249,1.031
151.279,1.038
151.309,1.027
151.339,1.033
151.369,1.028
151.399,1.025
151.429,1.028
151.459,1.026
151.489,1.030
151.519,1.036
151.549,1.029
151.579,1.031
151.609,1.031
151.639,1.029
151.669,1.018
151.699,1.030
151.729,1.036
151.759,1.031
151.789,1.027
151.819,1.022
151.849,1.029
151.879,1.035
151.909,1.031
151.939,1.026
151.969,1.031
151.999,1.028
152.029,1.034
152.059,1.034
152.089,1.025
152.119,1.025
152.149,1.023
152.179,1.031
152.209,1.035
152.239,1.037
152.269,1.021
152.299,1.024
152.329,1.028
152.359,1.029
152.389,1.027
152.419,1.024
152.449,1.025
152.479,1.026
152.509,1.026
152.539,1.025
152.569,1.039
152.599,1.031
152.629,1.029
152.659,1.029
152.689,1.027
152.719,1.038
152.749,1.028
152.779,1.023
152.809,1.031
152.839,1.033
152.869,1.029
152.899,1.027
152.929,1.024
152.959,1.028
152.989,1.031
153.019,1.029
153.049,1.025
153.079,1.029
153.109,1.033
153.139,1.029
153.169,1.031
153.199,1.025
153.229,1.030
153.259,1.026
153.289,1.033
153.319,1.034
153.349,1.032
153.379,1.022
153.409,1.029
153.439,1.031
153.469,1.033
153.499,1.030
153.529,1.035
153.559,1.033
153.589,1.033
153.619,1.034
153.649,1.028
153.679,1.025
153.709,1.032
153.739,1.031
153.769,1.031
153.799,1.035
153.829,1.029
153.859,1.028
153.889,1.034
153.919,1.027
153.949,1.024
153.979,1.026
154.009,1.029
154.039,1.028
154.069,1.025
154.099,1.028
154.129,1.030
154.159,1.029
154.189,1.031
154.219,1.026
154.249,1.030
154.279,1.029
154.309,1.029
154.339,1.029
154.369,1.032
154.399,1.028
154.429,1.029
154.459,1.030
154.489,1.026
154.519,1.027
154.549,1.026
154.579,1.027
154.609,1.030
154.639,1.029
154.669,1.021
154.699,1.029
154.729,1.032
154.759,1.030
154.789,1.031
154.819,1.029
154.849,1.030
154.879,1.035
154.909,1.034
154.939,1.021
154.969,1.033
154.999,1.029
155.029,1.026
155.059,1.029
155.089,1.032
155.119,1.029
155.149,1.033
155.179,1.033
155.209,1.026
155.239,1.031
155.269,1.030
155.299,1.027
155.329,1.025
155.359,1.026
155.389,1.029
155.419,1.026
155.449,1.030
155.479,1.025
155.509,1.034
155.539,1.027
155.569,1.030
155.599,1.029
155.629,1.027
155.659,1.033
155.689,1.035
155.719,1.028
155.749,1.026
155.779,1.031
155.809,1.029
155.839,1.029
155.869,1.032
155.899,1.028
155.929,1.030
155.959,1.032
155.989,1.028
156.019,1.026
156.049,1.028
156.079,1.030
156.109,1.030
156.139,1.025
156.169,1.030
156.199,1.032
156.229,1.026
156.259,1.027
156.289,1.030
156.319,1.034
156.349,1.025
156.379,1.027
156.409,1.029
156.439,1.028
156.469,1.031
156.499,1.031
156.529,1.033
156.559,1.027
156.589,1.027
156.619,1.027
156.649,1.037
156.679,1.032
156.709,1.030
156.739,1.032
156.769,1.031
156.799,1.029
156.829,1.033
156.859,1.029
156.889,1.036
156.919,1.024
156.949,1.022
156.979,1.024
157.009,1.037
157.039,1.035
157.069,1.032
157.099,1.026
157.129,1.028
157.159,1.033
157.189,1.026
157.219,1.033
157.249,1.034
157.279,1.028
157.309,1.030
157.339,1.032
157.369,1.030
157.399,1.033
157.429,1.031
157.459,1.030
157.489,1.029
157.519,1.031
157.549,1.030
157.579,1.029
157.609,1.036
157.639,1.032
157.669,1.031
157.699,1.034
157.729,1.032
157.759,1.028
157.789,1.035
157.819,1.030
157.849,1.033
157.879,1.029
157.909,1.031
157.939,1.032
157.969,1.031
157.999,1.031
158.029,1.029
158.059,1.029
158.089,1.030
158.119,1.033
158.149,1.034
158.179,1.030
158.209,1.027
158.239,1.035
158.269,1.029
158.299,1.031
158.329,1.030
158.359,1.028
158.389,1.034
158.419,1.031
158.449,1.027
158.479,1.029
158.509,1.027
158.539,1.029
158.569,1.029
158.599,1.029
158.629,1.020
158.659,1.032
158.689,1.047
158.719,1.035
158.749,1.029
158.779,1.027
158.809,1.037
158.839,1.034
158.869,1.027
158.899,1.033
158.929,1.032
158.959,1.027
158.989,1.029
159.019,1.031
159.049,1.031
159.079,1.034
159.109,1.027
159.139,1.030
159.169,1.034
159.199,1.031
159.229,1.031
159.259,1.029
159.289,1.029
159.319,1.031
159.349,1.032
159.379,1.030
159.409,1.029
159.439,1.031
159.469,1.031
159.499,1.031
159.529,1.024
159.559,1.031
159.589,1.029
159.619,1.032
159.649,1.029
159.679,1.033
159.709,1.032
159.739,1.030
159.769,1.032
159.799,1.039
159.829,1.027
159.859,1.023
159.889,1.031
159.919,1.032
159.949,1.028
159.979,1.030
160.009,1.026
160.039,1.033
160.069,1.032
160.099,1.028
160.129,1.032
160.159,1.030
160.189,1.029
160.219,1.032
160.249,1.031
160.279,1.028
160.309,1.032
160.339,1.025
160.369,1.029
160.399,1.033
160.429,1.037
160.459,1.028
160.489,1.032
160.519,1.037
160.549,1.058
160.579,1.060
160.609,1.061
160.639,1.048
160.669,1.039
160.699,1.034
160.729,1.017
160.759,0.997
160.789,1.002
160.819,1.009
160.849,1.016
160.879,1.015
160.909,1.019
160.939,1.027
160.969,1.032
160.999,1.034
161.029,1.022
161.059,1.028
161.089,1.034
161.119,1.037
161.149,1.022
161.179,1.029
161.209,1.030
161.239,1.022
161.269,1.028
161.299,1.022
161.329,1.028
161.359,1.030
161.389,1.031
161.419,1.024
161.449,1.021
161.479,1.020
161.509,1.027
161.539,1.023
161.569,1.026
161.599,1.026
161.629,1.026
161.659,1.037
161.689,1.028
161.719,1.021
161.749,1.024
161.779,1.025
161.809,1.021
161.839,1.022
161.869,1.028
161.899,1.024
161.929,1.025
161.959,1.023
161.989,1.026
162.019,1.024
162.049,1.030
162.079,1.029
162.109,1.022
162.139,1.028
162.169,1.021
162.199,1.028
162.229,1.020
162.259,1.021
162.289,1.026
162.319,1.025
162.349,1.025
162.379,1.023
162.409,1.027
162.439,1.024
162.469,1.026
162.499,1.028
162.529,1.025
162.559,1.025
162.589,1.022
162.619,1.022
162.649,1.024
162.679,1.031
162.709,1.026
162.739,1.021
162.769,1.027
162.799,1.024
162.829,1.020
162.859,1.029
162.889,1.021
162.919,1.028
162.949,1.028
162.979,1.027
163.009,1.026
163.039,1.019
163.069,1.030
163.099,1.028
163.129,1.023
163.159,1.021
163.189,1.020
163.219,1.029
163.249,1.023
163.279,1.015
163.309,1.030
163.339,1.036
163.369,1.026
163.399,1.023
163.429,1.020
163.459,1.018
163.489,1.033
163.519,1.032
163.549,1.029
163.579,1.029
163.609,1.024
163.639,1.021
163.669,1.025
163.699,1.026
163.729,1.023
163.759,1.024
163.789,1.028
163.819,1.028
163.849,1.026
163.879,1.021
163.909,1.030
163.939,1.027
163.969,1.027
163.999,1.027
164.029,1.029
164.059,1.026
164.089,1.021
164.119,1.024
164.149,1.036
164.179,1.027
164.209,1.021
164.239,1.026
164.269,1.017
164.299,1.029
164.329,1.025
164.359,1.027
164.389,1.019
164.419,1.024
164.449,1.027
164.479,1.026
164.509,1.026
164.539,1.022
164.569,1.024
164.599,1.023
164.629,1.026
164.659,1.025
164.689,1.026
164.719,1.025
164.749,1.025
164.779,1.025
164.809,1.026
164.839,1.023
164.869,1.021
164.899,1.027
164.929,1.023
164.959,1.021
164.989,1.023
165.019,1.025
165.049,1.023
165.079,1.026
165.109,1.024
165.139,1.020
165.169,1.030
165.199,1.023
165.229,1.022
165.259,1.020
165.289,1.022
165.319,1.026
165.349,1.024
165.379,1.023
165.409,1.021
165.439,1.028
165.469,1.024
165.499,1.026
165.529,1.025
165.559,1.021
165.589,1.024
165.619,1.028
165.649,1.026
165.679,1.026
165.709,1.026
165.739,1.021
165.769,1.023
165.799,1.025
165.829,1.022
165.859,1.022
165.889,1.025
165.919,1.032
165.949,1.028
165.979,1.022
166.009,1.028
166.039,1.025
166.069,1.025
166.099,1.021
166.129,1.022
166.159,1.021
166.189,1.029
166.219,1.024
166.249,1.021
166.279,1.023
166.309,1.027
166.339,1.025
166.369,1.020
166.399,1.022
166.429,1.023
166.459,1.025
166.489,1.022
166.519,1.023
166.549,1.022
166.579,1.023
166.609,1.022
166.639,1.025
166.669,1.021
166.699,1.023
166.729,1.017
166.759,1.019
166.789,1.019
166.819,1.021
166.849,1.029
166.879,1.031
166.909,1.026
166.939,1.028
166.969,1.026
166.999,1.030
167.029,1.026
167.059,1.023
167.089,1.021
167.119,1.021
167.149,1.020
167.179,1.020
167.209,1.019
167.239,1.026
167.269,1.029
167.299,1.023
167.329,1.023
167.359,1.028
167.389,1.037
167.419,1.026
167.449,1.014
167.479,1.022
167.509,1.027
167.539,1.020
167.569,1.022
167.599,1.018
167.629,1.009
167.659,1.010
167.689,1.021
167.719,1.016
167.749,1.026
167.779,1.031
167.809,1.025
167.839,1.035
167.869,1.031
167.899,1.026
167.929,1.028
167.959,1.024
167.989,1.037
168.019,1.044
168.049,1.042
168.079,1.041
168.109,1.031
168.139,1.024
168.169,1.022
168.199,1.016
168.229,1.011
168.259,1.019
168.289,1.018
168.319,1.023
168.349,1.024
168.379,1.026
168.409,1.051
168.439,1.025
168.469,0.997
168.499,1.027
168.529,1.019
168.559,1.023
168.589,1.022
168.619,1.036
168.649,1.021
168.679,1.019
168.709,1.024
168.739,1.033
168.769,1.027
168.799,1.019
168.829,1.033
168.859,1.013
168.889,1.015
168.919,1.022
168.949,1.023
168.979,1.017
169.009,1.028
169.039,1.023
169.069,1.025
169.099,1.008
169.129,1.021
169.159,1.025
169.189,1.027
169.219,1.018
169.249,1.025
169.279,1.031
169.309,1.017
169.339,1.023
169.369,1.017
169.399,1.018
169.429,1.027
169.459,1.024
169.489,1.021
169.519,1.021
169.549,1.022
169.579,1.024
169.609,1.022
169.639,1.017
169.669,1.018
169.699,1.028
169.729,1.021
169.759,1.018
169.789,1.029
169.819,1.025
169.849,1.034
169.879,1.025
169.909,1.022
169.939,1.030
169.969,1.019
169.999,1.020
170.029,1.020
170.059,1.023
170.089,1.026
170.119,1.025
170.149,1.022
170.179,1.024
170.209,1.031
170.239,1.030
170.269,1.019
170.299,1.027
170.329,1.026
170.359,1.018
170.389,1.015
170.419,1.026
170.449,1.021
170.479,1.021
170.509,1.024
170.539,1.025
170.569,1.028
170.599,1.021
170.629,1.024
170.659,1.024
170.689,1.019
170.719,1.021
170.749,1.020
170.779,1.020
170.809,1.025
170.839,1.024
170.869,1.021
170.899,1.023
170.929,1.022
170.959,1.025
170.989,1.026
171.019,1.021
171.049,1.027
171.079,1.029
171.109,1.021
171.139,1.023
171.169,1.018
171.199,1.018
171.229,1.017
171.259,1.018
171.289,1.010
171.319,1.017
171.349,1.009
171.379,1.004
171.409,1.021
171.439,1.028
171.469,1.040
171.499,1.045
171.529,1.043
171.559,1.034
171.589,1.019
171.619,1.021
171.649,1.030
171.679,1.035
171.709,1.026
171.739,1.021
171.769,0.984
171.799,1.000
171.829,1.026
171.859,1.045
171.889,1.038
171.919,1.027
171.949,1.021
171.979,1.023
172.009,1.022
172.039,1.019
172.069,1.025
172.099,1.027
172.129,1.021
172.159,1.024
172.189,1.021
172.219,1.022
172.249,1.027
172.279,1.025
172.309,1.026
172.339,1.018
172.369,1.024
172.399,1.021
172.429,1.019
172.459,1.024
172.489,1.027
172.519,1.027
172.549,1.023
172.579,1.022
172.609,1.024
172.639,1.027
172.669,1.025
172.699,1.025
172.729,1.029
172.759,1.022
172.789,1.021
172.819,1.022
172.849,1.025
172.879,1.023
172.909,1.021
172.939,1.023
172.969,1.022
172.999,1.026
173.029,1.021
173.059,1.023
173.089,1.028
173.119,1.017
173.149,1.025
173.179,1.029
173.209,1.022
173.239,1.025
173.269,1.021
173.299,1.028
173.329,1.025
173.359,1.023
173.389,1.025
173.419,1.022
173.449,1.025
173.479,1.025
173.509,1.022
173.539,1.017
173.569,1.031
173.599,1.022
173.629,1.033
173.659,1.028
173.689,1.018
173.719,1.023
173.749,1.031
173.779,1.028
173.809,1.019
173.839,1.027
173.869,1.024
173.899,1.020
173.929,1.024
173.959,1.025
173.989,1.019
174.019,1.019
174.049,1.022
174.079,1.024
174.109,1.024
174.139,1.023
174.169,1.023
174.199,1.030
174.229,1.024
174.259,1.021
174.289,1.027
174.319,1.018
174.349,1.022
174.379,1.025
174.409,1.028
174.439,1.026
174.469,1.022
174.499,1.021
174.529,1.026
174.559,1.027
174.589,1.027
174.619,1.019
174.649,1.024
174.679,1.028
174.709,1.024
174.739,1.019
174.769,1.020
174.799,1.021
174.829,1.025
174.859,1.027
174.889,1.022
174.919,1.021
174.949,1.027
174.979,1.028
175.009,1.023
175.039,1.021
175.069,1.034
175.099,1.024
175.129,1.024
175.159,1.022
175.189,1.024
175.219,1.021
175.249,1.021
175.279,1.030
175.309,1.020
175.339,1.021
175.369,1.025
175.399,1.032
175.429,1.024
175.459,1.025
175.489,1.025
175.519,1.025
175.549,1.024
175.579,1.020
175.609,1.025
175.639,1.025
175.669,1.023
175.699,1.021
175.729,1.024
175.759,1.028
175.789,1.030
175.819,1.025
175.849,1.025
175.879,1.024
175.909,1.028
175.939,1.026
175.969,1.026
175.999,1.023
176.029,1.021
176.059,1.024
176.089,1.021
176.119,1.022
176.149,1.027
176.179,1.030
176.209,1.023
176.239,1.021
176.269,1.026
176.299,1.024
176.329,1.021
176.359,1.022
176.389,1.025
176.419,1.026
176.449,1.018
176.479,1.024
176.509,1.025
176.539,1.026
176.569,1.025
176.599,1.021
176.629,1.021
176.659,1.026
176.689,1.027
176.719,1.025
176.749,1.018
176.779,1.022
176.809,1.029
176.839,1.027
176.869,1.027
176.899,1.023
176.929,1.022
176.959,1.022
176.989,1.026
177.019,1.021
177.049,1.020
177.079,1.021
177.109,1.022
177.139,1.026
177.169,1.026
177.199,1.021
177.229,1.021
177.259,1.023
177.289,1.028
177.319,1.021
177.349,1.026
177.379,1.021
177.409,1.025
177.439,1.022
177.469,1.021
177.499,1.023
177.529,1.026
177.559,1.023
177.589,1.022
177.619,1.021
177.649,1.022
177.679,1.025
177.709,1.030
177.739,1.024
177.769,1.021
177.799,1.020
177.829,1.014
177.859,1.019
177.889,1.022
177.919,1.039
177.949,1.041
177.979,1.031
178.009,1.023
178.039,1.018
178.069,1.013
178.099,1.021
178.129,1.028
178.159,1.026
178.189,1.024
178.219,1.024
178.249,1.027
178.279,1.025
178.309,1.024
178.339,1.028
178.369,1.024
178.399,1.025
178.429,1.023
178.459,1.021
178.489,1.021
178.519,1.023
178.549,1.022
178.579,1.025
178.609,1.024
178.639,1.021
178.669,1.022
178.699,1.027
178.729,1.030
178.759,1.026
178.789,1.026
178.819,1.019
178.849,1.021
178.879,1.018
178.909,1.011
178.939,1.029
178.969,1.040
178.999,1.021
179.029,1.020
179.059,1.014
179.089,1.026
179.119,1.024
179.149,1.027
