df_hash,22ZHK4.0K8Q7Z
318.223,36.719
319.109,36.719
320.167,36.656
321.157,36.656
322.132,36.688
323.156,36.688
324.131,36.656
325.156,36.656
326.135,36.625
327.154,36.656
328.424,36.625
329.153,36.625
330.149,36.594
331.447,36.719
332.129,36.688
333.199,36.688
334.126,36.719
335.150,36.719
336.222,36.719
337.148,36.688
338.123,36.719
339.147,36.656
340.123,36.594
341.164,36.375
342.316,36.281
343.145,36.219
344.120,36.125
345.165,35.969
346.119,35.844
347.146,35.656
348.167,35.500
349.142,35.344
350.117,35.281
351.141,35.125
352.118,35.031
353.140,34.875
354.408,34.688
355.139,34.531
356.136,34.438
357.143,34.344
358.162,34.219
359.163,34.125
360.112,33.969
361.145,33.875
362.111,33.781
363.135,33.656
364.110,33.625
365.382,33.594
366.501,33.469
367.133,33.344
368.156,33.219
369.131,33.125
370.155,33.031
371.131,32.906
372.165,32.781
373.324,32.688
374.158,32.562
375.144,32.438
376.153,32.281
377.133,32.188
378.160,32.219
379.126,32.188
380.150,32.250
381.125,32.250
382.149,32.375
383.172,32.406
384.197,32.469
385.271,32.531
386.147,32.625
387.354,32.719
388.156,32.719
389.172,32.719
390.440,32.719
391.607,32.781
392.144,32.750
393.119,32.750
394.142,32.781
395.458,32.812
396.141,32.875
397.117,32.938
398.144,32.969
399.119,33.031
400.188,33.094
401.260,33.094
402.173,33.156
403.118,33.219
404.186,33.250
405.307,33.312
406.164,33.344
407.117,33.375
408.143,33.406
409.163,33.469
410.133,33.500
411.112,33.531
412.132,33.531
413.109,33.531
414.132,33.562
415.333,33.625
416.190,33.656
417.120,33.719
418.229,33.750
419.355,33.781
420.129,33.875
421.152,33.844
422.147,33.969
462.108,35.469
463.131,35.438
464.352,35.406
465.130,35.406
466.105,35.375
467.157,35.406
468.103,35.375
469.231,35.375
470.158,35.375
471.125,35.375
472.151,35.375
473.126,35.438
474.147,35.438
475.121,35.438
476.113,35.469
477.120,35.438
478.143,35.500
479.121,35.500
480.485,35.500
481.165,35.500
482.114,35.500
483.115,35.531
484.382,35.531
485.117,35.500
486.137,35.500
487.158,35.500
488.139,35.469
489.110,35.438
490.382,35.344
491.109,35.375
492.132,35.344
493.127,35.312
494.131,35.344
495.129,35.344
496.230,35.469
497.105,35.469
498.128,35.500
499.108,35.500
500.126,35.656
501.101,35.656
502.124,35.688
503.099,35.688
504.127,35.625
505.098,35.625
506.121,35.531
507.102,35.531
508.120,35.562
509.098,35.562
510.507,35.500
511.096,35.500
512.116,35.500
513.110,35.500
514.118,35.562
515.090,35.594
516.165,35.594
517.430,35.594
518.257,35.562
519.087,35.594
520.154,35.625
521.331,35.594
522.157,35.594
523.087,35.562
524.159,35.562
525.090,35.562
526.106,35.562
527.083,35.500
528.204,35.500
529.079,35.531
530.106,35.531
531.077,35.531
532.154,35.562
533.094,35.594
534.099,35.594
535.181,35.594
536.097,35.562
537.121,35.594
538.103,35.594
539.169,35.594
540.123,35.625
541.118,35.625
542.121,35.594
543.166,35.656
544.092,35.688
545.115,35.719
546.114,35.750
547.163,35.719
548.089,35.688
549.186,35.688
550.097,35.688
551.110,35.719
552.089,35.781
553.110,35.688
554.287,35.719
555.129,35.719
556.131,35.750
557.108,35.812
558.081,35.812
559.105,35.844
560.185,35.875
561.103,35.844
562.083,35.844
563.248,35.812
564.077,35.844
565.100,35.812
566.318,35.844
567.099,35.781
568.122,35.812
569.107,35.781
570.128,35.750
571.147,35.750
572.076,35.781
573.143,35.812
574.238,35.781
575.100,35.781
576.091,35.781
577.092,35.812
578.066,35.812
579.093,35.844
580.065,35.875
581.089,35.844
582.068,35.812
583.091,35.750
584.114,35.750
585.385,35.750
586.109,35.719
587.089,35.719
588.364,35.625
589.086,35.656
590.106,35.625
591.373,35.656
592.126,35.656
593.080,35.688
594.110,35.688
595.273,35.688
596.206,35.750
597.129,35.781
598.101,35.844
599.075,35.844
600.099,35.844
601.075,35.781
602.100,35.781
603.078,35.781
604.106,35.812
605.220,35.781
606.095,35.750
607.070,35.750
608.099,35.719
609.068,35.719
610.091,35.719
611.095,35.781
612.121,35.781
613.065,35.844
614.095,35.812
615.064,35.812
616.360,35.781
617.127,35.812
618.086,35.781
619.266,35.750
620.085,35.781
621.063,35.781
622.138,35.781
623.067,35.750
624.082,35.781
625.105,35.781
626.086,35.844
627.055,35.812
628.471,35.844
629.054,35.844
630.077,35.844
631.106,35.812
632.178,35.812
633.203,35.750
634.075,35.750
635.099,35.750
636.082,35.750
637.097,35.750
638.072,35.750
639.096,35.781
640.071,35.781
641.099,35.781
642.069,35.719
643.158,35.844
644.068,35.844
645.091,35.875
646.115,35.875
647.338,35.844
648.214,35.812
649.089,35.781
650.064,35.781
651.087,35.781
652.062,35.781
653.086,35.719
654.062,35.719
655.084,35.656
656.062,35.656
657.085,35.719
658.059,35.719
659.082,35.750
660.059,35.719
661.088,35.750
662.064,35.750
663.099,35.750
664.359,35.719
665.086,35.750
666.161,35.750
667.077,35.750
668.205,35.750
669.075,35.750
670.050,35.781
671.074,35.719
672.048,35.750
673.072,35.719
674.102,35.750
675.119,35.719
676.046,35.719
677.070,35.688
678.093,35.688
679.068,35.719
680.043,35.719
681.076,35.750
682.094,35.719
683.105,35.719
684.138,35.625
685.064,35.625
686.087,35.625
687.062,35.625
688.235,35.594
689.161,35.594
690.085,35.656
691.078,35.625
692.085,35.688
693.058,35.719
694.082,35.812
695.060,35.812
696.081,35.875
697.055,35.875
698.079,35.875
699.055,35.875
700.105,35.812
701.268,35.812
702.076,35.750
703.249,35.781
704.075,35.812
705.050,35.812
706.122,35.781
707.058,35.781
708.072,35.812
709.296,35.812
710.071,35.812
711.047,35.812
712.071,35.812
713.045,35.812
714.174,35.812
715.043,35.812
716.091,35.844
717.096,35.844
718.068,35.812
719.044,35.812
720.065,35.812
721.047,35.812
722.086,35.844
723.044,35.812
724.159,35.812
725.037,35.812
726.258,35.812
727.037,35.812
728.354,35.812
729.086,35.812
730.059,35.812
731.092,35.781
732.056,35.781
733.128,35.719
734.301,35.688
735.090,35.719
736.089,35.719
737.098,35.719
738.057,35.719
739.176,35.719
740.052,35.688
741.075,35.688
742.150,35.688
743.080,35.750
744.052,35.719
745.074,35.719
746.047,35.750
747.073,35.719
748.046,35.719
749.098,35.719
750.044,35.719
751.123,35.750
752.043,35.719
753.508,35.719
754.070,35.750
755.066,35.719
756.074,35.688
757.064,35.688
758.039,35.688
759.355,35.719
760.184,35.719
761.061,35.750
762.232,35.781
763.061,35.781
764.043,35.781
765.062,35.781
766.280,35.781
767.114,35.781
768.086,35.781
769.057,35.781
770.326,35.781
771.055,35.781
772.032,35.750
773.073,35.781
774.030,35.781
775.052,35.812
776.027,35.812
777.091,35.875
778.131,35.844
779.050,35.844
780.098,35.812
781.351,35.781
782.108,35.781
783.052,35.781
784.071,35.781
785.045,35.781
786.070,35.781
787.046,35.781
788.069,35.781
789.043,35.812
790.067,35.875
791.157,35.906
792.091,35.875
793.089,35.875
794.064,35.875
795.039,35.875
796.063,35.844
797.060,35.875
798.062,35.844
799.064,35.781
800.136,35.812
801.040,35.781
802.406,35.844
803.034,35.844
804.161,35.812
805.105,35.812
806.320,35.812
807.226,35.812
808.055,35.844
809.571,35.844
810.054,35.844
811.126,35.844
812.053,35.812
813.125,35.812
814.052,35.875
815.050,35.844
816.053,35.844
817.217,35.844
818.533,35.812
831.224,35.781
832.069,35.812
833.037,35.812
834.106,35.781
835.036,35.812
836.057,35.781
837.031,35.781
838.055,35.812
839.031,35.781
840.063,35.812
841.078,35.844
842.052,35.812
843.081,35.812
844.051,35.812
845.027,35.781
846.345,35.844
847.025,35.875
848.049,35.875
849.267,35.906
850.047,35.906
851.022,35.875
852.046,35.906
853.026,35.875
854.142,35.875
855.020,35.875
856.048,35.906
857.019,35.875
858.124,35.844
859.028,35.812
860.042,35.812
861.271,35.812
862.040,35.844
863.063,35.812
864.040,35.812
865.066,35.781
866.037,35.781
867.061,35.750
868.036,35.750
869.063,35.656
870.035,35.625
871.063,35.625
872.228,35.594
873.057,35.656
874.032,35.656
875.113,35.656
876.031,35.656
877.054,35.688
878.080,35.688
879.059,35.812
880.052,35.844
881.075,35.875
882.062,35.875
883.054,35.844
884.048,35.844
885.050,35.844
886.026,35.812
887.055,35.812
888.023,35.844
889.290,35.812
890.129,35.844
891.046,35.812
892.076,35.781
893.045,35.781
894.148,35.781
895.043,35.750
896.026,35.750
897.042,35.719
898.078,35.719
899.041,35.719
900.316,35.656
901.040,35.719
902.063,35.719
903.038,35.719
904.013,35.719
905.135,35.750
906.209,35.750
907.036,35.781
908.068,35.781
909.044,35.812
910.015,35.812
911.091,35.812
912.008,35.781
913.032,35.781
914.073,35.781
915.054,35.812
916.057,35.719
917.030,35.750
918.053,35.594
919.033,35.562
920.052,35.594
921.035,35.594
922.064,35.594
923.026,35.594
924.050,35.594
925.039,35.594
926.069,35.750
927.029,35.719
928.047,35.875
929.046,35.875
930.133,35.812
931.021,35.844
932.066,35.844
933.020,35.844
934.140,35.875
935.019,35.812
936.042,35.719
937.034,35.719
938.046,35.719
939.015,35.719
940.040,35.750
941.114,35.750
942.038,35.750
943.013,35.719
944.050,35.719
945.213,35.781
946.036,35.781
947.016,35.812
948.036,35.781
949.058,35.781
950.033,35.781
951.304,35.750
952.036,35.781
953.007,35.781
954.031,35.812
955.012,35.812
956.273,35.844
957.019,35.812
958.223,35.844
959.062,35.844
960.027,35.844
961.003,35.844
962.293,35.844
963.053,35.812
964.025,35.812
965.048,35.781
966.024,35.719
967.055,35.656
968.049,35.688
969.144,35.688
970.021,35.688
971.097,35.688
972.043,35.719
973.044,35.719
974.019,35.719
975.045,35.781
976.164,35.781
977.048,35.812
978.019,35.781
979.040,35.781
980.018,35.750
981.039,35.812
982.014,35.781
983.038,35.781
995.051,35.875
996.041,35.906
997.016,35.906
998.040,36.000
999.015,36.000
1000.039,35.938
1001.014,35.906
1002.405,35.875
1003.056,35.875
1004.057,35.844
1005.018,35.844
1006.035,35.812
1007.059,35.812
1008.034,35.750
1009.009,35.781
1010.081,35.812
1011.008,35.812
1012.032,35.844
1013.008,35.875
1014.031,35.875
1015.008,35.906
1016.029,35.875
1017.004,35.875
1018.052,35.844
1019.006,35.812
1020.026,35.781
1021.002,35.781
1022.051,35.781
1023.001,35.750
1024.024,35.750
1025.004,35.750
1026.023,35.781
1027.023,35.781
1028.026,35.781
1029.005,35.781
1030.021,35.844
1031.336,35.812
1032.020,35.812
1032.994,35.875
1034.041,35.875
1035.042,35.844
1036.066,35.812
1037.044,35.750
1038.016,35.750
1039.041,35.781
1040.064,35.812
1041.038,35.781
1042.022,35.812
1043.037,35.781
1044.012,35.781
1045.039,35.812
1046.060,35.781
1047.040,35.844
1048.009,35.844
1049.107,35.812
1050.008,35.812
1051.301,35.812
1052.007,35.812
1053.031,35.781
1054.016,35.781
1055.034,35.750
1056.005,35.812
1057.079,35.781
1058.017,35.812
1059.028,35.812
1060.002,35.781
1061.074,35.844
1062.001,35.844
1063.032,35.875
1064.000,35.844
1065.053,35.844
1066.005,35.844
1067.071,35.812
1068.098,35.812
1069.060,35.812
1069.997,35.812
1071.070,35.812
1072.023,35.750
1073.020,35.750
1074.484,35.781
1075.071,35.844
1075.999,35.844
1077.311,35.875
1078.389,35.875
1079.123,35.875
1080.071,35.906
1081.014,35.906
1082.038,35.875
1083.013,35.906
1084.234,35.875
1085.017,35.875
1086.035,35.875
1087.010,35.844
1088.039,35.875
1089.358,35.875
1090.034,35.875
1091.110,35.875
1092.080,35.906
1093.351,35.906
1094.031,35.906
1095.014,35.906
1096.029,35.938
1097.056,35.938
1098.035,35.906
1099.008,35.875
1100.049,35.875
1101.002,35.875
1102.026,35.906
1103.004,35.938
1104.029,35.906
1105.000,35.938
1106.035,35.969
1107.022,36.000
1108.028,35.969
1109.004,35.969
1110.021,35.969
1110.996,35.938
1112.032,35.938
1112.995,35.906
1114.019,35.969
1114.994,35.938
1116.017,35.938
1116.992,35.938
1118.165,35.938
1118.992,35.938
1120.116,35.938
1121.041,35.906
1122.014,35.906
1122.989,35.906
1124.405,35.875
1125.022,35.875
1126.011,35.844
1126.991,35.875
1128.452,35.875
1128.988,35.875
1130.009,35.875
1131.325,35.906
1132.081,35.938
1133.031,35.906
1134.012,35.938
1135.288,35.906
1136.005,35.938
1137.029,35.906
1138.053,35.906
1139.032,35.938
1140.008,35.938
1141.080,35.969
1142.002,35.969
1143.026,35.969
1144.295,35.938
1145.096,35.969
1145.999,35.969
1147.023,35.938
1148.004,35.938
1149.314,35.875
1149.997,35.875
1151.021,35.844
1151.998,35.844
1153.019,35.875
1153.995,35.875
1155.019,35.875
1155.994,35.844
