df_hash,22ZHK4.1W3XND
122.347,1.030
122.377,1.027
122.407,1.034
122.437,1.034
122.467,1.032
122.497,1.030
122.527,1.032
122.557,1.035
122.587,1.038
122.617,1.039
122.647,1.034
122.677,1.024
122.707,1.039
122.737,1.039
122.767,1.032
122.797,1.032
122.827,1.032
122.857,1.036
122.887,1.033
122.917,1.031
122.947,1.034
122.977,1.033
123.007,1.032
123.037,1.035
123.067,1.030
123.097,1.032
123.127,1.029
123.157,1.040
123.187,1.038
123.217,1.035
123.247,1.035
123.277,1.030
123.307,1.033
123.337,1.033
123.367,1.032
123.397,1.034
123.427,1.034
123.457,1.029
123.487,1.032
123.517,1.037
123.547,1.032
123.577,1.034
123.607,1.030
123.637,1.034
123.667,1.033
123.697,1.035
123.727,1.032
123.757,1.031
123.787,1.032
123.817,1.035
123.847,1.033
123.877,1.033
123.907,1.032
123.937,1.034
123.967,1.032
123.997,1.037
124.027,1.034
124.057,1.036
124.087,1.032
124.117,1.031
124.147,1.033
124.177,1.037
124.207,1.035
124.237,1.036
124.267,1.026
124.297,1.036
124.327,1.036
124.357,1.031
124.387,1.031
124.417,1.031
124.447,1.034
124.477,1.033
124.507,1.032
124.537,1.033
124.567,1.034
124.597,1.033
124.627,1.037
124.657,1.032
124.687,1.036
124.717,1.032
124.747,1.033
124.777,1.035
124.807,1.033
124.837,1.027
124.867,1.036
124.897,1.035
124.927,1.036
124.957,1.032
124.987,1.033
125.017,1.036
125.047,1.031
125.077,1.032
125.107,1.034
125.137,1.029
125.167,1.037
125.197,1.035
125.227,1.036
125.257,1.033
125.287,1.031
125.317,1.036
125.347,1.031
125.377,1.031
125.407,1.031
125.437,1.032
125.467,1.033
125.497,1.032
125.527,1.029
125.557,1.033
125.587,1.035
125.617,1.034
125.647,1.032
125.677,1.033
125.707,1.034
125.737,1.037
125.767,1.031
125.797,1.031
125.827,1.033
125.857,1.031
125.887,1.037
125.917,1.039
125.947,1.036
125.977,1.036
126.007,1.021
126.037,1.034
126.067,1.036
126.097,1.033
126.127,1.032
126.157,1.024
126.187,1.034
126.217,1.037
126.247,1.036
126.277,1.036
126.307,1.034
126.337,1.031
126.367,1.034
126.397,1.032
126.427,1.035
126.457,1.034
126.487,1.031
126.517,1.029
126.547,1.034
126.577,1.034
126.607,1.035
126.637,1.027
126.667,1.027
126.697,1.037
126.727,1.035
126.757,1.031
126.787,1.035
126.817,1.026
126.847,1.041
126.877,1.031
126.907,1.035
126.937,1.035
126.967,1.029
126.997,1.034
127.027,1.034
127.057,1.037
127.087,1.030
127.117,1.029
127.147,1.028
127.177,1.042
127.207,1.035
127.237,1.034
127.267,1.035
127.297,1.035
127.327,1.027
127.357,1.033
127.387,1.037
127.417,1.040
127.447,1.033
127.477,1.028
127.507,1.030
127.537,1.036
127.567,1.034
127.597,1.034
127.627,1.034
127.657,1.028
127.687,1.035
127.717,1.036
127.747,1.037
127.777,1.033
127.807,1.032
127.837,1.033
127.867,1.036
127.897,1.030
127.927,1.036
127.957,1.034
127.987,1.030
128.017,1.037
128.047,1.033
128.077,1.032
128.107,1.036
128.137,1.036
128.167,1.032
128.197,1.032
128.227,1.039
128.257,1.029
128.287,1.027
128.317,1.032
128.347,1.030
128.377,1.033
128.407,1.039
128.437,1.033
128.467,1.031
128.497,1.033
128.527,1.033
128.557,1.033
128.587,1.036
128.617,1.040
128.647,1.033
128.677,1.026
128.707,1.027
128.737,1.036
128.767,1.035
128.797,1.036
128.827,1.029
128.857,1.030
128.887,1.036
128.917,1.035
128.947,1.038
128.977,1.036
129.007,1.030
129.037,1.036
129.067,1.035
129.097,1.031
129.127,1.031
129.157,1.029
129.187,1.030
129.217,1.027
129.247,1.032
129.277,1.036
129.307,1.034
129.337,1.031
129.367,1.032
129.397,1.032
129.427,1.033
129.457,1.039
129.487,1.030
129.517,1.033
129.547,1.027
129.577,1.042
129.607,1.033
129.637,1.029
129.667,1.033
129.697,1.034
129.727,1.027
129.757,1.029
129.787,1.037
129.817,1.034
129.847,1.038
129.877,1.029
129.907,1.032
129.937,1.033
129.967,1.028
129.997,1.032
130.027,1.030
130.057,1.031
130.087,1.033
130.117,1.035
130.147,1.036
130.177,1.028
130.207,1.026
130.237,1.032
130.267,1.041
130.297,1.025
130.327,1.039
130.357,1.047
130.387,1.030
130.417,1.026
130.447,1.024
130.477,1.035
130.507,1.032
130.537,1.030
130.567,1.027
130.597,1.032
130.627,1.034
130.657,1.036
130.687,1.031
130.717,1.037
130.747,1.031
130.777,1.037
130.807,1.032
130.837,1.029
130.867,1.035
130.897,1.037
130.927,1.032
130.957,1.034
130.987,1.040
131.017,1.039
131.047,1.029
131.077,1.027
131.107,1.033
131.137,1.038
131.167,1.031
131.197,1.031
131.227,1.031
131.257,1.025
131.287,1.033
131.317,1.031
131.347,1.029
131.377,1.029
131.407,1.032
131.437,1.036
131.467,1.038
131.497,1.035
131.527,1.035
131.557,1.032
131.587,1.034
131.617,1.033
131.647,1.033
131.677,1.034
131.707,1.032
131.737,1.030
131.767,1.030
131.797,1.033
131.827,1.036
131.857,1.033
131.887,1.033
131.917,1.028
131.947,1.038
131.977,1.034
132.007,1.036
132.037,1.030
132.067,1.034
132.097,1.031
132.127,1.036
132.157,1.031
132.187,1.034
132.217,1.031
132.247,1.039
132.277,1.033
132.307,1.035
132.337,1.026
132.367,1.034
132.397,1.034
132.427,1.035
132.457,1.034
132.487,1.030
132.517,1.032
132.547,1.029
132.577,1.033
132.607,1.033
132.637,1.035
132.667,1.032
132.697,1.029
132.727,1.041
132.757,1.034
132.787,1.037
132.817,1.036
132.847,1.034
132.877,1.032
132.907,1.031
132.937,1.034
132.967,1.041
132.997,1.040
133.027,1.025
133.057,1.038
133.087,1.031
133.117,1.027
133.147,1.032
133.177,1.033
133.207,1.034
133.237,1.037
133.267,1.034
133.297,1.034
133.327,1.035
133.357,1.033
133.387,1.038
133.417,1.033
133.447,1.035
133.477,1.033
133.507,1.032
133.537,1.032
133.567,1.035
133.597,1.035
133.627,1.039
133.657,1.034
133.687,1.023
133.717,1.035
133.747,1.039
133.777,1.033
133.807,1.032
133.837,1.031
133.867,1.032
133.897,1.036
133.927,1.034
133.957,1.034
133.987,1.034
134.017,1.029
134.047,1.040
134.077,1.031
134.107,1.026
134.137,1.040
134.167,1.033
134.197,1.032
134.227,1.034
134.257,1.038
134.287,1.035
134.317,1.034
134.347,1.022
134.377,1.035
134.407,1.037
134.437,1.030
134.467,1.032
134.497,1.031
134.527,1.036
134.557,1.032
134.587,1.034
134.617,1.032
134.647,1.033
134.677,1.029
134.707,1.032
134.737,1.027
134.767,1.035
134.797,1.033
134.827,1.035
134.857,1.035
134.887,1.031
134.917,1.038
134.947,1.034
134.977,1.035
135.007,1.036
135.037,1.031
135.067,1.033
135.097,1.036
135.127,1.031
135.157,1.032
135.187,1.030
135.217,1.031
135.247,1.036
135.277,1.034
135.307,1.032
135.337,1.031
135.367,1.029
135.397,1.034
135.427,1.035
135.457,1.038
135.487,1.032
135.517,1.041
135.547,1.034
135.577,1.027
135.607,1.039
135.637,1.038
135.667,1.029
135.697,1.033
135.727,1.033
135.757,1.036
135.787,1.038
135.817,1.023
135.847,1.031
135.877,1.036
135.907,1.034
135.937,1.036
135.967,1.031
135.997,1.035
136.027,1.034
136.057,1.031
136.087,1.034
136.117,1.034
136.147,1.034
136.177,1.034
136.207,1.032
136.237,1.034
136.267,1.030
136.297,1.034
136.327,1.033
136.357,1.035
136.387,1.031
136.417,1.037
136.447,1.036
136.477,1.036
136.507,1.031
136.537,1.030
136.567,1.032
136.597,1.033
136.627,1.032
136.657,1.030
136.687,1.033
136.717,1.038
136.747,1.032
136.777,1.032
136.807,1.033
136.837,1.031
136.867,1.033
136.897,1.034
136.927,1.035
136.957,1.036
136.987,1.032
137.017,1.031
137.047,1.034
137.077,1.036
137.107,1.033
137.137,1.033
137.167,1.032
137.197,1.033
137.227,1.028
137.257,1.034
137.287,1.040
137.317,1.035
137.347,1.026
137.377,1.041
137.407,1.033
137.437,1.032
137.467,1.035
137.497,1.034
137.527,1.035
137.557,1.042
137.587,1.030
137.617,1.037
137.647,1.033
137.677,1.033
137.707,1.030
137.737,1.035
137.767,1.034
137.797,1.035
137.827,1.037
137.857,1.038
137.887,1.036
137.917,1.034
137.947,1.032
137.977,1.036
138.007,1.036
138.037,1.033
138.067,1.030
138.097,1.032
138.127,1.032
138.157,1.034
138.187,1.030
138.217,1.038
138.247,1.036
138.277,1.034
138.307,1.031
138.337,1.027
138.367,1.037
138.397,1.032
138.427,1.040
138.457,1.028
138.487,1.035
138.517,1.032
138.547,1.031
138.577,1.034
138.607,1.032
138.637,1.031
138.667,1.033
138.697,1.033
138.727,1.035
138.757,1.036
138.787,1.032
138.817,1.034
138.847,1.033
138.877,1.030
138.907,1.032
138.937,1.031
138.967,1.035
138.997,1.034
139.027,1.035
139.057,1.032
139.087,1.035
139.117,1.034
139.147,1.032
139.177,1.033
139.207,1.035
139.237,1.032
139.267,1.030
139.297,1.029
139.327,1.038
139.357,1.034
139.387,1.033
139.417,1.034
139.447,1.028
139.477,1.033
139.507,1.034
139.537,1.034
139.567,1.033
139.597,1.032
139.627,1.037
139.657,1.037
139.687,1.034
139.717,1.031
139.747,1.031
139.777,1.040
139.807,1.032
139.837,1.034
139.867,1.036
139.897,1.035
139.927,1.031
139.957,1.031
139.987,1.038
140.017,1.034
140.047,1.039
140.077,1.027
140.107,1.037
140.137,1.034
140.167,1.035
140.197,1.035
140.227,1.034
140.257,1.036
140.287,1.036
140.317,1.034
140.347,1.038
140.377,1.033
140.407,1.034
140.437,1.029
140.467,1.030
140.497,1.034
140.527,1.034
140.557,1.033
140.587,1.038
140.617,1.031
140.647,1.028
140.677,1.036
140.707,1.037
140.737,1.026
140.767,1.029
140.797,1.029
140.827,1.038
140.857,1.036
140.887,1.034
140.917,1.032
140.947,1.033
140.977,1.034
141.007,1.035
141.037,1.038
141.067,1.031
141.097,1.034
141.127,1.029
141.157,1.038
141.187,1.038
141.217,1.036
141.247,1.033
141.277,1.032
141.307,1.029
141.337,1.032
141.367,1.030
141.397,1.034
141.427,1.036
141.457,1.030
141.487,1.040
141.517,1.033
141.547,1.030
141.577,1.034
141.607,1.032
141.637,1.035
141.667,1.036
141.697,1.029
141.727,1.037
141.757,1.031
141.787,1.027
141.817,1.030
141.847,1.034
141.877,1.035
141.907,1.032
141.937,1.029
141.967,1.033
141.997,1.035
142.027,1.034
142.057,1.030
142.087,1.031
142.117,1.030
142.147,1.041
142.177,1.033
142.207,1.028
142.237,1.031
142.267,1.035
142.297,1.036
142.327,1.038
142.357,1.032
142.387,1.034
142.417,1.032
142.447,1.043
142.477,1.031
142.507,1.034
142.537,1.035
142.567,1.033
142.597,1.034
142.627,1.032
142.657,1.031
142.687,1.033
142.717,1.032
142.747,1.028
142.777,1.029
142.807,1.037
142.837,1.036
142.867,1.033
142.897,1.035
142.927,1.031
142.957,1.032
142.987,1.033
143.017,1.033
143.047,1.034
143.077,1.031
143.107,1.033
143.137,1.034
143.167,1.035
143.197,1.034
143.227,1.033
143.257,1.033
143.287,1.030
143.317,1.035
143.347,1.035
143.377,1.035
143.407,1.032
143.437,1.035
143.467,1.037
143.497,1.038
143.527,1.036
143.557,1.034
143.587,1.030
143.617,1.039
143.647,1.040
143.677,1.034
143.707,1.030
143.737,1.032
143.767,1.036
143.797,1.035
143.827,1.033
143.857,1.036
143.887,1.036
143.917,1.034
143.947,1.033
143.977,1.035
144.007,1.035
144.037,1.035
144.067,1.037
144.097,1.034
144.127,1.031
144.157,1.034
144.187,1.035
144.217,1.034
144.247,1.032
144.277,1.030
144.307,1.035
144.337,1.038
144.367,1.034
144.397,1.035
144.427,1.036
144.457,1.032
144.487,1.037
144.517,1.035
144.547,1.032
144.577,1.027
144.607,1.031
144.637,1.034
144.667,1.041
144.697,1.035
144.727,1.033
144.757,1.036
144.787,1.036
144.817,1.033
144.847,1.034
144.877,1.031
144.907,1.033
144.937,1.033
144.967,1.033
144.997,1.032
145.027,1.031
145.057,1.033
145.087,1.036
145.117,1.034
145.147,1.033
145.177,1.034
145.207,1.034
145.237,1.033
145.267,1.032
145.297,1.030
145.327,1.032
145.357,1.037
145.387,1.031
145.417,1.036
145.447,1.028
145.477,1.034
145.507,1.039
145.537,1.037
145.567,1.035
145.597,1.029
145.627,1.027
145.657,1.033
145.687,1.036
145.717,1.032
145.747,1.032
145.777,1.034
145.807,1.036
145.837,1.034
145.867,1.033
145.897,1.033
145.927,1.034
145.957,1.030
145.987,1.036
146.017,1.032
146.047,1.035
146.077,1.037
146.107,1.039
146.137,1.032
146.167,1.035
146.197,1.033
146.227,1.027
146.257,1.033
146.287,1.032
146.317,1.035
146.347,1.029
146.377,1.034
146.407,1.036
146.437,1.031
146.467,1.036
146.497,1.038
146.527,1.023
146.557,1.035
146.587,1.040
146.617,1.034
146.647,1.036
146.677,1.029
146.707,1.036
146.737,1.035
146.767,1.033
146.797,1.036
146.827,1.038
146.857,1.038
146.887,1.037
146.917,1.036
146.947,1.070
146.977,1.062
147.007,1.042
147.037,1.023
147.067,1.020
147.097,1.023
147.127,1.030
147.157,1.032
147.187,1.039
147.217,1.045
147.247,1.053
147.277,1.042
147.307,1.027
147.337,1.022
147.367,1.024
147.397,1.027
147.427,1.030
147.457,1.025
147.487,1.025
147.517,1.024
147.547,1.027
147.577,1.035
147.607,1.042
147.637,1.045
147.667,1.040
147.697,1.043
147.727,1.042
147.757,1.020
147.787,1.010
147.817,1.015
147.847,1.024
147.877,1.040
147.907,1.042
147.937,1.045
147.967,1.048
147.997,1.045
148.027,1.039
148.057,1.032
148.087,1.021
148.117,1.005
148.147,1.028
148.177,1.043
148.207,1.028
148.237,1.042
148.267,1.036
148.297,1.020
148.327,1.032
148.357,1.031
148.387,1.029
148.417,1.032
148.447,1.042
148.477,1.047
148.507,1.027
148.537,1.017
148.567,1.029
148.597,1.036
148.627,1.030
148.657,1.024
148.687,1.028
148.717,1.035
148.747,1.034
148.777,1.035
148.807,1.039
148.837,1.042
148.867,1.047
148.897,1.036
148.927,1.031
148.957,1.016
148.987,1.021
149.017,1.025
149.047,1.021
149.077,1.031
149.107,1.050
149.137,1.044
149.167,1.036
149.197,1.020
149.227,1.030
149.257,1.029
149.287,1.034
149.317,1.023
149.347,1.018
149.377,1.037
149.407,1.044
149.437,1.037
149.467,1.030
149.497,1.034
149.527,1.035
149.557,1.022
149.587,1.027
149.617,1.041
149.647,1.026
149.677,1.041
149.707,1.022
149.737,1.038
149.767,1.039
149.797,1.029
149.827,1.036
149.857,1.031
149.887,1.030
149.917,1.020
149.947,1.034
149.977,1.044
150.007,1.036
150.037,1.037
150.067,1.035
150.097,1.035
150.127,1.030
150.157,1.032
150.187,1.024
150.217,1.033
150.247,1.034
150.277,1.040
150.307,1.036
150.337,1.040
150.367,1.025
150.397,1.033
150.427,1.038
150.457,1.028
150.487,1.025
150.517,1.033
150.547,1.022
150.577,1.029
150.607,1.039
150.637,1.038
150.667,1.041
150.697,1.040
150.727,1.032
150.757,1.026
150.787,1.039
150.817,1.041
150.847,1.028
150.877,1.025
150.907,1.026
150.937,1.030
150.967,1.025
150.997,1.027
151.027,1.037
151.057,1.039
151.087,1.028
151.117,1.036
151.147,1.052
151.177,1.034
151.207,1.025
151.237,1.031
151.267,1.027
151.297,1.025
151.327,1.034
151.357,1.037
151.387,1.037
151.417,1.033
151.447,1.037
151.477,1.030
151.507,1.034
151.537,1.039
151.567,1.035
151.597,1.034
151.627,1.033
151.657,1.035
151.687,1.035
151.717,1.029
151.747,1.030
151.777,1.037
151.807,1.034
151.837,1.038
151.867,1.029
151.897,1.040
151.927,1.035
151.957,1.034
151.987,1.037
152.017,1.031
152.047,1.036
152.077,1.035
152.107,1.030
152.137,1.032
152.167,1.031
152.197,1.035
152.227,1.046
152.257,1.044
152.287,1.037
152.317,1.027
152.347,1.018
152.377,1.031
152.407,1.036
152.437,1.038
152.467,1.030
152.497,1.026
152.527,1.037
152.557,1.042
152.587,1.040
152.617,1.033
152.647,1.035
152.677,1.040
152.707,1.034
152.737,1.030
152.767,1.025
152.797,1.036
152.827,1.039
152.857,1.039
152.887,1.038
152.917,1.039
152.947,1.024
152.977,1.032
153.007,1.034
153.037,1.039
153.067,1.043
153.097,1.034
153.127,1.033
153.157,1.034
153.187,1.040
153.217,1.042
153.247,1.040
153.277,1.028
153.307,1.030
153.337,1.031
153.367,1.035
153.397,1.031
153.427,1.032
153.457,1.033
153.487,1.035
153.517,1.034
153.547,1.037
153.577,1.032
153.607,1.028
153.637,1.028
153.667,1.034
153.697,1.033
153.727,1.039
153.757,1.035
153.787,1.033
153.817,1.036
153.847,1.037
153.877,1.032
153.907,1.031
153.937,1.032
153.967,1.040
153.997,1.033
154.027,1.033
154.057,1.037
154.087,1.036
154.117,1.034
154.147,1.036
154.177,1.039
154.207,1.034
154.237,1.031
154.267,1.030
154.297,1.039
154.327,1.039
154.357,1.029
154.387,1.038
154.417,1.036
154.447,1.032
154.477,1.037
154.507,1.037
154.537,1.037
154.567,1.039
154.597,1.034
154.627,1.036
154.657,1.033
154.687,1.033
154.717,1.033
154.747,1.037
154.777,1.035
154.807,1.039
154.837,1.037
154.867,1.033
154.897,1.035
154.927,1.037
154.957,1.034
154.987,1.040
155.017,1.037
155.047,1.034
155.077,1.036
155.107,1.032
155.137,1.030
155.167,1.040
155.197,1.037
155.227,1.034
155.257,1.035
155.287,1.035
155.317,1.040
155.347,1.040
155.377,1.028
155.407,1.036
155.437,1.041
155.467,1.032
155.497,1.035
155.527,1.035
155.557,1.037
155.587,1.038
155.617,1.037
155.647,1.036
155.677,1.035
155.707,1.036
155.737,1.037
155.767,1.036
155.797,1.038
155.827,1.034
155.857,1.033
155.887,1.034
155.917,1.037
155.947,1.030
155.977,1.034
156.007,1.037
156.037,1.039
156.067,1.034
156.097,1.031
156.127,1.035
156.157,1.038
156.187,1.043
156.217,1.026
156.247,1.037
156.277,1.037
156.307,1.033
156.337,1.035
156.367,1.036
156.397,1.033
156.427,1.038
156.457,1.038
156.487,1.035
156.517,1.035
156.547,1.033
156.577,1.038
156.607,1.039
156.637,1.035
156.667,1.037
156.697,1.033
156.727,1.035
156.757,1.035
156.787,1.033
156.817,1.041
156.847,1.042
156.877,1.033
156.907,1.039
156.937,1.037
156.967,1.037
156.997,1.038
157.027,1.036
157.057,1.039
157.087,1.034
157.117,1.035
157.147,1.038
157.177,1.033
157.207,1.038
157.237,1.037
157.267,1.036
157.297,1.039
157.327,1.035
157.357,1.037
157.387,1.039
157.417,1.038
157.447,1.035
157.477,1.037
157.507,1.038
157.537,1.035
157.567,1.038
157.597,1.036
157.627,1.033
157.657,1.037
157.687,1.045
157.717,1.039
157.747,1.036
157.777,1.041
157.807,1.035
157.837,1.032
157.867,1.034
157.897,1.042
157.927,1.041
157.957,1.036
157.987,1.034
158.017,1.040
158.047,1.035
158.077,1.033
158.107,1.034
158.137,1.036
158.167,1.034
158.197,1.037
158.227,1.038
158.257,1.038
158.287,1.035
158.317,1.037
158.347,1.038
158.377,1.037
158.407,1.039
158.437,1.036
158.467,1.037
158.497,1.038
158.527,1.033
158.557,1.040
158.587,1.036
158.617,1.037
158.647,1.035
158.677,1.033
158.707,1.039
158.737,1.043
158.767,1.043
158.797,1.029
158.827,1.040
158.857,1.041
158.887,1.033
158.917,1.037
158.947,1.034
158.977,1.038
159.007,1.037
159.037,1.041
159.067,1.039
159.097,1.038
159.127,1.041
159.157,1.036
159.187,1.037
159.217,1.037
159.247,1.038
159.277,1.037
159.307,1.046
159.337,1.038
159.367,1.037
159.397,1.036
159.427,1.038
159.457,1.036
159.487,1.036
159.517,1.039
159.547,1.037
159.577,1.040
159.607,1.034
159.637,1.044
159.667,1.038
159.697,1.037
159.727,1.038
159.757,1.040
159.787,1.035
159.817,1.035
159.847,1.037
159.877,1.037
159.907,1.035
159.937,1.036
159.967,1.039
159.997,1.036
160.027,1.036
160.057,1.036
160.087,1.036
160.117,1.030
160.147,1.038
160.177,1.032
160.207,1.036
160.237,1.039
160.267,1.038
160.297,1.040
160.327,1.036
160.357,1.030
160.387,1.030
160.417,1.038
160.447,1.041
160.477,1.033
160.507,1.027
160.537,1.038
160.567,1.045
160.597,1.044
160.627,1.036
160.657,1.038
160.687,1.039
160.717,1.043
160.747,1.033
160.777,1.036
160.807,1.036
160.837,1.032
160.867,1.035
160.897,1.036
160.927,1.046
160.957,1.044
160.987,1.042
161.017,1.026
161.047,1.039
161.077,1.042
161.107,1.035
161.137,1.044
161.167,1.041
161.197,1.038
161.227,1.040
161.257,1.036
161.287,1.039
161.317,1.037
161.347,1.040
161.377,1.044
161.407,1.040
161.437,1.038
161.467,1.027
161.497,1.042
161.527,1.038
161.557,1.031
161.587,1.037
161.617,1.040
161.647,1.038
161.677,1.044
161.707,1.043
161.737,1.040
161.767,1.033
161.797,1.035
161.827,1.039
161.857,1.037
161.887,1.035
161.917,1.037
161.947,1.041
161.977,1.042
162.007,1.037
162.037,1.035
162.067,1.036
162.097,1.042
162.127,1.037
162.157,1.039
162.187,1.036
162.217,1.036
162.247,1.038
162.277,1.037
162.307,1.037
162.337,1.038
162.367,1.040
162.397,1.034
162.427,1.042
162.457,1.039
162.487,1.036
162.517,1.037
162.547,1.032
162.577,1.035
162.607,1.046
162.637,1.032
162.667,1.041
162.697,1.037
162.727,1.027
162.757,1.046
162.787,1.041
162.817,1.041
162.847,1.045
162.877,1.032
162.907,1.024
162.937,1.031
162.967,1.038
162.997,1.042
163.027,1.046
163.057,1.041
163.087,1.034
163.117,1.039
163.147,1.032
163.177,1.041
163.207,1.041
163.237,1.037
163.267,1.044
163.297,1.035
163.327,1.032
163.357,1.029
163.387,1.039
163.417,1.049
163.447,1.027
163.477,1.026
163.507,1.024
163.537,1.032
163.567,1.042
163.597,1.041
163.627,1.046
163.657,1.043
163.687,1.039
163.717,1.044
163.747,1.038
163.777,1.033
163.807,1.028
163.837,1.034
163.867,1.034
163.897,1.040
163.927,1.040
163.957,1.036
163.987,1.036
164.017,1.035
164.047,1.036
164.077,1.039
164.107,1.033
164.137,1.036
164.167,1.033
164.197,1.038
164.227,1.040
164.257,1.031
164.287,1.032
164.317,1.042
164.347,1.041
164.377,1.036
164.407,1.037
164.437,1.037
164.467,1.031
164.497,1.041
164.527,1.038
164.557,1.034
164.587,1.036
164.617,1.040
164.647,1.034
164.677,1.035
164.707,1.036
164.737,1.036
164.767,1.040
164.797,1.036
164.827,1.033
164.857,1.035
164.887,1.039
164.917,1.033
164.947,1.034
164.977,1.042
165.007,1.040
165.037,1.033
165.067,1.038
165.097,1.035
165.127,1.034
165.157,1.039
165.187,1.037
165.217,1.037
165.247,1.031
165.277,1.030
165.307,1.034
165.337,1.042
165.367,1.037
165.397,1.036
165.427,1.033
165.457,1.035
165.487,1.039
165.517,1.037
165.547,1.035
165.577,1.039
165.607,1.039
165.637,1.039
165.667,1.035
165.697,1.034
165.727,1.035
165.757,1.037
165.787,1.040
165.817,1.039
165.847,1.034
165.877,1.033
165.907,1.040
165.937,1.037
165.967,1.033
165.997,1.035
166.027,1.032
166.057,1.038
166.087,1.037
166.117,1.037
166.147,1.031
166.177,1.028
166.207,1.034
166.237,1.039
166.267,1.036
166.297,1.034
166.327,1.036
166.357,1.038
166.387,1.038
166.417,1.037
166.447,1.037
166.477,1.037
166.507,1.037
166.537,1.039
166.567,1.037
166.597,1.037
166.627,1.035
166.657,1.034
166.687,1.037
166.717,1.036
166.747,1.037
166.777,1.034
166.807,1.039
166.837,1.029
166.867,1.035
166.897,1.039
166.927,1.034
166.957,1.036
166.987,1.036
167.017,1.037
167.047,1.038
167.077,1.038
167.107,1.037
167.137,1.029
167.167,1.040
167.197,1.042
167.227,1.036
167.257,1.034
167.287,1.034
167.317,1.037
167.347,1.039
167.377,1.039
167.407,1.037
167.437,1.036
167.467,1.037
167.497,1.038
167.527,1.030
167.557,1.036
167.587,1.037
167.617,1.036
167.647,1.039
167.677,1.037
167.707,1.035
167.737,1.034
167.767,1.040
167.797,1.038
167.827,1.042
167.857,1.037
167.887,1.033
167.917,1.038
167.947,1.038
167.977,1.035
168.007,1.032
168.037,1.039
168.067,1.038
168.097,1.032
168.127,1.035
168.157,1.032
168.187,1.041
168.217,1.040
168.247,1.033
168.277,1.033
168.307,1.037
168.337,1.040
168.367,1.039
168.397,1.037
168.427,1.034
168.457,1.035
168.487,1.036
168.517,1.035
168.547,1.037
168.577,1.039
168.607,1.039
168.637,1.034
168.667,1.036
168.697,1.039
168.727,1.035
168.757,1.038
168.787,1.036
168.817,1.041
168.847,1.031
168.877,1.035
168.907,1.041
168.937,1.036
168.967,1.034
168.997,1.033
169.027,1.038
169.057,1.035
169.087,1.035
169.117,1.040
169.147,1.030
169.177,1.047
169.207,1.036
169.237,1.033
169.267,1.032
169.297,1.034
169.327,1.036
169.357,1.039
169.387,1.039
169.417,1.039
169.447,1.035
169.477,1.034
169.507,1.035
169.537,1.041
169.567,1.037
169.597,1.036
169.627,1.035
169.657,1.033
169.687,1.040
169.717,1.038
169.747,1.037
169.777,1.035
169.807,1.040
169.837,1.036
169.867,1.038
169.897,1.042
169.927,1.036
169.957,1.034
169.987,1.036
170.017,1.040
170.047,1.039
170.077,1.027
170.107,1.036
170.137,1.032
170.167,1.041
170.197,1.039
170.227,1.037
170.257,1.037
170.287,1.035
170.317,1.040
170.347,1.039
170.377,1.038
170.407,1.037
170.437,1.037
170.467,1.037
170.497,1.034
170.527,1.036
170.557,1.036
170.587,1.037
170.617,1.038
170.647,1.036
170.677,1.038
170.707,1.034
170.737,1.033
170.767,1.042
170.797,1.038
170.827,1.031
170.857,1.031
170.887,1.037
170.917,1.040
170.947,1.040
170.977,1.033
171.007,1.035
171.037,1.031
171.067,1.042
171.097,1.035
171.127,1.037
171.157,1.037
171.187,1.035
171.217,1.037
171.247,1.037
171.277,1.038
171.307,1.037
171.337,1.034
171.367,1.037
171.397,1.038
171.427,1.036
171.457,1.038
171.487,1.036
171.517,1.036
171.547,1.044
171.577,1.039
171.607,1.032
171.637,1.042
171.667,1.034
171.697,1.035
171.727,1.036
171.757,1.040
171.787,1.038
171.817,1.037
171.847,1.040
171.877,1.034
171.907,1.041
171.937,1.038
171.967,1.036
171.997,1.037
172.027,1.037
172.057,1.039
172.087,1.037
172.117,1.036
172.147,1.039
172.177,1.037
172.207,1.038
172.237,1.039
172.267,1.033
172.297,1.037
172.327,1.034
172.357,1.035
172.387,1.034
172.417,1.039
172.447,1.035
172.477,1.038
172.507,1.038
172.537,1.038
172.567,1.039
172.597,1.039
172.627,1.038
172.657,1.032
172.687,1.028
172.717,1.038
172.747,1.036
172.777,1.037
172.807,1.037
172.837,1.033
172.867,1.039
172.897,1.038
172.927,1.035
172.957,1.038
172.987,1.035
173.017,1.037
173.047,1.035
173.077,1.034
173.107,1.036
173.137,1.036
173.167,1.038
173.197,1.034
173.227,1.037
173.257,1.037
173.287,1.036
173.317,1.033
173.347,1.039
173.377,1.039
173.407,1.036
173.437,1.037
173.467,1.036
173.497,1.039
173.527,1.040
173.557,1.038
173.587,1.040
173.617,1.029
173.647,1.039
173.677,1.038
173.707,1.035
173.737,1.034
173.767,1.036
173.797,1.036
173.827,1.040
173.857,1.040
173.887,1.038
173.917,1.040
173.947,1.035
173.977,1.040
174.007,1.040
174.037,1.040
174.067,1.037
174.097,1.036
174.127,1.038
174.157,1.035
174.187,1.039
174.217,1.039
174.247,1.043
174.277,1.039
174.307,1.037
174.337,1.040
174.367,1.037
174.397,1.036
174.427,1.037
174.457,1.038
174.487,1.038
174.517,1.032
174.547,1.036
174.577,1.035
174.607,1.042
174.637,1.040
174.667,1.036
174.697,1.035
174.727,1.035
