df_hash,22ZHK4.MYBFT3
14.715,1.033
14.745,1.036
14.775,1.030
14.805,1.028
14.835,1.030
14.865,1.033
14.895,1.032
14.925,1.033
14.955,1.037
14.985,1.029
15.015,1.031
15.045,1.033
15.075,1.030
15.105,1.028
15.135,1.032
15.165,1.035
15.195,1.031
15.225,1.033
15.255,1.030
15.285,1.029
15.315,1.030
15.345,1.031
15.375,1.031
15.405,1.031
15.435,1.034
15.465,1.033
15.495,1.033
15.525,1.029
15.555,1.027
15.585,1.030
15.615,1.034
15.645,1.032
15.675,1.034
15.705,1.031
15.735,1.028
15.765,1.035
15.795,1.032
15.825,1.031
15.855,1.028
15.885,1.032
15.915,1.031
15.945,1.031
15.975,1.031
16.005,1.034
16.035,1.031
16.065,1.032
16.095,1.034
16.125,1.031
16.155,1.033
16.185,1.028
16.215,1.029
16.245,1.038
16.275,1.035
16.305,1.028
16.335,1.030
16.365,1.036
16.395,1.033
16.425,1.032
16.455,1.032
16.485,1.031
16.515,1.032
16.545,1.036
16.575,1.033
16.605,1.026
16.635,1.029
16.665,1.033
16.695,1.031
16.725,1.031
16.755,1.033
16.785,1.036
16.815,1.033
16.845,1.028
16.875,1.031
16.905,1.034
16.935,1.035
16.965,1.035
16.995,1.031
17.025,1.034
17.055,1.038
17.085,1.038
17.115,1.031
17.145,1.031
17.175,1.030
17.205,1.031
17.235,1.033
17.265,1.033
17.295,1.032
17.325,1.033
17.355,1.034
17.385,1.031
17.415,1.029
17.445,1.030
17.475,1.032
17.505,1.031
17.535,1.031
17.565,1.033
17.595,1.030
17.625,1.035
17.655,1.030
17.685,1.034
17.715,1.039
17.745,1.042
17.775,1.032
17.805,1.025
17.835,1.025
17.865,1.023
17.895,1.032
17.925,1.040
17.955,1.035
17.985,1.028
18.015,1.030
18.045,1.028
18.075,1.034
18.105,1.032
18.135,1.033
18.165,1.033
18.195,1.028
18.225,1.035
18.255,1.035
18.285,1.031
18.315,1.034
18.345,1.031
18.375,1.031
18.405,1.034
18.435,1.029
18.465,1.033
18.495,1.030
18.525,1.033
18.555,1.036
18.585,1.030
18.615,1.034
18.645,1.035
18.675,1.031
18.705,1.029
18.735,1.034
18.765,1.031
18.795,1.031
18.825,1.036
18.855,1.035
18.885,1.027
18.915,1.029
18.945,1.029
18.975,1.032
19.005,1.032
19.035,1.033
19.065,1.034
19.095,1.038
19.125,1.035
19.155,1.027
19.185,1.027
19.215,1.031
19.245,1.028
19.275,1.032
19.305,1.032
19.335,1.032
19.365,1.030
19.395,1.029
19.425,1.030
19.455,1.034
19.485,1.033
19.515,1.033
19.545,1.033
19.575,1.029
19.605,1.032
19.635,1.029
19.665,1.036
19.695,1.029
19.725,1.027
19.755,1.030
19.785,1.030
19.815,1.031
19.845,1.026
19.875,1.031
19.905,1.029
19.935,1.032
19.965,1.032
19.995,1.031
20.025,1.031
20.055,1.031
20.085,1.034
20.115,1.031
20.145,1.031
20.175,1.032
20.205,1.034
20.235,1.031
20.265,1.031
20.295,1.036
20.325,1.033
20.355,1.028
20.385,1.027
20.415,1.031
20.445,1.031
20.475,1.033
20.505,1.035
20.535,1.033
20.565,1.028
20.595,1.026
20.625,1.032
20.655,1.031
20.685,1.033
20.715,1.030
20.745,1.027
20.775,1.031
20.805,1.032
20.835,1.031
20.865,1.031
20.895,1.032
20.925,1.029
20.955,1.031
20.985,1.031
21.015,1.032
21.045,1.030
21.075,1.031
21.105,1.032
21.135,1.033
21.165,1.031
21.195,1.035
21.225,1.032
21.255,1.030
21.285,1.031
21.315,1.035
21.345,1.037
21.375,1.035
21.405,1.026
21.435,1.029
21.465,1.033
21.495,1.027
21.525,1.029
21.555,1.036
21.585,1.031
21.615,1.031
21.645,1.033
21.675,1.031
21.705,1.030
21.735,1.030
21.765,1.029
21.795,1.032
21.825,1.029
21.855,1.031
21.885,1.031
21.915,1.031
21.945,1.031
21.975,1.033
22.005,1.032
22.035,1.031
22.065,1.025
22.095,1.033
22.125,1.032
22.155,1.033
22.185,1.037
22.215,1.029
22.245,1.026
22.275,1.033
22.305,1.034
22.335,1.032
22.365,1.031
22.395,1.032
22.425,1.026
22.455,1.028
22.485,1.035
22.515,1.031
22.545,1.027
22.575,1.033
22.605,1.035
22.635,1.031
22.665,1.035
22.695,1.032
22.725,1.031
22.755,1.031
22.785,1.033
22.815,1.031
22.845,1.034
22.875,1.031
22.905,1.032
22.935,1.029
22.965,1.031
22.995,1.036
23.025,1.031
23.055,1.029
23.085,1.030
23.115,1.033
23.145,1.032
23.175,1.033
23.205,1.034
23.235,1.032
23.265,1.029
23.295,1.030
23.325,1.037
23.355,1.027
23.385,1.033
23.415,1.029
23.445,1.033
23.475,1.033
23.505,1.034
23.535,1.032
23.565,1.030
23.595,1.032
23.625,1.033
23.655,1.029
23.685,1.032
23.715,1.032
23.745,1.033
23.775,1.033
23.805,1.033
23.835,1.032
23.865,1.032
23.895,1.035
23.925,1.031
23.955,1.034
23.985,1.037
24.015,1.032
24.045,1.032
24.075,1.033
24.105,1.032
24.135,1.030
24.165,1.034
24.195,1.034
24.225,1.033
24.255,1.035
24.285,1.035
24.315,1.033
24.345,1.030
24.375,1.032
24.405,1.032
24.435,1.031
24.465,1.031
24.495,1.028
24.525,1.034
24.555,1.028
24.585,1.041
24.615,1.035
24.645,1.029
24.675,1.029
24.705,1.034
24.735,1.033
24.765,1.030
24.795,1.031
24.825,1.032
24.855,1.026
24.885,1.037
24.915,1.035
24.945,1.029
24.975,1.030
25.005,1.032
25.035,1.033
25.065,1.036
25.095,1.030
25.125,1.035
25.155,1.033
25.185,1.030
25.215,1.034
25.245,1.030
25.275,1.032
25.305,1.028
25.335,1.031
25.365,1.033
25.395,1.031
25.425,1.039
25.455,1.037
25.485,1.027
25.515,1.028
25.545,1.033
25.575,1.035
25.605,1.034
25.635,1.029
25.665,1.034
25.695,1.029
25.725,1.035
25.755,1.031
25.785,1.030
25.815,1.030
25.845,1.032
25.875,1.032
25.905,1.031
25.935,1.035
25.965,1.032
25.995,1.032
26.025,1.035
26.055,1.032
26.085,1.030
26.115,1.032
26.145,1.032
26.175,1.033
26.205,1.033
26.235,1.035
26.265,1.034
26.295,1.035
26.325,1.030
26.355,1.028
26.385,1.033
26.415,1.037
26.445,1.035
26.475,1.031
26.505,1.036
26.535,1.029
26.565,1.037
26.595,1.034
26.625,1.026
26.655,1.035
26.685,1.037
26.715,1.032
26.745,1.034
26.775,1.035
26.805,1.031
26.835,1.032
26.865,1.033
26.895,1.038
26.925,1.031
26.955,1.037
26.985,1.028
27.015,1.032
27.045,1.034
27.075,1.033
27.105,1.030
27.135,1.029
27.165,1.037
27.195,1.033
27.225,1.033
27.255,1.029
27.285,1.032
27.315,1.030
27.345,1.034
27.375,1.033
27.405,1.026
27.435,1.032
27.465,1.035
27.495,1.033
27.525,1.034
27.555,1.033
27.585,1.034
27.615,1.031
27.645,1.035
27.675,1.034
27.705,1.034
27.735,1.030
27.765,1.035
27.795,1.035
27.825,1.036
27.855,1.026
27.885,1.029
27.915,1.034
27.945,1.033
27.975,1.034
28.005,1.035
28.035,1.035
28.065,1.025
28.095,1.034
28.125,1.036
28.155,1.030
28.185,1.028
28.215,1.034
28.245,1.035
28.275,1.031
28.305,1.033
28.335,1.036
28.365,1.030
28.395,1.030
28.425,1.033
28.455,1.033
28.485,1.033
28.515,1.035
28.545,1.032
28.575,1.028
28.605,1.037
28.635,1.032
28.665,1.035
28.695,1.039
28.725,1.031
28.755,1.028
28.785,1.031
28.815,1.033
28.845,1.035
28.875,1.035
28.905,1.030
28.935,1.031
28.965,1.032
28.995,1.036
29.025,1.034
29.055,1.029
29.085,1.034
29.115,1.034
29.145,1.031
29.175,1.035
29.205,1.032
29.235,1.035
29.265,1.037
29.295,1.030
29.325,1.035
29.355,1.032
29.385,1.028
29.415,1.035
29.445,1.033
29.475,1.035
29.505,1.032
29.535,1.037
29.565,1.032
29.595,1.035
29.625,1.037
29.655,1.032
29.685,1.029
29.715,1.032
29.745,1.033
29.775,1.037
29.805,1.033
29.835,1.036
29.865,1.030
29.895,1.030
29.925,1.037
29.955,1.035
29.985,1.032
30.015,1.034
30.045,1.030
30.075,1.033
30.105,1.033
30.135,1.035
30.165,1.036
30.195,1.034
30.225,1.033
30.255,1.034
30.285,1.032
30.315,1.033
30.345,1.036
30.375,1.033
30.405,1.032
30.435,1.033
30.465,1.031
30.495,1.033
30.525,1.027
30.555,1.033
30.585,1.034
30.615,1.032
30.645,1.027
30.675,1.030
30.705,1.034
30.735,1.033
30.765,1.033
30.795,1.032
30.825,1.029
30.855,1.035
30.885,1.034
30.915,1.032
30.945,1.032
30.975,1.030
31.005,1.033
31.035,1.035
31.065,1.035
31.095,1.032
31.125,1.033
31.155,1.035
31.185,1.034
31.215,1.032
31.245,1.032
31.275,1.035
31.305,1.033
31.335,1.033
31.365,1.030
31.395,1.033
31.425,1.036
31.455,1.036
31.485,1.033
31.515,1.035
31.545,1.030
31.575,1.033
31.605,1.034
31.635,1.033
31.665,1.032
31.695,1.032
31.725,1.032
31.755,1.030
31.785,1.035
31.815,1.034
31.845,1.031
31.875,1.036
31.905,1.033
31.935,1.032
31.965,1.034
31.995,1.033
32.025,1.036
32.055,1.035
32.085,1.030
32.115,1.034
32.145,1.033
32.175,1.029
32.205,1.035
32.235,1.037
32.265,1.032
32.295,1.030
32.325,1.034
32.355,1.029
32.385,1.033
32.415,1.037
32.445,1.034
32.475,1.031
32.505,1.029
32.535,1.034
32.565,1.034
32.595,1.036
32.625,1.035
32.655,1.033
32.685,1.031
32.715,1.037
32.745,1.035
32.775,1.031
32.805,1.034
32.835,1.030
32.865,1.033
32.895,1.030
32.925,1.029
32.955,1.037
32.985,1.037
33.015,1.032
33.045,1.031
33.075,1.035
33.105,1.031
33.135,1.032
33.165,1.033
33.195,1.034
33.225,1.035
33.255,1.033
33.285,1.039
33.315,1.035
33.345,1.035
33.375,1.033
33.405,1.037
33.435,1.026
33.465,1.031
33.495,1.037
33.525,1.033
33.555,1.034
33.585,1.036
33.615,1.033
33.645,1.030
33.675,1.037
33.705,1.036
33.735,1.029
33.765,1.029
33.795,1.033
33.825,1.032
33.855,1.034
33.885,1.037
33.915,1.034
33.945,1.031
33.975,1.031
34.005,1.032
34.035,1.036
34.065,1.037
34.095,1.030
34.125,1.033
34.155,1.033
34.185,1.034
34.215,1.038
34.245,1.032
34.275,1.032
34.305,1.039
34.335,1.035
34.365,1.027
34.395,1.030
34.425,1.036
34.455,1.031
34.485,1.030
34.515,1.037
34.545,1.036
34.575,1.032
34.605,1.041
34.635,1.036
34.665,1.032
34.695,1.031
34.725,1.028
34.755,1.032
34.785,1.037
34.815,1.037
34.845,1.036
34.875,1.034
34.905,1.032
34.935,1.034
34.965,1.032
34.995,1.032
35.025,1.036
35.055,1.033
35.085,1.034
35.115,1.033
35.145,1.032
35.175,1.036
35.205,1.040
35.235,1.040
35.265,1.025
35.295,1.026
35.325,1.034
35.355,1.034
35.385,1.035
35.415,1.031
35.445,1.030
35.475,1.032
35.505,1.035
35.535,1.034
35.565,1.028
35.595,1.030
35.625,1.035
35.655,1.036
35.685,1.031
35.715,1.034
35.745,1.033
35.775,1.034
35.805,1.030
35.835,1.030
35.865,1.029
35.895,1.033
35.925,1.029
35.955,1.030
35.985,1.034
36.015,1.030
36.045,1.032
36.075,1.036
36.105,1.034
36.135,1.030
36.165,1.028
36.195,1.032
36.225,1.037
36.255,1.031
36.285,1.034
36.315,1.032
36.345,1.027
36.375,1.035
36.405,1.031
36.435,1.029
36.465,1.032
36.495,1.034
36.525,1.029
36.555,1.033
36.585,1.032
36.615,1.032
36.645,1.032
36.675,1.032
36.705,1.033
36.735,1.032
36.765,1.033
36.795,1.035
36.825,1.030
36.855,1.036
36.885,1.036
36.915,1.032
36.945,1.024
36.975,1.030
37.005,1.032
37.035,1.032
37.065,1.031
37.095,1.032
37.125,1.032
37.155,1.030
37.185,1.033
37.215,1.031
37.245,1.031
37.275,1.031
37.305,1.037
37.335,1.031
37.365,1.032
37.395,1.032
37.425,1.032
37.455,1.034
37.485,1.030
37.515,1.034
37.545,1.029
37.575,1.034
37.605,1.031
37.635,1.033
37.665,1.030
37.695,1.034
37.725,1.034
37.755,1.036
37.785,1.033
37.815,1.029
37.845,1.031
37.875,1.032
37.905,1.035
37.935,1.031
37.965,1.030
37.995,1.030
38.025,1.033
38.055,1.036
38.085,1.029
38.115,1.031
38.145,1.030
38.175,1.032
38.205,1.031
38.235,1.034
38.265,1.030
38.295,1.030
38.325,1.034
38.355,1.032
38.385,1.035
38.415,1.034
38.445,1.033
38.475,1.033
38.505,1.030
38.535,1.036
38.565,1.029
38.595,1.029
38.625,1.036
38.655,1.034
38.685,1.027
38.715,1.030
38.745,1.034
38.775,1.035
38.805,1.036
38.835,1.038
38.865,1.033
38.895,1.032
38.925,1.032
38.955,1.031
38.985,1.032
39.015,1.030
39.045,1.037
39.075,1.031
39.105,1.032
39.135,1.035
39.165,1.033
39.195,1.033
39.225,1.033
39.255,1.033
39.285,1.030
39.315,1.031
39.345,1.031
39.375,1.027
39.405,1.032
39.435,1.030
39.465,1.035
39.495,1.037
39.525,1.033
39.555,1.030
39.585,1.031
39.615,1.034
39.645,1.035
39.675,1.033
39.705,1.030
39.735,1.028
39.765,1.032
39.795,1.036
39.825,1.035
39.855,1.028
39.885,1.033
39.915,1.035
39.945,1.035
39.975,1.033
40.005,1.032
40.035,1.033
40.065,1.033
40.095,1.032
40.125,1.034
40.155,1.034
40.185,1.033
40.215,1.035
40.245,1.034
40.275,1.036
40.305,1.034
40.335,1.034
40.365,1.035
40.395,1.036
40.425,1.032
40.455,1.029
40.485,1.032
40.515,1.033
40.545,1.036
40.575,1.034
40.605,1.036
40.635,1.031
40.665,1.033
40.695,1.034
40.725,1.032
40.755,1.032
40.785,1.033
40.815,1.034
40.845,1.035
40.875,1.031
40.905,1.034
40.935,1.033
40.965,1.032
40.995,1.034
41.025,1.034
41.055,1.034
41.085,1.032
41.115,1.033
41.145,1.032
41.175,1.034
41.205,1.029
41.235,1.035
41.265,1.037
41.295,1.030
41.325,1.030
41.355,1.033
41.385,1.033
41.415,1.031
41.445,1.035
41.475,1.029
41.505,1.031
41.535,1.031
41.565,1.038
41.595,1.032
41.625,1.029
41.655,1.031
41.685,1.033
41.715,1.035
41.745,1.035
41.775,1.031
41.805,1.029
41.835,1.033
41.865,1.035
41.895,1.035
41.925,1.034
41.955,1.033
41.985,1.033
42.015,1.030
42.045,1.033
42.075,1.034
42.105,1.034
42.135,1.037
42.165,1.031
42.195,1.028
42.225,1.034
42.255,1.037
42.285,1.036
42.315,1.035
42.345,1.029
42.375,1.028
42.405,1.036
42.435,1.034
42.465,1.033
42.495,1.029
42.525,1.026
42.555,1.037
42.585,1.033
42.615,1.034
42.645,1.034
42.675,1.036
42.705,1.029
42.735,1.033
42.765,1.035
42.795,1.032
42.825,1.034
42.855,1.032
42.885,1.034
42.915,1.032
42.945,1.036
42.975,1.030
43.005,1.028
43.035,1.030
43.065,1.036
43.095,1.031
43.125,1.035
43.155,1.032
43.185,1.028
43.215,1.039
43.245,1.035
43.275,1.032
43.305,1.031
43.335,1.032
43.365,1.031
43.395,1.034
43.425,1.035
43.455,1.031
43.485,1.031
43.515,1.033
43.545,1.028
43.575,1.037
43.605,1.035
43.635,1.034
43.665,1.031
43.695,1.034
43.725,1.034
43.755,1.031
43.785,1.036
43.815,1.034
43.845,1.030
43.875,1.031
43.905,1.034
43.935,1.031
43.965,1.034
43.995,1.037
44.025,1.035
44.055,1.026
44.085,1.035
44.115,1.036
44.145,1.031
44.175,1.033
44.205,1.035
44.235,1.033
44.265,1.032
44.295,1.034
44.325,1.032
44.355,1.031
44.385,1.036
44.415,1.032
44.445,1.035
44.475,1.036
44.505,1.034
44.535,1.032
44.565,1.035
44.595,1.029
44.625,1.033
44.655,1.039
44.685,1.035
44.715,1.032
44.745,1.033
44.775,1.030
44.805,1.035
44.835,1.035
44.865,1.035
44.895,1.034
44.925,1.032
44.955,1.037
44.985,1.034
45.015,1.032
45.045,1.035
45.075,1.033
45.105,1.036
45.135,1.034
45.165,1.031
45.195,1.034
45.225,1.034
45.255,1.032
45.285,1.034
45.315,1.029
45.345,1.034
45.375,1.030
45.405,1.032
45.435,1.036
45.465,1.032
45.495,1.035
45.525,1.038
45.555,1.030
45.585,1.029
45.615,1.034
45.645,1.032
45.675,1.032
45.705,1.034
45.735,1.032
45.765,1.029
45.795,1.034
45.825,1.036
45.855,1.032
45.885,1.031
45.915,1.030
45.945,1.033
45.975,1.037
46.005,1.032
46.035,1.031
46.065,1.034
46.095,1.034
46.125,1.031
46.155,1.034
46.185,1.036
46.215,1.035
46.245,1.034
46.275,1.030
46.305,1.032
46.335,1.039
46.365,1.037
46.395,1.031
46.425,1.031
46.455,1.038
46.485,1.038
46.515,1.033
46.545,1.036
46.575,1.033
46.605,1.029
46.635,1.039
46.665,1.041
46.695,1.027
46.725,1.031
46.755,1.034
46.785,1.031
46.815,1.037
46.845,1.035
46.875,1.034
46.905,1.036
46.935,1.035
46.965,1.033
46.995,1.037
47.025,1.033
47.055,1.033
47.085,1.033
47.115,1.031
47.145,1.031
47.175,1.037
47.205,1.036
47.235,1.039
47.265,1.031
47.295,1.028
47.325,1.033
47.355,1.038
47.385,1.031
47.415,1.033
47.445,1.037
47.475,1.030
47.505,1.035
47.535,1.036
47.565,1.032
47.595,1.033
47.625,1.031
47.655,1.031
47.685,1.035
47.715,1.034
47.745,1.037
47.775,1.033
47.805,1.034
47.835,1.032
47.865,1.033
47.895,1.033
47.925,1.033
47.955,1.032
47.985,1.031
48.015,1.032
48.045,1.036
48.075,1.033
48.105,1.036
48.135,1.032
48.165,1.031
48.195,1.036
48.225,1.035
48.255,1.034
48.285,1.039
48.315,1.038
48.345,1.030
48.375,1.036
48.405,1.032
48.435,1.029
48.465,1.035
48.495,1.034
48.525,1.037
48.555,1.034
48.585,1.032
48.615,1.032
48.645,1.035
48.675,1.036
48.705,1.032
48.735,1.034
48.765,1.030
48.795,1.035
48.825,1.029
48.855,1.034
48.885,1.035
48.915,1.036
48.945,1.030
48.975,1.028
49.005,1.034
49.035,1.034
49.065,1.032
49.095,1.040
49.125,1.035
49.155,1.030
49.185,1.036
49.215,1.039
49.245,1.033
49.275,1.033
49.305,1.034
49.335,1.036
49.365,1.034
49.395,1.032
49.425,1.034
49.455,1.033
49.485,1.032
49.515,1.034
49.545,1.035
49.575,1.031
49.605,1.038
49.635,1.033
49.665,1.033
49.695,1.034
49.725,1.033
49.755,1.038
49.785,1.034
49.815,1.031
49.845,1.034
49.875,1.031
49.905,1.035
49.935,1.034
49.965,1.032
49.995,1.031
50.025,1.036
50.055,1.036
50.085,1.033
50.115,1.032
50.145,1.032
50.175,1.035
50.205,1.029
50.235,1.036
50.265,1.033
50.295,1.034
50.325,1.034
50.355,1.037
50.385,1.032
50.415,1.032
50.445,1.038
50.475,1.030
50.505,1.033
50.535,1.033
50.565,1.031
50.595,1.035
50.625,1.037
50.655,1.036
50.685,1.030
50.715,1.036
50.745,1.039
50.775,1.037
50.805,1.036
50.835,1.032
50.865,1.031
50.895,1.035
50.925,1.035
50.955,1.033
50.985,1.035
51.015,1.035
51.045,1.035
51.075,1.036
51.105,1.036
51.135,1.032
51.165,1.034
51.195,1.031
51.225,1.036
51.255,1.031
51.285,1.035
51.315,1.038
51.345,1.031
51.375,1.032
51.405,1.035
51.435,1.035
51.465,1.036
51.495,1.039
51.525,1.029
51.555,1.024
51.585,1.034
51.615,1.038
51.645,1.033
51.675,1.035
51.705,1.038
51.735,1.032
51.765,1.035
51.795,1.037
51.825,1.028
51.855,1.032
51.885,1.035
51.915,1.030
51.945,1.038
51.975,1.038
52.005,1.034
52.035,1.036
52.065,1.035
52.095,1.035
52.125,1.032
52.155,1.037
52.185,1.031
52.215,1.035
52.245,1.032
52.275,1.035
52.305,1.037
52.335,1.036
52.365,1.030
52.395,1.032
52.425,1.037
52.455,1.039
52.485,1.039
52.515,1.035
52.545,1.037
52.575,1.033
52.605,1.037
52.635,1.032
52.665,1.030
52.695,1.034
52.725,1.034
52.755,1.035
52.785,1.036
52.815,1.037
52.845,1.034
52.875,1.036
52.905,1.038
52.935,1.033
52.965,1.033
52.995,1.035
53.025,1.033
53.055,1.033
53.085,1.033
53.115,1.035
53.145,1.040
53.175,1.033
53.205,1.030
53.235,1.032
53.265,1.031
53.295,1.038
53.325,1.037
53.355,1.037
53.385,1.036
53.415,1.029
53.445,1.036
53.475,1.040
53.505,1.035
53.535,1.036
53.565,1.032
53.595,1.037
53.625,1.037
53.655,1.037
53.685,1.037
53.715,1.036
53.745,1.031
53.775,1.035
53.805,1.034
53.835,1.034
53.865,1.036
53.895,1.037
53.925,1.040
53.955,1.034
53.985,1.033
54.015,1.040
54.045,1.037
54.075,1.035
54.105,1.030
54.135,1.034
54.165,1.040
54.195,1.037
54.225,1.036
54.255,1.033
54.285,1.033
54.315,1.036
54.345,1.031
54.375,1.031
54.405,1.033
54.435,1.038
54.465,1.034
54.495,1.036
54.525,1.038
54.555,1.036
54.585,1.034
54.615,1.034
54.645,1.032
54.675,1.037
54.705,1.032
54.735,1.031
54.765,1.037
54.795,1.036
54.825,1.036
54.855,1.039
54.885,1.031
54.915,1.034
54.945,1.034
54.975,1.037
55.005,1.036
55.035,1.038
55.065,1.037
55.095,1.031
55.125,1.037
55.155,1.040
55.185,1.030
55.215,1.033
55.245,1.035
55.275,1.038
55.305,1.035
55.335,1.036
55.365,1.036
55.395,1.034
55.425,1.037
55.455,1.034
55.485,1.035
55.515,1.036
55.545,1.033
55.575,1.033
55.605,1.037
55.635,1.032
55.665,1.037
55.695,1.038
55.725,1.033
55.755,1.030
55.785,1.033
55.815,1.035
55.845,1.040
55.875,1.038
55.905,1.035
55.935,1.032
55.965,1.030
55.995,1.038
56.025,1.035
56.055,1.033
56.085,1.036
56.115,1.035
56.145,1.037
56.175,1.036
56.205,1.037
56.235,1.035
56.265,1.032
56.295,1.033
56.325,1.036
56.355,1.035
56.385,1.034
56.415,1.036
56.445,1.038
56.475,1.035
56.505,1.038
56.535,1.041
56.565,1.038
56.595,1.028
56.625,1.031
56.655,1.035
56.685,1.036
56.715,1.037
56.745,1.035
56.775,1.031
56.805,1.034
56.835,1.036
56.865,1.034
56.895,1.030
56.925,1.036
56.955,1.033
56.985,1.038
57.015,1.041
57.045,1.034
57.075,1.033
57.105,1.036
