df_hash,22ZHK4.MYBFT3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F30J
person_label,V40
date_time_start,2025-10-27_13-34-00.815000_+03
date_time_start_unix,1761557640.815
date_time_end,2025-10-27_13-42-19.414000_+03
length_difference_noticed,no

time,spo2
40.619,96
42.468,96
43.199,96
43.982,96
44.857,96
45.934,96
48.371,96
49.102,96
50.808,96
51.637,96
52.493,96
53.294,96
54.168,96
54.952,96
55.290,96
57.441,96
58.267,96
59.145,96
60.018,96
60.803,96
61.529,96
62.407,96
63.335,96
64.017,96
64.702,96
68.939,96
69.724,96
70.357,96
73.723,96
75.768,96
76.600,96
77.428,96
78.400,96
78.547,96
80.643,96
81.765,96
83.177,96
84.018,96
84.836,96
85.173,96
92.617,96
92.925,96
96.634,96
102.528,96
102.822,96
104.430,96
106.923,96
108.330,96
111.940,96
112.623,96
113.481,96
114.426,96
115.791,96
116.477,96
117.010,96
120.715,96
121.495,96
121.801,96
124.185,96
125.008,96
125.834,97
126.626,97
126.907,97
135.047,97
135.102,97
137.340,97
138.360,97
139.289,97
139.828,97
140.803,96
140.992,96
143.145,96
143.970,96
144.702,96
144.844,96
148.016,96
148.701,96
149.674,96
150.453,96
151.230,96
152.108,96
152.893,96
154.447,96
159.278,96
161.228,96
162.056,96
162.739,96
163.178,95
169.564,95
170.540,95
171.266,95
178.630,95
247.466,95
248.881,95
255.995,95
260.533,95
263.941,95
270.425,95
271.111,95
279.549,95
297.095,95
299.873,94
304.846,94
308.109,94
