df_hash,22ZHK4.V6E3X1
57.604,0.980
57.634,0.979
57.664,0.979
57.694,0.993
57.724,0.982
57.754,1.020
57.784,0.997
57.814,1.003
57.844,1.012
57.874,1.009
57.904,1.009
57.934,1.018
57.964,1.012
57.994,1.003
58.024,1.003
58.054,1.003
58.084,1.006
58.114,1.004
58.144,1.003
58.174,1.002
58.204,1.006
58.234,1.000
58.264,1.004
58.294,1.006
58.324,1.006
58.354,0.999
58.384,1.014
58.414,1.006
58.444,1.002
58.474,1.006
58.504,0.999
58.534,1.002
58.564,1.010
58.594,1.008
58.624,1.009
58.654,1.009
58.684,1.012
58.714,1.012
58.744,1.010
58.774,1.004
58.804,1.002
58.834,1.002
58.864,0.999
58.894,0.996
58.924,0.995
58.954,1.004
58.984,0.995
59.014,1.013
59.044,1.004
59.074,1.000
59.104,0.997
59.134,0.998
59.164,1.006
59.194,1.008
59.224,1.003
59.254,1.007
59.284,1.004
59.314,1.007
59.344,1.010
59.374,1.007
59.404,1.006
59.434,1.001
59.464,1.007
59.494,1.003
59.524,1.001
59.554,1.007
59.584,0.996
59.614,1.009
59.644,1.004
59.674,0.999
59.704,0.996
59.734,0.997
59.764,0.995
59.794,0.991
59.824,0.987
59.854,0.995
59.884,1.014
59.914,1.014
59.944,1.015
59.974,1.009
60.004,1.007
60.034,1.007
60.064,1.001
60.094,1.001
60.124,1.005
60.154,1.010
60.184,0.994
60.214,1.018
60.244,1.012
60.274,1.005
60.304,1.001
60.334,1.001
60.364,1.000
60.394,1.004
60.424,0.993
60.454,1.003
60.484,1.002
60.514,0.998
60.544,1.000
60.574,1.002
60.604,1.003
60.634,1.004
60.664,1.004
60.694,1.002
60.724,1.004
60.754,1.009
60.784,1.003
60.814,1.019
60.844,1.004
60.874,1.003
60.904,1.004
60.934,1.007
60.964,1.005
60.994,1.009
61.024,0.999
61.054,1.007
61.084,1.003
61.114,1.005
61.144,1.005
61.174,1.000
61.204,0.997
61.234,1.000
61.264,0.993
61.294,0.996
61.324,1.009
61.354,1.000
61.384,1.020
61.414,1.000
61.444,1.002
61.474,1.003
61.504,1.002
61.534,1.002
61.564,1.006
61.594,1.002
61.624,1.007
61.654,0.999
61.684,1.006
61.714,1.008
61.744,1.003
61.774,1.000
61.804,1.001
61.834,0.994
61.864,1.006
61.894,0.993
61.924,1.005
61.954,1.013
61.984,1.003
62.014,1.007
62.044,1.004
62.074,1.001
62.104,1.006
62.134,1.000
62.164,1.010
62.194,1.009
62.224,1.005
62.254,1.003
62.284,1.003
62.314,1.002
62.344,0.999
62.374,0.995
62.404,0.999
62.434,0.996
62.464,1.002
62.494,1.013
62.524,0.999
62.554,1.000
62.584,1.004
62.614,1.009
62.644,1.006
62.674,1.003
62.704,1.011
62.734,1.007
62.764,1.007
62.794,1.007
62.824,1.000
62.854,1.007
62.884,1.000
62.914,0.998
62.944,1.008
62.974,0.994
63.004,1.017
63.034,1.004
63.064,1.003
63.094,1.000
63.124,1.003
63.154,1.002
63.184,1.001
63.214,1.002
63.244,1.006
63.274,1.003
63.304,1.003
63.334,1.006
63.364,1.000
63.394,1.003
63.424,0.997
63.454,1.002
63.484,1.005
63.514,1.004
63.544,1.014
63.574,1.004
63.604,1.001
63.634,1.004
63.664,1.004
63.694,1.005
63.724,1.004
63.754,1.013
63.784,1.008
63.814,1.006
63.844,1.003
63.874,1.002
63.904,1.006
63.934,0.995
63.964,0.994
63.994,1.009
64.024,0.996
64.054,1.015
64.084,1.005
64.114,1.000
64.144,1.003
64.174,1.004
64.204,1.004
64.234,0.997
64.264,1.002
64.294,1.008
64.324,1.007
64.354,1.003
64.384,1.004
64.414,1.006
64.444,1.003
64.474,1.000
64.504,0.993
64.534,1.009
64.564,1.000
64.594,1.017
64.624,0.999
64.654,1.002
64.684,1.003
64.714,1.004
64.744,1.003
64.774,1.000
64.804,1.007
64.834,1.011
64.864,1.008
64.894,1.002
64.924,1.003
64.954,1.004
64.984,1.000
65.014,1.003
65.044,1.003
65.074,0.999
65.104,1.003
65.134,1.015
65.164,1.005
65.194,1.000
65.224,1.001
65.254,1.007
65.284,1.003
65.314,1.006
65.344,1.011
65.374,1.006
65.404,1.008
65.434,1.010
65.464,1.005
65.494,1.004
65.524,1.003
65.554,1.000
65.584,1.009
65.614,0.992
65.644,1.020
65.674,1.013
65.704,1.001
65.734,1.000
65.764,1.004
65.794,1.006
65.824,0.999
65.854,1.000
65.884,0.997
65.914,1.004
65.944,1.009
65.974,1.011
66.004,1.002
66.034,1.003
66.064,1.005
66.094,1.005
66.124,0.986
66.154,1.021
66.184,1.008
66.214,1.003
66.244,1.001
66.274,1.000
66.304,1.004
66.334,0.994
66.364,1.008
66.394,1.005
66.424,1.003
66.454,0.997
66.484,0.996
66.514,1.000
66.544,0.999
66.574,1.004
66.604,0.988
66.634,1.005
66.664,1.010
66.694,1.003
66.724,1.002
66.754,0.995
66.784,1.004
66.814,1.011
66.844,1.001
66.874,1.009
66.904,1.005
66.934,1.003
66.964,1.001
66.994,1.006
67.024,1.005
67.054,1.013
67.084,0.998
67.114,1.012
67.144,1.019
67.174,1.008
67.204,1.005
67.234,0.999
67.264,0.996
67.294,1.002
67.324,0.997
67.354,1.003
67.384,1.000
67.414,1.000
67.444,1.004
67.474,1.001
67.504,1.003
67.534,1.006
67.564,1.002
67.594,1.001
67.624,1.018
67.654,1.004
67.684,0.995
67.714,1.002
67.744,1.001
67.774,1.013
67.804,1.010
67.834,1.013
67.864,1.011
67.894,1.005
67.924,1.018
67.954,1.007
67.984,1.004
68.014,1.011
68.044,0.999
68.074,0.993
68.104,1.016
68.134,1.000
68.164,1.001
68.194,1.004
68.224,1.002
68.254,1.004
68.284,0.999
68.314,1.010
68.344,1.004
68.374,1.001
68.404,1.013
68.434,1.003
68.464,1.001
68.494,1.011
68.524,0.996
68.554,1.008
68.584,1.012
68.614,1.009
68.644,1.002
68.674,1.006
68.704,1.004
68.734,1.010
68.764,0.999
68.794,1.002
68.824,1.000
68.854,1.006
68.884,1.006
68.914,1.001
68.944,1.002
68.974,1.013
69.004,0.994
69.034,1.015
69.064,1.009
69.094,1.009
69.124,1.003
69.154,1.007
69.184,1.012
69.214,1.006
69.244,1.010
69.274,1.007
69.304,1.004
69.334,1.009
69.364,1.009
69.394,1.001
69.424,1.000
69.454,1.007
69.484,0.992
69.514,1.016
69.544,1.006
69.574,1.002
69.604,1.000
69.634,1.003
69.664,1.011
69.694,1.004
69.724,1.009
69.754,1.010
69.784,1.005
69.814,1.007
69.844,1.007
69.874,1.012
69.904,1.004
69.934,1.005
69.964,0.995
69.994,1.001
70.024,1.015
70.054,1.002
70.084,1.003
70.114,1.003
70.144,1.007
70.174,1.008
70.204,1.001
70.234,1.011
70.264,1.005
70.294,1.007
70.324,1.005
70.354,1.008
70.384,1.002
70.414,1.000
70.444,1.008
70.474,0.996
70.504,1.021
70.534,1.011
70.564,1.007
70.594,1.007
70.624,1.004
70.654,1.007
70.684,1.004
70.714,1.007
70.744,1.008
70.774,1.006
70.804,1.006
70.834,1.009
70.864,1.007
70.894,1.004
70.924,1.000
70.954,1.003
70.984,0.989
71.014,1.016
71.044,1.006
71.074,1.003
71.104,1.006
71.134,1.002
71.164,1.005
71.194,1.001
71.224,1.006
71.254,1.009
71.284,1.006
71.314,1.012
71.344,1.016
71.374,1.012
71.404,1.006
71.434,1.001
71.464,1.011
71.494,0.999
71.524,1.019
71.554,1.007
71.584,1.002
71.614,1.005
71.644,0.999
71.674,0.999
71.704,1.017
71.734,1.021
71.764,1.020
71.794,1.010
71.824,1.013
71.854,1.010
71.884,1.005
71.914,1.001
71.944,0.999
71.974,1.004
72.004,0.988
72.034,1.006
72.064,1.005
72.094,0.998
72.124,0.995
72.154,0.999
72.184,1.002
72.214,1.005
72.244,0.997
72.274,0.999
72.304,1.002
72.334,1.011
72.364,1.010
72.394,1.012
72.424,1.017
72.454,1.021
72.484,1.011
72.514,1.001
72.544,1.009
72.574,0.991
72.604,1.001
72.634,1.006
72.664,0.999
72.694,1.011
72.724,1.002
72.754,1.008
72.784,1.021
72.814,1.011
72.844,0.996
72.874,0.997
72.904,0.976
72.934,0.965
72.964,0.974
72.994,0.969
73.024,0.982
73.054,0.983
73.084,0.987
73.114,1.001
73.144,1.010
73.174,1.022
73.204,1.036
73.234,1.043
73.264,1.056
73.294,1.054
73.324,1.050
73.354,1.053
73.384,1.062
73.414,1.055
73.444,1.042
73.474,1.022
73.504,1.019
73.534,1.021
73.564,1.017
73.594,1.012
73.624,1.008
73.654,1.007
73.684,1.011
73.714,0.997
73.744,0.990
73.774,1.007
73.804,1.003
73.834,1.007
73.864,1.006
73.894,1.016
73.924,1.009
73.954,0.995
73.984,1.018
74.014,1.032
74.044,1.033
74.074,1.043
74.104,1.047
74.134,1.046
74.164,1.047
74.194,1.041
74.224,1.033
74.254,1.028
74.284,1.025
74.314,1.031
74.344,1.023
74.374,1.018
74.404,1.021
74.434,1.011
74.464,1.007
74.494,1.024
74.524,1.003
74.554,1.011
74.584,1.008
74.614,1.003
74.644,1.012
74.674,1.013
74.704,1.001
74.734,0.999
74.764,1.009
74.794,1.024
74.824,1.033
74.854,1.014
74.884,1.009
74.914,1.000
74.944,0.984
74.974,0.987
75.004,1.003
75.034,0.990
75.064,0.987
75.094,0.995
75.124,1.003
75.154,1.003
75.184,0.986
75.214,0.999
75.244,1.007
75.274,1.011
75.304,1.012
75.334,1.028
75.364,1.026
75.394,1.008
75.424,0.982
75.454,0.996
75.484,0.980
75.514,1.004
75.544,1.011
75.574,1.008
75.604,1.003
75.634,0.994
75.664,0.997
75.694,1.000
75.724,1.003
75.754,1.005
75.784,1.012
75.814,0.995
75.844,0.985
75.874,0.972
75.904,0.950
75.934,0.930
75.964,0.951
75.994,0.993
76.024,1.012
76.054,1.057
76.084,1.070
76.114,1.053
76.144,1.053
76.174,1.036
76.204,1.025
76.234,1.028
76.264,1.016
76.294,1.010
76.324,1.015
76.354,1.016
76.384,1.025
76.414,1.026
76.444,1.027
76.474,1.024
76.504,1.015
76.534,1.014
76.564,1.011
76.594,1.007
76.624,1.019
76.654,1.016
76.684,1.019
76.714,1.021
76.744,1.014
76.774,1.016
76.804,1.014
76.834,1.020
76.864,1.023
76.894,1.018
76.924,1.020
76.954,1.020
76.984,1.009
77.014,1.015
77.044,1.018
77.074,1.010
77.104,1.015
77.134,1.005
77.164,1.023
77.194,1.022
77.224,1.015
77.254,1.022
77.284,1.019
77.314,1.021
77.344,1.019
77.374,1.016
77.404,1.018
77.434,1.009
77.464,1.015
77.494,1.017
77.524,1.017
77.554,1.015
77.584,1.013
77.614,1.020
77.644,1.010
77.674,1.018
77.704,1.024
77.734,1.017
77.764,1.014
77.794,1.015
77.824,1.013
77.854,1.021
77.884,1.015
77.914,1.018
77.944,1.016
77.974,1.013
78.004,1.018
78.034,1.016
78.064,1.019
78.094,1.015
78.124,1.008
78.154,1.022
78.184,1.015
78.214,1.026
78.244,1.020
78.274,1.014
78.304,1.017
78.334,1.016
78.364,1.015
78.394,1.016
78.424,1.015
78.454,1.016
78.484,1.018
78.514,1.020
78.544,1.021
78.574,1.015
78.604,1.017
78.634,1.015
78.664,1.015
78.694,1.023
78.724,1.014
78.754,1.026
78.784,1.024
78.814,1.021
78.844,1.015
78.874,1.012
78.904,1.001
78.934,1.004
78.964,1.006
78.994,1.013
79.024,1.013
79.054,1.019
79.084,1.021
79.114,1.020
79.144,1.020
79.174,1.015
79.204,1.009
79.234,1.021
79.264,1.012
79.294,1.019
79.324,1.024
79.354,1.017
79.384,1.018
79.414,1.021
79.444,1.016
79.474,1.014
79.504,1.022
79.534,1.024
79.564,1.021
79.594,1.018
79.624,1.021
79.654,1.022
79.684,1.021
79.714,1.020
79.744,1.017
79.774,1.009
79.804,1.020
79.834,1.013
79.864,1.021
79.894,1.019
79.924,1.014
79.954,1.017
79.984,1.019
80.014,1.012
80.044,1.017
80.074,1.018
80.104,1.017
80.134,1.014
80.164,1.015
80.194,1.017
80.224,1.018
80.254,1.019
80.284,1.024
80.314,1.021
80.344,1.018
80.374,1.014
80.404,1.009
80.434,1.023
80.464,1.024
80.494,1.009
80.524,1.015
80.554,1.014
80.584,1.014
80.614,1.018
80.644,1.016
80.674,1.020
80.704,1.020
80.734,1.016
80.764,1.017
80.794,1.011
80.824,1.011
80.854,1.018
80.884,1.014
80.914,1.014
80.944,1.006
80.974,1.034
81.004,1.021
81.034,1.014
81.064,1.018
81.094,1.020
81.124,1.017
81.154,1.010
81.184,1.021
81.214,1.016
81.244,1.015
81.274,1.017
81.304,1.019
81.334,1.021
81.364,1.026
81.394,1.020
81.424,1.020
81.454,1.004
81.484,1.018
81.514,1.015
81.544,1.011
81.574,1.006
81.604,1.010
81.634,1.013
81.664,1.014
81.694,1.012
81.724,1.016
81.754,1.013
81.784,1.019
81.814,1.021
81.844,1.019
81.874,1.019
81.904,1.013
81.934,1.020
81.964,1.007
81.994,1.021
82.024,1.017
82.054,1.021
82.084,1.026
82.114,1.027
82.144,1.026
82.174,1.027
82.204,1.020
82.234,1.015
82.264,1.014
82.294,1.011
82.324,1.016
82.354,1.015
82.384,1.014
82.414,1.014
82.444,1.019
82.474,1.007
82.504,1.024
82.534,1.020
82.564,1.019
82.594,1.017
82.624,1.017
82.654,1.017
82.684,1.020
82.714,1.019
82.744,1.024
82.774,1.021
82.804,1.021
82.834,1.023
82.864,1.027
82.894,1.025
82.924,1.027
82.954,1.019
82.984,1.021
83.014,1.012
83.044,1.021
83.074,1.013
83.104,1.010
83.134,1.012
83.164,1.010
83.194,1.011
83.224,1.017
83.254,1.015
83.284,1.016
83.314,1.017
83.344,1.009
83.374,1.011
83.404,1.015
83.434,1.016
83.464,1.015
83.494,1.016
83.524,1.017
83.554,1.012
83.584,1.027
83.614,1.020
83.644,1.023
83.674,1.020
83.704,1.017
83.734,1.021
83.764,1.021
83.794,1.016
83.824,1.015
83.854,1.013
83.884,1.010
83.914,1.003
83.944,1.006
83.974,1.011
84.004,1.008
84.034,1.009
84.064,1.004
84.094,1.008
84.124,1.021
84.154,1.013
84.184,1.011
84.214,1.007
84.244,1.010
84.274,1.031
84.304,1.038
84.334,1.036
84.364,1.033
84.394,1.033
84.424,1.032
84.454,1.018
84.484,1.029
84.514,1.020
84.544,1.021
84.574,1.012
84.604,0.982
84.634,0.974
84.664,0.976
84.694,0.972
84.724,0.964
84.754,0.969
84.784,0.979
84.814,0.997
84.844,1.009
84.874,1.036
84.904,1.056
84.934,1.045
84.964,1.033
84.994,1.018
85.024,1.005
85.054,0.980
85.084,0.960
85.114,0.981
85.144,0.996
85.174,1.016
85.204,1.046
85.234,1.034
85.264,1.019
85.294,1.001
85.324,0.989
85.354,0.982
85.384,0.977
85.414,0.997
85.444,1.013
85.474,1.011
85.504,1.018
85.534,1.021
85.564,1.013
85.594,1.008
85.624,0.996
85.654,0.993
85.684,1.008
85.714,1.001
85.744,1.021
85.774,1.009
85.804,1.003
85.834,0.997
85.864,0.993
85.894,0.993
85.924,1.003
85.954,0.999
85.984,1.012
86.014,1.013
86.044,1.004
86.074,1.007
86.104,1.009
86.134,1.009
86.164,1.005
86.194,1.004
86.224,1.004
86.254,1.002
86.284,1.001
86.314,1.024
86.344,1.012
86.374,1.009
86.404,1.009
86.434,1.006
86.464,1.011
86.494,0.999
86.524,1.001
86.554,1.001
86.584,0.998
86.614,1.006
86.644,1.002
86.674,0.995
86.704,0.994
86.734,0.993
86.764,1.011
86.794,1.015
86.824,0.996
86.854,1.014
86.884,1.009
86.914,0.999
86.944,1.004
86.974,1.006
87.004,1.005
87.034,1.006
87.064,1.007
87.094,1.007
87.124,1.001
87.154,0.996
87.184,0.999
87.214,0.998
87.244,0.999
87.274,1.001
87.304,1.007
87.334,1.006
87.364,1.009
87.394,1.005
87.424,1.020
87.454,1.011
87.484,0.991
87.514,0.978
87.544,0.975
87.574,0.981
87.604,1.009
87.634,1.012
87.664,1.026
87.694,1.032
87.724,1.060
87.754,1.078
87.784,1.074
87.814,1.051
87.844,1.033
87.874,1.010
87.904,1.004
87.934,1.019
87.964,1.016
87.994,1.021
88.024,1.015
88.054,0.993
88.084,0.980
88.114,0.967
88.144,0.972
88.174,0.988
88.204,0.989
88.234,1.006
88.264,1.022
88.294,1.015
88.324,0.997
88.354,0.982
88.384,0.976
88.414,0.980
88.444,0.977
88.474,0.994
88.504,0.998
88.534,1.002
88.564,1.032
88.594,1.018
88.624,1.015
88.654,1.012
88.684,1.003
88.714,1.000
88.744,0.997
88.774,0.992
88.804,0.983
88.834,0.985
88.864,0.982
88.894,0.997
88.924,0.995
88.954,0.998
88.984,0.997
89.014,0.998
89.044,1.004
89.074,1.000
89.104,1.010
89.134,1.000
89.164,0.992
89.194,0.989
89.224,0.986
89.254,1.000
89.284,1.006
89.314,1.007
89.344,0.998
89.374,0.986
89.404,0.995
89.434,1.001
89.464,1.012
89.494,1.019
89.524,1.012
89.554,0.991
89.584,0.976
89.614,0.977
89.644,1.003
89.674,0.999
89.704,1.001
89.734,1.012
89.764,1.019
89.794,1.021
89.824,1.021
89.854,1.015
89.884,0.999
89.914,0.993
89.944,0.993
89.974,1.000
90.004,1.000
90.034,0.999
90.064,0.995
90.094,0.999
90.124,0.997
90.154,1.014
90.184,1.014
90.214,1.003
90.244,1.001
90.274,1.002
90.304,1.005
90.334,1.008
90.364,1.011
90.394,1.008
90.424,1.002
90.454,1.009
90.484,1.012
90.514,1.004
90.544,1.006
90.574,1.013
90.604,1.004
90.634,0.995
90.664,1.011
90.694,1.013
90.724,0.996
90.754,0.992
90.784,0.997
90.814,0.997
90.844,0.994
90.874,1.000
90.904,1.003
90.934,1.002
90.964,1.006
90.994,1.005
91.024,1.006
91.054,1.004
91.084,1.006
91.114,0.990
91.144,1.010
91.174,1.006
91.204,1.004
91.234,1.004
91.264,1.001
91.294,1.010
91.324,1.012
91.354,1.012
91.384,1.009
91.414,0.999
91.444,1.001
91.474,1.001
91.504,0.999
91.534,0.997
91.564,1.006
91.594,0.977
91.624,1.008
91.654,1.014
91.684,0.996
91.714,0.993
91.744,0.996
91.774,1.002
91.804,0.994
91.834,1.004
91.864,1.000
91.894,1.001
91.924,1.000
91.954,1.004
91.984,1.006
92.014,1.007
92.044,1.005
92.074,0.990
92.104,1.014
92.134,1.008
92.164,0.995
92.194,0.993
92.224,0.994
92.254,1.004
92.284,1.002
92.314,1.000
92.344,1.001
92.374,0.999
92.404,0.996
92.434,1.001
92.464,1.002
92.494,1.003
92.524,1.000
92.554,0.993
92.584,1.001
92.614,1.007
92.644,0.999
92.674,0.998
92.704,1.002
92.734,1.003
92.764,1.011
92.794,1.006
92.824,1.006
92.854,1.005
92.884,1.005
92.914,1.005
92.944,1.002
92.974,1.002
93.004,0.995
93.034,1.000
93.064,0.990
93.094,1.004
93.124,1.003
93.154,0.999
93.184,0.996
93.214,0.998
93.244,1.002
93.274,1.008
93.304,1.006
93.334,1.007
93.364,1.004
93.394,0.998
93.424,1.002
93.454,1.004
93.484,1.009
93.514,1.008
93.544,1.004
93.574,1.010
93.604,0.994
93.634,1.016
93.664,1.006
93.694,1.000
93.724,0.994
93.754,0.996
93.784,0.996
93.814,0.997
93.844,0.999
93.874,0.998
93.904,1.002
93.934,0.997
93.964,1.004
93.994,1.005
94.024,1.002
94.054,1.000
94.084,0.998
94.114,0.999
94.144,0.994
94.174,1.007
94.204,0.997
94.234,1.004
94.264,1.001
94.294,0.994
94.324,1.004
94.354,0.996
94.384,1.001
94.414,1.006
94.444,1.007
94.474,1.012
94.504,1.005
94.534,1.017
94.564,1.012
94.594,1.007
94.624,1.012
94.654,1.010
94.684,1.018
94.714,1.018
94.744,1.024
94.774,1.025
94.804,1.015
94.834,1.024
94.864,1.024
94.894,1.021
94.924,1.020
94.954,1.020
94.984,1.017
95.014,1.022
95.044,1.028
95.074,1.026
95.104,1.021
95.134,1.018
95.164,1.021
95.194,1.021
95.224,1.024
95.254,1.015
95.284,1.018
95.314,1.013
95.344,1.012
95.374,1.016
95.404,1.003
95.434,1.026
95.464,1.019
95.494,1.017
95.524,1.021
95.554,1.017
95.584,1.009
95.614,1.016
95.644,1.014
95.674,1.022
95.704,1.023
95.734,1.019
95.764,1.016
95.794,1.017
95.824,1.013
95.854,1.013
95.884,1.009
95.914,1.015
95.944,1.016
95.974,1.017
96.004,1.009
96.034,1.026
96.064,1.019
96.094,1.014
96.124,1.018
96.154,1.017
96.184,1.015
96.214,1.013
96.244,1.014
96.274,1.017
96.304,1.018
96.334,1.021
96.364,1.020
96.394,1.018
96.424,1.017
96.454,1.013
96.484,1.015
96.514,1.013
96.544,1.019
96.574,1.007
96.604,1.019
96.634,1.018
96.664,1.012
96.694,1.020
96.724,1.020
96.754,1.017
96.784,1.016
96.814,1.013
96.844,1.021
96.874,1.017
96.904,1.014
96.934,1.019
96.964,1.019
96.994,1.019
97.024,1.015
97.054,1.012
97.084,1.012
97.114,1.022
97.144,1.008
97.174,1.023
97.204,1.019
97.234,1.020
97.264,1.022
97.294,1.019
97.324,1.017
97.354,1.021
97.384,1.013
97.414,1.020
97.444,1.021
97.474,1.021
97.504,1.021
97.534,1.024
97.564,1.027
97.594,1.025
97.624,1.021
97.654,1.020
97.684,1.009
97.714,1.009
97.744,1.025
97.774,1.017
97.804,1.012
97.834,1.015
97.864,1.017
97.894,1.012
97.924,1.002
97.954,1.005
97.984,1.008
98.014,1.003
98.044,1.003
98.074,0.991
98.104,0.993
98.134,0.994
98.164,0.997
98.194,1.001
98.224,0.993
98.254,1.005
98.284,1.019
98.314,1.015
98.344,1.006
98.374,1.000
98.404,1.009
98.434,1.020
98.464,1.016
98.494,1.025
98.524,1.024
98.554,1.017
98.584,1.018
98.614,1.009
98.644,0.999
98.674,0.997
98.704,1.003
98.734,0.998
98.764,1.018
98.794,1.020
98.824,1.012
98.854,1.009
98.884,1.006
98.914,1.005
98.944,1.012
98.974,1.001
99.004,1.008
99.034,1.016
99.064,1.015
99.094,1.012
99.124,1.014
99.154,1.007
99.184,1.010
99.214,1.009
99.244,1.001
99.274,0.996
99.304,1.016
99.334,1.007
99.364,1.004
99.394,1.002
99.424,1.002
99.454,1.012
99.484,1.011
99.514,1.000
99.544,1.006
99.574,1.003
99.604,1.009
99.634,1.014
99.664,1.006
99.694,1.009
99.724,1.001
99.754,1.009
99.784,1.016
99.814,1.002
99.844,1.025
99.874,1.013
99.904,1.003
99.934,1.007
99.964,1.008
99.994,1.006
100.024,1.013
100.054,1.008
100.084,1.007
100.114,1.002
100.144,1.001
100.174,1.008
100.204,1.007
100.234,1.001
100.264,1.007
100.294,1.005
100.324,1.010
100.354,1.010
100.384,1.002
100.414,1.025
100.444,1.008
100.474,1.005
100.504,1.012
100.534,1.007
100.564,1.004
100.594,1.009
100.624,1.005
100.654,1.009
100.684,1.003
100.714,1.002
100.744,1.009
100.774,1.006
100.804,1.004
100.834,1.002
100.864,1.005
100.894,1.003
100.924,1.011
100.954,0.998
100.984,1.020
101.014,1.013
101.044,1.008
101.074,1.013
101.104,1.014
101.134,1.007
101.164,1.011
101.194,1.008
101.224,1.010
101.254,1.011
101.284,1.007
101.314,1.007
101.344,1.005
101.374,1.003
101.404,1.004
101.434,1.002
101.464,1.000
101.494,1.010
101.524,0.997
101.554,1.016
101.584,1.011
101.614,1.005
101.644,1.002
101.674,1.009
101.704,1.007
101.734,1.011
101.764,0.998
101.794,1.012
101.824,1.009
101.854,1.008
101.884,1.006
101.914,1.001
101.944,1.006
101.974,1.009
102.004,1.003
102.034,1.011
102.064,1.009
102.094,1.017
102.124,1.026
102.154,1.025
102.184,1.018
102.214,0.995
102.244,1.006
102.274,1.038
102.304,1.057
102.334,1.048
102.364,0.990
102.394,0.962
102.424,0.961
102.454,0.988
102.484,1.003
102.514,1.011
102.544,1.001
102.574,0.991
102.604,1.005
102.634,0.991
102.664,0.979
102.694,1.003
102.724,1.001
102.754,1.003
102.784,1.010
102.814,1.008
102.844,1.005
102.874,1.011
102.904,1.003
102.934,1.008
102.964,0.997
102.994,1.011
103.024,1.007
103.054,0.997
103.084,1.002
103.114,1.004
103.144,1.009
103.174,1.009
103.204,0.999
103.234,1.006
103.264,1.015
103.294,1.009
103.324,0.999
103.354,0.999
103.384,0.999
103.414,1.012
103.444,1.011
103.474,1.007
103.504,1.000
103.534,1.006
103.564,1.003
103.594,1.002
103.624,0.994
103.654,0.998
103.684,0.998
103.714,0.993
103.744,0.996
103.774,0.991
103.804,1.011
103.834,1.019
103.864,1.020
103.894,1.015
103.924,1.003
103.954,1.006
103.984,1.015
104.014,1.010
104.044,0.991
104.074,1.009
104.104,1.010
104.134,0.993
104.164,0.998
104.194,0.993
104.224,1.002
104.254,1.014
104.284,1.012
104.314,1.000
104.344,0.987
104.374,1.013
104.404,1.013
104.434,0.993
104.464,1.015
104.494,1.010
104.524,0.976
104.554,1.009
104.584,0.996
104.614,1.018
104.644,1.023
104.674,1.014
104.704,0.995
104.734,1.013
104.764,1.014
104.794,1.003
104.824,1.026
104.854,0.995
104.884,1.015
104.914,1.001
104.944,1.006
104.974,1.017
105.004,1.005
105.034,1.007
105.064,1.001
105.094,1.000
105.124,1.009
105.154,1.007
105.184,0.989
105.214,0.988
105.244,0.986
105.274,0.991
105.304,1.011
105.334,1.011
105.364,1.016
105.394,1.014
105.424,1.006
105.454,1.001
105.484,0.987
105.514,1.000
105.544,1.006
105.574,1.003
105.604,1.008
105.634,1.010
105.664,0.999
105.694,1.005
105.724,1.002
105.754,1.003
105.784,1.005
105.814,1.006
105.844,1.011
105.874,1.006
105.904,1.004
105.934,1.006
105.964,1.004
105.994,1.006
106.024,0.987
106.054,1.005
106.084,1.005
106.114,1.004
106.144,1.004
106.174,0.992
106.204,0.979
106.234,0.995
106.264,1.007
106.294,1.028
106.324,1.031
106.354,1.024
106.384,1.015
106.414,1.004
106.444,0.993
106.474,0.983
106.504,0.974
106.534,0.983
106.564,0.999
106.594,0.995
106.624,1.009
106.654,0.995
106.684,0.998
106.714,1.031
106.744,1.045
106.774,1.026
106.804,1.013
106.834,1.001
106.864,0.994
106.894,0.988
106.924,0.990
106.954,0.998
106.984,1.002
107.014,1.000
107.044,0.998
107.074,0.997
107.104,0.999
107.134,0.998
107.164,1.009
107.194,1.018
107.224,1.012
107.254,1.013
107.284,1.015
107.314,1.009
107.344,1.014
107.374,1.011
107.404,1.013
107.434,1.008
107.464,1.006
107.494,1.004
107.524,1.007
107.554,1.002
107.584,1.008
107.614,1.009
107.644,1.004
107.674,0.990
107.704,1.000
107.734,1.007
107.764,1.005
107.794,1.007
107.824,1.013
107.854,1.007
107.884,1.009
107.914,1.005
107.944,1.007
107.974,1.008
108.004,1.005
108.034,1.007
108.064,1.010
108.094,1.010
108.124,1.012
108.154,1.006
108.184,1.010
108.214,0.992
108.244,1.020
108.274,1.015
108.304,1.001
108.334,0.995
108.364,1.004
108.394,1.002
108.424,1.003
108.454,0.996
108.484,1.007
108.514,1.004
108.544,1.001
108.574,1.009
