df_hash,22ZHK4.M8H0SD
319.324,35.156
320.276,35.156
321.297,35.094
322.272,35.094
323.300,35.125
324.271,35.156
325.303,35.125
326.271,35.125
327.380,35.156
328.268,35.156
329.292,35.156
330.367,35.156
331.291,35.156
332.271,35.156
333.289,35.188
334.464,35.156
335.289,35.125
336.656,35.125
337.287,35.125
338.262,35.125
339.287,35.125
340.505,35.125
341.385,35.125
342.309,35.062
343.370,35.062
344.331,35.062
345.285,35.062
346.333,35.062
347.576,35.062
348.257,35.062
349.280,35.094
350.538,35.094
351.327,35.125
352.302,35.156
353.277,35.188
354.302,35.188
355.277,35.188
356.498,35.125
357.299,35.125
358.320,35.156
359.423,35.125
360.320,35.125
361.273,35.125
362.325,35.125
363.308,35.125
364.329,35.125
365.298,35.125
366.294,35.156
367.286,35.156
368.293,35.125
369.268,35.125
370.292,35.156
371.267,35.156
372.293,35.188
373.266,35.156
374.290,35.156
375.433,35.188
376.288,35.219
377.263,35.250
378.293,35.250
379.362,35.188
380.323,35.219
381.261,35.188
382.285,35.188
383.260,35.156
384.283,35.156
385.260,35.188
386.282,35.219
387.259,35.188
388.281,35.219
389.309,35.219
390.280,35.219
391.254,35.219
392.279,35.188
393.284,35.219
394.718,35.250
395.256,35.219
396.276,35.188
397.349,35.219
398.276,35.219
399.330,35.250
400.525,35.250
401.370,35.250
402.321,35.250
403.296,35.250
404.271,35.250
405.295,35.250
406.514,35.281
407.294,35.281
408.463,35.281
409.297,35.344
410.290,35.344
411.292,35.438
412.267,35.438
413.290,35.438
414.265,35.438
415.289,35.469
416.264,35.469
417.288,35.469
418.268,35.469
419.287,35.438
420.264,35.438
421.286,35.344
422.261,35.375
423.284,35.375
424.259,35.375
425.312,35.375
426.404,35.375
427.282,35.375
428.258,35.375
429.280,35.375
430.548,35.375
431.279,35.375
432.255,35.375
433.281,35.375
434.253,35.375
435.283,35.375
436.495,35.375
437.276,35.375
438.256,35.344
439.275,35.375
440.395,35.375
441.301,35.375
442.297,35.375
443.320,35.406
444.250,35.375
445.417,35.406
446.300,35.375
447.525,35.375
448.245,35.406
449.268,35.375
450.441,35.375
451.352,35.406
452.293,35.375
453.266,35.375
454.361,35.406
455.264,35.375
456.295,35.406
457.265,35.438
458.342,35.438
459.262,35.438
460.286,35.469
461.346,35.469
462.285,35.531
463.260,35.531
464.321,35.531
465.339,35.531
466.307,35.500
467.368,35.531
468.281,35.500
469.257,35.500
470.280,35.469
471.255,35.469
472.412,35.406
473.261,35.438
474.289,35.438
475.450,35.438
476.276,35.469
477.252,35.438
478.275,35.469
479.250,35.500
480.274,35.469
481.688,35.531
482.302,35.531
483.258,35.531
484.317,35.531
485.247,35.531
486.272,35.531
487.245,35.562
488.464,35.531
489.246,35.500
