df_hash,22ZHK4.M8H0SD
247.375,1.016
247.405,1.030
247.435,1.025
247.465,1.020
247.495,1.015
247.525,1.020
247.555,1.022
247.585,1.030
247.615,1.021
247.645,1.021
247.675,1.018
247.705,1.019
247.735,1.008
247.765,1.021
247.795,1.026
247.825,1.017
247.855,1.016
247.885,1.028
247.915,1.037
247.945,1.024
247.975,1.021
248.005,1.031
248.035,1.019
248.065,1.038
248.095,1.037
248.125,1.023
248.155,1.037
248.185,1.033
248.215,1.025
248.245,1.034
248.275,1.044
248.305,1.017
248.335,1.012
248.365,1.026
248.395,1.017
248.425,1.025
248.455,1.021
248.485,1.031
248.515,1.030
248.545,1.023
248.575,1.024
248.605,1.015
248.635,1.011
248.665,1.034
248.695,1.029
248.725,1.026
248.755,1.031
248.785,1.029
248.815,1.033
248.845,1.035
248.875,1.022
248.905,1.036
248.935,1.058
248.965,1.034
248.995,1.048
249.025,1.041
249.055,1.034
249.085,1.033
249.115,1.033
249.145,1.024
249.175,1.035
249.205,1.020
249.235,1.027
249.265,1.037
249.295,1.043
249.325,1.042
249.355,1.030
249.385,1.040
249.415,1.037
249.445,1.024
249.475,1.020
249.505,1.021
249.535,1.021
249.565,1.024
249.595,1.027
249.625,1.027
249.655,1.029
249.685,1.021
249.715,1.023
249.745,1.022
249.775,1.021
249.805,1.020
249.835,1.021
249.865,1.024
249.895,1.022
249.925,1.029
249.955,1.023
249.985,1.022
250.015,1.020
250.045,1.022
250.075,1.023
250.105,1.017
250.135,1.015
250.165,1.006
250.195,1.003
250.225,1.013
250.255,1.009
250.285,1.009
250.315,1.020
250.345,1.028
250.375,1.031
250.405,1.034
250.435,1.031
250.465,1.020
250.495,1.017
250.525,1.025
250.555,1.032
250.585,1.033
250.615,1.036
250.645,1.034
250.675,1.034
250.705,1.048
250.735,1.039
250.765,1.025
250.795,1.022
250.825,1.021
250.855,1.030
250.885,1.033
250.915,1.040
250.945,1.032
250.975,1.049
251.005,1.059
251.035,1.061
251.065,1.062
251.095,1.062
251.125,1.052
251.155,1.054
251.185,1.056
251.215,1.058
251.245,1.051
251.275,1.047
251.305,1.046
251.335,1.047
251.365,1.051
251.395,1.050
251.425,1.046
251.455,1.039
251.485,1.043
251.515,1.040
251.545,1.038
251.575,1.037
251.605,1.042
251.635,1.042
251.665,1.039
251.695,1.034
251.725,1.039
251.755,1.042
251.785,1.042
251.815,1.040
251.845,1.042
251.875,1.041
251.905,1.039
251.935,1.044
251.965,1.043
251.995,1.047
252.025,1.041
252.055,1.040
252.085,1.040
252.115,1.041
252.145,1.039
252.175,1.042
252.205,1.040
252.235,1.042
252.265,1.043
252.295,1.041
252.325,1.043
252.355,1.039
252.385,1.045
252.415,1.043
252.445,1.040
252.475,1.040
252.505,1.036
252.535,1.041
252.565,1.046
252.595,1.042
252.625,1.046
252.655,1.052
252.685,1.044
252.715,1.045
252.745,1.042
252.775,1.041
252.805,1.042
252.835,1.042
252.865,1.048
252.895,1.044
252.925,1.042
252.955,1.045
252.985,1.048
253.015,1.046
253.045,1.054
253.075,1.038
253.105,1.021
253.135,1.030
253.165,1.048
253.195,1.050
253.225,1.045
253.255,1.036
253.285,1.036
253.315,1.050
253.345,1.046
253.375,1.044
253.405,1.037
253.435,1.046
253.465,1.031
253.495,1.039
253.525,1.043
253.555,1.042
253.585,1.044
253.615,1.041
253.645,1.045
253.675,1.030
253.705,1.035
253.735,1.049
253.765,1.054
253.795,1.040
253.825,1.043
253.855,1.042
253.885,1.039
253.915,1.031
253.945,1.053
253.975,1.041
254.005,1.042
254.035,1.040
254.065,1.044
254.095,1.038
254.125,1.039
254.155,1.047
254.185,1.036
254.215,1.042
254.245,1.040
254.275,1.044
254.305,1.050
254.335,1.046
254.365,1.048
254.395,1.046
254.425,1.041
254.455,1.036
254.485,1.039
254.515,1.041
254.545,1.041
254.575,1.044
254.605,1.043
254.635,1.043
254.665,1.034
254.695,1.047
254.725,1.051
254.755,1.053
254.785,1.046
254.815,1.039
254.845,1.037
254.875,1.033
254.905,1.037
254.935,1.042
254.965,1.047
254.995,1.044
255.025,1.040
255.055,1.039
255.085,1.036
255.115,1.035
255.145,1.041
255.175,1.043
255.205,1.051
255.235,1.059
255.265,1.067
255.295,1.089
255.325,1.093
255.355,1.086
255.385,1.105
255.415,1.102
255.445,1.122
255.475,1.105
255.505,1.115
255.535,1.107
255.565,1.075
255.595,1.038
255.625,1.003
255.655,0.992
255.685,0.994
255.715,0.982
255.745,1.005
255.775,0.995
255.805,0.987
255.835,1.015
255.865,1.026
255.895,1.035
255.925,1.025
255.955,1.008
255.985,1.010
256.015,1.000
256.045,1.008
256.075,1.005
256.105,1.006
256.135,1.017
256.165,1.003
256.195,1.004
256.225,1.015
256.255,1.002
256.285,0.998
256.315,1.001
256.345,1.004
256.375,0.997
256.405,0.999
256.435,0.972
256.465,0.977
256.495,0.975
256.525,0.980
256.555,0.976
256.585,0.930
256.615,0.923
256.645,0.980
256.675,1.005
256.705,1.004
256.735,1.018
256.765,0.998
256.795,0.962
256.825,1.015
256.855,1.024
256.885,1.035
256.915,1.040
256.945,1.037
256.975,0.980
257.005,0.965
257.035,1.001
257.065,0.998
257.095,1.024
257.125,1.016
257.155,0.998
257.185,1.010
257.215,1.000
257.245,0.993
257.275,1.005
257.305,0.997
257.335,1.005
257.365,1.001
257.395,0.982
257.425,1.014
257.455,1.044
257.485,1.060
257.515,1.028
257.545,1.016
257.575,1.017
257.605,1.010
257.635,0.986
257.665,0.988
257.695,0.982
257.725,0.995
257.755,0.999
257.785,0.995
257.815,1.009
257.845,1.042
257.875,1.049
257.905,1.040
257.935,0.999
257.965,1.030
257.995,1.032
258.025,1.002
258.055,1.010
258.085,0.996
258.115,0.999
258.145,0.997
258.175,1.006
258.205,1.000
258.235,1.019
258.265,1.019
258.295,1.034
258.325,1.028
258.355,1.017
258.385,1.022
258.415,1.021
258.445,1.032
258.475,1.036
258.505,1.031
258.535,1.017
258.565,1.048
258.595,1.019
258.625,1.079
258.655,1.075
258.685,1.042
258.715,1.007
258.745,1.012
258.775,1.057
258.805,1.046
258.835,1.054
258.865,1.049
258.895,1.031
258.925,1.043
258.955,1.048
258.985,1.062
259.015,1.063
259.045,1.062
259.075,1.043
259.105,1.037
259.135,1.031
259.165,1.024
259.195,1.024
259.225,1.027
259.255,1.022
259.285,1.026
259.315,1.036
259.345,1.037
259.375,1.032
259.405,1.027
259.435,1.039
259.465,1.023
259.495,1.041
259.525,1.034
259.555,1.037
259.585,1.023
259.615,1.022
259.645,1.033
259.675,1.020
259.705,1.027
259.735,1.036
259.765,1.032
259.795,1.030
259.825,1.040
259.855,1.031
259.885,1.055
259.915,1.012
259.945,1.021
259.975,1.030
260.005,1.025
260.035,1.020
260.065,1.027
260.095,1.029
260.125,1.026
260.155,1.025
260.185,1.025
260.215,1.031
260.245,1.034
260.275,1.029
260.305,1.027
260.335,1.028
260.365,1.031
260.395,1.035
260.425,1.027
260.455,1.034
260.485,1.033
260.515,1.033
260.545,1.032
260.575,1.040
260.605,1.039
260.635,1.036
260.665,1.035
260.695,1.036
260.725,1.036
260.755,1.033
260.785,1.036
260.815,1.035
260.845,1.031
260.875,1.037
260.905,1.036
260.935,1.033
260.965,1.035
260.995,1.036
261.025,1.031
261.055,1.036
261.085,1.037
261.115,1.033
261.145,1.039
261.175,1.033
261.205,1.035
261.235,1.031
261.265,1.033
261.295,1.033
261.325,1.034
261.355,1.032
261.385,1.040
261.415,1.034
261.445,1.031
261.475,1.031
261.505,1.031
261.535,1.035
261.565,1.031
261.595,1.035
261.625,1.035
261.655,1.034
261.685,1.040
261.715,1.035
261.745,1.032
261.775,1.035
261.805,1.030
261.835,1.035
261.865,1.032
261.895,1.029
261.925,1.037
261.955,1.036
261.985,1.034
262.015,1.036
262.045,1.036
262.075,1.036
262.105,1.039
262.135,1.032
262.165,1.031
262.195,1.037
262.225,1.036
262.255,1.034
262.285,1.032
262.315,1.038
262.345,1.040
262.375,1.037
262.405,1.034
262.435,1.037
262.465,1.035
262.495,1.033
262.525,1.034
262.555,1.036
262.585,1.032
262.615,1.035
262.645,1.035
262.675,1.038
262.705,1.040
262.735,1.039
262.765,1.032
262.795,1.032
262.825,1.034
262.855,1.037
262.885,1.036
262.915,1.037
262.945,1.035
262.975,1.036
263.005,1.039
263.035,1.037
263.065,1.038
263.095,1.038
263.125,1.039
263.155,1.032
263.185,1.030
263.215,1.033
263.245,1.032
263.275,1.032
263.305,1.037
263.335,1.038
263.365,1.036
263.395,1.035
263.425,1.038
263.455,1.041
263.485,1.031
263.515,1.035
263.545,1.031
263.575,1.034
263.605,1.032
263.635,1.036
263.665,1.036
263.695,1.032
263.725,1.037
263.755,1.042
263.785,1.043
263.815,1.034
263.845,1.037
263.875,1.036
263.905,1.036
263.935,1.033
263.965,1.031
263.995,1.034
264.025,1.031
264.055,1.032
264.085,1.040
264.115,1.037
264.145,1.037
264.175,1.032
264.205,1.037
264.235,1.038
264.265,1.033
264.295,1.031
264.325,1.035
264.355,1.035
264.385,1.036
264.415,1.039
264.445,1.043
264.475,1.036
264.505,1.033
264.535,1.037
264.565,1.037
264.595,1.037
264.625,1.032
264.655,1.033
264.685,1.035
264.715,1.036
264.745,1.040
264.775,1.041
264.805,1.041
264.835,1.034
264.865,1.037
264.895,1.036
264.925,1.038
264.955,1.030
264.985,1.032
265.015,1.033
265.045,1.032
265.075,1.036
265.105,1.036
265.135,1.038
265.165,1.037
265.195,1.036
265.225,1.038
265.255,1.035
265.285,1.037
265.315,1.038
265.345,1.038
265.375,1.037
265.405,1.037
265.435,1.037
265.465,1.038
265.495,1.031
265.525,1.036
265.555,1.031
265.585,1.031
265.615,1.034
265.645,1.030
265.675,1.033
265.705,1.032
265.735,1.039
265.765,1.046
265.795,1.044
265.825,1.042
265.855,1.042
265.885,1.036
265.915,1.034
265.945,1.041
265.975,1.039
266.005,1.036
266.035,1.037
266.065,1.033
266.095,1.027
266.125,1.021
266.155,1.028
266.185,1.036
266.215,1.029
266.245,1.040
266.275,1.039
266.305,1.035
266.335,1.036
266.365,1.039
266.395,1.032
266.425,1.022
266.455,1.037
266.485,1.030
266.515,1.032
266.545,1.041
266.575,1.038
266.605,1.042
266.635,1.039
266.665,1.039
266.695,1.043
266.725,1.040
266.755,1.032
266.785,1.034
266.815,1.033
266.845,1.032
266.875,1.037
266.905,1.032
266.935,1.038
266.965,1.034
266.995,1.033
267.025,1.038
267.055,1.036
267.085,1.035
267.115,1.037
267.145,1.036
267.175,1.033
267.205,1.038
267.235,1.038
267.265,1.037
267.295,1.040
267.325,1.037
267.355,1.038
267.385,1.033
267.415,1.035
267.445,1.033
267.475,1.037
267.505,1.036
267.535,1.034
267.565,1.035
267.595,1.039
267.625,1.036
267.655,1.038
267.685,1.034
267.715,1.039
267.745,1.036
267.775,1.039
267.805,1.037
267.835,1.034
267.865,1.032
267.895,1.036
267.925,1.038
267.955,1.046
267.985,1.036
268.015,1.033
268.045,1.032
268.075,1.039
268.105,1.038
268.135,1.041
268.165,1.037
268.195,1.035
268.225,1.038
268.255,1.040
268.285,1.036
268.315,1.041
268.345,1.035
268.375,1.037
268.405,1.039
268.435,1.039
268.465,1.038
268.495,1.035
268.525,1.032
268.555,1.033
268.585,1.035
268.615,1.036
268.645,1.037
268.675,1.038
268.705,1.038
268.735,1.040
268.765,1.040
268.795,1.037
268.825,1.041
268.855,1.037
268.885,1.038
268.915,1.039
268.945,1.035
268.975,1.033
269.005,1.035
269.035,1.032
269.065,1.033
269.095,1.038
269.125,1.040
269.155,1.038
269.185,1.039
269.215,1.038
269.245,1.037
269.275,1.039
269.305,1.039
269.335,1.034
269.365,1.036
269.395,1.037
269.425,1.038
269.455,1.037
269.485,1.036
269.515,1.038
269.545,1.038
269.575,1.035
269.605,1.032
269.635,1.034
269.665,1.037
269.695,1.034
269.725,1.041
269.755,1.037
269.785,1.039
269.815,1.039
269.845,1.037
269.875,1.035
269.905,1.036
269.935,1.040
269.965,1.038
269.995,1.034
270.025,1.034
270.055,1.036
270.085,1.041
270.115,1.040
270.145,1.034
270.175,1.041
270.205,1.044
270.235,1.038
270.265,1.036
270.295,1.035
270.325,1.037
270.355,1.034
270.385,1.037
270.415,1.035
270.445,1.038
270.475,1.043
270.505,1.042
270.535,1.037
270.565,1.036
270.595,1.032
270.625,1.037
270.655,1.035
270.685,1.034
270.715,1.037
270.745,1.039
270.775,1.039
270.805,1.035
270.835,1.037
270.865,1.041
270.895,1.038
270.925,1.036
270.955,1.038
270.985,1.035
271.015,1.036
271.045,1.042
271.075,1.042
271.105,1.041
271.135,1.035
271.165,1.036
271.195,1.037
271.225,1.034
271.255,1.034
271.285,1.036
271.315,1.037
271.345,1.038
271.375,1.042
271.405,1.037
271.435,1.037
271.465,1.035
271.495,1.034
271.525,1.039
271.555,1.037
271.585,1.040
271.615,1.038
271.645,1.038
271.675,1.036
271.705,1.041
271.735,1.040
271.765,1.036
271.795,1.032
271.825,1.040
271.855,1.038
271.885,1.040
271.915,1.034
271.945,1.037
271.975,1.034
272.005,1.035
272.035,1.033
272.065,1.038
272.095,1.039
272.125,1.041
272.155,1.038
272.185,1.034
272.215,1.038
272.245,1.047
272.275,1.043
272.305,1.037
272.335,1.040
272.365,1.036
272.395,1.035
272.425,1.034
272.455,1.035
272.485,1.034
272.515,1.038
272.545,1.039
272.575,1.038
272.605,1.034
272.635,1.035
272.665,1.033
272.695,1.034
272.725,1.036
272.755,1.032
272.785,1.042
272.815,1.038
272.845,1.042
272.875,1.044
272.905,1.045
272.935,1.041
272.965,1.041
272.995,1.034
273.025,1.043
273.055,1.038
273.085,1.039
273.115,1.041
273.145,1.040
273.175,1.043
273.205,1.041
273.235,1.039
273.265,1.045
273.295,1.040
273.325,1.033
273.355,1.034
273.385,1.033
273.415,1.032
273.445,1.022
273.475,1.030
273.505,1.032
273.535,1.024
273.565,1.039
273.595,1.036
273.625,1.037
273.655,1.035
273.685,1.037
273.715,1.038
273.745,1.035
273.775,1.038
273.805,1.033
273.835,1.039
273.865,1.040
273.895,1.038
273.925,1.030
273.955,1.037
273.985,1.039
274.015,1.037
274.045,1.037
274.075,1.037
274.105,1.040
274.135,1.036
274.165,1.036
274.195,1.038
274.225,1.039
274.255,1.039
274.285,1.038
274.315,1.037
274.345,1.034
274.375,1.039
274.405,1.037
274.435,1.036
274.465,1.037
274.495,1.042
274.525,1.037
274.555,1.036
274.585,1.039
274.615,1.040
274.645,1.035
274.675,1.041
274.705,1.038
274.735,1.036
274.765,1.037
274.795,1.037
274.825,1.032
274.855,1.041
274.885,1.039
274.915,1.036
274.945,1.041
274.975,1.101
275.005,1.216
275.035,1.037
275.065,1.030
275.095,1.309
275.125,1.364
275.155,1.285
275.185,1.275
275.215,1.239
275.245,1.028
275.275,0.926
275.305,0.870
275.335,0.909
275.365,0.927
275.395,0.927
275.425,0.890
275.455,0.882
275.485,0.910
275.515,0.932
275.545,0.941
275.575,0.927
275.605,0.928
275.635,0.952
275.665,0.951
275.695,0.971
275.725,1.010
275.755,1.004
275.785,0.999
275.815,1.001
275.845,0.993
275.875,0.978
275.905,0.997
275.935,0.979
275.965,0.991
275.995,0.988
276.025,0.939
276.055,0.941
276.085,0.970
276.115,0.974
276.145,0.976
276.175,0.990
276.205,0.964
276.235,0.996
276.265,0.964
276.295,1.029
276.325,1.000
276.355,1.004
276.385,1.035
276.415,1.055
276.445,1.011
276.475,0.964
276.505,0.977
276.535,0.996
276.565,1.001
276.595,0.995
276.625,0.991
276.655,0.960
276.685,0.958
276.715,0.999
276.745,1.019
276.775,1.027
276.805,1.036
276.835,1.027
276.865,0.987
276.895,1.031
276.925,1.006
276.955,0.996
276.985,1.001
277.015,1.021
277.045,0.979
277.075,0.984
277.105,0.995
277.135,0.968
277.165,0.951
277.195,0.951
277.225,0.980
277.255,0.958
277.285,0.958
277.315,0.995
277.345,1.028
277.375,1.046
277.405,1.063
277.435,1.062
277.465,1.032
277.495,1.024
277.525,1.052
277.555,1.036
277.585,1.038
277.615,1.043
277.645,1.035
277.675,1.020
277.705,1.041
277.735,1.062
277.765,1.057
277.795,1.053
277.825,1.054
277.855,1.053
277.885,1.053
277.915,1.058
277.945,1.056
277.975,1.032
278.005,1.028
278.035,1.023
278.065,1.001
278.095,0.989
278.125,0.964
278.155,0.958
278.185,0.971
278.215,1.032
278.245,1.054
278.275,1.079
278.305,1.076
278.335,1.089
278.365,1.068
278.395,1.049
278.425,1.043
278.455,1.054
278.485,1.045
278.515,1.034
278.545,1.020
278.575,1.015
278.605,1.066
278.635,1.043
278.665,1.036
278.695,1.057
278.725,1.055
278.755,1.054
278.785,1.062
278.815,1.050
278.845,1.039
278.875,1.033
278.905,1.027
278.935,1.049
278.965,1.027
278.995,1.037
279.025,1.030
279.055,1.059
279.085,1.057
279.115,1.055
279.145,1.048
279.175,1.034
279.205,1.022
279.235,1.031
279.265,1.021
279.295,1.012
279.325,1.024
279.355,1.043
279.385,1.051
279.415,1.055
279.445,1.043
279.475,1.046
279.505,1.036
279.535,1.040
279.565,1.034
279.595,1.033
279.625,1.023
279.655,1.036
279.685,1.046
279.715,1.062
279.745,1.057
279.775,1.061
279.805,1.041
279.835,1.052
279.865,1.033
279.895,1.036
279.925,1.045
279.955,1.027
279.985,1.054
280.015,1.199
280.045,1.306
280.075,1.303
280.105,1.226
280.135,1.110
280.165,1.030
280.195,0.990
280.225,0.949
280.255,0.982
280.285,0.982
280.315,0.965
280.345,0.982
280.375,0.993
280.405,1.026
280.435,1.046
280.465,1.048
280.495,1.041
280.525,1.023
280.555,0.977
280.585,0.952
280.615,0.963
280.645,0.976
280.675,0.979
280.705,0.983
280.735,0.987
280.765,0.985
280.795,0.965
280.825,0.941
280.855,0.886
280.885,0.892
280.915,0.994
280.945,1.100
280.975,1.104
281.005,1.073
281.035,1.055
281.065,0.991
281.095,0.953
281.125,1.011
281.155,0.992
281.185,0.981
281.215,0.979
281.245,0.978
281.275,1.003
281.305,1.018
281.335,1.020
281.365,1.009
281.395,1.011
281.425,0.999
281.455,0.994
281.485,1.000
281.515,0.998
281.545,1.016
281.575,1.015
281.605,1.000
281.635,0.996
281.665,0.985
281.695,0.986
281.725,0.987
281.755,0.996
281.785,0.999
281.815,1.006
281.845,1.006
281.875,0.996
281.905,0.986
281.935,0.987
281.965,0.991
281.995,1.003
282.025,1.012
282.055,1.009
282.085,1.021
282.115,1.010
282.145,1.001
282.175,0.990
282.205,0.992
282.235,0.976
282.265,0.961
282.295,0.970
282.325,0.989
282.355,1.007
282.385,1.013
282.415,1.000
282.445,0.987
282.475,0.990
282.505,0.993
282.535,0.987
282.565,0.990
282.595,0.997
282.625,1.000
282.655,1.005
282.685,0.988
282.715,0.980
282.745,0.986
282.775,0.981
282.805,0.978
282.835,0.973
282.865,0.981
282.895,0.981
282.925,0.992
282.955,0.996
282.985,1.004
283.015,1.021
283.045,1.039
283.075,1.045
283.105,1.047
283.135,1.037
283.165,1.043
283.195,1.047
283.225,1.043
283.255,1.041
283.285,1.055
283.315,1.066
283.345,1.062
283.375,1.065
283.405,1.070
283.435,1.081
283.465,1.084
283.495,1.082
283.525,1.077
283.555,1.066
283.585,1.061
283.615,1.055
283.645,1.041
283.675,1.048
283.705,1.054
283.735,1.053
283.765,1.050
283.795,1.043
283.825,1.037
283.855,1.030
283.885,1.028
283.915,1.022
283.945,1.022
283.975,1.020
284.005,1.025
284.035,1.028
284.065,1.037
284.095,1.029
284.125,1.035
284.155,1.045
284.185,1.046
284.215,1.050
284.245,1.044
284.275,1.037
284.305,1.032
284.335,1.038
284.365,1.035
284.395,1.040
284.425,1.048
284.455,1.043
284.485,1.042
284.515,1.041
284.545,1.048
284.575,1.041
284.605,1.042
284.635,1.034
284.665,1.031
284.695,1.023
284.725,1.027
284.755,1.029
284.785,1.026
284.815,1.029
284.845,1.030
284.875,1.038
284.905,1.045
284.935,1.046
284.965,1.050
284.995,1.049
285.025,1.044
285.055,1.038
285.085,1.037
285.115,1.032
285.145,1.033
285.175,1.037
285.205,1.039
285.235,1.035
285.265,1.042
285.295,1.045
285.325,1.043
285.355,1.041
285.385,1.039
285.415,1.028
285.445,1.033
285.475,1.039
285.505,1.035
285.535,1.042
285.565,1.038
285.595,1.033
285.625,1.038
285.655,1.044
285.685,1.042
285.715,1.047
285.745,1.038
285.775,1.041
285.805,1.040
285.835,1.042
285.865,1.045
285.895,1.030
285.925,1.042
285.955,1.041
285.985,1.039
286.015,1.046
286.045,1.042
286.075,1.059
286.105,1.075
286.135,1.080
286.165,1.077
286.195,1.083
286.225,1.068
286.255,1.071
286.285,1.064
286.315,1.038
286.345,1.021
286.375,1.018
286.405,1.021
286.435,1.018
286.465,1.011
286.495,1.014
286.525,1.007
286.555,1.000
286.585,1.004
286.615,1.012
286.645,1.017
286.675,1.013
286.705,1.017
286.735,1.020
286.765,1.032
286.795,1.028
286.825,1.028
286.855,1.039
286.885,1.031
286.915,1.023
286.945,1.030
286.975,1.053
287.005,1.058
287.035,1.056
287.065,1.039
287.095,1.040
287.125,1.034
287.155,1.026
287.185,1.024
287.215,1.031
287.245,1.039
287.275,1.040
287.305,1.025
287.335,1.042
287.365,1.041
287.395,1.052
287.425,1.047
287.455,1.034
287.485,1.054
287.515,1.064
287.545,1.061
287.575,1.059
287.605,1.054
287.635,1.036
287.665,1.028
287.695,1.020
287.725,1.020
287.755,1.018
287.785,1.029
287.815,1.028
287.845,1.023
287.875,1.020
287.905,1.016
287.935,1.016
287.965,1.016
287.995,1.011
288.025,1.010
288.055,1.004
288.085,1.006
288.115,1.015
288.145,1.029
288.175,1.016
288.205,1.017
288.235,1.011
288.265,1.019
288.295,1.013
288.325,1.008
288.355,1.009
288.385,1.010
288.415,1.004
288.445,1.026
288.475,1.037
288.505,1.053
288.535,1.070
288.565,1.075
288.595,1.082
288.625,1.074
288.655,1.074
288.685,1.069
288.715,1.052
288.745,1.050
288.775,1.035
288.805,1.040
288.835,1.030
288.865,1.037
288.895,1.047
288.925,1.062
288.955,1.054
288.985,1.052
289.015,1.058
289.045,1.058
289.075,1.048
289.105,1.064
289.135,1.068
289.165,1.052
289.195,1.061
289.225,1.058
289.255,1.056
289.285,1.096
289.315,1.051
289.345,1.055
289.375,1.051
289.405,1.050
289.435,1.051
289.465,1.048
289.495,1.050
289.525,1.047
289.555,1.045
289.585,1.045
289.615,1.047
289.645,1.054
289.675,1.048
289.705,1.043
289.735,1.040
289.765,1.048
289.795,1.046
289.825,1.046
289.855,1.052
289.885,1.051
289.915,1.052
289.945,1.047
289.975,1.044
290.005,1.054
290.035,1.056
290.065,1.051
290.095,1.050
290.125,1.056
290.155,1.050
290.185,1.052
290.215,1.051
290.245,1.047
290.275,1.049
290.305,1.048
290.335,1.047
290.365,1.050
290.395,1.047
290.425,1.049
290.455,1.049
290.485,1.050
290.515,1.046
290.545,1.049
290.575,1.047
290.605,1.042
290.635,1.045
290.665,1.049
290.695,1.051
290.725,1.049
290.755,1.049
290.785,1.054
290.815,1.051
290.845,1.050
290.875,1.048
290.905,1.046
290.935,1.047
290.965,1.053
290.995,1.050
291.025,1.042
291.055,1.046
291.085,1.049
291.115,1.054
291.145,1.050
291.175,1.046
291.205,1.052
291.235,1.048
291.265,1.042
291.295,1.048
291.325,1.048
291.355,1.051
291.385,1.046
291.415,1.043
291.445,1.052
291.475,1.051
291.505,1.049
291.535,1.051
291.565,1.050
291.595,1.050
291.625,1.053
291.655,1.050
291.685,1.051
291.715,1.050
291.745,1.056
291.775,1.051
291.805,1.051
291.835,1.052
291.865,1.053
291.895,1.049
291.925,1.048
291.955,1.047
291.985,1.046
292.015,1.048
292.045,1.048
292.075,1.045
292.105,1.048
292.135,1.047
292.165,1.046
292.195,1.048
292.225,1.048
292.255,1.051
292.285,1.051
292.315,1.049
292.345,1.047
292.375,1.049
292.405,1.047
292.435,1.051
292.465,1.050
292.495,1.052
292.525,1.051
292.555,1.057
292.585,1.052
292.615,1.048
292.645,1.051
292.675,1.050
292.705,1.045
292.735,1.049
292.765,1.053
292.795,1.046
292.825,1.049
292.855,1.044
292.885,1.050
292.915,1.053
292.945,1.049
292.975,1.053
293.005,1.053
293.035,1.047
293.065,1.042
293.095,1.050
293.125,1.052
293.155,1.051
293.185,1.049
293.215,1.050
293.245,1.056
293.275,1.059
293.305,1.068
293.335,1.074
293.365,1.080
293.395,1.073
293.425,1.067
293.455,1.056
293.485,1.061
293.515,1.071
293.545,1.071
293.575,1.069
293.605,1.072
293.635,1.054
293.665,1.041
293.695,1.026
293.725,1.021
293.755,1.028
293.785,1.038
293.815,1.042
293.845,1.046
293.875,1.044
293.905,1.047
293.935,1.045
293.965,1.031
293.995,1.026
294.025,1.029
294.055,1.039
294.085,1.032
294.115,1.030
294.145,1.033
294.175,1.035
294.205,1.037
294.235,1.043
294.265,1.025
294.295,1.030
294.325,1.032
294.355,1.036
294.385,1.040
294.415,1.046
294.445,1.050
294.475,1.052
294.505,1.048
294.535,1.052
294.565,1.045
294.595,1.047
294.625,1.047
294.655,1.045
294.685,1.044
294.715,1.030
294.745,1.038
294.775,1.047
294.805,1.049
294.835,1.046
294.865,1.052
294.895,1.052
294.925,1.059
294.955,1.063
294.985,1.056
295.015,1.050
295.045,1.043
295.075,1.039
295.105,1.025
295.135,1.008
295.165,1.021
295.195,1.026
295.225,1.023
295.255,1.013
295.285,1.022
295.315,1.036
295.345,1.025
295.375,1.009
295.405,1.020
295.435,0.998
295.465,1.021
295.495,1.029
295.525,1.027
295.555,1.002
295.585,1.015
295.615,1.014
295.645,1.016
295.675,1.048
295.705,1.050
295.735,1.070
295.765,1.069
295.795,1.050
295.825,1.042
295.855,1.040
295.885,1.045
295.915,1.045
295.945,1.036
295.975,1.046
296.005,1.055
296.035,1.058
296.065,1.053
296.095,1.052
296.125,1.047
296.155,1.042
296.185,1.032
296.215,1.038
296.245,1.047
296.275,1.052
296.305,1.087
296.335,1.052
296.365,1.027
296.395,1.022
296.425,1.016
296.455,1.019
296.485,1.036
296.515,1.026
296.545,1.022
296.575,1.028
296.605,1.027
296.635,1.033
296.665,1.037
296.695,1.042
296.725,1.037
296.755,1.030
296.785,1.025
296.815,1.028
296.845,1.026
296.875,1.026
296.905,1.025
296.935,1.025
296.965,1.029
296.995,1.034
297.025,1.033
297.055,1.031
297.085,1.033
297.115,1.029
297.145,1.031
297.175,1.031
297.205,1.024
297.235,1.029
297.265,1.035
297.295,1.029
297.325,1.036
297.355,1.033
297.385,1.029
297.415,1.019
297.445,1.021
297.475,1.026
297.505,1.028
297.535,1.024
297.565,1.028
297.595,1.018
297.625,1.020
297.655,1.028
297.685,1.027
297.715,1.028
297.745,1.031
297.775,1.022
297.805,1.021
297.835,1.026
297.865,1.023
297.895,1.029
297.925,1.029
297.955,1.038
297.985,1.037
298.015,1.026
298.045,1.024
298.075,1.019
298.105,1.025
298.135,1.028
298.165,1.024
298.195,1.033
298.225,1.041
298.255,1.043
298.285,1.039
298.315,1.042
298.345,1.043
298.375,1.040
298.405,1.041
298.435,1.041
298.465,1.038
298.495,1.033
298.525,1.044
298.555,1.038
298.585,1.045
298.615,1.049
298.645,1.058
298.675,1.052
298.705,1.049
298.735,1.054
298.765,1.053
298.795,1.048
298.825,1.044
298.855,1.039
298.885,1.037
298.915,1.034
298.945,1.039
298.975,1.040
299.005,1.039
299.035,1.043
299.065,1.045
299.095,1.042
299.125,1.046
299.155,1.045
299.185,1.039
299.215,1.049
299.245,1.049
299.275,1.053
299.305,1.046
299.335,1.045
299.365,1.044
299.395,1.041
299.425,1.040
299.455,1.041
299.485,1.045
299.515,1.042
299.545,1.047
299.575,1.040
299.605,1.045
299.635,1.040
299.665,1.042
299.695,1.044
299.725,1.044
299.755,1.046
