df_hash,22ZHK4.QHHSTC
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.V73B
person_label,V54
date_time_start,2025-10-31_14-24-46.756000_+03
date_time_start_unix,1761906286.756
date_time_end,2025-10-31_14-33-03.437000_+03
length_difference_noticed,no

time,spo2
42.450,99
43.425,99
44.546,99
45.670,99
46.498,99
47.868,99
55.226,99
56.783,99
57.466,99
58.977,99
59.806,99
60.536,99
61.220,100
62.048,100
63.023,100
67.362,100
70.151,100
71.117,100
74.725,100
75.553,100
76.572,100
77.664,100
79.310,100
80.280,100
81.203,100
81.939,100
82.913,100
84.914,100
85.694,100
90.323,100
91.006,100
91.688,100
95.157,99
97.393,99
100.561,99
101.292,99
101.830,99
112.567,99
113.963,100
114.649,99
116.165,100
116.989,100
117.818,100
119.378,99
120.547,99
123.132,99
126.009,99
126.987,99
127.863,99
128.832,99
129.758,99
130.739,99
131.715,99
132.547,99
133.516,99
135.320,99
136.341,99
137.173,99
138.001,99
139.265,99
139.804,99
140.788,99
141.897,99
143.851,99
144.777,99
145.508,99
147.312,99
148.189,99
149.116,99
150.870,99
151.504,99
152.330,99
153.163,99
153.844,99
155.656,99
158.573,99
163.839,99
164.715,99
165.397,99
166.082,99
167.056,99
167.739,99
168.567,99
169.298,99
170.224,99
171.201,99
175.183,99
177.878,99
178.707,99
179.973,99
181.779,99
182.509,99
183.633,99
184.560,99
185.239,99
187.921,99
188.760,99
189.579,99
190.261,99
192.015,99
192.941,99
194.454,99
195.284,99
196.176,99
196.793,99
197.623,99
200.888,99
201.819,99
202.543,99
204.736,99
205.422,99
210.151,99
212.344,99
215.022,99
217.560,99
218.944,99
220.876,99
222.243,99
223.461,99
224.047,99
225.367,99
233.063,99
233.600,99
234.185,99
234.722,99
244.327,99
244.911,100
245.593,99
246.908,99
248.104,100
248.792,100
249.540,100
250.269,100
253.783,100
254.465,100
255.198,100
256.514,100
258.757,100
260.899,100
261.436,100
262.705,100
269.623,100
270.113,100
273.234,100
273.966,100
274.794,100
276.646,100
277.335,100
278.548,100
279.093,100
279.815,100
281.034,100
282.590,99
284.105,99
289.081,99
290.346,99
291.073,99
291.759,99
292.442,99
293.173,99
294.537,100
299.267,100
301.363,100
302.093,99
303.410,100
304.190,100
304.978,99
305.652,99
306.341,99
307.164,99
309.305,99
309.943,99
310.281,99
313.989,99
314.574,99
315.259,99
317.207,99
319.693,99
321.252,99
324.568,99
325.149,99
328.468,99
329.004,99
329.684,100
330.171,100
330.707,100
331.247,99
332.075,99
333.680,99
334.266,99
334.563,99
335.148,99
335.699,99
336.267,100
337.386,100
338.023,100
338.653,100
340.313,100
340.412,100
341.727,100
345.682,100
346.456,100
346.992,100
348.212,100
349.039,99
351.280,99
351.864,99
352.383,99
352.989,99
354.159,100
354.740,100
355.134,100
355.719,99
358.059,99
358.962,99
360.201,99
362.834,99
363.473,99
365.566,99
366.980,99
367.955,99
369.346,99
370.149,99
370.588,99
371.466,99
372.099,99
372.831,99
373.707,99
374.391,99
374.878,99
375.801,99
376.483,99
377.312,99
378.780,99
379.509,99
380.048,99
380.731,99
381.411,99
382.044,99
383.277,99
383.968,99
384.725,99
385.307,99
385.749,99
386.432,99
386.968,99
387.695,99
388.238,99
389.063,99
389.503,99
390.231,99
390.867,99
392.571,99
393.256,99
393.794,100
395.060,100
396.230,100
398.094,100
401.300,100
407.005,100
407.540,100
408.272,100
408.812,100
409.047,100
410.612,100
411.244,100
411.879,100
412.512,100
416.604,99
427.724,99
428.305,99
428.700,99
433.524,99
438.839,99
458.730,99
459.411,99
460.531,99
463.167,99
464.233,99
464.969,99
465.988,99
467.746,100
468.575,99
469.560,100
472.476,100
473.304,100
474.279,100
474.962,100
475.941,100
476.767,100
477.497,100
480.519,99
485.541,99
487.831,99
