df_hash,22ZHK4.QHHSTC
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.V73B
person_label,V54
date_time_start,2025-10-31_14-24-46.756000_+03
date_time_start_unix,1761906286.756
date_time_end,2025-10-31_14-33-03.437000_+03
length_difference_noticed,no

time,perfusion_ir
42.499,0.430
43.473,0.430
44.549,0.430
45.716,0.430
46.639,0.430
47.873,0.440
55.268,0.440
56.829,0.440
57.514,0.430
59.268,0.430
59.951,0.430
60.779,0.430
61.265,0.420
62.194,0.420
63.264,0.420
67.410,0.410
70.186,0.410
71.161,0.410
74.771,0.410
75.597,0.410
76.577,0.410
77.693,0.410
79.314,0.420
80.326,0.410
81.207,0.410
81.984,0.410
83.205,0.410
85.009,0.410
85.742,0.420
90.327,0.420
91.346,0.420
91.980,0.420
95.162,0.410
97.440,0.420
100.609,0.420
101.338,0.420
101.925,0.410
112.570,0.410
113.969,0.410
114.795,0.410
116.169,0.410
117.038,0.410
117.864,0.410
119.426,0.420
120.550,0.420
123.228,0.420
126.056,0.440
127.175,0.440
127.958,0.470
128.836,0.480
129.764,0.490
130.883,0.500
131.906,0.500
132.586,0.500
133.808,0.510
135.323,0.520
136.345,0.520
137.220,0.540
138.241,0.560
139.268,0.560
139.950,0.560
140.798,0.560
141.900,0.560
143.854,0.560
144.780,0.570
145.511,0.570
147.315,0.570
148.192,0.570
149.161,0.560
150.873,0.560
151.508,0.560
152.333,0.550
153.166,0.540
153.890,0.540
155.696,0.530
158.768,0.520
163.984,0.520
164.720,0.510
165.402,0.490
166.085,0.470
167.104,0.460
167.930,0.460
168.762,0.450
169.344,0.450
170.324,0.450
171.245,0.450
175.188,0.450
177.926,0.440
178.947,0.450
180.020,0.450
181.928,0.450
182.557,0.450
183.728,0.450
184.605,0.450
185.288,0.450
187.966,0.470
188.795,0.470
189.672,0.460
190.307,0.460
192.019,0.460
192.947,0.460
194.501,0.450
195.328,0.450
196.258,0.450
196.839,0.450
197.716,0.440
201.034,0.440
201.824,0.430
202.550,0.430
204.739,0.430
205.471,0.430
210.245,0.430
212.393,0.430
215.026,0.420
217.563,0.410
218.952,0.400
220.924,0.400
222.289,0.400
223.651,0.400
224.191,0.400
225.370,0.390
233.070,0.380
233.606,0.360
234.279,0.360
234.769,0.360
244.373,0.350
245.055,0.350
245.689,0.350
246.911,0.350
248.124,0.340
248.811,0.340
249.544,0.330
250.275,0.330
253.828,0.330
254.659,0.330
255.241,0.330
256.519,0.330
258.765,0.320
260.902,0.330
261.484,0.330
262.752,0.330
269.627,0.330
270.116,0.330
273.280,0.330
274.013,0.320
274.842,0.320
276.649,0.320
277.425,0.320
278.596,0.320
279.232,0.320
279.912,0.310
281.082,0.310
282.594,0.310
284.151,0.310
289.126,0.310
290.393,0.300
291.076,0.310
291.807,0.310
292.489,0.300
293.176,0.300
294.540,0.300
299.311,0.300
301.606,0.300
302.096,0.300
303.458,0.300
304.194,0.310
305.015,0.300
305.746,0.300
306.383,0.310
307.214,0.310
309.308,0.310
310.037,0.310
310.284,0.310
314.183,0.310
314.829,0.310
315.261,0.310
317.254,0.310
319.884,0.310
321.255,0.310
324.664,0.320
325.153,0.310
328.516,0.310
329.101,0.310
329.691,0.310
330.174,0.310
330.712,0.300
331.292,0.310
332.086,0.310
333.685,0.310
334.271,0.300
334.707,0.300
335.159,0.300
335.728,0.300
336.313,0.300
337.389,0.290
338.071,0.290
338.656,0.290
340.320,0.290
340.460,0.300
341.734,0.300
345.724,0.300
346.465,0.300
346.995,0.300
348.261,0.300
349.043,0.310
351.292,0.310
351.868,0.320
352.386,0.320
353.037,0.320
354.256,0.320
354.744,0.310
355.289,0.310
355.913,0.310
358.153,0.310
358.982,0.320
360.204,0.320
362.837,0.320
363.662,0.320
365.614,0.320
367.028,0.320
368.106,0.330
369.349,0.330
370.195,0.330
370.782,0.330
371.469,0.330
372.147,0.330
372.976,0.350
373.710,0.360
374.487,0.370
375.023,0.370
375.804,0.370
376.489,0.370
377.317,0.370
378.826,0.370
379.513,0.370
380.140,0.370
381.020,0.370
381.504,0.370
382.189,0.380
383.292,0.380
383.971,0.380
384.732,0.370
385.310,0.370
385.848,0.360
386.480,0.360
387.211,0.360
387.699,0.350
388.281,0.350
389.066,0.350
389.600,0.350
390.235,0.350
390.871,0.350
392.574,0.350
393.302,0.350
393.841,0.350
395.257,0.340
396.233,0.340
398.225,0.340
401.346,0.340
407.052,0.350
407.832,0.350
408.367,0.350
408.856,0.350
409.075,0.350
410.759,0.350
411.249,0.350
411.927,0.350
412.517,0.350
416.609,0.350
427.771,0.350
428.308,0.350
428.746,0.350
433.667,0.350
438.883,0.350
458.827,0.350
459.459,0.360
460.535,0.360
463.212,0.360
464.237,0.360
465.016,0.380
465.992,0.400
467.892,0.410
468.721,0.420
469.567,0.420
472.667,0.430
473.498,0.440
474.282,0.440
475.251,0.440
475.987,0.440
476.814,0.440
477.545,0.440
480.711,0.440
485.586,0.440
487.834,0.430
