df_hash,22ZHK4.QHHSTC
24.134,1.016
24.164,1.008
24.194,1.008
24.224,1.014
24.254,1.014
24.284,1.015
24.314,1.016
24.344,1.010
24.374,1.002
24.404,1.016
24.434,1.017
24.464,1.010
24.494,1.009
24.524,1.013
24.554,1.013
24.584,1.013
24.614,1.016
24.644,1.013
24.674,1.009
24.704,1.014
24.734,1.009
24.764,1.013
24.794,1.011
24.824,1.004
24.854,1.019
24.884,1.022
24.914,1.004
24.944,1.016
24.974,1.011
25.004,1.005
25.034,1.016
25.064,1.014
25.094,1.012
25.124,1.011
25.154,1.006
25.184,1.002
25.214,1.013
25.244,1.016
25.274,1.009
25.304,1.011
25.334,1.014
25.364,1.011
25.394,1.010
25.424,1.016
25.454,1.012
25.484,1.012
25.514,1.015
25.544,1.012
25.574,1.013
25.604,1.013
25.634,1.012
25.664,1.012
25.694,1.010
25.724,1.012
25.754,1.012
25.784,1.010
25.814,1.013
25.844,1.015
25.874,1.007
25.904,1.019
25.934,1.018
25.964,1.008
25.994,1.017
26.024,1.002
26.054,1.012
26.084,1.014
26.114,1.016
26.144,1.013
26.174,1.013
26.204,1.011
26.234,1.007
26.264,1.018
26.294,1.012
26.324,1.009
26.354,1.008
26.384,1.011
26.414,1.012
26.444,1.016
26.474,1.017
26.504,1.015
26.534,1.011
26.564,1.011
26.594,1.014
26.624,1.012
26.654,1.010
26.684,1.012
26.714,1.013
26.744,1.013
26.774,1.012
26.804,1.015
26.834,1.010
26.864,1.014
26.894,1.008
26.924,1.013
26.954,1.030
26.984,1.011
27.014,1.018
27.044,1.005
27.074,1.007
27.104,1.013
27.134,1.017
27.164,1.011
27.194,1.014
27.224,1.016
27.254,1.000
27.284,1.017
27.314,1.015
27.344,1.009
27.374,1.010
27.404,1.013
27.434,1.012
27.464,1.011
27.494,1.012
27.524,1.013
27.554,1.012
27.584,1.015
27.614,1.013
27.644,1.015
27.674,1.012
27.704,1.008
27.734,1.017
27.764,1.020
27.794,1.008
27.824,1.017
27.854,1.007
27.884,1.011
27.914,1.015
27.944,1.011
27.974,1.012
28.004,1.013
28.034,1.017
28.064,1.009
28.094,1.017
28.124,1.015
28.154,1.008
28.184,1.011
28.214,1.012
28.244,1.017
28.274,1.014
28.304,1.016
28.334,1.015
28.364,1.014
28.394,1.012
28.424,1.009
28.454,1.012
28.484,1.015
28.514,1.012
28.544,1.012
28.574,1.010
28.604,1.013
28.634,1.015
28.664,1.015
28.694,1.017
28.724,1.005
28.754,1.019
28.784,1.026
28.814,1.011
28.844,1.018
28.874,1.010
28.904,1.009
28.934,1.014
28.964,1.017
28.994,1.015
29.024,1.018
29.054,1.008
29.084,1.004
29.114,1.018
29.144,1.014
29.174,1.009
29.204,1.011
29.234,1.011
29.264,1.012
29.294,1.016
29.324,1.015
29.354,1.014
29.384,1.012
29.414,1.011
29.444,1.011
29.474,1.015
29.504,1.011
29.534,1.013
29.564,1.016
29.594,1.013
29.624,1.010
29.654,1.011
29.684,1.016
29.714,1.018
29.744,1.010
29.774,1.007
29.804,1.014
29.834,1.007
29.864,1.014
29.894,1.012
29.924,1.003
29.954,1.015
29.984,1.019
30.014,1.015
30.044,1.011
30.074,1.008
30.104,1.014
30.134,1.014
30.164,1.026
30.194,1.005
30.224,1.008
30.254,1.011
30.284,1.013
30.314,1.014
30.344,1.017
30.374,1.021
30.404,1.008
30.434,1.007
30.464,1.012
30.494,1.017
30.524,1.013
30.554,1.012
30.584,1.012
30.614,1.013
30.644,1.013
30.674,1.013
30.704,1.014
30.734,1.010
30.764,1.008
30.794,1.015
30.824,1.009
30.854,1.013
30.884,1.018
30.914,1.005
30.944,1.014
30.974,1.021
31.004,1.016
31.034,1.010
31.064,1.014
31.094,1.012
31.124,1.005
31.154,1.023
31.184,1.010
31.214,1.007
31.244,1.011
31.274,1.015
31.304,1.013
31.334,1.017
31.364,1.015
31.394,1.013
31.424,1.015
31.454,1.013
31.484,1.011
31.514,1.014
31.544,1.014
31.574,1.010
31.604,1.012
31.634,1.012
31.664,1.018
31.694,1.010
31.724,1.012
31.754,1.013
31.784,1.006
31.814,1.018
31.844,1.021
31.874,1.005
31.904,1.013
31.934,1.020
31.964,1.003
31.994,1.009
32.024,1.019
32.054,1.013
32.084,1.013
32.114,1.010
32.144,1.011
32.174,1.018
32.204,1.018
32.234,1.017
32.264,1.011
32.294,1.010
32.324,1.015
32.354,1.013
32.384,1.017
32.414,1.016
32.444,1.013
32.474,1.008
32.504,1.014
32.534,1.012
32.564,1.014
32.594,1.009
32.624,1.010
32.654,1.013
32.684,1.019
32.714,1.002
32.744,1.011
32.774,1.015
32.804,1.004
32.834,1.015
32.864,1.019
32.894,1.015
32.924,1.011
32.954,1.009
32.984,1.013
33.014,1.014
33.044,1.017
33.074,1.009
33.104,1.009
33.134,1.013
33.164,1.014
33.194,1.011
33.224,1.017
33.254,1.017
33.284,1.010
33.314,1.014
33.344,1.018
33.374,1.010
33.404,1.017
33.434,1.021
33.464,1.008
33.494,1.014
33.524,1.012
33.554,1.008
33.584,1.014
33.614,1.017
33.644,1.015
33.674,1.013
33.704,1.005
33.734,1.015
33.764,1.011
33.794,1.015
33.824,1.013
33.854,1.010
33.884,1.009
33.914,1.015
33.944,1.014
33.974,1.012
34.004,1.013
34.034,1.011
34.064,1.013
34.094,1.010
34.124,1.009
34.154,1.014
34.184,1.013
34.214,1.011
34.244,1.014
34.274,1.010
34.304,1.013
34.334,1.014
34.364,1.011
34.394,1.012
34.424,1.013
34.454,1.009
34.484,1.007
34.514,1.012
34.544,1.012
34.574,1.020
34.604,1.004
34.634,1.010
34.664,1.016
34.694,1.016
34.724,1.012
34.754,1.014
34.784,1.011
34.814,1.011
34.844,1.021
34.874,1.016
34.904,1.009
34.934,1.014
34.964,1.014
34.994,1.012
35.024,1.017
35.054,1.018
35.084,1.013
35.114,1.009
35.144,1.008
35.174,1.014
35.204,1.013
35.234,1.013
35.264,1.010
35.294,1.014
35.324,1.015
35.354,1.011
35.384,1.011
35.414,1.014
35.444,1.021
35.474,1.014
35.504,1.021
35.534,1.008
35.564,1.011
35.594,1.018
35.624,1.018
35.654,1.017
35.684,1.012
35.714,1.019
35.744,1.009
35.774,1.026
35.804,1.011
35.834,1.012
35.864,1.012
35.894,1.011
35.924,1.012
35.954,1.017
35.984,1.016
36.014,1.011
36.044,1.007
36.074,1.010
36.104,1.015
36.134,1.015
36.164,1.012
36.194,1.011
36.224,1.012
36.254,1.013
36.284,1.013
36.314,1.013
36.344,1.011
36.374,1.017
36.404,1.008
36.434,1.013
36.464,1.014
36.494,1.017
36.524,1.010
36.554,1.013
36.584,1.016
36.614,1.016
36.644,1.020
36.674,1.013
36.704,1.012
36.734,1.011
36.764,1.014
36.794,1.017
36.824,1.012
36.854,1.013
36.884,1.014
36.914,1.014
36.944,1.007
36.974,1.014
37.004,1.012
37.034,1.011
37.064,1.010
37.094,1.014
37.124,1.016
37.154,1.013
37.184,1.011
37.214,1.009
37.244,1.014
37.274,1.014
37.304,1.013
37.334,1.012
37.364,1.015
37.394,1.021
37.424,1.008
37.454,1.012
37.484,1.010
37.514,1.006
37.544,1.018
37.574,1.015
37.604,1.011
37.634,1.012
37.664,1.008
37.694,1.007
37.724,1.013
37.754,1.022
37.784,1.009
37.814,1.009
37.844,1.014
37.874,1.012
37.904,1.015
37.934,1.016
37.964,1.014
37.994,1.010
38.024,1.013
38.054,1.014
38.084,1.011
38.114,1.017
38.144,1.009
38.174,1.011
38.204,1.014
38.234,1.015
38.264,1.015
38.294,1.013
38.324,1.010
38.354,1.015
38.384,1.018
38.414,1.007
38.444,1.013
38.474,1.011
38.504,1.012
38.534,1.016
38.564,1.012
38.594,1.020
38.624,1.014
38.654,1.008
38.684,1.003
38.714,1.014
38.744,1.019
38.774,1.010
38.804,1.010
38.834,1.013
38.864,1.014
38.894,1.009
38.924,1.015
38.954,1.013
38.984,1.010
39.014,1.011
39.044,1.012
39.074,1.014
39.104,1.012
39.134,1.010
39.164,1.013
39.194,1.015
39.224,1.017
39.254,1.012
39.284,1.008
39.314,1.013
39.344,1.012
39.374,1.012
39.404,1.021
39.434,1.006
39.464,1.016
39.494,1.014
39.524,1.016
39.554,1.014
39.584,1.012
39.614,1.016
39.644,1.011
39.674,1.022
39.704,1.017
39.734,1.005
39.764,1.012
39.794,1.015
39.824,1.018
39.854,1.015
39.884,1.014
39.914,1.012
39.944,1.012
39.974,1.013
40.004,1.009
40.034,1.014
40.064,1.013
40.094,1.013
40.124,1.008
40.154,1.014
40.184,1.013
40.214,1.017
40.244,1.015
40.274,1.015
40.304,1.016
40.334,1.011
40.364,1.021
40.394,1.005
40.424,1.014
40.454,1.011
40.484,1.006
40.514,1.017
40.544,1.013
40.574,1.012
40.604,1.017
40.634,1.008
40.664,1.003
40.694,1.021
40.724,1.019
40.754,1.007
40.784,1.010
40.814,1.012
40.844,1.017
40.874,1.019
40.904,1.016
40.934,1.011
40.964,1.013
40.994,1.013
41.024,1.015
41.054,1.014
41.084,1.014
41.114,1.013
41.144,1.012
41.174,1.015
41.204,1.011
41.234,1.017
41.264,1.022
41.294,1.008
41.324,1.010
41.354,1.012
41.384,1.008
41.414,1.013
41.444,1.017
41.474,1.017
41.504,1.014
41.534,1.009
41.564,1.006
41.594,1.014
41.624,1.019
41.654,1.012
41.684,1.005
41.714,1.014
41.744,1.014
41.774,1.015
41.804,1.018
41.834,1.014
41.864,1.014
41.894,1.009
41.924,1.013
41.954,1.015
41.984,1.011
42.014,1.018
42.044,1.012
42.074,1.007
42.104,1.017
42.134,1.003
42.164,1.012
42.194,1.020
42.224,1.008
42.254,1.013
42.284,1.016
42.314,1.015
42.344,1.010
42.374,1.010
42.404,1.013
42.434,1.014
42.464,1.019
42.494,1.011
42.524,1.009
42.554,1.013
42.584,1.019
42.614,1.010
42.644,1.017
42.674,1.015
42.704,1.011
42.734,1.015
42.764,1.017
42.794,1.015
42.824,1.015
42.854,1.012
42.884,1.012
42.914,1.014
42.944,1.011
42.974,1.013
43.004,1.017
43.034,1.011
43.064,1.009
43.094,1.015
43.124,1.007
43.154,1.016
43.184,1.011
43.214,1.001
43.244,1.017
43.274,1.019
43.304,1.013
43.334,1.010
43.364,1.007
43.394,1.014
43.424,1.012
43.454,1.027
43.484,1.007
43.514,1.006
43.544,1.014
43.574,1.013
43.604,1.012
43.634,1.016
43.664,1.015
43.694,1.008
43.724,1.012
43.754,1.016
43.784,1.011
43.814,1.010
43.844,1.014
43.874,1.013
43.904,1.013
43.934,1.012
43.964,1.013
43.994,1.013
44.024,1.012
44.054,1.014
44.084,1.015
44.114,1.012
44.144,1.008
44.174,1.013
44.204,1.016
44.234,1.010
44.264,1.021
44.294,1.007
44.324,1.013
44.354,1.017
44.384,1.017
44.414,1.015
44.444,1.012
44.474,1.015
44.504,1.009
44.534,1.021
44.564,1.015
44.594,1.012
44.624,1.010
44.654,1.016
44.684,1.017
44.714,1.013
44.744,1.017
44.774,1.013
44.804,1.014
44.834,1.015
44.864,1.013
44.894,1.018
44.924,1.011
44.954,1.013
44.984,1.018
45.014,1.013
45.044,1.013
45.074,1.013
45.104,1.016
45.134,1.013
45.164,1.017
45.194,1.015
45.224,1.010
45.254,1.011
45.284,1.012
45.314,1.016
45.344,1.012
45.374,1.007
45.404,1.018
45.434,1.017
45.464,1.014
45.494,1.012
45.524,1.012
45.554,1.014
45.584,1.016
45.614,1.026
45.644,1.011
45.674,1.009
45.704,1.014
45.734,1.012
45.764,1.017
45.794,1.016
45.824,1.013
45.854,1.010
45.884,1.011
45.914,1.010
45.944,1.014
45.974,1.014
46.004,1.010
46.034,1.014
46.064,1.017
46.094,1.010
46.124,1.008
46.154,1.021
46.184,1.024
46.214,1.010
46.244,1.018
46.274,1.008
46.304,1.013
46.334,1.017
46.364,1.015
46.394,1.015
46.424,1.012
46.454,1.017
46.484,1.007
46.514,1.023
46.544,1.019
46.574,1.011
46.604,1.016
46.634,1.015
46.664,1.012
46.694,1.020
46.724,1.029
46.754,1.021
46.784,1.018
46.814,1.016
46.844,1.022
46.874,1.017
46.904,1.020
46.934,1.016
46.964,1.015
46.994,1.005
47.024,1.022
47.054,1.025
47.084,1.021
47.114,1.024
47.144,1.020
47.174,1.020
47.204,1.028
47.234,1.013
47.264,1.020
47.294,1.020
47.324,1.022
47.354,1.021
47.384,1.025
47.414,1.027
47.444,1.024
47.474,1.018
47.504,1.020
47.534,1.023
47.564,1.026
47.594,1.019
47.624,1.017
47.654,1.021
47.684,1.022
47.714,1.021
47.744,1.016
47.774,1.029
47.804,1.020
47.834,1.016
47.864,1.029
47.894,1.021
47.924,1.012
47.954,1.023
47.984,1.026
48.014,1.019
48.044,1.021
48.074,1.008
48.104,1.021
48.134,1.023
48.164,1.026
48.194,1.042
48.224,1.016
48.254,1.027
48.284,1.019
48.314,1.018
48.344,1.031
48.374,1.036
48.404,1.030
48.434,1.018
48.464,1.016
48.494,1.006
48.524,1.021
48.554,1.016
48.584,1.035
48.614,1.005
48.644,1.014
48.674,1.005
48.704,1.060
48.734,1.053
48.764,1.020
48.794,1.020
48.824,1.032
48.854,1.025
48.884,1.030
48.914,1.032
48.944,0.997
48.974,1.021
49.004,1.042
49.034,1.027
49.064,1.012
49.094,1.012
49.124,1.024
49.154,1.028
49.184,1.037
49.214,1.023
49.244,1.022
49.274,1.021
49.304,1.022
49.334,1.021
49.364,1.026
49.394,1.021
49.424,1.016
49.454,1.031
49.484,1.031
49.514,1.021
49.544,1.029
49.574,1.028
49.604,1.024
49.634,1.032
49.664,1.030
49.694,1.028
49.724,1.029
49.754,1.033
49.784,1.033
49.814,1.028
49.844,1.030
49.874,1.013
49.904,1.021
49.934,1.022
49.964,1.029
49.994,1.009
50.024,1.030
50.054,1.007
50.084,1.033
50.114,1.021
50.144,1.021
50.174,1.038
50.204,1.035
50.234,1.031
50.264,1.021
50.294,1.022
50.324,1.020
50.354,1.026
50.384,1.036
50.414,1.021
50.444,1.025
50.474,1.021
50.504,1.024
50.534,1.031
50.564,1.034
50.594,1.030
50.624,1.014
50.654,1.019
50.684,1.028
50.714,1.027
50.744,1.010
50.774,1.034
50.804,1.031
50.834,1.018
50.864,1.031
50.894,1.003
50.924,1.000
50.954,1.041
50.984,1.000
51.014,1.033
51.044,1.050
51.074,1.034
51.104,1.021
51.134,1.044
51.164,1.021
51.194,1.015
51.224,1.012
51.254,1.028
51.284,1.018
51.314,1.016
51.344,1.034
51.374,0.989
51.404,1.013
51.434,1.033
51.464,1.027
51.494,1.013
51.524,1.014
51.554,1.026
51.584,1.020
51.614,1.020
51.644,1.031
51.674,1.021
51.704,1.026
51.734,1.026
51.764,1.024
51.794,1.017
51.824,1.025
51.854,1.028
51.884,1.020
51.914,1.019
51.944,1.028
51.974,1.029
52.004,1.019
52.034,1.016
52.064,1.023
52.094,1.025
52.124,1.025
52.154,1.025
52.184,1.025
52.214,1.019
52.244,1.015
52.274,1.023
52.304,1.026
52.334,1.027
52.364,1.029
52.394,1.027
52.424,1.013
52.454,1.019
52.484,1.028
52.514,1.016
52.544,1.017
52.574,1.024
52.604,1.025
52.634,1.021
52.664,1.025
52.694,1.025
52.724,1.021
52.754,1.018
52.784,1.022
52.814,1.024
52.844,1.019
52.874,1.020
52.904,1.023
52.934,1.021
52.964,1.025
52.994,1.023
53.024,1.024
53.054,1.021
53.084,1.021
53.114,1.023
53.144,1.021
53.174,1.029
53.204,1.017
53.234,1.020
53.264,1.018
53.294,1.021
53.324,1.026
53.354,1.023
53.384,1.027
53.414,1.018
53.444,1.026
53.474,1.021
53.504,1.029
53.534,1.024
53.564,1.018
53.594,1.027
53.624,1.023
53.654,1.023
53.684,1.025
53.714,1.026
53.744,1.024
53.774,1.023
53.804,1.025
53.834,1.022
53.864,1.024
53.894,1.024
53.924,1.021
53.954,1.021
53.984,1.021
54.014,1.024
54.044,1.022
54.074,1.021
54.104,1.015
54.134,1.025
54.164,1.020
54.194,1.025
54.224,1.026
54.254,1.013
54.284,1.024
54.314,1.027
54.344,1.022
54.374,1.021
54.404,1.027
54.434,1.018
54.464,1.026
54.494,1.023
54.524,1.020
54.554,1.024
54.584,1.021
54.614,1.020
54.644,1.021
54.674,1.028
54.704,1.021
54.734,1.020
54.764,1.020
54.794,1.021
54.824,1.022
54.854,1.022
54.884,1.029
54.914,1.029
54.944,1.018
54.974,1.026
55.004,1.021
55.034,1.021
55.064,1.023
55.094,1.022
55.124,1.028
55.154,1.023
55.184,1.012
55.214,1.021
55.244,1.029
55.274,1.020
55.304,1.024
55.334,1.026
55.364,1.024
55.394,1.020
55.424,1.025
55.454,1.024
55.484,1.021
55.514,1.021
55.544,1.019
55.574,1.025
55.604,1.023
55.634,1.019
55.664,1.024
55.694,1.013
55.724,1.024
55.754,1.024
55.784,1.021
55.814,1.024
55.844,1.021
55.874,1.022
55.904,1.022
55.934,1.025
55.964,1.022
55.994,1.030
56.024,1.021
56.054,1.021
56.084,1.023
56.114,1.021
56.144,1.026
56.174,1.024
56.204,1.022
56.234,1.023
56.264,1.025
56.294,1.023
56.324,1.023
56.354,1.021
56.384,1.025
56.414,1.025
56.444,1.021
56.474,1.024
56.504,1.012
56.534,1.020
56.564,1.024
56.594,1.020
56.624,1.026
56.654,1.024
56.684,1.022
56.714,1.021
56.744,1.017
56.774,1.017
56.804,1.030
56.834,1.019
56.864,1.023
56.894,1.024
56.924,1.025
56.954,1.023
56.984,1.026
57.014,1.023
57.044,1.021
57.074,1.025
57.104,1.021
57.134,1.020
57.164,1.022
57.194,1.026
57.224,1.025
57.254,1.024
57.284,1.016
57.314,1.020
57.344,1.025
57.374,1.023
57.404,1.026
57.434,1.025
57.464,1.017
57.494,1.033
57.524,1.023
57.554,1.021
57.584,1.023
57.614,1.020
57.644,1.022
57.674,1.024
57.704,1.025
57.734,1.022
57.764,1.023
57.794,1.019
57.824,1.023
57.854,1.022
57.884,1.021
57.914,1.023
57.944,1.015
57.974,1.026
58.004,1.022
58.034,1.015
58.064,1.026
58.094,1.024
58.124,1.022
58.154,1.022
58.184,1.024
58.214,1.026
58.244,1.034
58.274,1.021
58.304,1.022
58.334,1.023
58.364,1.022
58.394,1.021
58.424,1.021
58.454,1.025
58.484,1.019
58.514,1.022
58.544,1.017
58.574,1.023
58.604,1.026
58.634,1.020
58.664,1.024
58.694,1.030
58.724,1.015
58.754,1.021
58.784,1.021
58.814,1.021
58.844,1.027
58.874,1.022
58.904,1.024
58.934,1.016
58.964,1.019
58.994,1.025
59.024,1.031
59.054,1.019
59.084,1.021
59.114,1.025
59.144,1.024
59.174,1.022
59.204,1.022
59.234,1.020
59.264,1.023
59.294,1.022
59.324,1.022
59.354,1.023
59.384,1.028
59.414,1.024
59.444,1.023
59.474,1.019
59.504,1.026
59.534,1.020
59.564,1.021
59.594,1.033
59.624,1.018
59.654,1.024
59.684,1.019
59.714,1.021
59.744,1.026
59.774,1.023
59.804,1.029
59.834,1.021
59.864,1.014
59.894,1.022
59.924,1.029
59.954,1.018
59.984,1.023
60.014,1.024
60.044,1.023
60.074,1.022
60.104,1.025
60.134,1.023
60.164,1.022
60.194,1.025
60.224,1.022
60.254,1.021
60.284,1.018
60.314,1.028
60.344,1.027
60.374,1.023
60.404,1.023
60.434,1.017
60.464,1.023
60.494,1.022
60.524,1.031
60.554,1.022
60.584,1.031
60.614,1.019
60.644,1.029
60.674,1.023
60.704,1.017
60.734,1.024
60.764,1.021
60.794,1.021
60.824,1.024
60.854,1.025
60.884,1.022
60.914,1.022
60.944,1.021
60.974,1.018
61.004,1.021
61.034,1.025
61.064,1.020
61.094,1.024
61.124,1.019
61.154,1.024
61.184,1.028
61.214,1.023
61.244,1.022
61.274,1.024
61.304,1.022
61.334,1.025
61.364,1.024
61.394,1.021
61.424,1.024
61.454,1.023
61.484,1.021
61.514,1.020
61.544,1.025
61.574,1.025
61.604,1.021
61.634,1.027
61.664,1.024
61.694,1.023
61.724,1.025
61.754,1.024
61.784,1.027
61.814,1.014
61.844,1.026
61.874,1.019
61.904,1.017
61.934,1.023
61.964,1.023
61.994,1.026
62.024,1.023
62.054,1.019
62.084,1.024
62.114,1.030
62.144,1.022
62.174,1.021
62.204,1.025
62.234,1.024
62.264,1.021
62.294,1.022
62.324,1.026
62.354,1.021
62.384,1.022
62.414,1.020
62.444,1.021
62.474,1.022
62.504,1.024
62.534,1.021
62.564,1.019
62.594,1.026
62.624,1.022
62.654,1.026
62.684,1.023
62.714,1.025
62.744,1.023
62.774,1.021
62.804,1.021
62.834,1.025
62.864,1.016
62.894,1.024
62.924,1.021
62.954,1.021
62.984,1.021
63.014,1.025
63.044,1.020
63.074,1.023
63.104,1.023
63.134,1.017
63.164,1.023
63.194,1.025
63.224,1.021
63.254,1.019
63.284,1.023
63.314,1.025
63.344,1.023
63.374,1.029
63.404,1.021
63.434,1.018
63.464,1.025
63.494,1.021
63.524,1.021
63.554,1.028
63.584,1.025
63.614,1.021
63.644,1.021
63.674,1.021
63.704,1.023
63.734,1.021
63.764,1.019
63.794,1.030
63.824,1.033
63.854,1.021
63.884,1.021
63.914,1.017
63.944,1.020
63.974,1.023
64.004,1.026
64.034,1.023
64.064,1.016
64.094,1.025
64.124,1.023
64.154,1.033
64.184,1.027
64.214,1.023
64.244,1.021
64.274,1.033
64.304,1.018
64.334,1.027
64.364,1.029
64.394,1.029
64.424,1.019
64.454,1.022
64.484,1.031
64.514,1.028
64.544,1.021
64.574,1.021
64.604,1.023
64.634,1.023
64.664,1.020
64.694,1.018
64.724,1.026
64.754,1.020
64.784,1.028
64.814,1.022
64.844,1.023
64.874,1.021
64.904,1.026
64.934,1.019
64.964,1.027
64.994,1.021
65.024,1.016
65.054,1.025
65.084,1.030
65.114,1.023
65.144,1.021
65.174,1.029
65.204,1.029
65.234,1.019
65.264,1.023
65.294,1.025
65.324,1.025
65.354,1.021
65.384,1.026
65.414,1.022
65.444,1.021
65.474,1.028
65.504,1.030
65.534,1.020
65.564,1.030
65.594,1.015
65.624,1.022
65.654,1.024
65.684,1.027
65.714,1.023
65.744,1.021
65.774,1.013
65.804,1.027
65.834,1.029
65.864,1.016
65.894,1.028
65.924,1.022
65.954,1.023
65.984,1.026
66.014,1.029
66.044,1.026
66.074,1.020
66.104,1.023
66.134,1.024
66.164,1.021
66.194,1.018
66.224,1.022
66.254,1.022
66.284,1.017
66.314,1.025
66.344,1.029
66.374,1.015
66.404,1.026
66.434,1.028
66.464,1.022
66.494,1.027
66.524,1.035
