df_hash,22ZHK4.VNCQ3E
58.215,71
58.240,-14
58.265,-117
58.290,-305
58.315,-552
58.340,-727
58.365,-684
58.390,-379
58.415,85
58.440,528
58.465,815
58.490,927
58.515,938
58.540,927
58.565,912
58.590,867
58.615,772
58.640,660
58.665,590
58.690,587
58.715,606
58.740,567
58.765,429
58.790,233
58.815,59
58.840,-61
58.865,-179
58.890,-373
58.915,-632
58.940,-824
58.965,-782
58.990,-454
59.015,37
59.040,486
59.065,752
59.090,845
59.115,866
59.140,889
59.165,903
59.190,863
59.215,759
59.240,642
59.265,569
59.290,553
59.315,553
59.340,515
59.365,405
59.390,235
59.415,50
59.440,-105
59.465,-230
59.490,-376
59.515,-585
59.540,-819
59.565,-930
59.590,-768
59.615,-323
59.640,232
59.665,665
59.690,871
59.715,930
59.740,986
59.765,1090
59.790,1163
59.815,1120
59.840,981
59.865,858
59.890,819
59.915,829
59.940,800
59.965,694
59.990,545
60.015,391
60.040,225
60.065,27
60.090,-182
60.115,-358
60.140,-497
60.165,-663
60.190,-891
60.215,-1094
60.240,-1088
60.265,-758
60.290,-189
60.315,373
60.340,729
60.365,864
60.390,918
60.415,1019
60.440,1158
60.465,1234
60.490,1181
60.515,1049
60.540,947
60.565,927
60.590,943
60.615,906
60.640,775
60.665,590
60.690,414
60.715,262
60.740,100
60.765,-98
60.790,-308
60.815,-474
60.840,-586
60.865,-713
60.890,-918
60.915,-1157
60.940,-1257
60.965,-1055
60.990,-555
61.015,46
61.040,513
61.065,750
61.090,850
61.115,956
61.140,1108
61.165,1229
61.190,1236
61.215,1145
61.240,1049
61.265,1015
61.290,1027
61.315,1020
61.340,954
61.365,837
61.390,692
61.415,534
61.440,368
61.465,206
61.490,50
61.515,-110
61.540,-282
61.565,-443
61.590,-562
61.615,-652
61.640,-777
61.665,-974
61.690,-1151
61.715,-1117
61.740,-746
61.765,-128
61.790,476
61.815,849
61.840,987
61.865,1054
61.890,1182
61.915,1343
61.940,1412
61.965,1340
61.990,1209
62.015,1136
62.040,1143
62.065,1152
62.090,1093
62.115,967
62.140,818
62.165,662
62.190,486
62.215,288
62.240,100
62.265,-57
62.290,-206
62.315,-381
62.340,-568
62.365,-716
62.390,-820
62.415,-947
62.440,-1152
62.465,-1354
62.490,-1350
62.515,-995
62.540,-371
62.565,253
62.590,649
62.615,799
62.640,864
62.665,981
62.690,1133
62.715,1213
62.740,1171
62.765,1075
62.790,1020
62.815,1029
62.840,1047
62.865,1016
62.890,932
62.915,819
62.940,689
62.965,538
62.990,370
63.015,208
63.040,59
63.065,-89
63.090,-249
63.115,-398
63.140,-512
63.165,-617
63.190,-770
63.215,-974
63.240,-1108
63.265,-995
63.290,-564
63.315,54
63.340,610
63.365,928
63.390,1029
63.415,1062
63.440,1135
63.465,1226
63.490,1246
63.515,1164
63.540,1044
63.565,976
63.590,983
63.615,1002
63.640,960
63.665,841
63.690,686
63.715,542
63.740,411
63.765,261
63.790,75
63.815,-119
63.840,-278
63.865,-389
63.890,-496
63.915,-659
63.940,-871
63.965,-1020
63.990,-947
64.015,-577
64.040,-2
64.065,559
64.090,921
64.115,1050
64.140,1059
64.165,1077
64.190,1134
64.215,1162
64.240,1102
64.265,985
64.290,901
64.315,897
64.340,926
64.365,899
64.390,776
64.415,604
64.440,446
64.465,314
64.490,163
64.515,-34
64.540,-242
64.565,-399
64.590,-497
64.615,-615
64.640,-833
64.665,-1123
64.690,-1333
64.715,-1293
64.740,-958
64.765,-461
64.790,-16
64.815,231
64.840,283
64.865,246
64.890,221
64.915,235
64.940,267
64.965,315
64.990,423
65.015,630
65.040,903
65.065,1125
65.090,1176
65.115,1034
65.140,802
65.165,624
65.190,573
65.215,603
65.240,616
65.265,555
65.290,431
65.315,276
65.340,90
65.365,-132
65.390,-348
65.415,-448
65.440,-347
65.465,-68
65.490,256
65.515,493
65.540,600
65.565,624
65.590,623
65.615,620
65.640,626
65.665,674
65.690,796
65.715,954
65.740,1044
65.765,997
65.790,873
65.815,827
65.840,959
65.865,1196
65.890,1342
65.915,1240
65.940,880
65.965,369
65.990,-173
66.015,-661
66.040,-1006
66.065,-1101
66.090,-889
66.115,-451
66.140,10
66.165,309
66.190,406
66.215,402
66.240,405
66.265,421
66.290,380
66.315,253
66.340,111
66.365,69
66.390,169
66.415,340
66.440,457
66.465,450
66.490,341
66.515,203
66.540,83
66.565,-24
66.590,-148
66.615,-283
66.640,-364
66.665,-304
66.690,-66
66.715,289
66.740,629
66.765,835
66.790,881
66.815,831
66.840,770
66.865,723
66.890,652
66.915,517
66.940,340
66.965,183
66.990,85
67.015,25
67.040,-47
67.065,-142
67.090,-218
67.115,-233
67.140,-211
67.165,-230
67.190,-330
67.215,-444
67.240,-426
67.265,-174
67.290,270
67.315,735
67.340,1049
67.365,1161
67.390,1152
67.415,1137
67.440,1157
67.465,1169
67.490,1122
67.515,1030
67.540,959
67.565,946
67.590,953
67.615,906
67.640,773
67.665,590
67.690,403
67.715,201
67.740,-67
67.765,-406
67.790,-702
67.815,-789
67.840,-586
67.865,-188
67.890,194
67.915,404
67.940,437
67.965,400
67.990,383
68.015,379
68.040,328
68.065,216
68.090,106
68.115,72
68.140,115
68.165,161
68.190,139
68.215,51
68.240,-48
68.265,-131
68.290,-233
68.315,-396
68.340,-585
68.365,-668
68.390,-511
68.415,-104
68.440,406
68.465,824
68.490,1041
68.515,1096
68.540,1096
68.565,1095
68.590,1059
68.615,939
68.640,758
68.665,610
68.690,562
68.715,578
68.740,551
68.765,419
68.790,224
68.815,55
68.840,-62
68.865,-197
68.890,-413
68.915,-661
68.940,-781
68.965,-633
68.990,-235
69.015,243
69.040,616
69.065,809
69.090,875
69.115,899
69.140,917
69.165,906
69.190,843
69.215,745
69.240,657
69.265,613
69.290,600
69.315,573
69.340,485
69.365,330
69.390,145
69.415,-15
69.440,-143
69.465,-286
69.490,-499
69.515,-753
69.540,-906
69.565,-803
69.590,-418
69.615,98
69.640,529
69.665,755
69.690,824
69.715,852
69.740,894
69.765,907
69.790,846
69.815,738
69.840,664
69.865,663
69.890,694
69.915,686
69.940,611
69.965,493
69.990,360
70.015,215
70.040,61
70.065,-81
70.090,-205
70.115,-344
70.140,-534
70.165,-732
70.190,-786
70.215,-559
70.240,-77
70.265,454
70.290,814
70.315,943
70.340,961
70.365,1001
70.390,1071
70.415,1080
70.440,985
70.465,859
70.490,806
70.515,833
70.540,847
70.565,772
70.590,631
70.615,494
70.640,381
70.665,240
70.690,36
70.715,-181
70.740,-346
70.765,-465
70.790,-621
70.815,-838
70.840,-990
70.865,-886
70.890,-468
70.915,93
70.940,538
70.965,736
70.990,768
71.015,788
71.040,848
71.065,881
71.090,820
71.115,708
71.140,645
71.165,664
71.190,702
71.215,677
71.240,585
71.265,481
71.290,389
71.315,276
71.340,114
71.365,-61
71.390,-193
71.415,-287
71.440,-417
71.465,-609
71.490,-754
71.515,-671
71.540,-291
71.565,242
71.590,681
71.615,884
71.640,908
71.665,900
71.690,926
71.715,933
71.740,859
71.765,735
71.790,659
71.815,669
71.840,701
71.865,665
71.890,549
71.915,410
71.940,291
71.965,167
71.990,-2
72.015,-201
72.040,-367
72.065,-484
72.090,-615
72.115,-812
72.140,-996
72.165,-984
72.190,-653
72.215,-93
72.240,446
72.265,767
72.290,868
72.315,897
72.340,963
72.365,1040
72.390,1035
72.415,933
72.440,823
72.465,794
72.490,832
72.515,841
72.540,762
72.565,622
72.590,484
72.615,360
72.640,208
72.665,13
72.690,-182
72.715,-330
72.740,-458
72.765,-639
72.790,-873
72.815,-1023
72.840,-907
72.865,-483
72.890,81
72.915,539
72.940,765
72.965,826
72.990,870
73.015,954
73.040,1017
73.065,987
73.090,887
73.115,812
73.140,813
73.165,845
73.190,823
73.215,724
73.240,592
73.265,470
73.290,345
73.315,180
73.340,-16
73.365,-191
73.390,-321
73.415,-454
73.440,-646
73.465,-851
73.490,-908
73.515,-671
73.540,-168
73.565,391
73.590,784
73.615,943
73.640,969
73.665,996
73.690,1051
73.715,1065
73.740,987
73.765,865
73.790,791
73.815,796
73.840,818
73.865,774
73.890,653
73.915,507
73.940,377
73.965,246
73.990,75
74.015,-125
74.040,-302
74.065,-431
74.090,-563
74.115,-755
74.140,-966
74.165,-1035
74.190,-816
74.215,-329
74.240,220
74.265,608
74.290,764
74.315,793
74.340,831
74.365,904
74.390,936
74.415,870
74.440,757
74.465,696
74.490,720
74.515,762
74.540,738
74.565,642
74.590,533
74.615,446
74.640,350
74.665,200
74.690,15
74.715,-138
74.740,-239
74.765,-348
74.790,-527
74.815,-717
74.840,-748
74.865,-494
74.890,-15
74.915,469
74.940,773
74.965,877
74.990,894
75.015,915
75.040,924
75.065,865
75.090,747
75.115,650
75.140,636
75.165,672
75.190,676
75.215,605
75.240,490
75.265,370
75.290,242
75.315,82
75.340,-96
75.365,-251
75.390,-378
75.415,-531
75.440,-742
75.465,-924
75.490,-896
75.515,-554
75.540,0
75.565,518
75.590,813
75.615,897
75.640,914
75.665,967
75.690,1022
75.715,995
75.740,878
75.765,758
75.790,712
75.815,723
75.840,713
75.865,639
75.890,527
75.915,413
75.940,286
75.965,115
75.990,-85
76.015,-259
76.040,-389
76.065,-530
76.090,-731
76.115,-927
76.140,-939
76.165,-637
76.190,-91
76.215,456
76.240,792
76.265,897
76.290,913
76.315,965
76.340,1038
76.365,1040
76.390,941
76.415,820
76.440,771
76.465,795
76.490,806
76.515,741
76.540,618
76.565,495
76.590,383
76.615,240
76.640,45
76.665,-155
76.690,-311
76.715,-439
76.740,-610
76.765,-838
76.790,-995
76.815,-899
76.840,-490
76.865,79
76.890,558
76.915,802
76.940,863
76.965,890
76.990,955
77.015,1006
77.040,968
77.065,856
77.090,762
77.115,749
77.140,780
77.165,768
77.190,675
77.215,540
77.240,411
77.265,283
77.290,122
77.315,-70
77.340,-245
77.365,-373
77.390,-500
77.415,-688
77.440,-902
77.465,-980
77.490,-766
77.515,-273
77.540,291
77.565,692
77.590,855
77.615,887
77.640,932
77.665,1014
77.690,1046
77.715,969
77.740,842
77.765,772
77.790,793
77.815,829
77.840,789
77.865,667
77.890,529
77.915,419
77.940,302
77.965,132
77.990,-70
78.015,-236
78.040,-342
78.065,-460
78.090,-662
78.115,-889
78.140,-954
78.165,-706
78.190,-198
78.215,339
78.240,690
78.265,822
78.290,855
78.315,902
78.340,956
78.365,946
78.390,856
78.415,759
78.440,729
78.465,754
78.490,760
78.515,696
78.540,583
78.565,459
78.590,330
78.615,173
78.640,-4
78.665,-164
78.690,-294
78.715,-441
78.740,-640
78.765,-822
78.790,-824
78.815,-532
78.840,-19
78.865,483
78.890,784
78.915,871
78.940,882
78.965,926
78.990,983
79.015,968
79.040,861
79.065,748
79.090,715
79.115,748
79.140,756
79.165,675
79.190,535
79.215,401
79.240,285
79.265,142
79.290,-50
79.315,-248
79.340,-395
79.365,-508
79.390,-662
79.415,-877
79.440,-1035
79.465,-953
79.490,-561
79.515,4
79.540,501
79.565,775
79.590,862
79.615,903
79.640,981
79.665,1056
79.690,1047
79.715,951
79.740,851
79.765,823
79.790,851
79.815,853
79.840,777
79.865,646
79.890,515
79.915,392
79.940,245
79.965,57
79.990,-132
80.015,-274
80.040,-386
80.065,-538
80.090,-753
80.115,-922
80.140,-869
80.165,-515
80.190,19
80.215,498
80.240,757
80.265,829
80.290,856
80.315,926
80.340,998
80.365,983
80.390,879
80.415,775
80.440,751
80.465,785
80.490,788
80.515,711
80.540,589
80.565,474
80.590,365
80.615,217
80.640,26
80.665,-151
80.690,-276
80.715,-388
80.740,-562
80.765,-782
80.790,-892
80.815,-726
80.840,-282
80.865,244
80.890,628
80.915,793
80.940,833
80.965,867
80.990,910
81.015,900
81.040,812
81.065,709
81.090,668
81.115,688
81.140,701
81.165,651
81.190,551
81.215,437
81.240,313
81.265,158
81.290,-18
81.315,-177
81.340,-307
81.365,-454
81.390,-656
81.415,-843
81.440,-849
81.465,-561
81.490,-58
81.515,434
81.540,730
81.565,828
81.590,855
81.615,906
81.640,956
81.665,934
81.690,836
81.715,741
81.740,710
81.765,722
81.790,708
81.815,634
81.840,522
81.865,393
81.890,242
81.915,62
81.940,-117
81.965,-265
81.990,-402
82.015,-583
82.040,-797
82.065,-906
82.090,-745
82.115,-296
82.140,256
82.165,670
82.190,851
82.215,895
82.240,947
82.265,1033
82.290,1067
82.315,989
82.340,854
82.365,767
82.390,759
82.415,764
82.440,710
82.465,597
82.490,469
82.515,338
82.540,177
82.565,-20
82.590,-211
82.615,-361
82.640,-506
82.665,-704
82.690,-916
82.715,-978
82.740,-739
82.765,-234
82.790,310
82.815,671
82.840,805
82.865,844
82.890,913
82.915,1004
82.940,1025
82.965,943
82.990,828
83.015,765
83.040,759
83.065,746
83.090,677
83.115,563
83.140,434
83.165,286
83.190,106
83.215,-85
83.240,-251
83.265,-396
83.290,-576
83.315,-800
83.340,-958
83.365,-874
83.390,-487
83.415,61
83.440,526
83.465,767
83.490,840
83.515,889
83.540,969
83.565,1019
83.590,970
83.615,853
83.640,763
83.665,746
83.690,756
83.715,725
83.740,637
83.765,518
83.790,385
83.815,225
83.840,39
83.865,-136
83.890,-280
83.915,-430
83.940,-633
83.965,-845
83.990,-909
84.015,-682
84.040,-198
84.065,334
84.090,703
84.115,857
84.140,904
84.165,957
84.190,1021
84.215,1027
84.240,948
84.265,838
84.290,768
84.315,748
84.340,730
84.365,670
84.390,563
84.415,422
84.440,257
84.465,81
84.490,-80
84.515,-220
84.540,-372
84.565,-581
84.590,-818
84.615,-950
84.640,-826
84.665,-425
84.690,97
84.715,528
84.740,756
84.765,829
84.790,855
84.815,889
84.840,899
84.865,848
84.890,753
84.915,676
84.940,655
84.965,667
84.990,657
85.015,579
85.040,436
85.065,266
85.090,115
85.115,-4
85.140,-128
85.165,-310
85.190,-543
85.215,-727
85.240,-712
85.265,-426
85.290,44
85.315,503
85.340,795
85.365,903
85.390,920
85.415,927
85.440,926
85.465,877
85.490,777
85.515,673
85.540,614
85.565,598
85.590,582
85.615,518
85.640,392
85.665,223
85.690,44
85.715,-113
85.740,-243
85.765,-382
85.790,-578
85.815,-816
85.840,-978
85.865,-903
85.890,-533
85.915,4
85.940,486
85.965,761
85.990,854
86.015,892
86.040,950
86.065,997
86.090,966
86.115,861
86.140,756
86.165,709
86.190,705
86.215,683
86.240,605
86.265,478
86.290,322
86.315,154
86.340,-11
86.365,-160
86.390,-300
86.415,-475
86.440,-695
86.465,-874
86.490,-849
86.515,-525
86.540,5
86.565,510
86.590,807
86.615,900
86.640,930
86.665,995
86.690,1059
86.715,1038
86.740,925
86.765,810
86.790,768
86.815,776
86.840,753
86.865,661
86.890,531
86.915,400
86.940,257
86.965,79
86.990,-113
87.015,-274
87.040,-409
87.065,-582
87.090,-810
87.115,-976
87.140,-892
87.165,-489
87.190,80
87.215,558
87.240,802
87.265,876
87.290,926
87.315,1009
87.340,1059
87.365,1009
87.390,897
87.415,815
87.440,799
87.465,794
87.490,737
87.515,626
87.540,500
87.565,369
87.590,204
87.615,1
87.640,-191
87.665,-332
87.690,-461
87.715,-647
87.740,-874
87.765,-991
87.790,-831
87.815,-385
87.840,158
87.865,573
87.890,771
87.915,829
87.940,863
87.965,904
87.990,908
88.015,849
88.040,763
88.065,708
88.090,700
88.115,705
88.140,680
88.165,606
88.190,485
88.215,330
88.240,170
88.265,31
88.290,-93
88.315,-248
88.340,-460
88.365,-665
88.390,-714
88.415,-495
88.440,-52
88.465,426
88.490,758
88.515,894
88.540,916
88.565,915
88.590,906
88.615,853
88.640,751
88.665,651
88.690,601
88.715,595
88.740,582
88.765,523
88.790,410
88.815,259
88.840,91
88.865,-69
88.890,-210
88.915,-348
88.940,-530
88.965,-765
88.990,-957
89.015,-940
89.040,-617
89.065,-75
89.090,455
89.115,784
89.140,896
89.165,914
89.190,946
89.215,984
89.240,962
89.265,865
89.290,757
89.315,705
89.340,705
89.365,695
89.390,629
89.415,507
89.440,353
89.465,185
89.490,16
89.515,-139
89.540,-286
89.565,-461
89.590,-684
89.615,-881
89.640,-892
89.665,-601
89.690,-73
89.715,465
89.740,808
89.765,926
89.790,946
89.815,987
89.840,1040
89.865,1027
89.890,925
89.915,808
89.940,755
89.965,757
89.990,741
90.015,662
90.040,541
90.065,411
90.090,268
90.115,90
90.140,-103
90.165,-274
90.190,-421
90.215,-601
90.240,-831
90.265,-1001
90.290,-926
90.315,-530
90.340,44
90.365,535
90.390,785
90.415,845
90.440,871
90.465,935
90.490,979
90.515,929
90.540,813
90.565,726
90.590,718
90.615,741
90.640,718
90.665,629
90.690,510
90.715,382
90.740,234
90.765,62
90.790,-103
90.815,-236
90.840,-371
90.865,-560
90.890,-766
90.915,-832
90.940,-607
90.965,-116
90.990,424
91.015,786
91.040,911
91.065,920
91.090,939
91.115,971
91.140,941
91.165,828
91.190,711
91.215,676
91.240,708
91.265,716
91.290,639
91.315,505
91.340,371
91.365,241
91.390,81
91.415,-108
91.440,-281
91.465,-410
91.490,-543
91.515,-741
91.540,-944
91.565,-971
91.590,-676
91.615,-117
91.640,455
91.665,813
91.690,930
91.715,950
91.740,1002
91.765,1071
91.790,1063
91.815,952
91.840,823
91.865,768
91.890,783
91.915,780
91.940,700
91.965,563
91.990,423
92.015,286
92.040,117
92.065,-92
92.090,-296
92.115,-458
92.140,-611
92.165,-817
92.190,-1048
92.215,-1149
92.240,-956
92.265,-463
92.290,138
92.315,605
92.340,831
92.365,900
92.390,950
92.415,1032
92.440,1083
92.465,1040
92.490,932
92.515,852
92.540,854
92.565,895
92.590,889
92.615,799
92.640,665
92.665,541
92.690,428
92.715,284
92.740,92
92.765,-106
92.790,-255
92.815,-358
92.840,-491
92.865,-706
92.890,-937
92.915,-1008
92.940,-772
92.965,-259
92.990,325
93.015,753
93.040,939
93.065,976
93.090,1006
93.115,1075
93.140,1115
93.165,1057
93.190,930
93.215,836
93.240,834
93.265,874
93.290,857
93.315,742
93.340,584
93.365,451
93.390,339
93.415,194
93.440,-7
93.465,-207
93.490,-346
93.515,-445
93.540,-593
93.565,-819
93.590,-999
93.615,-939
93.640,-561
93.665,-2
93.690,486
93.715,750
93.740,822
93.765,835
93.790,860
93.815,861
93.840,785
93.865,659
93.890,567
93.915,555
93.940,579
93.965,562
93.990,482
94.015,370
94.040,253
94.065,120
94.090,-45
94.115,-214
94.140,-343
94.165,-438
94.190,-559
94.215,-723
94.240,-829
94.265,-708
94.290,-291
94.315,286
94.340,783
94.365,1041
94.390,1100
94.415,1099
94.440,1117
94.465,1117
94.490,1040
94.515,915
94.540,835
94.565,844
94.590,883
94.615,857
94.640,745
94.665,601
94.690,474
94.715,341
94.740,156
94.765,-70
94.790,-273
94.815,-421
94.840,-571
94.865,-787
94.890,-1007
94.915,-1046
94.940,-756
94.965,-194
94.990,391
95.015,766
95.040,895
95.065,913
95.090,949
95.115,1002
95.140,989
95.165,884
95.190,765
95.215,721
95.240,747
95.265,756
95.290,688
95.315,567
95.340,445
95.365,329
95.390,177
95.415,-21
95.440,-215
95.465,-360
95.490,-491
95.515,-682
95.540,-914
95.565,-1025
95.590,-831
95.615,-323
95.640,288
95.665,741
95.690,937
95.715,979
95.740,1016
95.765,1082
95.790,1100
95.815,1015
95.840,882
95.865,801
95.890,797
95.915,802
95.940,744
95.965,628
95.990,499
96.015,368
96.040,198
96.065,-20
96.090,-238
96.115,-406
96.140,-552
96.165,-755
96.190,-1011
96.215,-1162
96.240,-1018
96.265,-548
96.290,56
96.315,535
96.340,770
96.365,845
96.390,898
96.415,971
96.440,1002
96.465,947
96.490,854
96.515,806
96.540,822
96.565,845
96.590,816
96.615,730
96.640,611
96.665,465
96.690,284
96.715,87
96.740,-82
96.765,-217
96.790,-372
96.815,-588
96.840,-786
96.865,-792
96.890,-493
96.915,26
96.940,528
96.965,823
96.990,912
97.015,926
97.040,957
97.065,975
97.090,913
97.115,783
97.140,679
97.165,661
97.190,689
97.215,675
97.240,584
97.265,454
97.290,321
97.315,175
97.340,-5
97.365,-199
97.390,-357
97.415,-486
97.440,-654
97.465,-881
97.490,-1046
97.515,-957
97.540,-539
97.565,53
97.590,549
97.615,793
97.640,848
97.665,881
97.690,964
97.715,1029
97.740,987
97.765,861
97.790,762
97.815,753
97.840,784
97.865,762
97.890,659
97.915,518
97.940,383
97.965,241
97.990,67
98.015,-122
98.040,-287
98.065,-431
98.090,-608
98.115,-821
98.140,-952
98.165,-832
98.190,-410
98.215,155
98.240,615
98.265,838
98.290,897
98.315,948
98.340,1048
98.365,1117
98.390,1069
98.415,936
98.440,832
98.465,819
98.490,842
98.515,805
98.540,682
98.565,534
98.590,409
98.615,285
98.640,112
98.665,-97
98.690,-278
98.715,-405
98.740,-542
98.765,-754
98.790,-977
98.815,-1026
98.840,-755
98.865,-226
98.890,320
98.915,670
98.940,800
98.965,845
98.990,918
99.015,1000
99.040,1007
99.065,920
99.090,820
99.115,788
99.140,812
99.165,812
99.190,742
99.215,624
99.240,504
99.265,380
99.290,219
99.315,25
99.340,-153
99.365,-292
99.390,-434
99.415,-629
99.440,-824
99.465,-856
99.490,-596
99.515,-100
99.540,409
99.565,732
99.590,844
99.615,870
99.640,918
99.665,971
99.690,949
99.715,837
99.740,722
99.765,688
99.790,719
99.815,723
99.840,645
99.865,511
99.890,379
99.915,252
99.940,95
99.965,-100
99.990,-283
100.015,-418
100.040,-544
100.065,-729
100.090,-947
100.115,-1037
100.140,-831
100.165,-333
100.190,248
100.215,669
100.240,847
100.265,892
100.290,948
100.315,1041
100.340,1085
100.365,1019
100.390,893
100.415,811
100.440,809
100.465,824
100.490,777
100.515,662
100.540,528
100.565,403
100.590,259
100.615,67
100.640,-143
100.665,-315
100.690,-445
100.715,-600
100.740,-819
100.765,-1016
100.790,-1006
100.815,-676
100.840,-116
100.865,429
100.890,764
100.915,881
100.940,918
100.965,984
100.990,1060
101.015,1061
101.040,965
101.065,852
101.090,810
101.115,835
101.140,843
101.165,771
101.190,640
101.215,509
101.240,392
101.265,249
101.290,57
101.315,-140
101.340,-288
101.365,-402
101.390,-559
101.415,-784
101.440,-960
101.465,-897
101.490,-517
101.515,47
101.540,547
101.565,822
101.590,906
101.615,934
101.640,984
101.665,1013
101.690,958
101.715,838
101.740,744
101.765,734
101.790,764
101.815,748
101.840,653
101.865,518
101.890,388
101.915,252
101.940,80
101.965,-117
101.990,-291
102.015,-420
102.040,-561
102.065,-765
102.090,-975
102.115,-1014
102.140,-741
102.165,-205
102.190,367
102.215,751
102.240,899
102.265,934
102.290,985
102.315,1061
102.340,1076
102.365,990
102.390,867
102.415,804
102.440,820
102.465,838
102.490,781
102.515,652
102.540,509
102.565,383
102.590,241
102.615,48
102.640,-168
102.665,-346
102.690,-471
102.715,-611
102.740,-819
102.765,-1023
102.790,-1040
102.815,-735
102.840,-175
102.865,400
102.890,773
102.915,908
102.940,939
102.965,993
102.990,1071
103.015,1083
103.040,993
103.065,873
103.090,820
103.115,846
103.140,866
103.165,804
103.190,671
103.215,532
103.240,412
103.265,272
103.290,81
103.315,-123
103.340,-280
103.365,-390
103.390,-536
103.415,-761
103.440,-966
103.465,-957
103.490,-626
103.515,-84
103.540,426
103.565,728
103.590,837
103.615,877
103.640,925
103.665,949
103.690,895
103.715,784
103.740,700
103.765,694
103.790,725
103.815,719
103.840,648
103.865,540
103.890,419
103.915,277
103.940,106
103.965,-66
103.990,-212
104.015,-351
104.040,-537
104.065,-758
104.090,-876
104.115,-725
104.140,-279
104.165,281
104.190,713
104.215,907
104.240,944
104.265,964
104.290,1007
104.315,1008
104.340,916
104.365,786
104.390,712
104.415,719
104.440,733
104.465,678
104.490,554
104.515,414
104.540,281
104.565,128
104.590,-60
104.615,-251
104.640,-404
104.665,-546
104.690,-741
104.715,-974
104.740,-1091
104.765,-912
104.790,-420
104.815,182
104.840,635
104.865,834
104.890,879
104.915,927
104.940,1013
104.965,1055
104.990,987
105.015,860
105.040,779
105.065,782
105.090,803
105.115,760
105.140,649
105.165,520
105.190,397
105.215,251
105.240,59
105.265,-144
105.290,-308
105.315,-442
105.340,-614
105.365,-838
105.390,-990
105.415,-884
105.440,-461
105.465,120
105.490,604
105.515,847
105.540,916
105.565,963
105.590,1050
105.615,1107
105.640,1056
105.665,925
105.690,824
105.715,816
105.740,848
105.765,827
105.790,725
105.815,591
105.840,467
105.865,335
105.890,157
105.915,-48
105.940,-221
105.965,-344
105.990,-485
106.015,-703
106.040,-930
106.065,-974
106.090,-697
106.115,-166
106.140,376
106.165,716
106.190,834
106.215,863
106.240,915
106.265,974
106.290,959
106.315,856
106.340,749
106.365,719
106.390,750
106.415,754
106.440,678
106.465,547
106.490,413
106.515,281
106.540,119
106.565,-76
106.590,-258
106.615,-396
106.640,-531
106.665,-724
106.690,-941
106.715,-1021
106.740,-802
106.765,-298
106.790,281
106.815,698
106.840,874
106.865,917
106.890,964
106.915,1038
106.940,1061
106.965,979
106.990,850
107.015,779
107.040,795
107.065,824
107.090,778
107.115,649
107.140,501
107.165,376
107.190,251
107.215,80
107.240,-124
107.265,-303
107.290,-423
107.315,-537
107.340,-719
107.365,-947
107.390,-1071
107.415,-918
107.440,-463
107.465,130
107.490,627
107.515,897
107.540,987
107.565,1031
107.590,1103
107.615,1166
107.640,1150
107.665,1050
107.690,945
107.715,907
107.740,927
107.765,925
107.790,839
107.815,685
107.840,526
107.865,389
107.890,243
107.915,51
107.940,-163
107.965,-336
107.990,-450
108.015,-569
108.040,-766
108.065,-1001
108.090,-1102
108.115,-901
108.140,-409
108.165,168
108.190,592
108.215,778
108.240,822
108.265,861
108.290,924
108.315,943
108.340,872
108.365,761
108.390,705
108.415,730
108.440,770
108.465,744
108.490,647
108.515,530
108.540,421
108.565,295
108.590,126
108.615,-57
108.640,-204
108.665,-319
108.690,-467
108.715,-671
108.740,-828
108.765,-761
108.790,-390
108.815,161
108.840,649
108.865,911
108.890,975
108.915,978
108.940,1004
108.965,1016
108.990,949
109.015,821
109.040,722
109.065,710
109.090,741
109.115,724
109.140,621
109.165,476
109.190,342
109.215,214
109.240,49
109.265,-155
109.290,-345
109.315,-482
109.340,-604
109.365,-785
109.390,-1014
109.415,-1142
109.440,-987
109.465,-513
109.490,111
109.515,628
109.540,897
109.565,973
109.590,1006
109.615,1077
109.640,1143
109.665,1121
109.690,1013
109.715,905
109.740,877
109.765,909
109.790,912
109.815,827
109.840,682
109.865,537
109.890,410
109.915,260
109.940,59
109.965,-156
109.990,-325
110.015,-450
110.040,-607
110.065,-839
110.090,-1051
110.115,-1047
110.140,-709
110.165,-131
110.190,432
110.215,776
110.240,892
110.265,918
110.290,968
110.315,1023
110.340,1002
110.365,892
110.390,778
110.415,745
110.440,777
110.465,790
110.490,731
110.515,625
110.540,518
110.565,405
110.590,246
110.615,45
110.640,-137
110.665,-265
110.690,-387
110.715,-575
110.740,-794
110.765,-873
110.790,-649
110.815,-146
110.840,413
110.865,792
110.890,930
110.915,939
110.940,943
110.965,952
110.990,902
111.015,782
111.040,667
111.065,633
111.090,662
111.115,671
111.140,610
111.165,502
111.190,385
111.215,256
111.240,88
111.265,-105
111.290,-277
111.315,-418
111.340,-586
111.365,-820
111.390,-1026
111.415,-1008
111.440,-649
111.465,-58
111.490,497
111.515,817
111.540,911
111.565,929
111.590,970
111.615,1002
111.640,950
111.665,827
111.690,725
111.715,705
111.740,728
111.765,712
111.790,629
111.815,512
111.840,387
111.865,240
111.890,55
111.915,-136
111.940,-295
111.965,-442
111.990,-639
112.015,-873
112.040,-997
112.065,-828
112.090,-341
112.115,263
112.140,720
112.165,922
112.190,968
112.215,1010
112.240,1082
112.265,1104
112.290,1020
112.315,885
112.340,800
112.365,789
112.390,789
112.415,737
112.440,634
112.465,517
112.490,388
112.515,220
112.540,18
112.565,-166
112.590,-309
