df_hash,22ZHK4.VNCQ3E
13.930,1.013
13.960,1.013
13.990,1.017
14.020,1.014
14.050,1.016
14.080,1.017
14.110,1.011
14.140,1.012
14.170,1.013
14.200,1.013
14.230,1.010
14.260,1.014
14.290,1.008
14.320,1.012
14.350,1.016
14.380,1.015
14.410,1.013
14.440,1.016
14.470,1.013
14.500,1.008
14.530,1.011
14.560,1.014
14.590,1.015
14.620,1.006
14.650,1.017
14.680,1.012
14.710,1.007
14.740,1.015
14.770,1.017
14.800,1.019
14.830,1.018
14.860,1.016
14.890,1.013
14.920,1.009
14.950,1.012
14.980,1.015
15.010,1.013
15.040,1.011
15.070,1.009
15.100,1.012
15.130,1.015
15.160,1.016
15.190,1.019
15.220,1.018
15.250,1.008
15.280,1.016
15.310,1.016
15.340,1.013
15.370,1.013
15.400,1.014
15.430,1.010
15.460,1.011
15.490,1.013
15.520,1.021
15.550,1.012
15.580,1.011
15.610,1.013
15.640,1.010
15.670,1.012
15.700,1.014
15.730,1.017
15.760,1.014
15.790,1.011
15.820,1.014
15.850,1.011
15.880,1.018
15.910,1.012
15.940,1.015
15.970,1.015
16.000,1.012
16.030,1.011
16.060,1.008
16.090,1.018
16.120,1.016
16.150,1.018
16.180,1.037
16.210,1.041
16.240,1.031
16.270,1.015
16.300,0.987
16.330,0.972
16.360,0.990
16.390,0.998
16.420,1.041
16.450,1.088
16.480,1.074
16.510,1.029
16.540,0.983
16.570,0.970
16.600,0.970
16.630,0.989
16.660,1.003
16.690,1.026
16.720,1.060
16.750,1.088
16.780,1.060
16.810,1.024
16.840,0.993
16.870,0.965
16.900,0.977
16.930,0.985
16.960,1.007
16.990,1.037
17.020,1.062
17.050,1.073
17.080,1.050
17.110,1.018
17.140,0.983
17.170,0.976
17.200,1.002
17.230,1.010
17.260,1.017
17.290,1.021
17.320,1.019
17.350,1.020
17.380,1.014
17.410,1.003
17.440,0.999
17.470,0.994
17.500,0.996
17.530,1.005
17.560,1.008
17.590,1.007
17.620,1.035
17.650,1.062
17.680,1.062
17.710,1.040
17.740,1.026
17.770,1.007
17.800,1.003
17.830,1.012
17.860,1.004
17.890,0.999
17.920,1.003
17.950,1.015
17.980,1.020
18.010,1.019
18.040,1.018
18.070,1.015
18.100,1.021
18.130,1.016
18.160,1.014
18.190,1.012
18.220,1.005
18.250,1.006
18.280,1.008
18.310,1.019
18.340,1.025
18.370,1.021
18.400,1.021
18.430,1.021
18.460,1.012
18.490,1.024
18.520,1.020
18.550,1.008
18.580,1.009
18.610,1.022
18.640,1.022
18.670,1.016
18.700,1.016
18.730,1.017
18.760,1.016
18.790,1.010
18.820,1.019
18.850,1.026
18.880,1.016
18.910,1.014
18.940,1.007
18.970,1.003
19.000,1.009
19.030,1.021
19.060,1.018
19.090,1.015
19.120,1.022
19.150,1.021
19.180,1.021
19.210,1.019
19.240,1.021
19.270,1.016
19.300,1.017
19.330,1.017
19.360,1.009
19.390,1.018
19.420,1.014
19.450,1.018
19.480,1.023
19.510,1.016
19.540,1.013
19.570,1.020
19.600,1.015
19.630,1.014
19.660,1.016
19.690,1.014
19.720,1.017
19.750,1.020
19.780,1.015
19.810,1.011
19.840,1.011
19.870,1.020
19.900,1.017
19.930,1.021
19.960,1.025
19.990,1.014
20.020,1.011
20.050,1.014
20.080,1.022
20.110,1.020
20.140,1.016
20.170,1.011
20.200,1.015
20.230,1.008
20.260,1.004
20.290,1.014
20.320,1.018
20.350,1.034
20.380,1.038
20.410,1.029
20.440,1.019
20.470,1.013
20.500,1.019
20.530,1.014
20.560,1.006
20.590,1.008
20.620,1.015
20.650,1.020
20.680,1.027
20.710,1.020
20.740,1.015
20.770,1.017
20.800,1.017
20.830,1.016
20.860,1.019
20.890,1.016
20.920,1.014
20.950,1.015
20.980,1.021
21.010,1.017
21.040,1.017
21.070,1.019
21.100,1.016
21.130,1.019
21.160,1.017
21.190,1.021
21.220,1.016
21.250,1.016
21.280,1.012
21.310,1.021
21.340,1.021
21.370,1.014
21.400,1.015
21.430,1.019
21.460,1.019
21.490,1.021
21.520,1.019
21.550,1.018
21.580,1.014
21.610,1.020
21.640,1.016
21.670,1.016
21.700,1.021
21.730,1.019
21.760,1.015
21.790,1.018
21.820,1.015
21.850,1.014
21.880,1.015
21.910,1.019
21.940,1.021
21.970,1.019
22.000,1.019
22.030,1.015
22.060,1.015
22.090,1.016
22.120,1.020
22.150,1.021
22.180,1.015
22.210,1.014
22.240,1.016
22.270,1.023
22.300,1.017
22.330,1.017
22.360,1.015
22.390,1.017
22.420,1.019
22.450,1.022
22.480,1.019
22.510,1.018
22.540,1.015
22.570,1.018
22.600,1.022
22.630,1.022
22.660,1.021
22.690,1.023
22.720,1.019
22.750,1.022
22.780,1.012
22.810,1.015
22.840,1.017
22.870,1.018
22.900,1.017
22.930,1.021
22.960,1.020
22.990,1.015
23.020,1.021
23.050,1.016
23.080,1.014
23.110,1.015
23.140,1.019
23.170,1.011
23.200,1.014
23.230,1.020
23.260,1.020
23.290,1.021
23.320,1.021
23.350,1.017
23.380,1.016
23.410,1.020
23.440,1.020
23.470,1.020
23.500,1.016
23.530,1.017
23.560,1.017
23.590,1.017
23.620,1.016
23.650,1.020
23.680,1.017
23.710,1.015
23.740,1.019
23.770,1.016
23.800,1.016
23.830,1.017
23.860,1.021
23.890,1.020
23.920,1.013
23.950,1.019
23.980,1.020
24.010,1.022
24.040,1.018
24.070,1.018
24.100,1.017
24.130,1.021
24.160,1.016
24.190,1.020
24.220,1.021
24.250,1.021
24.280,1.021
24.310,1.017
24.340,1.016
24.370,1.021
24.400,1.016
24.430,1.020
24.460,1.022
24.490,1.021
24.520,1.018
24.550,1.015
24.580,1.021
24.610,1.021
24.640,1.017
24.670,1.015
24.700,1.016
24.730,1.019
24.760,1.017
24.790,1.017
24.820,1.020
24.850,1.018
24.880,1.016
24.910,1.016
24.940,1.020
24.970,1.018
25.000,1.021
25.030,1.021
25.060,1.016
25.090,1.015
25.120,1.020
25.150,1.021
25.180,1.017
25.210,1.022
25.240,1.022
25.270,1.017
25.300,1.017
25.330,1.022
25.360,1.015
25.390,1.020
25.420,1.017
25.450,1.021
25.480,1.015
25.510,1.016
25.540,1.021
25.570,1.021
25.600,1.018
25.630,1.018
25.660,1.022
25.690,1.017
25.720,1.017
25.750,1.021
25.780,1.020
25.810,1.021
25.840,1.022
25.870,1.013
25.900,1.016
25.930,1.020
25.960,1.018
25.990,1.021
26.020,1.016
26.050,1.018
26.080,1.021
26.110,1.021
26.140,1.019
26.170,1.022
26.200,1.017
26.230,1.016
26.260,1.017
26.290,1.022
26.320,1.023
26.350,1.021
26.380,1.020
26.410,1.022
26.440,1.016
26.470,1.021
26.500,1.018
26.530,1.019
26.560,1.019
26.590,1.018
26.620,1.020
26.650,1.021
26.680,1.019
26.710,1.020
26.740,1.017
26.770,1.017
26.800,1.014
26.830,1.021
26.860,1.022
26.890,1.021
26.920,1.019
26.950,1.021
26.980,1.017
27.010,1.021
27.040,1.021
27.070,1.022
27.100,1.013
27.130,1.018
27.160,1.017
27.190,1.018
27.220,1.021
27.250,1.017
27.280,1.015
27.310,1.021
27.340,1.019
27.370,1.019
27.400,1.021
27.430,1.012
27.460,1.022
27.490,1.023
27.520,1.018
27.550,1.018
27.580,1.016
27.610,1.022
27.640,1.023
27.670,1.020
27.700,1.021
27.730,1.020
27.760,1.021
27.790,1.024
27.820,1.021
27.850,1.014
27.880,1.019
27.910,1.021
27.940,1.019
27.970,1.023
28.000,1.021
28.030,1.013
28.060,1.025
28.090,1.020
28.120,1.021
28.150,1.019
28.180,1.019
28.210,1.015
28.240,1.020
28.270,1.024
28.300,1.022
28.330,1.013
28.360,1.019
28.390,1.016
28.420,1.015
28.450,1.020
28.480,1.020
28.510,1.021
28.540,1.025
28.570,1.020
28.600,1.021
28.630,1.016
28.660,1.018
28.690,1.021
28.720,1.019
28.750,1.021
28.780,1.019
28.810,1.020
28.840,1.022
28.870,1.024
28.900,1.020
28.930,1.023
28.960,1.016
28.990,1.021
29.020,1.019
29.050,1.017
29.080,1.021
29.110,1.023
29.140,1.019
29.170,1.021
29.200,1.018
29.230,1.018
29.260,1.023
29.290,1.020
29.320,1.020
29.350,1.022
29.380,1.021
29.410,1.021
29.440,1.018
29.470,1.019
29.500,1.023
29.530,1.023
29.560,1.017
29.590,1.021
29.620,1.020
29.650,1.021
29.680,1.020
29.710,1.021
29.740,1.020
29.770,1.016
29.800,1.018
29.830,1.022
29.860,1.021
29.890,1.017
29.920,1.019
29.950,1.016
29.980,1.021
30.010,1.021
30.040,1.021
30.070,1.019
30.100,1.017
30.130,1.021
30.160,1.022
30.190,1.022
30.220,1.020
30.250,1.021
30.280,1.019
30.310,1.017
30.340,1.021
30.370,1.018
30.400,1.017
30.430,1.017
30.460,1.022
30.490,1.025
30.520,1.025
30.550,1.021
30.580,1.018
30.610,1.021
30.640,1.026
30.670,1.016
30.700,1.024
30.730,1.021
30.760,1.018
30.790,1.018
30.820,1.016
30.850,1.021
30.880,1.022
30.910,1.019
30.940,1.021
30.970,1.013
31.000,1.021
31.030,1.021
31.060,1.020
31.090,1.021
31.120,1.024
31.150,1.017
31.180,1.022
31.210,1.021
31.240,1.019
31.270,1.017
31.300,1.018
31.330,1.021
31.360,1.022
31.390,1.019
31.420,1.020
31.450,1.018
31.480,1.020
31.510,1.021
31.540,1.020
31.570,1.021
31.600,1.017
31.630,1.018
31.660,1.017
31.690,1.017
31.720,1.017
31.750,1.020
31.780,1.021
31.810,1.023
31.840,1.022
31.870,1.022
31.900,1.026
31.930,1.019
31.960,1.012
31.990,1.012
32.020,1.019
32.050,1.026
32.080,1.022
32.110,1.022
32.140,1.021
32.170,1.019
32.200,1.019
32.230,1.018
32.260,1.021
32.290,1.018
32.320,1.018
32.350,1.022
32.380,1.018
32.410,1.017
32.440,1.021
32.470,1.017
32.500,1.021
32.530,1.020
32.560,1.019
32.590,1.021
32.620,1.024
32.650,1.016
32.680,1.017
32.710,1.018
32.740,1.016
32.770,1.019
32.800,1.024
32.830,1.022
32.860,1.021
32.890,1.017
32.920,1.018
32.950,1.017
32.980,1.021
33.010,1.017
33.040,1.016
33.070,1.020
33.100,1.019
33.130,1.019
33.160,1.019
33.190,1.021
33.220,1.018
33.250,1.020
33.280,1.021
33.310,1.026
33.340,1.021
33.370,1.021
33.400,1.017
33.430,1.020
33.460,1.022
33.490,1.019
33.520,1.017
33.550,1.021
33.580,1.021
33.610,1.019
33.640,1.018
33.670,1.021
33.700,1.021
33.730,1.021
33.760,1.016
33.790,1.019
33.820,1.020
33.850,1.018
33.880,1.016
33.910,1.018
33.940,1.022
33.970,1.022
34.000,1.021
34.030,1.021
34.060,1.018
34.090,1.020
34.120,1.021
34.150,1.027
34.180,1.021
34.210,1.019
34.240,1.021
34.270,1.019
34.300,1.018
34.330,1.020
34.360,1.021
34.390,1.016
34.420,1.015
34.450,1.024
34.480,1.021
34.510,1.024
34.540,1.024
34.570,1.010
34.600,1.018
34.630,1.016
34.660,1.026
34.690,1.025
34.720,1.017
34.750,1.025
34.780,1.018
34.810,1.015
34.840,1.015
34.870,1.022
34.900,1.026
34.930,1.021
34.960,1.016
34.990,1.015
35.020,1.018
35.050,1.027
35.080,1.026
35.110,1.018
35.140,1.019
35.170,1.016
35.200,1.017
35.230,1.017
35.260,1.021
35.290,1.021
35.320,1.019
35.350,1.019
35.380,1.019
35.410,1.024
35.440,1.026
35.470,1.022
35.500,1.025
35.530,1.026
35.560,1.018
35.590,1.019
35.620,1.015
35.650,1.019
35.680,1.017
35.710,1.025
35.740,1.022
35.770,1.023
35.800,1.024
35.830,1.030
35.860,1.020
35.890,1.021
35.920,1.019
35.950,1.017
35.980,1.021
36.010,1.016
36.040,1.021
36.070,1.019
36.100,1.020
36.130,1.028
36.160,1.020
36.190,1.023
36.220,1.027
36.250,1.018
36.280,1.020
36.310,1.018
36.340,1.018
36.370,1.028
36.400,1.018
36.430,1.021
36.460,1.017
36.490,1.022
36.520,1.021
36.550,1.021
36.580,1.019
36.610,1.021
36.640,1.021
36.670,1.022
36.700,1.016
36.730,1.018
36.760,1.023
36.790,1.021
36.820,1.020
36.850,1.021
36.880,1.022
36.910,1.020
36.940,1.024
36.970,1.023
37.000,1.019
37.030,1.021
37.060,1.020
37.090,1.019
37.120,1.017
37.150,1.020
37.180,1.021
37.210,1.018
37.240,1.020
37.270,1.017
37.300,1.016
37.330,1.025
37.360,1.021
37.390,1.021
37.420,1.019
37.450,1.019
37.480,1.021
37.510,1.021
37.540,1.019
37.570,1.021
37.600,1.017
37.630,1.019
37.660,1.022
37.690,1.021
37.720,1.020
37.750,1.021
37.780,1.020
37.810,1.017
37.840,1.022
37.870,1.021
37.900,1.021
37.930,1.019
37.960,1.014
37.990,1.021
38.020,1.019
38.050,1.021
38.080,1.021
38.110,1.021
38.140,1.021
38.170,1.019
38.200,1.021
38.230,1.021
38.260,1.022
38.290,1.025
38.320,1.018
38.350,1.019
38.380,1.017
38.410,1.019
38.440,1.022
38.470,1.020
38.500,1.021
38.530,1.017
38.560,1.021
38.590,1.021
38.620,1.021
38.650,1.023
38.680,1.019
38.710,1.017
38.740,1.020
38.770,1.021
38.800,1.019
38.830,1.018
38.860,1.021
38.890,1.019
38.920,1.021
38.950,1.021
38.980,1.022
39.010,1.020
39.040,1.020
39.070,1.020
39.100,1.019
39.130,1.023
39.160,1.023
39.190,1.021
39.220,1.018
39.250,1.024
39.280,1.023
39.310,1.019
39.340,1.023
39.370,1.019
39.400,1.018
39.430,1.017
39.460,1.020
39.490,1.021
39.520,1.021
39.550,1.020
39.580,1.021
39.610,1.021
39.640,1.020
39.670,1.020
39.700,1.021
39.730,1.019
39.760,1.018
39.790,1.018
39.820,1.021
39.850,1.023
39.880,1.021
39.910,1.024
39.940,1.018
39.970,1.018
40.000,1.021
40.030,1.018
40.060,1.024
40.090,1.021
40.120,1.019
40.150,1.020
40.180,1.020
40.210,1.016
40.240,1.017
40.270,1.021
40.300,1.021
40.330,1.021
40.360,1.025
40.390,1.017
40.420,1.018
40.450,1.020
40.480,1.021
40.510,1.022
40.540,1.020
40.570,1.023
40.600,1.016
40.630,1.018
40.660,1.021
40.690,1.022
40.720,1.021
40.750,1.014
40.780,1.021
40.810,1.019
40.840,1.019
40.870,1.020
40.900,1.021
40.930,1.021
40.960,1.018
40.990,1.021
41.020,1.017
41.050,1.019
41.080,1.021
41.110,1.023
41.140,1.022
41.170,1.024
41.200,1.022
41.230,1.018
41.260,1.024
41.290,1.022
41.320,1.019
41.350,1.017
41.380,1.023
41.410,1.020
41.440,1.021
41.470,1.021
41.500,1.024
41.530,1.020
41.560,1.021
41.590,1.021
41.620,1.020
41.650,1.021
41.680,1.023
41.710,1.024
41.740,1.016
41.770,1.023
41.800,1.023
41.830,1.023
41.860,1.021
41.890,1.021
41.920,1.021
41.950,1.018
41.980,1.022
42.010,1.021
42.040,1.019
42.070,1.022
42.100,1.021
42.130,1.019
42.160,1.022
42.190,1.025
42.220,1.021
42.250,1.020
42.280,1.020
42.310,1.023
42.340,1.021
42.370,1.019
42.400,1.020
42.430,1.021
42.460,1.020
42.490,1.020
42.520,1.021
42.550,1.020
42.580,1.021
42.610,1.023
42.640,1.028
42.670,1.021
42.700,1.022
42.730,1.021
42.760,1.019
42.790,1.022
42.820,1.020
42.850,1.021
42.880,1.021
42.910,1.021
42.940,1.021
42.970,1.021
43.000,1.022
43.030,1.019
43.060,1.022
43.090,1.021
43.120,1.021
43.150,1.020
43.180,1.019
43.210,1.024
43.240,1.021
43.270,1.020
43.300,1.021
43.330,1.016
43.360,1.019
43.390,1.021
43.420,1.021
43.450,1.021
43.480,1.018
43.510,1.021
43.540,1.021
43.570,1.021
43.600,1.019
43.630,1.021
43.660,1.021
43.690,1.019
43.720,1.017
43.750,1.021
43.780,1.021
43.810,1.017
43.840,1.018
43.870,1.020
43.900,1.021
43.930,1.022
43.960,1.019
43.990,1.022
44.020,1.023
44.050,1.022
44.080,1.017
44.110,1.014
44.140,1.019
44.170,1.021
44.200,1.023
44.230,1.021
44.260,1.018
44.290,1.023
44.320,1.026
44.350,1.021
44.380,1.025
44.410,1.022
44.440,1.024
44.470,1.018
44.500,1.019
44.530,1.020
44.560,1.020
44.590,1.016
44.620,1.020
44.650,1.021
44.680,1.021
44.710,1.021
44.740,1.021
44.770,1.021
44.800,1.023
44.830,1.023
44.860,1.023
44.890,1.019
44.920,1.018
44.950,1.021
44.980,1.023
45.010,1.026
45.040,1.023
45.070,1.025
45.100,1.025
45.130,1.023
45.160,1.018
45.190,1.022
45.220,1.018
45.250,1.020
45.280,1.015
45.310,1.024
45.340,1.021
45.370,1.016
45.400,1.024
45.430,1.023
45.460,1.020
45.490,1.022
45.520,1.023
45.550,1.020
45.580,1.025
45.610,1.021
45.640,1.019
45.670,1.018
45.700,1.023
45.730,1.024
45.760,1.022
45.790,1.021
45.820,1.019
45.850,1.014
45.880,1.021
45.910,1.023
45.940,1.018
45.970,1.016
46.000,1.021
46.030,1.021
46.060,1.020
46.090,1.024
46.120,1.021
46.150,1.020
46.180,1.021
46.210,1.021
46.240,1.018
46.270,1.020
46.300,1.018
46.330,1.021
46.360,1.018
46.390,1.020
46.420,1.022
46.450,1.021
46.480,1.025
46.510,1.023
46.540,1.024
46.570,1.027
46.600,1.013
46.630,1.016
46.660,1.015
46.690,1.021
46.720,1.022
46.750,1.022
46.780,1.021
46.810,1.021
46.840,1.020
46.870,1.021
46.900,1.023
46.930,1.022
46.960,1.024
46.990,1.017
47.020,1.022
47.050,1.022
47.080,1.017
47.110,1.021
47.140,1.021
47.170,1.022
47.200,1.020
47.230,1.025
47.260,1.020
47.290,1.021
47.320,1.020
47.350,1.021
47.380,1.021
47.410,1.021
47.440,1.020
47.470,1.021
47.500,1.021
47.530,1.025
47.560,1.021
47.590,1.021
47.620,1.023
47.650,1.021
47.680,1.024
47.710,1.021
47.740,1.020
47.770,1.020
47.800,1.024
47.830,1.021
47.860,1.019
47.890,1.025
47.920,1.018
47.950,1.021
47.980,1.018
48.010,1.018
48.040,1.017
48.070,1.020
48.100,1.022
48.130,1.021
48.160,1.021
48.190,1.019
48.220,1.023
48.250,1.021
48.280,1.021
48.310,1.018
48.340,1.023
48.370,1.024
48.400,1.020
48.430,1.021
48.460,1.018
48.490,1.019
48.520,1.021
48.550,1.020
48.580,1.022
48.610,1.016
48.640,1.017
48.670,1.022
48.700,1.021
48.730,1.020
48.760,1.021
48.790,1.021
48.820,1.021
48.850,1.021
48.880,1.020
48.910,1.018
48.940,1.019
48.970,1.023
49.000,1.023
49.030,1.023
49.060,1.020
49.090,1.023
49.120,1.021
49.150,1.020
49.180,1.018
49.210,1.021
49.240,1.021
49.270,1.020
49.300,1.021
49.330,1.020
49.360,1.021
49.390,1.023
49.420,1.017
49.450,1.018
49.480,1.018
49.510,1.023
49.540,1.023
49.570,1.023
49.600,1.021
49.630,1.022
49.660,1.021
49.690,1.017
49.720,1.025
49.750,1.020
49.780,1.021
49.810,1.018
49.840,1.020
49.870,1.020
49.900,1.022
49.930,1.021
49.960,1.023
49.990,1.018
50.020,1.023
50.050,1.021
50.080,1.018
50.110,1.022
50.140,1.021
50.170,1.022
50.200,1.021
50.230,1.021
50.260,1.021
50.290,1.018
50.320,1.023
50.350,1.020
50.380,1.021
50.410,1.019
50.440,1.020
50.470,1.021
50.500,1.021
50.530,1.023
50.560,1.023
50.590,1.021
50.620,1.017
50.650,1.024
50.680,1.019
50.710,1.023
50.740,1.022
50.770,1.022
50.800,1.022
50.830,1.020
50.860,1.020
50.890,1.024
50.920,1.023
50.950,1.020
50.980,1.018
51.010,1.022
51.040,1.019
51.070,1.021
51.100,1.025
51.130,1.020
51.160,1.016
51.190,1.018
51.220,1.020
51.250,1.022
51.280,1.023
51.310,1.021
51.340,1.020
51.370,1.021
51.400,1.021
51.430,1.023
51.460,1.023
51.490,0.974
51.520,0.991
51.550,1.057
51.580,1.074
51.610,1.017
51.640,0.958
51.670,0.997
51.700,1.061
51.730,1.068
51.760,0.978
51.790,1.010
51.820,1.076
51.850,1.044
51.880,1.013
51.910,1.000
51.940,1.002
51.970,1.017
52.000,1.025
52.030,1.027
52.060,1.027
52.090,1.024
52.120,1.016
52.150,1.015
52.180,1.014
52.210,1.018
52.240,1.014
52.270,1.017
52.300,1.018
52.330,1.018
52.360,1.020
52.390,1.023
52.420,1.021
52.450,1.018
52.480,1.019
52.510,1.017
52.540,1.018
52.570,1.021
52.600,1.021
52.630,1.015
52.660,1.016
52.690,1.024
52.720,1.020
52.750,1.021
52.780,1.019
52.810,1.021
52.840,1.018
52.870,1.021
52.900,1.020
52.930,1.024
52.960,1.021
52.990,1.019
53.020,1.021
53.050,1.020
53.080,1.019
53.110,1.023
53.140,1.021
53.170,1.019
53.200,1.019
53.230,1.023
53.260,1.019
53.290,1.020
53.320,1.024
53.350,1.021
53.380,1.021
53.410,1.022
53.440,1.019
53.470,1.023
53.500,1.021
53.530,1.022
53.560,1.021
53.590,1.021
53.620,1.021
53.650,1.019
53.680,1.021
53.710,1.021
53.740,1.022
53.770,1.018
53.800,1.018
53.830,1.020
53.860,1.027
53.890,1.018
53.920,1.021
53.950,1.023
53.980,1.021
54.010,1.021
54.040,1.024
54.070,1.020
54.100,1.017
54.130,1.017
54.160,1.020
54.190,1.018
54.220,1.022
54.250,1.021
54.280,1.018
54.310,1.022
54.340,1.020
54.370,1.021
54.400,1.019
54.430,1.017
54.460,1.019
54.490,1.020
54.520,1.021
54.550,1.017
54.580,1.026
54.610,1.021
54.640,1.021
54.670,1.021
54.700,1.021
54.730,1.021
54.760,1.022
54.790,1.014
54.820,1.025
54.850,1.027
54.880,1.023
54.910,1.021
54.940,1.019
54.970,1.017
55.000,1.026
55.030,1.026
55.060,1.023
55.090,1.014
55.120,1.011
55.150,1.019
55.180,1.029
55.210,1.023
55.240,1.020
55.270,1.019
55.300,1.017
55.330,1.025
55.360,1.026
55.390,1.026
55.420,1.026
55.450,1.012
55.480,1.020
55.510,1.021
55.540,1.021
55.570,1.014
55.600,1.021
55.630,1.018
55.660,1.021
55.690,1.020
55.720,1.022
55.750,1.020
55.780,1.025
55.810,1.023
55.840,1.023
55.870,1.020
55.900,1.022
55.930,1.019
55.960,1.020
55.990,1.017
56.020,1.020
56.050,1.022
56.080,1.027
56.110,1.023
56.140,1.024
56.170,1.023
56.200,1.020
56.230,1.020
56.260,1.022
56.290,1.021
56.320,1.016
