df_hash,22ZHK4.VNCQ3E
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.8YG5
person_label,V9
date_time_start,2025-05-22_10-00-56.950000_+03
date_time_start_unix,1747897256.95
date_time_end,2025-05-22_10-05-07.791000_+03
length_difference_noticed,no

time,spo2
22.771,96
23.449,96
24.034,96
24.721,96
25.253,96
25.985,96
26.521,96
27.203,96
27.791,96
28.471,97
29.007,97
29.690,97
30.275,97
31.004,97
31.641,97
33.054,97
33.882,97
34.418,97
35.157,96
35.832,96
36.368,96
37.688,96
38.179,96
38.903,96
39.442,96
40.167,96
40.707,96
41.397,96
42.071,96
42.608,96
43.339,96
44.038,96
44.558,96
45.338,96
45.972,96
46.508,96
47.193,96
47.776,96
48.458,96
49.140,96
49.872,96
50.560,96
51.238,96
51.969,96
52.650,96
53.332,96
54.015,96
54.697,96
55.282,96
55.965,96
56.503,96
57.088,96
57.769,96
58.500,96
59.280,96
60.017,96
60.841,96
61.815,96
62.208,96
62.352,96
67.128,96
67.665,96
68.347,96
69.031,96
69.566,96
70.249,96
71.025,96
71.664,96
72.344,96
72.883,96
73.616,96
74.148,96
74.833,96
75.568,96
76.247,96
76.879,96
77.512,96
78.438,96
78.731,96
79.559,96
80.144,96
80.694,96
81.459,96
81.957,96
82.632,96
83.216,96
83.895,96
84.435,96
85.163,96
85.712,96
86.386,96
86.922,96
87.605,96
88.188,96
88.871,96
89.553,96
90.236,96
90.824,96
91.503,96
92.380,96
92.773,96
93.453,96
94.136,96
94.721,96
95.403,96
96.134,96
96.777,96
97.355,96
98.085,96
98.621,96
99.304,96
99.986,96
100.670,96
101.353,96
101.936,96
102.630,96
103.251,96
103.886,96
104.569,96
105.255,96
105.934,96
106.535,96
107.201,96
107.931,96
108.663,96
109.150,96
109.839,96
110.479,96
111.100,96
111.637,96
112.320,96
113.051,96
113.743,96
114.270,96
115.002,96
115.685,96
116.271,96
116.953,96
117.635,96
118.179,96
118.902,96
119.439,96
120.165,96
120.802,96
121.387,96
122.070,96
124.455,96
126.262,96
126.944,96
127.484,96
128.066,96
128.748,96
129.285,96
129.977,96
130.698,96
131.528,96
134.453,96
135.136,96
135.840,96
136.502,96
137.181,96
137.767,96
138.500,96
139.131,96
139.865,96
140.592,96
141.228,96
141.910,97
143.324,97
144.201,97
144.836,97
145.422,97
146.106,97
146.786,97
147.468,97
148.196,97
148.930,96
149.564,96
150.247,96
150.977,96
151.515,96
152.537,96
153.120,96
153.610,96
154.293,96
154.977,96
155.658,96
156.386,96
156.933,96
157.608,96
158.291,96
159.067,96
159.704,96
160.386,96
161.122,96
161.654,96
162.339,96
163.027,96
166.237,96
166.920,96
167.510,96
168.234,96
168.870,96
169.454,96
170.137,96
170.674,96
171.355,96
171.941,96
172.623,96
173.159,96
173.744,96
174.427,96
175.139,96
175.791,96
176.622,96
177.354,96
178.065,96
178.718,96
179.402,96
180.179,96
180.961,96
181.690,96
182.238,96
182.910,96
183.787,96
185.687,96
186.907,96
187.618,96
188.320,96
189.003,96
189.688,96
190.413,96
191.101,96
191.785,96
192.321,96
193.101,96
193.738,96
194.270,96
195.000,96
195.681,96
196.364,96
197.241,96
197.876,96
198.612,97
199.435,97
199.973,97
200.656,97
201.531,97
203.287,97
203.872,97
205.238,97
205.822,97
207.186,97
208.455,97
209.137,97
210.412,97
210.940,97
211.623,97
212.208,97
212.890,97
213.435,97
214.013,97
214.694,97
215.230,97
215.962,97
216.660,97
217.329,97
218.156,97
219.569,97
220.398,97
221.081,97
221.763,97
222.494,97
223.274,97
224.007,97
224.541,97
225.224,97
226.001,97
226.784,97
227.616,97
228.298,97
229.029,97
229.709,97
230.538,97
231.220,97
231.904,97
232.585,97
233.324,97
234.145,97
234.828,97
235.510,97
236.193,97
236.924,97
237.607,97
238.289,97
239.069,97
239.703,97
240.392,97
241.214,97
241.897,97
242.579,97
243.311,97
243.993,97
244.676,97
245.264,97
