df_hash,22ZHK4.VNCQ3E
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.8YG5
person_label,V9
date_time_start,2025-05-22_10-00-56.950000_+03
date_time_start_unix,1747897256.95
date_time_end,2025-05-22_10-05-07.791000_+03
length_difference_noticed,no

time,quality
15.697,70
16.773,81
17.701,81
18.577,78
19.746,75
20.670,78
21.548,75
22.718,70
23.644,73
24.522,78
25.692,78
26.667,79
27.496,78
28.666,77
29.657,76
30.471,76
32.080,73
32.566,66
33.446,69
34.613,71
35.539,78
36.663,73
37.681,54
38.513,47
39.390,63
40.609,71
41.488,75
42.364,77
43.583,80
44.465,80
45.633,77
46.800,79
47.482,78
48.312,76
49.530,75
50.409,70
51.383,73
52.528,76
53.427,80
54.259,80
55.477,79
56.404,64
57.269,48
58.451,57
59.637,59
60.206,35
61.519,40
62.326,61
63.569,85
64.401,79
65.422,54
66.395,39
67.373,24
68.295,42
69.419,42
70.541,55
71.272,55
72.195,76
73.352,82
74.445,80
75.145,80
76.643,80
77.177,81
78.191,80
79.413,83
80.293,79
81.071,77
82.340,77
83.167,78
84.056,80
85.215,80
86.143,80
87.067,79
88.483,79
89.309,79
90.018,78
91.357,72
92.128,75
92.968,77
94.284,78
95.108,79
95.947,80
97.206,80
98.036,82
98.913,81
100.132,81
101.106,83
101.887,82
103.106,80
104.031,79
104.861,79
106.128,78
107.100,81
107.880,81
109.099,81
109.932,76
110.831,73
112.027,72
112.933,76
114.025,76
115.101,73
115.880,73
116.757,76
118.020,76
118.855,77
119.763,77
120.949,79
121.826,78
122.752,74
123.924,74
124.799,72
125.736,64
126.895,66
128.014,75
128.699,73
129.890,73
130.844,73
131.921,52
132.891,26
133.819,29
134.841,53
135.963,64
136.694,51
137.620,55
138.790,72
139.669,76
140.691,78
141.764,74
142.790,74
143.568,80
144.738,80
145.663,78
146.541,74
147.711,75
148.878,70
149.516,73
150.837,78
151.806,80
152.787,79
153.726,84
154.607,82
155.462,80
156.779,79
157.559,76
158.582,77
159.606,76
160.679,78
161.410,77
162.580,79
163.509,79
164.386,79
165.556,81
166.528,82
167.358,78
168.528,78
169.700,82
170.331,80
171.599,82
172.427,80
173.601,76
174.819,75
175.401,75
176.571,65
177.499,44
178.473,53
179.261,72
180.475,79
181.352,78
182.327,84
183.453,81
184.322,82
185.249,82
186.425,80
187.296,82
188.194,78
189.395,79
190.293,77
191.406,79
192.463,79
193.245,81
194.171,72
195.340,76
196.218,79
197.189,72
198.340,57
199.286,68
200.166,77
201.384,82
202.175,82
203.137,74
204.407,64
205.179,62
206.066,77
207.332,85
208.411,81
209.039,82
210.209,87
211.136,82
212.061,78
213.210,83
214.121,80
215.091,79
216.156,78
217.083,79
218.006,62
219.130,45
220.056,57
220.934,73
222.201,84
223.076,82
223.909,81
225.078,79
226.101,80
226.930,81
228.057,71
228.981,65
229.855,72
231.072,74
232.098,75
232.830,80
234.094,81
234.925,79
235.828,80
237.119,82
237.899,82
238.968,79
239.958,80
240.872,79
241.750,80
243.017,81
243.847,75
244.821,79
