df_hash,22ZHK4.QK206M
117.091,307
117.116,344
117.141,375
117.166,391
117.191,390
117.216,383
117.241,378
117.266,378
117.291,377
117.316,369
117.341,356
117.366,339
117.391,318
117.416,294
117.441,265
117.466,233
117.491,202
117.516,174
117.541,146
117.566,115
117.591,76
117.616,31
117.641,-8
117.666,-23
117.691,1
117.716,65
117.741,148
117.766,223
117.791,274
117.816,303
117.841,325
117.866,350
117.891,372
117.916,381
117.941,374
117.966,360
117.991,351
118.016,349
118.041,346
118.066,334
118.091,310
118.116,283
118.141,257
118.166,230
118.191,200
118.216,167
118.241,139
118.266,116
118.291,91
118.316,57
118.341,18
118.366,-4
118.391,10
118.416,67
118.441,147
118.466,220
118.491,269
118.516,298
118.541,319
118.566,340
118.591,356
118.616,359
118.641,349
118.666,338
118.691,333
118.716,332
118.741,327
118.766,311
118.791,288
118.816,266
118.841,249
118.866,229
118.891,202
118.916,167
118.941,132
118.966,100
118.991,65
119.016,21
119.041,-24
119.066,-52
119.091,-37
119.116,21
119.141,103
119.166,178
119.191,230
119.216,265
119.241,300
119.266,341
119.291,376
119.316,391
119.341,385
119.366,370
119.391,363
119.416,366
119.441,369
119.466,362
119.491,343
119.516,320
119.541,296
119.566,271
119.591,238
119.616,197
119.641,158
119.666,130
119.691,111
119.716,91
119.741,61
119.766,26
119.791,7
119.816,22
119.841,75
119.866,148
119.891,219
119.916,272
119.941,309
119.966,341
119.991,372
120.016,397
120.041,409
120.066,407
120.091,398
120.116,391
120.141,386
120.166,378
120.191,361
120.216,338
120.241,314
120.266,288
120.291,258
120.316,222
120.341,185
120.366,153
120.391,125
120.416,91
120.441,46
120.466,0
120.491,-24
120.516,-10
120.541,39
120.566,101
120.591,152
120.616,186
120.641,212
120.666,240
120.691,265
120.716,280
120.741,280
120.766,274
120.791,273
120.816,279
120.841,285
120.866,284
120.891,279
120.916,272
120.941,264
120.966,249
120.991,226
121.016,199
121.041,173
121.066,145
121.091,108
121.116,65
121.141,35
121.166,43
121.191,94
121.216,166
121.241,230
121.266,272
121.291,298
121.316,325
121.341,356
121.366,378
121.391,382
121.416,372
121.441,361
121.466,357
121.491,353
121.516,342
121.541,321
121.566,297
121.591,276
121.616,254
121.641,229
121.666,199
121.691,170
121.716,145
121.741,116
121.766,75
121.791,29
121.816,2
121.841,12
121.866,61
121.891,127
121.916,187
121.941,229
121.966,262
121.991,295
122.016,330
122.041,357
122.066,367
122.091,362
122.116,354
122.141,350
122.166,351
122.191,348
122.216,337
122.241,321
122.266,304
122.291,287
122.316,267
122.341,241
122.366,209
122.391,177
122.416,147
122.441,115
122.466,75
122.491,30
122.516,-1
122.541,0
122.566,40
122.591,104
122.616,167
122.641,213
122.666,246
122.691,278
122.716,311
122.741,340
122.766,352
122.791,349
122.816,338
122.841,331
122.866,330
122.891,328
122.916,320
122.941,307
122.966,289
122.991,267
123.016,239
123.041,208
123.066,176
123.091,142
123.116,104
123.141,66
123.166,40
123.191,44
123.216,82
123.241,141
123.266,199
123.291,240
123.316,267
123.341,290
123.366,311
123.391,323
123.416,323
123.441,314
123.466,307
123.491,306
123.516,306
123.541,299
123.566,282
123.591,259
123.616,236
123.641,211
123.666,184
123.691,155
123.716,124
123.741,90
123.766,52
123.791,16
123.816,-1
123.841,14
123.866,67
123.891,135
123.916,193
123.941,232
123.966,261
123.991,293
124.016,331
124.041,360
124.066,370
124.091,362
124.116,351
124.141,344
124.166,340
124.191,331
124.216,313
124.241,292
124.266,269
124.291,243
124.316,211
124.341,177
124.366,147
124.391,123
124.416,95
124.441,57
124.466,17
124.491,-3
124.516,12
124.541,65
124.566,133
124.591,195
124.616,243
124.641,286
124.666,330
124.691,373
124.716,405
124.741,421
124.766,424
124.791,422
124.816,418
124.841,410
124.866,400
124.891,388
124.916,374
124.941,357
124.966,332
124.991,301
125.016,266
125.041,232
125.066,201
125.091,171
125.116,140
125.141,109
125.166,73
125.191,29
125.216,-16
125.241,-46
125.266,-38
125.291,10
125.316,82
125.341,150
125.366,196
125.391,228
125.416,259
125.441,296
125.466,325
125.491,336
125.516,328
125.541,316
125.566,310
125.591,310
125.616,307
125.641,295
125.666,278
125.691,262
125.716,247
125.741,228
125.766,203
125.791,178
125.816,157
125.841,136
125.866,107
125.891,71
125.916,42
125.941,42
125.966,80
125.991,141
126.016,204
126.041,252
126.066,284
126.091,311
126.116,337
126.141,357
126.166,362
126.191,353
126.216,338
126.241,329
126.266,327
126.291,324
126.316,312
126.341,290
126.366,265
126.391,243
126.416,222
126.441,198
126.466,169
126.491,139
126.516,110
126.541,81
126.566,45
126.591,1
126.616,-34
126.641,-40
126.666,-6
126.691,60
126.716,135
126.741,201
126.766,252
126.791,297
126.816,342
126.841,382
126.866,408
126.891,416
126.916,413
126.941,408
126.966,407
126.991,407
127.016,402
127.041,392
127.066,378
127.091,365
127.116,350
127.141,332
127.166,312
127.191,292
127.216,271
127.241,247
127.266,219
127.291,189
127.316,161
127.341,134
127.366,102
127.391,56
127.416,0
127.441,-49
127.466,-66
127.491,-40
127.516,19
127.541,89
127.566,149
127.591,194
127.616,232
127.641,269
127.666,304
127.691,329
127.716,340
127.741,341
127.766,337
127.791,334
127.816,334
127.841,335
127.866,335
127.891,328
127.916,313
127.941,292
127.966,269
127.991,248
128.016,229
128.041,208
128.066,182
128.091,153
128.116,121
128.141,88
128.166,51
128.191,18
128.216,2
128.241,21
128.266,75
128.291,148
128.316,215
128.341,261
128.366,291
128.391,315
128.416,339
128.441,355
128.466,359
128.491,352
128.516,344
128.541,342
128.566,342
128.591,339
128.616,329
128.641,314
128.666,296
128.691,271
128.716,236
128.741,198
128.766,167
128.791,149
128.816,132
128.841,101
128.866,53
128.891,5
128.916,-10
128.941,18
128.966,83
128.991,157
129.016,216
129.041,256
129.066,287
129.091,317
129.116,345
129.141,366
129.166,373
129.191,369
129.216,361
129.241,356
129.266,355
129.291,353
129.316,343
129.341,322
129.366,296
129.391,271
129.416,248
129.441,222
129.466,190
129.491,153
129.516,117
129.541,88
129.566,57
129.591,15
129.616,-34
129.641,-71
129.666,-66
129.691,-9
129.716,79
129.741,168
129.766,233
129.791,275
129.816,310
129.841,348
129.866,387
129.891,415
129.916,426
129.941,424
129.966,416
129.991,410
130.016,405
130.041,400
130.066,389
130.091,371
130.116,344
130.141,312
130.166,277
130.191,243
130.216,210
130.241,176
130.266,141
130.291,103
130.316,58
130.341,6
130.366,-43
130.391,-67
130.416,-45
130.441,22
130.466,110
130.491,188
130.516,241
130.541,276
130.566,308
130.591,341
130.616,364
130.641,367
130.666,356
130.691,344
130.716,342
130.741,344
130.766,339
130.791,323
130.816,302
130.841,284
130.866,265
130.891,240
130.916,208
130.941,176
130.966,147
130.991,115
131.016,72
131.041,25
131.066,-3
131.091,11
131.116,74
131.141,163
131.166,244
131.191,297
131.216,327
131.241,348
131.266,367
131.291,378
131.316,376
131.341,363
131.366,349
131.391,342
131.416,336
131.441,321
131.466,294
131.491,262
131.516,234
131.541,209
131.566,183
131.591,150
131.616,115
131.641,80
131.666,43
131.691,-3
131.716,-56
131.741,-91
131.766,-79
131.791,-11
131.816,92
131.841,191
131.866,259
131.891,299
131.916,331
131.941,367
131.966,399
131.991,410
132.016,398
132.041,377
132.066,365
132.091,363
132.116,362
132.141,352
132.166,333
132.191,312
132.216,292
132.241,268
132.266,235
132.291,198
132.316,163
132.341,130
132.366,88
132.391,37
132.416,-8
132.441,-20
132.466,20
132.491,101
132.516,191
132.541,260
132.566,301
132.591,328
132.616,354
132.641,377
132.666,387
132.691,382
132.716,369
132.741,358
132.766,351
132.791,342
132.816,327
132.841,307
132.866,286
132.891,264
132.916,237
132.941,203
132.966,170
132.991,140
133.016,109
133.041,67
133.066,17
133.091,-22
133.116,-23
133.141,24
133.166,103
133.191,181
133.216,236
133.241,270
133.266,296
133.291,321
133.316,337
133.341,339
133.366,328
133.391,316
133.416,310
133.441,308
133.466,303
133.491,290
133.516,271
133.541,250
133.566,224
133.591,196
133.616,167
133.641,138
133.666,104
133.691,62
133.716,21
133.741,2
133.766,27
133.791,93
133.816,174
133.841,239
133.866,278
133.891,304
133.916,332
133.941,361
133.966,378
133.991,374
134.016,357
134.041,345
134.066,343
134.091,342
134.116,332
134.141,310
134.166,286
134.191,264
134.216,242
134.241,214
134.266,180
134.291,148
134.316,118
134.341,85
134.366,42
134.391,0
134.416,-19
134.441,6
134.466,73
134.491,157
134.516,227
134.541,273
134.566,303
134.591,330
134.616,357
134.641,376
134.666,381
134.691,375
134.716,367
134.741,365
134.766,364
134.791,357
134.816,341
134.841,319
134.866,296
134.891,271
134.916,243
134.941,211
134.966,179
134.991,151
135.016,123
135.041,89
135.066,46
135.091,8
135.116,-4
135.141,23
135.166,84
135.191,154
135.216,209
135.241,244
135.266,266
135.291,286
135.316,304
135.341,316
135.366,316
135.391,311
135.416,306
135.441,305
135.466,303
135.491,297
135.516,285
135.541,269
135.566,249
135.591,226
135.616,203
135.641,180
135.666,158
135.691,129
135.716,88
135.741,45
135.766,22
135.791,37
135.816,92
135.841,164
135.866,224
135.891,261
135.916,283
135.941,304
135.966,330
135.991,352
136.016,360
136.041,352
136.066,340
136.091,335
136.116,335
136.141,331
136.166,316
136.191,293
136.216,270
136.241,251
136.266,232
136.291,209
136.316,181
136.341,153
136.366,123
136.391,88
136.416,45
136.441,4
136.466,-14
136.491,5
136.516,63
136.541,139
136.566,209
136.591,262
136.616,301
136.641,336
136.666,370
136.691,399
136.716,415
136.741,419
136.766,415
136.791,408
136.816,402
136.841,395
136.866,387
136.891,373
136.916,353
136.941,324
136.966,288
136.991,248
137.016,208
137.041,173
137.066,141
137.091,112
137.116,79
137.141,37
137.166,-11
137.191,-57
137.216,-78
137.241,-57
137.266,3
137.291,84
137.316,158
137.341,210
137.366,245
137.391,276
137.416,307
137.441,333
137.466,345
137.491,344
137.516,338
137.541,336
137.566,335
137.591,330
137.616,316
137.641,298
137.666,282
137.691,266
137.716,246
137.741,219
137.766,192
137.791,167
137.816,141
137.841,104
137.866,56
137.891,14
137.916,4
137.941,40
137.966,111
137.991,189
138.016,251
138.041,289
138.066,314
138.091,335
138.116,355
138.141,369
138.166,372
138.191,366
138.216,360
138.241,356
138.266,353
138.291,345
138.316,330
138.341,308
138.366,287
138.391,266
138.416,242
138.441,210
138.466,172
138.491,135
138.516,102
138.541,71
138.566,30
138.591,-18
138.616,-57
138.641,-61
138.666,-13
138.691,71
138.716,165
138.741,240
138.766,291
138.791,329
138.816,366
138.841,401
138.866,423
138.891,427
138.916,417
138.941,404
138.966,395
138.991,390
139.016,383
139.041,372
139.066,353
139.091,329
139.116,303
139.141,276
139.166,248
139.191,219
139.216,186
139.241,151
139.266,118
139.291,86
139.316,46
139.341,-5
139.366,-58
139.391,-87
139.416,-67
139.441,3
139.466,102
139.491,193
139.516,256
139.541,297
139.566,329
139.591,362
139.616,389
139.641,399
139.666,390
139.691,373
139.716,359
139.741,354
139.766,352
139.791,345
139.816,329
139.841,304
139.866,275
139.891,244
139.916,211
139.941,180
139.966,151
139.991,126
140.016,97
140.041,60
140.066,15
140.091,-20
140.116,-24
140.141,17
140.166,95
140.191,183
140.216,251
140.241,290
140.266,307
140.291,319
140.316,331
140.341,339
140.366,337
140.391,328
140.416,320
140.441,318
140.466,318
140.491,313
140.516,302
140.541,287
140.566,271
140.591,250
140.616,221
140.641,186
140.666,152
140.691,122
140.716,88
140.741,42
140.766,-8
140.791,-37
140.816,-19
140.841,50
140.866,146
140.891,230
140.916,281
140.941,306
140.966,325
140.991,352
141.016,380
141.041,393
141.066,389
141.091,376
141.116,367
141.141,365
141.166,361
141.191,347
141.216,325
141.241,302
141.266,282
141.291,259
141.316,227
141.341,189
141.366,155
141.391,128
141.416,98
141.441,56
141.466,5
141.491,-32
141.516,-29
141.541,23
141.566,107
141.591,190
141.616,250
141.641,286
141.666,313
141.691,340
141.716,364
141.741,378
141.766,379
141.791,370
141.816,363
141.841,360
141.866,359
141.891,353
141.916,338
141.941,316
141.966,293
141.991,268
142.016,242
142.041,213
142.066,184
142.091,154
142.116,122
142.141,84
142.166,40
142.191,2
142.216,-8
142.241,21
142.266,86
142.291,162
142.316,224
142.341,264
142.366,287
142.391,306
142.416,321
142.441,328
142.466,324
142.491,315
142.516,310
142.541,310
142.566,308
142.591,297
142.616,279
142.641,258
142.666,240
142.691,220
142.716,195
142.741,167
142.766,139
142.791,107
142.816,68
142.841,25
142.866,-3
142.891,6
142.916,60
142.941,139
142.966,211
142.991,258
143.016,285
143.041,309
143.066,335
143.091,356
143.116,362
143.141,354
143.166,343
143.191,337
143.216,333
143.241,324
143.266,307
143.291,287
143.316,267
143.341,246
143.366,220
143.391,190
143.416,163
143.441,140
143.466,114
143.491,74
143.516,26
143.541,-7
143.566,-1
143.591,51
143.616,131
143.641,209
143.666,266
143.691,303
143.716,334
143.741,365
143.766,393
143.791,407
143.816,405
143.841,395
143.866,386
143.891,382
143.916,378
143.941,368
143.966,348
143.991,323
144.016,294
144.041,262
144.066,228
144.091,193
144.116,163
144.141,134
144.166,100
144.191,54
144.216,3
144.241,-30
144.266,-22
144.291,31
144.316,109
144.341,180
144.366,226
144.391,254
144.416,277
144.441,303
144.466,323
144.491,328
144.516,320
144.541,309
144.566,303
144.591,301
144.616,296
144.641,284
144.666,268
144.691,247
144.716,222
144.741,194
144.766,168
144.791,147
144.816,127
144.841,98
144.866,58
144.891,28
144.916,32
144.941,81
144.966,155
144.991,223
145.016,269
145.041,296
145.066,320
145.091,346
145.116,363
145.141,363
145.166,351
145.191,341
145.216,340
145.241,340
145.266,331
145.291,310
145.316,283
145.341,257
145.366,231
145.391,203
145.416,173
145.441,143
145.466,112
145.491,73
145.516,27
145.541,-12
145.566,-19
145.591,20
145.616,94
145.641,171
145.666,227
145.691,260
145.716,286
145.741,319
145.766,353
145.791,376
145.816,377
145.841,363
145.866,349
145.891,341
145.916,336
145.941,327
145.966,310
145.991,289
146.016,267
146.041,244
146.066,217
146.091,186
146.116,159
146.141,136
146.166,112
146.191,77
146.216,31
146.241,-5
146.266,-8
146.291,32
146.316,105
146.341,181
146.366,238
146.391,278
146.416,313
146.441,349
146.466,382
146.491,401
146.516,405
146.541,400
146.566,394
146.591,390
146.616,384
146.641,374
146.666,361
146.691,345
146.716,324
146.741,297
146.766,267
146.791,239
146.816,213
146.841,187
146.866,158
146.891,129
146.916,102
146.941,74
146.966,38
146.991,-6
147.016,-42
147.041,-43
147.066,0
147.091,71
147.116,143
147.141,196
147.166,230
147.191,260
147.216,290
147.241,316
147.266,329
147.291,328
147.316,323
147.341,321
147.366,322
147.391,320
147.416,314
147.441,306
147.466,297
147.491,286
147.516,271
147.541,251
147.566,228
147.591,203
147.616,181
147.641,161
147.666,140
147.691,111
147.716,73
147.741,34
147.766,17
147.791,39
147.816,98
147.841,173
147.866,237
147.891,277
147.916,302
147.941,327
147.966,355
147.991,377
148.016,383
148.041,376
148.066,367
148.091,364
148.116,365
148.141,360
148.166,347
148.191,327
148.216,306
148.241,285
148.266,264
148.291,239
148.316,211
148.341,179
148.366,144
148.391,112
148.416,85
148.441,57
148.466,22
148.491,-18
148.516,-49
148.541,-47
148.566,0
148.591,76
148.616,152
148.641,204
148.666,237
148.691,268
148.716,308
148.741,350
148.766,376
148.791,381
148.816,376
148.841,373
148.866,378
148.891,383
148.916,381
148.941,375
148.966,368
148.991,357
149.016,337
149.041,308
149.066,277
149.091,251
149.116,228
149.141,202
149.166,167
149.191,128
149.216,94
149.241,63
149.266,29
149.291,-13
149.316,-47
149.341,-51
149.366,-10
149.391,62
149.416,139
149.441,196
149.466,233
149.491,264
149.516,298
149.541,333
149.566,356
149.591,363
149.616,359
149.641,354
149.666,354
149.691,357
149.716,357
149.741,347
149.766,329
149.791,309
149.816,292
149.841,275
149.866,252
149.891,222
149.916,188
149.941,160
149.966,139
149.991,117
150.016,82
150.041,38
150.066,5
150.091,11
150.116,68
150.141,155
150.166,242
150.191,306
150.216,348
150.241,379
150.266,408
150.291,429
150.316,436
150.341,430
150.366,419
150.391,409
150.416,402
150.441,393
150.466,379
150.491,364
150.516,348
150.541,329
150.566,302
150.591,269
150.616,233
150.641,203
150.666,179
150.691,155
150.716,121
150.741,68
150.766,-6
150.791,-89
150.816,-161
150.841,-206
150.866,-222
150.891,-216
150.916,-196
150.941,-161
150.966,-102
150.991,-25
151.016,52
151.041,110
151.066,148
151.091,182
151.116,236
151.141,317
151.166,411
151.191,499
151.216,564
151.241,593
151.266,575
151.291,510
151.316,421
151.341,351
151.366,336
151.391,373
151.416,422
151.441,422
151.466,331
151.491,141
151.516,-117
151.541,-386
151.566,-582
151.591,-630
151.616,-497
151.641,-223
151.666,92
151.691,353
151.716,518
151.741,611
151.766,687
151.791,777
151.816,869
151.841,925
151.866,914
151.891,838
151.916,724
151.941,612
151.966,531
151.991,487
152.016,464
152.041,434
152.066,384
152.091,319
152.116,255
152.141,205
152.166,173
152.191,157
152.216,155
152.241,154
152.266,127
152.291,47
152.316,-76
152.341,-183
152.366,-197
152.391,-86
152.416,110
152.441,307
152.466,437
152.491,501
152.516,547
152.541,621
152.566,726
152.591,820
152.616,843
152.641,739
152.666,484
152.691,95
152.716,-353
152.741,-747
152.766,-978
152.791,-998
152.816,-839
152.841,-588
152.866,-330
152.891,-117
152.916,27
152.941,88
152.966,58
152.991,-45
153.016,-170
153.041,-242
153.066,-212
153.091,-85
153.116,83
153.141,234
153.166,343
153.191,424
153.216,503
153.241,578
153.266,626
153.291,631
153.316,614
153.341,615
153.366,654
153.391,705
153.416,723
153.441,685
153.466,617
153.491,563
153.516,542
153.541,535
153.566,513
153.591,471
153.616,430
153.641,395
153.666,345
153.691,257
153.716,137
153.741,37
153.766,6
153.791,48
153.816,126
153.841,197
153.866,250
153.891,300
153.916,356
153.941,401
153.966,413
153.991,391
154.016,359
154.041,340
154.066,337
154.091,332
154.116,311
154.141,275
154.166,236
154.191,202
154.216,175
154.241,150
154.266,125
154.291,97
154.316,59
154.341,9
154.366,-55
154.391,-133
154.416,-219
154.441,-305
154.466,-370
154.491,-387
154.516,-336
154.541,-225
154.566,-87
154.591,40
154.616,140
154.641,223
154.666,303
154.691,384
154.716,451
154.741,489
154.766,498
154.791,494
154.816,491
154.841,491
154.866,482
154.891,458
154.916,422
154.941,389
154.966,368
154.991,350
155.016,323
155.041,278
155.066,227
155.091,183
155.116,148
155.141,108
155.166,52
155.191,-7
155.216,-37
155.241,-6
155.266,81
155.291,187
155.316,269
155.341,311
155.366,326
155.391,341
155.416,364
155.441,388
155.466,403
155.491,409
155.516,411
155.541,411
155.566,405
155.591,389
155.616,367
155.641,347
155.666,330
155.691,312
155.716,289
155.741,257
155.766,219
155.791,177
155.816,135
155.841,91
155.866,41
155.891,-16
155.916,-77
155.941,-119
155.966,-113
155.991,-47
156.016,59
156.041,170
156.066,251
156.091,298
156.116,331
156.141,368
156.166,406
156.191,430
156.216,433
156.241,421
156.266,411
156.291,408
156.316,406
156.341,396
156.366,375
156.391,348
156.416,321
156.441,293
156.466,263
156.491,230
156.516,195
156.541,161
156.566,129
156.591,104
156.616,81
156.641,51
156.666,4
156.691,-51
156.716,-88
156.741,-74
156.766,-2
156.791,103
156.816,201
156.841,268
156.866,309
156.891,342
156.916,377
156.941,406
156.966,416
156.991,407
157.016,389
157.041,376
157.066,370
157.091,367
157.116,359
157.141,343
157.166,319
157.191,291
157.216,261
157.241,231
157.266,202
157.291,171
157.316,137
157.341,100
157.366,61
157.391,17
157.416,-34
157.441,-86
157.466,-114
157.491,-92
157.516,-14
157.541,96
157.566,199
157.591,272
157.616,318
157.641,357
157.666,395
157.691,421
157.716,425
157.741,411
157.766,394
157.791,387
157.816,383
157.841,369
157.866,342
157.891,311
157.916,288
157.941,270
157.966,247
157.991,212
158.016,170
158.041,130
158.066,91
158.091,43
158.116,-14
158.141,-64
158.166,-77
158.191,-37
158.216,45
158.241,141
158.266,219
158.291,268
158.316,298
158.341,324
158.366,353
158.391,381
158.416,400
158.441,406
158.466,403
158.491,400
158.516,395
158.541,383
158.566,358
158.591,323
158.616,291
158.641,269
158.666,255
158.691,239
158.716,215
158.741,186
158.766,157
158.791,125
158.816,82
158.841,28
158.866,-19
158.891,-30
158.916,11
158.941,92
158.966,181
158.991,249
159.016,293
159.041,324
159.066,355
159.091,385
159.116,405
159.141,410
159.166,405
159.191,399
159.216,392
159.241,383
159.266,369
159.291,351
159.316,329
159.341,305
159.366,277
159.391,247
159.416,218
159.441,189
159.466,161
159.491,134
159.516,105
159.541,68
159.566,18
159.591,-38
159.616,-85
159.641,-93
159.666,-50
159.691,33
159.716,124
159.741,190
159.766,226
159.791,245
159.816,264
159.841,285
159.866,295
159.891,287
159.916,270
159.941,257
159.966,254
159.991,252
160.016,241
160.041,220
160.066,199
160.091,187
160.116,180
160.141,173
160.166,164
160.191,159
160.216,162
160.241,163
160.266,148
160.291,115
160.316,85
160.341,91
160.366,152
160.391,250
160.416,348
160.441,414
160.466,445
160.491,458
160.516,472
160.541,487
160.566,490
160.591,476
160.616,450
160.641,426
160.666,405
160.691,382
160.716,350
160.741,313
160.766,278
160.791,248
160.816,216
160.841,179
160.866,138
160.891,100
160.916,68
160.941,31
160.966,-15
160.991,-60
161.016,-78
161.041,-44
161.066,36
161.091,134
161.116,216
161.141,266
161.166,294
161.191,314
161.216,332
161.241,345
161.266,345
161.291,337
161.316,330
161.341,329
161.366,332
161.391,328
161.416,313
161.441,292
161.466,270
161.491,250
161.516,226
161.541,196
161.566,161
161.591,129
161.616,101
161.641,66
161.666,17
161.691,-38
161.716,-77
161.741,-69
161.766,-7
161.791,87
161.816,181
161.841,253
161.866,302
161.891,341
161.916,379
161.941,413
161.966,433
161.991,437
162.016,432
162.041,427
162.066,423
162.091,418
162.116,406
162.141,384
162.166,355
162.191,323
162.216,291
162.241,259
162.266,226
162.291,191
162.316,156
162.341,125
162.366,97
162.391,69
162.416,31
162.441,-14
162.466,-52
162.491,-53
162.516,-5
162.541,81
162.566,172
162.591,238
162.616,271
162.641,286
162.666,300
162.691,317
162.716,328
162.741,325
162.766,315
162.791,308
162.816,311
162.841,315
162.866,308
162.891,289
162.916,266
162.941,247
162.966,230
162.991,207
163.016,177
163.041,145
163.066,118
163.091,90
163.116,53
163.141,8
163.166,-23
163.191,-16
163.216,42
163.241,133
163.266,225
163.291,290
163.316,328
163.341,351
163.366,370
163.391,385
163.416,391
163.441,386
163.466,379
163.491,375
163.516,374
163.541,371
163.566,362
163.591,347
163.616,330
163.641,310
163.666,287
163.691,262
163.716,234
163.741,205
163.766,175
163.791,144
163.816,112
163.841,77
163.866,35
163.891,-12
163.916,-54
163.941,-67
163.966,-34
163.991,43
164.016,136
164.041,215
164.066,265
164.091,297
164.116,326
164.141,358
164.166,384
164.191,394
164.216,392
164.241,388
164.266,390
164.291,394
164.316,390
164.341,377
164.366,360
164.391,345
164.416,331
164.441,312
164.466,285
164.491,258
164.516,234
164.541,209
164.566,177
164.591,141
164.616,108
164.641,82
164.666,56
164.691,15
164.716,-38
164.741,-77
164.766,-70
164.791,-7
164.816,88
164.841,177
164.866,236
164.891,272
164.916,303
164.941,339
164.966,368
164.991,379
165.016,373
165.041,365
165.066,364
165.091,369
165.116,371
165.141,364
165.166,352
165.191,337
165.216,321
165.241,301
165.266,279
165.291,255
165.316,230
165.341,202
165.366,171
165.391,139
165.416,112
165.441,83
165.466,45
165.491,0
165.516,-36
165.541,-33
165.566,19
165.591,107
165.616,195
165.641,258
165.666,294
165.691,319
165.716,343
165.741,361
165.766,365
165.791,353
165.816,338
165.841,329
165.866,332
165.891,337
165.916,337
165.941,325
165.966,304
165.991,279
166.016,256
166.041,233
166.066,208
166.091,176
166.116,142
166.141,111
166.166,86
166.191,57
166.216,13
166.241,-41
166.266,-82
166.291,-78
166.316,-13
166.341,90
166.366,194
166.391,268
166.416,311
166.441,341
166.466,371
166.491,400
166.516,417
166.541,417
166.566,408
166.591,401
166.616,401
166.641,401
166.666,395
166.691,380
166.716,359
166.741,335
166.766,310
166.791,281
166.816,247
166.841,209
166.866,171
166.891,135
166.916,101
166.941,60
166.966,6
166.991,-48
167.016,-78
167.041,-55
167.066,25
167.091,136
167.116,235
167.141,298
167.166,328
167.191,350
167.216,377
167.241,403
167.266,413
167.291,405
167.316,390
167.341,382
167.366,379
167.391,372
167.416,352
167.441,324
167.466,297
167.491,274
167.516,250
167.541,218
167.566,181
167.591,146
167.616,113
167.641,75
167.666,22
167.691,-34
167.716,-66
167.741,-49
167.766,19
167.791,112
167.816,191
167.841,238
167.866,261
167.891,276
167.916,293
167.941,305
167.966,303
167.991,288
168.016,272
168.041,268
168.066,274
168.091,280
168.116,278
168.141,269
168.166,257
168.191,243
168.216,223
168.241,197
168.266,169
168.291,143
168.316,116
168.341,79
168.366,32
168.391,-8
168.416,-14
168.441,29
168.466,112
168.491,201
168.516,271
168.541,316
168.566,348
168.591,378
168.616,406
168.641,421
168.666,420
168.691,409
168.716,402
168.741,401
168.766,402
168.791,395
168.816,380
168.841,362
168.866,347
168.891,332
168.916,311
168.941,284
168.966,255
168.991,232
169.016,208
169.041,177
169.066,137
169.091,105
169.116,104
169.141,144
169.166,216
169.191,294
169.216,357
169.241,400
169.266,428
169.291,451
169.316,467
169.341,472
169.366,463
169.391,443
169.416,419
169.441,395
169.466,373
169.491,348
169.516,319
169.541,285
169.566,249
169.591,211
169.616,174
169.641,133
169.666,88
169.691,37
169.716,-21
169.741,-87
169.766,-163
169.791,-241
169.816,-310
169.841,-347
169.866,-337
169.891,-283
169.916,-204
169.941,-123
169.966,-50
169.991,15
170.016,74
170.041,115
170.066,127
170.091,109
170.116,78
170.141,49
170.166,27
170.191,0
170.216,-39
170.241,-79
170.266,-95
170.291,-72
170.316,-13
170.341,63
170.366,144
170.391,219
170.416,285
170.441,338
170.466,386
170.491,444
170.516,537
170.541,669
170.566,817
170.591,938
170.616,1004
170.641,1013
170.666,983
170.691,937
170.716,880
170.741,813
170.766,740
170.791,669
170.816,605
170.841,546
170.866,485
170.891,417
170.916,348
170.941,281
170.966,216
170.991,150
171.016,86
171.041,29
171.066,-20
171.091,-68
171.116,-123
171.141,-177
171.166,-212
171.191,-208
171.216,-166
171.241,-108
171.266,-57
171.291,-23
171.316,4
171.341,39
171.366,85
171.391,133
171.416,174
171.441,208
171.466,237
171.491,263
171.516,284
171.541,294
171.566,298
171.591,299
171.616,300
171.641,298
171.666,287
171.691,268
171.716,248
171.741,232
171.766,216
171.791,193
171.816,156
171.841,110
171.866,73
171.891,62
171.916,81
171.941,122
171.966,169
171.991,209
172.016,241
172.041,270
172.066,299
172.091,324
172.116,336
172.141,334
172.166,324
172.191,317
172.216,317
172.241,316
172.266,307
172.291,289
172.316,274
172.341,269
172.366,269
172.391,260
172.416,235
172.441,200
172.466,168
172.491,143
172.516,112
172.541,64
172.566,11
172.591,-19
172.616,-3
172.641,56
172.666,133
172.691,198
172.716,241
172.741,270
172.766,295
172.791,319
172.816,333
172.841,333
172.866,326
172.891,323
172.916,326
172.941,328
172.966,322
172.991,307
173.016,288
173.041,269
173.066,248
173.091,221
173.116,187
173.141,152
173.166,124
173.191,99
173.216,69
173.241,24
173.266,-28
173.291,-63
173.316,-53
173.341,7
173.366,101
173.391,192
173.416,258
173.441,297
173.466,325
173.491,355
173.516,383
173.541,402
173.566,405
173.591,399
173.616,393
173.641,390
173.666,385
173.691,375
173.716,360
173.741,344
173.766,326
173.791,303
173.816,275
173.841,246
173.866,217
173.891,189
173.916,159
173.941,130
173.966,103
173.991,75
174.016,39
174.041,-6
174.066,-43
174.091,-43
174.116,11
174.141,108
174.166,209
174.191,282
174.216,322
174.241,345
174.266,370
174.291,396
174.316,409
174.341,403
174.366,386
174.391,374
