df_hash,22ZHK4.DZ2M1F
136.223,1.032
136.253,1.029
136.283,1.033
136.313,1.033
136.343,1.028
136.373,1.032
136.403,1.030
136.433,1.031
136.463,1.032
136.493,1.035
136.523,1.031
136.553,1.031
136.583,1.034
136.613,1.032
136.643,1.029
136.673,1.021
136.703,1.026
136.733,1.036
136.763,1.036
136.793,1.028
136.823,1.028
136.853,1.034
136.883,1.033
136.913,1.029
136.943,1.033
136.973,1.031
137.003,1.031
137.033,1.033
137.063,1.029
137.093,1.027
137.123,1.035
137.153,1.031
137.183,1.032
137.213,1.031
137.243,1.033
137.273,1.031
137.303,1.033
137.333,1.035
137.363,1.030
137.393,1.032
137.423,1.031
137.453,1.036
137.483,1.029
137.513,1.028
137.543,1.032
137.573,1.037
137.603,1.030
137.633,1.030
137.663,1.032
137.693,1.030
137.723,1.030
137.753,1.033
137.783,1.029
137.813,1.031
137.843,1.033
137.873,1.031
137.903,1.030
137.933,1.030
137.963,1.032
137.993,1.030
138.023,1.027
138.053,1.032
138.083,1.032
138.113,1.033
138.143,1.032
138.173,1.030
138.203,1.031
138.233,1.039
138.263,1.029
138.293,1.030
138.323,1.029
138.353,1.029
138.383,1.029
138.413,1.031
138.443,1.037
138.473,1.030
138.503,1.032
138.533,1.029
138.563,1.028
138.593,1.032
138.623,1.032
138.653,1.032
138.683,1.030
138.713,1.031
138.743,1.031
138.773,1.032
138.803,1.034
138.833,1.032
138.863,1.030
138.893,1.030
138.923,1.031
138.953,1.032
138.983,1.030
139.013,1.029
139.043,1.031
139.073,1.036
139.103,1.029
139.133,1.026
139.163,1.034
139.193,1.032
139.223,1.027
139.253,1.028
139.283,1.031
139.313,1.032
139.343,1.031
139.373,1.034
139.403,1.031
139.433,1.031
139.463,1.033
139.493,1.031
139.523,1.034
139.553,1.034
139.583,1.030
139.613,1.031
139.643,1.032
139.673,1.035
139.703,1.028
139.733,1.031
139.763,1.032
139.793,1.029
139.823,1.032
139.853,1.029
139.883,1.027
139.913,1.032
139.943,1.032
139.973,1.030
140.003,1.032
140.033,1.030
140.063,1.032
140.093,1.029
140.123,1.028
140.153,1.026
140.183,1.031
140.213,1.034
140.243,1.034
140.273,1.033
140.303,1.028
140.333,1.036
140.363,1.035
140.393,1.027
140.423,1.031
140.453,1.032
140.483,1.035
140.513,1.030
140.543,1.029
140.573,1.033
140.603,1.029
140.633,1.028
140.663,1.029
140.693,1.034
140.723,1.033
140.753,1.033
140.783,1.031
140.813,1.030
140.843,1.033
140.873,1.030
140.903,1.032
140.933,1.032
140.963,1.028
140.993,1.032
141.023,1.032
141.053,1.035
141.083,1.031
141.113,1.031
141.143,1.025
141.173,1.036
141.203,1.033
141.233,1.029
141.263,1.032
141.293,1.032
141.323,1.031
141.353,1.032
141.383,1.035
141.413,1.032
141.443,1.034
141.473,1.030
141.503,1.026
141.533,1.028
141.563,1.031
141.593,1.037
141.623,1.032
141.653,1.030
141.683,1.032
141.713,1.030
141.743,1.031
141.773,1.030
141.803,1.035
141.833,1.031
141.863,1.028
141.893,1.032
141.923,1.034
141.953,1.036
141.983,1.030
142.013,1.030
142.043,1.032
142.073,1.032
142.103,1.034
142.133,1.030
142.163,1.033
142.193,1.030
142.223,1.033
142.253,1.029
142.283,1.030
142.313,1.031
142.343,1.033
142.373,1.033
142.403,1.031
142.433,1.033
142.463,1.030
142.493,1.028
142.523,1.030
142.553,1.031
142.583,1.032
142.613,1.030
142.643,1.030
142.673,1.029
142.703,1.033
142.733,1.029
142.763,1.028
142.793,1.033
142.823,1.030
142.853,1.033
142.883,1.031
142.913,1.030
142.943,1.030
142.973,1.032
143.003,1.031
143.033,1.031
143.063,1.029
143.093,1.029
143.123,1.031
143.153,1.030
143.183,1.031
143.213,1.033
143.243,1.032
143.273,1.031
143.303,1.032
143.333,1.031
143.363,1.029
143.393,1.029
143.423,1.027
143.453,1.035
143.483,1.032
143.513,1.027
143.543,1.031
143.573,1.034
143.603,1.030
143.633,1.031
143.663,1.028
143.693,1.030
143.723,1.030
143.753,1.034
143.783,1.030
143.813,1.029
143.843,1.035
143.873,1.030
143.903,1.033
143.933,1.030
143.963,1.030
143.993,1.035
144.023,1.029
144.053,1.031
144.083,1.030
144.113,1.029
144.143,1.030
144.173,1.026
144.203,1.032
144.233,1.034
144.263,1.032
144.293,1.028
144.323,1.033
144.353,1.033
144.383,1.031
144.413,1.030
144.443,1.032
144.473,1.034
144.503,1.032
144.533,1.029
144.563,1.029
144.593,1.034
144.623,1.035
144.653,1.032
144.683,1.032
144.713,1.029
144.743,1.029
144.773,1.029
144.803,1.028
144.833,1.026
144.863,1.029
144.893,1.026
144.923,1.032
144.953,1.033
144.983,1.030
145.013,1.027
145.043,1.033
145.073,1.033
145.103,1.030
145.133,1.030
145.163,1.033
145.193,1.033
145.223,1.031
145.253,1.031
145.283,1.028
145.313,1.029
145.343,1.035
145.373,1.033
145.403,1.033
145.433,1.032
145.463,1.032
145.493,1.032
145.523,1.029
145.553,1.031
145.583,1.026
145.613,1.032
145.643,1.035
145.673,1.032
145.703,1.028
145.733,1.030
145.763,1.031
145.793,1.030
145.823,1.030
145.853,1.029
145.883,1.031
145.913,1.034
145.943,1.030
145.973,1.024
146.003,1.025
146.033,1.031
146.063,1.033
146.093,1.031
146.123,1.034
146.153,1.034
146.183,1.030
146.213,1.029
146.243,1.032
146.273,1.036
146.303,1.030
146.333,1.028
146.363,1.030
146.393,1.036
146.423,1.036
146.453,1.030
146.483,1.030
146.513,1.030
146.543,1.031
146.573,1.029
146.603,1.030
146.633,1.030
146.663,1.031
146.693,1.035
146.723,1.028
146.753,1.027
146.783,1.031
146.813,1.032
146.843,1.033
146.873,1.033
146.903,1.031
146.933,1.032
146.963,1.031
146.993,1.030
147.023,1.034
147.053,1.034
147.083,1.027
147.113,1.028
147.143,1.029
147.173,1.035
147.203,1.033
147.233,1.029
147.263,1.028
147.293,1.034
147.323,1.030
147.353,1.031
147.383,1.027
147.413,1.031
147.443,1.030
147.473,1.031
147.503,1.032
147.533,1.032
147.563,1.031
147.593,1.035
147.623,1.032
147.653,1.034
147.683,1.030
147.713,1.034
147.743,1.035
147.773,1.034
147.803,1.026
147.833,1.031
147.863,1.029
147.893,1.033
147.923,1.031
147.953,1.031
147.983,1.033
148.013,1.030
148.043,1.031
148.073,1.032
148.103,1.030
148.133,1.033
148.163,1.033
148.193,1.034
148.223,1.030
148.253,1.029
148.283,1.031
148.313,1.034
148.343,1.031
148.373,1.031
148.403,1.034
148.433,1.033
148.463,1.030
148.493,1.031
148.523,1.031
148.553,1.033
148.583,1.028
148.613,1.032
148.643,1.032
148.673,1.038
148.703,1.030
148.733,1.030
148.763,1.030
148.793,1.036
148.823,1.028
148.853,1.032
148.883,1.032
148.913,1.030
148.943,1.032
148.973,1.030
149.003,1.026
149.033,1.034
149.063,1.034
149.093,1.032
149.123,1.032
149.153,1.033
149.183,1.033
149.213,1.032
149.243,1.032
149.273,1.035
149.303,1.031
149.333,1.029
149.363,1.033
149.393,1.036
149.423,1.036
149.453,1.034
149.483,1.031
149.513,1.031
149.543,1.034
149.573,1.030
149.603,1.031
149.633,1.034
149.663,1.029
149.693,1.032
149.723,1.031
149.753,1.029
149.783,1.030
149.813,1.037
149.843,1.033
149.873,1.030
149.903,1.031
149.933,1.031
149.963,1.034
149.993,1.033
150.023,1.032
150.053,1.028
150.083,1.026
150.113,1.036
150.143,1.034
150.173,1.029
150.203,1.031
150.233,1.033
150.263,1.032
150.293,1.029
150.323,1.034
150.353,1.029
150.383,1.032
150.413,1.032
150.443,1.031
150.473,1.029
150.503,1.032
150.533,1.029
150.563,1.032
150.593,1.033
150.623,1.032
150.653,1.033
150.683,1.032
150.713,1.033
150.743,1.029
150.773,1.031
150.803,1.034
150.833,1.028
150.863,1.030
150.893,1.024
150.923,1.038
150.953,1.034
150.983,1.026
151.013,1.028
151.043,1.032
151.073,1.032
151.103,1.029
151.133,1.033
151.163,1.031
151.193,1.032
151.223,1.034
151.253,1.030
151.283,1.027
151.313,1.028
151.343,1.032
151.373,1.034
151.403,1.033
151.433,1.033
151.463,1.033
151.493,1.033
151.523,1.028
151.553,1.031
151.583,1.032
151.613,1.033
151.643,1.030
151.673,1.032
151.703,1.031
151.733,1.036
151.763,1.029
151.793,1.027
151.823,1.029
151.853,1.038
151.883,1.033
151.913,1.031
151.943,1.029
151.973,1.032
152.003,1.032
152.033,1.031
152.063,1.033
152.093,1.034
152.123,1.031
152.153,1.032
152.183,1.031
152.213,1.027
152.243,1.031
152.273,1.031
152.303,1.028
152.333,1.030
152.363,1.030
152.393,1.032
152.423,1.032
152.453,1.032
152.483,1.032
152.513,1.035
152.543,1.033
152.573,1.033
152.603,1.032
152.633,1.039
152.663,1.033
152.693,1.033
152.723,1.027
152.753,1.033
152.783,1.033
152.813,1.029
152.843,1.034
152.873,1.031
152.903,1.030
152.933,1.037
152.963,1.031
152.993,1.033
153.023,1.033
153.053,1.031
153.083,1.032
153.113,1.030
153.143,1.031
153.173,1.034
153.203,1.032
153.233,1.030
153.263,1.031
153.293,1.030
153.323,1.025
153.353,1.026
153.383,1.028
153.413,1.034
153.443,1.036
153.473,1.030
153.503,1.033
153.533,1.031
153.563,1.033
153.593,1.032
153.623,1.034
153.653,1.036
153.683,1.031
153.713,1.034
153.743,1.037
153.773,1.032
153.803,1.030
153.833,1.032
153.863,1.034
153.893,1.033
153.923,1.029
153.953,1.035
153.983,1.035
154.013,1.031
154.043,1.031
154.073,1.032
154.103,1.035
154.133,1.028
154.163,1.032
154.193,1.036
154.223,1.035
154.253,1.034
154.283,1.028
154.313,1.033
154.343,1.033
154.373,1.033
154.403,1.030
154.433,1.033
154.463,1.031
154.493,1.033
154.523,1.031
154.553,1.032
154.583,1.028
154.613,1.030
154.643,1.033
154.673,1.033
154.703,1.034
154.733,1.031
154.763,1.031
154.793,1.033
154.823,1.032
154.853,1.033
154.883,1.032
154.913,1.033
154.943,1.040
154.973,1.036
155.003,1.031
155.033,1.031
155.063,1.034
155.093,1.033
155.123,1.035
155.153,1.034
155.183,1.033
155.213,1.034
155.243,1.031
155.273,1.034
155.303,1.030
155.333,1.033
155.363,1.034
155.393,1.032
155.423,1.031
155.453,1.033
155.483,1.033
155.513,1.030
155.543,1.033
155.573,1.032
155.603,1.033
155.633,1.026
155.663,1.028
155.693,1.027
155.723,1.037
155.753,1.036
155.783,1.030
155.813,1.028
155.843,1.031
155.873,1.034
155.903,1.033
155.933,1.035
155.963,1.037
155.993,1.029
156.023,1.035
156.053,1.034
156.083,1.028
156.113,1.031
156.143,1.033
156.173,1.029
156.203,1.034
156.233,1.032
156.263,1.034
156.293,1.032
156.323,1.031
156.353,1.029
156.383,1.033
156.413,1.032
156.443,1.035
156.473,1.035
156.503,1.030
156.533,1.027
156.563,1.030
156.593,1.034
156.623,1.030
156.653,1.031
156.683,1.034
156.713,1.034
156.743,1.029
156.773,1.028
156.803,1.033
156.833,1.033
156.863,1.026
156.893,1.034
156.923,1.036
156.953,1.031
156.983,1.028
157.013,1.035
157.043,1.038
157.073,1.032
157.103,1.029
157.133,1.033
157.163,1.036
157.193,1.024
157.223,1.027
157.253,1.034
157.283,1.033
157.313,1.027
157.343,1.035
157.373,1.036
157.403,1.032
157.433,1.029
157.463,1.032
157.493,1.032
157.523,1.033
157.553,1.028
157.583,1.032
157.613,1.032
157.643,1.034
157.673,1.038
157.703,1.030
157.733,1.028
157.763,1.034
157.793,1.034
157.823,1.030
157.853,1.031
157.883,1.036
157.913,1.031
157.943,1.034
157.973,1.031
158.003,1.032
158.033,1.035
158.063,1.032
158.093,1.034
158.123,1.037
158.153,1.032
158.183,1.040
158.213,1.034
158.243,1.030
158.273,1.029
158.303,1.028
158.333,1.032
158.363,1.028
158.393,1.035
158.423,1.030
158.453,1.031
158.483,1.037
158.513,1.032
158.543,1.030
158.573,1.027
158.603,1.032
158.633,1.033
158.663,1.032
158.693,1.031
158.723,1.036
158.753,1.032
158.783,1.030
158.813,1.031
158.843,1.034
158.873,1.029
158.903,1.032
158.933,1.034
158.963,1.033
158.993,1.034
159.023,1.039
159.053,1.037
159.083,1.028
159.113,1.028
159.143,1.034
159.173,1.033
159.203,1.032
159.233,1.030
159.263,1.036
159.293,1.034
159.323,1.033
159.353,1.033
159.383,1.030
159.413,1.029
159.443,1.029
159.473,1.033
159.503,1.035
159.533,1.031
159.563,1.034
159.593,1.034
159.623,1.032
159.653,1.033
159.683,1.032
159.713,1.031
159.743,1.029
159.773,1.025
159.803,1.037
159.833,1.038
159.863,1.031
159.893,1.026
159.923,1.035
159.953,1.037
159.983,1.032
160.013,1.034
160.043,1.034
160.073,1.035
160.103,1.029
160.133,1.030
160.163,1.033
160.193,1.028
160.223,1.031
160.253,1.033
160.283,1.035
160.313,1.033
160.343,1.032
160.373,1.032
160.403,1.034
160.433,1.032
160.463,1.026
160.493,1.031
160.523,1.033
160.553,1.029
160.583,1.033
160.613,1.034
160.643,1.039
160.673,1.032
160.703,1.032
160.733,1.033
160.763,1.031
160.793,1.031
160.823,1.028
160.853,1.032
160.883,1.031
160.913,1.030
160.943,1.033
160.973,1.028
161.003,1.032
161.033,1.033
161.063,1.036
161.093,1.034
161.123,1.033
161.153,1.033
161.183,1.033
161.213,1.029
161.243,1.032
161.273,1.032
161.303,1.027
161.333,1.031
161.363,1.033
161.393,1.038
161.423,1.035
161.453,1.035
161.483,1.036
161.513,1.033
161.543,1.031
161.573,1.027
161.603,1.031
161.633,1.034
161.663,1.033
161.693,1.032
161.723,1.036
161.753,1.031
161.783,1.032
161.813,1.032
161.843,1.031
161.873,1.028
161.903,1.026
161.933,1.034
161.963,1.031
161.993,1.031
162.023,1.034
162.053,1.031
162.083,1.031
162.113,1.032
162.143,1.036
162.173,1.032
162.203,1.031
162.233,1.031
162.263,1.032
162.293,1.038
162.323,1.034
162.353,1.026
162.383,1.029
162.413,1.036
162.443,1.032
162.473,1.033
162.503,1.036
162.533,1.031
162.563,1.033
162.593,1.034
162.623,1.028
162.653,1.029
162.683,1.033
162.713,1.030
162.743,1.033
162.773,1.030
162.803,1.032
162.833,1.034
162.863,1.032
162.893,1.032
162.923,1.034
162.953,1.032
162.983,1.031
163.013,1.027
163.043,1.028
163.073,1.036
163.103,1.035
163.133,1.030
163.163,1.029
163.193,1.035
163.223,1.032
163.253,1.028
163.283,1.031
163.313,1.040
163.343,1.032
163.373,1.033
163.403,1.036
163.433,1.031
163.463,1.030
163.493,1.030
163.523,1.031
163.553,1.029
163.583,1.036
163.613,1.039
163.643,1.036
163.673,1.032
163.703,1.031
163.733,1.032
163.763,1.033
163.793,1.027
163.823,1.021
163.853,1.032
163.883,1.037
163.913,1.042
163.943,1.031
163.973,1.032
164.003,1.034
164.033,1.035
164.063,1.033
164.093,1.033
164.123,1.031
164.153,1.028
164.183,1.028
164.213,1.033
164.243,1.031
164.273,1.032
164.303,1.036
164.333,1.030
164.363,1.029
164.393,1.034
164.423,1.035
164.453,1.032
164.483,1.033
164.513,1.035
164.543,1.031
164.573,1.030
164.603,1.032
164.633,1.035
164.663,1.039
164.693,1.035
164.723,1.029
164.753,1.032
164.783,1.032
164.813,1.032
164.843,1.033
164.873,1.035
164.903,1.034
164.933,1.038
164.963,1.033
164.993,1.032
165.023,1.032
165.053,1.037
165.083,1.033
165.113,1.030
165.143,1.035
165.173,1.034
165.203,1.033
165.233,1.034
165.263,1.033
165.293,1.037
165.323,1.035
165.353,1.034
165.383,1.034
165.413,1.039
165.443,1.034
165.473,1.031
165.503,1.032
165.533,1.034
165.563,1.033
165.593,1.030
165.623,1.034
165.653,1.034
165.683,1.036
165.713,1.035
165.743,1.034
165.773,1.031
165.803,1.031
165.833,1.032
165.863,1.034
165.893,1.030
165.923,1.033
165.953,1.038
165.983,1.033
166.013,1.035
166.043,1.030
166.073,1.029
166.103,1.036
166.133,1.031
166.163,1.026
166.193,1.032
166.223,1.038
166.253,1.036
166.283,1.032
166.313,1.033
166.343,1.038
166.373,1.033
166.403,1.031
166.433,1.033
166.463,1.034
166.493,1.028
166.523,1.036
166.553,1.034
166.583,1.030
166.613,1.029
166.643,1.031
166.673,1.032
166.703,1.032
166.733,1.030
166.763,1.033
166.793,1.034
166.823,1.032
166.853,1.033
166.883,1.029
166.913,1.029
166.943,1.031
166.973,1.033
167.003,1.035
167.033,1.031
167.063,1.032
167.093,1.033
167.123,1.032
167.153,1.033
167.183,1.029
167.213,1.037
167.243,1.034
167.273,1.034
167.303,1.036
167.333,1.029
167.363,1.031
167.393,1.034
167.423,1.033
167.453,1.033
167.483,1.033
167.513,1.036
167.543,1.032
167.573,1.031
167.603,1.033
167.633,1.034
167.663,1.030
167.693,1.032
167.723,1.033
167.753,1.040
167.783,1.031
167.813,1.028
167.843,1.033
167.873,1.034
167.903,1.031
167.933,1.036
167.963,1.033
167.993,1.033
168.023,1.033
168.053,1.035
168.083,1.033
168.113,1.031
168.143,1.031
168.173,1.030
168.203,1.031
168.233,1.031
168.263,1.033
168.293,1.032
168.323,1.035
168.353,1.033
168.383,1.029
168.413,1.032
168.443,1.034
168.473,1.035
168.503,1.034
168.533,1.032
168.563,1.041
168.593,1.035
168.623,1.033
168.653,1.034
168.683,1.038
168.713,1.031
168.743,1.032
168.773,1.032
168.803,1.032
168.833,1.034
168.863,1.036
168.893,1.031
168.923,1.032
168.953,1.033
168.983,1.034
169.013,1.034
169.043,1.031
169.073,1.033
169.103,1.035
169.133,1.033
169.163,1.032
169.193,1.033
169.223,1.035
169.253,1.031
169.283,1.032
169.313,1.024
169.343,1.032
169.373,1.034
169.403,1.038
169.433,1.032
169.463,1.032
169.493,1.030
169.523,1.032
169.553,1.029
169.583,1.031
169.613,1.032
169.643,1.033
169.673,1.030
169.703,1.034
169.733,1.034
169.763,1.031
169.793,1.034
169.823,1.031
169.853,1.035
169.883,1.036
169.913,1.033
169.943,1.030
169.973,1.034
170.003,1.034
170.033,1.031
170.063,1.031
170.093,1.030
170.123,1.036
170.153,1.034
170.183,1.032
170.213,1.033
170.243,1.034
170.273,1.033
170.303,1.033
170.333,1.037
170.363,1.030
170.393,1.033
170.423,1.033
170.453,1.033
170.483,1.029
170.513,1.033
170.543,1.032
170.573,1.037
170.603,1.035
170.633,1.033
170.663,1.033
170.693,1.031
170.723,1.032
170.753,1.032
170.783,1.032
170.813,1.032
170.843,1.034
170.873,1.031
170.903,1.037
170.933,1.037
170.963,1.033
170.993,1.030
171.023,1.035
171.053,1.037
171.083,1.028
171.113,1.035
171.143,1.038
171.173,1.032
171.203,1.033
171.233,1.036
171.263,1.034
171.293,1.033
171.323,1.035
171.353,1.035
171.383,1.034
171.413,1.032
171.443,1.031
171.473,1.033
171.503,1.030
171.533,1.032
171.563,1.034
171.593,1.036
171.623,1.026
171.653,1.028
171.683,1.033
171.713,1.035
171.743,1.039
171.773,1.031
171.803,1.031
171.833,1.036
171.863,1.035
171.893,1.035
171.923,1.030
171.953,1.031
171.983,1.031
172.013,1.035
172.043,1.035
172.073,1.030
172.103,1.029
172.133,1.034
172.163,1.036
172.193,1.031
172.223,1.033
172.253,1.033
172.283,1.031
172.313,1.032
172.343,1.029
172.373,1.030
172.403,1.027
172.433,1.033
172.463,1.037
172.493,1.033
172.523,1.029
172.553,1.036
172.583,1.036
172.613,1.032
172.643,1.031
172.673,1.033
172.703,1.030
172.733,1.030
172.763,1.035
172.793,1.034
172.823,1.031
172.853,1.034
172.883,1.032
172.913,1.033
172.943,1.034
172.973,1.034
173.003,1.036
173.033,1.034
173.063,1.034
173.093,1.033
173.123,1.031
173.153,1.032
173.183,1.037
173.213,1.034
173.243,1.033
173.273,1.038
173.303,1.031
173.333,1.028
173.363,1.035
173.393,1.034
173.423,1.029
173.453,1.035
173.483,1.038
173.513,1.030
173.543,1.031
173.573,1.035
173.603,1.036
173.633,1.034
173.663,1.032
173.693,1.035
173.723,1.035
173.753,1.031
173.783,1.033
173.813,1.036
173.843,1.033
173.873,1.037
173.903,1.033
173.933,1.028
173.963,1.029
173.993,1.034
174.023,1.034
174.053,1.033
174.083,1.038
174.113,1.038
174.143,1.037
174.173,1.035
174.203,1.027
174.233,1.032
174.263,1.030
174.293,1.035
174.323,1.035
174.353,1.035
174.383,1.032
174.413,1.032
174.443,1.034
174.473,1.035
174.503,1.033
174.533,1.029
174.563,1.029
174.593,1.033
174.623,1.033
174.653,1.034
174.683,1.034
174.713,1.034
174.743,1.036
174.773,1.036
174.803,1.032
174.833,1.033
174.863,1.033
174.893,1.034
174.923,1.035
174.953,1.031
174.983,1.033
175.013,1.035
175.043,1.034
175.073,1.035
175.103,1.033
175.133,1.033
175.163,1.029
175.193,1.036
175.223,1.032
175.253,1.030
175.283,1.034
175.313,1.034
175.343,1.034
175.373,1.034
175.403,1.033
175.433,1.034
175.463,1.035
175.493,1.036
175.523,1.035
175.553,1.027
175.583,1.033
175.613,1.033
175.643,1.035
175.673,1.031
175.703,1.031
175.733,1.034
175.763,1.031
175.793,1.035
175.823,1.030
175.853,1.033
175.883,1.031
175.913,1.038
175.943,1.035
175.973,1.031
176.003,1.033
176.033,1.032
176.063,1.036
176.093,1.036
176.123,1.036
176.153,1.037
176.183,1.037
176.213,1.034
176.243,1.035
176.273,1.031
176.303,1.033
176.333,1.033
176.363,1.028
176.393,1.030
176.423,1.036
176.453,1.038
176.483,1.030
176.513,1.033
176.543,1.033
176.573,1.032
176.603,1.032
176.633,1.030
176.663,1.036
176.693,1.032
176.723,1.039
176.753,1.034
176.783,1.034
176.813,1.033
176.843,1.034
176.873,1.034
176.903,1.036
176.933,1.034
176.963,1.031
176.993,1.035
177.023,1.033
177.053,1.033
177.083,1.031
177.113,1.034
177.143,1.034
177.173,1.036
177.203,1.031
177.233,1.032
177.263,1.032
177.293,1.033
177.323,1.034
177.353,1.034
177.383,1.036
177.413,1.030
177.443,1.034
177.473,1.036
177.503,1.030
177.533,1.029
177.563,1.034
177.593,1.034
177.623,1.031
177.653,1.034
177.683,1.037
177.713,1.031
177.743,1.033
177.773,1.036
177.803,1.032
177.833,1.028
177.863,1.029
177.893,1.036
177.923,1.039
177.953,1.033
177.983,1.029
178.013,1.033
178.043,1.034
178.073,1.032
178.103,1.034
178.133,1.033
178.163,1.030
178.193,1.037
178.223,1.036
178.253,1.033
178.283,1.029
178.313,1.033
178.343,1.034
178.373,1.035
178.403,1.033
178.433,1.034
178.463,1.032
178.493,1.033
178.523,1.030
178.553,1.032
178.583,1.033
178.613,1.035
178.643,1.038
178.673,1.037
178.703,1.030
178.733,1.040
178.763,1.034
178.793,1.028
178.823,1.030
178.853,1.034
178.883,1.029
178.913,1.037
178.943,1.038
178.973,1.031
179.003,1.035
179.033,1.035
179.063,1.031
179.093,1.029
179.123,1.033
179.153,1.033
179.183,1.033
179.213,1.033
179.243,1.033
179.273,1.035
179.303,1.033
179.333,1.037
179.363,1.037
179.393,1.034
179.423,1.035
179.453,1.030
179.483,1.036
179.513,1.038
179.543,1.037
179.573,1.032
179.603,1.033
179.633,1.035
179.663,1.033
179.693,1.035
179.723,1.035
179.753,1.033
179.783,1.036
179.813,1.033
179.843,1.034
179.873,1.035
179.903,1.037
179.933,1.040
179.963,1.033
179.993,1.035
180.023,1.031
180.053,1.033
180.083,1.038
180.113,1.035
180.143,1.032
180.173,1.033
180.203,1.036
180.233,1.038
180.263,1.035
180.293,1.033
180.323,1.031
180.353,1.038
180.383,1.035
180.413,1.034
180.443,1.038
180.473,1.031
180.503,1.031
180.533,1.034
180.563,1.031
180.593,1.032
180.623,1.035
180.653,1.036
180.683,1.034
180.713,1.036
180.743,1.036
180.773,1.034
180.803,1.034
180.833,1.036
180.863,1.032
180.893,1.031
180.923,1.033
180.953,1.035
180.983,1.032
181.013,1.040
181.043,1.038
181.073,1.032
181.103,1.032
181.133,1.034
181.163,1.033
181.193,1.033
181.223,1.035
181.253,1.036
181.283,1.038
181.313,1.033
181.343,1.035
181.373,1.031
181.403,1.033
181.433,1.035
181.463,1.033
181.493,1.035
181.523,1.036
181.553,1.032
181.583,1.032
181.613,1.033
181.643,1.034
181.673,1.036
181.703,1.031
181.733,1.030
181.763,1.034
181.793,1.039
181.823,1.034
181.853,1.032
181.883,1.030
181.913,1.032
181.943,1.035
181.973,1.036
182.003,1.033
182.033,1.032
182.063,1.034
182.093,1.035
182.123,1.034
182.153,1.031
182.183,1.032
182.213,1.035
182.243,1.035
182.273,1.036
182.303,1.035
182.333,1.032
182.363,1.034
182.393,1.034
182.423,1.033
182.453,1.033
182.483,1.029
182.513,1.036
182.543,1.043
182.573,1.035
182.603,1.033
182.633,1.031
182.663,1.032
182.693,1.035
182.723,1.035
182.753,1.038
182.783,1.031
182.813,1.035
182.843,1.035
182.873,1.034
182.903,1.031
182.933,1.038
182.963,1.036
182.993,1.031
183.023,1.033
183.053,1.036
183.083,1.034
183.113,1.037
183.143,1.034
183.173,1.030
183.203,1.032
183.233,1.038
183.263,1.032
183.293,1.029
183.323,1.029
183.353,1.043
183.383,1.037
183.413,1.029
183.443,1.034
183.473,1.035
183.503,1.031
183.533,1.035
183.563,1.032
183.593,1.034
183.623,1.032
183.653,1.035
183.683,1.033
183.713,1.031
183.743,1.034
183.773,1.035
183.803,1.036
183.833,1.035
183.863,1.034
183.893,1.033
183.923,1.034
183.953,1.033
183.983,1.032
184.013,1.032
184.043,1.036
184.073,1.041
184.103,1.039
184.133,1.035
184.163,1.036
184.193,1.037
184.223,1.028
184.253,1.031
184.283,1.035
184.313,1.035
184.343,1.036
184.373,1.032
184.403,1.038
184.433,1.034
184.463,1.037
184.493,1.037
184.523,1.034
184.553,1.032
184.583,1.031
184.613,1.036
184.643,1.033
184.673,1.032
184.703,1.035
184.733,1.035
184.763,1.036
184.793,1.036
184.823,1.036
184.853,1.033
184.883,1.031
184.913,1.033
184.943,1.037
184.973,1.035
185.003,1.034
185.033,1.029
185.063,1.038
185.093,1.034
185.123,1.036
185.153,1.033
185.183,1.032
185.213,1.035
185.243,1.038
185.273,1.034
185.303,1.032
185.333,1.035
185.363,1.037
185.393,1.033
185.423,1.036
185.453,1.035
185.483,1.036
185.513,1.033
185.543,1.034
185.573,1.029
185.603,1.034
185.633,1.032
185.663,1.027
185.693,1.040
185.723,1.041
185.753,1.033
185.783,1.030
185.813,1.036
185.843,1.034
185.873,1.033
185.903,1.037
185.933,1.038
185.963,1.031
185.993,1.036
186.023,1.037
186.053,1.031
186.083,1.033
186.113,1.036
186.143,1.036
186.173,1.032
186.203,1.034
186.233,1.034
186.263,1.034
186.293,1.036
186.323,1.038
186.353,1.034
186.383,1.033
186.413,1.031
186.443,1.031
186.473,1.033
186.503,1.037
186.533,1.038
186.563,1.033
186.593,1.035
186.623,1.033
186.653,1.032
186.683,1.031
186.713,1.037
186.743,1.034
186.773,1.033
186.803,1.038
186.833,1.033
186.863,1.030
186.893,1.034
186.923,1.033
186.953,1.034
186.983,1.033
187.013,1.032
187.043,1.031
187.073,1.031
187.103,1.035
187.133,1.033
187.163,1.029
187.193,1.029
187.223,1.028
187.253,1.039
187.283,1.039
187.313,1.036
187.343,1.032
187.373,1.036
187.403,1.031
187.433,1.035
187.463,1.034
187.493,1.036
187.523,1.033
187.553,1.034
187.583,1.033
187.613,1.034
187.643,1.031
187.673,1.035
187.703,1.035
187.733,1.032
187.763,1.034
187.793,1.036
187.823,1.034
187.853,1.034
187.883,1.034
187.913,1.033
187.943,1.040
187.973,1.033
188.003,1.032
188.033,1.039
188.063,1.036
188.093,1.030
188.123,1.034
188.153,1.036
188.183,1.033
188.213,1.034
188.243,1.042
188.273,1.038
188.303,1.033
188.333,1.034
188.363,1.034
188.393,1.033
188.423,1.034
188.453,1.039
188.483,1.038
188.513,1.031
188.543,1.035
188.573,1.032
188.603,1.036
