df_hash,22ZHK4.TDZQKW
318.971,33.781
320.189,33.750
321.016,33.719
321.991,33.688
323.015,33.688
323.989,33.719
325.013,33.719
325.988,33.750
327.012,33.719
327.987,33.719
329.014,33.719
329.985,33.719
331.009,33.750
332.090,33.750
333.008,33.750
333.983,33.750
335.006,33.750
336.277,33.719
337.006,33.719
337.981,33.719
339.004,33.688
339.979,33.719
341.023,33.719
342.224,33.719
343.002,33.750
343.977,33.750
345.004,33.750
346.024,33.750
346.999,33.750
347.975,33.750
349.009,33.781
350.025,33.750
350.997,33.812
352.069,33.781
353.011,33.812
353.971,33.781
355.043,33.812
355.976,33.812
357.091,33.812
358.023,33.812
358.992,33.812
360.010,33.812
361.039,33.781
362.063,33.781
362.992,33.750
363.964,33.781
364.988,33.750
365.963,33.750
367.133,33.688
367.962,33.719
368.986,33.719
370.066,33.719
370.985,33.719
372.008,33.750
373.229,33.750
374.025,33.625
374.982,33.656
376.017,33.688
376.980,33.750
378.007,33.812
378.979,33.844
380.003,33.812
381.029,33.844
382.002,33.844
382.977,33.812
384.020,34.000
384.976,34.000
385.999,34.000
386.974,34.031
388.147,33.906
389.021,33.875
389.997,33.875
390.979,33.906
391.999,33.906
392.970,33.938
393.997,33.875
395.074,33.875
395.993,33.875
396.968,33.844
397.999,33.875
398.987,33.875
400.004,33.844
400.968,33.844
401.989,33.875
402.964,33.875
403.992,33.844
405.113,33.844
405.986,33.844
406.972,33.812
407.986,33.844
408.963,33.844
410.227,33.875
411.008,33.875
412.130,33.875
413.006,33.875
414.010,33.906
415.152,33.938
415.995,33.938
416.955,33.938
417.994,33.938
419.019,33.938
419.996,33.906
421.002,33.844
421.995,33.844
423.011,33.812
423.975,33.844
425.012,33.844
426.074,33.812
426.998,33.812
427.976,33.844
428.996,33.812
429.971,33.812
431.044,33.938
431.970,33.906
432.994,33.875
433.995,33.875
434.993,33.875
436.263,33.875
436.992,33.875
437.968,33.844
438.994,33.844
440.014,33.844
440.989,33.781
441.965,33.781
442.988,33.812
443.963,33.781
444.986,33.781
445.962,33.844
446.985,33.812
447.960,33.844
448.994,33.875
449.959,33.844
451.278,33.875
452.106,33.875
452.982,33.844
453.957,33.875
454.986,33.875
456.101,33.844
456.979,33.812
457.956,33.844
458.978,33.812
459.953,33.844
460.977,33.812
462.198,33.781
462.977,33.812
463.950,33.812
464.974,33.812
465.949,33.844
466.973,33.844
467.998,33.781
468.972,33.812
469.995,33.812
471.019,33.844
471.994,33.781
472.983,33.781
473.993,33.812
474.968,33.781
475.998,33.750
476.973,33.750
477.992,33.844
479.015,33.812
479.989,33.844
481.064,33.812
481.988,33.906
482.963,33.906
483.987,33.875
484.962,33.906
486.046,33.906
486.960,33.938
487.984,33.875
488.959,33.906
489.982,33.906
490.957,33.938
492.004,33.938
492.987,33.906
493.980,33.906
494.961,33.906
495.978,33.906
497.069,33.875
497.978,33.906
498.989,33.906
499.976,33.906
501.000,33.906
501.977,33.875
502.950,33.906
503.974,33.906
504.998,33.938
505.972,33.969
507.096,33.938
507.984,33.938
508.947,33.875
509.970,33.875
510.945,33.906
512.017,33.906
512.949,33.906
513.968,33.938
514.963,33.938
515.975,33.938
517.023,33.969
517.965,33.969
519.080,33.938
520.013,33.969
520.993,33.906
522.160,33.875
522.987,33.844
523.971,33.812
524.985,33.781
525.960,33.781
526.988,33.750
527.977,33.781
528.992,33.844
529.968,33.844
530.984,33.875
531.960,33.875
532.982,33.938
533.955,33.969
534.979,33.969
535.954,33.938
536.977,33.938
538.015,33.938
538.976,33.906
539.973,33.875
541.046,33.875
541.950,33.875
542.973,33.875
543.969,33.875
544.973,33.844
545.948,33.812
546.991,33.750
548.241,33.719
548.970,33.625
549.945,33.531
550.969,33.469
551.944,33.375
552.987,33.250
554.189,33.125
