Time (s),Resistance (Ω),Stage
1,12462.97,Calibration
2,12099.3,Calibration
3,12195.12,Calibration
4,12267.54,Calibration
5,12051.7,Calibration
6,12500,Calibration
7,12328.24,Calibration
8,12586.87,Calibration
9,12636.82,Calibration
10,12838.82,Calibration
11,12674.42,Calibration
12,12674.42,Calibration
13,12413.79,Calibration
14,12475.3,Calibration
15,12649.34,Calibration
16,12389.28,Calibration
17,12255.43,Calibration
18,12586.87,Calibration
19,12636.82,Calibration
20,12787.98,Normal
21,12775.31,Normal
22,12813.37,Normal
23,12377.05,Normal
24,12462.97,Normal
25,12724.75,Normal
26,12851.56,Normal
27,12724.75,Normal
28,12574.42,Normal
29,12512.37,Normal
30,12649.34,Normal
31,12364.83,Normal
32,12487.65,Normal
33,12231.27,Normal
34,12255.43,Normal
35,12462.97,Normal
36,12586.87,Normal
37,12438.36,Normal
38,12328.24,Normal
39,12649.34,Normal
40,12231.27,Normal
41,12231.27,Normal
42,12475.3,Normal
43,12611.82,Normal
44,12267.54,Normal
45,12561.98,Normal
46,12487.65,Normal
47,12500,Normal
48,12364.83,Normal
49,12328.24,Normal
50,12401.53,Normal
51,12303.92,Normal
52,12340.43,Normal
53,12087.38,Normal
54,12303.92,Normal
55,12255.43,Normal
56,12063.58,Normal
57,12231.27,Normal
58,12039.83,Normal
59,12207.16,Normal
60,12195.12,Normal
61,12255.43,Normal
62,12147.11,Normal
63,12147.11,Normal
64,12195.12,Normal
65,11851.65,Normal
66,12075.47,Normal
67,12111.23,Normal
68,12123.18,Normal
69,11770.33,Normal
70,11747.21,Normal
71,11758.77,Normal
72,12051.7,Normal
73,11910.11,Normal
74,11957.1,Normal
75,12004.3,Normal
76,11793.51,Normal
77,11980.68,Normal
78,11632.33,Normal
79,11933.58,Normal
80,11875,Normal
81,11957.1,Normal
82,11816.73,Normal
83,11609.5,Normal
84,11945.34,Normal
85,11747.21,Normal
86,11898.4,Normal
92,11770.33,Normal
92,11620.91,Normal
92,11816.73,Normal
92,11507.35,Normal
92,11770.33,Normal
93,11805.11,Normal
93,11496.06,Normal
94,11828.36,Normal
95,11793.51,Normal
96,11507.35,Normal
97,11632.33,Normal
98,11701.11,Normal
99,11724.14,Normal
100,11620.91,Normal
101,11507.35,Normal
102,11586.72,Normal
103,11655.21,Normal
104,11541.29,Normal
105,11541.29,Normal
106,11339.24,Normal
107,11328.12,Normal
108,11518.66,Normal
109,11439.79,Normal
110,11328.12,Normal
111,11473.52,Normal
112,11507.35,Normal
113,11239.63,Normal
114,11406.17,Normal
115,11473.52,Normal
116,11383.81,Normal
117,11484.79,Normal
118,11406.17,Normal
119,11217.62,Normal
120,11394.98,Normal
121,11283.78,Normal
122,11406.17,Normal
123,11250.65,Normal
124,11140.94,Normal
125,11328.12,Normal
126,11217.62,Normal
127,11339.24,Normal
128,11206.63,Normal
129,11195.65,Normal
130,11272.73,Normal
131,11305.93,Normal
132,11206.63,Normal
133,11261.68,Normal
134,11317.02,Normal
135,11151.86,Normal
136,11000,Normal
137,11228.62,Normal
138,10989.24,Normal
139,11228.62,Normal
140,11217.62,Normal
142,11032.36,Normal
142,11250.65,Normal
143,11250.65,Normal
144,11261.68,Normal
145,11206.63,Normal
146,10967.74,Normal
147,11228.62,Normal
148,11000,Normal
149,11097.37,Normal
150,11184.69,Normal
151,10946.29,Normal
152,11097.37,Normal
153,11206.63,Normal
154,11119.13,Normal
155,10946.29,Normal
156,10978.48,Normal
157,11162.79,Normal
158,11206.63,Normal
159,11206.63,Normal
160,11151.86,Normal
161,10957.01,Normal
162,11140.94,Normal
163,11151.86,Normal
164,11151.86,Normal
165,10935.58,Normal
166,11075.66,Normal
167,10871.56,Normal
168,11097.37,Normal
169,11075.66,Normal
170,11086.51,Normal
171,10882.2,Normal
173,10989.24,Normal
173,11075.66,Normal
174,10829.09,Normal
175,11097.37,Normal
176,10903.52,Normal
178,11000,Normal
178,11043.17,Normal
179,10882.2,Normal
180,11032.36,Normal
182,10850.31,Normal
183,10860.93,Normal
184,11097.37,Normal
184,11140.94,Normal
185,10829.09,Normal
186,11086.51,Normal
187,10839.69,Normal
188,11140.94,Normal
189,11151.86,Normal
190,11151.86,Normal
191,10935.58,Normal
192,11140.94,Normal
193,10882.2,Normal
194,11064.82,Normal
195,10967.74,Normal
198,10818.5,Normal
198,11053.98,Normal
202,10818.5,Normal
203,10978.48,Normal
203,11097.37,Normal
203,10924.89,Normal
203,10924.89,Normal
204,11097.37,Normal
205,10924.89,Normal
206,10807.93,Normal
207,11272.73,Normal
208,11075.66,Normal
209,11053.98,Normal
210,11283.78,Normal
211,11151.86,Normal
212,11075.66,Normal
213,11032.36,Normal
214,11184.69,Normal
215,11261.68,Normal
216,11119.13,Normal
217,11217.62,Normal
218,11173.73,Normal
219,11294.85,Normal
220,11119.13,Normal
221,11162.79,Normal
222,11328.12,Normal
223,11328.12,Normal
224,11250.65,Normal
225,11328.12,Normal
226,11151.86,Normal
227,11151.86,Normal
228,11305.93,Normal
229,11428.57,Normal
230,11151.86,Normal
231,11151.86,Normal
