df_hash,22ZHK4.W8ZZR3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2MA8
person_label,V92
date_time_start,2025-11-04_16-32-02.909000_+03
date_time_start_unix,1762259522.909
date_time_end,2025-11-04_16-40-18.078000_+03
length_difference_noticed,no

time,ppg_med
138.183,628
138.208,651
138.233,672
138.258,685
138.283,699
138.308,728
138.333,764
138.358,765
138.383,678
138.408,484
138.433,220
138.458,-37
138.483,-223
138.508,-316
138.533,-335
138.558,-315
138.583,-279
138.608,-240
138.633,-209
138.658,-197
138.683,-205
138.708,-224
138.733,-242
138.758,-257
138.783,-276
138.808,-299
138.833,-308
138.858,-281
138.883,-206
138.908,-95
138.933,23
138.958,125
138.983,208
139.008,280
139.033,349
139.058,420
139.083,488
139.108,551
139.133,606
139.158,650
139.183,678
139.208,684
139.233,669
139.258,637
139.283,595
139.308,550
139.333,508
139.358,467
139.383,424
139.408,375
139.433,316
139.458,255
139.483,201
139.508,159
139.533,123
139.558,82
139.583,30
139.608,-20
139.633,-50
139.658,-42
139.683,5
139.708,72
139.733,137
139.758,187
139.783,223
139.808,253
139.833,280
139.858,300
139.883,311
139.908,315
139.933,317
139.958,323
139.983,331
140.008,334
140.033,330
140.058,320
140.083,306
140.108,287
140.133,264
140.158,238
140.183,212
140.208,187
140.233,162
140.258,135
140.283,108
140.308,87
140.333,74
140.358,60
140.383,34
140.408,-5
140.433,-44
140.458,-56
140.483,-24
140.508,44
140.533,124
140.558,193
140.583,244
140.608,284
140.633,322
140.658,357
140.683,383
140.708,396
140.733,401
140.758,408
140.783,419
140.808,432
140.833,438
140.858,434
140.883,424
140.908,411
140.933,399
140.958,382
140.983,356
141.008,323
141.033,286
141.058,251
141.083,218
141.108,183
141.133,146
141.158,110
141.183,76
141.208,38
141.233,-11
141.258,-67
141.283,-115
141.308,-131
141.333,-106
141.358,-50
141.383,14
141.408,72
141.433,123
141.458,173
141.483,225
141.508,270
141.533,300
141.558,313
141.583,316
141.608,318
141.633,323
141.658,331
141.683,336
141.708,333
141.733,318
141.758,293
141.783,263
141.808,231
141.833,200
141.858,167
141.883,132
141.908,98
141.933,71
141.958,44
141.983,7
142.008,-48
142.033,-110
142.058,-148
142.083,-137
142.108,-77
142.133,6
142.158,85
142.183,153
142.208,221
142.233,301
142.258,386
142.283,455
142.308,494
142.333,508
142.358,518
142.383,536
142.408,562
142.433,584
142.458,594
142.483,595
142.508,591
142.533,584
142.558,572
142.583,552
142.608,528
142.633,503
142.658,482
142.683,462
142.708,440
142.733,417
142.758,393
142.783,370
142.808,345
142.833,318
142.858,288
142.883,259
142.908,230
142.933,199
142.958,161
142.983,117
143.008,71
143.033,28
143.058,-13
143.083,-58
143.108,-107
143.133,-155
143.158,-196
143.183,-233
143.208,-279
143.233,-341
143.258,-407
143.283,-447
143.308,-431
143.333,-354
143.358,-242
143.383,-128
143.408,-32
143.433,51
143.458,137
143.483,229
143.508,315
143.533,379
143.558,413
143.583,428
143.608,437
143.633,448
143.658,457
143.683,457
143.708,444
143.733,419
143.758,390
143.783,357
143.808,319
143.833,277
143.858,234
143.883,195
143.908,160
143.933,118
143.958,62
143.983,-4
144.008,-59
144.033,-75
144.058,-41
144.083,28
144.108,110
144.133,187
144.158,258
144.183,331
144.208,406
144.233,472
144.258,519
144.283,543
144.308,552
144.333,552
144.358,549
144.383,543
144.408,534
144.433,522
144.458,505
144.483,482
144.508,453
144.533,426
144.558,408
144.583,400
144.608,397
144.633,392
144.658,386
144.683,382
144.708,381
144.733,376
144.758,361
144.783,332
144.808,296
144.833,259
144.858,223
144.883,186
144.908,145
144.933,105
144.958,69
144.983,40
145.008,14
145.033,-14
145.058,-48
145.083,-85
145.108,-120
145.133,-149
145.158,-175
145.183,-209
145.208,-256
145.233,-310
145.258,-346
145.283,-337
145.308,-273
145.333,-169
145.358,-57
145.383,36
145.408,110
145.433,175
145.458,241
145.483,305
145.508,355
145.533,385
145.558,401
145.583,411
145.608,424
145.633,438
145.658,453
145.683,464
145.708,471
145.733,472
145.758,463
145.783,445
145.808,422
145.833,395
145.858,366
145.883,333
145.908,294
145.933,253
145.958,212
145.983,176
146.008,144
146.033,109
146.058,66
146.083,17
146.108,-28
146.133,-54
146.158,-46
146.183,-5
146.208,55
146.233,115
146.258,167
146.283,211
146.308,257
146.333,307
146.358,353
146.383,388
146.408,407
146.433,418
146.458,429
146.483,444
146.508,457
146.533,465
146.558,466
146.583,462
146.608,457
146.633,454
146.658,451
146.683,445
146.708,436
146.733,422
146.758,404
146.783,383
146.808,361
146.833,339
146.858,316
146.883,293
146.908,267
146.933,241
146.958,215
146.983,190
147.008,164
147.033,138
147.058,111
147.083,82
147.108,51
147.133,16
147.158,-18
147.183,-51
147.208,-80
147.233,-108
147.258,-144
147.283,-193
147.308,-245
147.333,-282
147.358,-279
147.383,-229
147.408,-144
147.433,-49
147.458,35
147.483,107
147.508,174
147.533,245
147.558,315
147.583,373
147.608,411
147.633,434
147.658,450
147.683,468
147.708,484
147.733,494
147.758,496
147.783,492
147.808,484
147.833,473
147.858,457
147.883,437
147.908,415
147.933,393
147.958,369
147.983,342
148.008,311
148.033,277
148.058,241
148.083,200
148.108,151
148.133,97
148.158,45
148.183,0
148.208,-38
148.233,-74
148.258,-110
148.283,-149
148.308,-193
148.333,-246
148.358,-307
148.383,-360
148.408,-377
148.433,-335
148.458,-240
148.483,-123
148.508,-22
148.533,45
148.558,90
148.583,136
148.608,197
148.633,262
148.658,312
148.683,340
148.708,353
148.733,368
148.758,389
148.783,408
148.808,415
148.833,409
148.858,400
148.883,395
148.908,390
148.933,376
148.958,352
148.983,325
149.008,303
149.033,283
149.058,259
149.083,235
149.108,225
149.133,238
149.158,265
149.183,284
149.208,282
149.233,272
149.258,281
149.283,318
149.308,364
149.333,391
149.358,392
149.383,387
149.408,389
149.433,377
149.458,311
149.483,180
149.508,29
149.533,-52
149.558,2
149.583,197
149.608,474
149.633,754
149.658,982
149.683,1145
149.708,1259
149.733,1351
149.758,1435
149.783,1504
149.808,1530
149.833,1487
149.858,1377
149.883,1237
149.908,1113
149.933,1017
149.958,918
149.983,763
150.008,530
150.033,246
150.058,-38
150.083,-284
150.108,-487
150.133,-661
150.158,-818
150.183,-959
150.208,-1083
150.233,-1195
150.258,-1299
150.283,-1386
150.308,-1429
150.333,-1399
150.358,-1284
150.383,-1100
150.408,-877
150.433,-649
150.458,-437
150.483,-252
150.508,-95
150.533,36
150.558,150
150.583,253
150.608,349
150.633,433
150.658,499
150.683,550
150.708,598
150.733,653
150.758,715
150.783,769
150.808,800
150.833,809
150.858,807
150.883,801
150.908,787
150.933,757
150.958,710
150.983,655
151.008,602
151.033,542
151.058,463
151.083,369
151.108,292
151.133,276
151.158,333
151.183,436
151.208,533
151.233,592
151.258,611
151.283,608
151.308,593
151.333,564
151.358,520
151.383,470
151.408,429
151.433,400
151.458,371
151.483,323
151.508,246
151.533,140
151.558,13
151.583,-124
151.608,-264
151.633,-401
151.658,-537
151.683,-681
151.708,-839
151.733,-1004
151.758,-1166
151.783,-1319
151.808,-1466
151.833,-1599
151.858,-1679
151.883,-1644
151.908,-1458
151.933,-1145
151.958,-779
151.983,-432
152.008,-127
152.033,147
152.058,403
152.083,614
152.108,744
152.133,791
152.158,808
152.183,860
152.208,974
152.233,1120
152.258,1249
152.283,1335
152.308,1385
152.333,1420
152.358,1440
152.383,1438
152.408,1408
152.433,1362
152.458,1314
152.483,1267
152.508,1205
152.533,1120
152.558,1019
152.583,923
152.608,854
152.633,821
152.658,819
152.683,835
152.708,851
152.733,856
152.758,845
152.783,822
152.808,789
152.833,745
152.858,686
152.883,614
152.908,538
152.933,467
152.958,395
152.983,307
153.008,197
153.033,73
153.058,-41
153.083,-138
153.108,-225
153.133,-313
153.158,-396
153.183,-455
153.208,-483
153.233,-502
153.258,-547
153.283,-624
153.308,-694
153.333,-697
153.358,-605
153.383,-444
153.408,-277
153.433,-151
153.458,-74
153.483,-23
153.508,24
153.533,74
153.558,117
153.583,141
153.608,143
153.633,128
153.658,108
153.683,96
153.708,100
153.733,117
153.758,133
153.783,136
153.808,124
153.833,107
153.858,88
153.883,63
153.908,19
153.933,-51
153.958,-137
153.983,-216
154.008,-264
154.033,-266
154.058,-220
154.083,-138
154.108,-40
154.133,54
154.158,137
154.183,217
154.208,301
154.233,382
154.258,439
154.283,458
154.308,444
154.333,422
154.358,412
154.383,408
154.408,389
154.433,346
154.458,291
154.483,242
154.508,202
154.533,158
154.558,105
154.583,51
154.608,6
154.633,-40
154.658,-110
154.683,-203
154.708,-270
154.733,-244
154.758,-95
154.783,126
154.808,328
154.833,445
154.858,482
154.883,495
154.908,525
154.933,570
154.958,608
154.983,642
155.008,712
155.033,843
155.058,1012
155.083,1155
155.108,1234
155.133,1276
155.158,1342
155.183,1462
155.208,1590
155.233,1647
155.258,1584
155.283,1419
155.308,1194
155.333,925
155.358,603
155.383,242
155.408,-87
155.433,-300
155.458,-376
155.483,-385
155.508,-414
155.533,-483
155.558,-535
155.583,-538
155.608,-570
155.633,-779
155.658,-1238
155.683,-1835
155.708,-2326
155.733,-2513
155.758,-2380
155.783,-2071
155.808,-1747
155.833,-1472
155.858,-1211
155.883,-924
155.908,-620
155.933,-337
155.958,-95
155.983,112
156.008,296
156.033,446
156.058,556
156.083,645
156.108,751
156.133,891
156.158,1052
156.183,1209
156.208,1363
156.233,1530
156.258,1705
156.283,1849
156.308,1919
156.333,1914
156.358,1873
156.383,1828
156.408,1762
156.433,1632
156.458,1420
156.483,1164
156.508,933
156.533,769
156.558,674
156.583,618
156.608,577
156.633,537
156.658,486
156.683,419
156.708,342
156.733,284
156.758,269
156.783,294
156.808,332
156.833,366
156.858,403
156.883,455
156.908,519
156.933,574
156.958,611
156.983,653
157.008,720
157.033,788
157.058,774
157.083,590
157.108,210
157.133,-308
157.158,-865
157.183,-1373
157.208,-1775
157.233,-2043
157.258,-2175
157.283,-2197
157.308,-2162
157.333,-2110
157.358,-2023
157.383,-1834
157.408,-1491
157.433,-1024
157.458,-536
157.483,-127
157.508,172
157.533,401
157.558,601
157.583,768
157.608,872
157.633,904
157.658,899
157.683,911
157.708,967
157.733,1045
157.758,1104
157.783,1110
157.808,1047
157.833,914
157.858,732
157.883,534
157.908,356
157.933,210
157.958,77
157.983,-63
158.008,-200
158.033,-287
158.058,-277
158.083,-173
158.108,-25
158.133,106
158.158,197
158.183,263
158.208,332
158.233,413
158.258,493
158.283,561
158.308,611
158.333,646
158.358,666
158.383,668
158.408,659
158.433,652
158.458,654
158.483,659
158.508,654
158.533,631
158.558,595
158.583,556
158.608,514
158.633,460
158.658,391
158.683,314
158.708,246
158.733,191
158.758,142
158.783,85
158.808,21
158.833,-30
158.858,-40
158.883,0
158.908,71
158.933,138
158.958,173
158.983,172
159.008,144
159.033,106
159.058,66
159.083,30
159.108,12
159.133,21
159.158,63
159.183,123
159.208,184
159.233,231
159.258,261
159.283,281
159.308,294
159.333,303
159.358,304
159.383,302
159.408,300
159.433,301
159.458,306
159.483,311
159.508,312
159.533,305
159.558,291
159.583,274
159.608,254
159.633,229
159.658,193
159.683,145
159.708,91
159.733,37
159.758,-19
159.783,-87
159.808,-169
159.833,-247
159.858,-285
159.883,-258
159.908,-169
159.933,-53
159.958,50
159.983,128
160.008,188
160.033,242
160.058,293
160.083,330
160.108,351
160.133,361
160.158,373
160.183,390
160.208,408
160.233,419
160.258,423
160.283,419
160.308,409
160.333,394
160.358,376
160.383,358
160.408,336
160.433,306
160.458,267
160.483,229
160.508,201
160.533,178
160.558,145
160.583,96
160.608,51
160.633,46
160.658,100
160.683,197
160.708,299
160.733,379
160.758,439
160.783,492
160.808,538
160.833,554
160.858,523
160.883,455
160.908,383
160.933,338
160.958,322
160.983,317
161.008,308
161.033,294
161.058,281
161.083,271
161.108,256
161.133,234
161.158,206
161.183,177
161.208,150
161.233,121
161.258,90
161.283,62
161.308,36
161.333,10
161.358,-21
161.383,-57
161.408,-87
161.433,-104
161.458,-115
161.483,-136
161.508,-175
161.533,-220
161.558,-252
161.583,-265
161.608,-273
161.633,-296
161.658,-327
161.683,-333
161.708,-272
161.733,-128
161.758,71
161.783,284
161.808,473
161.833,633
161.858,774
161.883,897
161.908,989
161.933,1039
161.958,1055
161.983,1064
162.008,1083
162.033,1106
162.058,1111
162.083,1082
162.108,1034
162.133,990
162.158,955
162.183,899
162.208,778
162.233,561
162.258,256
162.283,-108
162.308,-494
162.333,-854
162.358,-1135
162.383,-1285
162.408,-1282
162.433,-1150
162.458,-953
162.483,-749
162.508,-567
162.533,-402
162.558,-245
162.583,-102
162.608,14
162.633,106
162.658,187
162.683,274
162.708,373
162.733,475
162.758,571
162.783,660
162.808,739
162.833,794
162.858,811
162.883,791
162.908,753
162.933,718
162.958,689
162.983,649
163.008,584
163.033,499
163.058,413
163.083,338
163.108,266
163.133,185
163.158,98
163.183,22
163.208,-32
163.233,-75
163.258,-127
163.283,-186
163.308,-227
163.333,-216
163.358,-147
163.383,-51
163.408,30
163.433,83
163.458,120
163.483,163
163.508,214
163.533,257
163.558,278
163.583,282
163.608,283
163.633,291
163.658,306
163.683,323
163.708,339
163.733,353
163.758,358
163.783,343
163.808,308
163.833,264
163.858,229
163.883,204
163.908,175
163.933,130
163.958,79
163.983,53
164.008,76
164.033,144
164.058,228
164.083,298
164.108,347
164.133,386
164.158,421
164.183,447
164.208,453
164.233,440
164.258,422
164.283,413
164.308,416
164.333,419
164.358,416
164.383,406
164.408,397
164.433,389
164.458,378
164.483,363
164.508,344
164.533,325
164.558,306
164.583,279
164.608,241
164.633,198
164.658,158
164.683,126
164.708,97
164.733,66
164.758,35
164.783,10
164.808,-8
164.833,-27
164.858,-51
164.883,-76
164.908,-97
164.933,-120
164.958,-157
164.983,-213
165.008,-267
165.033,-279
165.058,-227
165.083,-123
165.108,-9
165.133,82
165.158,153
165.183,226
165.208,314
165.233,402
165.258,466
165.283,496
165.308,507
165.333,520
165.358,541
165.383,563
165.408,575
165.433,577
165.458,574
165.483,565
165.508,547
165.533,519
165.558,486
165.583,453
165.608,420
165.633,385
165.658,348
165.683,312
165.708,276
165.733,233
165.758,173
165.783,95
165.808,8
165.833,-82
165.858,-181
165.883,-284
165.908,-375
165.933,-424
165.958,-413
165.983,-354
166.008,-278
166.033,-211
166.058,-150
166.083,-79
166.108,5
166.133,88
166.158,152
166.183,199
166.208,252
166.233,328
166.258,421
166.283,509
166.308,570
166.333,600
166.358,607
166.383,600
166.408,581
166.433,551
166.458,514
166.483,473
166.508,429
166.533,382
166.558,334
166.583,289
166.608,249
166.633,210
166.658,170
166.683,130
166.708,92
166.733,59
166.758,25
166.783,-10
166.808,-44
166.833,-68
166.858,-86
166.883,-111
166.908,-151
166.933,-193
166.958,-209
166.983,-174
167.008,-91
167.033,10
167.058,102
167.083,181
167.108,261
167.133,355
167.158,453
167.183,533
167.208,578
167.233,594
167.258,600
167.283,612
167.308,629
167.333,643
167.358,643
167.383,630
167.408,606
167.433,576
167.458,542
167.483,509
167.508,481
167.533,462
167.558,447
167.583,432
167.608,413
167.633,388
167.658,364
167.683,341
167.708,317
167.733,289
167.758,254
167.783,213
167.808,168
167.833,117
167.858,60
167.883,-3
167.908,-68
167.933,-125
167.958,-168
167.983,-204
168.008,-244
168.033,-302
168.058,-377
168.083,-450
168.108,-494
168.133,-481
168.158,-411
168.183,-304
168.208,-195
168.233,-107
168.258,-35
168.283,39
168.308,133
168.333,237
168.358,324
168.383,375
168.408,395
168.433,407
168.458,428
168.483,458
168.508,486
168.533,507
168.558,526
168.583,545
168.608,561
168.633,568
168.658,568
168.683,566
168.708,546
168.733,468
168.758,305
168.783,79
168.808,-124
168.833,-211
168.858,-141
168.883,37
168.908,230
168.933,364
168.958,432
168.983,468
169.008,502
169.033,531
169.058,534
169.083,492
169.108,415
169.133,321
169.158,226
169.183,136
169.208,48
169.233,-38
169.258,-113
169.283,-163
169.308,-173
169.333,-138
169.358,-73
169.383,-1
169.408,58
169.433,108
169.458,162
169.483,232
169.508,309
169.533,372
169.558,409
169.583,424
169.608,430
169.633,439
169.658,449
169.683,452
169.708,447
169.733,436
169.758,424
169.783,410
169.808,393
169.833,374
169.858,355
169.883,334
169.908,308
169.933,274
169.958,234
169.983,194
170.008,158
170.033,123
170.058,87
170.083,48
170.108,7
170.133,-32
170.158,-71
170.183,-111
170.208,-154
170.233,-201
170.258,-251
170.283,-297
170.308,-336
170.333,-369
170.358,-407
170.383,-459
170.408,-516
170.433,-550
170.458,-535
170.483,-465
170.508,-358
170.533,-244
170.558,-133
170.583,-16
170.608,117
170.633,262
170.658,400
170.683,511
170.708,592
170.733,651
170.758,701
170.783,748
170.808,794
170.833,844
170.858,899
170.883,957
170.908,1010
170.933,1058
170.958,1099
170.983,1132
171.008,1151
171.033,1149
171.058,1125
171.083,1084
171.108,1029
171.133,950
171.158,839
171.183,703
171.208,566
171.233,455
171.258,382
171.283,340
171.308,313
171.333,294
171.358,284
171.383,288
171.408,306
171.433,330
171.458,350
171.483,352
171.508,319
171.533,239
171.558,113
171.583,-37
171.608,-188
171.633,-325
171.658,-457
171.683,-611
171.708,-811
171.733,-1061
171.758,-1330
171.783,-1555
171.808,-1657
171.833,-1574
171.858,-1290
171.883,-862
171.908,-389
171.933,31
171.958,361
171.983,619
172.008,848
172.033,1060
172.058,1229
172.083,1324
172.108,1362
172.133,1400
172.158,1487
172.183,1595
172.208,1623
172.233,1464
172.258,1100
172.283,620
172.308,161
172.333,-179
172.358,-391
172.383,-517
172.408,-595
172.433,-637
172.458,-639
172.483,-611
172.508,-569
172.533,-522
172.558,-473
172.583,-426
172.608,-398
172.633,-406
172.658,-443
172.683,-487
172.708,-522
172.733,-554
172.758,-586
172.783,-593
172.808,-525
172.833,-353
172.858,-103
172.883,154
172.908,365
172.933,528
172.958,674
172.983,820
173.008,942
173.033,1009
173.058,1020
173.083,1010
173.108,1015
173.133,1037
173.158,1053
173.183,1044
173.208,1012
173.233,971
173.258,923
173.283,860
173.308,778
173.333,690
173.358,608
173.383,539
173.408,476
173.433,415
173.458,360
173.483,316
173.508,278
173.533,238
173.558,192
173.583,147
173.608,109
173.633,73
173.658,28
173.683,-32
173.708,-105
173.733,-186
173.758,-271
173.783,-358
173.808,-424
173.833,-440
173.858,-385
173.883,-275
173.908,-147
173.933,-38
173.958,44
173.983,118
174.008,195
174.033,272
174.058,334
174.083,377
174.108,413
174.133,456
174.158,512
174.183,569
174.208,616
174.233,648
174.258,665
174.283,666
174.308,646
174.333,607
174.358,555
174.383,499
174.408,444
174.433,387
174.458,327
174.483,266
174.508,211
174.533,167
174.558,133
174.583,104
174.608,76
174.633,44
174.658,2
174.683,-48
174.708,-102
174.733,-149
174.758,-181
174.783,-207
174.808,-244
174.833,-303
174.858,-367
174.883,-397
174.908,-359
174.933,-249
174.958,-102
174.983,35
175.008,142
175.033,223
175.058,298
175.083,374
175.108,437
175.133,475
175.158,486
175.183,491
175.208,507
175.233,534
175.258,560
175.283,574
175.308,576
175.333,574
175.358,572
175.383,570
175.408,562
175.433,547
175.458,525
175.483,498
175.508,468
175.533,437
175.558,408
175.583,385
175.608,363
175.633,341
175.658,313
175.683,279
175.708,238
175.733,187
175.758,129
175.783,70
175.808,15
175.833,-39
175.858,-106
175.883,-187
175.908,-259
175.933,-284
175.958,-238
175.983,-139
176.008,-29
176.033,51
176.058,100
176.083,139
176.108,182
176.133,220
176.158,233
176.183,210
176.208,168
176.233,128
176.258,98
176.283,70
176.308,34
176.333,-5
176.358,-42
176.383,-72
176.408,-102
176.433,-138
176.458,-180
176.483,-226
176.508,-273
176.533,-325
176.558,-380
176.583,-428
176.608,-461
176.633,-477
176.658,-479
176.683,-462
176.708,-410
176.733,-301
176.758,-134
176.783,65
176.808,260
176.833,419
176.858,528
176.883,591
176.908,616
176.933,620
176.958,629
176.983,674
177.008,776
177.033,917
177.058,1052
177.083,1127
177.108,1119
177.133,1050
177.158,966
177.183,909
177.208,893
177.233,915
177.258,970
177.283,1056
177.308,1166
177.333,1279
177.358,1363
177.383,1402
177.408,1400
177.433,1381
177.458,1356
177.483,1324
177.508,1279
177.533,1231
177.558,1193
177.583,1151
177.608,1046
177.633,801
177.658,376
177.683,-194
177.708,-811
177.733,-1374
177.758,-1823
177.783,-2151
177.808,-2368
177.833,-2478
177.858,-2478
177.883,-2368
177.908,-2158
177.933,-1857
177.958,-1465
177.983,-993
178.008,-482
178.033,0
178.058,384
178.083,643
178.108,795
178.133,889
178.158,967
178.183,1042
178.208,1106
178.233,1142
178.258,1139
178.283,1096
178.308,1023
178.333,934
178.358,838
178.383,734
178.408,611
178.433,458
178.458,279
178.483,96
178.508,-55
178.533,-152
178.558,-196
178.583,-207
178.608,-210
178.633,-218
178.658,-221
178.683,-200
178.708,-143
178.733,-61
178.758,21
178.783,82
178.808,121
178.833,160
178.858,223
178.883,309
178.908,384
178.933,400
178.958,331
178.983,194
179.008,42
179.033,-62
179.058,-82
179.083,-24
179.108,76
179.133,171
179.158,233
179.183,266
179.208,296
179.233,340
179.258,385
179.283,399
179.308,367
179.333,324
179.358,341
179.383,474
179.408,705
179.433,947
179.458,1097
179.483,1110
179.508,1014
179.533,876
179.558,744
179.583,629
179.608,525
179.633,431
179.658,349
179.683,268
179.708,165
179.733,36
179.758,-83
179.783,-142
179.808,-117
179.833,-50
179.858,-10
179.883,-38
179.908,-122
179.933,-227
179.958,-342
179.983,-483
180.008,-645
180.033,-770
180.058,-779
180.083,-644
180.108,-424
180.133,-215
180.158,-66
180.183,59
180.208,236
180.233,487
180.258,760
180.283,971
180.308,1079
180.333,1105
180.358,1099
180.383,1093
180.408,1086
180.433,1073
180.458,1056
180.483,1043
180.508,1032
180.533,1005
180.558,954
180.583,894
180.608,854
180.633,858
180.658,907
180.683,977
180.708,1025
180.733,998
180.758,852
180.783,572
180.808,194
180.833,-207
180.858,-560
180.883,-825
180.908,-1014
180.933,-1169
180.958,-1328
180.983,-1510
181.008,-1705
181.033,-1873
181.058,-1947
181.083,-1863
181.108,-1599
181.133,-1209
181.158,-807
181.183,-503
181.208,-330
181.233,-224
181.258,-92
181.283,113
181.308,357
181.333,559
181.358,674
181.383,718
181.408,749
181.433,808
181.458,889
181.483,971
181.508,1046
181.533,1128
181.558,1222
181.583,1306
181.608,1340
181.633,1303
181.658,1206
181.683,1081
181.708,948
181.733,814
181.758,684
181.783,573
181.808,497
181.833,452
181.858,414
181.883,365
181.908,310
181.933,270
181.958,258
181.983,263
182.008,256
182.033,211
182.058,125
182.083,10
182.108,-110
182.133,-205
182.158,-245
182.183,-216
182.208,-132
182.233,-24
182.258,84
182.283,191
182.308,314
182.333,458
182.358,605
182.383,714
182.408,756
182.433,731
182.458,668
182.483,603
182.508,557
182.533,528
182.558,500
182.583,459
182.608,404
182.633,350
182.658,306
182.683,273
182.708,236
182.733,182
182.758,105
182.783,4
182.808,-121
182.833,-266
182.858,-401
182.883,-478
182.908,-467
182.933,-392
182.958,-330
182.983,-357
183.008,-486
183.033,-664
183.058,-818
183.083,-915
183.108,-971
183.133,-1014
183.158,-1045
183.183,-1041
183.208,-981
183.233,-869
183.258,-723
183.283,-561
183.308,-392
183.333,-228
183.358,-72
183.383,95
183.408,309
183.433,586
183.458,899
183.483,1174
183.508,1341
183.533,1380
183.558,1323
183.583,1219
183.608,1104
183.633,994
183.658,899
183.683,829
183.708,788
183.733,772
183.758,778
183.783,809
183.808,865
183.833,924
183.858,946
183.883,902
183.908,798
183.933,667
183.958,537
183.983,406
184.008,265
184.033,133
184.058,63
184.083,99
184.108,231
184.133,393
184.158,509
184.183,548
184.208,532
184.233,497
184.258,456
184.283,395
184.308,308
184.333,215
184.358,147
184.383,115
184.408,97
184.433,62
184.458,-2
184.483,-80
184.508,-146
184.533,-190
184.558,-222
184.583,-246
184.608,-256
184.633,-239
184.658,-199
184.683,-157
184.708,-131
184.733,-114
184.758,-90
184.783,-56
184.808,-37
184.833,-60
184.858,-114
184.883,-150
184.908,-121
184.933,-26
184.958,93
184.983,196
185.008,282
185.033,378
185.058,494
185.083,602
185.108,657
185.133,646
185.158,599
185.183,558
185.208,536
185.233,508
185.258,446
185.283,354
185.308,269
185.333,227
185.358,237
185.383,273
185.408,294
185.433,263
185.458,167
185.483,19
185.508,-147
185.533,-304
185.558,-448
185.583,-592
185.608,-729
185.633,-821
185.658,-820
185.683,-721
185.708,-582
185.733,-475
185.758,-419
185.783,-366
185.808,-255
185.833,-90
185.858,55
185.883,118
185.908,115
185.933,136
185.958,256
185.983,466
186.008,686
186.033,846
186.058,938
186.083,1007
186.108,1088
186.133,1185
186.158,1280
186.183,1368
186.208,1451
186.233,1530
186.258,1596
186.283,1640
186.308,1652
186.333,1612
186.358,1485
186.383,1249
186.408,937
186.433,632
186.458,413
186.483,298
186.508,238
186.533,173
186.558,86
186.583,-4
186.608,-99
186.633,-237
186.658,-454
186.683,-731
186.708,-990
186.733,-1163
186.758,-1251
186.783,-1319
186.808,-1421
186.833,-1539
186.858,-1606
186.883,-1569
186.908,-1443
186.933,-1283
186.958,-1122
186.983,-942
187.008,-698
187.033,-375
187.058,-13
187.083,323
187.108,585
187.133,763
187.158,879
187.183,952
187.208,989
187.233,992
187.258,970
187.283,936
187.308,903
187.333,870
187.358,828
187.383,774
187.408,712
187.433,645
187.458,572
187.483,494
187.508,429
187.533,407
187.558,448
187.583,537
187.608,629
187.633,687
187.658,706
187.683,716
187.708,741
187.733,776
187.758,794
187.783,783
187.808,751
187.833,718
187.858,682
187.883,625
187.908,532
187.933,411
187.958,280
187.983,151
188.008,19
188.033,-118
188.058,-250
188.083,-352
188.108,-407
188.133,-422
188.158,-411
188.183,-391
188.208,-372
188.233,-366
188.258,-375
188.283,-382
188.308,-349
188.333,-247
188.358,-86
188.383,86
188.408,223
188.433,311
188.458,378
188.483,453
188.508,533
188.533,582
188.558,570
188.583,499
188.608,403
188.633,315
188.658,252
188.683,208
188.708,173
188.733,138
188.758,100
188.783,63
188.808,34
188.833,14
188.858,0
188.883,-22
188.908,-55
188.933,-92
188.958,-128
188.983,-165
189.008,-215
189.033,-276
189.058,-317
189.083,-296
189.108,-197
189.133,-47
189.158,99
189.183,213
189.208,305
189.233,409
189.258,537
189.283,666
189.308,763
189.333,821
189.358,858
189.383,896
189.408,932
189.433,950
189.458,941
189.483,911
189.508,871
189.533,819
189.558,751
189.583,663
189.608,566
189.633,466
189.658,362
189.683,248
189.708,128
189.733,14
189.758,-87
189.783,-187
189.808,-296
189.833,-399
189.858,-460
189.883,-444
189.908,-353
189.933,-228
189.958,-114
189.983,-24
190.008,58
190.033,157
190.058,267
190.083,359
190.108,410
190.133,423
190.158,419
190.183,419
190.208,426
190.233,430
190.258,420
190.283,394
190.308,355
190.333,306
190.358,248
190.383,185
190.408,119
190.433,55
190.458,-1
190.483,-55
190.508,-106
190.533,-157
190.558,-201
190.583,-230
190.608,-244
190.633,-261
190.658,-299
190.683,-364
190.708,-431
190.733,-452
190.758,-393
190.783,-256
190.808,-83
190.833,79
190.858,214
190.883,338
190.908,475
190.933,631
190.958,781
190.983,890
191.008,940
191.033,947
191.058,940
191.083,944
191.108,962
191.133,983
191.158,992
191.183,980
191.208,949
191.233,900
191.258,832
191.283,741
191.308,628
191.333,498
191.358,357
191.383,213
191.408,75
191.433,-50
191.458,-162
191.483,-267
191.508,-378
191.533,-501
191.558,-634
191.583,-772
191.608,-912
191.633,-1055
191.658,-1188
191.683,-1267
191.708,-1241
191.733,-1081
191.758,-816
191.783,-521
191.808,-263
191.833,-68
191.858,94
191.883,263
191.908,447
191.933,621
191.958,745
191.983,804
192.008,815
192.033,809
192.058,818
192.083,851
192.108,901
192.133,947
192.158,962
192.183,930
