df_hash,22ZHK4.W8ZZR3
125.378,0.999
125.408,1.004
125.438,1.007
125.468,1.007
125.498,0.997
125.528,0.998
125.558,1.000
125.588,1.001
125.618,1.008
125.648,0.999
125.678,0.994
125.708,1.001
125.738,1.009
125.768,0.998
125.798,0.997
125.828,0.999
125.858,1.005
125.888,1.003
125.918,1.002
125.948,1.005
125.978,1.001
126.008,1.000
126.038,0.998
126.068,1.003
126.098,1.005
126.128,1.001
126.158,1.009
126.188,0.993
126.218,1.002
126.248,1.005
126.278,1.011
126.308,1.003
126.338,1.000
126.368,1.002
126.398,0.997
126.428,1.005
126.458,1.010
126.488,1.011
126.518,0.993
126.548,1.004
126.578,1.001
126.608,0.999
126.638,1.000
126.668,1.004
126.698,1.002
126.728,0.998
126.758,1.000
126.788,1.004
126.818,0.998
126.848,1.001
126.878,1.006
126.908,1.000
126.938,1.003
126.968,1.000
126.998,1.002
127.028,1.000
127.058,1.003
127.088,1.005
127.118,0.996
127.148,1.004
127.178,1.009
127.208,1.006
127.238,0.994
127.268,1.006
127.298,0.998
127.328,1.004
127.358,1.008
127.388,0.998
127.418,0.995
127.448,1.002
127.478,1.001
127.508,1.000
127.538,1.001
127.568,1.003
127.598,0.997
127.628,1.000
127.658,1.007
127.688,1.001
127.718,1.003
127.748,0.998
127.778,0.997
127.808,1.003
127.838,0.999
127.868,1.000
127.898,1.005
127.928,1.001
127.958,1.002
127.988,1.000
128.018,0.998
128.048,1.001
128.078,1.000
128.108,1.010
128.138,0.998
128.168,0.996
128.198,0.999
128.228,1.000
128.258,0.999
128.288,1.012
128.318,0.998
128.348,0.998
128.378,1.002
128.408,1.002
128.438,1.002
128.468,1.002
128.498,1.001
128.528,0.995
128.558,1.002
128.588,1.014
128.618,1.007
128.648,1.007
128.678,0.994
128.708,1.000
128.738,1.005
128.768,1.010
128.798,0.993
128.828,0.997
128.858,1.000
128.888,1.005
128.918,0.996
128.948,1.015
128.978,0.996
129.008,0.992
129.038,1.001
129.068,0.994
129.098,1.001
129.128,1.007
129.158,1.001
129.188,0.990
129.218,0.992
129.248,1.002
129.278,1.006
129.308,1.035
129.338,0.997
129.368,0.987
129.398,0.990
129.428,0.998
129.458,1.010
129.488,1.000
129.518,0.998
129.548,1.000
129.578,1.008
129.608,1.009
129.638,1.011
129.668,1.005
129.698,1.001
129.728,1.002
129.758,0.996
129.788,0.999
129.818,0.998
129.848,1.000
129.878,0.996
129.908,0.999
129.938,0.996
129.968,1.002
129.998,1.016
130.028,0.999
130.058,1.012
130.088,1.004
130.118,1.000
130.148,0.991
130.178,1.000
130.208,0.992
130.238,1.002
130.268,1.001
130.298,0.996
130.328,0.998
130.358,1.001
130.388,0.999
130.418,1.000
130.448,1.008
130.478,1.002
130.508,0.999
130.538,1.000
130.568,0.998
130.598,0.997
130.628,0.996
130.658,1.001
130.688,1.000
130.718,0.998
130.748,1.003
130.778,1.003
130.808,1.003
130.838,1.000
130.868,0.997
130.898,0.992
130.928,0.994
130.958,1.009
130.988,1.003
131.018,0.994
131.048,1.003
131.078,0.999
131.108,1.001
131.138,1.004
131.168,0.994
131.198,1.003
131.228,0.999
131.258,0.996
131.288,0.996
131.318,1.000
131.348,1.000
131.378,1.000
131.408,1.006
131.438,1.005
131.468,1.003
131.498,0.997
131.528,0.999
131.558,1.002
131.588,0.999
131.618,0.999
131.648,0.998
131.678,1.001
131.708,1.003
131.738,1.000
131.768,1.003
131.798,0.999
131.828,1.000
131.858,0.995
131.888,0.992
131.918,1.011
131.948,1.002
131.978,0.998
132.008,0.994
132.038,0.998
132.068,1.001
132.098,1.001
132.128,0.990
132.158,1.005
132.188,0.999
132.218,0.999
132.248,0.999
132.278,1.006
132.308,1.000
132.338,1.003
132.368,1.001
132.398,0.997
132.428,0.998
132.458,0.997
132.488,1.000
132.518,1.001
132.548,1.003
132.578,0.999
132.608,1.000
132.638,1.001
132.668,1.002
132.698,1.001
132.728,0.995
132.758,1.003
132.788,0.999
132.818,0.999
132.848,1.004
132.878,1.007
132.908,0.997
132.938,0.994
132.968,0.996
132.998,0.998
133.028,1.004
133.058,1.000
133.088,1.009
133.118,0.997
133.148,0.992
133.178,0.995
133.208,0.999
133.238,1.004
133.268,1.003
133.298,1.003
133.328,1.001
133.358,1.000
133.388,0.998
133.418,1.003
133.448,0.999
133.478,0.998
133.508,1.003
133.538,1.001
133.568,1.000
133.598,0.996
133.628,1.001
133.658,1.008
133.688,1.001
133.718,0.994
133.748,1.005
133.778,1.003
133.808,0.998
133.838,0.992
133.868,0.996
133.898,1.003
133.928,1.002
133.958,1.001
133.988,1.009
134.018,1.000
134.048,0.996
134.078,0.996
134.108,1.000
134.138,1.001
134.168,1.000
134.198,1.004
134.228,1.007
134.258,0.999
134.288,0.998
134.318,0.998
134.348,1.001
134.378,1.001
134.408,1.001
134.438,1.003
134.468,1.005
134.498,0.998
134.528,1.005
134.558,1.002
134.588,0.999
134.618,1.010
134.648,1.006
134.678,0.994
134.708,0.997
134.738,0.996
134.768,1.001
134.798,1.001
134.828,1.000
134.858,1.008
134.888,1.004
134.918,1.000
134.948,0.999
134.978,0.998
135.008,1.003
135.038,1.001
135.068,1.002
135.098,1.007
135.128,1.001
135.158,0.997
135.188,0.999
135.218,1.003
135.248,1.003
135.278,1.004
135.308,1.000
135.338,0.998
135.368,1.010
135.398,0.999
135.428,0.993
135.458,1.009
135.488,1.007
135.518,0.998
135.548,0.996
135.578,1.000
135.608,1.001
135.638,1.003
135.668,0.998
135.698,1.003
135.728,0.996
135.758,1.003
135.788,1.006
135.818,0.995
135.848,1.002
135.878,1.002
135.908,1.000
135.938,0.994
135.968,1.003
135.998,1.002
136.028,1.003
136.058,0.999
136.088,1.002
136.118,0.997
136.148,0.998
136.178,1.000
136.208,1.011
136.238,0.999
136.268,1.006
136.298,1.018
136.328,1.006
136.358,1.000
136.388,1.008
136.418,0.993
136.448,0.996
136.478,1.000
136.508,0.990
136.538,0.993
136.568,1.001
136.598,1.009
136.628,1.010
136.658,1.005
136.688,1.004
136.718,1.005
136.748,0.999
136.778,1.002
136.808,1.005
136.838,1.001
136.868,1.003
136.898,1.000
136.928,1.003
136.958,0.993
136.988,1.002
137.018,1.000
137.048,1.000
137.078,1.008
137.108,1.009
137.138,0.999
137.168,1.006
137.198,1.001
137.228,1.001
137.258,1.003
137.288,1.003
137.318,1.001
137.348,1.008
137.378,1.005
137.408,1.005
137.438,1.001
137.468,0.999
137.498,1.003
137.528,1.006
137.558,1.000
137.588,1.001
137.618,1.002
137.648,0.999
137.678,1.001
137.708,1.002
137.738,1.011
137.768,1.005
137.798,1.001
137.828,1.003
137.858,0.996
137.888,1.004
137.918,1.015
137.948,0.999
137.978,0.995
138.008,1.001
138.038,1.001
138.068,1.003
138.098,1.008
138.128,1.008
138.158,1.000
138.188,1.000
138.218,1.004
138.248,0.996
138.278,0.999
138.308,1.006
138.338,1.007
138.368,1.005
138.398,1.004
138.428,1.008
138.458,1.004
138.488,1.002
138.518,1.005
138.548,0.999
138.578,1.003
138.608,1.006
138.638,1.005
138.668,0.999
138.698,1.009
138.728,1.000
138.758,1.007
138.788,1.007
138.818,0.997
138.848,1.000
138.878,1.002
138.908,0.998
138.938,1.004
138.968,1.004
138.998,1.008
139.028,0.994
139.058,1.002
139.088,1.004
139.118,0.998
139.148,0.992
139.178,1.001
139.208,1.006
139.238,1.008
139.268,1.003
139.298,1.003
139.328,0.999
139.358,1.003
139.388,0.995
139.418,1.004
139.448,1.001
139.478,1.001
139.508,0.992
139.538,1.011
139.568,1.002
139.598,0.999
139.628,1.000
139.658,0.998
139.688,1.002
139.718,1.004
139.748,1.003
139.778,0.994
139.808,1.001
139.838,1.005
139.868,1.004
139.898,0.998
139.928,0.999
139.958,1.007
139.988,1.000
140.018,1.004
140.048,1.002
140.078,1.002
140.108,1.000
140.138,1.005
140.168,1.001
140.198,1.001
140.228,1.002
140.258,1.001
140.288,1.000
140.318,1.001
140.348,1.005
140.378,0.998
140.408,1.003
140.438,1.000
140.468,0.999
140.498,1.004
140.528,0.999
140.558,0.999
140.588,1.003
140.618,1.002
140.648,1.003
140.678,1.003
140.708,1.003
140.738,0.994
140.768,1.011
140.798,1.011
140.828,0.996
140.858,0.999
140.888,0.996
140.918,1.000
140.948,1.001
140.978,1.001
141.008,1.002
141.038,1.001
141.068,1.004
141.098,1.001
141.128,1.002
141.158,0.999
141.188,1.004
141.218,1.000
141.248,1.002
141.278,1.000
141.308,1.000
141.338,1.003
141.368,1.002
141.398,1.006
141.428,0.999
141.458,0.999
141.488,1.002
141.518,1.003
141.548,1.003
141.578,0.998
141.608,0.994
141.638,1.005
141.668,1.003
141.698,0.999
141.728,1.000
141.758,0.996
141.788,1.002
141.818,1.000
141.848,1.000
141.878,0.998
141.908,0.998
141.938,1.000
141.968,1.005
141.998,1.003
142.028,1.000
142.058,1.003
142.088,1.002
142.118,1.004
142.148,1.000
142.178,1.002
142.208,0.998
142.238,0.997
142.268,0.997
142.298,0.998
142.328,0.999
142.358,1.001
142.388,1.000
142.418,1.000
142.448,1.002
142.478,1.002
142.508,1.001
142.538,1.000
142.568,1.003
142.598,1.000
142.628,1.000
142.658,1.000
142.688,1.002
142.718,0.992
142.748,1.003
142.778,1.007
142.808,1.000
142.838,1.000
142.868,1.000
142.898,0.997
142.928,1.000
142.958,0.993
142.988,1.000
143.018,1.000
143.048,0.999
143.078,1.001
143.108,0.999
143.138,0.996
143.168,0.997
143.198,1.000
143.228,0.999
143.258,1.004
143.288,0.998
143.318,1.000
143.348,1.000
143.378,1.002
143.408,0.998
143.438,0.998
143.468,0.996
143.498,1.001
143.528,1.000
143.558,1.000
143.588,0.996
143.618,1.001
143.648,1.000
143.678,1.000
143.708,1.000
143.738,1.002
143.768,1.000
143.798,1.002
143.828,1.003
143.858,0.998
143.888,1.000
143.918,1.004
143.948,1.000
143.978,0.997
144.008,0.999
144.038,1.003
144.068,0.999
144.098,0.998
144.128,1.000
144.158,0.999
144.188,1.000
144.218,1.001
144.248,1.002
144.278,1.001
144.308,1.001
144.338,1.000
144.368,1.001
144.398,0.999
144.428,1.000
144.458,0.994
144.488,1.002
144.518,1.005
144.548,1.002
144.578,1.005
144.608,1.003
144.638,1.002
144.668,1.002
144.698,1.003
144.728,1.003
144.758,1.004
144.788,0.991
144.818,1.009
144.848,1.004
144.878,1.004
144.908,1.000
144.938,1.004
144.968,0.998
144.998,0.999
145.028,1.002
145.058,1.001
145.088,1.003
145.118,1.001
145.148,1.004
145.178,0.999
145.208,1.008
145.238,1.004
145.268,1.002
145.298,1.005
145.328,1.001
145.358,0.999
145.388,1.001
145.418,1.002
145.448,1.005
145.478,1.007
145.508,1.000
145.538,1.002
145.568,1.001
145.598,1.002
145.628,1.004
145.658,1.002
145.688,1.006
145.718,1.007
145.748,1.007
145.778,1.002
145.808,1.002
145.838,0.999
145.868,1.002
145.898,1.005
145.928,1.008
145.958,1.004
145.988,1.003
146.018,1.003
146.048,1.002
146.078,1.004
146.108,1.006
146.138,1.002
146.168,1.004
146.198,1.005
146.228,1.002
146.258,1.000
146.288,1.002
146.318,1.003
146.348,1.006
146.378,1.004
146.408,1.007
146.438,1.002
146.468,1.000
146.498,1.002
146.528,1.005
146.558,1.002
146.588,1.005
146.618,1.007
146.648,1.004
146.678,0.998
146.708,1.008
146.738,1.009
146.768,1.006
146.798,1.004
146.828,1.004
146.858,0.999
146.888,1.009
146.918,1.007
146.948,1.007
146.978,1.007
147.008,1.010
147.038,1.001
147.068,1.001
147.098,0.997
147.128,1.004
147.158,1.005
147.188,1.003
147.218,1.010
147.248,1.003
147.278,1.000
147.308,1.007
147.338,1.005
147.368,1.002
147.398,1.006
147.428,1.004
147.458,1.000
147.488,1.008
147.518,1.005
147.548,1.005
147.578,1.008
147.608,1.009
147.638,1.005
147.668,1.001
147.698,0.996
147.728,1.001
147.758,1.007
147.788,0.995
147.818,1.005
147.848,1.008
147.878,1.003
147.908,1.001
147.938,1.004
147.968,1.010
147.998,1.007
148.028,1.017
148.058,1.010
148.088,1.000
148.118,1.006
148.148,1.014
148.178,1.003
148.208,1.004
148.238,1.005
148.268,1.005
148.298,1.006
148.328,1.008
148.358,1.018
148.388,1.015
148.418,1.019
148.448,1.009
148.478,1.010
148.508,1.011
148.538,1.011
148.568,1.001
148.598,1.014
148.628,1.008
148.658,1.011
148.688,1.010
148.718,1.017
148.748,1.017
148.778,1.020
148.808,1.030
148.838,1.021
148.868,1.011
148.898,1.020
148.928,1.021
148.958,1.023
148.988,1.022
149.018,1.026
149.048,1.018
149.078,1.018
149.108,1.018
149.138,1.028
149.168,1.017
149.198,1.022
149.228,1.021
149.258,1.019
149.288,1.022
149.318,1.023
149.348,1.029
149.378,1.027
149.408,1.023
149.438,1.023
149.468,1.024
149.498,1.020
149.528,1.020
149.558,1.020
149.588,1.015
149.618,1.021
149.648,1.032
149.678,1.023
149.708,1.021
149.738,1.033
149.768,1.027
149.798,1.026
149.828,1.026
149.858,1.021
149.888,1.017
149.918,1.011
149.948,1.016
149.978,1.021
150.008,1.030
150.038,1.015
150.068,1.014
150.098,1.014
150.128,1.016
150.158,1.021
150.188,1.021
150.218,1.019
150.248,1.027
150.278,1.030
150.308,1.021
150.338,1.010
150.368,1.024
150.398,1.024
150.428,1.019
150.458,1.017
150.488,1.022
150.518,1.024
150.548,1.021
150.578,1.013
150.608,1.021
150.638,1.014
150.668,1.020
150.698,1.017
150.728,1.022
150.758,1.016
150.788,1.030
150.818,1.021
150.848,0.995
150.878,0.999
150.908,1.021
150.938,1.015
150.968,1.014
150.998,1.017
151.028,1.020
151.058,1.007
151.088,1.023
151.118,1.006
151.148,1.007
151.178,1.005
151.208,1.025
151.238,1.016
151.268,1.021
151.298,1.028
151.328,1.025
151.358,1.009
151.388,0.990
151.418,0.998
151.448,0.987
151.478,1.021
151.508,1.006
151.538,0.988
151.568,1.018
151.598,1.014
151.628,1.000
151.658,1.020
151.688,1.010
151.718,1.013
151.748,1.026
151.778,1.007
151.808,1.008
151.838,0.991
151.868,1.013
151.898,1.022
151.928,1.009
151.958,1.021
151.988,1.011
152.018,1.014
152.048,1.004
152.078,1.001
152.108,1.011
152.138,1.018
152.168,1.013
152.198,1.021
152.228,0.999
152.258,1.000
152.288,1.004
152.318,1.004
152.348,1.038
152.378,0.998
152.408,1.017
152.438,1.006
152.468,1.016
152.498,1.008
152.528,0.993
152.558,1.015
152.588,1.000
152.618,1.022
152.648,1.023
152.678,0.980
152.708,1.038
152.738,1.044
152.768,1.033
152.798,1.008
152.828,1.038
152.858,1.069
152.888,1.036
152.918,0.999
152.948,1.022
152.978,0.982
153.008,1.009
153.038,1.022
153.068,1.015
153.098,1.048
153.128,1.004
153.158,1.023
153.188,1.024
153.218,1.019
153.248,1.013
153.278,1.021
153.308,1.015
153.338,1.023
153.368,1.015
153.398,1.011
153.428,1.024
153.458,1.023
153.488,1.002
153.518,1.014
153.548,1.019
153.578,1.017
153.608,1.009
153.638,1.010
153.668,1.015
153.698,1.022
153.728,1.019
153.758,1.016
153.788,1.017
153.818,1.006
153.848,1.009
153.878,1.016
153.908,1.014
153.938,1.020
153.968,1.018
153.998,1.020
154.028,1.017
154.058,1.008
154.088,1.009
154.118,1.007
154.148,1.011
154.178,1.014
154.208,1.013
154.238,1.026
154.268,1.020
154.298,1.015
154.328,1.014
154.358,1.015
154.388,1.010
154.418,1.007
154.448,1.020
154.478,1.006
154.508,1.002
154.538,1.003
154.568,1.008
154.598,1.006
154.628,1.014
154.658,1.020
154.688,1.005
154.718,1.031
154.748,1.029
154.778,1.027
154.808,1.014
154.838,1.019
154.868,1.015
154.898,1.019
154.928,1.016
154.958,1.010
154.988,1.013
155.018,1.017
155.048,1.010
155.078,1.011
155.108,1.007
155.138,1.013
155.168,1.004
155.198,1.016
155.228,1.018
155.258,1.013
155.288,1.018
155.318,1.014
155.348,1.013
155.378,1.015
155.408,1.018
155.438,1.014
155.468,1.010
155.498,1.014
155.528,1.011
155.558,1.016
155.588,1.011
155.618,1.012
155.648,1.011
155.678,1.008
155.708,1.019
155.738,1.019
155.768,1.013
155.798,1.019
155.828,1.019
155.858,1.007
155.888,1.011
155.918,1.014
155.948,1.014
155.978,1.017
156.008,1.008
156.038,1.014
156.068,1.014
156.098,1.012
156.128,1.011
156.158,1.011
156.188,1.011
156.218,1.016
156.248,1.011
156.278,1.017
156.308,1.010
156.338,1.013
156.368,1.010
156.398,1.019
156.428,1.015
156.458,1.013
156.488,1.015
156.518,1.019
156.548,1.012
156.578,1.017
156.608,1.014
156.638,1.010
156.668,1.012
156.698,1.013
156.728,1.012
156.758,1.014
156.788,1.010
156.818,1.016
156.848,1.019
156.878,1.017
156.908,1.013
156.938,1.014
156.968,1.012
156.998,1.015
157.028,1.013
157.058,1.013
157.088,1.015
157.118,1.011
157.148,1.014
157.178,1.014
157.208,1.017
157.238,1.013
157.268,1.020
157.298,1.007
157.328,1.018
157.358,1.016
157.388,1.017
157.418,1.015
157.448,1.011
157.478,1.012
157.508,1.012
157.538,1.018
157.568,1.013
157.598,1.015
157.628,1.015
157.658,1.015
157.688,1.012
157.718,1.012
157.748,1.016
157.778,1.014
157.808,1.012
157.838,1.011
157.868,1.016
157.898,1.014
157.928,1.015
157.958,1.012
157.988,1.017
158.018,1.011
158.048,1.014
158.078,1.015
158.108,1.014
158.138,1.015
158.168,1.014
158.198,1.015
158.228,1.011
158.258,1.013
158.288,1.018
158.318,1.008
158.348,1.017
158.378,1.018
158.408,1.008
158.438,1.013
158.468,1.012
158.498,1.017
158.528,1.017
158.558,1.015
158.588,1.016
158.618,1.016
158.648,1.016
158.678,1.018
158.708,1.015
158.738,1.014
158.768,1.014
158.798,1.012
158.828,1.015
158.858,1.015
158.888,1.014
158.918,1.013
158.948,1.012
158.978,1.015
159.008,1.015
159.038,1.013
159.068,1.013
159.098,1.022
159.128,1.007
159.158,1.017
159.188,1.016
159.218,1.014
159.248,1.016
159.278,1.014
159.308,1.015
159.338,1.016
159.368,1.021
159.398,1.017
159.428,1.017
159.458,1.019
159.488,1.015
159.518,1.014
159.548,1.016
159.578,1.017
159.608,1.017
159.638,1.013
159.668,1.016
159.698,1.015
159.728,1.017
159.758,1.011
159.788,1.014
159.818,1.016
159.848,1.015
159.878,1.011
159.908,1.016
159.938,1.010
159.968,1.012
159.998,1.014
160.028,1.020
160.058,1.010
160.088,1.017
160.118,1.011
160.148,1.014
160.178,1.011
160.208,1.011
160.238,1.016
160.268,1.013
160.298,1.010
160.328,1.015
160.358,1.019
160.388,1.013
160.418,1.009
160.448,1.014
160.478,1.017
160.508,1.018
160.538,1.013
160.568,1.015
160.598,1.012
160.628,1.015
160.658,1.017
160.688,1.016
160.718,1.012
160.748,1.015
160.778,1.012
160.808,1.016
160.838,1.017
160.868,1.014
160.898,1.012
160.928,1.016
160.958,1.016
160.988,1.018
161.018,1.015
161.048,1.015
161.078,1.016
161.108,1.013
161.138,1.016
161.168,1.016
161.198,1.015
161.228,1.018
161.258,1.018
161.288,1.014
161.318,1.013
161.348,1.015
161.378,1.010
161.408,1.019
161.438,1.016
161.468,1.016
161.498,1.016
161.528,1.015
161.558,1.016
161.588,1.013
161.618,1.019
161.648,1.022
161.678,1.011
161.708,1.017
161.738,1.019
161.768,1.016
161.798,1.016
161.828,1.014
161.858,1.016
161.888,1.016
161.918,1.017
161.948,1.013
161.978,1.018
162.008,1.015
162.038,1.016
162.068,1.018
162.098,1.014
162.128,1.018
162.158,1.014
162.188,1.015
162.218,1.014
162.248,1.015
162.278,1.014
162.308,1.016
162.338,1.022
162.368,1.015
162.398,1.014
162.428,1.015
162.458,1.019
162.488,1.015
162.518,1.017
162.548,1.011
162.578,1.008
162.608,1.009
162.638,1.014
162.668,1.017
162.698,1.015
162.728,1.013
162.758,1.008
162.788,1.019
162.818,1.017
162.848,1.011
162.878,1.012
162.908,1.017
162.938,1.015
162.968,1.013
162.998,1.013
163.028,1.016
163.058,1.016
163.088,1.018
163.118,1.017
163.148,1.013
163.178,1.015
163.208,1.015
163.238,1.015
163.268,1.020
163.298,1.005
163.328,1.010
163.358,1.021
163.388,1.018
163.418,1.014
163.448,1.016
163.478,1.011
163.508,1.016
163.538,1.017
163.568,1.020
163.598,1.017
163.628,1.014
163.658,1.007
163.688,1.019
163.718,1.016
163.748,1.009
163.778,1.018
163.808,1.019
163.838,1.012
163.868,1.014
163.898,1.016
163.928,1.019
163.958,1.017
163.988,1.014
164.018,1.012
164.048,1.014
164.078,1.016
164.108,1.014
164.138,1.014
164.168,1.014
164.198,1.014
164.228,1.015
164.258,1.017
164.288,1.017
164.318,1.012
164.348,1.013
164.378,1.020
164.408,1.013
164.438,1.020
164.468,1.015
164.498,1.009
164.528,1.014
164.558,1.016
164.588,1.016
164.618,1.016
164.648,1.014
164.678,1.015
164.708,1.010
164.738,1.017
164.768,1.018
164.798,1.013
164.828,1.015
164.858,1.015
164.888,1.016
164.918,1.012
164.948,1.014
164.978,1.015
165.008,1.018
165.038,1.013
165.068,1.011
165.098,1.019
165.128,1.013
165.158,1.016
165.188,1.020
165.218,1.016
165.248,1.018
165.278,1.012
165.308,1.016
165.338,1.015
165.368,1.018
165.398,1.016
165.428,1.017
165.458,1.017
165.488,1.016
165.518,1.016
165.548,1.017
165.578,1.017
165.608,1.017
165.638,1.019
165.668,1.013
165.698,1.013
165.728,1.019
165.758,1.017
165.788,1.021
165.818,1.014
165.848,1.012
165.878,1.018
165.908,1.017
165.938,1.020
165.968,1.014
165.998,1.012
166.028,1.016
166.058,1.018
166.088,1.017
166.118,1.021
166.148,1.021
166.178,1.013
166.208,0.999
166.238,1.000
166.268,0.992
166.298,1.007
166.328,1.028
166.358,1.047
166.388,1.043
166.418,1.034
166.448,1.018
166.478,1.021
166.508,1.005
166.538,1.008
166.568,1.009
166.598,1.004
166.628,1.007
166.658,1.013
166.688,1.018
166.718,1.024
166.748,1.018
166.778,1.021
166.808,1.021
166.838,1.021
166.868,1.019
166.898,1.016
166.928,1.012
166.958,1.018
166.988,1.014
167.018,1.024
167.048,1.026
167.078,1.022
167.108,1.019
167.138,1.013
167.168,1.010
167.198,1.021
167.228,1.022
167.258,1.019
167.288,1.023
167.318,1.027
167.348,1.026
167.378,1.022
167.408,1.025
167.438,1.021
167.468,1.019
167.498,1.018
167.528,1.018
167.558,1.024
167.588,1.022
167.618,1.021
167.648,1.022
167.678,1.023
167.708,1.021
167.738,1.025
167.768,1.029
167.798,1.026
167.828,1.021
167.858,1.023
167.888,1.017
167.918,1.019
167.948,1.020
167.978,1.020
168.008,1.022
168.038,1.023
168.068,1.031
168.098,1.025
168.128,1.025
168.158,1.034
168.188,1.022
168.218,1.019
168.248,1.017
168.278,1.020
168.308,1.018
168.338,1.021
168.368,1.024
168.398,1.026
168.428,1.023
168.458,1.025
168.488,1.014
168.518,1.014
168.548,1.014
168.578,1.010
168.608,1.014
168.638,1.021
168.668,1.021
168.698,1.007
168.728,1.010
168.758,1.009
168.788,1.013
168.818,1.012
168.848,1.017
168.878,1.016
168.908,1.007
168.938,1.009
168.968,1.021
168.998,1.022
169.028,1.030
169.058,1.043
169.088,1.044
169.118,1.037
169.148,1.035
169.178,1.014
169.208,1.004
169.238,1.000
169.268,1.006
169.298,1.003
169.328,1.004
169.358,1.000
169.388,1.005
169.418,1.021
169.448,1.053
169.478,1.062
169.508,1.035
169.538,1.021
169.568,1.013
169.598,1.005
169.628,1.004
169.658,1.004
169.688,1.008
169.718,1.011
169.748,1.017
169.778,1.020
169.808,1.021
169.838,1.025
169.868,1.029
169.898,1.013
169.928,1.014
169.958,1.013
169.988,1.011
170.018,1.024
170.048,1.019
170.078,1.012
170.108,1.024
170.138,1.020
170.168,1.010
170.198,0.990
170.228,0.976
170.258,0.989
170.288,1.014
170.318,1.029
170.348,1.046
170.378,1.048
170.408,1.035
170.438,1.022
170.468,1.012
170.498,1.015
170.528,1.004
170.558,1.003
170.588,1.002
170.618,1.008
170.648,1.006
170.678,1.007
170.708,1.009
170.738,1.011
170.768,1.008
170.798,1.006
170.828,1.011
170.858,1.011
170.888,1.012
170.918,1.013
170.948,1.011
170.978,1.005
171.008,1.006
171.038,1.004
171.068,1.004
171.098,1.010
171.128,1.010
171.158,1.010
171.188,1.013
171.218,1.010
171.248,1.016
171.278,1.001
171.308,1.011
171.338,1.011
171.368,1.010
171.398,1.010
171.428,1.009
171.458,1.009
171.488,1.008
171.518,1.018
171.548,1.004
171.578,1.009
171.608,1.014
171.638,1.009
171.668,1.010
171.698,1.013
171.728,1.005
171.758,1.009
171.788,1.005
171.818,1.012
171.848,1.012
171.878,1.010
171.908,1.012
171.938,1.007
171.968,1.006
171.998,1.009
172.028,1.007
172.058,1.006
172.088,1.009
172.118,1.012
172.148,1.006
172.178,1.010
172.208,1.012
172.238,1.013
172.268,1.006
172.298,1.013
172.328,1.003
172.358,1.009
172.388,1.008
172.418,1.010
172.448,1.006
172.478,1.011
172.508,1.010
172.538,1.008
172.568,1.010
172.598,1.009
172.628,1.006
172.658,1.013
172.688,1.005
172.718,1.009
172.748,1.011
172.778,1.007
172.808,1.011
172.838,1.010
172.868,1.007
172.898,1.008
172.928,1.011
172.958,1.011
172.988,1.012
173.018,1.013
173.048,1.012
173.078,1.015
173.108,1.015
173.138,1.012
173.168,1.006
173.198,1.009
173.228,1.010
173.258,1.014
173.288,1.015
173.318,1.010
173.348,1.016
173.378,1.004
173.408,1.011
173.438,1.011
173.468,1.011
173.498,1.010
173.528,1.009
173.558,1.014
173.588,1.012
173.618,1.015
173.648,1.011
173.678,1.009
173.708,1.011
173.738,1.013
173.768,1.008
173.798,1.010
173.828,1.014
173.858,1.018
173.888,1.015
173.918,1.013
173.948,1.010
173.978,1.006
174.008,1.009
174.038,1.009
174.068,1.006
174.098,1.008
174.128,1.007
174.158,1.017
174.188,1.029
174.218,1.030
174.248,1.013
174.278,1.010
174.308,1.001
174.338,1.014
174.368,1.009
174.398,1.021
174.428,1.024
174.458,1.027
174.488,1.022
174.518,1.016
174.548,1.016
174.578,1.018
174.608,1.010
174.638,1.017
174.668,1.037
174.698,1.035
174.728,1.045
174.758,1.044
174.788,1.036
174.818,1.034
174.848,1.034
174.878,1.038
174.908,1.024
174.938,1.017
174.968,1.021
174.998,1.027
175.028,1.027
175.058,1.019
175.088,1.016
175.118,1.011
175.148,1.021
175.178,1.012
175.208,1.003
175.238,0.997
175.268,0.996
175.298,1.006
175.328,1.031
175.358,1.015
175.388,1.025
175.418,1.015
175.448,1.045
175.478,1.047
175.508,1.042
175.538,1.058
175.568,1.054
175.598,1.048
175.628,1.039
175.658,1.027
175.688,1.024
175.718,1.026
175.748,1.018
175.778,1.021
175.808,1.021
175.838,1.012
175.868,1.001
175.898,0.997
175.928,0.999
175.958,1.008
175.988,1.016
176.018,1.000
176.048,1.002
176.078,1.009
176.108,1.003
176.138,0.997
176.168,1.008
176.198,1.020
176.228,1.027
176.258,1.030
176.288,1.022
176.318,1.038
176.348,1.071
176.378,1.066
176.408,1.056
176.438,1.043
176.468,1.018
176.498,1.013
176.528,1.008
176.558,1.029
176.588,1.021
176.618,1.013
176.648,1.021
176.678,1.014
176.708,1.006
176.738,1.009
176.768,1.021
176.798,0.992
176.828,0.954
176.858,0.998
176.888,1.041
176.918,1.044
176.948,1.041
176.978,1.021
177.008,1.011
177.038,1.002
177.068,1.006
177.098,1.006
177.128,1.000
177.158,1.005
177.188,1.004
177.218,1.007
177.248,0.986
177.278,1.018
177.308,1.033
177.338,1.032
177.368,1.036
177.398,1.017
177.428,1.008
177.458,0.999
177.488,0.997
177.518,0.989
177.548,0.992
177.578,1.006
177.608,1.011
177.638,0.999
177.668,1.010
177.698,1.034
177.728,1.039
177.758,1.049
