df_hash,22ZHK4.W8ZZR3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2MA8
person_label,V92
date_time_start,2025-11-04_16-32-02.909000_+03
date_time_start_unix,1762259522.909
date_time_end,2025-11-04_16-40-18.078000_+03
length_difference_noticed,no

time,temperature
5.892,34.906
6.892,34.875
7.831,34.906
8.855,34.969
9.928,35.000
10.853,35.031
11.829,35.031
12.853,35.094
13.828,35.094
14.851,35.125
15.826,35.125
16.850,35.188
17.895,35.188
18.949,35.156
19.873,35.188
20.848,35.219
21.823,35.219
22.849,35.219
23.822,35.250
25.286,35.281
25.820,35.281
26.844,35.281
27.960,35.312
28.843,35.344
29.818,35.375
30.842,35.375
31.869,35.375
32.889,35.375
33.926,35.375
34.842,35.406
36.024,35.438
36.935,35.438
37.861,35.438
38.885,35.438
39.958,35.438
41.130,35.438
41.810,35.500
42.834,35.531
43.809,35.531
44.833,35.562
45.908,35.594
46.949,35.625
47.807,35.625
48.830,35.656
49.854,35.625
50.878,35.625
51.901,35.625
52.828,35.625
53.851,35.656
54.830,35.656
55.850,35.688
56.838,35.656
57.849,35.688
58.824,35.656
59.848,35.719
60.823,35.750
61.847,35.781
62.822,35.781
63.894,35.781
64.820,35.750
65.844,35.719
66.819,35.781
67.845,35.781
68.991,35.812
69.842,35.812
70.817,35.812
71.840,35.812
73.010,35.812
73.839,35.812
74.814,35.844
75.838,35.875
76.886,35.812
77.837,35.812
78.812,35.812
79.836,35.844
80.811,35.844
81.834,35.844
82.832,35.875
83.833,35.844
84.808,35.812
86.029,35.844
86.807,35.875
87.831,35.812
88.954,35.875
89.829,35.812
90.901,35.812
91.876,35.844
92.852,35.875
93.830,35.875
94.899,35.906
95.874,35.938
96.801,35.938
97.826,35.969
98.848,35.938
99.823,36.000
100.855,35.969
101.822,36.000
102.853,36.000
103.820,36.000
104.893,35.969
105.917,35.969
106.843,36.000
107.866,36.031
109.088,36.094
110.036,36.062
110.850,36.094
111.913,36.062
112.839,36.062
113.815,36.031
114.838,36.031
115.813,36.000
116.861,36.000
117.812,36.000
118.836,35.969
119.959,36.000
120.839,35.969
121.906,35.969
122.883,36.000
123.815,35.969
124.880,36.000
125.944,35.969
126.836,35.969
127.806,35.969
128.830,36.000
129.809,36.031
130.828,36.031
131.806,36.062
132.830,36.031
133.802,36.094
134.826,36.094
135.805,36.156
136.980,36.156
137.800,36.125
138.853,36.125
139.851,36.125
140.822,36.125
141.800,36.156
143.116,36.188
143.993,36.188
144.820,36.188
145.992,36.188
146.818,36.188
147.847,36.188
148.817,36.188
149.842,36.188
150.816,36.188
151.840,36.188
152.819,36.125
153.840,36.125
154.814,36.156
155.837,36.125
157.009,36.156
157.836,36.094
158.818,36.094
160.081,36.156
161.005,36.156
161.834,36.156
162.809,36.156
163.832,36.125
164.858,36.156
165.831,36.156
166.806,36.156
167.829,36.219
168.807,36.219
169.829,36.125
170.901,36.156
171.847,36.156
172.803,36.188
173.826,36.219
174.804,36.188
175.826,36.188
177.044,36.188
177.824,36.156
178.800,36.156
180.114,36.188
181.093,36.188
181.821,36.219
183.043,36.188
183.820,36.188
184.795,36.250
185.941,36.281
186.796,36.281
187.817,36.281
189.136,36.281
189.816,36.281
190.840,36.250
191.816,36.219
192.839,36.250
193.862,36.250
194.838,36.219
195.813,36.219
196.885,36.188
197.816,36.188
198.887,36.188
199.810,36.219
200.835,36.281
201.858,36.344
202.849,36.344
203.808,36.375
204.831,36.406
205.806,36.375
206.830,36.406
208.100,36.406
208.858,36.406
209.804,36.375
210.828,36.344
211.951,36.312
212.826,36.250
213.801,36.250
214.887,36.219
215.848,36.219
216.824,36.250
217.799,36.219
218.830,36.281
219.798,36.281
220.821,36.312
221.796,36.312
223.028,36.344
223.818,36.344
224.868,36.344
225.795,36.344
226.853,36.375
227.794,36.344
228.916,36.312
229.843,36.312
230.815,36.281
231.851,36.281
233.109,36.250
233.792,36.219
234.861,36.219
235.837,36.219
236.811,36.219
237.786,36.250
239.105,36.250
239.980,36.250
240.860,36.250
241.833,36.281
242.809,36.312
243.835,36.344
244.955,36.375
245.830,36.344
246.854,36.406
248.050,36.438
248.864,36.469
249.854,36.469
250.885,36.469
251.826,36.469
252.875,36.469
253.828,36.406
254.874,36.375
255.824,36.406
256.799,36.406
257.822,36.375
259.041,36.344
259.822,36.312
260.798,36.312
261.841,36.344
262.795,36.375
263.819,36.406
264.794,36.406
265.866,36.375
266.893,36.344
267.817,36.344
268.791,36.375
270.061,36.375
270.790,36.406
271.814,36.375
272.789,36.344
273.813,36.344
274.815,36.312
275.819,36.312
276.821,36.312
277.819,36.312
278.785,36.281
279.809,36.312
281.081,36.344
281.808,36.312
282.783,36.312
283.812,36.312
284.782,36.375
285.805,36.344
286.781,36.375
287.901,36.375
288.779,36.375
289.808,36.375
290.857,36.344
292.194,36.344
292.825,36.344
293.801,36.375
295.116,36.344
295.997,36.344
296.823,36.312
297.801,36.281
298.827,36.312
299.797,36.312
300.821,36.375
301.796,36.375
302.819,36.500
303.802,36.531
304.858,36.562
305.797,36.594
306.818,36.625
307.793,36.625
308.816,36.594
309.791,36.625
310.814,36.625
311.792,36.562
312.813,36.438
313.788,36.406
314.814,36.375
315.791,36.344
317.106,36.281
317.829,36.281
