df_hash,22ZHK4.W8ZZR3
318.809,36.281
319.785,36.250
320.808,36.219
321.783,36.250
322.904,36.281
323.782,36.250
324.806,36.281
325.829,36.281
326.805,36.344
328.172,36.312
328.803,36.312
329.778,36.344
330.837,36.312
331.777,36.375
332.801,36.375
333.776,36.375
334.800,36.375
335.775,36.406
336.798,36.375
337.822,36.375
338.797,36.406
339.773,36.406
340.799,36.406
341.795,36.375
343.040,36.375
343.819,36.375
344.793,36.344
345.817,36.312
346.792,36.344
347.816,36.375
348.791,36.375
349.815,36.438
350.790,36.406
351.814,36.438
352.837,36.469
353.812,36.500
354.787,36.500
356.008,36.531
356.793,36.531
357.809,36.531
358.785,36.531
359.808,36.469
360.790,36.469
361.807,36.469
362.784,36.469
363.923,36.438
365.073,36.438
365.805,36.375
366.780,36.375
367.804,36.375
368.925,36.375
369.816,36.375
370.777,36.375
371.801,36.375
372.776,36.375
373.800,36.406
374.775,36.438
375.798,36.438
376.774,36.469
377.797,36.438
378.821,36.438
379.845,36.438
380.782,36.438
381.795,36.438
382.818,36.438
383.793,36.406
385.069,36.406
385.792,36.438
386.767,36.469
388.035,36.469
388.787,36.469
389.789,36.500
390.814,36.469
391.846,36.469
392.812,36.469
393.788,36.469
394.811,36.438
396.078,36.438
396.810,36.438
397.785,36.438
398.809,36.531
399.929,36.500
400.807,36.562
401.782,36.562
402.806,36.594
403.781,36.594
404.805,36.625
405.780,36.625
406.828,36.562
407.779,36.594
408.802,36.500
410.072,36.500
410.898,36.500
411.776,36.531
412.806,36.531
413.775,36.531
414.798,36.531
415.774,36.562
416.797,36.594
417.879,36.594
418.796,36.594
419.771,36.594
420.795,36.562
422.065,36.594
422.794,36.625
423.868,36.594
424.913,36.594
425.816,36.562
426.945,36.531
427.815,36.562
428.797,36.531
429.819,36.531
430.788,36.531
431.764,36.500
433.033,36.469
433.763,36.500
434.786,36.500
435.766,36.562
436.785,36.500
438.057,36.406
438.784,36.469
439.853,36.438
440.831,36.438
441.955,36.375
442.781,36.375
443.859,36.312
444.781,36.250
445.803,36.312
446.779,36.344
447.803,36.406
449.024,36.375
449.801,36.406
450.788,36.375
451.800,36.500
452.973,36.500
453.847,36.562
454.873,36.562
455.801,36.500
456.777,36.531
457.812,36.562
458.771,36.562
459.798,36.625
460.823,36.625
461.863,36.562
462.817,36.594
464.185,36.594
464.873,36.656
465.840,36.656
466.766,36.656
467.939,36.625
469.155,36.594
469.789,36.562
470.764,36.594
471.813,36.594
472.811,36.562
473.884,36.531
475.112,36.500
475.785,36.531
476.760,36.500
477.784,36.531
479.200,36.531
479.782,36.531
480.758,36.562
481.814,36.562
482.805,36.594
484.221,36.594
484.755,36.594
485.882,36.562
486.754,36.562
487.826,36.531
488.802,36.531
489.777,36.562
