df_hash,22ZHK4.W8ZZR3
429.716,69
430.642,68
431.812,68
432.738,68
433.616,68
434.789,68
435.716,68
436.639,69
437.831,69
438.686,69
439.630,68
440.782,68
441.660,68
442.537,68
443.760,68
444.633,68
445.590,66
446.730,65
447.607,65
448.495,65
449.703,65
450.776,60
451.510,58
452.780,59
453.606,60
454.481,60
455.663,59
456.528,59
457.503,59
458.673,59
459.554,59
460.461,56
461.626,56
462.525,56
463.402,61
464.831,63
465.498,62
466.376,59
467.595,56
468.472,54
469.350,53
470.572,52
471.483,53
472.323,53
473.542,52
474.420,52
475.297,52
476.516,52
477.394,59
478.320,63
479.490,64
480.367,64
481.404,64
482.481,64
483.341,64
484.276,64
485.438,64
486.364,64
487.241,64
488.411,64
489.337,64
