df_hash,22ZHK4.W8ZZR3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2MA8
person_label,V92
date_time_start,2025-11-04_16-32-02.909000_+03
date_time_start_unix,1762259522.909
date_time_end,2025-11-04_16-40-18.078000_+03
length_difference_noticed,no

time,heart_rate
14.558,61
15.436,62
16.369,63
17.581,65
18.458,69
19.358,71
20.506,72
21.432,75
22.352,76
23.480,75
24.544,75
25.482,72
26.505,73
27.380,74
28.257,74
29.431,73
30.381,73
31.231,67
32.499,62
33.671,59
34.205,58
35.472,57
36.301,57
37.227,58
38.398,59
39.275,62
40.202,65
41.371,63
42.297,62
43.200,62
44.354,62
45.271,62
46.212,61
47.367,61
48.296,61
49.171,61
50.341,61
51.267,61
52.096,61
53.338,61
54.192,61
55.197,61
56.289,61
57.166,56
58.092,73
59.312,81
60.189,83
61.067,82
62.260,80
63.165,77
64.089,75
65.262,73
66.140,69
67.037,71
68.538,71
69.110,71
70.036,70
71.206,70
72.206,67
73.013,67
74.233,66
75.058,64
75.984,61
77.154,59
78.080,57
78.958,57
80.129,57
81.054,59
81.932,58
83.211,57
84.028,66
84.905,71
86.129,73
87.001,72
87.930,71
89.098,72
89.977,74
90.905,73
92.071,72
93.022,72
93.875,72
95.487,72
95.972,68
96.849,69
98.019,69
98.945,69
99.827,68
101.041,68
101.925,69
102.805,69
104.018,67
104.896,64
105.819,61
106.989,58
107.873,57
108.842,56
110.259,56
110.889,56
111.815,56
112.939,56
113.934,56
114.740,56
115.962,56
117.034,53
117.714,53
118.933,54
119.810,55
120.732,57
121.910,60
122.784,58
123.710,64
124.884,67
125.855,70
126.686,72
127.854,73
128.781,72
129.658,71
130.877,69
131.754,67
132.635,65
133.851,64
134.728,64
135.607,64
136.971,64
137.702,67
138.634,69
139.835,70
140.676,71
141.602,70
142.772,70
143.698,66
144.578,63
145.794,61
146.672,59
147.595,58
148.720,59
149.695,59
150.523,58
151.742,58
152.619,58
153.545,58
154.765,58
155.639,58
156.520,58
157.738,58
158.567,66
159.493,63
160.668,66
161.589,68
162.467,69
163.637,69
164.563,69
165.441,61
166.659,64
167.537,60
168.710,58
169.633,59
170.511,59
171.732,56
172.607,55
173.484,55
174.411,56
175.581,55
176.507,55
177.385,55
178.629,56
179.481,56
180.401,56
181.528,57
182.454,57
183.397,55
184.553,54
185.428,54
186.306,54
187.622,54
188.451,54
189.281,54
190.498,54
191.426,62
192.302,59
193.472,60
194.374,60
195.280,60
196.451,59
197.372,63
198.298,66
199.566,70
200.346,67
201.223,66
202.393,66
203.368,66
204.444,66
205.417,66
206.293,61
207.171,62
208.390,62
209.267,63
210.145,63
211.363,64
212.290,64
213.167,63
214.337,63
215.265,64
216.190,64
217.311,63
218.237,61
219.119,59
220.369,58
221.212,58
222.088,59
223.259,59
224.185,58
225.063,58
226.284,58
227.158,59
228.036,59
229.303,59
230.136,59
231.047,59
232.229,59
233.401,60
233.984,60
235.202,60
236.080,60
237.006,60
238.179,60
239.200,60
239.983,60
241.177,60
242.277,60
242.958,60
244.221,65
245.001,63
245.927,62
247.097,62
248.053,65
249.047,64
250.071,63
251.009,63
251.876,63
253.045,63
253.971,60
254.877,58
256.067,64
256.945,62
257.826,66
259.044,67
259.944,65
261.042,65
262.408,65
262.916,65
263.770,65
264.989,73
265.870,75
266.841,75
267.962,74
268.840,72
269.768,71
270.983,71
271.817,71
272.740,71
273.910,71
274.836,71
275.722,71
276.884,71
277.810,71
278.688,74
279.906,74
280.785,74
281.661,74
282.880,74
283.758,73
284.635,72
285.854,71
286.731,71
287.609,71
288.827,73
289.719,74
290.631,74
292.198,75
292.679,76
293.654,76
294.824,77
295.721,76
296.580,76
297.749,73
298.675,72
299.553,73
300.723,74
301.649,75
302.526,76
303.745,77
304.838,78
305.504,78
306.719,78
307.597,78
308.474,78
309.693,78
310.570,77
311.448,76
312.666,75
313.583,73
314.568,72
315.648,71
316.523,71
317.444,72
318.691,71
319.540,71
320.418,71
321.588,71
322.514,71
323.391,71
324.562,71
325.490,71
326.365,73
327.584,75
328.461,77
329.339,77
330.558,76
331.452,76
332.313,76
333.532,76
334.409,76
335.485,73
336.506,74
337.406,74
338.309,68
339.556,61
340.357,57
341.283,61
342.453,61
343.334,62
344.257,62
345.427,61
346.304,68
347.230,72
348.441,73
349.333,72
350.214,71
351.374,69
352.300,68
353.178,68
354.348,68
355.280,69
356.178,69
357.322,69
358.592,69
359.125,69
360.344,69
361.222,69
362.099,69
363.328,69
364.195,69
365.076,69
366.292,69
367.169,69
368.095,68
369.265,66
370.164,66
371.069,65
372.265,65
373.186,64
374.043,64
375.214,64
376.091,64
377.017,64
378.187,64
379.117,64
379.991,64
381.166,69
382.087,71
382.965,72
384.134,71
385.104,70
385.938,69
387.108,67
388.038,66
388.912,66
390.131,67
391.057,68
391.886,69
393.104,70
393.982,70
394.859,70
396.082,69
396.956,68
397.882,67
399.101,67
400.279,67
400.856,67
402.272,67
402.906,67
403.829,67
404.999,67
405.926,67
406.881,67
407.974,67
408.899,67
409.777,65
410.947,63
411.873,61
412.754,62
413.970,71
414.918,67
415.725,66
416.943,66
418.116,64
418.698,65
419.976,66
420.800,66
421.672,66
422.916,65
423.817,65
424.743,65
425.868,73
426.765,70
427.668,69
428.843,69
