df_hash,22ZHK4.HAC2HB
118.412,1.051
118.442,1.049
118.472,1.051
118.502,1.052
118.532,1.055
118.562,1.051
118.592,1.053
118.622,1.051
118.652,1.041
118.682,1.044
118.712,1.054
118.742,1.058
118.772,1.059
118.802,1.042
118.832,1.046
118.862,1.049
118.892,1.057
118.922,1.058
118.952,1.056
118.982,1.046
119.012,1.050
119.042,1.058
119.072,1.052
119.102,1.049
119.132,1.049
119.162,1.049
119.192,1.048
119.222,1.052
119.252,1.056
119.282,1.053
119.312,1.048
119.342,1.042
119.372,1.048
119.402,1.051
119.432,1.057
119.462,1.056
119.492,1.046
119.522,1.044
119.552,1.051
119.582,1.055
119.612,1.052
119.642,1.055
119.672,1.050
119.702,1.051
119.732,1.049
119.762,1.052
119.792,1.056
119.822,1.050
119.852,1.050
119.882,1.049
119.912,1.052
119.942,1.051
119.972,1.051
120.002,1.051
120.032,1.053
120.062,1.049
120.092,1.047
120.122,1.049
120.152,1.052
120.182,1.060
120.212,1.050
120.242,1.043
120.272,1.050
120.302,1.055
120.332,1.047
120.362,1.050
120.392,1.054
120.422,1.045
120.452,1.052
120.482,1.049
120.512,1.049
120.542,1.050
120.572,1.050
120.602,1.048
120.632,1.049
120.662,1.055
120.692,1.050
120.722,1.052
120.752,1.050
120.782,1.054
120.812,1.050
120.842,1.047
120.872,1.044
120.902,1.050
120.932,1.060
120.962,1.059
120.992,1.047
121.022,1.041
121.052,1.047
121.082,1.053
121.112,1.052
121.142,1.052
121.172,1.050
121.202,1.051
121.232,1.057
121.262,1.052
121.292,1.051
121.322,1.050
121.352,1.050
121.382,1.049
121.412,1.052
121.442,1.051
121.472,1.050
121.502,1.050
121.532,1.050
121.562,1.053
121.592,1.050
121.622,1.042
121.652,1.051
121.682,1.054
121.712,1.063
121.742,1.056
121.772,1.043
121.802,1.040
121.832,1.048
121.862,1.058
121.892,1.055
121.922,1.054
121.952,1.049
121.982,1.054
122.012,1.052
122.042,1.050
122.072,1.047
122.102,1.052
122.132,1.052
122.162,1.050
122.192,1.053
122.222,1.052
122.252,1.048
122.282,1.054
122.312,1.050
122.342,1.048
122.372,1.048
122.402,1.052
122.432,1.057
122.462,1.061
122.492,1.049
122.522,1.044
122.552,1.047
122.582,1.054
122.612,1.054
122.642,1.049
122.672,1.053
122.702,1.046
122.732,1.055
122.762,1.050
122.792,1.051
122.822,1.048
122.852,1.051
122.882,1.050
122.912,1.051
122.942,1.051
122.972,1.050
123.002,1.051
123.032,1.051
123.062,1.050
123.092,1.050
123.122,1.049
123.152,1.048
123.182,1.053
123.212,1.055
123.242,1.055
123.272,1.052
123.302,1.043
123.332,1.048
123.362,1.054
123.392,1.055
123.422,1.048
123.452,1.051
123.482,1.048
123.512,1.056
123.542,1.055
123.572,1.053
123.602,1.050
123.632,1.050
123.662,1.050
123.692,1.050
123.722,1.055
123.752,1.050
123.782,1.052
123.812,1.053
123.842,1.053
123.872,1.048
123.902,1.045
123.932,1.052
123.962,1.054
123.992,1.061
124.022,1.057
124.052,1.043
124.082,1.038
124.112,1.053
124.142,1.054
124.172,1.056
124.202,1.053
124.232,1.049
124.262,1.049
124.292,1.059
124.322,1.049
124.352,1.048
124.382,1.054
124.412,1.050
124.442,1.054
124.472,1.051
124.502,1.053
124.532,1.051
124.562,1.053
124.592,1.048
124.622,1.042
124.652,1.051
124.682,1.051
124.712,1.056
124.742,1.060
124.772,1.050
124.802,1.039
124.832,1.048
124.862,1.054
124.892,1.054
124.922,1.056
124.952,1.049
124.982,1.050
125.012,1.050
125.042,1.049
125.072,1.052
125.102,1.052
125.132,1.052
125.162,1.052
125.192,1.052
125.222,1.051
125.252,1.051
125.282,1.050
125.312,1.053
125.342,1.053
125.372,1.047
125.402,1.044
125.432,1.049
125.462,1.050
125.492,1.059
125.522,1.048
125.552,1.048
125.582,1.049
125.612,1.050
125.642,1.054
125.672,1.051
125.702,1.049
125.732,1.046
125.762,1.054
125.792,1.050
125.822,1.049
125.852,1.051
125.882,1.049
125.912,1.049
125.942,1.051
125.972,1.051
126.002,1.054
126.032,1.052
126.062,1.050
126.092,1.053
126.122,1.048
126.152,1.046
126.182,1.052
126.212,1.056
126.242,1.059
126.272,1.047
126.302,1.043
126.332,1.051
126.362,1.053
126.392,1.053
126.422,1.052
126.452,1.050
126.482,1.047
126.512,1.054
126.542,1.049
126.572,1.052
126.602,1.049
126.632,1.049
126.662,1.055
126.692,1.049
126.722,1.055
126.752,1.051
126.782,1.053
126.812,1.052
126.842,1.050
126.872,1.044
126.902,1.047
126.932,1.051
126.962,1.064
126.992,1.055
127.022,1.039
127.052,1.043
127.082,1.050
127.112,1.056
127.142,1.059
127.172,1.052
127.202,1.045
127.232,1.052
127.262,1.052
127.292,1.049
127.322,1.050
127.352,1.048
127.382,1.048
127.412,1.050
127.442,1.050
127.472,1.052
127.502,1.057
127.532,1.048
127.562,1.053
127.592,1.050
127.622,1.051
127.652,1.056
127.682,1.058
127.712,1.049
127.742,1.042
127.772,1.044
127.802,1.053
127.832,1.055
127.862,1.054
127.892,1.054
127.922,1.045
127.952,1.053
127.982,1.051
128.012,1.054
128.042,1.054
128.072,1.054
128.102,1.051
128.132,1.049
128.162,1.053
128.192,1.051
128.222,1.049
128.252,1.054
128.282,1.051
128.312,1.048
128.342,1.047
128.372,1.051
128.402,1.057
128.432,1.056
128.462,1.048
128.492,1.043
128.522,1.049
128.552,1.052
128.582,1.051
128.612,1.051
128.642,1.053
128.672,1.046
128.702,1.054
128.732,1.055
128.762,1.051
128.792,1.050
128.822,1.052
128.852,1.049
128.882,1.051
128.912,1.051
128.942,1.052
128.972,1.048
129.002,1.050
129.032,1.050
129.062,1.048
129.092,1.048
129.122,1.049
129.152,1.059
129.182,1.059
129.212,1.045
129.242,1.045
129.272,1.050
129.302,1.050
129.332,1.057
129.362,1.052
129.392,1.052
129.422,1.048
129.452,1.056
129.482,1.051
129.512,1.052
129.542,1.050
129.572,1.051
129.602,1.054
129.632,1.051
129.662,1.053
129.692,1.054
129.722,1.053
129.752,1.047
129.782,1.043
129.812,1.050
129.842,1.054
129.872,1.057
129.902,1.059
129.932,1.043
129.962,1.040
129.992,1.050
130.022,1.057
130.052,1.059
130.082,1.050
130.112,1.049
130.142,1.053
130.172,1.054
130.202,1.049
130.232,1.055
130.262,1.051
130.292,1.046
130.322,1.048
130.352,1.052
130.382,1.056
130.412,1.055
130.442,1.051
130.472,1.046
130.502,1.048
130.532,1.052
130.562,1.055
130.592,1.062
130.622,1.052
130.652,1.039
130.682,1.047
130.712,1.052
130.742,1.057
130.772,1.051
130.802,1.051
130.832,1.046
130.862,1.053
130.892,1.052
130.922,1.050
130.952,1.051
130.982,1.053
131.012,1.051
131.042,1.050
131.072,1.053
131.102,1.053
131.132,1.053
131.162,1.052
131.192,1.051
131.222,1.047
131.252,1.053
131.282,1.052
131.312,1.060
131.342,1.050
131.372,1.045
131.402,1.048
131.432,1.052
131.462,1.055
131.492,1.051
131.522,1.055
131.552,1.046
131.582,1.054
131.612,1.051
131.642,1.049
131.672,1.052
131.702,1.048
131.732,1.047
131.762,1.055
131.792,1.055
131.822,1.051
131.852,1.056
131.882,1.050
131.912,1.045
131.942,1.045
131.972,1.051
132.002,1.055
132.032,1.062
132.062,1.050
132.092,1.044
132.122,1.050
132.152,1.053
132.182,1.050
132.212,1.050
132.242,1.053
132.272,1.044
132.302,1.057
132.332,1.050
132.362,1.049
132.392,1.050
132.422,1.051
132.452,1.053
132.482,1.050
132.512,1.051
132.542,1.057
132.572,1.052
132.602,1.049
132.632,1.048
132.662,1.047
132.692,1.052
132.722,1.062
132.752,1.056
132.782,1.042
132.812,1.040
132.842,1.046
132.872,1.051
132.902,1.059
132.932,1.055
132.962,1.050
132.992,1.058
133.022,1.057
133.052,1.054
133.082,1.051
133.112,1.048
133.142,1.049
133.172,1.047
133.202,1.056
133.232,1.054
133.262,1.053
133.292,1.049
133.322,1.042
133.352,1.053
133.382,1.056
133.412,1.058
133.442,1.054
133.472,1.040
133.502,1.043
133.532,1.051
133.562,1.055
133.592,1.055
133.622,1.054
133.652,1.050
133.682,1.054
133.712,1.053
133.742,1.049
133.772,1.051
133.802,1.048
133.832,1.051
133.862,1.052
133.892,1.056
133.922,1.053
133.952,1.054
133.982,1.051
134.012,1.042
134.042,1.043
134.072,1.053
134.102,1.061
134.132,1.056
134.162,1.041
134.192,1.044
134.222,1.052
134.252,1.053
134.282,1.054
134.312,1.054
134.342,1.047
134.372,1.050
134.402,1.050
134.432,1.045
134.462,1.050
134.492,1.052
134.522,1.051
134.552,1.052
134.582,1.050
134.612,1.052
134.642,1.053
134.672,1.051
134.702,1.056
134.732,1.048
134.762,1.048
134.792,1.054
134.822,1.057
134.852,1.051
134.882,1.044
134.912,1.047
134.942,1.052
134.972,1.056
135.002,1.054
135.032,1.057
135.062,1.041
135.092,1.058
135.122,1.056
135.152,1.050
135.182,1.050
135.212,1.047
135.242,1.049
135.272,1.052
135.302,1.058
135.332,1.050
135.362,1.049
135.392,1.052
135.422,1.054
135.452,1.052
135.482,1.051
135.512,1.049
135.542,1.062
135.572,1.059
135.602,1.042
135.632,1.046
135.662,1.049
135.692,1.051
135.722,1.056
135.752,1.054
135.782,1.045
135.812,1.054
135.842,1.056
135.872,1.050
135.902,1.046
135.932,1.048
135.962,1.051
135.992,1.053
136.022,1.052
136.052,1.053
136.082,1.052
136.112,1.054
136.142,1.051
136.172,1.044
136.202,1.052
136.232,1.057
136.262,1.062
136.292,1.050
136.322,1.038
136.352,1.045
136.382,1.050
136.412,1.062
136.442,1.049
136.472,1.050
136.502,1.051
136.532,1.054
136.562,1.053
136.592,1.051
136.622,1.052
136.652,1.051
136.682,1.049
136.712,1.049
136.742,1.050
136.772,1.052
136.802,1.052
136.832,1.049
136.862,1.051
136.892,1.050
136.922,1.050
136.952,1.059
136.982,1.056
137.012,1.043
137.042,1.041
137.072,1.050
137.102,1.049
137.132,1.057
137.162,1.058
137.192,1.050
137.222,1.050
137.252,1.053
137.282,1.053
137.312,1.050
137.342,1.053
137.372,1.052
137.402,1.054
137.432,1.053
137.462,1.049
137.492,1.049
137.522,1.051
137.552,1.050
137.582,1.053
137.612,1.051
137.642,1.048
137.672,1.053
137.702,1.055
137.732,1.056
137.762,1.056
137.792,1.046
137.822,1.046
137.852,1.050
137.882,1.055
137.912,1.050
137.942,1.054
137.972,1.044
138.002,1.053
138.032,1.053
138.062,1.052
138.092,1.051
138.122,1.051
138.152,1.049
138.182,1.050
138.212,1.052
138.242,1.050
138.272,1.051
138.302,1.048
138.332,1.051
138.362,1.051
138.392,1.052
138.422,1.047
138.452,1.046
138.482,1.051
138.512,1.061
138.542,1.053
138.572,1.042
138.602,1.046
138.632,1.052
138.662,1.053
138.692,1.055
138.722,1.056
138.752,1.044
138.782,1.055
138.812,1.054
138.842,1.049
138.872,1.051
138.902,1.050
138.932,1.049
138.962,1.051
138.992,1.056
139.022,1.056
139.052,1.047
139.082,1.053
139.112,1.050
139.142,1.050
139.172,1.047
139.202,1.054
139.232,1.059
139.262,1.059
139.292,1.043
139.322,1.039
139.352,1.048
139.382,1.052
139.412,1.063
139.442,1.057
139.472,1.048
139.502,1.053
139.532,1.054
139.562,1.050
139.592,1.051
139.622,1.056
139.652,1.046
139.682,1.051
139.712,1.050
139.742,1.054
139.772,1.051
139.802,1.054
139.832,1.049
139.862,1.045
139.892,1.051
139.922,1.051
139.952,1.054
139.982,1.056
140.012,1.044
140.042,1.046
140.072,1.047
140.102,1.056
140.132,1.062
140.162,1.061
140.192,1.052
140.222,1.048
140.252,1.056
140.282,1.049
140.312,1.053
140.342,1.055
140.372,1.051
140.402,1.052
140.432,1.051
140.462,1.052
140.492,1.051
140.522,1.051
140.552,1.055
140.582,1.051
140.612,1.047
140.642,1.052
140.672,1.054
140.702,1.058
140.732,1.053
140.762,1.044
140.792,1.044
140.822,1.051
140.852,1.051
140.882,1.054
140.912,1.056
140.942,1.046
140.972,1.051
141.002,1.057
141.032,1.052
141.062,1.048
141.092,1.052
141.122,1.050
141.152,1.048
141.182,1.050
141.212,1.054
141.242,1.049
141.272,1.051
141.302,1.051
141.332,1.048
141.362,1.050
141.392,1.046
141.422,1.049
141.452,1.058
141.482,1.056
141.512,1.048
141.542,1.041
141.572,1.051
141.602,1.053
141.632,1.055
141.662,1.055
141.692,1.045
141.722,1.055
141.752,1.053
141.782,1.052
141.812,1.051
141.842,1.052
141.872,1.053
141.902,1.051
141.932,1.053
141.962,1.051
141.992,1.053
142.022,1.053
142.052,1.050
142.082,1.042
142.112,1.049
142.142,1.051
142.172,1.064
142.202,1.061
142.232,1.041
142.262,1.044
142.292,1.048
142.322,1.054
142.352,1.057
142.382,1.057
142.412,1.051
142.442,1.055
142.472,1.053
142.502,1.045
142.532,1.052
142.562,1.050
142.592,1.048
142.622,1.048
142.652,1.054
142.682,1.054
142.712,1.053
142.742,1.044
142.772,1.048
142.802,1.050
142.832,1.050
142.862,1.058
142.892,1.063
142.922,1.039
142.952,1.041
142.982,1.049
143.012,1.055
143.042,1.057
143.072,1.056
143.102,1.050
143.132,1.053
143.162,1.051
143.192,1.050
143.222,1.051
143.252,1.055
143.282,1.051
143.312,1.050
143.342,1.049
143.372,1.053
143.402,1.053
143.432,1.050
143.462,1.057
143.492,1.051
143.522,1.050
143.552,1.051
143.582,1.056
143.612,1.051
143.642,1.044
143.672,1.045
143.702,1.050
143.732,1.051
143.762,1.056
143.792,1.052
143.822,1.045
143.852,1.051
143.882,1.053
143.912,1.052
143.942,1.051
143.972,1.052
144.002,1.046
144.032,1.049
144.062,1.052
144.092,1.052
144.122,1.046
144.152,1.053
144.182,1.056
144.212,1.049
144.242,1.047
144.272,1.052
144.302,1.059
144.332,1.054
144.362,1.046
144.392,1.048
144.422,1.050
144.452,1.053
144.482,1.051
144.512,1.054
144.542,1.046
144.572,1.055
144.602,1.056
144.632,1.053
144.662,1.051
144.692,1.052
144.722,1.050
144.752,1.049
144.782,1.051
144.812,1.051
144.842,1.054
144.872,1.054
144.902,1.048
144.932,1.054
144.962,1.047
144.992,1.049
145.022,1.052
145.052,1.063
145.082,1.054
145.112,1.040
145.142,1.048
145.172,1.050
145.202,1.056
145.232,1.056
145.262,1.052
145.292,1.046
145.322,1.057
145.352,1.054
145.382,1.049
145.412,1.047
145.442,1.050
145.472,1.050
145.502,1.049
145.532,1.054
145.562,1.053
145.592,1.052
145.622,1.050
145.652,1.049
145.682,1.047
145.712,1.048
145.742,1.057
145.772,1.060
145.802,1.044
145.832,1.041
145.862,1.048
145.892,1.055
145.922,1.061
145.952,1.058
145.982,1.050
146.012,1.047
146.042,1.049
146.072,1.052
146.102,1.049
146.132,1.055
146.162,1.050
146.192,1.048
146.222,1.050
146.252,1.055
146.282,1.051
146.312,1.052
146.342,1.051
146.372,1.049
146.402,1.047
146.432,1.049
146.462,1.056
146.492,1.057
146.522,1.045
146.552,1.043
146.582,1.046
146.612,1.053
146.642,1.056
146.672,1.050
146.702,1.058
146.732,1.046
146.762,1.050
146.792,1.052
146.822,1.055
146.852,1.049
146.882,1.051
146.912,1.049
146.942,1.052
146.972,1.054
147.002,1.051
147.032,1.048
147.062,1.053
147.092,1.050
147.122,1.046
147.152,1.044
147.182,1.049
147.212,1.053
147.242,1.062
147.272,1.049
147.302,1.043
147.332,1.049
147.362,1.048
147.392,1.052
147.422,1.051
147.452,1.055
147.482,1.042
147.512,1.055
147.542,1.053
147.572,1.052
147.602,1.050
147.632,1.049
147.662,1.052
147.692,1.052
147.722,1.050
147.752,1.051
147.782,1.054
147.812,1.053
147.842,1.051
147.872,1.047
147.902,1.044
147.932,1.050
147.962,1.061
147.992,1.056
148.022,1.047
148.052,1.041
148.082,1.050
148.112,1.056
148.142,1.058
148.172,1.051
148.202,1.045
148.232,1.050
148.262,1.057
148.292,1.046
148.322,1.046
148.352,1.051
148.382,1.052
148.412,1.050
148.442,1.051
148.472,1.053
148.502,1.053
148.532,1.053
148.562,1.053
148.592,1.043
148.622,1.054
148.652,1.054
148.682,1.062
148.712,1.050
148.742,1.036
148.772,1.046
148.802,1.055
148.832,1.061
148.862,1.053
148.892,1.048
148.922,1.050
148.952,1.050
148.982,1.050
149.012,1.047
149.042,1.050
149.072,1.053
149.102,1.053
149.132,1.051
149.162,1.054
149.192,1.054
149.222,1.054
149.252,1.050
149.282,1.048
149.312,1.047
149.342,1.053
149.372,1.059
149.402,1.054
149.432,1.043
149.462,1.042
149.492,1.049
149.522,1.054
149.552,1.058
149.582,1.054
149.612,1.049
149.642,1.051
149.672,1.055
149.702,1.051
149.732,1.052
149.762,1.053
149.792,1.050
149.822,1.047
149.852,1.051
149.882,1.053
149.912,1.051
149.942,1.053
149.972,1.049
150.002,1.053
150.032,1.045
150.062,1.051
150.092,1.053
150.122,1.058
150.152,1.051
150.182,1.042
150.212,1.051
150.242,1.052
150.272,1.053
150.302,1.053
150.332,1.049
150.362,1.045
150.392,1.057
150.422,1.052
150.452,1.051
150.482,1.048
150.512,1.048
150.542,1.049
150.572,1.052
150.602,1.049
150.632,1.052
150.662,1.053
150.692,1.050
150.722,1.050
150.752,1.052
150.782,1.051
150.812,1.048
150.842,1.049
150.872,1.049
150.902,1.059
150.932,1.051
150.962,1.042
150.992,1.048
151.022,1.053
151.052,1.054
151.082,1.050
151.112,1.053
151.142,1.045
151.172,1.057
151.202,1.053
151.232,1.052
151.262,1.050
151.292,1.048
151.322,1.049
151.352,1.052
151.382,1.052
151.412,1.053
151.442,1.049
151.472,1.050
151.502,1.050
151.532,1.051
151.562,1.046
151.592,1.044
151.622,1.053
151.652,1.062
151.682,1.055
151.712,1.043
151.742,1.043
151.772,1.047
151.802,1.053
151.832,1.057
151.862,1.052
151.892,1.047
151.922,1.052
151.952,1.051
151.982,1.052
152.012,1.048
152.042,1.050
152.072,1.049
152.102,1.048
152.132,1.052
152.162,1.056
152.192,1.053
152.222,1.052
152.252,1.053
152.282,1.044
152.312,1.049
152.342,1.049
152.372,1.062
152.402,1.051
152.432,1.040
152.462,1.045
152.492,1.053
152.522,1.053
152.552,1.054
152.582,1.052
152.612,1.045
152.642,1.049
152.672,1.052
152.702,1.052
152.732,1.055
152.762,1.052
152.792,1.050
152.822,1.052
152.852,1.052
152.882,1.052
152.912,1.049
152.942,1.053
152.972,1.052
153.002,1.049
153.032,1.047
153.062,1.051
153.092,1.052
153.122,1.058
153.152,1.050
153.182,1.047
153.212,1.049
153.242,1.052
153.272,1.055
153.302,1.051
153.332,1.055
153.362,1.043
153.392,1.056
153.422,1.055
153.452,1.051
153.482,1.048
153.512,1.047
153.542,1.048
153.572,1.049
153.602,1.049
153.632,1.053
153.662,1.051
153.692,1.050
153.722,1.050
153.752,1.053
153.782,1.046
153.812,1.047
153.842,1.051
153.872,1.060
153.902,1.053
153.932,1.046
153.962,1.046
153.992,1.056
154.022,1.055
154.052,1.052
154.082,1.052
154.112,1.044
154.142,1.053
154.172,1.053
154.202,1.053
154.232,1.047
154.262,1.049
154.292,1.053
154.322,1.048
154.352,1.049
154.382,1.047
154.412,1.049
154.442,1.054
154.472,1.052
154.502,1.046
154.532,1.046
154.562,1.052
154.592,1.057
154.622,1.062
154.652,1.049
154.682,1.038
154.712,1.049
154.742,1.049
154.772,1.059
154.802,1.052
154.832,1.051
154.862,1.047
154.892,1.053
154.922,1.050
154.952,1.049
154.982,1.048
155.012,1.045
155.042,1.046
155.072,1.050
155.102,1.056
155.132,1.054
155.162,1.053
155.192,1.050
155.222,1.049
155.252,1.052
155.282,1.052
155.312,1.062
155.342,1.051
155.372,1.040
155.402,1.046
155.432,1.055
155.462,1.057
155.492,1.053
155.522,1.049
155.552,1.051
155.582,1.051
155.612,1.049
155.642,1.050
155.672,1.053
155.702,1.049
155.732,1.051
155.762,1.052
155.792,1.054
155.822,1.052
155.852,1.052
155.882,1.053
155.912,1.052
155.942,1.047
155.972,1.051
156.002,1.060
156.032,1.055
156.062,1.050
156.092,1.043
156.122,1.050
156.152,1.051
156.182,1.050
156.212,1.055
156.242,1.054
156.272,1.048
156.302,1.056
156.332,1.054
156.362,1.051
156.392,1.054
156.422,1.051
156.452,1.048
156.482,1.052
156.512,1.053
156.542,1.053
156.572,1.053
156.602,1.052
156.632,1.049
156.662,1.047
156.692,1.045
156.722,1.061
156.752,1.058
156.782,1.048
156.812,1.044
156.842,1.050
156.872,1.053
156.902,1.056
156.932,1.053
156.962,1.048
156.992,1.051
157.022,1.055
157.052,1.049
157.082,1.049
157.112,1.050
157.142,1.055
157.172,1.052
157.202,1.048
157.232,1.054
157.262,1.055
157.292,1.053
157.322,1.051
157.352,1.045
157.382,1.049
157.412,1.052
157.442,1.063
157.472,1.056
157.502,1.037
157.532,1.041
157.562,1.047
157.592,1.062
157.622,1.057
157.652,1.052
157.682,1.045
157.712,1.052
157.742,1.052
157.772,1.049
157.802,1.055
157.832,1.050
157.862,1.050
157.892,1.049
157.922,1.057
157.952,1.052
157.982,1.053
158.012,1.045
158.042,1.044
158.072,1.047
158.102,1.051
158.132,1.061
158.162,1.058
158.192,1.041
158.222,1.040
158.252,1.051
158.282,1.056
158.312,1.057
158.342,1.055
158.372,1.051
158.402,1.052
158.432,1.052
158.462,1.050
158.492,1.049
158.522,1.050
158.552,1.050
158.582,1.048
158.612,1.051
158.642,1.051
158.672,1.058
158.702,1.052
158.732,1.043
158.762,1.050
158.792,1.056
158.822,1.059
158.852,1.056
158.882,1.046
158.912,1.042
158.942,1.048
158.972,1.057
159.002,1.056
159.032,1.052
159.062,1.048
159.092,1.049
159.122,1.051
159.152,1.049
159.182,1.051
159.212,1.055
159.242,1.049
159.272,1.050
159.302,1.051
159.332,1.054
159.362,1.053
159.392,1.051
159.422,1.051
159.452,1.050
159.482,1.043
159.512,1.048
159.542,1.054
159.572,1.059
159.602,1.054
159.632,1.048
159.662,1.044
159.692,1.052
159.722,1.052
159.752,1.051
159.782,1.051
159.812,1.052
159.842,1.054
159.872,1.050
159.902,1.053
159.932,1.048
159.962,1.048
159.992,1.054
160.022,1.053
160.052,1.049
160.082,1.052
160.112,1.048
160.142,1.050
160.172,1.054
160.202,1.054
160.232,1.043
160.262,1.048
160.292,1.045
160.322,1.056
160.352,1.047
160.382,1.033
160.412,1.042
160.442,1.048
160.472,1.042
160.502,1.048
160.532,1.037
160.562,1.032
160.592,1.038
160.622,1.044
160.652,1.035
160.682,1.032
160.712,1.032
160.742,1.044
160.772,1.039
160.802,1.035
160.832,1.044
160.862,1.051
160.892,1.040
160.922,1.023
160.952,1.026
160.982,1.025
161.012,1.039
161.042,1.037
161.072,1.032
161.102,1.016
161.132,1.023
161.162,1.020
161.192,1.022
161.222,1.020
161.252,1.035
161.282,1.027
161.312,1.030
161.342,1.015
161.372,1.006
161.402,1.019
161.432,1.016
161.462,1.023
161.492,1.022
161.522,1.025
161.552,1.030
161.582,1.038
161.612,1.023
161.642,1.033
161.672,1.033
161.702,1.024
161.732,1.023
161.762,1.020
161.792,1.010
161.822,1.012
161.852,1.017
161.882,1.016
161.912,1.021
161.942,1.025
161.972,1.016
162.002,1.018
162.032,1.022
162.062,1.013
162.092,1.002
162.122,1.009
162.152,1.016
162.182,1.024
162.212,1.026
162.242,1.025
162.272,1.019
162.302,1.029
162.332,1.031
162.362,1.033
162.392,1.026
162.422,1.022
162.452,1.022
162.482,1.034
162.512,1.040
162.542,1.030
162.572,1.042
162.602,1.041
162.632,1.028
162.662,1.019
162.692,1.020
162.722,1.032
162.752,1.028
162.782,1.032
162.812,1.036
162.842,1.037
162.872,1.033
162.902,1.037
162.932,1.032
162.962,1.039
162.992,1.035
163.022,1.031
163.052,1.030
163.082,1.039
163.112,1.046
163.142,1.044
163.172,1.045
163.202,1.042
163.232,1.041
163.262,1.026
163.292,1.031
163.322,1.043
163.352,1.045
163.382,1.040
163.412,1.041
163.442,1.048
163.472,1.049
163.502,1.038
163.532,1.041
163.562,1.047
163.592,1.060
163.622,1.056
163.652,1.036
163.682,1.042
163.712,1.044
163.742,1.040
163.772,1.043
163.802,1.053
163.832,1.050
163.862,1.046
163.892,1.045
163.922,1.048
163.952,1.055
163.982,1.046
164.012,1.045
164.042,1.050
164.072,1.052
164.102,1.052
164.132,1.049
164.162,1.049
164.192,1.050
164.222,1.052
164.252,1.059
164.282,1.047
164.312,1.034
164.342,1.043
164.372,1.047
164.402,1.051
164.432,1.046
164.462,1.055
164.492,1.050
164.522,1.051
164.552,1.049
164.582,1.052
164.612,1.051
164.642,1.046
164.672,1.044
164.702,1.051
164.732,1.059
164.762,1.050
164.792,1.044
164.822,1.043
164.852,1.052
164.882,1.051
164.912,1.056
164.942,1.048
164.972,1.042
165.002,1.041
165.032,1.045
165.062,1.054
165.092,1.048
165.122,1.056
165.152,1.048
165.182,1.053
165.212,1.050
165.242,1.048
165.272,1.050
165.302,1.045
165.332,1.046
165.362,1.050
165.392,1.050
165.422,1.050
165.452,1.049
165.482,1.050
165.512,1.045
165.542,1.050
165.572,1.049
165.602,1.054
165.632,1.052
165.662,1.044
165.692,1.047
165.722,1.052
165.752,1.049
165.782,1.048
165.812,1.051
165.842,1.044
165.872,1.054
165.902,1.053
165.932,1.049
165.962,1.047
165.992,1.050
166.022,1.049
166.052,1.049
166.082,1.048
166.112,1.050
166.142,1.050
166.172,1.051
166.202,1.048
166.232,1.049
166.262,1.046
166.292,1.046
166.322,1.050
166.352,1.060
166.382,1.056
166.412,1.044
166.442,1.041
166.472,1.048
166.502,1.054
166.532,1.051
166.562,1.049
166.592,1.046
166.622,1.054
166.652,1.054
166.682,1.048
166.712,1.047
166.742,1.048
166.772,1.046
166.802,1.046
166.832,1.051
166.862,1.049
166.892,1.052
166.922,1.048
166.952,1.050
166.982,1.040
167.012,1.049
167.042,1.048
167.072,1.062
167.102,1.053
167.132,1.041
167.162,1.038
167.192,1.049
167.222,1.055
167.252,1.049
167.282,1.052
167.312,1.050
167.342,1.050
167.372,1.050
167.402,1.049
167.432,1.048
167.462,1.049
167.492,1.043
167.522,1.048
167.552,1.054
167.582,1.052
167.612,1.051
167.642,1.048
167.672,1.037
167.702,1.045
167.732,1.056
167.762,1.057
167.792,1.056
167.822,1.038
167.852,1.039
167.882,1.042
167.912,1.049
167.942,1.058
167.972,1.053
168.002,1.048
168.032,1.050
168.062,1.048
168.092,1.047
168.122,1.049
168.152,1.053
168.182,1.048
168.212,1.048
168.242,1.045
168.272,1.050
168.302,1.050
168.332,1.052
168.362,1.051
168.392,1.041
168.422,1.045
168.452,1.050
168.482,1.060
168.512,1.048
168.542,1.036
168.572,1.046
168.602,1.054
168.632,1.050
168.662,1.044
168.692,1.055
168.722,1.046
168.752,1.049
168.782,1.051
168.812,1.049
168.842,1.050
168.872,1.048
168.902,1.047
168.932,1.044
168.962,1.053
168.992,1.051
169.022,1.047
169.052,1.052
169.082,1.053
169.112,1.044
169.142,1.046
169.172,1.051
169.202,1.059
169.232,1.050
169.262,1.040
169.292,1.048
169.322,1.050
169.352,1.047
169.382,1.047
169.412,1.051
169.442,1.046
169.472,1.053
169.502,1.054
169.532,1.048
169.562,1.044
169.592,1.047
169.622,1.045
169.652,1.049
169.682,1.051
169.712,1.058
169.742,1.055
169.772,1.047
169.802,1.047
169.832,1.044
169.862,1.044
169.892,1.047
169.922,1.057
169.952,1.053
169.982,1.043
170.012,1.044
170.042,1.048
170.072,1.053
170.102,1.050
170.132,1.053
170.162,1.047
170.192,1.050
170.222,1.050
170.252,1.047
170.282,1.046
170.312,1.047
170.342,1.048
170.372,1.048
170.402,1.047
170.432,1.049
170.462,1.055
170.492,1.062
170.522,1.051
170.552,1.036
170.582,1.039
170.612,1.052
170.642,1.057
170.672,1.055
170.702,1.042
170.732,1.035
170.762,1.044
170.792,1.049
