df_hash,22ZHK4.U116G3
119.986,1.031
120.016,1.031
120.046,1.028
120.076,1.029
120.106,1.026
120.136,1.029
120.166,1.029
120.196,1.028
120.226,1.029
120.256,1.028
120.286,1.024
120.316,1.027
120.346,1.029
120.376,1.029
120.406,1.028
120.436,1.032
120.466,1.026
120.496,1.025
120.526,1.028
120.556,1.025
120.586,1.027
120.616,1.029
120.646,1.029
120.676,1.027
120.706,1.028
120.736,1.022
120.766,1.026
120.796,1.034
120.826,1.027
120.856,1.026
120.886,1.026
120.916,1.027
120.946,1.031
120.976,1.031
121.006,1.027
121.036,1.028
121.066,1.029
121.096,1.027
121.126,1.027
121.156,1.026
121.186,1.028
121.216,1.028
121.246,1.039
121.276,1.031
121.306,1.031
121.336,1.023
121.366,1.038
121.396,1.015
121.426,1.028
121.456,1.025
121.486,1.014
121.516,1.030
121.546,0.987
121.576,1.016
121.606,1.045
121.636,1.018
121.666,1.013
121.696,1.007
121.726,1.025
121.756,1.029
121.786,1.027
121.816,1.039
121.846,1.010
121.876,1.039
121.906,1.033
121.936,1.024
121.966,1.034
121.996,1.031
122.026,1.042
122.056,1.019
122.086,1.029
122.116,1.044
122.146,1.021
122.176,1.030
122.206,1.033
122.236,1.030
122.266,1.015
122.296,1.031
122.326,1.042
122.356,1.033
122.386,1.019
122.416,1.035
122.446,1.034
122.476,1.015
122.506,1.010
122.536,1.026
122.566,1.020
122.596,1.003
122.626,1.017
122.656,1.036
122.686,1.034
122.716,1.020
122.746,1.016
122.776,1.019
122.806,1.024
122.836,1.020
122.866,1.025
122.896,1.021
122.926,1.022
122.956,1.021
122.986,1.025
123.016,1.024
123.046,1.030
123.076,1.017
123.106,1.025
123.136,1.031
123.166,1.028
123.196,1.029
123.226,1.027
123.256,1.028
123.286,1.018
123.316,1.011
123.346,1.034
123.376,1.028
123.406,1.022
123.436,1.048
123.466,1.061
123.496,1.037
123.526,1.030
123.556,1.035
123.586,1.040
123.616,1.029
123.646,1.035
123.676,1.003
123.706,1.026
123.736,1.032
123.766,1.004
123.796,1.019
123.826,1.025
123.856,1.019
123.886,1.061
123.916,1.125
123.946,1.016
123.976,0.974
124.006,0.983
124.036,0.995
124.066,1.019
124.096,1.045
124.126,1.043
124.156,1.025
124.186,1.021
124.216,1.016
124.246,1.016
124.276,1.014
124.306,1.028
124.336,1.055
124.366,1.060
124.396,1.054
124.426,1.050
124.456,1.028
124.486,1.018
124.516,1.010
124.546,1.029
124.576,1.029
124.606,1.025
124.636,1.030
124.666,1.012
124.696,1.017
124.726,1.047
124.756,1.039
124.786,1.018
124.816,1.055
124.846,1.047
124.876,1.015
124.906,0.995
124.936,0.995
124.966,1.008
124.996,1.027
125.026,1.051
125.056,1.041
125.086,1.037
125.116,1.008
125.146,1.007
125.176,1.016
125.206,1.017
125.236,1.017
125.266,1.031
125.296,1.030
125.326,1.035
125.356,1.051
125.386,1.033
125.416,1.036
125.446,1.054
125.476,1.021
125.506,1.047
125.536,1.030
125.566,1.022
125.596,1.012
125.626,1.020
125.656,1.004
125.686,1.021
125.716,1.015
125.746,0.998
125.776,1.031
125.806,1.014
125.836,1.017
125.866,1.025
125.896,1.036
125.926,1.044
125.956,1.031
125.986,1.001
126.016,1.027
126.046,1.022
126.076,1.017
126.106,1.031
126.136,1.026
126.166,1.028
126.196,1.014
126.226,1.022
126.256,1.029
126.286,1.023
126.316,1.013
126.346,1.036
126.376,1.065
126.406,1.051
126.436,1.044
126.466,1.056
126.496,1.018
126.526,1.004
126.556,1.021
126.586,1.012
126.616,1.011
126.646,1.020
126.676,1.021
126.706,1.010
126.736,1.041
126.766,1.040
126.796,1.036
126.826,1.029
126.856,1.023
126.886,1.023
126.916,1.014
126.946,0.997
126.976,1.018
127.006,1.030
127.036,1.022
127.066,1.025
127.096,1.025
127.126,1.047
127.156,1.054
127.186,1.034
127.216,1.037
127.246,1.035
127.276,1.036
127.306,1.031
127.336,1.033
127.366,1.022
127.396,1.023
127.426,1.023
127.456,1.021
127.486,1.029
127.516,1.024
127.546,1.030
127.576,1.033
127.606,1.034
127.636,1.037
127.666,1.036
127.696,1.029
127.726,1.024
127.756,1.020
127.786,1.029
127.816,1.023
127.846,1.018
127.876,1.011
127.906,1.025
127.936,1.032
127.966,1.021
127.996,1.020
128.026,1.033
128.056,1.037
128.086,1.037
128.116,1.034
128.146,1.024
128.176,1.015
128.206,1.016
128.236,1.023
128.266,1.017
128.296,1.020
128.326,1.028
128.356,1.017
128.386,1.022
128.416,1.039
128.446,1.036
128.476,1.036
128.506,1.041
128.536,1.037
128.566,1.035
128.596,1.042
128.626,1.045
128.656,1.048
128.686,1.040
128.716,1.026
128.746,1.030
128.776,1.028
128.806,1.026
128.836,1.027
128.866,1.033
128.896,1.032
128.926,1.031
128.956,1.031
128.986,1.027
129.016,1.023
129.046,1.025
129.076,1.030
129.106,1.032
129.136,1.028
129.166,1.038
129.196,1.034
129.226,1.031
129.256,1.031
129.286,1.035
129.316,1.032
129.346,1.032
129.376,1.030
129.406,1.029
129.436,1.032
129.466,1.026
129.496,1.026
129.526,1.026
129.556,1.032
129.586,1.034
129.616,1.034
129.646,1.032
129.676,1.028
129.706,1.030
129.736,1.028
129.766,1.029
129.796,1.034
129.826,1.032
129.856,1.029
129.886,1.033
129.916,1.028
129.946,1.030
129.976,1.035
130.006,1.031
130.036,1.035
130.066,1.033
130.096,1.029
130.126,1.021
130.156,1.031
130.186,1.032
130.216,1.024
130.246,1.026
130.276,1.029
130.306,1.033
130.336,1.035
130.366,1.035
130.396,1.035
130.426,1.037
130.456,1.031
130.486,1.030
130.516,1.036
130.546,1.034
130.576,1.032
130.606,1.028
130.636,1.034
130.666,1.035
130.696,1.032
130.726,1.031
130.756,1.029
130.786,1.029
130.816,1.032
130.846,1.037
130.876,1.024
130.906,1.025
130.936,1.026
130.966,1.025
130.996,1.033
131.026,1.031
131.056,1.032
131.086,1.035
131.116,1.033
131.146,1.034
131.176,1.029
131.206,1.031
131.236,1.030
131.266,1.032
131.296,1.031
131.326,1.032
131.356,1.025
131.386,1.027
131.416,1.032
131.446,1.028
131.476,1.028
131.506,1.033
131.536,1.039
131.566,1.038
131.596,1.028
131.626,1.023
131.656,1.028
131.686,1.025
131.716,1.026
131.746,1.033
131.776,1.033
131.806,1.037
131.836,1.034
131.866,1.028
131.896,1.029
131.926,1.028
131.956,1.029
131.986,1.033
132.016,1.033
132.046,1.033
132.076,1.031
132.106,1.033
132.136,1.035
132.166,1.029
132.196,1.026
132.226,1.028
132.256,1.034
132.286,1.036
132.316,1.031
132.346,1.030
132.376,1.027
132.406,1.032
132.436,1.030
132.466,1.031
132.496,1.029
132.526,1.029
132.556,1.032
132.586,1.032
132.616,1.030
132.646,1.031
132.676,1.031
132.706,1.030
132.736,1.030
132.766,1.032
132.796,1.030
132.826,1.028
132.856,1.032
132.886,1.032
132.916,1.027
132.946,1.029
132.976,1.032
133.006,1.034
133.036,1.034
133.066,1.033
133.096,1.025
133.126,1.029
133.156,1.034
133.186,1.029
133.216,1.029
133.246,1.028
133.276,1.032
133.306,1.035
133.336,1.029
133.366,1.028
133.396,1.028
133.426,1.028
133.456,1.031
133.486,1.029
133.516,1.027
133.546,1.028
133.576,1.034
133.606,1.033
133.636,1.027
133.666,1.027
133.696,1.035
133.726,1.037
133.756,1.031
133.786,1.031
133.816,1.030
133.846,1.035
133.876,1.031
133.906,1.030
133.936,1.034
133.966,1.028
133.996,1.034
134.026,1.033
134.056,1.028
134.086,1.030
134.116,1.030
134.146,1.028
134.176,1.034
134.206,1.029
134.236,1.028
134.266,1.031
134.296,1.026
134.326,1.022
134.356,1.024
134.386,1.033
134.416,1.037
134.446,1.035
134.476,1.030
134.506,1.028
134.536,1.031
134.566,1.027
134.596,1.026
134.626,1.030
134.656,1.033
134.686,1.031
134.716,1.031
134.746,1.032
134.776,1.028
134.806,1.029
134.836,1.033
134.866,1.031
134.896,1.033
134.926,1.026
134.956,1.032
134.986,1.033
135.016,1.028
135.046,1.028
135.076,1.030
135.106,1.033
135.136,1.029
135.166,1.032
135.196,1.025
135.226,1.022
135.256,1.031
135.286,1.033
135.316,1.029
135.346,1.030
135.376,1.030
135.406,1.029
135.436,1.031
135.466,1.028
135.496,1.029
135.526,1.027
135.556,1.029
135.586,1.033
135.616,1.029
135.646,1.030
135.676,1.029
135.706,1.037
135.736,1.030
135.766,1.028
135.796,1.031
135.826,1.033
135.856,1.032
135.886,1.034
135.916,1.033
135.946,1.026
135.976,1.031
136.006,1.032
136.036,1.027
136.066,1.032
136.096,1.029
136.126,1.032
136.156,1.033
136.186,1.031
136.216,1.024
136.246,1.027
136.276,1.030
136.306,1.031
136.336,1.029
136.366,1.028
136.396,1.033
136.426,1.027
136.456,1.029
136.486,1.032
136.516,1.025
136.546,1.027
136.576,1.035
136.606,1.035
136.636,1.033
136.666,1.027
136.696,1.029
136.726,1.032
136.756,1.032
136.786,1.030
136.816,1.029
136.846,1.031
136.876,1.032
136.906,1.033
136.936,1.029
136.966,1.029
136.996,1.029
137.026,1.030
137.056,1.030
137.086,1.031
137.116,1.028
137.146,1.035
137.176,1.029
137.206,1.026
137.236,1.032
137.266,1.031
137.296,1.027
137.326,1.029
137.356,1.031
137.386,1.033
137.416,1.032
137.446,1.028
137.476,1.025
137.506,1.034
137.536,1.034
137.566,1.027
137.596,1.029
137.626,1.030
137.656,1.034
137.686,1.032
137.716,1.029
137.746,1.032
137.776,1.030
137.806,1.030
137.836,1.031
137.866,1.030
137.896,1.032
137.926,1.031
137.956,1.035
137.986,1.028
138.016,1.029
138.046,1.030
138.076,1.027
138.106,1.032
138.136,1.034
138.166,1.033
138.196,1.033
138.226,1.031
138.256,1.025
138.286,1.030
138.316,1.033
138.346,1.032
138.376,1.031
138.406,1.035
138.436,1.030
138.466,1.031
138.496,1.031
138.526,1.031
138.556,1.027
138.586,1.032
138.616,1.032
138.646,1.032
138.676,1.036
138.706,1.029
138.736,1.028
138.766,1.030
138.796,1.037
138.826,1.026
138.856,1.027
138.886,1.032
138.916,1.034
138.946,1.036
138.976,1.026
139.006,1.028
139.036,1.030
139.066,1.033
139.096,1.026
139.126,1.029
139.156,1.032
139.186,1.032
139.216,1.032
139.246,1.031
139.276,1.031
139.306,1.029
139.336,1.034
139.366,1.033
139.396,1.030
139.426,1.028
139.456,1.030
139.486,1.031
139.516,1.027
139.546,1.028
139.576,1.029
139.606,1.028
139.636,1.033
139.666,1.032
139.696,1.024
139.726,1.031
139.756,1.035
139.786,1.035
139.816,1.028
139.846,1.030
139.876,1.031
139.906,1.033
139.936,1.036
139.966,1.026
139.996,1.028
140.026,1.031
140.056,1.030
140.086,1.029
140.116,1.030
140.146,1.025
140.176,1.029
140.206,1.036
140.236,1.029
140.266,1.025
140.296,1.029
140.326,1.035
140.356,1.033
140.386,1.029
140.416,1.025
140.446,1.030
140.476,1.035
140.506,1.027
140.536,1.030
140.566,1.027
140.596,1.033
140.626,1.033
140.656,1.029
140.686,1.027
140.716,1.030
140.746,1.029
140.776,1.030
140.806,1.032
140.836,1.033
140.866,1.035
140.896,1.029
140.926,1.028
140.956,1.036
140.986,1.030
141.016,1.027
141.046,1.031
141.076,1.031
141.106,1.035
141.136,1.031
141.166,1.033
141.196,1.025
141.226,1.033
141.256,1.030
141.286,1.031
141.316,1.031
141.346,1.029
141.376,1.031
141.406,1.033
141.436,1.027
141.466,1.029
141.496,1.027
141.526,1.032
141.556,1.032
141.586,1.032
141.616,1.029
141.646,1.031
141.676,1.031
141.706,1.031
141.736,1.030
141.766,1.032
141.796,1.032
141.826,1.025
141.856,1.027
141.886,1.033
141.916,1.034
141.946,1.034
141.976,1.029
142.006,1.028
142.036,1.031
142.066,1.032
142.096,1.032
142.126,1.029
142.156,1.029
142.186,1.032
142.216,1.034
142.246,1.029
142.276,1.027
142.306,1.028
142.336,1.032
142.366,1.028
142.396,1.033
142.426,1.027
142.456,1.031
142.486,1.029
142.516,1.031
142.546,1.032
142.576,1.029
142.606,1.032
142.636,1.036
142.666,1.030
142.696,1.027
142.726,1.031
142.756,1.032
142.786,1.037
142.816,1.034
142.846,1.028
142.876,1.023
142.906,1.031
142.936,1.032
142.966,1.030
142.996,1.026
143.026,1.030
143.056,1.032
143.086,1.032
143.116,1.033
143.146,1.031
143.176,1.032
143.206,1.030
143.236,1.030
143.266,1.029
143.296,1.031
143.326,1.031
143.356,1.033
143.386,1.033
143.416,1.029
143.446,1.027
143.476,1.034
143.506,1.034
143.536,1.028
143.566,1.027
143.596,1.031
143.626,1.034
143.656,1.032
143.686,1.033
143.716,1.025
143.746,1.023
143.776,1.032
143.806,1.032
143.836,1.027
143.866,1.031
143.896,1.028
143.926,1.034
143.956,1.032
143.986,1.031
144.016,1.029
144.046,1.029
144.076,1.028
144.106,1.028
144.136,1.030
144.166,1.031
144.196,1.033
144.226,1.033
144.256,1.027
144.286,1.030
144.316,1.032
144.346,1.032
144.376,1.025
144.406,1.029
144.436,1.037
144.466,1.039
144.496,1.036
144.526,1.026
144.556,1.025
144.586,1.032
144.616,1.032
144.646,1.026
144.676,1.029
144.706,1.030
144.736,1.035
144.766,1.032
144.796,1.029
144.826,1.029
144.856,1.032
144.886,1.032
144.916,1.030
144.946,1.026
144.976,1.030
145.006,1.029
145.036,1.032
145.066,1.028
145.096,1.032
145.126,1.026
145.156,1.031
145.186,1.034
145.216,1.031
145.246,1.035
145.276,1.029
145.306,1.029
145.336,1.035
145.366,1.032
145.396,1.029
145.426,1.029
145.456,1.034
145.486,1.034
145.516,1.035
145.546,1.030
145.576,1.027
145.606,1.030
145.636,1.034
145.666,1.034
145.696,1.029
145.726,1.028
145.756,1.031
145.786,1.030
145.816,1.033
145.846,1.024
145.876,1.025
145.906,1.033
145.936,1.033
145.966,1.031
145.996,1.030
146.026,1.025
146.056,1.033
146.086,1.034
146.116,1.031
146.146,1.027
146.176,1.033
146.206,1.032
146.236,1.036
146.266,1.033
146.296,1.028
146.326,1.029
146.356,1.030
146.386,1.034
146.416,1.032
146.446,1.025
146.476,1.029
146.506,1.029
146.536,1.032
146.566,1.029
146.596,1.026
146.626,1.031
146.656,1.033
146.686,1.036
146.716,1.032
146.746,1.033
146.776,1.025
146.806,1.027
146.836,1.032
146.866,1.030
146.896,1.031
146.926,1.027
146.956,1.033
146.986,1.036
147.016,1.037
147.046,1.029
147.076,1.027
147.106,1.030
147.136,1.034
147.166,1.028
147.196,1.030
147.226,1.029
147.256,1.030
147.286,1.031
147.316,1.031
147.346,1.028
147.376,1.030
147.406,1.033
147.436,1.026
147.466,1.027
147.496,1.032
147.526,1.036
147.556,1.035
147.586,1.031
147.616,1.023
147.646,1.027
147.676,1.038
147.706,1.030
147.736,1.029
147.766,1.029
147.796,1.034
147.826,1.036
147.856,1.035
147.886,1.031
147.916,1.032
147.946,1.030
147.976,1.032
148.006,1.028
148.036,1.031
148.066,1.029
148.096,1.030
148.126,1.031
148.156,1.033
148.186,1.024
148.216,1.034
148.246,1.035
148.276,1.026
148.306,1.027
148.336,1.034
148.366,1.038
148.396,1.032
148.426,1.027
148.456,1.023
148.486,1.029
148.516,1.036
148.546,1.030
148.576,1.025
148.606,1.029
148.636,1.032
148.666,1.032
148.696,1.028
148.726,1.031
148.756,1.029
148.786,1.030
148.816,1.030
148.846,1.030
148.876,1.028
148.906,1.033
148.936,1.031
148.966,1.028
148.996,1.033
149.026,1.031
149.056,1.028
149.086,1.030
149.116,1.032
149.146,1.029
149.176,1.029
149.206,1.034
149.236,1.036
149.266,1.030
149.296,1.027
149.326,1.025
149.356,1.033
149.386,1.037
149.416,1.029
149.446,1.027
149.476,1.029
149.506,1.036
149.536,1.034
149.566,1.031
149.596,1.027
149.626,1.031
149.656,1.033
149.686,1.028
149.716,1.030
149.746,1.029
149.776,1.035
149.806,1.034
149.836,1.030
149.866,1.029
149.896,1.029
149.926,1.030
149.956,1.032
149.986,1.032
150.016,1.028
150.046,1.025
150.076,1.033
150.106,1.035
150.136,1.033
150.166,1.029
150.196,1.023
150.226,1.029
150.256,1.034
150.286,1.032
150.316,1.029
150.346,1.028
150.376,1.032
150.406,1.034
150.436,1.035
150.466,1.029
150.496,1.031
150.526,1.026
150.556,1.029
150.586,1.032
150.616,1.028
150.646,1.031
150.676,1.032
150.706,1.029
150.736,1.029
150.766,1.025
150.796,1.032
150.826,1.032
150.856,1.030
150.886,1.025
150.916,1.033
150.946,1.035
150.976,1.032
151.006,1.032
151.036,1.027
151.066,1.025
151.096,1.034
151.126,1.030
151.156,1.027
151.186,1.027
151.216,1.032
151.246,1.034
151.276,1.033
151.306,1.029
151.336,1.029
151.366,1.029
151.396,1.030
151.426,1.030
151.456,1.029
151.486,1.029
151.516,1.031
151.546,1.033
151.576,1.027
151.606,1.027
151.636,1.032
151.666,1.034
151.696,1.032
151.726,1.023
151.756,1.029
151.786,1.033
151.816,1.034
151.846,1.028
151.876,1.029
151.906,1.024
151.936,1.030
151.966,1.034
151.996,1.031
152.026,1.027
152.056,1.030
152.086,1.034
152.116,1.034
152.146,1.035
152.176,1.029
152.206,1.029
152.236,1.030
152.266,1.030
152.296,1.032
152.326,1.029
152.356,1.031
152.386,1.031
152.416,1.031
152.446,1.031
152.476,1.027
152.506,1.030
152.536,1.032
152.566,1.030
152.596,1.021
152.626,1.031
152.656,1.034
152.686,1.036
152.716,1.027
152.746,1.029
152.776,1.023
152.806,1.030
152.836,1.034
152.866,1.029
152.896,1.031
152.926,1.031
152.956,1.034
152.986,1.033
153.016,1.031
153.046,1.031
153.076,1.029
153.106,1.030
153.136,1.032
153.166,1.029
153.196,1.029
153.226,1.031
153.256,1.030
153.286,1.032
153.316,1.031
153.346,1.029
153.376,1.027
153.406,1.032
153.436,1.034
153.466,1.026
153.496,1.027
153.526,1.031
153.556,1.036
153.586,1.032
153.616,1.029
153.646,1.027
153.676,1.027
153.706,1.036
153.736,1.030
153.766,1.029
153.796,1.029
153.826,1.028
153.856,1.034
153.886,1.034
153.916,1.027
153.946,1.031
153.976,1.032
154.006,1.032
154.036,1.030
154.066,1.027
154.096,1.030
154.126,1.032
154.156,1.034
154.186,1.031
154.216,1.031
154.246,1.029
154.276,1.033
154.306,1.036
154.336,1.030
154.366,1.026
154.396,1.029
154.426,1.035
154.456,1.034
154.486,1.033
154.516,1.027
154.546,1.025
154.576,1.038
154.606,1.032
154.636,1.027
154.666,1.029
154.696,1.032
154.726,1.036
154.756,1.031
154.786,1.029
154.816,1.024
154.846,1.032
154.876,1.032
154.906,1.030
154.936,1.029
154.966,1.031
154.996,1.035
155.026,1.032
155.056,1.031
155.086,1.027
155.116,1.028
155.146,1.030
155.176,1.033
155.206,1.028
155.236,1.027
155.266,1.032
155.296,1.038
155.326,1.034
155.356,1.025
155.386,1.025
155.416,1.029
155.446,1.033
155.476,1.026
155.506,1.027
155.536,1.028
155.566,1.034
155.596,1.034
155.626,1.033
155.656,1.030
155.686,1.030
155.716,1.032
155.746,1.027
155.776,1.028
155.806,1.030
155.836,1.030
155.866,1.031
155.896,1.030
155.926,1.031
155.956,1.030
155.986,1.032
156.016,1.031
156.046,1.025
156.076,1.028
156.106,1.036
156.136,1.036
156.166,1.033
156.196,1.023
156.226,1.030
156.256,1.037
156.286,1.030
156.316,1.027
156.346,1.029
156.376,1.032
156.406,1.034
156.436,1.031
156.466,1.027
156.496,1.027
156.526,1.030
156.556,1.032
156.586,1.028
156.616,1.026
156.646,1.030
156.676,1.034
156.706,1.031
156.736,1.030
156.766,1.025
156.796,1.032
156.826,1.038
156.856,1.028
156.886,1.025
156.916,1.033
156.946,1.036
156.976,1.036
157.006,1.030
157.036,1.023
157.066,1.027
157.096,1.037
157.126,1.034
157.156,1.029
157.186,1.027
157.216,1.032
157.246,1.033
157.276,1.033
157.306,1.029
157.336,1.027
157.366,1.030
157.396,1.032
157.426,1.034
157.456,1.031
157.486,1.032
157.516,1.033
157.546,1.033
157.576,1.033
157.606,1.030
157.636,1.029
157.666,1.030
157.696,1.033
157.726,1.028
157.756,1.025
157.786,1.031
157.816,1.034
157.846,1.034
157.876,1.030
157.906,1.029
157.936,1.027
157.966,1.032
157.996,1.030
158.026,1.031
158.056,1.029
158.086,1.030
158.116,1.033
158.146,1.036
158.176,1.031
158.206,1.028
158.236,1.030
158.266,1.033
158.296,1.034
158.326,1.028
158.356,1.028
158.386,1.028
158.416,1.032
158.446,1.028
158.476,1.031
158.506,1.032
158.536,1.032
158.566,1.033
158.596,1.028
158.626,1.029
158.656,1.030
158.686,1.038
158.716,1.036
158.746,1.027
158.776,1.021
158.806,1.029
158.836,1.036
158.866,1.030
158.896,1.029
158.926,1.028
158.956,1.034
158.986,1.034
159.016,1.030
159.046,1.027
159.076,1.029
159.106,1.029
159.136,1.031
159.166,1.033
159.196,1.035
159.226,1.027
159.256,1.033
159.286,1.029
159.316,1.030
159.346,1.032
159.376,1.034
159.406,1.022
159.436,1.027
159.466,1.033
159.496,1.035
159.526,1.033
159.556,1.029
159.586,1.024
159.616,1.034
159.646,1.037
159.676,1.030
159.706,1.028
159.736,1.029
159.766,1.034
159.796,1.035
159.826,1.032
159.856,1.024
159.886,1.028
159.916,1.034
159.946,1.033
159.976,1.030
160.006,1.028
160.036,1.031
160.066,1.027
160.096,1.031
160.126,1.030
160.156,1.031
160.186,1.028
160.216,1.027
160.246,1.034
160.276,1.035
160.306,1.032
160.336,1.028
160.366,1.026
160.396,1.031
160.426,1.035
160.456,1.031
160.486,1.026
160.516,1.027
160.546,1.033
160.576,1.035
160.606,1.032
160.636,1.028
160.666,1.028
160.696,1.033
160.726,1.027
160.756,1.029
160.786,1.032
160.816,1.030
160.846,1.033
160.876,1.032
160.906,1.024
160.936,1.029
160.966,1.035
160.996,1.031
161.026,1.026
161.056,1.028
161.086,1.033
161.116,1.035
161.146,1.032
161.176,1.028
161.206,1.026
161.236,1.032
161.266,1.033
161.296,1.031
161.326,1.028
161.356,1.028
161.386,1.031
161.416,1.031
161.446,1.034
161.476,1.030
161.506,1.028
161.536,1.031
161.566,1.031
161.596,1.027
161.626,1.028
161.656,1.030
161.686,1.031
161.716,1.028
161.746,1.034
161.776,1.029
161.806,1.029
161.836,1.031
161.866,1.034
161.896,1.025
161.926,1.026
161.956,1.033
161.986,1.037
162.016,1.032
162.046,1.028
162.076,1.026
162.106,1.031
162.136,1.034
162.166,1.031
162.196,1.028
162.226,1.032
162.256,1.033
162.286,1.031
162.316,1.030
162.346,1.026
162.376,1.030
162.406,1.031
162.436,1.033
162.466,1.031
162.496,1.030
162.526,1.028
162.556,1.028
162.586,1.030
162.616,1.029
162.646,1.027
162.676,1.033
162.706,1.027
162.736,1.028
162.766,1.037
162.796,1.034
162.826,1.032
162.856,1.027
162.886,1.028
162.916,1.031
162.946,1.033
162.976,1.030
163.006,1.028
163.036,1.029
163.066,1.033
163.096,1.035
163.126,1.027
163.156,1.026
163.186,1.030
163.216,1.033
163.246,1.033
163.276,1.033
163.306,1.030
163.336,1.032
163.366,1.026
163.396,1.027
163.426,1.033
163.456,1.033
163.486,1.026
163.516,1.032
163.546,1.038
163.576,1.039
163.606,1.030
163.636,1.030
163.666,1.023
163.696,1.031
163.726,1.035
163.756,1.030
163.786,1.028
163.816,1.031
163.846,1.035
163.876,1.032
163.906,1.032
163.936,1.028
163.966,1.027
163.996,1.031
164.026,1.032
164.056,1.031
164.086,1.028
164.116,1.034
164.146,1.034
164.176,1.032
164.206,1.030
164.236,1.031
164.266,1.037
164.296,1.031
164.326,1.028
164.356,1.030
164.386,1.031
164.416,1.037
164.446,1.032
164.476,1.024
164.506,1.024
164.536,1.030
164.566,1.033
164.596,1.032
164.626,1.028
164.656,1.029
164.686,1.033
164.716,1.037
164.746,1.032
164.776,1.027
164.806,1.027
164.836,1.031
164.866,1.027
164.896,1.031
164.926,1.028
164.956,1.028
164.986,1.028
165.016,1.029
165.046,1.030
165.076,1.030
165.106,1.034
165.136,1.028
165.166,1.035
165.196,1.036
165.226,1.025
165.256,1.026
165.286,1.034
165.316,1.035
165.346,1.037
165.376,1.027
165.406,1.026
165.436,1.026
165.466,1.028
165.496,1.033
165.526,1.032
165.556,1.028
165.586,1.028
165.616,1.032
165.646,1.035
165.676,1.034
165.706,1.030
165.736,1.027
165.766,1.033
165.796,1.031
165.826,1.029
165.856,1.030
165.886,1.034
165.916,1.031
165.946,1.033
165.976,1.032
166.006,1.030
166.036,1.029
166.066,1.032
166.096,1.033
166.126,1.034
166.156,1.027
166.186,1.025
166.216,1.027
166.246,1.035
166.276,1.037
166.306,1.034
166.336,1.031
166.366,1.028
166.396,1.034
166.426,1.035
166.456,1.028
166.486,1.027
166.516,1.033
166.546,1.031
166.576,1.030
166.606,1.030
166.636,1.028
166.666,1.029
166.696,1.031
166.726,1.031
166.756,1.029
166.786,1.032
166.816,1.030
166.846,1.032
166.876,1.031
166.906,1.029
166.936,1.031
166.966,1.034
166.996,1.023
167.026,1.026
167.056,1.033
167.086,1.037
167.116,1.033
167.146,1.034
167.176,1.030
167.206,1.024
167.236,1.033
167.266,1.031
167.296,1.030
167.326,1.030
167.356,1.029
167.386,1.033
167.416,1.033
167.446,1.030
167.476,1.028
167.506,1.031
167.536,1.029
167.566,1.030
167.596,1.029
167.626,1.028
167.656,1.032
167.686,1.031
167.716,1.029
167.746,1.025
167.776,1.029
167.806,1.035
167.836,1.035
167.866,1.036
167.896,1.028
167.926,1.028
167.956,1.033
167.986,1.035
168.016,1.028
168.046,1.028
168.076,1.029
168.106,1.035
168.136,1.036
168.166,1.028
168.196,1.026
168.226,1.031
168.256,1.032
168.286,1.033
168.316,1.030
168.346,1.026
168.376,1.031
168.406,1.034
168.436,1.028
168.466,1.024
168.496,1.034
168.526,1.037
168.556,1.035
168.586,1.029
168.616,1.030
168.646,1.025
168.676,1.035
168.706,1.034
168.736,1.027
168.766,1.027
168.796,1.031
168.826,1.035
168.856,1.034
168.886,1.032
168.916,1.028
168.946,1.028
168.976,1.035
169.006,1.031
169.036,1.031
169.066,1.026
169.096,1.033
169.126,1.035
169.156,1.031
169.186,1.028
169.216,1.030
169.246,1.033
169.276,1.033
169.306,1.033
169.336,1.026
169.366,1.024
169.396,1.033
169.426,1.031
169.456,1.027
169.486,1.025
169.516,1.031
169.546,1.033
169.576,1.030
169.606,1.032
169.636,1.029
169.666,1.039
169.696,1.039
169.726,1.035
169.756,1.050
169.786,1.036
169.816,1.033
169.846,1.027
169.876,1.025
169.906,1.015
169.936,1.014
169.966,1.029
169.996,1.036
170.026,1.022
170.056,1.014
170.086,1.021
170.116,1.024
170.146,1.034
170.176,1.040
170.206,1.026
170.236,1.027
170.266,1.028
170.296,1.028
170.326,1.028
170.356,1.029
170.386,1.029
170.416,1.030
170.446,1.029
170.476,1.027
170.506,1.031
170.536,1.027
170.566,1.029
170.596,1.027
170.626,1.028
170.656,1.028
170.686,1.025
170.716,1.028
170.746,1.028
170.776,1.030
170.806,1.029
170.836,1.029
170.866,1.027
170.896,1.024
170.926,1.032
170.956,1.028
170.986,1.027
171.016,1.025
171.046,1.030
171.076,1.034
171.106,1.021
171.136,1.022
171.166,1.026
171.196,1.026
171.226,1.028
171.256,1.033
171.286,1.027
171.316,1.026
171.346,1.029
171.376,1.028
171.406,1.030
171.436,1.026
171.466,1.022
171.496,1.032
171.526,1.032
171.556,1.030
171.586,1.025
171.616,1.024
171.646,1.029
171.676,1.032
171.706,1.026
171.736,1.025
171.766,1.030
171.796,1.030
171.826,1.030
171.856,1.027
171.886,1.027
171.916,1.032
171.946,1.028
171.976,1.030
172.006,1.032
172.036,1.022
172.066,1.028
172.096,1.028
172.126,1.027
172.156,1.024
172.186,1.028
172.216,1.032
172.246,1.034
172.276,1.030
172.306,1.027
172.336,1.022
172.366,1.028
