df_hash,22ZHK4.U116G3
327.022,775
327.851,745
328.583,755
329.411,790
330.094,800
330.922,760
331.754,790
332.657,810
333.311,820
333.994,745
334.822,730
335.505,775
336.334,805
337.070,750
337.894,750
338.577,775
339.405,790
340.087,780
340.916,740
341.648,785
342.332,745
343.159,720
343.987,785
344.670,800
345.499,740
346.230,790
347.059,805
347.741,760
348.578,735
349.305,780
350.081,785
350.812,770
351.678,790
352.324,790
353.153,725
353.852,755
354.664,770
355.401,775
356.083,745
356.906,775
357.735,800
358.466,800
359.295,780
360.003,775
360.808,770
361.489,755
362.172,710
362.903,675
363.585,710
364.271,710
365.000,745
365.682,715
366.512,720
367.229,760
368.072,785
368.753,785
369.581,730
370.264,750
370.946,745
371.629,730
372.360,725
373.044,710
373.725,685
374.554,715
375.289,745
375.977,760
376.797,715
377.479,750
378.308,775
379.041,795
379.721,750
380.550,715
381.233,750
381.964,745
382.647,725
383.329,680
384.011,690
384.868,730
385.571,740
386.254,755
387.131,725
387.765,770
388.497,775
389.330,745
390.008,730
390.690,760
391.418,735
392.207,710
392.933,755
393.762,785
394.447,745
395.276,785
396.031,790
396.833,750
397.516,735
398.344,770
399.081,800
399.856,775
400.586,760
401.415,785
402.098,760
402.928,755
403.609,760
404.340,720
405.028,750
405.705,720
406.534,725
407.265,775
408.094,775
408.777,745
409.606,755
410.289,750
411.025,725
411.558,695
412.238,670
413.067,700
413.806,710
414.480,705
415.163,710
415.845,680
416.577,705
417.259,720
417.942,715
418.665,680
419.355,715
420.038,740
420.867,730
421.549,735
422.378,775
423.117,765
423.793,730
424.474,755
425.303,750
426.034,705
426.765,745
427.485,745
428.228,720
428.911,735
429.642,745
430.325,700
431.007,705
431.739,730
432.420,690
433.103,675
433.806,710
434.517,725
435.200,715
435.884,685
436.711,715
437.393,740
438.124,750
438.807,725
439.489,715
439.790,720
440.318,300
441.196,465
441.878,930
442.561,575
443.248,735
443.926,725
444.511,685
445.193,650
445.876,665
446.607,655
447.398,685
447.972,720
448.703,725
449.533,750
450.214,745
450.897,745
451.579,710
452.311,680
452.853,650
453.679,655
454.120,635
