df_hash,22ZHK4.U116G3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.0HMD
person_label,V22-2
date_time_start,2025-05-27_09-51-37.125000_+03
date_time_start_unix,1748328697.125
date_time_end,2025-05-27_09-59-17.135000_+03
length_difference_noticed,no

time,ppg_quality
58.626,100
60.646,103
62.666,103
63.676,103
64.686,103
66.706,109
67.716,110
69.726,106
71.746,103
73.766,110
74.776,113
75.786,109
76.796,107
77.806,106
78.816,109
80.836,110
82.856,110
84.876,106
86.896,107
88.916,103
90.936,107
91.946,109
92.956,106
93.966,103
95.986,106
98.006,106
100.026,107
102.046,107
103.056,106
105.076,110
106.086,111
107.096,110
109.116,113
111.136,109
113.156,109
114.166,112
116.186,107
118.206,106
120.226,104
122.246,109
123.256,108
125.276,105
127.296,108
129.316,107
130.326,106
131.336,107
132.346,105
134.366,105
135.376,104
138.406,104
140.426,103
142.446,102
144.466,104
146.486,102
147.496,102
149.516,102
151.536,102
153.556,106
155.576,103
157.596,105
158.606,107
160.626,110
162.646,106
164.666,103
166.686,105
168.706,103
171.736,103
172.746,102
173.756,100
175.776,103
177.796,99
178.806,99
179.816,99
182.846,102
184.866,100
186.886,101
187.896,99
188.906,99
189.916,101
191.936,100
192.946,99
193.956,102
195.976,101
197.996,103
200.016,100
201.026,103
202.036,104
203.046,103
205.066,98
207.086,99
208.096,101
209.106,100
211.126,96
213.146,100
215.166,99
216.176,101
218.196,103
220.216,104
222.236,104
224.256,103
226.276,105
228.296,102
229.306,102
231.326,103
232.336,104
233.346,104
235.366,105
237.386,105
238.396,104
239.406,106
240.416,107
242.436,104
244.456,106
246.476,90
247.486,81
248.496,73
249.506,66
251.526,55
253.546,41
255.566,43
257.586,60
259.606,76
260.616,81
262.626,93
264.646,104
265.656,106
266.666,107
268.686,98
270.706,78
271.716,76
273.736,76
275.756,69
277.776,70
279.796,86
280.806,92
282.826,92
284.846,94
286.866,93
287.876,94
289.896,93
290.906,94
292.926,91
294.946,90
295.956,90
297.976,89
299.996,90
302.016,93
304.036,96
307.066,96
308.076,97
309.086,98
311.106,98
313.126,97
314.136,98
315.146,98
317.166,99
318.176,98
320.196,96
322.216,99
324.236,98
326.256,98
327.266,95
328.276,96
329.286,96
331.306,95
333.326,96
335.346,96
337.366,98
338.376,96
340.396,96
342.416,95
344.436,94
346.456,93
348.476,94
350.496,94
351.506,94
353.526,95
354.536,95
355.546,96
357.566,97
359.586,96
361.606,97
362.616,97
364.636,97
366.656,96
368.676,95
370.696,95
371.706,93
372.716,93
373.726,93
375.746,91
377.766,92
379.786,92
381.806,93
383.826,93
384.836,94
385.846,95
386.856,94
388.866,94
390.886,93
392.906,93
394.926,93
395.936,93
397.956,95
399.976,96
400.986,96
401.996,96
404.016,98
406.036,99
407.046,99
409.066,97
411.086,98
413.106,97
414.116,97
416.136,95
417.146,95
418.156,94
419.166,93
420.176,90
422.196,88
424.216,87
426.236,88
428.256,88
429.266,89
430.276,91
431.286,91
432.296,92
433.306,92
435.326,91
437.346,91
438.356,90
439.366,90
440.376,88
442.396,88
444.416,87
445.426,87
446.436,87
447.446,90
448.456,91
449.466,93
450.476,92
453.506,96
455.526,99
