df_hash,22ZHK4.U116G3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.0HMD
person_label,V22-2
date_time_start,2025-05-27_09-51-37.125000_+03
date_time_start_unix,1748328697.125
date_time_end,2025-05-27_09-59-17.135000_+03
length_difference_noticed,no

time,ppg_med
118.536,868
118.561,978
118.586,1097
118.611,1159
118.636,1137
118.661,1071
118.686,1027
118.711,1027
118.736,1035
118.761,1007
118.786,936
118.811,853
118.836,779
118.861,710
118.886,623
118.911,517
118.936,411
118.961,318
118.986,223
119.011,108
119.036,-21
119.061,-135
119.086,-225
119.111,-323
119.136,-463
119.161,-616
119.186,-677
119.211,-541
119.236,-208
119.261,201
119.286,535
119.311,724
119.336,811
119.361,884
119.386,974
119.411,1045
119.436,1054
119.461,1006
119.486,949
119.511,925
119.536,927
119.561,922
119.586,886
119.611,817
119.636,730
119.661,633
119.686,531
119.711,427
119.736,324
119.761,218
119.786,109
119.811,5
119.836,-84
119.861,-171
119.886,-287
119.911,-444
119.936,-589
119.961,-619
119.986,-452
120.011,-110
120.036,281
120.061,585
120.086,749
120.111,822
120.136,888
120.161,974
120.186,1041
120.211,1041
120.236,976
120.261,899
120.286,860
120.311,862
120.336,863
120.361,820
120.386,732
120.411,629
120.436,538
120.461,457
120.486,362
120.511,242
120.536,118
120.561,13
120.586,-80
120.611,-204
120.636,-380
120.661,-561
120.686,-629
120.711,-489
120.736,-154
120.761,245
120.786,562
120.811,734
120.836,815
120.861,892
120.886,995
120.911,1081
120.936,1098
120.961,1043
120.986,968
121.011,919
121.036,904
121.061,891
121.086,850
121.111,771
121.136,667
121.161,556
121.186,450
121.211,350
121.236,245
121.261,126
121.286,-2
121.311,-127
121.336,-246
121.361,-378
121.386,-546
121.411,-719
121.436,-799
121.461,-677
121.486,-336
121.511,110
121.536,491
121.561,711
121.586,808
121.611,891
121.636,1017
121.661,1148
121.686,1207
121.711,1170
121.736,1086
121.761,1024
121.786,1003
121.811,995
121.836,964
121.861,902
121.886,817
121.911,716
121.936,603
121.961,488
121.986,379
122.011,272
122.036,149
122.061,10
122.086,-127
122.111,-246
122.136,-364
122.161,-518
122.186,-700
122.211,-818
122.236,-746
122.261,-440
122.286,0
122.311,396
122.336,636
122.361,747
122.386,840
122.411,981
122.436,1132
122.461,1211
122.486,1187
122.511,1112
122.536,1060
122.561,1050
122.586,1049
122.611,1015
122.636,945
122.661,861
122.686,775
122.711,679
122.736,568
122.761,455
122.786,352
122.811,252
122.836,135
122.861,0
122.886,-133
122.911,-244
122.936,-355
122.961,-505
122.986,-682
123.011,-791
123.036,-709
123.061,-400
123.086,35
123.111,425
123.136,657
123.161,758
123.186,835
123.211,955
123.236,1088
123.261,1155
123.286,1126
123.311,1047
123.336,993
123.361,986
123.386,992
123.411,968
123.436,906
123.461,829
123.486,752
123.511,669
123.536,568
123.561,453
123.586,344
123.611,242
123.636,133
123.661,9
123.686,-114
123.711,-222
123.736,-328
123.761,-466
123.786,-638
123.811,-764
123.836,-724
123.861,-458
123.886,-39
123.911,370
123.936,641
123.961,765
123.986,828
124.011,909
124.036,1005
124.061,1056
124.086,1026
124.111,944
124.136,874
124.161,846
124.186,840
124.211,820
124.236,771
124.261,706
124.286,636
124.311,559
124.336,474
124.361,390
124.386,322
124.411,261
124.436,186
124.461,87
124.486,-17
124.511,-101
124.536,-177
124.561,-285
124.586,-438
124.611,-569
124.636,-556
124.661,-326
124.686,66
124.711,470
124.736,754
124.761,900
124.786,985
124.811,1082
124.836,1186
124.861,1239
124.886,1209
124.911,1127
124.936,1056
124.961,1022
124.986,1005
125.011,970
125.036,906
125.061,824
125.086,738
125.111,645
125.136,547
125.161,448
125.186,350
125.211,243
125.236,118
125.261,-12
125.286,-121
125.311,-209
125.336,-313
125.361,-474
125.386,-656
125.411,-743
125.436,-625
125.461,-296
125.486,115
125.511,450
125.536,637
125.561,724
125.586,796
125.611,885
125.636,955
125.661,958
125.686,898
125.711,824
125.736,780
125.761,768
125.786,757
125.811,721
125.836,656
125.861,573
125.886,493
125.911,426
125.936,369
125.961,302
125.986,204
126.011,83
126.036,-28
126.061,-108
126.086,-175
126.111,-280
126.136,-433
126.161,-559
126.186,-534
126.211,-290
126.236,103
126.261,487
126.286,735
126.311,847
126.336,917
126.361,1014
126.386,1115
126.411,1141
126.436,1060
126.461,933
126.486,857
126.511,876
126.536,945
126.561,979
126.586,933
126.611,829
126.636,714
126.661,610
126.686,502
126.711,369
126.736,223
126.761,102
126.786,26
126.811,-32
126.836,-129
126.861,-290
126.886,-457
126.911,-517
126.936,-385
126.961,-78
126.986,283
127.011,572
127.036,737
127.061,820
127.086,887
127.111,954
127.136,982
127.161,943
127.186,859
127.211,793
127.236,780
127.261,790
127.286,765
127.311,676
127.336,549
127.361,424
127.386,318
127.411,219
127.436,121
127.461,36
127.486,-24
127.511,-93
127.536,-220
127.561,-411
127.586,-579
127.611,-586
127.636,-360
127.661,36
127.686,445
127.711,729
127.736,867
127.761,933
127.786,997
127.811,1060
127.836,1070
127.861,1004
127.886,902
127.911,829
127.936,806
127.961,797
127.986,754
128.011,664
128.036,551
128.061,438
128.086,328
128.111,213
128.136,103
128.161,9
128.186,-78
128.211,-197
128.236,-352
128.261,-478
128.286,-465
128.311,-249
128.336,115
128.361,482
128.386,726
128.411,828
128.436,863
128.461,906
128.486,961
128.511,981
128.536,939
128.561,862
128.586,808
128.611,794
128.636,789
128.661,747
128.686,658
128.711,552
128.736,453
128.761,358
128.786,252
128.811,137
128.836,34
128.861,-51
128.886,-152
128.911,-304
128.936,-489
128.961,-612
128.986,-557
129.011,-285
129.036,117
129.061,497
129.086,741
129.111,851
129.136,907
129.161,975
129.186,1044
129.211,1059
129.236,996
129.261,896
129.286,828
129.311,816
129.336,819
129.361,781
129.386,689
129.411,578
129.436,487
129.461,416
129.486,336
129.511,232
129.536,119
129.561,8
129.586,-117
129.611,-280
129.636,-444
129.661,-502
129.686,-355
129.711,-12
129.736,388
129.761,686
129.786,820
129.811,856
129.836,895
129.861,964
129.886,1006
129.911,967
129.936,872
129.961,794
129.986,773
130.011,777
130.036,743
130.061,652
130.086,539
130.111,437
130.136,340
130.161,224
130.186,91
130.211,-27
130.236,-126
130.261,-238
130.286,-389
130.311,-526
130.336,-527
130.361,-309
130.386,76
130.411,467
130.436,722
130.461,824
130.486,859
130.511,903
130.536,950
130.561,947
130.586,875
130.611,785
130.636,733
130.661,721
130.686,702
130.711,641
130.736,545
130.761,443
130.786,347
130.811,243
130.836,129
130.861,20
130.886,-77
130.911,-190
130.936,-341
130.961,-489
130.986,-518
131.011,-331
131.036,50
131.061,479
131.086,790
131.111,927
131.136,964
131.161,1002
131.186,1068
131.211,1107
131.236,1070
131.261,977
131.286,894
131.311,856
131.336,835
131.361,784
131.386,692
131.411,587
131.436,493
131.461,396
131.486,272
131.511,128
131.536,2
131.561,-91
131.586,-194
131.611,-352
131.636,-546
131.661,-666
131.686,-586
131.711,-279
131.736,146
131.761,528
131.786,764
131.811,869
131.836,928
131.861,998
131.886,1070
131.911,1095
131.936,1050
131.961,966
131.986,895
132.011,864
132.036,851
132.061,811
132.086,724
132.111,607
132.136,496
132.161,404
132.186,311
132.211,190
132.236,50
132.261,-76
132.286,-172
132.311,-268
132.336,-410
132.361,-586
132.386,-694
132.411,-605
132.436,-285
132.461,161
132.486,560
132.511,799
132.536,900
132.561,957
132.586,1032
132.611,1108
132.636,1132
132.661,1088
132.686,1016
132.711,963
132.736,941
132.761,923
132.786,882
132.811,807
132.836,708
132.861,598
132.886,487
132.911,384
132.936,288
132.961,183
132.986,63
133.011,-61
133.036,-169
133.061,-262
133.086,-378
133.111,-538
133.136,-694
133.161,-725
133.186,-530
133.211,-132
133.236,321
133.261,666
133.286,843
133.311,913
133.336,970
133.361,1047
133.386,1105
133.411,1099
133.436,1036
133.461,967
133.486,931
133.511,924
133.536,909
133.561,856
133.586,764
133.611,652
133.636,543
133.661,445
133.686,352
133.711,247
133.736,128
133.761,7
133.786,-97
133.811,-194
133.836,-319
133.861,-485
133.886,-639
133.911,-669
133.936,-485
133.961,-109
133.986,324
134.011,661
134.036,839
134.061,907
134.086,953
134.111,1018
134.136,1072
134.161,1071
134.186,1016
134.211,950
134.236,914
134.261,905
134.286,886
134.311,826
134.336,728
134.361,618
134.386,521
134.411,434
134.436,339
134.461,223
134.486,98
134.511,-12
134.536,-105
134.561,-209
134.586,-356
134.611,-527
134.636,-633
134.661,-566
134.686,-287
134.711,121
134.736,508
134.761,760
134.786,869
134.811,912
134.836,959
134.861,1015
134.886,1036
134.911,998
134.936,927
134.961,874
134.986,862
135.011,863
135.036,833
135.061,753
135.086,646
135.111,547
135.136,465
135.161,384
135.186,282
135.211,161
135.236,48
135.261,-44
135.286,-136
135.311,-267
135.336,-438
135.361,-581
135.386,-584
135.411,-378
135.436,-5
135.461,396
135.486,691
135.511,834
135.536,883
135.561,922
135.586,979
135.611,1020
135.636,1004
135.661,938
135.686,874
135.711,851
135.736,853
135.761,833
135.786,761
135.811,655
135.836,553
135.861,471
135.886,392
135.911,289
135.936,169
135.961,59
135.986,-25
136.011,-116
136.036,-250
136.061,-415
136.086,-522
136.111,-461
136.136,-196
136.161,185
136.186,531
136.211,736
136.236,808
136.261,832
136.286,873
136.311,922
136.336,930
136.361,881
136.386,815
136.411,781
136.436,781
136.461,771
136.486,714
136.511,621
136.536,527
136.561,449
136.586,367
136.611,265
136.636,154
136.661,59
136.686,-24
136.711,-136
136.736,-294
136.761,-440
136.786,-460
136.811,-278
136.836,65
136.861,434
136.886,694
136.911,813
136.936,857
136.961,901
136.986,959
137.011,988
137.036,953
137.061,876
137.086,816
137.111,803
137.136,807
137.161,775
137.186,687
137.211,572
137.236,473
137.261,393
137.286,302
137.311,179
137.336,46
137.361,-61
137.386,-144
137.411,-251
137.436,-418
137.461,-598
137.486,-669
137.511,-529
137.536,-191
137.561,214
137.586,539
137.611,722
137.636,812
137.661,892
137.686,991
137.711,1075
137.736,1097
137.761,1053
137.786,984
137.811,937
137.836,922
137.861,910
137.886,866
137.911,780
137.936,673
137.961,573
137.986,490
138.011,405
138.036,297
138.061,167
138.086,40
138.111,-66
138.136,-172
138.161,-315
138.186,-491
138.211,-622
138.236,-594
138.261,-356
138.286,19
138.311,385
138.336,629
138.361,751
138.386,828
138.411,921
138.436,1017
138.461,1062
138.486,1034
138.511,967
138.536,915
138.561,897
138.586,891
138.611,866
138.636,807
138.661,723
138.686,629
138.711,537
138.736,452
138.761,367
138.786,272
138.811,158
138.836,39
138.861,-68
138.886,-166
138.911,-288
138.936,-447
138.961,-592
138.986,-611
139.011,-423
139.036,-67
139.061,310
139.086,573
139.111,695
139.136,761
139.161,853
139.186,967
139.211,1036
139.236,1021
139.261,956
139.286,909
139.311,904
139.336,908
139.361,882
139.386,820
139.411,744
139.436,668
139.461,583
139.486,484
139.511,382
139.536,292
139.561,206
139.586,104
139.611,-12
139.636,-124
139.661,-223
139.686,-332
139.711,-470
139.736,-588
139.761,-581
139.786,-371
139.811,-3
139.836,373
139.861,625
139.886,738
139.911,801
139.936,894
139.961,1004
139.986,1061
140.011,1034
140.036,969
140.061,932
140.086,939
140.111,948
140.136,919
140.161,855
140.186,782
140.211,712
140.236,631
140.261,534
140.286,437
140.311,356
140.336,277
140.361,174
140.386,44
140.411,-78
140.436,-171
140.461,-258
140.486,-384
140.511,-537
140.536,-618
140.561,-517
140.586,-219
140.611,162
140.636,476
140.661,651
140.686,730
140.711,800
140.736,891
140.761,967
140.786,984
140.811,945
140.836,898
140.861,879
140.886,883
140.911,880
140.936,849
140.961,790
140.986,717
141.011,641
141.036,564
141.061,486
141.086,400
141.111,302
141.136,195
141.161,92
141.186,-1
141.211,-100
141.236,-225
141.261,-363
141.286,-445
141.311,-385
141.336,-155
141.361,168
141.386,458
141.411,629
141.436,698
141.461,743
141.486,811
141.511,879
141.536,895
141.561,849
141.586,788
141.611,764
141.636,777
141.661,780
141.686,735
141.711,650
141.736,566
141.761,503
141.786,442
141.811,357
141.836,251
141.861,151
141.886,74
141.911,-5
141.936,-125
141.961,-279
141.986,-392
142.011,-369
142.036,-173
142.061,129
142.086,417
142.111,602
142.136,684
142.161,731
142.186,798
142.211,877
142.236,917
142.261,888
142.286,818
142.311,766
142.336,759
142.361,767
142.386,740
142.411,661
142.436,563
142.461,482
142.486,419
142.511,346
142.536,245
142.561,135
142.586,42
142.611,-44
142.636,-161
142.661,-314
142.686,-439
142.711,-433
142.736,-248
142.761,55
142.786,350
142.811,548
142.836,655
142.861,740
142.886,847
142.911,956
142.936,1013
142.961,997
142.986,941
143.011,894
143.036,878
143.061,872
143.086,847
143.111,792
143.136,714
143.161,625
143.186,537
143.211,453
143.236,370
143.261,280
143.286,177
143.311,68
143.336,-33
143.361,-126
143.386,-231
143.411,-368
143.436,-508
143.461,-570
143.486,-472
143.511,-208
143.536,124
143.561,400
143.586,562
143.611,654
143.636,759
143.661,902
143.686,1032
143.711,1082
143.736,1046
143.761,983
143.786,956
143.811,967
143.836,971
143.861,933
143.886,860
143.911,784
143.936,718
143.961,647
143.986,556
144.011,455
144.036,366
144.061,289
144.086,203
144.111,93
144.136,-23
144.161,-120
144.186,-201
144.211,-303
144.236,-450
144.261,-595
144.286,-638
144.311,-503
144.336,-215
144.361,116
144.386,379
144.411,544
144.436,660
144.461,787
144.486,929
144.511,1039
144.536,1076
144.561,1046
144.586,1000
144.611,979
144.636,985
144.661,990
144.686,964
144.711,905
144.736,833
144.761,765
144.786,699
144.811,624
144.836,536
144.861,443
144.886,359
144.911,287
144.936,210
144.961,114
144.986,4
145.011,-99
145.036,-186
145.061,-277
145.086,-401
145.111,-550
145.136,-652
145.161,-613
145.186,-398
145.211,-68
145.236,253
145.261,478
145.286,609
145.311,711
145.336,835
145.361,964
145.386,1046
145.411,1053
145.436,1012
145.461,977
145.486,974
145.511,989
145.536,987
145.561,951
145.586,893
145.611,830
145.636,771
145.661,705
145.686,625
145.711,534
145.736,444
145.761,362
145.786,283
145.811,194
145.836,91
145.861,-12
145.886,-103
145.911,-186
145.936,-288
145.961,-426
145.986,-566
146.011,-626
146.036,-523
146.061,-254
146.086,88
146.111,378
146.136,551
146.161,641
146.186,726
146.211,844
146.236,959
146.261,1011
146.286,989
146.311,943
146.336,929
146.361,952
146.386,969
146.411,943
146.436,881
146.461,816
146.486,763
146.511,707
146.536,627
146.561,533
146.586,449
146.611,381
146.636,309
146.661,212
146.686,100
146.711,3
146.736,-72
146.761,-160
146.786,-289
146.811,-426
146.836,-478
146.861,-364
146.886,-98
146.911,217
146.936,468
146.961,611
146.986,688
147.011,756
147.036,831
147.061,885
147.086,891
147.111,860
147.136,829
147.161,822
147.186,833
147.211,833
147.236,800
147.261,734
147.286,651
147.311,572
147.336,502
147.361,434
147.386,354
147.411,260
147.436,161
147.461,74
147.486,-5
147.511,-104
147.536,-238
147.561,-377
147.586,-438
147.611,-346
147.636,-100
147.661,211
147.686,471
147.711,623
147.736,695
147.761,753
147.786,831
147.811,902
147.836,923
147.861,886
147.886,832
147.911,805
147.936,811
147.961,815
147.986,780
148.011,704
148.036,613
148.061,534
148.086,462
148.111,376
148.136,269
148.161,155
148.186,57
148.211,-29
148.236,-138
148.261,-289
148.286,-443
148.311,-509
148.336,-406
148.361,-141
148.386,188
148.411,463
148.436,629
148.461,718
148.486,797
148.511,892
148.536,975
148.561,1003
148.586,973
148.611,920
148.636,887
148.661,880
148.686,873
148.711,838
148.736,767
148.761,674
148.786,579
148.811,486
148.836,391
148.861,284
148.886,167
148.911,51
148.936,-52
148.961,-151
148.986,-269
149.011,-419
149.036,-565
149.061,-627
149.086,-523
149.111,-248
149.136,108
149.161,423
149.186,624
149.211,736
149.236,836
149.261,966
149.286,1096
149.311,1163
149.336,1146
149.361,1085
149.386,1042
149.411,1036
149.436,1038
149.461,1010
149.486,945
149.511,866
149.536,790
149.561,713
149.586,618
149.611,506
149.636,392
149.661,288
149.686,185
149.711,66
149.736,-63
149.761,-183
149.786,-282
149.811,-386
149.836,-528
149.861,-698
149.886,-817
149.911,-777
149.936,-534
149.961,-157
149.986,215
150.011,476
150.036,621
150.061,724
150.086,854
150.111,1004
150.136,1115
150.161,1141
150.186,1098
150.211,1048
150.236,1035
150.261,1048
150.286,1046
150.311,1003
150.336,931
150.361,855
150.386,783
150.411,702
150.436,600
150.461,490
150.486,390
150.511,303
150.536,208
150.561,88
150.586,-42
150.611,-156
150.636,-249
150.661,-355
150.686,-501
150.711,-657
150.736,-726
150.761,-617
150.786,-327
150.811,41
150.836,358
150.861,559
150.886,679
150.911,792
150.936,930
150.961,1061
150.986,1130
151.011,1124
151.036,1079
151.061,1045
151.086,1042
151.111,1049
151.136,1034
151.161,982
151.186,906
151.211,828
151.236,756
151.261,682
151.286,592
151.311,484
151.336,373
151.361,273
151.386,179
151.411,78
151.436,-36
151.461,-149
151.486,-242
151.511,-324
151.536,-431
151.561,-580
151.586,-715
151.611,-732
151.636,-553
151.661,-212
151.686,162
151.711,446
151.736,606
151.761,709
151.786,825
151.811,959
151.836,1057
151.861,1078
151.886,1042
151.911,1006
151.936,1006
151.961,1028
151.986,1035
152.011,1009
152.036,956
152.061,895
152.086,833
152.111,766
152.136,690
152.161,605
152.186,512
152.211,417
152.236,323
152.261,233
152.286,143
152.311,45
152.336,-58
152.361,-158
152.386,-252
152.411,-356
152.436,-487
152.461,-618
152.486,-670
152.511,-557
152.536,-271
152.561,96
152.586,410
152.611,597
152.636,689
152.661,768
152.686,878
152.711,986
152.736,1036
152.761,1015
152.786,970
152.811,953
152.836,973
152.861,990
152.886,968
152.911,907
152.936,838
152.961,781
152.986,726
153.011,653
153.036,559
153.061,460
153.086,374
153.111,295
153.136,203
153.161,92
153.186,-18
153.211,-107
153.236,-178
153.261,-265
153.286,-394
153.311,-530
153.336,-585
153.361,-474
153.386,-196
153.411,155
153.436,454
153.461,634
153.486,721
153.511,788
153.536,876
153.561,963
153.586,1003
153.611,985
153.636,945
153.661,928
153.686,943
153.711,957
153.736,935
153.761,873
153.786,799
153.811,733
153.836,671
153.861,595
153.886,500
153.911,402
153.936,316
153.961,235
153.986,139
154.011,24
154.036,-88
154.061,-178
154.086,-253
154.111,-353
154.136,-495
154.161,-630
154.186,-656
154.211,-499
154.236,-184
154.261,175
154.286,461
154.311,633
154.336,738
154.361,842
154.386,961
154.411,1058
154.436,1094
154.461,1070
154.486,1026
154.511,1005
154.536,1011
154.561,1020
154.586,1003
154.611,950
154.636,877
154.661,803
154.686,734
154.711,665
154.736,583
154.761,485
154.786,381
154.811,285
154.836,194
154.861,97
154.886,-13
154.911,-125
154.936,-223
154.961,-313
154.986,-425
155.011,-566
155.036,-681
155.061,-672
155.086,-474
155.111,-128
155.136,236
155.161,501
155.186,645
155.211,737
155.236,846
155.261,974
155.286,1067
155.311,1086
155.336,1051
155.361,1016
155.386,1015
155.411,1033
155.436,1036
155.461,1005
155.486,947
155.511,879
155.536,807
155.561,731
155.586,650
155.611,563
155.636,472
155.661,381
155.686,291
155.711,200
155.736,101
155.761,-7
155.786,-116
155.811,-210
155.836,-291
155.861,-390
155.886,-527
155.911,-667
155.936,-715
155.961,-583
155.986,-271
156.011,112
156.036,430
156.061,619
156.086,720
156.111,812
156.136,929
156.161,1038
156.186,1089
156.211,1076
156.236,1038
156.261,1018
156.286,1023
156.311,1029
156.336,1011
156.361,962
156.386,893
156.411,819
156.436,747
156.461,675
156.486,597
156.511,510
156.536,416
156.561,323
156.586,230
156.611,129
156.636,15
156.661,-99
156.686,-198
156.711,-280
156.736,-374
156.761,-507
156.786,-646
156.811,-700
156.836,-574
156.861,-266
156.886,118
156.911,440
156.936,628
156.961,722
156.986,807
157.011,921
157.036,1032
157.061,1085
157.086,1069
157.111,1024
157.136,1000
157.161,1011
157.186,1026
157.211,1015
157.236,968
157.261,902
157.286,832
157.311,764
157.336,690
157.361,606
157.386,511
157.411,412
157.436,315
157.461,220
157.486,119
157.511,13
157.536,-89
157.561,-180
157.586,-269
157.611,-380
157.636,-516
157.661,-628
157.686,-624
157.711,-438
157.736,-103
157.761,260
157.786,527
157.811,662
157.836,726
157.861,799
157.886,895
157.911,967
157.936,969
157.961,922
157.986,886
158.011,896
158.036,926
158.061,927
158.086,880
158.111,812
158.136,752
158.161,700
158.186,633
158.211,543
158.236,448
158.261,366
158.286,288
158.311,195
158.336,86
158.361,-13
158.386,-91
158.411,-170
158.436,-287
158.461,-432
158.486,-522
158.511,-459
158.536,-216
158.561,126
158.586,438
158.611,637
158.636,736
158.661,803
158.686,883
158.711,961
158.736,998
158.761,980
158.786,942
158.811,925
158.836,938
158.861,948
158.886,924
158.911,863
158.936,789
158.961,724
158.986,664
159.011,589
159.036,494
159.061,394
159.086,308
159.111,231
159.136,143
159.161,30
159.186,-88
159.211,-189
159.236,-271
159.261,-368
159.286,-502
159.311,-637
159.336,-679
159.361,-544
159.386,-239
159.411,130
159.436,437
159.461,623
159.486,721
159.511,806
159.536,913
159.561,1016
159.586,1066
159.611,1052
159.636,1007
159.661,981
159.686,990
159.711,1011
159.736,1008
159.761,962
159.786,887
159.811,807
159.836,735
159.861,662
159.886,578
159.911,482
159.936,387
159.961,302
159.986,218
160.011,120
160.036,8
160.061,-100
160.086,-188
160.111,-270
160.136,-381
160.161,-528
160.186,-651
160.211,-648
160.236,-458
160.261,-121
160.286,235
160.311,498
160.336,641
160.361,726
160.386,824
160.411,945
160.436,1044
160.461,1077
160.486,1051
160.511,1011
160.536,997
160.561,1005
160.586,1006
160.611,978
160.636,921
160.661,853
160.686,784
160.711,716
160.736,642
160.761,559
160.786,470
160.811,380
160.836,287
160.861,189
160.886,85
160.911,-15
160.936,-106
160.961,-191
160.986,-292
161.011,-421
161.036,-552
161.061,-610
161.086,-517
161.111,-259
161.136,84
161.161,387
161.186,573
161.211,661
161.236,729
161.261,827
161.286,931
161.311,983
161.336,964
161.361,917
161.386,897
161.411,914
161.436,929
161.461,904
161.486,845
161.511,783
161.536,735
161.561,682
161.586,604
161.611,508
161.636,420
161.661,349
161.686,273
161.711,175
161.736,66
161.761,-25
161.786,-101
161.811,-194
161.836,-325
161.861,-443
161.886,-448
161.911,-274
161.936,30
161.961,337
161.986,542
162.011,637
162.036,694
162.061,771
162.086,855
162.111,897
162.136,878
162.161,833
162.186,812
162.211,823
162.236,836
162.261,817
162.286,766
162.311,701
162.336,637
162.361,569
162.386,494
162.411,417
162.436,341
162.461,262
162.486,169
162.511,67
162.536,-28
162.561,-119
162.586,-224
162.611,-353
162.636,-463
162.661,-468
162.686,-306
162.711,-9
162.736,309
162.761,536
162.786,649
162.811,715
162.836,804
162.861,919
162.886,1000
162.911,1000
162.936,943
162.961,894
162.986,895
163.011,925
163.036,928
163.061,878
163.086,796
163.111,717
163.136,654
163.161,589
163.186,505
163.211,411
163.236,322
163.261,240
163.286,147
163.311,36
163.336,-75
163.361,-166
163.386,-246
163.411,-349
163.436,-486
163.461,-604
163.486,-605
163.511,-430
163.536,-118
163.561,213
163.586,462
163.611,609
163.636,712
163.661,829
163.686,960
163.711,1060
163.736,1093
163.761,1072
163.786,1041
163.811,1032
163.836,1039
163.861,1037
163.886,1008
163.911,955
163.936,889
163.961,819
163.986,748
164.011,673
164.036,593
164.061,506
164.086,415
164.111,323
164.136,230
164.161,131
164.186,24
164.211,-82
164.236,-176
164.261,-262
164.286,-363
164.311,-493
164.336,-617
164.361,-651
164.386,-520
164.411,-233
164.436,107
164.461,378
164.486,532
164.511,618
164.536,716
164.561,849
164.586,966
164.611,1008
164.636,975
164.661,925
164.686,912
164.711,933
164.736,944
164.761,919
164.786,866
164.811,812
164.836,759
164.861,692
164.886,606
164.911,520
164.936,451
164.961,392
164.986,315
165.011,213
165.036,109
165.061,27
165.086,-44
165.111,-146
165.136,-284
165.161,-394
165.186,-379
165.211,-199
165.236,82
165.261,346
165.286,517
165.311,606
165.336,677
165.361,763
165.386,843
165.411,873
165.436,849
165.461,807
165.486,785
165.511,788
165.536,792
165.561,774
165.586,729
165.611,666
165.636,592
165.661,512
165.686,436
165.711,367
165.736,297
165.761,213
165.786,114
165.811,14
165.836,-76
165.861,-169
165.886,-286
165.911,-411
165.936,-473
165.961,-393
165.986,-156
166.011,157
166.036,427
166.061,588
166.086,671
166.111,749
166.136,859
166.161,968
166.186,1020
166.211,1002
166.236,956
166.261,932
166.286,939
166.311,947
166.336,922
166.361,861
166.386,787
166.411,714
166.436,641
166.461,558
166.486,466
166.511,376
166.536,295
166.561,212
166.586,111
166.611,-3
166.636,-113
166.661,-201
166.686,-281
166.711,-387
166.736,-527
166.761,-648
166.786,-655
166.811,-488
166.836,-178
166.861,165
166.886,430
166.911,587
166.936,692
166.961,816
166.986,971
167.011,1106
167.036,1164
167.061,1144
167.086,1097
167.111,1076
167.136,1085
167.161,1094
167.186,1072
167.211,1019
167.236,952
167.261,884
167.286,813
167.311,732
167.336,647
167.361,562
167.386,478
167.411,389
167.436,295
167.461,200
167.486,105
167.511,6
167.536,-100
167.561,-207
167.586,-302
167.611,-391
167.636,-502
167.661,-645
167.686,-776
167.711,-799
167.736,-640
167.761,-319
167.786,51
167.811,350
167.836,535
167.861,656
167.886,788
167.911,946
167.936,1082
167.961,1145
167.986,1136
168.011,1106
168.036,1097
168.061,1111
168.086,1121
168.111,1106
168.136,1069
168.161,1018
168.186,954
168.211,875
168.236,787
168.261,705
168.286,633
168.311,558
168.336,465
168.361,358
168.386,256
168.411,170
168.436,86
168.461,-14
168.486,-129
168.511,-237
168.536,-330
168.561,-429
168.586,-557
168.611,-686
168.636,-732
168.661,-611
168.686,-319
168.711,47
168.736,363
168.761,562
168.786,673
168.811,766
168.836,881
168.861,995
168.886,1062
168.911,1063
168.936,1027
168.961,1000
168.986,1002
169.011,1017
169.036,1013
169.061,976
169.086,913
169.111,842
169.136,772
169.161,699
169.186,620
169.211,537
169.236,456
169.261,373
169.286,281
169.311,178
169.336,74
169.361,-15
169.386,-96
169.411,-192
169.436,-321
169.461,-452
169.486,-508
169.511,-415
169.536,-169
169.561,146
169.586,418
169.611,583
169.636,664
169.661,723
169.686,795
169.711,858
169.736,873
169.761,835
169.786,786
169.811,772
169.836,794
169.861,812
169.886,783
169.911,707
169.936,614
169.961,534
169.986,466
170.011,391
170.036,301
170.061,208
170.086,124
170.111,41
170.136,-70
170.161,-215
170.186,-344
170.211,-373
170.236,-240
170.261,31
170.286,341
170.311,582
170.336,713
170.361,772
170.386,826
170.411,898
170.436,952
170.461,949
170.486,891
170.511,827
170.536,798
170.561,800
170.586,787
170.611,731
170.636,639
170.661,544
170.686,460
170.711,374
170.736,270
170.761,155
170.786,52
170.811,-37
170.836,-145
170.861,-296
170.886,-460
170.911,-548
170.936,-472
170.961,-226
170.986,102
171.011,391
171.036,574
171.061,675
171.086,761
171.111,873
171.136,985
171.161,1040
171.186,1010
171.211,929
171.236,862
171.261,839
171.286,838
171.311,812
171.336,738
171.361,637
171.386,540
171.411,456
171.436,363
171.461,249
171.486,128
171.511,23
171.536,-72
171.561,-197
171.586,-362
171.611,-512
171.636,-541
171.661,-382
171.686,-77
171.711,246
171.736,479
171.761,609
171.786,700
171.811,815
171.836,947
171.861,1037
171.886,1045
171.911,988
171.936,923
171.961,888
171.986,879
172.011,862
172.036,814
172.061,735
172.086,642
172.111,550
172.136,463
172.161,373
172.186,277
172.211,177
172.236,81
172.261,-12
172.286,-118
172.311,-256
172.336,-410
172.361,-517
172.386,-493
172.411,-300
172.436,2
172.461,298
172.486,502
172.511,617
172.536,713
172.561,838
172.586,967
172.611,1038
172.636,1027
172.661,973
172.686,935
172.711,931
172.736,932
172.761,907
172.786,851
172.811,786
172.836,720
172.861,644
172.886,553
172.911,459
