df_hash,22ZHK4.U116G3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.0HMD
person_label,V22-2
date_time_start,2025-05-27_09-51-37.125000_+03
date_time_start_unix,1748328697.125
date_time_end,2025-05-27_09-59-17.135000_+03
length_difference_noticed,no

time,spo2
31.794,97
32.624,97
33.352,97
34.134,97
35.012,97
35.889,98
36.675,97
37.498,98
38.421,98
39.009,98
40.572,97
41.398,98
42.232,98
42.957,98
46.669,98
47.391,98
49.782,98
50.270,98
50.953,98
51.730,98
52.707,98
53.342,98
54.171,98
54.854,98
55.536,98
57.632,98
58.360,98
59.046,98
60.410,97
61.093,97
61.826,97
62.362,97
62.897,97
63.628,97
64.166,97
64.995,97
67.539,97
75.426,97
76.109,97
76.938,97
77.766,97
78.642,97
79.350,97
80.298,97
81.130,97
81.959,97
82.787,97
83.664,97
84.349,97
85.129,97
85.858,97
86.784,98
87.371,98
88.199,98
89.073,98
90.002,98
90.832,97
91.660,97
92.534,97
93.412,97
94.048,97
94.974,97
95.705,97
96.535,97
97.404,97
98.192,97
99.066,97
99.901,97
100.729,97
101.558,97
102.387,97
103.247,97
104.055,97
104.874,97
105.699,97
106.528,97
107.308,97
107.942,97
108.771,97
109.614,97
110.428,97
111.261,97
112.086,97
112.916,97
113.840,97
114.622,97
115.450,97
116.327,97
117.299,97
117.790,97
118.524,97
119.350,96
120.180,96
120.861,97
121.698,96
122.519,96
123.246,96
123.933,96
124.760,96
125.343,96
126.028,96
126.711,96
127.401,96
127.930,96
128.690,96
129.490,96
130.179,96
130.865,96
131.684,96
132.415,96
133.145,96
133.779,96
134.462,96
135.198,96
136.070,96
136.709,96
137.536,96
138.221,96
138.901,96
139.637,96
140.459,96
141.336,96
142.117,96
142.998,96
143.775,96
144.506,96
145.284,96
146.065,96
146.845,96
147.719,96
148.502,96
149.331,96
150.303,96
151.018,96
151.866,96
152.794,96
153.715,96
154.501,96
155.329,96
156.169,96
157.033,96
157.862,96
158.688,96
159.471,96
160.349,96
161.129,96
162.129,96
162.834,96
163.517,96
164.635,96
165.329,96
166.297,96
166.979,96
167.710,96
168.398,96
169.076,96
169.904,96
170.586,96
171.323,96
172.002,96
172.831,96
173.804,96
177.119,96
177.801,96
178.543,96
179.362,96
180.190,96
181.019,96
182.042,96
182.579,96
183.226,96
184.187,96
184.773,96
185.602,96
186.430,96
187.259,96
187.942,96
188.818,96
189.648,97
190.524,97
191.188,97
191.987,97
192.962,97
193.645,97
194.474,97
195.206,97
195.888,97
196.767,97
197.463,97
198.230,97
199.202,97
199.885,97
200.616,97
201.447,97
202.128,97
202.814,97
203.690,97
204.418,97
205.199,97
205.929,97
206.856,96
207.690,96
208.515,96
209.488,96
210.172,96
211.006,96
211.829,96
212.707,96
213.545,96
214.367,96
215.193,96
216.023,96
216.851,97
217.584,97
218.459,97
219.240,97
220.071,97
220.767,97
221.581,97
222.457,97
223.144,97
223.825,97
224.547,97
225.335,97
226.017,97
226.844,97
227.673,97
228.410,97
229.261,97
229.917,97
230.744,97
231.573,97
232.547,97
233.325,97
234.156,97
234.790,97
235.669,97
236.448,97
237.322,97
238.106,97
238.836,97
239.522,97
240.396,97
241.227,97
242.005,97
242.688,97
243.711,97
247.563,97
248.292,96
253.267,97
253.950,96
255.511,96
256.346,96
257.022,96
257.703,96
258.678,97
259.264,97
260.092,97
260.774,97
261.657,97
262.432,97
263.262,97
264.116,97
266.000,97
273.842,98
274.571,98
275.351,98
276.034,98
276.765,98
277.447,98
278.130,98
278.812,98
279.689,98
280.417,98
281.102,97
281.739,97
282.434,97
283.248,97
283.982,97
284.812,97
285.545,97
286.173,97
287.049,97
287.788,98
288.464,98
289.098,98
289.781,98
290.515,98
291.389,98
291.877,98
292.562,98
293.293,98
294.121,98
295.094,98
295.486,98
296.216,98
297.044,98
297.727,98
298.557,98
299.385,98
300.067,98
300.799,98
301.481,98
302.164,98
302.992,98
303.821,98
304.548,98
305.392,98
306.064,98
306.746,98
307.482,98
308.254,98
308.846,98
309.729,98
310.548,98
311.185,98
312.251,98
312.840,98
313.571,98
314.399,98
315.082,98
315.923,98
316.739,98
317.569,98
318.345,98
319.128,98
319.956,98
320.494,98
321.468,98
322.189,98
322.784,98
323.418,98
324.246,98
324.834,98
325.522,98
326.405,98
327.028,98
327.857,98
328.594,98
329.415,98
330.100,98
330.926,98
331.790,98
332.678,98
333.325,98
334.046,98
334.826,98
335.509,98
336.338,98
337.073,98
337.897,98
338.586,98
339.411,98
340.091,98
340.920,98
341.654,98
342.379,98
343.164,98
343.993,98
344.673,98
345.503,98
346.234,98
347.062,98
347.747,98
348.622,98
349.309,98
350.087,98
350.818,98
351.693,98
352.330,98
353.158,98
354.033,98
354.670,98
355.495,98
356.128,98
356.909,98
357.740,98
358.470,98
359.299,98
360.006,98
360.812,98
361.493,98
362.220,98
362.907,98
363.589,98
364.317,98
365.006,98
365.686,98
366.525,98
367.233,97
368.079,97
368.757,97
369.586,97
370.267,97
370.950,97
371.678,97
372.363,97
373.048,97
373.751,97
374.561,97
375.334,97
376.066,97
376.806,97
377.482,97
378.311,97
379.045,97
379.724,97
380.555,97
381.236,97
381.968,97
382.653,97
383.332,97
384.015,97
384.986,97
385.579,97
386.260,97
387.137,97
387.768,97
