df_hash,22ZHK4.U116G3
388.500,97
389.475,97
390.011,97
390.694,97
391.668,97
392.251,97
392.946,97
393.768,97
394.593,97
395.321,97
396.056,97
396.836,97
397.522,97
398.348,97
399.085,97
399.859,97
400.590,97
401.425,97
402.101,97
402.932,97
403.612,97
404.343,97
405.172,97
405.709,97
406.538,97
407.269,97
408.143,97
408.780,97
409.610,97
410.292,97
411.169,97
411.799,97
412.242,97
413.073,97
413.896,97
414.484,97
415.167,97
415.848,97
416.580,97
417.271,97
417.946,97
418.673,97
419.359,97
420.041,97
420.872,97
421.573,97
422.381,97
423.158,97
423.803,97
424.477,97
425.309,97
426.040,97
426.768,97
427.599,97
428.234,97
428.959,97
429.646,97
430.328,97
431.019,97
431.745,97
432.424,97
433.108,97
433.855,97
434.525,97
435.215,97
435.890,97
436.717,97
437.399,97
438.128,97
438.810,97
439.494,97
439.833,97
443.929,97
444.518,97
445.198,97
445.880,97
446.613,97
447.440,97
448.020,97
448.712,97
449.540,97
450.220,97
450.901,97
451.587,97
452.315,97
454.168,97
