df_hash,22ZHK4.U116G3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.0HMD
person_label,V22-2
date_time_start,2025-05-27_09-51-37.125000_+03
date_time_start_unix,1748328697.125
date_time_end,2025-05-27_09-59-17.135000_+03
length_difference_noticed,no

time,battery
13.219,37
23.211,37
33.206,37
43.199,37
53.193,36
63.186,36
73.180,36
83.223,36
93.216,36
103.218,36
113.209,36
123.197,36
133.192,36
143.186,36
153.179,36
163.173,36
173.167,36
183.211,36
193.203,36
203.197,36
213.243,36
223.282,36
233.276,36
243.172,36
253.166,36
263.185,36
273.154,36
283.223,36
293.190,36
303.228,36
313.178,36
323.172,36
333.262,35
343.257,35
353.211,35
363.175,35
373.141,35
383.183,35
393.177,35
403.170,35
413.171,35
423.166,35
433.252,35
443.243,35
453.140,35
