df_hash,22ZHK4.RJ56NA
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.Z1J9
person_label,V85(2)
date_time_start,2025-11-04_14-29-31.433000_+03
date_time_start_unix,1762252171.433
date_time_end,2025-11-04_14-37-48.767000_+03
length_difference_noticed,no

time,spo2
31.197,98
33.683,97
34.513,97
35.489,97
36.463,97
37.291,97
38.312,97
40.265,97
42.020,97
42.995,97
43.971,97
44.799,97
45.726,97
46.652,97
49.286,97
49.379,97
53.723,97
54.406,97
57.183,97
57.233,97
60.011,97
62.693,97
66.202,97
68.445,97
69.616,97
72.004,97
72.930,97
73.174,97
74.829,97
79.071,97
80.048,97
83.802,97
84.584,97
88.050,97
101.452,97
104.081,97
105.646,97
107.546,97
108.522,97
110.862,97
111.838,97
112.811,97
113.103,97
116.129,97
121.148,97
128.510,97
135.823,97
136.896,97
138.797,98
142.551,98
143.432,98
147.427,98
148.303,98
152.305,98
153.285,98
156.206,98
161.078,98
161.760,98
162.784,98
169.161,98
175.510,98
176.387,98
176.484,98
179.850,98
180.043,98
183.164,98
187.750,98
190.136,98
199.156,98
209.444,98
211.150,98
211.392,98
215.485,98
244.352,98
247.569,98
264.099,98
268.481,98
271.460,98
288.616,98
297.347,98
298.860,98
312.950,98
341.030,94
379.644,93
454.043,96
454.917,96
456.870,96
458.674,96
459.649,96
460.625,97
461.700,97
462.964,97
463.501,98
464.278,98
465.062,98
466.134,98
467.140,98
467.842,98
469.936,98
473.252,98
474.081,99
481.637,99
