df_hash,22ZHK4.JEJ4QH
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.UU8F
person_label,V64
date_time_start,2025-10-31_16-37-26.954000_+03
date_time_start_unix,1761914246.954
date_time_end,2025-10-31_16-45-41.538000_+03
length_difference_noticed,no

time,heart_rate
15.133,69
16.011,71
17.229,71
18.132,71
18.984,70
20.204,85
21.081,74
22.007,80
23.177,80
24.058,77
24.981,78
26.249,78
27.077,80
28.002,78
29.125,78
30.149,78
30.991,79
32.147,79
33.025,80
33.902,80
35.121,80
35.998,80
36.876,81
38.100,82
38.972,83
39.853,84
41.068,84
41.946,84
43.118,84
44.091,84
45.098,85
45.797,86
47.116,86
47.894,86
48.822,85
50.042,85
50.870,84
51.797,83
53.357,83
53.841,81
54.767,81
55.938,81
56.866,81
58.036,83
58.911,81
59.837,81
60.716,80
61.885,79
62.813,80
63.689,82
64.956,83
65.882,85
66.662,86
67.881,86
68.807,87
69.668,87
70.857,88
71.732,88
72.659,88
73.832,88
74.706,88
75.929,88
76.802,88
77.680,88
78.615,86
79.776,86
80.715,86
81.583,86
82.750,87
83.676,87
84.554,87
85.724,86
86.650,86
87.528,83
88.698,82
89.624,82
90.797,82
91.671,82
92.621,83
93.475,83
94.697,82
95.571,80
96.449,79
97.673,79
98.593,79
99.423,80
100.659,82
101.519,80
102.445,80
103.673,80
104.497,81
105.419,81
106.589,82
107.515,83
108.396,85
109.571,87
110.538,89
111.370,90
112.536,91
113.468,91
114.346,90
115.806,89
116.436,88
117.314,88
118.559,88
119.413,90
120.386,91
121.507,90
122.404,90
123.310,90
124.483,90
125.358,90
126.284,90
127.454,91
128.385,90
129.307,90
130.503,83
131.359,81
132.267,78
133.450,78
134.350,78
135.208,78
136.424,81
137.303,82
138.179,82
139.398,82
140.275,81
141.211,81
142.372,81
143.249,83
144.175,84
145.398,85
146.272,86
147.173,86
148.326,86
149.268,86
150.318,86
151.342,87
152.219,87
153.147,88
154.316,88
155.388,89
156.074,89
157.354,89
158.167,89
159.093,89
160.263,89
161.141,89
162.067,88
163.237,87
164.170,86
165.081,85
166.232,84
167.141,84
168.014,84
169.184,85
170.111,85
170.988,85
172.264,85
173.084,84
173.962,84
175.181,84
176.089,84
176.936,85
178.154,85
179.032,86
179.976,87
181.131,86
182.055,85
182.932,84
184.151,83
185.028,82
185.955,82
187.108,80
188.006,80
188.879,80
190.049,81
190.976,83
191.853,84
193.052,84
193.949,84
194.851,84
196.053,84
196.926,84
197.801,85
199.020,84
199.897,88
200.812,90
201.993,91
202.876,92
203.749,92
204.967,91
205.845,91
206.771,95
207.941,92
208.839,98
209.745,99
210.915,102
211.841,103
212.718,103
213.937,102
214.815,102
215.715,102
216.885,102
217.788,102
218.715,102
219.888,102
220.811,102
221.640,103
222.908,104
223.736,103
224.662,103
225.832,103
226.711,103
227.636,103
228.809,99
229.683,98
230.610,99
231.780,94
232.706,92
233.585,90
234.787,89
235.680,88
236.601,87
237.797,87
238.654,86
239.531,86
240.803,85
241.646,85
242.506,85
243.772,85
244.605,85
245.532,85
246.746,85
247.595,85
248.501,85
249.671,85
250.549,85
251.475,90
252.645,87
253.571,87
254.449,89
255.700,89
256.545,90
257.448,89
258.594,89
259.523,89
260.445,94
261.615,91
262.492,90
263.370,90
264.589,90
265.471,90
266.344,86
267.563,88
268.461,87
269.322,90
270.562,88
271.414,91
272.340,91
273.510,90
274.388,91
275.314,90
276.574,90
277.366,90
278.336,90
279.534,92
280.433,93
281.264,92
282.471,92
283.358,92
284.235,92
285.405,92
286.335,92
287.209,92
288.431,92
289.305,92
290.183,87
291.450,89
292.279,88
293.157,88
294.375,81
295.303,85
296.179,83
297.367,84
298.226,83
299.153,83
300.374,83
301.249,83
302.175,82
303.322,82
304.223,82
305.100,77
306.298,79
307.200,78
308.125,72
309.293,74
310.170,74
311.051,74
312.267,73
313.147,73
314.031,73
315.240,73
316.215,73
316.995,72
318.214,63
319.092,66
319.969,67
321.188,67
322.065,66
322.993,66
324.210,66
325.088,66
325.965,66
327.177,66
328.013,66
328.988,66
330.110,66
331.035,75
331.913,71
333.327,70
334.009,70
334.912,67
336.057,66
336.983,67
337.892,67
339.080,66
339.957,66
340.883,66
342.053,72
342.930,74
343.808,71
345.027,70
345.917,70
346.900,70
348.002,70
348.976,70
349.804,70
350.974,70
351.901,70
352.827,62
354.068,65
354.877,65
355.996,65
356.924,64
357.848,64
358.726,58
359.944,60
360.822,60
361.699,60
362.918,59
363.824,59
364.673,59
365.917,59
366.771,56
367.647,55
368.940,56
369.743,62
370.670,65
371.840,62
372.723,61
373.644,61
374.813,61
375.891,73
376.666,80
377.787,74
378.717,73
379.640,74
380.761,74
381.687,73
382.565,63
383.783,66
384.661,67
385.538,64
386.757,60
387.674,58
388.561,54
389.731,56
390.608,56
391.489,56
392.705,72
393.631,81
394.615,87
395.727,90
396.851,86
397.534,87
398.677,86
399.542,85
400.507,86
401.677,88
402.552,90
403.430,88
404.617,88
405.532,88
406.404,88
407.622,91
408.646,89
409.383,89
410.599,89
411.479,91
412.355,91
413.594,92
414.447,94
415.333,92
416.546,88
417.480,86
418.303,88
419.566,87
420.395,87
421.324,87
422.529,87
423.372,87
424.299,87
425.467,87
426.342,87
427.269,87
428.464,87
429.365,87
