df_hash,22ZHK4.JEJ4QH
131.055,0.991
131.085,0.996
131.115,1.006
131.145,0.995
131.175,1.001
131.205,0.999
131.235,0.998
131.265,0.992
131.295,1.007
131.325,1.010
131.355,1.004
131.385,0.999
131.415,0.995
131.445,0.994
131.475,0.994
131.505,1.006
131.535,1.007
131.565,0.995
131.595,1.005
131.625,1.004
131.655,1.007
131.685,0.998
131.715,0.990
131.745,0.993
131.775,1.004
131.805,1.000
131.835,1.000
131.865,1.010
131.895,0.997
131.925,1.003
131.955,0.999
131.985,0.990
132.015,0.995
132.045,0.996
132.075,1.001
132.105,1.002
132.135,0.998
132.165,0.995
132.195,0.999
132.225,0.997
132.255,0.993
132.285,0.997
132.315,0.997
132.345,0.999
132.375,0.989
132.405,0.993
132.435,0.998
132.465,0.998
132.495,1.003
132.525,0.996
132.555,0.998
132.585,0.995
132.615,0.998
132.645,0.998
132.675,0.999
132.705,0.995
132.735,1.001
132.765,1.000
132.795,0.992
132.825,0.998
132.855,0.995
132.885,0.992
132.915,0.996
132.945,0.995
132.975,0.996
133.005,0.997
133.035,1.003
133.065,0.989
133.095,0.993
133.125,0.996
133.155,0.994
133.185,0.999
133.215,0.998
133.245,0.996
133.275,0.994
133.305,1.000
133.335,0.994
133.365,0.993
133.395,0.996
133.425,1.002
133.455,1.000
133.485,0.998
133.515,0.997
133.545,0.998
133.575,0.998
133.605,0.992
133.635,0.998
133.665,0.994
133.695,1.000
133.725,0.998
133.755,0.994
133.785,0.992
133.815,0.995
133.845,0.996
133.875,0.998
133.905,0.995
133.935,0.991
133.965,1.000
133.995,0.997
134.025,0.993
134.055,0.996
134.085,0.997
134.115,0.996
134.145,1.000
134.175,0.998
134.205,1.000
134.235,0.991
134.265,0.993
134.295,1.000
134.325,0.996
134.355,1.003
134.385,0.997
134.415,0.992
134.445,0.993
134.475,0.997
134.505,0.996
134.535,1.001
134.565,1.002
134.595,0.986
134.625,0.999
134.655,0.999
134.685,0.993
134.715,0.993
134.745,0.998
134.775,0.997
134.805,0.999
134.835,0.992
134.865,0.994
134.895,0.996
134.925,0.993
134.955,0.995
134.985,1.000
135.015,1.002
135.045,0.993
135.075,0.995
135.105,0.995
135.135,0.998
135.165,0.999
135.195,0.999
135.225,0.993
135.255,1.000
135.285,0.997
135.315,0.997
135.345,0.993
135.375,1.000
135.405,0.996
135.435,0.996
135.465,0.999
135.495,0.998
135.525,0.993
135.555,0.996
135.585,0.996
135.615,0.995
135.645,0.991
135.675,0.999
135.705,1.002
135.735,0.999
135.765,0.994
135.795,0.994
135.825,0.994
135.855,0.997
135.885,1.000
135.915,0.998
135.945,0.994
135.975,0.993
136.005,0.998
136.035,0.999
136.065,0.992
136.095,0.996
136.125,0.999
136.155,0.998
136.185,0.994
136.215,0.997
136.245,0.996
136.275,0.993
136.305,0.997
136.335,0.996
136.365,0.998
136.395,1.001
136.425,0.995
136.455,0.994
136.485,0.993
136.515,1.004
136.545,0.997
136.575,0.991
136.605,0.994
136.635,0.997
136.665,0.997
136.695,1.000
136.725,0.999
136.755,0.990
136.785,0.995
136.815,1.001
136.845,0.997
136.875,0.994
136.905,0.993
136.935,0.999
136.965,0.997
136.995,0.995
137.025,1.000
137.055,0.994
137.085,0.995
137.115,0.997
137.145,0.997
137.175,0.997
137.205,0.995
137.235,0.990
137.265,0.999
137.295,1.006
137.325,0.993
137.355,0.989
137.385,0.996
137.415,0.994
137.445,0.994
137.475,1.000
137.505,0.998
137.535,0.988
137.565,0.993
137.595,1.003
137.625,0.994
137.655,0.998
137.685,0.996
137.715,0.997
137.745,0.992
137.775,0.995
137.805,0.999
137.835,0.995
137.865,0.994
137.895,0.997
137.925,0.997
137.955,0.997
137.985,0.995
138.015,1.004
138.045,0.997
138.075,0.991
138.105,0.996
138.135,1.001
138.165,0.998
138.195,1.001
138.225,1.001
138.255,0.989
138.285,0.996
138.315,1.000
138.345,0.999
138.375,0.997
138.405,0.997
138.435,0.998
138.465,1.000
138.495,0.997
138.525,0.997
138.555,0.996
138.585,0.997
138.615,0.999
138.645,0.999
138.675,0.999
138.705,0.997
138.735,0.997
138.765,1.000
138.795,0.996
138.825,1.003
138.855,0.994
138.885,0.992
138.915,0.994
138.945,0.993
138.975,0.995
139.005,1.000
139.035,0.998
139.065,0.990
139.095,1.000
139.125,1.001
139.155,0.996
139.185,0.995
139.215,0.998
139.245,0.997
139.275,0.998
139.305,0.997
139.335,0.997
139.365,0.994
139.395,0.996
139.425,0.997
139.455,0.996
139.485,1.003
139.515,0.993
139.545,0.992
139.575,0.999
139.605,1.005
139.635,0.994
139.665,0.991
139.695,0.993
139.725,0.997
139.755,0.998
139.785,1.002
139.815,0.999
139.845,0.988
139.875,1.003
139.905,0.999
139.935,0.990
139.965,0.994
139.995,1.004
140.025,0.998
140.055,0.997
140.085,1.000
140.115,0.995
140.145,0.998
140.175,0.994
140.205,1.000
140.235,0.998
140.265,0.992
140.295,1.008
140.325,0.992
140.355,0.987
140.385,0.998
140.415,1.001
140.445,0.994
140.475,0.993
140.505,0.998
140.535,0.992
140.565,1.001
140.595,0.998
140.625,0.998
140.655,0.996
140.685,0.999
140.715,0.998
140.745,0.996
140.775,0.998
140.805,1.001
140.835,1.003
140.865,0.995
140.895,0.995
140.925,0.995
140.955,1.005
140.985,0.996
141.015,0.995
141.045,0.995
141.075,0.998
141.105,0.998
141.135,1.000
141.165,0.999
141.195,0.992
141.225,0.999
141.255,1.001
141.285,0.993
141.315,0.993
141.345,1.000
141.375,0.995
141.405,0.998
141.435,0.995
141.465,1.000
141.495,0.997
141.525,0.995
141.555,0.999
141.585,0.993
141.615,1.003
141.645,0.996
141.675,0.993
141.705,0.997
141.735,0.999
141.765,0.999
141.795,0.999
141.825,0.996
141.855,0.988
141.885,1.002
141.915,0.999
141.945,0.993
141.975,0.995
142.005,0.997
142.035,0.996
142.065,0.997
142.095,1.005
142.125,0.999
142.155,0.997
142.185,0.994
142.215,0.992
142.245,0.996
142.275,1.002
142.305,1.003
142.335,0.991
142.365,0.989
142.395,1.001
142.425,0.999
142.455,1.002
142.485,0.999
142.515,0.988
142.545,0.995
142.575,1.001
142.605,0.996
142.635,0.992
142.665,0.998
142.695,0.999
142.725,0.999
142.755,0.996
142.785,1.000
142.815,0.993
142.845,0.991
142.875,0.994
142.905,1.000
142.935,1.003
142.965,0.992
142.995,0.991
143.025,0.997
143.055,0.997
143.085,0.997
143.115,0.993
143.145,0.998
143.175,0.989
143.205,1.001
143.235,1.000
143.265,0.994
143.295,0.995
143.325,0.998
143.355,0.997
143.385,0.997
143.415,0.998
143.445,0.998
143.475,0.997
143.505,0.995
143.535,0.998
143.565,0.994
143.595,1.003
143.625,0.996
143.655,0.995
143.685,0.997
143.715,0.996
143.745,1.000
143.775,0.997
143.805,1.001
143.835,0.992
143.865,1.000
143.895,1.002
143.925,0.996
143.955,0.993
143.985,0.995
144.015,1.002
144.045,1.000
144.075,1.000
144.105,0.999
144.135,0.996
144.165,0.994
144.195,0.993
144.225,0.999
144.255,0.995
144.285,0.997
144.315,0.994
144.345,1.005
144.375,0.994
144.405,0.994
144.435,0.997
144.465,0.996
144.495,0.997
144.525,1.001
144.555,0.993
144.585,0.992
144.615,1.005
144.645,1.001
144.675,0.993
144.705,0.997
144.735,1.000
144.765,0.997
144.795,0.998
144.825,1.000
144.855,1.000
144.885,0.994
144.915,0.999
144.945,1.002
144.975,0.999
145.005,0.997
145.035,0.999
145.065,1.005
145.095,0.993
145.125,0.987
145.155,0.995
145.185,1.002
145.215,0.997
145.245,1.002
145.275,0.997
145.305,0.990
145.335,1.003
145.365,1.001
145.395,0.992
145.425,0.993
145.455,0.999
145.485,0.999
145.515,0.996
145.545,0.999
145.575,0.993
145.605,0.996
145.635,0.996
145.665,0.995
145.695,0.998
145.725,1.000
145.755,1.002
145.785,0.989
145.815,0.994
145.845,1.001
145.875,1.000
145.905,0.999
145.935,0.996
145.965,0.991
145.995,0.995
146.025,1.002
146.055,0.996
146.085,0.993
146.115,1.002
146.145,0.995
146.175,1.001
146.205,0.998
146.235,0.997
146.265,0.994
146.295,0.992
146.325,0.998
146.355,0.995
146.385,0.996
146.415,0.997
146.445,1.004
146.475,0.991
146.505,0.992
146.535,0.996
146.565,0.997
146.595,0.997
146.625,0.998
146.655,0.994
146.685,0.993
146.715,0.999
146.745,1.001
146.775,0.993
146.805,0.997
146.835,0.992
146.865,0.993
146.895,0.996
146.925,0.999
146.955,0.999
146.985,0.999
147.015,0.996
147.045,1.000
147.075,0.994
147.105,0.995
147.135,0.995
147.165,1.002
147.195,1.001
147.225,0.994
147.255,0.991
147.285,0.997
147.315,0.999
147.345,0.995
147.375,0.999
147.405,0.989
147.435,0.999
147.465,0.999
147.495,0.998
147.525,0.994
147.555,0.999
147.585,0.997
147.615,0.994
147.645,0.998
147.675,0.999
147.705,0.996
147.735,0.993
147.765,0.994
147.795,0.998
147.825,1.005
147.855,0.999
147.885,0.990
147.915,0.995
147.945,1.001
147.975,0.997
148.005,0.999
148.035,0.999
148.065,0.989
148.095,1.001
148.125,0.998
148.155,0.993
148.185,0.993
148.215,1.000
148.245,0.999
148.275,0.997
148.305,0.995
148.335,0.994
148.365,0.999
148.395,0.998
148.425,0.994
148.455,0.998
148.485,0.999
148.515,0.996
148.545,0.991
148.575,0.997
148.605,0.995
148.635,0.998
148.665,0.999
148.695,0.998
148.725,0.992
148.755,0.998
148.785,1.002
148.815,0.998
148.845,0.994
148.875,0.995
148.905,0.996
148.935,0.997
148.965,0.994
148.995,1.000
149.025,0.994
149.055,0.997
149.085,0.998
149.115,0.998
149.145,0.998
149.175,0.996
149.205,1.005
149.235,0.992
149.265,0.991
149.295,0.996
149.325,0.999
149.355,1.000
149.385,1.003
149.415,0.998
149.445,0.988
149.475,0.997
149.505,1.000
149.535,0.996
149.565,0.991
149.595,0.997
149.625,1.000
149.655,0.993
149.685,0.997
149.715,0.995
149.745,0.999
149.775,0.997
149.805,0.996
149.835,0.996
149.865,0.999
149.895,1.005
149.925,0.996
149.955,0.991
149.985,0.994
150.015,0.998
150.045,0.996
150.075,0.997
150.105,0.996
150.135,0.990
150.165,1.002
150.195,1.000
150.225,0.994
150.255,0.999
150.285,0.997
150.315,0.994
150.345,0.998
150.375,1.000
150.405,0.994
150.435,0.994
150.465,0.992
150.495,0.998
150.525,0.999
150.555,1.000
150.585,0.988
150.615,0.994
150.645,0.998
150.675,0.997
150.705,0.998
150.735,1.000
150.765,0.993
150.795,0.994
150.825,0.997
150.855,0.991
150.885,0.996
150.915,0.995
150.945,0.999
150.975,0.995
151.005,0.994
151.035,0.996
151.065,0.995
151.095,0.998
151.125,0.993
151.155,0.998
151.185,0.999
151.215,1.004
151.245,0.991
151.275,0.991
151.305,0.996
151.335,0.997
151.365,1.000
151.395,1.000
151.425,0.989
151.455,0.995
151.485,1.002
151.515,0.997
151.545,0.992
151.575,1.000
151.605,0.996
151.635,0.997
151.665,0.999
151.695,0.995
151.725,0.992
151.755,0.994
151.785,0.995
151.815,0.993
151.845,1.001
151.875,1.003
151.905,1.002
151.935,0.994
151.965,0.991
151.995,0.996
152.025,0.998
152.055,1.003
152.085,1.000
152.115,0.989
152.145,1.000
152.175,1.000
152.205,0.995
152.235,0.993
152.265,1.001
152.295,1.000
152.325,0.997
152.355,0.999
152.385,0.999
152.415,0.997
152.445,1.000
152.475,0.994
152.505,0.999
152.535,0.996
152.565,1.005
152.595,0.994
152.625,0.993
152.655,0.995
152.685,0.998
152.715,0.999
152.745,0.995
152.775,0.992
152.805,0.995
152.835,1.002
152.865,0.992
152.895,0.992
152.925,1.000
152.955,0.997
152.985,0.995
153.015,0.998
153.045,0.996
153.075,0.997
153.105,0.995
153.135,0.997
153.165,0.992
153.195,1.004
153.225,0.998
153.255,0.990
153.285,0.992
153.315,1.000
153.345,1.000
153.375,0.994
153.405,1.000
153.435,0.994
153.465,1.002
153.495,0.992
153.525,0.998
153.555,0.995
153.585,0.997
153.615,0.999
153.645,0.998
153.675,0.996
153.705,0.997
153.735,0.997
153.765,0.994
153.795,0.994
153.825,0.993
153.855,1.001
153.885,0.998
153.915,0.994
153.945,0.992
153.975,0.997
154.005,0.998
154.035,1.002
154.065,0.999
154.095,0.990
154.125,0.999
154.155,0.999
154.185,0.994
154.215,1.000
154.245,0.997
154.275,0.996
154.305,0.998
154.335,0.998
154.365,0.995
154.395,0.997
154.425,1.000
154.455,0.992
154.485,0.995
154.515,0.994
154.545,1.006
154.575,0.994
154.605,0.993
154.635,0.997
154.665,0.996
154.695,1.000
154.725,0.998
154.755,0.994
154.785,0.996
154.815,1.000
154.845,0.997
154.875,0.992
154.905,0.998
154.935,0.997
154.965,0.998
154.995,1.000
155.025,0.997
155.055,0.993
155.085,0.998
155.115,1.000
155.145,0.989
155.175,0.997
155.205,1.003
155.235,1.006
155.265,0.989
155.295,0.989
155.325,0.994
155.355,1.000
155.385,1.004
155.415,0.996
155.445,0.992
155.475,0.996
155.505,0.999
155.535,0.995
155.565,0.995
155.595,0.995
155.625,0.996
155.655,0.997
155.685,0.995
155.715,0.997
155.745,0.999
155.775,0.995
155.805,0.995
155.835,0.997
155.865,1.000
155.895,0.999
155.925,0.992
155.955,0.997
155.985,0.998
156.015,0.995
156.045,0.993
156.075,0.996
156.105,0.992
156.135,1.002
156.165,0.998
156.195,0.994
156.225,1.000
156.255,1.000
156.285,0.997
156.315,0.995
156.345,0.995
156.375,0.996
156.405,0.997
156.435,1.002
156.465,0.994
156.495,0.996
156.525,0.996
156.555,1.005
156.585,0.995
156.615,0.989
156.645,0.994
156.675,0.998
156.705,0.998
156.735,0.998
156.765,0.997
156.795,0.994
156.825,0.997
156.855,0.998
156.885,0.995
156.915,0.996
156.945,0.999
156.975,0.997
157.005,0.999
157.035,0.995
157.065,0.995
157.095,0.994
157.125,0.997
157.155,0.991
157.185,1.000
157.215,1.005
157.245,1.001
157.275,0.994
157.305,0.993
157.335,0.996
157.365,0.994
157.395,0.996
157.425,1.001
157.455,0.992
157.485,0.998
157.515,0.995
157.545,0.997
157.575,0.996
157.605,0.999
157.635,0.998
157.665,0.997
157.695,0.995
157.725,0.996
157.755,0.998
157.785,0.992
157.815,0.993
157.845,0.995
157.875,0.998
157.905,1.003
157.935,0.996
157.965,0.991
157.995,0.993
158.025,0.985
158.055,0.994
158.085,0.997
158.115,1.001
158.145,0.994
158.175,1.006
158.205,0.996
158.235,0.990
158.265,0.994
158.295,0.999
158.325,0.996
158.355,0.998
158.385,0.997
158.415,0.997
158.445,0.993
158.475,0.993
158.505,0.999
158.535,0.997
158.565,1.004
158.595,0.992
158.625,0.993
158.655,0.995
158.685,0.994
158.715,0.996
158.745,1.002
158.775,0.993
158.805,0.993
158.835,1.002
158.865,0.993
158.895,0.994
158.925,0.995
158.955,0.997
158.985,0.997
159.015,0.998
159.045,0.999
159.075,0.999
159.105,0.993
159.135,0.991
159.165,0.994
159.195,1.003
159.225,0.991
159.255,0.990
159.285,0.995
159.315,0.996
159.345,0.999
159.375,1.001
159.405,0.994
159.435,0.998
159.465,0.998
159.495,0.993
159.525,0.992
159.555,0.997
159.585,0.998
159.615,0.998
159.645,0.993
159.675,0.995
159.705,0.995
159.735,0.996
159.765,0.996
159.795,1.000
159.825,0.992
159.855,0.995
159.885,1.003
159.915,0.999
159.945,0.992
159.975,0.991
160.005,0.996
160.035,0.995
160.065,1.000
160.095,0.997
160.125,0.990
160.155,0.994
160.185,0.995
160.215,0.996
160.245,0.994
160.275,0.996
160.305,0.994
160.335,0.999
160.365,0.998
160.395,0.996
160.425,0.994
160.455,0.994
160.485,0.995
160.515,0.998
160.545,0.998
160.575,0.996
160.605,0.998
160.635,0.999
160.665,1.000
160.695,0.993
160.725,0.995
160.755,0.996
160.785,0.996
160.815,1.000
160.845,0.995
160.875,0.993
160.905,0.996
160.935,0.998
160.965,0.991
160.995,0.994
161.025,0.997
161.055,0.999
161.085,0.991
161.115,0.997
161.145,0.997
161.175,0.995
161.205,1.001
161.235,0.993
161.265,1.000
161.295,0.996
161.325,0.991
161.355,0.996
161.385,0.999
161.415,1.003
161.445,0.991
161.475,0.988
161.505,0.992
161.535,0.996
161.565,0.999
161.595,0.997
161.625,0.991
161.655,0.993
161.685,0.999
161.715,0.999
161.745,0.993
161.775,1.001
161.805,0.997
161.835,0.995
161.865,0.996
161.895,1.000
161.925,0.997
161.955,0.996
161.985,1.002
162.015,0.994
162.045,0.993
162.075,0.999
162.105,1.007
162.135,0.992
162.165,0.993
162.195,0.994
162.225,0.992
162.255,0.998
162.285,1.001
162.315,0.995
162.345,0.994
162.375,1.000
162.405,0.997
162.435,0.995
162.465,0.995
162.495,0.999
162.525,0.996
162.555,0.996
162.585,0.997
162.615,0.998
162.645,0.996
162.675,0.998
162.705,0.995
162.735,0.995
162.765,0.993
162.795,0.992
162.825,1.007
162.855,0.998
162.885,0.989
162.915,0.997
162.945,0.998
162.975,0.994
163.005,1.000
163.035,1.001
163.065,0.987
163.095,0.997
163.125,1.001
163.155,0.997
163.185,0.991
163.215,0.996
163.245,0.993
163.275,0.993
163.305,0.997
163.335,0.995
163.365,0.996
163.395,0.993
163.425,0.995
163.455,0.995
163.485,0.997
163.515,0.994
163.545,1.002
163.575,0.999
163.605,0.992
163.635,0.995
163.665,0.994
163.695,0.996
163.725,1.000
163.755,1.002
163.785,0.990
163.815,0.995
163.845,1.001
163.875,0.999
163.905,0.994
163.935,0.994
163.965,0.996
163.995,0.993
164.025,0.996
164.055,0.995
164.085,0.993
164.115,0.998
164.145,0.996
164.175,0.996
164.205,0.995
164.235,0.996
164.265,0.996
164.295,1.003
164.325,1.001
164.355,0.990
164.385,0.992
164.415,0.998
164.445,0.996
164.475,1.002
164.505,0.997
164.535,0.988
164.565,1.000
164.595,1.000
164.625,0.994
164.655,0.996
164.685,0.998
164.715,0.996
164.745,0.995
164.775,0.998
164.805,0.998
164.835,0.991
164.865,0.995
164.895,0.998
164.925,0.995
164.955,0.994
164.985,0.993
165.015,1.005
165.045,0.999
165.075,0.991
165.105,0.993
165.135,0.997
165.165,0.994
165.195,0.996
165.225,0.999
165.255,0.995
165.285,0.998
165.315,0.996
165.345,0.992
165.375,0.994
165.405,0.997
165.435,1.001
165.465,0.996
165.495,0.992
165.525,0.993
165.555,0.998
165.585,0.994
165.615,0.997
165.645,0.997
165.675,0.996
165.705,0.995
165.735,1.003
165.765,0.998
165.795,0.991
165.825,0.994
165.855,0.998
165.885,0.994
165.915,1.000
165.945,1.000
165.975,0.988
166.005,0.999
166.035,1.002
166.065,0.996
166.095,0.997
166.125,0.997
166.155,0.993
166.185,0.996
166.215,1.000
166.245,0.995
166.275,0.993
166.305,1.001
166.335,1.001
166.365,0.990
166.395,0.995
166.425,0.997
166.455,1.002
166.485,0.994
166.515,0.996
166.545,0.990
166.575,0.994
166.605,1.000
166.635,1.002
166.665,0.995
166.695,0.990
166.725,1.001
166.755,0.997
166.785,0.994
166.815,0.996
166.845,0.997
166.875,0.995
166.905,0.993
166.935,1.000
166.965,0.999
166.995,0.993
167.025,0.997
167.055,0.994
167.085,0.991
167.115,0.997
167.145,1.005
167.175,0.998
167.205,0.990
167.235,0.992
167.265,1.000
167.295,0.997
167.325,0.997
167.355,1.000
167.385,0.990
167.415,0.996
167.445,0.999
167.475,0.993
167.505,0.993
167.535,0.998
167.565,0.995
167.595,0.999
167.625,1.001
167.655,0.995
167.685,0.994
167.715,0.998
167.745,0.993
167.775,0.996
167.805,0.999
167.835,1.003
167.865,0.991
167.895,0.993
167.925,0.995
167.955,0.992
167.985,0.999
168.015,1.000
168.045,0.993
168.075,0.991
168.105,1.001
168.135,0.997
168.165,0.993
168.195,0.996
168.225,1.002
168.255,0.997
168.285,0.997
168.315,1.000
168.345,1.000
168.375,0.994
168.405,0.994
168.435,0.993
168.465,0.997
168.495,1.001
168.525,1.001
168.555,0.991
168.585,0.992
168.615,0.997
168.645,0.999
168.675,0.997
168.705,0.997
168.735,0.990
168.765,0.991
168.795,1.000
168.825,0.999
168.855,0.990
168.885,0.997
168.915,1.001
168.945,0.996
168.975,0.994
169.005,0.996
169.035,0.996
169.065,0.997
169.095,0.996
169.125,0.998
169.155,0.991
169.185,0.997
169.215,1.001
169.245,1.005
169.275,0.991
169.305,0.996
169.335,0.998
169.365,0.997
169.395,0.998
169.425,0.997
169.455,0.995
169.485,0.995
169.515,0.999
169.545,0.996
169.575,0.996
169.605,0.998
169.635,0.999
169.665,0.999
169.695,0.998
169.725,0.992
169.755,0.993
169.785,0.997
169.815,0.997
169.845,0.999
169.875,0.994
169.905,0.997
169.935,0.995
169.965,1.002
169.995,1.002
170.025,0.987
170.055,0.994
170.085,0.997
170.115,0.998
170.145,0.999
170.175,1.000
170.205,0.987
170.235,1.000
170.265,0.998
170.295,0.991
170.325,0.992
170.355,0.998
170.385,1.000
170.415,0.999
170.445,0.997
170.475,0.995
170.505,0.992
170.535,0.992
170.565,0.999
170.595,0.995
170.625,0.997
170.655,0.996
170.685,1.001
170.715,0.992
170.745,0.991
170.775,0.992
170.805,0.999
170.835,0.996
170.865,0.998
170.895,0.998
170.925,0.989
170.955,1.000
170.985,0.996
171.015,0.994
171.045,0.992
171.075,0.997
171.105,1.001
171.135,0.998
171.165,0.994
171.195,0.998
171.225,0.995
171.255,0.993
171.285,0.996
171.315,1.000
171.345,0.996
171.375,0.994
171.405,1.002
171.435,1.000
171.465,0.992
171.495,0.994
171.525,0.997
171.555,0.995
171.585,1.001
171.615,1.001
171.645,0.991
171.675,0.991
171.705,1.004
171.735,1.000
171.765,0.997
171.795,1.000
171.825,0.998
171.855,0.995
171.885,0.998
171.915,0.999
171.945,0.990
171.975,0.994
172.005,0.997
172.035,0.998
172.065,0.996
172.095,0.995
172.125,0.996
172.155,1.003
172.185,1.000
172.215,0.991
172.245,0.992
172.275,0.998
172.305,1.001
172.335,1.002
172.365,0.995
172.395,0.990
172.425,0.999
172.455,0.999
172.485,0.995
172.515,0.993
172.545,0.996
172.575,0.998
172.605,0.994
172.635,0.997
172.665,0.990
172.695,0.994
172.725,0.999
172.755,0.999
172.785,1.002
172.815,1.004
172.845,1.006
172.875,0.996
172.905,0.993
172.935,0.991
172.965,0.994
172.995,0.997
173.025,0.998
173.055,0.997
173.085,0.988
173.115,1.001
173.145,0.996
173.175,0.991
173.205,1.000
173.235,0.997
173.265,0.998
173.295,0.999
173.325,0.994
173.355,0.994
173.385,1.000
173.415,0.998
173.445,0.999
173.475,0.995
173.505,1.001
173.535,0.994
173.565,0.995
173.595,0.993
173.625,0.996
173.655,0.993
173.685,1.001
173.715,0.991
173.745,0.983
173.775,0.992
173.805,0.996
173.835,1.000
173.865,1.001
173.895,1.000
173.925,1.002
173.955,1.002
173.985,0.999
174.015,0.999
174.045,0.995
174.075,0.990
174.105,0.997
174.135,1.002
174.165,0.998
174.195,1.001
174.225,0.995
174.255,1.008
174.285,0.995
174.315,0.993
174.345,0.995
174.375,1.001
174.405,0.996
174.435,1.001
174.465,0.998
174.495,0.990
174.525,0.998
174.555,1.000
174.585,0.991
174.615,0.996
174.645,1.000
174.675,0.996
174.705,0.993
174.735,0.997
174.765,0.993
174.795,0.992
174.825,0.995
174.855,0.997
174.885,0.993
174.915,0.996
174.945,0.997
174.975,0.993
175.005,0.994
175.035,1.002
175.065,1.003
175.095,0.990
175.125,0.991
175.155,0.996
175.185,0.998
175.215,1.001
175.245,0.998
175.275,0.992
175.305,0.994
175.335,0.997
175.365,0.998
175.395,0.994
175.425,0.995
175.455,0.997
175.485,0.999
175.515,0.997
175.545,0.995
175.575,0.995
175.605,0.996
175.635,0.997
175.665,1.000
175.695,0.996
175.725,1.004
175.755,0.994
175.785,0.992
175.815,0.992
175.845,0.996
175.875,0.996
175.905,0.993
175.935,0.998
175.965,0.995
175.995,0.997
176.025,0.996
176.055,0.995
176.085,0.997
176.115,0.997
176.145,0.996
176.175,0.999
176.205,0.999
176.235,0.996
176.265,0.994
176.295,0.994
176.325,0.993
176.355,1.003
176.385,1.001
176.415,0.992
176.445,0.989
176.475,0.995
176.505,0.997
176.535,1.000
176.565,0.999
176.595,0.989
176.625,0.996
176.655,0.996
176.685,0.993
176.715,0.999
176.745,0.995
176.775,0.997
176.805,0.997
176.835,0.996
176.865,0.997
176.895,0.997
176.925,0.997
176.955,0.996
176.985,0.994
177.015,1.005
177.045,0.994
177.075,0.989
177.105,0.995
177.135,0.996
177.165,0.996
177.195,0.997
177.225,0.996
177.255,0.991
177.285,0.999
177.315,0.998
177.345,0.991
177.375,0.995
177.405,0.997
177.435,0.996
177.465,0.998
177.495,1.001
177.525,0.998
177.555,0.991
177.585,0.997
177.615,0.998
177.645,0.997
177.675,0.997
177.705,1.005
177.735,0.996
177.765,0.989
177.795,0.992
177.825,0.998
177.855,1.002
177.885,0.996
177.915,0.994
177.945,0.999
177.975,1.001
178.005,0.998
178.035,0.996
178.065,0.996
178.095,0.998
178.125,0.993
178.155,1.001
178.185,0.997
178.215,0.994
178.245,0.996
178.275,0.996
178.305,0.993
178.335,0.996
178.365,1.004
178.395,0.997
178.425,0.991
178.455,0.993
178.485,0.995
178.515,0.998
178.545,0.999
178.575,1.000
178.605,0.989
178.635,1.000
178.665,1.000
178.695,0.992
178.725,0.995
178.755,0.998
178.785,0.995
178.815,0.999
178.845,0.997
178.875,0.994
178.905,0.989
178.935,0.996
178.965,0.995
178.995,0.991
179.025,1.004
179.055,1.002
179.085,0.994
179.115,0.992
179.145,0.997
179.175,0.993
179.205,0.998
179.235,1.002
179.265,0.992
179.295,1.001
179.325,0.997
179.355,0.994
179.385,0.996
179.415,0.996
179.445,0.996
179.475,0.999
179.505,1.001
179.535,0.993
179.565,0.994
179.595,1.001
179.625,0.999
179.655,0.990
179.685,0.997
179.715,1.001
179.745,1.003
179.775,0.992
179.805,0.993
179.835,0.998
179.865,0.998
179.895,0.998
179.925,1.000
179.955,0.989
179.985,0.991
180.015,0.996
180.045,0.999
180.075,0.995
180.105,0.998
180.135,0.995
180.165,0.999
180.195,0.998
180.225,0.999
180.255,0.993
180.285,0.994
180.315,0.995
180.345,0.997
180.375,0.994
180.405,0.995
180.435,0.999
180.465,0.993
180.495,1.001
180.525,1.004
180.555,1.001
180.585,0.988
180.615,0.995
180.645,0.995
180.675,0.996
180.705,0.997
180.735,1.001
180.765,0.995
180.795,0.989
180.825,0.999
180.855,0.998
180.885,0.990
180.915,0.995
180.945,0.997
180.975,0.998
181.005,0.998
181.035,0.997
181.065,0.998
181.095,0.992
181.125,1.000
181.155,0.995
181.185,0.996
181.215,1.001
181.245,0.993
181.275,0.998
181.305,0.995
181.335,1.007
181.365,0.993
181.395,0.988
181.425,0.996
181.455,1.001
181.485,1.000
181.515,0.999
181.545,0.993
181.575,0.994
181.605,1.000
181.635,0.996
181.665,0.994
181.695,0.996
181.725,0.999
181.755,0.992
181.785,1.000
181.815,0.998
181.845,0.995
181.875,0.992
181.905,0.999
181.935,0.997
181.965,0.996
181.995,0.997
182.025,1.004
182.055,0.990
182.085,0.992
182.115,0.995
182.145,0.998
182.175,1.000
182.205,0.995
182.235,1.000
182.265,0.990
182.295,1.002
182.325,0.996
182.355,0.993
182.385,0.995
182.415,0.999
182.445,1.000
182.475,0.998
182.505,0.997
182.535,0.992
182.565,0.993
182.595,0.996
182.625,0.994
182.655,0.998
182.685,0.999
182.715,1.001
182.745,0.992
182.775,0.995
182.805,0.994
182.835,0.994
182.865,1.002
182.895,0.998
182.925,0.993
182.955,1.002
182.985,1.002
183.015,0.996
183.045,0.996
183.075,0.996
183.105,0.999
183.135,0.999
183.165,0.999
183.195,0.998
183.225,0.994
183.255,0.997
183.285,0.995
183.315,1.000
183.345,0.998
183.375,0.987
183.405,0.995
183.435,0.996
