df_hash,22ZHK4.L5WD3N
276.526,291
276.551,159
276.576,64
276.601,-29
276.626,-180
276.651,-417
276.676,-686
276.701,-851
276.726,-770
276.751,-411
276.776,101
276.801,551
276.826,778
276.851,780
276.876,681
276.901,600
276.926,551
276.951,464
276.976,302
277.001,125
277.026,40
277.051,86
277.076,196
277.101,262
277.126,245
277.151,192
277.176,161
277.201,149
277.226,108
277.251,21
277.276,-66
277.301,-109
277.326,-127
277.351,-191
277.376,-303
277.401,-330
277.426,-81
277.451,521
277.476,1333
277.501,2068
277.526,2497
277.551,2585
277.576,2455
277.601,2253
277.626,2042
277.651,1817
277.676,1569
277.701,1312
277.726,1042
277.751,716
277.776,298
277.801,-173
277.826,-579
277.851,-808
277.876,-857
277.901,-837
277.926,-872
277.951,-995
277.976,-1141
278.001,-1245
278.026,-1318
278.051,-1411
278.076,-1502
278.101,-1451
278.126,-1092
278.151,-407
278.176,402
278.201,1048
278.226,1368
278.251,1432
278.276,1429
278.301,1466
278.326,1471
278.351,1315
278.376,996
278.401,678
278.426,541
278.451,597
278.476,686
278.501,655
278.526,509
278.551,378
278.576,344
278.601,332
278.626,201
278.651,-93
278.676,-454
278.701,-776
278.726,-1072
278.751,-1429
278.776,-1828
278.801,-2049
278.826,-1821
278.851,-1092
278.876,-137
278.901,631
278.926,984
278.951,1011
278.976,967
279.001,1000
279.026,1042
279.051,937
279.076,649
279.101,305
279.126,69
279.151,-6
279.176,11
279.201,58
279.226,160
279.251,389
279.276,746
279.301,1115
279.326,1351
279.351,1404
279.376,1348
279.401,1271
279.426,1175
279.451,976
279.476,637
279.501,266
279.526,63
279.551,150
279.576,457
279.601,787
279.626,1008
279.651,1154
279.676,1359
279.701,1678
279.726,2013
279.751,2210
279.776,2220
279.801,2129
279.826,2044
279.851,1969
279.876,1824
279.901,1575
279.926,1302
279.951,1117
279.976,1034
280.001,951
280.026,779
280.051,544
280.076,339
280.101,183
280.126,-24
280.151,-363
280.176,-732
280.201,-872
280.226,-599
280.251,0
280.276,619
280.301,986
280.326,1061
280.351,956
280.376,705
280.401,145
280.426,-925
280.451,-2494
280.476,-4242
280.501,-5734
280.526,-6683
280.551,-7062
280.576,-6988
280.601,-6565
280.626,-5861
280.651,-4997
280.676,-4193
280.701,-3651
280.726,-3381
280.751,-3178
280.776,-2798
280.801,-2177
280.826,-1460
280.851,-799
280.876,-130
280.901,807
280.926,2219
280.951,3998
280.976,5749
281.001,7071
281.026,7842
281.051,8228
281.076,8462
281.101,8626
281.126,8655
281.151,8499
281.176,8209
281.201,7856
281.226,7400
281.251,6718
281.276,5769
281.301,4691
281.326,3691
281.351,2828
281.376,1956
281.401,910
281.426,-259
281.451,-1309
281.476,-2059
281.501,-2600
281.526,-3181
281.551,-3872
281.576,-4386
281.601,-4306
281.626,-3507
281.651,-2350
281.676,-1408
281.701,-1008
281.726,-1018
281.751,-1086
281.776,-1028
281.801,-971
281.826,-1127
281.851,-1502
281.876,-1857
281.901,-1950
281.926,-1776
281.951,-1529
281.976,-1386
282.001,-1346
282.026,-1308
282.051,-1242
282.076,-1236
282.101,-1365
282.126,-1566
282.151,-1694
282.176,-1693
282.201,-1667
282.226,-1737
282.251,-1837
282.276,-1701
282.301,-1092
282.326,-58
282.351,1060
282.376,1884
282.401,2275
282.426,2378
282.451,2425
282.476,2509
282.501,2551
282.526,2443
282.551,2195
282.576,1936
282.601,1794
282.626,1784
282.651,1809
282.676,1754
282.701,1584
282.726,1353
282.751,1132
282.776,939
282.801,729
282.826,462
282.851,154
282.876,-127
282.901,-349
282.926,-568
282.951,-874
282.976,-1266
283.001,-1566
283.026,-1519
283.051,-1005
283.076,-170
283.101,646
283.126,1165
283.151,1351
283.176,1379
283.201,1428
283.226,1523
283.251,1553
283.276,1442
283.301,1247
283.326,1105
283.351,1095
283.376,1166
283.401,1203
283.426,1145
283.451,1028
283.476,916
283.501,817
283.526,681
283.551,477
283.576,238
283.601,32
283.626,-122
283.651,-281
283.676,-498
283.701,-757
283.726,-985
283.751,-1158
283.776,-1347
283.801,-1626
283.826,-1924
283.851,-1994
283.876,-1601
283.901,-760
283.926,217
283.951,949
283.976,1273
284.001,1326
284.026,1350
284.051,1440
284.076,1501
284.101,1414
284.126,1214
284.151,1058
284.176,1061
284.201,1193
284.226,1332
284.251,1393
284.276,1376
284.301,1306
284.326,1176
284.351,969
284.376,709
284.401,448
284.426,210
284.451,-26
284.476,-276
284.501,-504
284.526,-687
284.551,-894
284.576,-1241
284.601,-1721
284.626,-2096
284.651,-2033
284.676,-1407
284.701,-462
284.726,363
284.751,786
284.776,866
284.801,854
284.826,904
284.851,957
284.876,890
284.901,706
284.926,549
284.951,546
284.976,683
285.001,854
285.026,981
285.051,1062
285.076,1114
285.101,1119
285.126,1049
285.151,914
285.176,752
285.201,575
285.226,361
285.251,107
285.276,-134
285.301,-321
285.326,-502
285.351,-778
285.376,-1155
285.401,-1436
285.426,-1341
285.451,-760
285.476,106
285.501,890
285.526,1335
285.551,1466
285.576,1481
285.601,1530
285.626,1598
285.651,1584
285.676,1446
285.701,1250
285.726,1101
285.751,1048
285.776,1059
285.801,1065
285.826,1018
285.851,912
285.876,773
285.901,627
285.926,468
285.951,268
285.976,16
286.001,-251
286.026,-476
286.051,-659
286.076,-882
286.101,-1218
286.126,-1597
286.151,-1784
286.176,-1551
286.201,-886
286.226,-49
286.251,626
286.276,975
286.301,1080
286.326,1127
286.351,1215
286.376,1305
286.401,1326
286.426,1280
286.451,1243
286.476,1284
286.501,1400
286.526,1536
286.551,1625
286.576,1619
286.601,1485
286.626,1218
286.651,833
286.676,356
286.701,-198
286.726,-821
286.751,-1464
286.776,-2027
286.801,-2397
286.826,-2508
286.851,-2350
286.876,-1942
286.901,-1312
286.926,-537
286.951,222
286.976,777
287.001,1028
287.026,1036
287.051,954
287.076,884
287.101,809
287.126,663
287.151,439
287.176,205
287.201,16
287.226,-138
287.251,-303
287.276,-482
287.301,-644
287.326,-791
287.351,-977
287.376,-1230
287.401,-1451
287.426,-1430
287.451,-1010
287.476,-229
287.501,686
287.526,1457
287.551,1894
287.576,1949
287.601,1697
287.626,1309
287.651,1003
287.676,960
287.701,1203
287.726,1569
287.751,1834
287.776,1886
287.801,1793
287.826,1697
287.851,1658
287.876,1606
287.901,1450
287.926,1196
287.951,950
287.976,803
288.001,741
288.026,671
288.051,528
288.076,332
288.101,154
288.126,26
288.151,-82
288.176,-226
288.201,-412
288.226,-594
288.251,-735
288.276,-855
288.301,-1017
288.326,-1244
288.351,-1456
288.376,-1501
288.401,-1264
288.426,-767
288.451,-165
288.476,357
288.501,713
288.526,938
288.551,1122
288.576,1302
288.601,1448
288.626,1513
288.651,1511
288.676,1512
288.701,1582
288.726,1711
288.751,1823
288.776,1837
288.801,1726
288.826,1526
288.851,1280
288.876,993
288.901,651
288.926,259
288.951,-128
288.976,-449
289.001,-695
289.026,-932
289.051,-1220
289.076,-1522
289.101,-1681
289.126,-1536
289.151,-1064
289.176,-437
289.201,96
289.226,387
289.251,468
289.276,482
289.301,534
289.326,616
289.351,656
289.376,617
289.401,542
289.426,504
289.451,534
289.476,598
289.501,637
289.526,624
289.551,572
289.576,511
289.601,451
289.626,375
289.651,271
289.676,149
289.701,37
289.726,-59
289.751,-180
289.776,-380
289.801,-650
289.826,-872
289.851,-879
289.876,-587
289.901,-95
289.926,373
289.951,632
289.976,670
290.001,623
290.026,627
290.051,699
290.076,760
290.101,755
290.126,718
290.151,721
290.176,768
290.201,778
290.226,661
290.251,428
290.276,194
290.301,91
290.326,158
290.351,323
290.376,466
290.401,502
290.426,429
290.451,297
290.476,146
290.501,-33
290.526,-292
290.551,-643
290.576,-1005
290.601,-1215
290.626,-1133
290.651,-748
290.676,-199
290.701,317
290.726,679
290.751,884
290.776,993
290.801,1064
290.826,1118
290.851,1161
290.876,1201
290.901,1227
290.926,1202
290.951,1090
290.976,897
291.001,672
291.026,466
291.051,305
291.076,223
291.101,290
291.126,562
291.151,967
291.176,1261
291.201,1156
291.226,549
291.251,-362
291.276,-1217
291.301,-1750
291.326,-1950
291.351,-1964
291.376,-1889
291.401,-1685
291.426,-1277
291.451,-701
291.476,-113
291.501,352
291.526,692
291.551,985
291.576,1258
291.601,1441
291.626,1457
291.651,1342
291.676,1250
291.701,1316
291.726,1551
291.751,1846
291.776,2089
291.801,2231
291.826,2272
291.851,2203
291.876,1995
291.901,1641
291.926,1187
291.951,712
291.976,290
292.001,-33
292.026,-248
292.051,-390
292.076,-533
292.101,-751
292.126,-1053
292.151,-1347
292.176,-1495
292.201,-1419
292.226,-1155
292.251,-809
292.276,-467
292.301,-152
292.326,137
292.351,395
292.376,590
292.401,699
292.426,710
292.451,620
292.476,450
292.501,284
292.526,251
292.551,416
292.576,685
292.601,843
292.626,752
292.651,514
292.676,409
292.701,639
292.726,1126
292.751,1571
292.776,1706
292.801,1478
292.826,991
292.851,339
292.876,-445
292.901,-1280
292.926,-1924
292.951,-2084
292.976,-1662
293.001,-877
293.026,-113
293.051,376
293.076,620
293.101,808
293.126,1062
293.151,1334
293.176,1507
293.201,1547
293.226,1533
293.251,1551
293.276,1600
293.301,1591
293.326,1442
293.351,1151
293.376,787
293.401,430
293.426,125
293.451,-121
293.476,-317
293.501,-460
293.526,-539
293.551,-561
293.576,-567
293.601,-620
293.626,-744
293.651,-872
293.676,-863
293.701,-600
293.726,-111
293.751,420
293.776,782
293.801,898
293.826,859
293.851,818
293.876,831
293.901,832
293.926,740
293.951,574
293.976,434
294.001,381
294.026,362
294.051,280
294.076,115
294.101,-41
294.126,-101
294.151,-90
294.176,-120
294.201,-245
294.226,-378
294.251,-383
294.276,-256
294.301,-156
294.326,-247
294.351,-485
294.376,-622
294.401,-433
294.426,62
294.451,608
294.476,951
294.501,1056
294.526,1084
294.551,1185
294.576,1343
294.601,1431
294.626,1388
294.651,1297
294.676,1289
294.701,1387
294.726,1485
294.751,1455
294.776,1280
294.801,1054
294.826,873
294.851,745
294.876,610
294.901,426
294.926,211
294.951,9
294.976,-172
295.001,-367
295.026,-601
295.051,-826
295.076,-943
295.101,-871
295.126,-626
295.151,-321
295.176,-89
295.201,5
295.226,-2
295.251,-43
295.276,-82
295.301,-154
295.326,-304
295.351,-526
295.376,-761
295.401,-954
295.426,-1110
295.451,-1267
295.476,-1412
295.501,-1447
295.526,-1260
295.551,-838
295.576,-322
295.601,92
295.626,296
295.651,333
295.676,333
295.701,394
295.726,530
295.751,715
295.776,946
295.801,1243
295.826,1598
295.851,1941
295.876,2170
295.901,2234
295.926,2166
295.951,2045
295.976,1929
296.001,1817
296.026,1678
296.051,1502
296.076,1315
296.101,1161
296.126,1055
296.151,976
296.176,888
296.201,776
296.226,652
296.251,532
296.276,415
296.301,282
296.326,128
296.351,-25
296.376,-156
296.401,-274
296.426,-425
296.451,-633
296.476,-843
296.501,-932
296.526,-802
296.551,-470
296.576,-68
296.601,254
296.626,439
296.651,536
296.676,624
296.701,727
296.726,807
296.751,820
296.776,770
296.801,702
296.826,658
296.851,639
296.876,626
296.901,597
296.926,544
296.951,470
296.976,383
297.001,290
297.026,196
297.051,90
297.076,-39
297.101,-189
297.126,-331
297.151,-443
297.176,-545
297.201,-683
297.226,-865
297.251,-1013
297.276,-994
297.301,-743
297.326,-331
297.351,74
297.376,343
297.401,472
297.426,547
297.451,633
297.476,712
297.501,726
297.526,660
297.551,570
297.576,525
297.601,543
297.626,582
297.651,597
297.676,573
297.701,531
297.726,490
297.751,455
297.776,414
297.801,345
297.826,227
297.851,58
297.876,-134
297.901,-309
297.926,-450
297.951,-585
297.976,-749
298.001,-910
298.026,-951
298.051,-759
298.076,-336
298.101,176
298.126,599
298.151,851
298.176,984
298.201,1097
298.226,1222
298.251,1313
298.276,1314
298.301,1237
298.326,1146
298.351,1093
298.376,1078
298.401,1067
298.426,1033
298.451,972
298.476,889
298.501,788
298.526,676
298.551,560
298.576,441
298.601,309
298.626,163
298.651,21
298.676,-97
298.701,-202
298.726,-336
298.751,-519
298.776,-691
298.801,-738
298.826,-585
298.851,-271
298.876,68
298.901,311
298.926,423
298.951,453
298.976,459
299.001,455
299.026,424
299.051,353
299.076,257
299.101,176
299.126,155
299.151,218
299.176,347
299.201,478
299.226,538
299.251,502
299.276,412
299.301,330
299.326,265
299.351,171
299.376,20
299.401,-135
299.426,-207
299.451,-176
299.476,-133
299.501,-186
299.526,-319
299.551,-393
299.576,-283
299.601,-26
299.626,210
299.651,287
299.676,215
299.701,109
299.726,55
299.751,45
299.776,41
299.801,58
299.826,148
299.851,315
299.876,486
299.901,580
299.926,596
299.951,608
299.976,676
300.001,785
300.026,875
300.051,910
300.076,900
300.101,863
300.126,788
300.151,655
300.176,468
300.201,257
300.226,44
300.251,-147
300.276,-265
300.301,-220
300.326,31
300.351,408
300.376,712
300.401,771
300.426,578
300.451,288
300.476,86
300.501,47
300.526,117
300.551,215
300.576,315
300.601,445
300.626,625
300.651,825
300.676,993
300.701,1107
300.726,1193
300.751,1296
300.776,1433
300.801,1579
300.826,1687
300.851,1727
300.876,1709
300.901,1669
300.926,1618
300.951,1516
300.976,1313
301.001,1021
301.026,735
301.051,573
301.076,558
301.101,583
301.126,506
301.151,278
301.176,-14
301.201,-248
301.226,-388
301.251,-507
301.276,-692
301.301,-934
301.326,-1130
301.351,-1184
301.376,-1089
301.401,-919
301.426,-760
301.451,-648
301.476,-570
301.501,-500
301.526,-441
301.551,-414
301.576,-441
301.601,-514
301.626,-597
301.651,-655
301.676,-700
301.701,-796
301.726,-984
301.751,-1199
301.776,-1266
301.801,-1018
301.826,-450
301.851,238
301.876,788
301.901,1062
301.926,1126
301.951,1133
301.976,1166
302.001,1190
302.026,1132
302.051,995
302.076,870
302.101,843
302.126,914
302.151,1000
302.176,1009
302.201,910
302.226,747
302.251,594
302.276,503
302.301,472
302.326,456
302.351,415
302.376,351
302.401,295
302.426,252
302.451,162
302.476,-40
302.501,-327
302.526,-533
302.551,-470
302.576,-93
302.601,422
302.626,808
302.651,905
302.676,772
302.701,599
302.726,530
302.751,575
302.776,653
302.801,692
302.826,675
302.851,626
302.876,569
302.901,516
302.926,466
302.951,397
302.976,284
303.001,138
303.026,30
303.051,47
303.076,203
303.101,404
303.126,507
303.151,433
303.176,213
303.201,-71
303.226,-363
303.251,-630
303.276,-805
303.301,-781
303.326,-497
303.351,-29
303.376,432
303.401,732
303.426,862
303.451,931
303.476,1035
303.501,1162
303.526,1241
303.551,1240
303.576,1203
303.601,1197
303.626,1239
303.651,1302
303.676,1356
303.701,1400
303.726,1437
303.751,1454
303.776,1436
303.801,1397
303.826,1367
303.851,1349
303.876,1304
303.901,1179
303.926,945
303.951,597
303.976,130
304.001,-442
304.026,-1044
304.051,-1520
304.076,-1735
304.101,-1700
304.126,-1596
304.151,-1605
304.176,-1725
304.201,-1749
304.226,-1464
304.251,-877
304.276,-237
304.301,183
304.326,318
304.351,322
304.376,383
304.401,543
304.426,695
304.451,735
304.476,676
304.501,614
304.526,599
304.551,588
304.576,515
304.601,381
304.626,248
304.651,152
304.676,44
304.701,-148
304.726,-408
304.751,-592
304.776,-534
304.801,-199
304.826,275
304.851,677
304.876,886
304.901,938
304.926,953
304.951,1007
304.976,1073
305.001,1081
305.026,1009
305.051,912
305.076,860
305.101,863
305.126,867
305.151,810
305.176,693
305.201,559
305.226,440
305.251,321
305.276,171
305.301,-9
305.326,-183
305.351,-332
305.376,-486
305.401,-690
305.426,-922
305.451,-1064
305.476,-980
305.501,-640
305.526,-162
305.551,274
305.576,556
305.601,703
305.626,802
305.651,907
305.676,997
305.701,1019
305.726,963
305.751,879
305.776,833
305.801,852
305.826,903
305.851,926
305.876,884
305.901,782
305.926,661
305.951,554
305.976,464
306.001,365
306.026,235
306.051,82
306.076,-60
306.101,-186
306.126,-329
306.151,-525
306.176,-738
306.201,-843
306.226,-710
306.251,-325
306.276,167
306.301,571
306.326,787
306.351,870
306.376,934
306.401,1028
306.426,1099
306.451,1075
306.476,965
306.501,851
306.526,804
306.551,814
306.576,820
306.601,782
306.626,714
306.651,644
306.676,574
306.701,481
306.726,358
306.751,229
306.776,114
306.801,5
306.826,-117
306.851,-255
306.876,-388
306.901,-516
306.926,-677
306.951,-891
306.976,-1087
307.001,-1120
307.026,-887
307.051,-438
307.076,39
307.101,369
307.126,512
307.151,560
307.176,615
307.201,689
307.226,724
307.251,682
307.276,599
307.301,546
307.326,551
307.351,586
307.376,604
307.401,591
307.426,557
307.451,510
307.476,445
307.501,362
307.526,266
307.551,164
307.576,52
307.601,-72
307.626,-193
307.651,-291
307.676,-375
307.701,-491
307.726,-652
307.751,-785
307.776,-751
307.801,-464
307.826,17
307.851,508
307.876,842
307.901,988
307.926,1044
307.951,1113
307.976,1211
308.001,1276
308.026,1265
308.051,1211
308.076,1185
308.101,1221
308.126,1288
308.151,1335
308.176,1345
308.201,1337
308.226,1327
308.251,1308
308.276,1266
308.301,1202
308.326,1133
308.351,1066
308.376,988
308.401,889
308.426,780
308.451,675
308.476,560
308.501,398
308.526,182
308.551,-14
308.576,-76
308.601,46
308.626,259
308.651,380
308.676,286
308.701,14
308.726,-294
308.751,-539
308.776,-746
308.801,-993
308.826,-1295
308.851,-1563
308.876,-1711
308.901,-1754
308.926,-1791
308.951,-1883
308.976,-1972
309.001,-1947
309.026,-1764
309.051,-1497
309.076,-1243
309.101,-1016
309.126,-743
309.151,-362
309.176,104
309.201,579
309.226,1010
309.251,1407
309.276,1796
309.301,2168
309.326,2487
309.351,2722
309.376,2855
309.401,2856
309.426,2690
309.451,2369
309.476,1990
309.501,1681
309.526,1490
309.551,1339
309.576,1101
309.601,731
309.626,302
309.651,-74
309.676,-358
309.701,-592
309.726,-824
309.751,-1046
309.776,-1212
309.801,-1308
309.826,-1381
309.851,-1499
309.876,-1699
309.901,-1956
309.926,-2210
309.951,-2400
309.976,-2510
310.001,-2581
310.026,-2671
310.051,-2773
310.076,-2759
310.101,-2449
310.126,-1781
310.151,-903
310.176,-65
310.201,642
310.226,1417
310.251,2568
310.276,4166
310.301,5881
310.326,7216
310.351,7905
310.376,8100
310.401,8139
310.426,8163
310.451,7981
310.476,7314
310.501,6121
310.526,4676
310.551,3314
310.576,2139
310.601,996
310.626,-306
310.651,-1767
310.676,-3189
310.701,-4372
310.726,-5277
310.751,-6018
310.776,-6688
310.801,-7208
310.826,-7334
310.851,-6842
310.876,-5737
310.901,-4315
310.926,-3011
310.951,-2122
310.976,-1631
311.001,-1271
311.026,-777
311.051,-93
311.076,638
311.101,1273
311.126,1826
311.151,2431
311.176,3144
311.201,3827
311.226,4227
311.251,4185
311.276,3770
311.301,3219
311.326,2755
311.351,2439
311.376,2175
311.401,1815
311.426,1283
311.451,634
311.476,24
311.501,-370
311.526,-466
311.551,-323
311.576,-102
311.601,43
311.626,62
311.651,10
311.676,-42
311.701,-80
311.726,-145
311.751,-264
311.776,-405
311.801,-507
311.826,-533
311.851,-501
311.876,-465
311.901,-471
311.926,-535
311.951,-644
311.976,-760
312.001,-844
312.026,-885
312.051,-915
312.076,-980
312.101,-1077
312.126,-1108
312.151,-947
312.176,-552
312.201,-32
312.226,422
312.251,695
312.276,818
312.301,903
312.326,1014
312.351,1109
312.376,1115
312.401,1033
312.426,946
312.451,929
312.476,973
312.501,1007
312.526,987
312.551,928
312.576,869
312.601,810
312.626,717
312.651,582
312.676,439
312.701,315
312.726,187
312.751,6
312.776,-203
312.801,-318
312.826,-197
312.851,174
312.876,644
312.901,1006
312.926,1168
312.951,1200
312.976,1228
313.001,1303
313.026,1367
313.051,1349
313.076,1262
313.101,1183
313.126,1160
313.151,1150
313.176,1065
313.201,868
313.226,604
313.251,346
313.276,115
313.301,-115
313.326,-367
313.351,-608
313.376,-788
313.401,-907
313.426,-1020
313.451,-1167
313.476,-1291
313.501,-1259
313.526,-981
313.551,-509
313.576,-23
313.601,307
313.626,444
313.651,472
313.676,493
313.701,519
313.726,493
313.751,379
313.776,227
313.801,138
313.826,164
313.851,263
313.876,343
313.901,351
313.926,306
313.951,245
313.976,177
314.001,78
314.026,-56
314.051,-188
314.076,-276
314.101,-339
314.126,-444
314.151,-622
314.176,-799
314.201,-824
314.226,-589
314.251,-132
314.276,378
314.301,775
314.326,997
314.351,1100
314.376,1165
314.401,1222
314.426,1236
314.451,1178
314.476,1070
314.501,978
314.526,952
314.551,989
314.576,1038
314.601,1047
314.626,1007
314.651,946
314.676,890
314.701,836
314.726,749
314.751,606
314.776,422
314.801,238
314.826,78
314.851,-74
314.876,-250
314.901,-423
314.926,-495
314.951,-359
314.976,0
315.001,468
315.026,869
315.051,1095
315.076,1163
315.101,1167
315.126,1171
315.151,1160
315.176,1078
315.201,917
315.226,739
315.251,620
315.276,580
315.301,562
315.326,492
315.351,343
315.376,149
315.401,-40
315.426,-221
315.451,-424
315.476,-675
315.501,-949
315.526,-1196
315.551,-1400
315.576,-1604
315.601,-1858
315.626,-2135
315.651,-2299
315.676,-2199
315.701,-1813
315.726,-1301
315.751,-893
315.776,-707
315.801,-659
315.826,-559
315.851,-304
315.876,22
315.901,245
315.926,263
315.951,145
315.976,55
316.001,101
316.026,268
316.051,471
316.076,660
316.101,853
316.126,1076
316.151,1306
316.176,1479
316.201,1566
316.226,1611
316.251,1686
316.276,1805
316.301,1897
316.326,1877
316.351,1748
316.376,1627
316.401,1644
316.426,1818
316.451,2022
316.476,2087
316.501,1943
316.526,1674
316.551,1433
316.576,1302
316.601,1239
316.626,1141
316.651,958
316.676,733
316.701,537
316.726,400
316.751,293
316.776,181
316.801,64
316.826,-30
316.851,-95
316.876,-150
316.901,-218
316.926,-302
316.951,-399
316.976,-524
317.001,-682
317.026,-819
317.051,-813
317.076,-562
317.101,-98
317.126,396
317.151,718
317.176,795
317.201,730
317.226,675
317.251,680
317.276,670
317.301,552
317.326,332
317.351,90
317.376,-121
317.401,-342
317.426,-635
317.451,-984
317.476,-1298
317.501,-1518
317.526,-1702
317.551,-1951
317.576,-2267
317.601,-2496
317.626,-2460
317.651,-2137
317.676,-1674
317.701,-1222
317.726,-770
317.751,-179
317.776,626
317.801,1522
317.826,2262
317.851,2669
317.876,2740
317.901,2571
317.926,2236
317.951,1782
317.976,1312
318.001,996
318.026,951
318.051,1120
318.076,1315
318.101,1394
318.126,1373
318.151,1329
318.176,1229
318.201,931
318.226,376
318.251,-239
318.276,-574
318.301,-449
318.326,-48
318.351,231
318.376,126
318.401,-280
318.426,-687
318.451,-864
318.476,-806
318.501,-634
318.526,-430
318.551,-196
318.576,45
318.601,191
318.626,138
318.651,-96
318.676,-346
318.701,-429
318.726,-278
318.751,29
318.776,360
318.801,604
318.826,700
318.851,620
318.876,384
318.901,72
318.926,-202
318.951,-382
318.976,-518
319.001,-723
319.026,-1034
319.051,-1338
319.076,-1432
319.101,-1191
319.126,-672
319.151,-55
319.176,533
319.201,1142
319.226,1932
319.251,2988
319.276,4201
319.301,5332
319.326,6178
319.351,6672
319.376,6800
319.401,6481
319.426,5583
319.451,4097
319.476,2281
319.501,554
319.526,-785
319.551,-1760
319.576,-2605
319.601,-3483
319.626,-4331
319.651,-4990
319.676,-5443
319.701,-5857
319.726,-6361
319.751,-6830
319.776,-6928
319.801,-6389
319.826,-5211
319.851,-3598
319.876,-1728
319.901,339
319.926,2551
319.951,4703
319.976,6477
320.001,7636
320.026,8166
320.051,8228
320.076,7986
320.101,7517
320.126,6844
320.151,5996
320.176,5004
320.201,3863
320.226,2547
320.251,1094
320.276,-364
320.301,-1666
320.326,-2721
320.351,-3541
320.376,-4192
320.401,-4736
320.426,-5225
320.451,-5706
320.476,-6184
320.501,-6578
320.526,-6770
320.551,-6722
320.576,-6541
320.601,-6375
320.626,-6227
320.651,-5883
320.676,-5065
320.701,-3672
320.726,-1858
320.751,99
320.776,2003
320.801,3782
320.826,5376
320.851,6614
320.876,7252
320.901,7131
320.926,6303
320.951,5024
320.976,3642
321.001,2470
321.026,1701
321.051,1381
321.076,1406
321.101,1592
321.126,1757
321.151,1803
321.176,1733
321.201,1630
321.226,1620
321.251,1833
321.276,2327
321.301,3013
321.326,3644
321.351,3932
321.376,3727
321.401,3119
321.426,2356
321.451,1658
321.476,1097
321.501,627
321.526,194
321.551,-200
321.576,-531
321.601,-808
321.626,-1066
321.651,-1310
321.676,-1495
321.701,-1570
321.726,-1550
321.751,-1511
321.776,-1537
321.801,-1653
321.826,-1823
321.851,-1983
321.876,-2073
321.901,-2050
321.926,-1887
321.951,-1591
321.976,-1207
322.001,-807
322.026,-458
322.051,-187
322.076,22
322.101,208
322.126,399
322.151,593
322.176,747
322.201,808
322.226,760
322.251,651
322.276,556
322.301,503
322.326,435
322.351,273
322.376,17
322.401,-220
322.426,-309
322.451,-238
322.476,-137
322.501,-165
322.526,-366
322.551,-656
322.576,-931
322.601,-1165
322.626,-1390
322.651,-1591
322.676,-1680
322.701,-1566
322.726,-1247
322.751,-797
322.776,-265
322.801,381
322.826,1195
322.851,2137
322.876,3054
322.901,3755
322.926,4090
322.951,3977
322.976,3399
323.001,2445
323.026,1341
323.051,386
323.076,-230
323.101,-560
323.126,-812
323.151,-1133
323.176,-1473
323.201,-1700
323.226,-1802
323.251,-1915
323.276,-2129
323.301,-2307
323.326,-2164
323.351,-1539
323.376,-552
323.401,539
323.426,1596
323.451,2657
323.476,3749
323.501,4728
323.526,5380
323.551,5675
323.576,5817
323.601,5975
323.626,5997
323.651,5476
323.676,4156
323.701,2258
323.726,351
323.751,-1109
323.776,-2112
323.801,-2987
323.826,-4019
323.851,-5195
323.876,-6265
323.901,-6993
323.926,-7302
323.951,-7216
323.976,-6740
324.001,-5823
324.026,-4426
324.051,-2628
324.076,-680
324.101,1049
324.126,2250
324.151,2865
324.176,3162
324.201,3516
324.226,4052
324.251,4452
324.276,4182
324.301,2991
324.326,1213
324.351,-450
324.376,-1471
324.401,-1856
324.426,-1982
324.451,-2131
324.476,-2209
324.501,-1895
324.526,-995
324.551,365
324.576,1881
324.601,3294
324.626,4482
324.651,5392
324.676,5984
324.701,6276
324.726,6401
324.751,6527
324.776,6680
324.801,6637
324.826,6034
324.851,4608
324.876,2420
324.901,-127
324.926,-2478
324.951,-4183
324.976,-5108
325.001,-5446
325.026,-5552
325.051,-5686
325.076,-5866
325.101,-5919
325.126,-5663
325.151,-5056
325.176,-4198
325.201,-3235
325.226,-2279
325.251,-1389
325.276,-591
325.301,136
325.326,851
325.351,1579
325.376,2227
325.401,2609
325.426,2599
325.451,2290
325.476,1965
325.501,1877
325.526,2048
325.551,2300
325.576,2464
325.601,2540
325.626,2631
325.651,2750
325.676,2740
325.701,2419
325.726,1790
325.751,1069
325.776,507
325.801,194
325.826,39
325.851,-88
325.876,-234
325.901,-361
325.926,-442
325.951,-504
325.976,-584
326.001,-684
326.026,-780
326.051,-864
326.076,-952
326.101,-1024
326.126,-1009
326.151,-845
326.176,-552
326.201,-241
326.226,-20
326.251,93
326.276,157
326.301,216
326.326,255
326.351,229
326.376,133
326.401,15
326.426,-77
326.451,-130
326.476,-133
326.501,-39
326.526,211
326.551,610
326.576,1039
326.601,1336
326.626,1416
326.651,1315
326.676,1116
326.701,856
326.726,511
326.751,78
326.776,-361
326.801,-674
326.826,-776
326.851,-688
326.876,-517
326.901,-381
326.926,-364
326.951,-511
326.976,-815
327.001,-1210
327.026,-1581
327.051,-1826
327.076,-1924
327.101,-1936
327.126,-1950
327.151,-2006
327.176,-2104
327.201,-2245
327.226,-2458
327.251,-2728
327.276,-2917
327.301,-2754
327.326,-1962
327.351,-456
327.376,1543
327.401,3572
327.426,5153
327.451,6048
327.476,6349
327.501,6343
327.526,6244
327.551,6024
327.576,5498
327.601,4569
327.626,3403
327.651,2347
327.676,1656
327.701,1292
327.726,992
327.751,518
