df_hash,22ZHK4.E6KA8L
144.172,279
144.197,278
144.222,274
144.247,271
144.272,267
144.297,253
144.322,224
144.347,190
144.372,167
144.397,168
144.422,184
144.447,202
144.472,212
144.497,219
144.522,234
144.547,256
144.572,274
144.597,275
144.622,257
144.647,229
144.672,206
144.697,197
144.722,200
144.747,206
144.772,209
144.797,209
144.822,211
144.847,220
144.872,230
144.897,234
144.922,226
144.947,213
144.972,202
144.997,198
145.022,196
145.047,191
145.072,180
145.097,171
145.122,170
145.147,175
145.172,179
145.197,179
145.222,180
145.247,187
145.272,194
145.297,191
145.322,175
145.347,159
145.372,166
145.397,204
145.422,260
145.447,306
145.472,331
145.497,345
145.522,365
145.547,394
145.572,414
145.597,410
145.622,387
145.647,367
145.672,365
145.697,375
145.722,371
145.747,339
145.772,285
145.797,225
145.822,174
145.847,126
145.872,74
145.897,18
145.922,-30
145.947,-64
145.972,-82
145.997,-94
146.022,-106
146.047,-116
146.072,-121
146.097,-125
146.122,-132
146.147,-140
146.172,-141
146.197,-127
146.222,-95
146.247,-56
146.272,-18
146.297,16
146.322,53
146.347,96
146.372,138
146.397,168
146.422,176
146.447,167
146.472,151
146.497,141
146.522,138
146.547,136
146.572,128
146.597,112
146.622,95
146.647,88
146.672,98
146.697,122
146.722,153
146.747,186
146.772,218
146.797,249
146.822,281
146.847,316
146.872,353
146.897,391
146.922,423
146.947,441
146.972,439
146.997,417
147.022,384
147.047,347
147.072,310
147.097,273
147.122,234
147.147,194
147.172,153
147.197,116
147.222,90
147.247,83
147.272,95
147.297,122
147.322,148
147.347,165
147.372,174
147.397,183
147.422,201
147.447,227
147.472,250
147.497,265
147.522,275
147.547,291
147.572,315
147.597,339
147.622,353
147.647,354
147.672,350
147.697,351
147.722,360
147.747,369
147.772,371
147.797,365
147.822,354
147.847,342
147.872,328
147.897,308
147.922,284
147.947,257
147.972,227
147.997,195
148.022,160
148.047,127
148.072,98
148.097,70
148.122,36
148.147,-10
148.172,-61
148.197,-98
148.222,-106
148.247,-90
148.272,-68
148.297,-56
148.322,-56
148.347,-61
148.372,-65
148.397,-68
148.422,-75
148.447,-82
148.472,-77
148.497,-52
148.522,-10
148.547,37
148.572,82
148.597,122
148.622,158
148.647,191
148.672,213
148.697,225
148.722,230
148.747,236
148.772,246
148.797,254
148.822,256
148.847,256
148.872,259
148.897,267
148.922,277
148.947,284
148.972,286
148.997,284
149.022,274
149.047,252
149.072,220
149.097,192
149.122,183
149.147,199
149.172,229
149.197,255
149.222,267
149.247,270
149.272,274
149.297,281
149.322,287
149.347,287
149.372,283
149.397,284
149.422,291
149.447,302
149.472,307
149.497,304
149.522,294
149.547,281
149.572,268
149.597,254
149.622,239
149.647,223
149.672,205
149.697,183
149.722,160
149.747,138
149.772,120
149.797,107
149.822,94
149.847,76
149.872,54
149.897,32
149.922,12
149.947,-6
149.972,-28
149.997,-55
150.022,-82
150.047,-105
150.072,-116
150.097,-109
150.122,-82
150.147,-42
150.172,0
150.197,28
150.222,45
150.247,59
150.272,84
150.297,117
150.322,139
150.347,136
150.372,115
150.397,109
150.422,146
150.447,236
150.472,360
150.497,491
150.522,606
150.547,690
150.572,731
150.597,717
150.622,652
150.647,559
150.672,470
150.697,401
150.722,344
150.747,283
150.772,215
150.797,154
150.822,118
150.847,108
150.872,112
150.897,113
150.922,109
150.947,101
150.972,90
150.997,67
151.022,30
151.047,-14
151.072,-49
151.097,-60
151.122,-44
151.147,-2
151.172,57
151.197,129
151.222,203
151.247,266
151.272,311
151.297,339
151.322,357
151.347,369
151.372,371
151.397,356
151.422,322
151.447,276
151.472,225
151.497,179
151.522,138
151.547,105
151.572,77
151.597,52
151.622,28
151.647,2
151.672,-23
151.697,-46
151.722,-62
151.747,-66
151.772,-55
151.797,-31
151.822,-1
151.847,22
151.872,32
151.897,30
151.922,28
151.947,38
151.972,65
151.997,101
152.022,134
152.047,164
152.072,195
152.097,231
152.122,267
152.147,293
152.172,301
152.197,300
152.222,300
152.247,310
152.272,323
152.297,330
152.322,329
152.347,324
152.372,322
152.397,322
152.422,317
152.447,302
152.472,280
152.497,262
152.522,253
152.547,251
152.572,248
152.597,239
152.622,222
152.647,202
152.672,182
152.697,161
152.722,139
152.747,115
152.772,89
152.797,61
152.822,37
152.847,23
152.872,27
152.897,51
152.922,90
152.947,132
152.972,168
152.997,196
153.022,220
153.047,244
153.072,271
153.097,297
153.122,317
153.147,329
153.172,332
153.197,327
153.222,311
153.247,286
153.272,252
153.297,217
153.322,189
153.347,173
153.372,168
153.397,166
153.422,160
153.447,146
153.472,128
153.497,108
153.522,87
153.547,64
153.572,37
153.597,9
153.622,-19
153.647,-46
153.672,-67
153.697,-72
153.722,-53
153.747,-8
153.772,52
153.797,111
153.822,160
153.847,197
153.872,226
153.897,248
153.922,260
153.947,262
153.972,263
153.997,270
154.022,285
154.047,297
154.072,298
154.097,286
154.122,273
154.147,269
154.172,272
154.197,273
154.222,264
154.247,245
154.272,224
154.297,207
154.322,194
154.347,182
154.372,168
154.397,154
154.422,136
154.447,113
154.472,83
154.497,55
154.522,37
154.547,37
154.572,53
154.597,75
154.622,93
154.647,109
154.672,125
154.697,145
154.722,163
154.747,172
154.772,169
154.797,160
154.822,156
154.847,164
154.872,178
154.897,191
154.922,197
154.947,196
154.972,192
154.997,188
155.022,184
155.047,180
155.072,182
155.097,191
155.122,205
155.147,218
155.172,223
155.197,221
155.222,219
155.247,220
155.272,224
155.297,228
155.322,226
155.347,218
155.372,205
155.397,191
155.422,179
155.447,175
155.472,183
155.497,204
155.522,232
155.547,262
155.572,289
155.597,312
155.622,329
155.647,340
155.672,343
155.697,344
155.722,349
155.747,363
155.772,380
155.797,393
155.822,394
155.847,381
155.872,360
155.897,337
155.922,313
155.947,288
155.972,259
155.997,229
156.022,201
156.047,176
156.072,153
156.097,127
156.122,97
156.147,61
156.172,24
156.197,-12
156.222,-51
156.247,-94
156.272,-135
156.297,-166
156.322,-180
156.347,-181
156.372,-178
156.397,-176
156.422,-169
156.447,-146
156.472,-107
156.497,-66
156.522,-41
156.547,-38
156.572,-49
156.597,-57
156.622,-58
156.647,-50
156.672,-37
156.697,-18
156.722,2
156.747,13
156.772,3
156.797,-20
156.822,-34
156.847,-12
156.872,48
156.897,129
156.922,212
156.947,299
156.972,410
156.997,557
157.022,719
157.047,855
157.072,928
157.097,928
157.122,870
157.147,776
157.172,661
157.197,537
157.222,417
157.247,320
157.272,262
157.297,241
157.322,243
157.347,246
157.372,235
157.397,205
157.422,162
157.447,122
157.472,98
157.497,90
157.522,92
157.547,93
157.572,92
157.597,93
157.622,100
157.647,110
157.672,117
157.697,117
157.722,112
157.747,108
157.772,108
157.797,112
157.822,116
157.847,117
157.872,115
157.897,112
157.922,110
157.947,109
157.972,108
157.997,107
158.022,105
158.047,100
158.072,93
158.097,83
158.122,72
158.147,62
158.172,60
158.197,76
158.222,111
158.247,157
158.272,202
158.297,235
158.322,257
158.347,276
158.372,295
158.397,308
158.422,310
158.447,302
158.472,298
158.497,303
158.522,314
158.547,317
158.572,303
158.597,279
158.622,259
158.647,250
158.672,246
158.697,234
158.722,211
158.747,186
158.772,165
158.797,149
158.822,130
158.847,106
158.872,84
158.897,76
158.922,83
158.947,92
158.972,85
158.997,56
159.022,13
159.047,-27
159.072,-56
159.097,-73
159.122,-80
159.147,-77
159.172,-62
159.197,-31
159.222,11
159.247,61
159.272,114
159.297,163
159.322,201
159.347,226
159.372,240
159.397,249
159.422,261
159.447,276
159.472,289
159.497,295
159.522,293
159.547,285
159.572,274
159.597,261
159.622,248
159.647,237
159.672,232
159.697,231
159.722,227
159.747,215
159.772,193
159.797,171
159.822,155
159.847,147
159.872,142
159.897,133
159.922,119
159.947,105
159.972,92
159.997,80
160.022,72
160.047,71
160.072,83
160.097,108
160.122,141
160.147,177
160.172,212
160.197,246
160.222,279
160.247,308
160.272,328
160.297,341
160.322,353
160.347,370
160.372,389
160.397,404
160.422,412
160.447,420
160.472,438
160.497,467
160.522,492
160.547,496
160.572,475
160.597,443
160.622,416
160.647,399
160.672,382
160.697,353
160.722,312
160.747,267
160.772,225
160.797,177
160.822,114
160.847,38
160.872,-36
160.897,-90
160.922,-118
160.947,-127
160.972,-126
160.997,-120
161.022,-106
161.047,-81
161.072,-52
161.097,-34
161.122,-37
161.147,-54
161.172,-61
161.197,-36
161.222,23
161.247,88
161.272,124
161.297,121
161.322,104
161.347,109
161.372,150
161.397,206
161.422,246
161.447,263
161.472,281
161.497,328
161.522,407
161.547,502
161.572,599
161.597,691
161.622,766
161.647,787
161.672,716
161.697,552
161.722,347
161.747,166
161.772,32
161.797,-84
161.822,-207
161.847,-304
161.872,-308
161.897,-187
161.922,2
161.947,158
161.972,208
161.997,159
162.022,59
162.047,-68
162.072,-234
162.097,-443
162.122,-666
162.147,-872
162.172,-1073
162.197,-1317
162.222,-1605
162.247,-1840
162.272,-1879
162.297,-1654
162.322,-1248
162.347,-829
162.372,-522
162.397,-342
162.422,-239
162.447,-192
162.472,-213
162.497,-279
162.522,-290
162.547,-121
162.572,251
162.597,718
162.622,1131
162.647,1445
162.672,1748
162.697,2153
162.722,2664
162.747,3160
162.772,3500
162.797,3647
162.822,3677
162.847,3682
162.872,3675
162.897,3587
162.922,3340
162.947,2922
162.972,2395
162.997,1845
163.022,1324
163.047,834
163.072,341
163.097,-183
163.122,-733
163.147,-1264
163.172,-1712
163.197,-2033
163.222,-2209
163.247,-2235
163.272,-2110
163.297,-1844
163.322,-1500
163.347,-1193
163.372,-1042
163.397,-1080
163.422,-1221
163.447,-1320
163.472,-1282
163.497,-1120
163.522,-918
163.547,-742
163.572,-587
163.597,-411
163.622,-198
163.647,13
163.672,170
163.697,249
163.722,269
163.747,248
163.772,187
163.797,78
163.822,-59
163.847,-171
163.872,-199
163.897,-126
163.922,13
163.947,168
163.972,304
163.997,414
164.022,508
164.047,590
164.072,659
164.097,714
164.122,752
164.147,772
164.172,772
164.197,761
164.222,752
164.247,754
164.272,753
164.297,720
164.322,643
164.347,541
164.372,460
164.397,429
164.422,440
164.447,460
164.472,468
164.497,467
164.522,462
164.547,443
164.572,378
164.597,252
164.622,80
164.647,-102
164.672,-274
164.697,-435
164.722,-590
164.747,-726
164.772,-816
164.797,-841
164.822,-807
164.847,-737
164.872,-670
164.897,-659
164.922,-759
164.947,-970
164.972,-1196
164.997,-1259
165.022,-1012
165.047,-464
165.072,214
165.097,809
165.122,1215
165.147,1468
165.172,1656
165.197,1801
165.222,1845
165.247,1737
165.272,1506
165.297,1237
165.322,986
165.347,738
165.372,458
165.397,161
165.422,-82
165.447,-213
165.472,-239
165.497,-232
165.522,-264
165.547,-357
165.572,-478
165.597,-559
165.622,-530
165.647,-353
165.672,-44
165.697,316
165.722,625
165.747,810
165.772,873
165.797,857
165.822,800
165.847,711
165.872,593
165.897,470
165.922,376
165.947,319
165.972,274
165.997,212
166.022,141
166.047,96
166.072,96
166.097,125
166.122,156
166.147,189
166.172,249
166.197,350
166.222,461
166.247,539
166.272,567
166.297,565
166.322,558
166.347,546
166.372,511
166.397,450
166.422,385
166.447,333
166.472,283
166.497,206
166.522,98
166.547,-6
166.572,-67
166.597,-75
166.622,-64
166.647,-67
166.672,-87
166.697,-106
166.722,-108
166.747,-103
166.772,-110
166.797,-130
166.822,-147
166.847,-143
166.872,-113
166.897,-73
166.922,-44
166.947,-42
166.972,-69
166.997,-116
167.022,-165
167.047,-204
167.072,-229
167.097,-245
167.122,-252
167.147,-248
167.172,-234
167.197,-227
167.222,-244
167.247,-282
167.272,-309
167.297,-302
167.322,-272
167.347,-269
167.372,-332
167.397,-453
167.422,-576
167.447,-646
167.472,-649
167.497,-603
167.522,-520
167.547,-380
167.572,-156
167.597,148
167.622,486
167.647,791
167.672,1016
167.697,1145
167.722,1174
167.747,1102
167.772,943
167.797,735
167.822,546
167.847,434
167.872,408
167.897,422
167.922,411
167.947,347
167.972,261
167.997,223
168.022,294
168.047,487
168.072,768
168.097,1083
168.122,1375
168.147,1582
168.172,1650
168.197,1558
168.222,1352
168.247,1131
168.272,980
168.297,915
168.322,873
168.347,786
168.372,644
168.397,491
168.422,372
168.447,285
168.472,204
168.497,125
168.522,79
168.547,79
168.572,84
168.597,18
168.622,-141
168.647,-338
168.672,-478
168.697,-522
168.722,-514
168.747,-523
168.772,-567
168.797,-606
168.822,-605
168.847,-576
168.872,-561
168.897,-567
168.922,-561
168.947,-522
168.972,-484
168.997,-518
169.022,-651
169.047,-825
169.072,-935
169.097,-914
169.122,-775
169.147,-584
169.172,-393
169.197,-210
169.222,-28
169.247,144
169.272,290
169.297,396
169.322,476
169.347,546
169.372,611
169.397,662
169.422,691
169.447,701
169.472,699
169.497,687
169.522,662
169.547,631
169.572,608
169.597,597
169.622,589
169.647,567
169.672,530
169.697,490
169.722,459
169.747,424
169.772,356
169.797,240
169.822,92
169.847,-47
169.872,-150
169.897,-219
169.922,-274
169.947,-319
169.972,-336
169.997,-299
170.022,-210
170.047,-96
170.072,13
170.097,113
170.122,218
170.147,335
170.172,444
170.197,505
170.222,502
170.247,454
170.272,404
170.297,380
170.322,380
170.347,381
170.372,365
170.397,335
170.422,309
170.447,301
170.472,314
170.497,341
170.522,374
170.547,411
170.572,456
170.597,508
170.622,562
170.647,605
170.672,624
170.697,615
170.722,584
170.747,541
170.772,489
170.797,422
170.822,339
170.847,251
170.872,179
170.897,128
170.922,86
170.947,34
170.972,-30
170.997,-88
171.022,-124
171.047,-145
171.072,-173
171.097,-217
171.122,-265
171.147,-294
171.172,-298
171.197,-295
171.222,-308
171.247,-340
171.272,-373
171.297,-394
171.322,-401
171.347,-404
171.372,-406
171.397,-407
171.422,-406
171.447,-395
171.472,-354
171.497,-247
171.522,-54
171.547,211
171.572,507
171.597,795
171.622,1062
171.647,1304
171.672,1493
171.697,1573
171.722,1499
171.747,1282
171.772,989
171.797,698
171.822,446
171.847,227
171.872,28
171.897,-147
171.922,-281
171.947,-362
171.972,-407
171.997,-439
172.022,-476
172.047,-520
172.072,-564
172.097,-603
172.122,-634
172.147,-658
172.172,-677
172.197,-692
172.222,-696
172.247,-668
172.272,-585
172.297,-433
172.322,-221
172.347,23
172.372,277
172.397,515
172.422,710
172.447,836
172.472,875
172.497,841
172.522,775
172.547,727
172.572,721
172.597,747
172.622,781
172.647,803
172.672,814
172.697,831
172.722,865
172.747,918
172.772,980
172.797,1037
172.822,1080
172.847,1113
172.872,1139
172.897,1160
172.922,1171
172.947,1166
172.972,1145
172.997,1118
173.022,1097
173.047,1089
173.072,1090
173.097,1091
173.122,1082
173.147,1060
173.172,1025
173.197,981
173.222,922
173.247,835
173.272,714
173.297,567
173.322,417
173.347,278
173.372,137
173.397,-36
173.422,-262
173.447,-517
173.472,-752
173.497,-928
173.522,-1048
173.547,-1135
173.572,-1206
173.597,-1255
173.622,-1283
173.647,-1315
173.672,-1384
173.697,-1497
173.722,-1630
173.747,-1760
173.772,-1893
173.797,-2054
173.822,-2244
173.847,-2442
173.872,-2638
173.897,-2854
173.922,-3107
173.947,-3355
173.972,-3508
173.997,-3524
174.022,-3461
174.047,-3406
174.072,-3311
174.097,-2946
174.122,-2056
174.147,-622
174.172,1034
174.197,2438
174.222,3270
174.247,3532
174.272,3453
174.297,3259
174.322,3048
174.347,2843
174.372,2683
174.397,2623
174.422,2657
174.447,2700
174.472,2666
174.497,2574
174.522,2532
174.547,2628
174.572,2823
174.597,2981
174.622,2983
174.647,2810
174.672,2539
174.697,2262
174.722,2027
174.747,1834
174.772,1664
174.797,1493
174.822,1312
174.847,1132
174.872,983
174.897,883
174.922,800
174.947,658
174.972,383
174.997,-34
175.022,-529
175.047,-1004
175.072,-1395
175.097,-1683
175.122,-1874
175.147,-1975
175.172,-1993
175.197,-1948
175.222,-1865
175.247,-1757
175.272,-1623
175.297,-1461
175.322,-1296
175.347,-1159
175.372,-1060
175.397,-968
175.422,-837
175.447,-643
175.472,-404
175.497,-158
175.522,72
175.547,301
175.572,550
175.597,820
175.622,1077
175.647,1271
175.672,1368
175.697,1365
175.722,1291
175.747,1183
175.772,1065
175.797,946
175.822,828
175.847,717
175.872,621
175.897,535
175.922,438
175.947,316
175.972,179
175.997,66
176.022,4
176.047,-18
176.072,-48
176.097,-126
176.122,-243
176.147,-350
176.172,-404
176.197,-411
176.222,-410
176.247,-429
176.272,-456
176.297,-457
176.322,-416
176.347,-360
176.372,-331
176.397,-346
176.422,-382
176.447,-399
176.472,-370
176.497,-302
176.522,-220
176.547,-139
176.572,-67
176.597,-5
176.622,31
176.647,23
176.672,-38
176.697,-133
176.722,-219
176.747,-262
176.772,-264
176.797,-256
176.822,-258
176.847,-250
176.872,-191
176.897,-72
176.922,64
176.947,161
176.972,216
176.997,307
177.022,522
177.047,858
177.072,1194
177.097,1379
177.122,1357
177.147,1205
177.172,1043
177.197,922
177.222,796
177.247,611
177.272,389
177.297,224
177.322,179
177.347,219
177.372,243
177.397,201
177.422,148
177.447,190
177.472,378
177.497,646
177.522,871
177.547,973
177.572,965
177.597,914
177.622,859
177.647,789
177.672,673
177.697,506
177.722,317
177.747,140
177.772,-17
177.797,-159
177.822,-277
177.847,-342
177.872,-333
177.897,-273
177.922,-215
177.947,-202
177.972,-230
177.997,-255
178.022,-240
178.047,-191
178.072,-144
178.097,-126
178.122,-131
178.147,-131
178.172,-108
178.197,-70
178.222,-36
178.247,-15
178.272,-1
178.297,9
178.322,16
178.347,12
178.372,-2
178.397,-22
178.422,-42
178.447,-63
178.472,-82
178.497,-93
178.522,-92
178.547,-80
178.572,-65
178.597,-49
178.622,-21
178.647,23
178.672,73
178.697,102
178.722,102
178.747,88
178.772,94
178.797,135
178.822,203
178.847,281
178.872,362
178.897,444
178.922,517
178.947,559
178.972,560
178.997,543
179.022,547
179.047,590
179.072,647
179.097,684
179.122,693
179.147,705
179.172,751
179.197,824
179.222,885
179.247,903
179.272,886
179.297,858
179.322,826
179.347,760
179.372,627
179.397,431
179.422,214
179.447,28
179.472,-96
179.497,-167
179.522,-201
179.547,-215
179.572,-217
179.597,-213
179.622,-204
179.647,-191
179.672,-171
179.697,-147
179.722,-127
179.747,-118
179.772,-121
179.797,-132
179.822,-146
179.847,-167
179.872,-194
179.897,-225
179.922,-255
179.947,-283
179.972,-311
179.997,-336
180.022,-346
180.047,-330
180.072,-284
180.097,-212
180.122,-123
180.147,-23
180.172,78
180.197,170
180.222,242
180.247,291
180.272,327
180.297,364
180.322,401
180.347,429
180.372,435
180.397,423
180.422,402
180.447,383
180.472,368
180.497,359
180.522,360
180.547,376
180.572,403
180.597,428
180.622,439
180.647,435
180.672,430
180.697,431
180.722,438
180.747,438
180.772,424
180.797,394
180.822,353
180.847,309
180.872,268
180.897,234
180.922,205
180.947,169
180.972,113
180.997,35
181.022,-55
181.047,-141
181.072,-206
181.097,-247
181.122,-260
181.147,-245
181.172,-202
181.197,-149
181.222,-110
181.247,-103
181.272,-121
181.297,-138
181.322,-133
181.347,-110
181.372,-87
181.397,-78
181.422,-77
181.447,-61
181.472,-21
181.497,33
181.522,85
181.547,123
181.572,161
181.597,219
181.622,307
181.647,407
181.672,486
181.697,527
181.722,533
181.747,523
181.772,507
181.797,473
181.822,409
181.847,330
181.872,273
181.897,264
181.922,292
181.947,317
181.972,323
181.997,334
182.022,391
182.047,508
182.072,646
182.097,757
182.122,821
182.147,859
182.172,886
182.197,893
182.222,855
182.247,779
182.272,702
182.297,658
182.322,638
182.347,606
182.372,539
182.397,441
182.422,328
182.447,194
182.472,26
182.497,-156
182.522,-302
182.547,-365
182.572,-358
182.597,-336
182.622,-340
182.647,-363
182.672,-367
182.697,-347
182.722,-335
182.747,-360
182.772,-414
182.797,-457
182.822,-469
182.847,-459
182.872,-441
182.897,-403
182.922,-322
182.947,-202
182.972,-85
182.997,-6
183.022,39
183.047,91
183.072,163
183.097,229
183.122,252
183.147,238
183.172,225
183.197,245
183.222,283
183.247,299
183.272,267
183.297,193
183.322,102
183.347,14
183.372,-51
183.397,-68
183.422,-22
183.447,63
183.472,141
183.497,182
183.522,204
183.547,241
183.572,293
183.597,314
183.622,267
183.647,183
183.672,135
183.697,159
183.722,214
183.747,231
183.772,196
183.797,159
183.822,169
183.847,209
183.872,220
183.897,182
183.922,150
183.947,191
183.972,298
183.997,401
184.022,449
184.047,484
184.072,597
184.097,822
184.122,1089
184.147,1287
184.172,1370
184.197,1389
184.222,1418
184.247,1463
184.272,1456
184.297,1326
184.322,1066
184.347,730
184.372,383
184.397,62
184.422,-224
184.447,-468
184.472,-661
184.497,-800
184.522,-895
184.547,-955
184.572,-967
184.597,-913
184.622,-796
184.647,-655
184.672,-536
184.697,-446
184.722,-348
184.747,-193
184.772,20
184.797,236
184.822,381
184.847,433
184.872,436
184.897,455
184.922,509
184.947,558
184.972,551
184.997,487
185.022,423
185.047,414
185.072,460
185.097,513
185.122,523
185.147,482
185.172,409
185.197,313
185.222,186
185.247,27
185.272,-131
185.297,-246
185.322,-297
185.347,-301
185.372,-290
185.397,-278
185.422,-259
185.447,-237
185.472,-228
185.497,-241
185.522,-263
185.547,-270
185.572,-262
185.597,-266
185.622,-299
185.647,-338
185.672,-349
185.697,-340
185.722,-374
185.747,-510
185.772,-741
185.797,-983
185.822,-1155
185.847,-1243
185.872,-1287
185.897,-1298
185.922,-1212
185.947,-937
185.972,-444
185.997,197
186.022,865
186.047,1457
186.072,1916
186.097,2204
186.122,2286
186.147,2165
186.172,1926
186.197,1725
186.222,1695
186.247,1846
186.272,2057
186.297,2163
186.322,2072
186.347,1810
186.372,1472
186.397,1134
186.422,808
186.447,471
186.472,119
186.497,-203
186.522,-433
186.547,-541
186.572,-551
186.597,-515
186.622,-474
186.647,-434
186.672,-382
186.697,-314
186.722,-242
186.747,-174
186.772,-100
186.797,3
186.822,138
186.847,277
186.872,375
186.897,407
186.922,387
186.947,341
186.972,286
186.997,210
187.022,102
187.047,-24
187.072,-121
187.097,-143
187.122,-84
187.147,6
187.172,63
187.197,67
187.222,55
187.247,82
187.272,158
187.297,233
187.322,243
187.347,185
187.372,131
187.397,165
187.422,295
187.447,438
187.472,485
187.497,393
187.522,208
187.547,20
187.572,-109
187.597,-179
187.622,-219
187.647,-245
187.672,-247
187.697,-201
187.722,-104
187.747,15
187.772,99
187.797,98
187.822,14
187.847,-82
187.872,-101
187.897,-24
187.922,54
187.947,-9
187.972,-277
187.997,-650
188.022,-927
188.047,-976
188.072,-833
188.097,-658
188.122,-575
188.147,-579
188.172,-564
188.197,-443
188.222,-219
188.247,49
188.272,308
188.297,531
188.322,691
188.347,755
188.372,716
188.397,620
188.422,550
188.447,559
188.472,637
188.497,742
188.522,853
188.547,983
188.572,1121
188.597,1205
188.622,1155
188.647,955
188.672,680
188.697,450
188.722,331
188.747,306
188.772,309
188.797,300
188.822,287
188.847,294
188.872,326
188.897,357
188.922,365
188.947,346
188.972,318
188.997,300
189.022,298
189.047,308
189.072,318
189.097,315
189.122,289
189.147,244
189.172,199
189.197,176
189.222,183
189.247,202
189.272,207
189.297,184
189.322,145
189.347,115
189.372,104
189.397,102
189.422,91
189.447,59
189.472,15
189.497,-30
189.522,-74
189.547,-118
189.572,-160
189.597,-187
189.622,-194
189.647,-196
189.672,-223
189.697,-288
189.722,-359
189.747,-378
189.772,-310
189.797,-180
189.822,-58
189.847,-1
189.872,-5
189.897,-20
189.922,-8
189.947,18
189.972,15
189.997,-36
190.022,-104
190.047,-131
190.072,-86
190.097,10
190.122,119
190.147,221
190.172,326
190.197,436
190.222,523
190.247,539
190.272,469
190.297,349
190.322,244
190.347,201
190.372,218
190.397,260
190.422,296
190.447,318
190.472,330
190.497,334
190.522,330
190.547,320
190.572,312
190.597,312
190.622,315
190.647,304
190.672,271
190.697,218
190.722,153
190.747,85
190.772,23
190.797,-6
190.822,26
190.847,135
190.872,290
190.897,421
190.922,467
190.947,420
190.972,322
190.997,233
191.022,184
191.047,164
191.072,153
191.097,147
191.122,162
191.147,206
191.172,264
191.197,313
191.222,347
191.247,383
191.272,436
191.297,494
191.322,529
191.347,524
191.372,495
191.397,478
191.422,492
191.447,527
191.472,563
191.497,599
191.522,649
191.547,708
191.572,729
191.597,652
191.622,464
191.647,224
191.672,27
191.697,-67
191.722,-78
191.747,-73
191.772,-101
191.797,-156
191.822,-193
191.847,-177
191.872,-115
191.897,-49
191.922,-27
191.947,-93
191.972,-270
191.997,-545
192.022,-856
192.047,-1094
192.072,-1160
192.097,-1025
192.122,-753
192.147,-460
192.172,-231
192.197,-78
192.222,42
192.247,173
192.272,316
192.297,443
192.322,537
192.347,604
192.372,664
192.397,728
192.422,788
192.447,832
192.472,859
192.497,873
192.522,877
192.547,870
192.572,850
192.597,820
192.622,781
192.647,731
192.672,671
192.697,616
192.722,584
192.747,582
192.772,591
192.797,583
192.822,546
192.847,495
192.872,462
192.897,460
192.922,472
192.947,460
192.972,392
192.997,255
193.022,63
193.047,-151
193.072,-345
193.097,-475
193.122,-529
193.147,-527
193.172,-511
193.197,-519
193.222,-555
193.247,-605
193.272,-653
193.297,-692
193.322,-719
193.347,-726
193.372,-711
193.397,-685
193.422,-668
193.447,-677
193.472,-707
193.497,-748
193.522,-794
193.547,-845
193.572,-889
193.597,-904
193.622,-869
193.647,-788
193.672,-679
193.697,-546
193.722,-369
193.747,-133
193.772,133
193.797,358
193.822,472
193.847,476
193.872,451
193.897,505
193.922,692
193.947,975
193.972,1241
193.997,1374
194.022,1308
194.047,1065
194.072,736
194.097,422
194.122,186
194.147,27
194.172,-89
194.197,-190
194.222,-283
194.247,-371
194.272,-462
194.297,-542
194.322,-546
194.347,-371
194.372,54
194.397,698
194.422,1439
194.447,2144
194.472,2737
194.497,3199
194.522,3517
194.547,3662
194.572,3617
194.597,3415
194.622,3137
194.647,2853
194.672,2584
194.697,2317
194.722,2041
194.747,1758
194.772,1457
194.797,1106
194.822,684
194.847,219
194.872,-219
194.897,-586
194.922,-896
194.947,-1204
194.972,-1539
194.997,-1872
195.022,-2149
195.047,-2340
195.072,-2449
195.097,-2478
195.122,-2411
195.147,-2232
195.172,-1963
195.197,-1661
195.222,-1381
195.247,-1139
195.272,-923
195.297,-727
195.322,-564
195.347,-442
195.372,-348
195.397,-253
195.422,-152
195.447,-70
195.472,-37
195.497,-56
195.522,-100
195.547,-138
195.572,-153
195.597,-136
195.622,-76
195.647,26
195.672,144
195.697,225
195.722,232
195.747,179
195.772,123
195.797,108
195.822,134
195.847,172
195.872,210
195.897,268
195.922,375
195.947,519
195.972,654
195.997,730
196.022,741
196.047,716
196.072,685
196.097,649
196.122,594
196.147,516
196.172,435
196.197,380
196.222,356
196.247,351
196.272,341
196.297,321
196.322,297
196.347,283
196.372,281
196.397,289
196.422,301
196.447,318
196.472,341
196.497,374
196.522,417
196.547,461
196.572,491
196.597,496
196.622,472
196.647,429
196.672,384
196.697,350
196.722,338
196.747,357
196.772,410
196.797,488
196.822,561
196.847,595
196.872,573
196.897,509
196.922,432
196.947,355
196.972,277
196.997,188
197.022,99
197.047,32
197.072,0
197.097,-7
197.122,-13
197.147,-33
197.172,-62
197.197,-87
197.222,-110
197.247,-141
197.272,-179
197.297,-209
197.322,-208
197.347,-169
197.372,-109
197.397,-52
197.422,-10
197.447,18
197.472,39
197.497,48
197.522,39
197.547,13
197.572,-16
197.597,-37
197.622,-44
197.647,-39
197.672,-23
197.697,4
197.722,45
197.747,95
197.772,146
197.797,195
197.822,239
197.847,284
197.872,341
197.897,418
197.922,518
197.947,622
197.972,693
197.997,699
198.022,637
198.047,538
198.072,440
198.097,361
198.122,291
198.147,218
198.172,149
198.197,113
198.222,123
198.247,155
198.272,167
198.297,135
198.322,71
198.347,7
198.372,-35
198.397,-56
198.422,-54
198.447,-16
198.472,71
198.497,186
